source,html,table_index,table_id,header_tokens,unresolved_header_tokens,th_cells,td_cells,scope_attributes
notebooks/hypotheses/H03.qmd,_build/nathealth/notebooks/hypotheses/H03.html,6,tbl-h03-primary-diagnostics--gt-0001,16,0,8,16,8
notebooks/hypotheses/H03.qmd,_build/nathealth/notebooks/hypotheses/H03.html,7,tbl-h03-sensitivities--gt-0001,280,0,12,141,12
notebooks/hypotheses/H03.qmd,_build/nathealth/notebooks/hypotheses/H03.html,8,tbl-h03-temporal-fit--gt-0001,16,0,8,17,8
notebooks/hypotheses/H03.qmd,_build/nathealth/notebooks/hypotheses/H03.html,9,tbl-h03-temporal-allocation--gt-0001,60,0,5,31,5
notebooks/hypotheses/H03.qmd,_build/nathealth/notebooks/hypotheses/H03.html,10,tbl-h03-temporal-diagnostics--gt-0001,18,0,9,19,9
notebooks/hypotheses/H03.qmd,_build/nathealth/notebooks/hypotheses/H03.html,11,tbl-h03-latitude-slopes--gt-0001,196,0,9,99,9
notebooks/hypotheses/H03.qmd,_build/nathealth/notebooks/hypotheses/H03.html,12,tbl-h03-overall-samples--gt-0001,12,0,6,12,6
notebooks/hypotheses/H03.qmd,_build/nathealth/notebooks/hypotheses/H03.html,13,tbl-h03-category-support--gt-0001,140,0,7,70,7
notebooks/hypotheses/H03.qmd,_build/nathealth/notebooks/hypotheses/H03.html,14,tbl-h03-formulas--gt-0001,10,0,2,10,2
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,1,tbl-h03-prep-input-identities--gt-0001,24,0,4,25,4
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,2,tbl-h03-prep-integrity--gt-0001,36,0,12,18,12
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,3,tbl-h03-prep-zero-support--gt-0001,28,0,10,14,10
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,4,tbl-h03-prep-primary-samples--gt-0001,28,0,10,15,10
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,5,tbl-h03-prep-participant-day-support--gt-0001,28,0,10,14,10
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,6,tbl-h03-prep-category-support--gt-0001,224,0,10,112,10
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,7,tbl-h03-prep-site-cell-support--gt-0001,24,0,4,12,4
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,8,tbl-h03-prep-primary-specification--gt-0001,24,0,3,24,3
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,9,tbl-h03-prep-primary-tests--gt-0001,24,0,9,12,9
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,10,tbl-h03-prep-estimand-contract--gt-0001,24,0,4,24,4
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,11,tbl-h03-prep-interaction-gate--gt-0001,36,0,12,18,12
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,12,tbl-h03-prep-multiplicity--gt-0001,20,0,5,20,5
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,13,tbl-h03-prep-glm-r-squared--gt-0001,96,0,10,48,10
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,14,tbl-h03-prep-participant-random-intercept--gt-0001,80,0,7,41,7
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,15,tbl-h03-prep-primary-diagnostics--gt-0001,44,0,14,22,14
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,16,tbl-h03-prep-zero-diagnostics--gt-0001,28,0,10,14,10
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,17,tbl-h03-prep-residual-acf--gt-0001,36,0,5,19,5
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,18,tbl-h03-prep-influence--gt-0001,24,0,5,12,5
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,19,tbl-h03-prep-sensitivity-samples--gt-0001,168,0,13,84,13
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,20,tbl-h03-prep-sensitivity-tests--gt-0001,140,0,12,70,12
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,21,tbl-h03-prep-temporal-models--gt-0001,48,0,15,24,15
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,22,tbl-h03-prep-temporal-performance--gt-0001,48,0,4,25,4
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,23,tbl-h03-prep-latitude--gt-0001,40,0,13,20,13
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,24,tbl-h03-prep-script-map--gt-0001,70,0,5,70,5
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,25,tbl-h03-prep-output-map--gt-0001,64,0,4,64,4
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,26,tbl-h03-prep-boundary--gt-0001,15,0,3,15,3
audit/hypotheses/H03/H03_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,27,tbl-h03-prep-environment--gt-0001,116,0,5,58,5
notebooks/hypotheses/H04.qmd,_build/nathealth/notebooks/hypotheses/H04.html,1,tbl-h04-primary-results--gt-0001,96,0,6,49,6
notebooks/hypotheses/H04.qmd,_build/nathealth/notebooks/hypotheses/H04.html,2,tbl-h04-named-contrasts--gt-0001,80,0,7,41,7
notebooks/hypotheses/H04.qmd,_build/nathealth/notebooks/hypotheses/H04.html,3,tbl-h04-omnibus--gt-0001,40,0,7,21,7
notebooks/hypotheses/H04.qmd,_build/nathealth/notebooks/hypotheses/H04.html,4,tbl-h04-overall-samples--gt-0001,16,0,8,16,8
notebooks/hypotheses/H04.qmd,_build/nathealth/notebooks/hypotheses/H04.html,5,tbl-h04-sample-flow--gt-0001,12,0,6,13,6
notebooks/hypotheses/H04.qmd,_build/nathealth/notebooks/hypotheses/H04.html,6,tbl-h04-category-support--gt-0001,168,0,9,84,9
notebooks/hypotheses/H04.qmd,_build/nathealth/notebooks/hypotheses/H04.html,7,tbl-h04-heterogeneity--gt-0001,18,0,9,19,9
notebooks/hypotheses/H04.qmd,_build/nathealth/notebooks/hypotheses/H04.html,8,tbl-h04-near-site-factorization--gt-0001,66,0,6,67,6
notebooks/hypotheses/H04.qmd,_build/nathealth/notebooks/hypotheses/H04.html,9,tbl-h04-fixed-r2--gt-0001,72,0,8,37,8
notebooks/hypotheses/H04.qmd,_build/nathealth/notebooks/hypotheses/H04.html,10,tbl-h04-participant-random-intercept--gt-0001,144,0,6,73,6
notebooks/hypotheses/H04.qmd,_build/nathealth/notebooks/hypotheses/H04.html,11,tbl-h04-primary-diagnostics--gt-0001,18,0,9,19,9
notebooks/hypotheses/H04.qmd,_build/nathealth/notebooks/hypotheses/H04.html,12,tbl-h04-sensitivities--gt-0001,216,0,15,109,15
notebooks/hypotheses/H04.qmd,_build/nathealth/notebooks/hypotheses/H04.html,13,tbl-h04-mundlak--gt-0001,112,0,11,57,11
notebooks/hypotheses/H04.qmd,_build/nathealth/notebooks/hypotheses/H04.html,14,tbl-h04-temporal-fit--gt-0001,20,0,10,21,10
notebooks/hypotheses/H04.qmd,_build/nathealth/notebooks/hypotheses/H04.html,15,tbl-h04-temporal-allocation--gt-0001,60,0,5,31,5
notebooks/hypotheses/H04.qmd,_build/nathealth/notebooks/hypotheses/H04.html,16,tbl-h04-temporal-diagnostics--gt-0001,16,0,8,16,8
notebooks/hypotheses/H04.qmd,_build/nathealth/notebooks/hypotheses/H04.html,17,tbl-h04-formulas--gt-0001,10,0,2,10,2
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,1,tbl-h04-prep-input-identities--gt-0001,25,0,5,26,5
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,2,tbl-h04-prep-transformation--gt-0001,18,0,3,18,3
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,3,tbl-h04-prep-sample-flow--gt-0001,40,0,13,20,13
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,4,tbl-h04-prep-zero-support--gt-0001,28,0,10,14,10
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,5,tbl-h04-prep-integrity--gt-0001,36,0,12,18,12
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,6,tbl-h04-prep-k-distribution--gt-0001,60,0,7,30,7
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,7,tbl-h04-prep-participant-day-support--gt-0001,28,0,10,14,10
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,8,tbl-h04-prep-category-support--gt-0001,168,0,9,84,9
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,9,tbl-h04-prep-site-cell-support--gt-0001,24,0,4,12,4
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,10,tbl-h04-prep-primary-specification--gt-0001,27,0,3,27,3
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,11,tbl-h04-prep-formulas--gt-0001,16,0,2,16,2
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,12,tbl-h04-prep-primary-tests--gt-0001,56,0,9,28,9
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,13,tbl-h04-prep-estimand-contract--gt-0001,36,0,4,36,4
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,14,tbl-h04-prep-heterogeneity-checks--gt-0001,44,0,14,22,14
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,15,tbl-h04-prep-heterogeneity-tests--gt-0001,72,0,13,36,13
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,16,tbl-h04-prep-participant-r2--gt-0001,44,0,14,23,14
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,17,tbl-h04-prep-participant-r2-shapley--gt-0001,48,0,6,24,6
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,18,tbl-h04-prep-participant-r2-checks--gt-0001,160,0,10,80,10
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,19,tbl-h04-prep-multiplicity--gt-0001,20,0,4,20,4
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,20,tbl-h04-prep-primary-diagnostics--gt-0001,36,0,12,18,12
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,21,tbl-h04-prep-zero-diagnostics--gt-0001,16,0,7,9,7
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,22,tbl-h04-prep-residual-acf--gt-0001,48,0,5,25,5
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,23,tbl-h04-prep-diagnostic-interpretation--gt-0001,24,0,4,24,4
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,24,tbl-h04-prep-influence--gt-0001,24,0,5,12,5
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,25,tbl-h04-prep-sensitivity-samples--gt-0001,252,0,16,126,16
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,26,tbl-h04-prep-sensitivity-tests--gt-0001,180,0,14,90,14
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,27,tbl-h04-prep-mundlak-support--gt-0001,112,0,9,56,9
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,28,tbl-h04-prep-temporal-basis--gt-0001,12,0,4,12,4
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,29,tbl-h04-prep-temporal-models--gt-0001,48,0,15,24,15
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,30,tbl-h04-prep-temporal-comparison--gt-0001,12,0,6,7,6
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,31,tbl-h04-prep-temporal-retention--gt-0001,32,0,11,16,11
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,32,tbl-h04-prep-temporal-uncertainty--gt-0001,28,0,10,14,10
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,33,tbl-h04-prep-temporal-performance--gt-0001,48,0,4,25,4
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,34,tbl-h04-prep-boundary--gt-0001,15,0,3,15,3
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,35,tbl-h04-prep-script-map--gt-0001,65,0,5,65,5
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,36,tbl-h04-prep-output-map--gt-0001,36,0,4,36,4
audit/hypotheses/H04/H04_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,37,tbl-h04-prep-environment--gt-0001,30,0,2,30,2
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,1,tbl-h05-near-results-a--gt-0001,80,0,15,41,15
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,2,tbl-h05-near-results-b--gt-0001,56,0,12,29,12
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,3,tbl-h05-chest-results-a--gt-0001,80,0,15,41,15
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,4,tbl-h05-chest-results-b--gt-0001,56,0,12,29,12
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,5,tbl-h05-chest-adequacy-counts--gt-0001,6,0,5,3,5
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,6,tbl-h05-chest-limitations--gt-0001,10,0,7,5,7
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,7,tbl-h05-chest-sleep-diagnostics--gt-0001,48,0,11,25,11
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,8,tbl-h05-near-adequacy-counts--gt-0001,6,0,5,3,5
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,9,tbl-h05-near-limitations--gt-0001,8,0,6,4,6
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,10,tbl-h05-near-sleep-diagnostics--gt-0001,48,0,11,25,11
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,11,tbl-h05-mder-primary-scenarios--gt-0001,192,0,25,65,25
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,12,tbl-h05-mder-gap-scenarios--gt-0001,192,0,25,65,25
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,13,tbl-h05-mder-upper-tail--gt-0001,84,0,14,29,14
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,14,tbl-h05-mder-influence--gt-0001,192,0,25,64,25
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,15,tbl-h05-paired-f2--gt-0001,102,0,21,52,21
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,16,tbl-h05-paired-f3--gt-0001,102,0,21,52,21
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,17,tbl-h05-paired-f4--gt-0001,102,0,21,52,21
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,18,tbl-h05-paired-f5--gt-0001,102,0,21,52,21
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,19,tbl-h05-leading-sensitivities--gt-0001,48,0,13,16,13
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,20,tbl-h05-descriptive-spearman--gt-0001,16,0,7,9,7
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,21,tbl-h05-random-site-summary--gt-0001,12,0,8,4,8
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,22,tbl-h05-leave-site-summary--gt-0001,6,0,5,3,5
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,23,tbl-h05-exact-period--gt-0001,48,0,11,24,11
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,24,tbl-h05-factors--gt-0001,24,0,8,12,8
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,25,tbl-h05-near-samples--gt-0001,306,0,28,102,28
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,26,tbl-h05-chest-samples--gt-0001,306,0,28,102,28
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,27,tbl-h05-formulas--gt-0001,12,0,8,7,8
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,28,tbl-h05-response-specifications--gt-0001,204,0,26,68,26
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,29,tbl-h05-model-deviations--gt-0001,30,0,9,15,9
notebooks/hypotheses/H05.qmd,_build/nathealth/notebooks/hypotheses/H05.html,30,tbl-h05-data-deviations--gt-0001,36,0,10,18,10
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,1,tbl-h05-prep-input-identities--gt-0001,68,0,4,69,4
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,2,tbl-h05-prep-integrity-checks--gt-0001,36,0,4,36,4
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,3,tbl-h05-prep-factor-contract--gt-0001,40,0,10,20,10
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,4,tbl-h05-prep-leba-audit--gt-0001,56,0,12,28,12
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,5,tbl-h05-prep-metric-contract--gt-0001,204,0,24,102,24
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,6,tbl-h05-prep-primary-samples--gt-0001,714,0,44,238,44
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,7,tbl-h05-prep-site-support--gt-0001,204,0,24,69,24
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,8,tbl-h05-prep-family-audit--gt-0001,30,0,9,16,9
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,9,tbl-h05-prep-site-structure--gt-0001,9,0,9,9,9
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,10,tbl-h05-prep-exact-formulas--gt-0001,24,0,4,12,4
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,11,tbl-h05-prep-model-settings--gt-0001,24,0,4,24,4
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,12,tbl-h05-prep-diagnostic-overview--gt-0001,12,0,8,5,8
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,13,tbl-h05-prep-sleep-disposition--gt-0001,40,0,13,20,13
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,14,tbl-h05-prep-sensitivity-map--gt-0001,24,0,4,24,4
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,15,tbl-h05-prep-mder-diagnostics--gt-0001,52,0,16,26,16
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,16,tbl-h05-prep-gap-mder-diagnostics--gt-0001,52,0,16,26,16
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,17,tbl-h05-prep-boundary--gt-0001,15,0,3,15,3
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,18,tbl-h05-prep-l10-reseal--gt-0001,48,0,8,25,8
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,19,tbl-h05-prep-module-map--gt-0001,44,0,4,44,4
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,20,tbl-h05-prep-script-map--gt-0001,88,0,16,44,16
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,21,tbl-h05-prep-output-identities--gt-0001,105,0,5,105,5
audit/hypotheses/H05/H05_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,22,tbl-h05-prep-environment--gt-0001,36,0,12,19,12
notebooks/hypotheses/H06.qmd,_build/nathealth/notebooks/hypotheses/H06.html,1,tbl-h06-primary-effects--gt-0001,9,0,3,10,3
notebooks/hypotheses/H06.qmd,_build/nathealth/notebooks/hypotheses/H06.html,2,tbl-h06-primary-site-interactions--gt-0001,9,0,3,10,3
notebooks/hypotheses/H06.qmd,_build/nathealth/notebooks/hypotheses/H06.html,3,tbl-h06-site-specific-associations--gt-0001,55,0,5,56,5
notebooks/hypotheses/H06.qmd,_build/nathealth/notebooks/hypotheses/H06.html,4,tbl-h06-gap-sensitivity-comparisons--gt-0001,36,0,5,19,5
notebooks/hypotheses/H06.qmd,_build/nathealth/notebooks/hypotheses/H06.html,5,tbl-h06-key-sensitivities--gt-0001,96,0,8,48,8
notebooks/hypotheses/H06.qmd,_build/nathealth/notebooks/hypotheses/H06.html,6,tbl-h06-influence-checks--gt-0001,24,0,4,24,4
notebooks/hypotheses/H06.qmd,_build/nathealth/notebooks/hypotheses/H06.html,7,tbl-h06-model-checks--gt-0001,54,0,9,55,9
notebooks/hypotheses/H06.qmd,_build/nathealth/notebooks/hypotheses/H06.html,8,tbl-h06-exploratory-diary-associations--gt-0001,12,0,2,13,2
notebooks/hypotheses/H06.qmd,_build/nathealth/notebooks/hypotheses/H06.html,9,tbl-h06-exploratory-two-part-formulas--gt-0001,12,0,6,13,6
notebooks/hypotheses/H06.qmd,_build/nathealth/notebooks/hypotheses/H06.html,10,tbl-h06-exact-samples--gt-0001,36,0,6,37,6
notebooks/hypotheses/H06.qmd,_build/nathealth/notebooks/hypotheses/H06.html,11,tbl-h06-exact-confirmatory-formulas--gt-0001,6,0,3,7,3
notebooks/hypotheses/H06.qmd,_build/nathealth/notebooks/hypotheses/H06.html,12,tbl-h06-fdr-adjustment--gt-0001,15,0,3,15,3
notebooks/hypotheses/H06.qmd,_build/nathealth/notebooks/hypotheses/H06.html,13,tbl-h06-figure-readability-checks--gt-0001,42,0,7,42,7
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,1,tbl-h06-prep-render-boundary--gt-0001,18,0,3,18,3
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,2,tbl-h06-prep-shared-provenance--gt-0001,12,0,4,12,4
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,3,tbl-h06-prep-input-provenance--gt-0001,30,0,3,30,3
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,4,tbl-h06-prep-diary-pin--gt-0001,7,0,7,7,7
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,5,tbl-h06-prep-candidate-flow--gt-0001,120,0,7,60,7
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,6,tbl-h06-prep-missingness--gt-0001,48,0,8,24,8
audit/hypotheses/H06/H06_analysis_preparation.qmd,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,7,tbl-h06-prep-previous-night--gt-0001,12,0,4,12,4
