"path","type","sha256_pre","sha256_post","bytes_pre","bytes_post","content_identical"
"artifacts/10_figures/H11/preparation/H11_preparation_melEDI_distribution.pdf","file","56634b531c94800f60cfc817db972217f300414576864e800589be654d63ad83","56634b531c94800f60cfc817db972217f300414576864e800589be654d63ad83",24772,24772,TRUE
"artifacts/10_figures/H11/preparation/H11_preparation_melEDI_distribution.png","file","8f8ae99a2ded0c02a54027f575fa1745a5044c2bb1cb07098c85fd668b84ef6e","8f8ae99a2ded0c02a54027f575fa1745a5044c2bb1cb07098c85fd668b84ef6e",139776,139776,TRUE
"artifacts/10_figures/H11/preparation/H11_preparation_site_sex_support.pdf","file","864f29b528d5477c441b3426000ecf49550446a2443eadb33d71bffe7f843661","864f29b528d5477c441b3426000ecf49550446a2443eadb33d71bffe7f843661",23778,23778,TRUE
"artifacts/10_figures/H11/preparation/H11_preparation_site_sex_support.png","file","76644e2b672ae2f8196e5a8f41083486891a1ca98ceaa5a67338db9bb3c0085c","76644e2b672ae2f8196e5a8f41083486891a1ca98ceaa5a67338db9bb3c0085c",119653,119653,TRUE
"artifacts/10_figures/H11/stage3","directory","",,,,TRUE
"artifacts/10_figures/H11/stage3/H11_reader_activity_context_female_to_male_curves.png","file","4afddd3bbc90fad34e6e5c6a7eaf529913bf91997e12fe98a764b816971951ac","4afddd3bbc90fad34e6e5c6a7eaf529913bf91997e12fe98a764b816971951ac",265489,265489,TRUE
"artifacts/10_figures/H11/stage3/H11_reader_chest_residual_dependence.png","file","b8b9d2a516ba86061819a3d884a2b1a78838f4aa2cad1fefba74af1b0a514d84","b8b9d2a516ba86061819a3d884a2b1a78838f4aa2cad1fefba74af1b0a514d84",149241,149241,TRUE
"artifacts/10_figures/H11/stage3/H11_reader_complementary_chest_curves.png","file","0e4c061f43a1beb30074f46faad4bbf59745f7e423104783ae35dfbd90ca6c57","0e4c061f43a1beb30074f46faad4bbf59745f7e423104783ae35dfbd90ca6c57",359918,359918,TRUE
"artifacts/10_figures/H11/stage3/H11_reader_gap_timing_unaware_chest_curves.png","file","7b2b4089843b6981d79126fb5d929892dc0b8f9aca63e609e9f206f0240adfe6","7b2b4089843b6981d79126fb5d929892dc0b8f9aca63e609e9f206f0240adfe6",366299,366299,TRUE
"artifacts/10_figures/H11/stage3/H11_reader_gap_timing_unaware_near_eye_curves.png","file","4a30b8df0193f1895b017005e3bcd40f6041ab9704e69f8b8f5c01abbdf40f97","4a30b8df0193f1895b017005e3bcd40f6041ab9704e69f8b8f5c01abbdf40f97",463882,463882,TRUE
"artifacts/10_figures/H11/stage3/H11_reader_near_eye_residual_dependence.png","file","4e41d279c36a745aa450284bfa204d0d7d9e05d203f1cd72883021f7671a8456","4e41d279c36a745aa450284bfa204d0d7d9e05d203f1cd72883021f7671a8456",149679,149679,TRUE
"artifacts/10_figures/H11/stage3/H11_reader_primary_near_eye_curves.png","file","33ac814200fc1d69dcf462d0a156b2b950ef0588f47974881fb56f140a414f70","33ac814200fc1d69dcf462d0a156b2b950ef0588f47974881fb56f140a414f70",455662,455662,TRUE
"artifacts/10_figures/H11/stage3/H11_reader_primary_residual_summary.png","file","4476d9ae176b288ae228c7e6f48d8b486f21cf1abf0d0024f5701e0b84716231","4476d9ae176b288ae228c7e6f48d8b486f21cf1abf0d0024f5701e0b84716231",204780,204780,TRUE
"artifacts/10_figures/prepared_day_showcase.png","file","a35e8189bdbdb450411bfe7f71d52964c17e45a7a26fdb44e82776d201b00ff3","a35e8189bdbdb450411bfe7f71d52964c17e45a7a26fdb44e82776d201b00ff3",808132,808132,TRUE
"artifacts/10_figures/prepared_day_showcase.svg","file","5ad003220cb1d5a1d2b223af206f4a1e608b4e1fa0e695d656989dde62b0ea4a","5ad003220cb1d5a1d2b223af206f4a1e608b4e1fa0e695d656989dde62b0ea4a",2408619,2408619,TRUE
"artifacts/11_source_data","directory","",,,,TRUE
"artifacts/11_source_data/H01","directory","",,,,TRUE
"artifacts/11_source_data/H01/main","directory","",,,,TRUE
"artifacts/11_source_data/H01/main/glasses","directory","",,,,TRUE
"artifacts/11_source_data/H01/main/glasses/all_available","directory","",,,,TRUE
"artifacts/11_source_data/H01/main/glasses/all_available/daily_geometric_mean_medi_diagnostic_plot_data.csv","file","c6d3e931b08fc91268afa291becc4799e5cf07c393c382c039567d8925c2932b","c6d3e931b08fc91268afa291becc4799e5cf07c393c382c039567d8925c2932b",170038,170038,TRUE
"artifacts/11_source_data/H01/main/glasses/all_available/duration_above_250_wake_diagnostic_plot_data.csv","file","0780060aa6a04662e084fbbe1ceeca5185b8ccb98512cab03be6b121b15929c0","0780060aa6a04662e084fbbe1ceeca5185b8ccb98512cab03be6b121b15929c0",152881,152881,TRUE
"artifacts/11_source_data/H01/main/glasses/all_available/duration_below_1_sleep_environment_diagnostic_plot_data.csv","file","d4e3f359fec2cc11e503c625ce5a82d76b50ec0e1ce685b888c5f48aa2476ff5","d4e3f359fec2cc11e503c625ce5a82d76b50ec0e1ce685b888c5f48aa2476ff5",161007,161007,TRUE
"artifacts/11_source_data/H01/main/glasses/all_available/duration_below_10_pre_sleep_diagnostic_plot_data.csv","file","8ee0accaee1511bdbfd6421b4e8ca00142cdacf8d645c9e3571bc98a24abed96","8ee0accaee1511bdbfd6421b4e8ca00142cdacf8d645c9e3571bc98a24abed96",135893,135893,TRUE
"artifacts/11_source_data/H01/preparation","directory","",,,,TRUE
"artifacts/11_source_data/H01/preparation/H01_preparation_fitted_sample_support.csv","file","760e634fd6139b8c6561d185c95fb5c06ef5b41637c7b20f8c61b0e627ff37c7","760e634fd6139b8c6561d185c95fb5c06ef5b41637c7b20f8c61b0e627ff37c7",4818,4818,TRUE
"artifacts/11_source_data/H01/preparation/H01_preparation_model_frame_retention.csv","file","28cc582f2778c849025f2ea77fee2036ce693378630d6f7e172adc0db6bb6d5b","28cc582f2778c849025f2ea77fee2036ce693378630d6f7e172adc0db6bb6d5b",2860,2860,TRUE
"artifacts/11_source_data/H01/stage3","directory","",,,,TRUE
"artifacts/11_source_data/H01/stage3/H01_stage3_diagnostic_figure_source.csv","file","d9b424ae246fc688670a77a561717701fec3ddffaf000af72ea6b68f214b9397","d9b424ae246fc688670a77a561717701fec3ddffaf000af72ea6b68f214b9397",21261,21261,TRUE
"artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_model_support_figure_source.csv","file","cf869aa233aca9230a9d295f7efae69fc51c1258a80daf90258d08122f5effc0","cf869aa233aca9230a9d295f7efae69fc51c1258a80daf90258d08122f5effc0",96013,96013,TRUE
"artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_paired_placement_figure_source.csv","file","8e1672e499e6bee05cde70647165e780dfa5cb9195ed0c3f1bd203da5d838853","8e1672e499e6bee05cde70647165e780dfa5cb9195ed0c3f1bd203da5d838853",21978,21978,TRUE
"artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_r2_figure_source.csv","file","596f1c6654e6a00ed25f3feda052ee4fb42bb69991270d48bf6092e59b5ffdb4","596f1c6654e6a00ed25f3feda052ee4fb42bb69991270d48bf6092e59b5ffdb4",76571,76571,TRUE
"artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_site_contrast_figure_source.csv","file","4b0bf98cc94562e5f4b935889f0b24a41b22bc61b5c1d5c51e5255ac6284a6b0","4b0bf98cc94562e5f4b935889f0b24a41b22bc61b5c1d5c51e5255ac6284a6b0",163523,163523,TRUE
"artifacts/11_source_data/H01/stage3/H01_stage3_model_support_figure_source.csv","file","2054c097bb6b901ebc12491c78082fe5a56ebca2ccc5e2c61afe7e21244c3772","2054c097bb6b901ebc12491c78082fe5a56ebca2ccc5e2c61afe7e21244c3772",96014,96014,TRUE
"artifacts/11_source_data/H01/stage3/H01_stage3_paired_placement_figure_source.csv","file","517fdbae057b1f60d57c45223dad102014e8dafaac3bd73b877b86f632e58086","517fdbae057b1f60d57c45223dad102014e8dafaac3bd73b877b86f632e58086",21978,21978,TRUE
"artifacts/11_source_data/H01/stage3/H01_stage3_photoperiod_latitude_bounds.csv","file","bec885c76b37d24b6c4e9fedfc9822405b6ec6fc85fe99f4e608081e0cd224c5","bec885c76b37d24b6c4e9fedfc9822405b6ec6fc85fe99f4e608081e0cd224c5",2989,2989,TRUE
"artifacts/11_source_data/H01/stage3/H01_stage3_photoperiod_latitude_source.csv","file","74af9280fab19c1e60616ea8a154fdcb6f4b0e46111e82be6644c5d5e4a3894f","74af9280fab19c1e60616ea8a154fdcb6f4b0e46111e82be6644c5d5e4a3894f",191261,191261,TRUE
"artifacts/11_source_data/H01/stage3/H01_stage3_r2_figure_source.csv","file","0eda6d080edbf626e8c91977d40b2998664490e5b4f4ffd71642871cbfc970e5","0eda6d080edbf626e8c91977d40b2998664490e5b4f4ffd71642871cbfc970e5",76575,76575,TRUE
"artifacts/11_source_data/H01/stage3/H01_stage3_site_contrast_figure_source.csv","file","c8972862c2058d0cb92ff780c094e165cb914b3754157db757bbf5743782c826","c8972862c2058d0cb92ff780c094e165cb914b3754157db757bbf5743782c826",163604,163604,TRUE
"artifacts/11_source_data/H03","directory","",,,,TRUE
"artifacts/11_source_data/H03/H03_primary_category_figure_data.csv","file","ed9c89b7a8a7c95127bbdeed35f05a755d2f5f595978ecd39dabaa1d80781c33","ed9c89b7a8a7c95127bbdeed35f05a755d2f5f595978ecd39dabaa1d80781c33",5384,5384,TRUE
"artifacts/11_source_data/H03/H03_reader_heterogeneity_category_figure_data.csv","file","b4ecfc9b9196c86865ae474dfbcfd9e4ef22b4112817d439520b57f1713d4d5a","b4ecfc9b9196c86865ae474dfbcfd9e4ef22b4112817d439520b57f1713d4d5a",6280,6280,TRUE
"artifacts/11_source_data/H03/H03_reader_latitude_site_support.csv","file","0fe9c589762bb2f3e980609cfd56ff8487741355dfb2cceb53b237f089cfe653","0fe9c589762bb2f3e980609cfd56ff8487741355dfb2cceb53b237f089cfe653",953,953,TRUE
"artifacts/11_source_data/H03/H03_reader_temporal_chest_curves.csv","file","ba535721d9320b7114626ff9492bb7d0c6693e4134c3d7331acadcd53b9e9716","ba535721d9320b7114626ff9492bb7d0c6693e4134c3d7331acadcd53b9e9716",56851,56851,TRUE
"artifacts/11_source_data/H03/H03_reader_temporal_chest_ratios.csv","file","84decec6b5508f8ac5e75a838d10a2c15e4de53f68f5bef365e45ed5fee7c93c","84decec6b5508f8ac5e75a838d10a2c15e4de53f68f5bef365e45ed5fee7c93c",68222,68222,TRUE
"artifacts/11_source_data/H03/H03_reader_temporal_chest_support.csv","file","447b3db13a348547cc04dfea5d5b4d4fe76299ba14fa0bf8b507a067ec0dd272","447b3db13a348547cc04dfea5d5b4d4fe76299ba14fa0bf8b507a067ec0dd272",21547,21547,TRUE
"artifacts/11_source_data/H03/H03_reader_temporal_near_eye_curves.csv","file","75de4f208a2b2c36c425df9418227efce59c97e4d1224b664f609e479c8855ff","75de4f208a2b2c36c425df9418227efce59c97e4d1224b664f609e479c8855ff",57851,57851,TRUE
"artifacts/11_source_data/H03/H03_reader_temporal_near_eye_ratios.csv","file","a54048d97a94b76a8ed73d12c367898e999666deb9ba17226dd684ce9fe89163","a54048d97a94b76a8ed73d12c367898e999666deb9ba17226dd684ce9fe89163",69214,69214,TRUE
"artifacts/11_source_data/H03/H03_reader_temporal_near_eye_support.csv","file","066fdec22f4d43b9f5458253ec20a4f91fb3f65c65ca88cd1d06f2da0227ca3a","066fdec22f4d43b9f5458253ec20a4f91fb3f65c65ca88cd1d06f2da0227ca3a",22541,22541,TRUE
"artifacts/11_source_data/H03/H03_reader_temporal_residual_bins.csv","file","af8405cdd9466f5677d3990dd4caae1d5b44f8fd95bb2215b6131697ab4f2863","af8405cdd9466f5677d3990dd4caae1d5b44f8fd95bb2215b6131697ab4f2863",6104,6104,TRUE
"artifacts/11_source_data/H03/H03_reader_temporal_residual_points.csv","file","d8f9cd5ae21a942db0852d9653aef5e4e17a51437cd2e01a594209f963b5a5d2","d8f9cd5ae21a942db0852d9653aef5e4e17a51437cd2e01a594209f963b5a5d2",7587383,7587383,TRUE
"artifacts/11_source_data/H03/H03_reader_temporal_zero_calibration.csv","file","ba9a0156cc0e2c7680aec214f5e8d2edf36dbff049357ae537452064d417fd5d","ba9a0156cc0e2c7680aec214f5e8d2edf36dbff049357ae537452064d417fd5d",2222,2222,TRUE
"artifacts/11_source_data/H04","directory","",,,,TRUE
"artifacts/11_source_data/H04/H04_diagnostic_acf_figure.csv","file","5b7d418e487671ae1522bc22330dcd793e6f3b632c119d80ae24258c9dba41a5","5b7d418e487671ae1522bc22330dcd793e6f3b632c119d80ae24258c9dba41a5",697,697,TRUE
"artifacts/11_source_data/H04/H04_diagnostic_calibration_figure.csv","file","a91373ea7439db7e99be6f084f3a5cd52f27e3e2732948cb7918db5550e776f5","a91373ea7439db7e99be6f084f3a5cd52f27e3e2732948cb7918db5550e776f5",4811,4811,TRUE
"artifacts/11_source_data/H04/H04_paired_placement_figure.csv","file","905f535dac48526559b00d9f966dd4c5dd35134f0ad5045c75f4a8e9436139e5","905f535dac48526559b00d9f966dd4c5dd35134f0ad5045c75f4a8e9436139e5",4585,4585,TRUE
"artifacts/11_source_data/H04/H04_preparation_category_support.csv","file","58f0ffda98fbc486a5cb720088a5183c57e894488350a1759047876a3cd9174f","58f0ffda98fbc486a5cb720088a5183c57e894488350a1759047876a3cd9174f",1564,1564,TRUE
"artifacts/11_source_data/H04/H04_preparation_clock_category_support.csv","file","5c046fb0a41fca27e8b049f73f09492de7488927ec235b2c8945a96d561407bc","5c046fb0a41fca27e8b049f73f09492de7488927ec235b2c8945a96d561407bc",27912,27912,TRUE
"artifacts/11_source_data/H04/H04_preparation_participant_day_support.csv","file","1821c680a29aa6b611b7faf2080b56c2083733c626d8817e399d89e7348e6243","1821c680a29aa6b611b7faf2080b56c2083733c626d8817e399d89e7348e6243",121086,121086,TRUE
"artifacts/11_source_data/H04/H04_preparation_positive_response_distribution.csv","file","b196af70b6406e9052a1f66e9f513bbfd1d4218c0d655a0636e67bec2881fe61","b196af70b6406e9052a1f66e9f513bbfd1d4218c0d655a0636e67bec2881fe61",7279,7279,TRUE
"artifacts/11_source_data/H04/H04_preparation_site_category_support.csv","file","2dbd9d788171d1b3cdd1be94a1283b37320e7a3c52f6ec35686a4194753d6589","2dbd9d788171d1b3cdd1be94a1283b37320e7a3c52f6ec35686a4194753d6589",14999,14999,TRUE
"artifacts/11_source_data/H04/H04_primary_category_figure.csv","file","1e4521df4026346cff6a04d2b7fbc0e942f7eed2136c313a73e37fdefaea9c75","1e4521df4026346cff6a04d2b7fbc0e942f7eed2136c313a73e37fdefaea9c75",4469,4469,TRUE
"artifacts/11_source_data/H04/H04_reader_heterogeneity_category_figure.csv","file","e27bc81e0c6dd2ff50dd0c6ffa4e95d9c7e9c16e5b20ce45fb4df7d1e89f3652","e27bc81e0c6dd2ff50dd0c6ffa4e95d9c7e9c16e5b20ce45fb4df7d1e89f3652",5994,5994,TRUE
"artifacts/11_source_data/H04/H04_reader_primary_residual_bins.csv","file","b678ae41ff0720ad6caa460ec271aa76a80e4f1076b25a2a5738008631f4e65b","b678ae41ff0720ad6caa460ec271aa76a80e4f1076b25a2a5738008631f4e65b",4489,4489,TRUE
"artifacts/11_source_data/H04/H04_reader_primary_residual_points.csv","file","22cc2bcebdc3d97026bb72451fe22e5d01c7bc79e406b3f21cb869cd6cd505b8","22cc2bcebdc3d97026bb72451fe22e5d01c7bc79e406b3f21cb869cd6cd505b8",6321583,6321583,TRUE
"artifacts/11_source_data/H04/H04_reader_primary_zero_calibration.csv","file","bffa0b8cbd116171c5d8a9ed12cf1be0ee5ed53fcc00109f4609f99c6f1e65b9","bffa0b8cbd116171c5d8a9ed12cf1be0ee5ed53fcc00109f4609f99c6f1e65b9",1534,1534,TRUE
"artifacts/11_source_data/H04/H04_reader_temporal_chest_curves.csv","file","3b9e168b964825ac3cd294512d4b497a766639a5145ae3ef4f7325d0d7cc6fd0","3b9e168b964825ac3cd294512d4b497a766639a5145ae3ef4f7325d0d7cc6fd0",101347,101347,TRUE
"artifacts/11_source_data/H04/H04_reader_temporal_chest_global.csv","file","2b675de4accf66ebfa88ec6b5c0c6bd20f8eedc3c1c13360075d194580db3db2","2b675de4accf66ebfa88ec6b5c0c6bd20f8eedc3c1c13360075d194580db3db2",15701,15701,TRUE
"artifacts/11_source_data/H04/H04_reader_temporal_chest_ratios.csv","file","d4a91e5d72608addcb0d82cd4b62caa68e6d4354fac9bd1df1a5f04fb40c1956","d4a91e5d72608addcb0d82cd4b62caa68e6d4354fac9bd1df1a5f04fb40c1956",102546,102546,TRUE
"artifacts/11_source_data/H04/H04_reader_temporal_chest_support.csv","file","6bd15c51b63cdcf18e2688d338e0901dbf0a2bfb2041f1ef4de40923c708b6af","6bd15c51b63cdcf18e2688d338e0901dbf0a2bfb2041f1ef4de40923c708b6af",10002,10002,TRUE
"artifacts/11_source_data/H04/H04_reader_temporal_near_eye_curves.csv","file","97025e3f0166b8d4c896cd7504ac75c32aa49a7b315b8b17aef9929c1669d7e1","97025e3f0166b8d4c896cd7504ac75c32aa49a7b315b8b17aef9929c1669d7e1",103100,103100,TRUE
"artifacts/11_source_data/H04/H04_reader_temporal_near_eye_global.csv","file","4f4445bb359bf3023d97b4e2445e3905950c22d570f9d47fc3ed554d12d34749","4f4445bb359bf3023d97b4e2445e3905950c22d570f9d47fc3ed554d12d34749",15988,15988,TRUE
"artifacts/11_source_data/H04/H04_reader_temporal_near_eye_ratios.csv","file","26a5c2de41e46894171b1442cb41da8053c633bda97d8a68b1ba514262bfc613","26a5c2de41e46894171b1442cb41da8053c633bda97d8a68b1ba514262bfc613",104328,104328,TRUE
"artifacts/11_source_data/H04/H04_reader_temporal_near_eye_support.csv","file","6d0a3a3b82d7c4dbbbb8863bf09307ec1ffa719f09e71593c5e9eae69516e508","6d0a3a3b82d7c4dbbbb8863bf09307ec1ffa719f09e71593c5e9eae69516e508",10134,10134,TRUE
"artifacts/11_source_data/H04/H04_reader_temporal_residual_bins.csv","file","daf0f825a84a2d3969d8ff8ed8e7da354e1104967643d54c502da5c9ac98610d","daf0f825a84a2d3969d8ff8ed8e7da354e1104967643d54c502da5c9ac98610d",4505,4505,TRUE
"artifacts/11_source_data/H04/H04_reader_temporal_residual_points.csv","file","a5f8c30819605cecc6601a936bfdedd28591c761d866aab4bf56363596c972a8","a5f8c30819605cecc6601a936bfdedd28591c761d866aab4bf56363596c972a8",6363125,6363125,TRUE
"artifacts/11_source_data/H04/H04_reader_temporal_zero_calibration.csv","file","f656a566b217c4835ead75dad244e70b38ccab53610fb4e109ce99e1a5852e33","f656a566b217c4835ead75dad244e70b38ccab53610fb4e109ce99e1a5852e33",1555,1555,TRUE
"artifacts/11_source_data/H04/H04_site_activity_figure.csv","file","f07f54bc288bd660b0e3a107016c7852a64ce72c0f1594df052519062a2c5caf","f07f54bc288bd660b0e3a107016c7852a64ce72c0f1594df052519062a2c5caf",27807,27807,TRUE
"artifacts/11_source_data/H04/H04_temporal_chest_curves.csv","file","3b9e168b964825ac3cd294512d4b497a766639a5145ae3ef4f7325d0d7cc6fd0","3b9e168b964825ac3cd294512d4b497a766639a5145ae3ef4f7325d0d7cc6fd0",101347,101347,TRUE
"artifacts/11_source_data/H04/H04_temporal_chest_support.csv","file","dac0e8d0a0811ccb9cf37e905f910ce7b07bb5c4111d81b15658ed7afbc0546b","dac0e8d0a0811ccb9cf37e905f910ce7b07bb5c4111d81b15658ed7afbc0546b",10002,10002,TRUE
"artifacts/11_source_data/H04/H04_temporal_near_eye_curves.csv","file","97025e3f0166b8d4c896cd7504ac75c32aa49a7b315b8b17aef9929c1669d7e1","97025e3f0166b8d4c896cd7504ac75c32aa49a7b315b8b17aef9929c1669d7e1",103100,103100,TRUE
"artifacts/11_source_data/H04/H04_temporal_near_eye_support.csv","file","42b530f970f6ab55c69be5c05d8f216cf26f583735cfd464c816e5e30fffb854","42b530f970f6ab55c69be5c05d8f216cf26f583735cfd464c816e5e30fffb854",10134,10134,TRUE
"artifacts/11_source_data/H05","directory","",,,,TRUE
"artifacts/11_source_data/H05/H05_gap_timing_unaware_dataset.csv","file","4a99d36a206716ebec1610254670a2f1dcd8e2bd8c667c63cd60a4cf6c66c6c1","4a99d36a206716ebec1610254670a2f1dcd8e2bd8c667c63cd60a4cf6c66c6c1",18064,18064,TRUE
"artifacts/11_source_data/H05/H05_paired_effect_comparison_data.csv","file","fd1a9c8ed252a795d88a68990bd023137b48a1d0956768a850fde65f572afa01","fd1a9c8ed252a795d88a68990bd023137b48a1d0956768a850fde65f572afa01",58014,58014,TRUE
"artifacts/11_source_data/H05/H05_preparation_leba_score_distribution.csv","file","8ec237c34f7126e9abe4163e524a4a48920c05a5b185d21316ccf6580feef941","8ec237c34f7126e9abe4163e524a4a48920c05a5b185d21316ccf6580feef941",4570,4570,TRUE
"artifacts/11_source_data/H05/H05_preparation_sample_support.csv","file","5e318fbee3dad5bb0ab7122c256b9c0396480d66097133f18d09fcb95b2e6699","5e318fbee3dad5bb0ab7122c256b9c0396480d66097133f18d09fcb95b2e6699",3644,3644,TRUE
"artifacts/11_source_data/H05/H05_preparation_site_support_summary.csv","file","ef860b86321a2e49d1d89f6a105d5ad3b261a32686618f02ca45d0a57204a903","ef860b86321a2e49d1d89f6a105d5ad3b261a32686618f02ca45d0a57204a903",1373,1373,TRUE
"artifacts/11_source_data/H05/H05_preparation_site_support.csv","file","619a9df4eb628f4bdc8274dc40cf937b04c093d7dffdba35b506e2074e5e9c40","619a9df4eb628f4bdc8274dc40cf937b04c093d7dffdba35b506e2074e5e9c40",219168,219168,TRUE
"artifacts/11_source_data/H05/H05_reader_chest_adequacy_figure_data.csv","file","6b61cc5a18b5af3a2c83083c8f21ac954835b89b8d2dbf1c6ad5b573a9f12983","6b61cc5a18b5af3a2c83083c8f21ac954835b89b8d2dbf1c6ad5b573a9f12983",20525,20525,TRUE
"artifacts/11_source_data/H05/H05_reader_chest_effect_figure_data.csv","file","c7b976fff6d43af5adb64fbb67c6fa348d357ad43e856ba7664c2edbeac719eb","c7b976fff6d43af5adb64fbb67c6fa348d357ad43e856ba7664c2edbeac719eb",68557,68557,TRUE
"artifacts/11_source_data/H05/H05_reader_chest_results.csv","file","12a7cfa7db973e089a011cb7aa3363854571906814772e1cecdd9219d169611a","12a7cfa7db973e089a011cb7aa3363854571906814772e1cecdd9219d169611a",49372,49372,TRUE
"artifacts/11_source_data/H05/H05_reader_chest_samples.csv","file","0881de59ee83ef2ed9aa3d7fb29b3b22908e51784a011b16074b6ac2c3679dba","0881de59ee83ef2ed9aa3d7fb29b3b22908e51784a011b16074b6ac2c3679dba",1622,1622,TRUE
"artifacts/11_source_data/H05/H05_reader_near_eye_adequacy_figure_data.csv","file","9207da349b49b16988d253fcaf2dea57f7aa2c4584043b27ab66df10895d0332","9207da349b49b16988d253fcaf2dea57f7aa2c4584043b27ab66df10895d0332",20328,20328,TRUE
"artifacts/11_source_data/H05/H05_reader_near_eye_effect_figure_data.csv","file","e563514cfac059a284d0c38ad733bef708f92ba13fec6686e0aa07804e835ec1","e563514cfac059a284d0c38ad733bef708f92ba13fec6686e0aa07804e835ec1",66722,66722,TRUE
"artifacts/11_source_data/H05/H05_reader_near_eye_results.csv","file","501e3d15df42902063a411f2bf7f823c96ff46ca130d09768024ba5cd60210da","501e3d15df42902063a411f2bf7f823c96ff46ca130d09768024ba5cd60210da",48531,48531,TRUE
"artifacts/11_source_data/H05/H05_reader_near_eye_samples.csv","file","5cd4b570980d6a48deb18ae777abadf7aa092c739db84532e2840aa8f583837d","5cd4b570980d6a48deb18ae777abadf7aa092c739db84532e2840aa8f583837d",1622,1622,TRUE
"artifacts/11_source_data/H05/H05_reader_near_eye_selected_diagnostics.csv","file","2c3c0326d8531855856386acd23b8d5c7a9eba7e628066cd2f56f6861ea6f6ea","2c3c0326d8531855856386acd23b8d5c7a9eba7e628066cd2f56f6861ea6f6ea",2058238,2058238,TRUE
"artifacts/11_source_data/H06","directory","",,,,TRUE
"artifacts/11_source_data/H06/H06_core_effects_figure.csv","file","6c6d1fc4c9f139d72d0eafab30939ad1d8d5acde30a1d7eea518ca62902b419d","6c6d1fc4c9f139d72d0eafab30939ad1d8d5acde30a1d7eea518ca62902b419d",4101,4101,TRUE
"artifacts/11_source_data/H06/H06_exploratory_two_part_activity_expected_figure.csv","file","24bd2e8333577e9e6a4e292868338c4b53c8474b883d9a4506d356e3ac4456ff","24bd2e8333577e9e6a4e292868338c4b53c8474b883d9a4506d356e3ac4456ff",127600,127600,TRUE
"artifacts/11_source_data/H06/H06_exploratory_two_part_day_type_expected_figure.csv","file","b07623b8da2a3aae5d42cafe4ee355a7c00a14ce9731200930da724bdc240623","b07623b8da2a3aae5d42cafe4ee355a7c00a14ce9731200930da724bdc240623",129522,129522,TRUE
"artifacts/11_source_data/H06/H06_exploratory_two_part_temporal_contrasts.csv","file","f496eac02b1776d126407921c03995757a454b1653a1102c7a9d8825b4b0dcc9","f496eac02b1776d126407921c03995757a454b1653a1102c7a9d8825b4b0dcc9",181427,181427,TRUE
"artifacts/11_source_data/H06/H06_paired_placement_effects_figure.csv","file","b50dc0a8db8396666fb1ea8cf18cfbf01bb3bb022973755de0edcf835168fba2","b50dc0a8db8396666fb1ea8cf18cfbf01bb3bb022973755de0edcf835168fba2",1830,1830,TRUE
"artifacts/11_source_data/H06/H06_preparation_clock_day_activity_support.csv","file","4e069c2d18c8b81aae86b25a72f11c425a26e5b94e8e2ac966e500b8f46cc5e5","4e069c2d18c8b81aae86b25a72f11c425a26e5b94e8e2ac966e500b8f46cc5e5",20159,20159,TRUE
"artifacts/11_source_data/H06/H06_preparation_participant_day_support.csv","file","760077b2009431d8f1dc64a935028d20e5bfa745178fe1b4eed5aa80ad4f2028","760077b2009431d8f1dc64a935028d20e5bfa745178fe1b4eed5aa80ad4f2028",241815,241815,TRUE
"artifacts/11_source_data/H06/H06_preparation_response_distribution.csv","file","d8ef3376d9bf72cbdd3a1d6519c4f567e23911c803dd738b528376413005afd4","d8ef3376d9bf72cbdd3a1d6519c4f567e23911c803dd738b528376413005afd4",827,827,TRUE
"artifacts/11_source_data/H06/H06_preparation_site_day_activity_support.csv","file","4abff05e72eca66c3ae4e44240f64d973a8635204126d54a40fc5e578e82d166","4abff05e72eca66c3ae4e44240f64d973a8635204126d54a40fc5e578e82d166",9811,9811,TRUE
"artifacts/11_source_data/H06/H06_primary_residual_clock_figure.csv","file","91b008776a32ab0e22aa1fc052815606ffa205a876a1ad40ee2292274516f81b","91b008776a32ab0e22aa1fc052815606ffa205a876a1ad40ee2292274516f81b",26768,26768,TRUE
"artifacts/11_source_data/H06/H06_primary_site_effects_figure.csv","file","62ff830f289e986a112af6fea362fdc0751e4a8f29d624743f47d49d33312be8","62ff830f289e986a112af6fea362fdc0751e4a8f29d624743f47d49d33312be8",5543,5543,TRUE
"artifacts/11_source_data/H06/H06_primary_work_free_site_deviations.csv","file","3e5d94acc9de7fa8e62d76ae090cc4107e8038a7c73131a280e9b11eec0919a0","3e5d94acc9de7fa8e62d76ae090cc4107e8038a7c73131a280e9b11eec0919a0",6238,6238,TRUE
"artifacts/11_source_data/H06/H06_reader_primary_effects_figure.csv","file","8a5482eb687a707ec193e2021233d954ca0ca21c322e75a9cd136042d0b51bfe","8a5482eb687a707ec193e2021233d954ca0ca21c322e75a9cd136042d0b51bfe",4668,4668,TRUE
