variable_id,placement,analysis_unit,value_type,comparison_status,comparison_unit,axis_geometry,variable_order,metric_id,manuscript_name,abbreviation,manuscript_category,analytical_role,variant_label,domain,native_unit,display_unit,canonical_transform,baseline_transform,linear_summary_interpretation,technical_estimand,mapping_scope,semantic_comparability,comparability_class,comparability_note,non_applicable_reason,canonical_n_observations,canonical_n_estimable,canonical_n_observed,canonical_n_missing,canonical_n_nonfinite,canonical_n_participants,canonical_n_participants_observed,canonical_n_participant_days,canonical_n_participant_days_observed,canonical_mean,canonical_median,canonical_sd,canonical_iqr,canonical_q025,canonical_q25,canonical_q75,canonical_q975,canonical_zero_rate,canonical_nonfinite_rate,canonical_circular_mean,canonical_circular_median,canonical_circular_resultant_length,canonical_circular_sd_hours,baseline_n_observations,baseline_n_estimable,baseline_n_observed,baseline_n_missing,baseline_n_nonfinite,baseline_n_participants,baseline_n_participants_observed,baseline_n_participant_days,baseline_n_participant_days_observed,baseline_mean,baseline_median,baseline_sd,baseline_iqr,baseline_q025,baseline_q25,baseline_q75,baseline_q975,baseline_zero_rate,baseline_nonfinite_rate,baseline_circular_mean,baseline_circular_median,baseline_circular_resultant_length,baseline_circular_sd_hours,delta_n_observations,delta_n_estimable,delta_n_observed,delta_n_missing,delta_n_nonfinite,delta_n_participants,delta_n_participants_observed,delta_n_participant_days,delta_n_participant_days_observed,distance_scope,distance_interpretation,baseline_bowley_skew,canonical_bowley_skew,baseline_tail_asymmetry,canonical_tail_asymmetry,ecdf_max_distance,wasserstein_1,wasserstein_1_iqr_scaled,circular_kuiper_distance,total_variation_distance,maximum_absolute_proportion_difference,key_baseline_n_keys,key_canonical_n_keys,key_common_n_keys,key_baseline_only_n_keys,key_canonical_only_n_keys,key_baseline_n_participants,key_canonical_n_participants,key_baseline_n_participant_days,key_canonical_n_participant_days,n_common_keys,n_paired_observed,mean_difference,sd_difference,median_difference,iqr_difference,q025_difference,q975_difference,mean_absolute_difference,root_mean_square_difference,pearson_correlation,spearman_correlation,n_equal,agreement_rate
light_last_timing_above_250,glasses,participant_day,numeric,applicable_field_key_mapping,decimal_hour,linear,14,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,timing-based,primary_outcome,Boundary-censoring rule,light_metric,clock_minute,clock time,clock_minute_to_decimal_hour,identity,Ordinary linear summaries on the declared unwrapped 0-24 hour axis.,last timing above 250,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,"The manuscript-prepared LightLogR threshold helpers use inclusive >=/<= endpoints; the main-analysis endpoints are strict >/< and also change coverage, gap and time handling. Comparison is descriptive only.",,816,687,687,129,0,141,141,816,687,17.917079087821445,18.133333333333333,2.6267466137120175,3.25,11.879166666666666,16.45,19.7,22.40916666666667,0,0,,,,,811,778,778,33,0,141,141,811,778,17.825321336760926,18.033333333333335,2.6145516329267893,3.4041666666666686,11.92375,16.224999999999998,19.629166666666666,22.359583333333333,0,0,,,,,5,-91,-91,96,0,0,0,5,-91,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,-0.06242350061199674,-0.03589743589743604,-0.1684260580123635,-0.17558117558117586,0.024681656769307336,0.09664858191524842,0.029287449065226817,,,,811,816,809,2,7,141,141,811,816,809,684,0.014010721247563378,0.20247134062927485,0,0,0,0,0.014010721247563378,0.20280781640844456,0.997030182445701,0.9952910076887705,,
light_longest_bout_above_250,chest,participant_day,numeric,applicable_field_key_mapping,h,linear,15,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,duration-based,primary_outcome,Observed lower bound,light_metric,h,h,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,longest bout above 250,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,"The manuscript-prepared longest-period code can bridge missing intervals after `na.rm`; main-analysis periods break at missing, invalid or changed context intervals and retain lower- and upper-bound information. Comparison is descriptive, not equivalent.",,902,902,902,0,0,154,154,902,902,0.8303215077605322,0.575,0.9068078020160102,0.7958333333333333,0,0.2833333333333333,1.0791666666666666,2.907916666666667,0.02993348115299335,0,,,,,897,897,897,0,0,154,154,897,897,0.8528613898179115,0.5666666666666667,0.9892157150438838,0.8333333333333335,0,0.26666666666666666,1.1,3.353333333333336,0.033444816053511704,0,,,,,5,5,5,0,0,0,0,5,5,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.28,0.2670157068062826,0.5342066957787477,0.5110943963896198,0.021179244933221597,0.024595245245245253,0.030116626830912555,,,,897,902,894,3,8,154,154,897,902,894,894,-0.02205443698732294,0.21032332603696727,0,0,-0.08916666666666664,2.220446049250313e-16,0.026118568232662228,0.21135945399235534,0.9789635000119119,0.9961997750078972,,
light_longest_bout_above_250,glasses,participant_day,numeric,applicable_field_key_mapping,h,linear,15,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,duration-based,primary_outcome,Observed lower bound,light_metric,h,h,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,longest bout above 250,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,"The manuscript-prepared longest-period code can bridge missing intervals after `na.rm`; main-analysis periods break at missing, invalid or changed context intervals and retain lower- and upper-bound information. Comparison is descriptive, not equivalent.",,816,816,816,0,0,141,141,816,816,0.9163807189542483,0.6333333333333333,1.002126872461014,0.9208333333333333,0,0.2833333333333333,1.2041666666666666,3.633333333333333,0.03799019607843137,0,,,,,811,811,811,0,0,141,141,811,811,0.9371557747636662,0.6333333333333333,1.0859290431138688,0.9333333333333332,0,0.2833333333333333,1.2166666666666666,3.970833333333333,0.040690505548705305,0,,,,,5,5,5,0,0,0,0,5,5,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.2500000000000001,0.23981900452488678,0.5647058823529412,0.5521936459909229,0.021809494451294695,0.020579079079079732,0.022049013299014,,,,811,816,809,2,7,141,141,811,816,809,809,-0.021549237742068406,0.18617617540676773,0,0,-0.23333333333333334,2.220446049250313e-16,0.02513391017717354,0.18730481302340699,0.9871016341779084,0.9967887705256568,,
light_longest_bout_above_250_exact_only_sensitivity,chest,participant_day,numeric,not_applicable_no_field_key_mapping,h,linear,16,longest_bout_above_250_exact_only_sensitivity,Longest continuous period above 250 lx melEDI,PAT250,duration-based,sensitivity_outcome,Exact-identifiable sensitivity,light_metric,h,h,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,longest bout above 250 exact only sensitivity,Main-analysis availability only; no direct manuscript-prepared field and record-key mapping is asserted.,not_applicable,changed_estimand_or_no_direct_mapping_no_numerical_comparison,The exact-identifiable sensitivity is new and has no distinct frozen-baseline implementation.,The exact-identifiable sensitivity is new and has no distinct frozen-baseline implementation.,902,564,564,338,0,154,150,902,564,1.0302304964539006,0.775,1.0484972499673504,1.0666666666666664,0.0012500000000000172,0.36666666666666664,1.4333333333333331,3.7312499999999886,0.026595744680851064,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,,0.23437499999999983,,0.4313725490196078,,,,,,,,902,,,,,154,,902,,,,,,,,,,,,,,
light_longest_bout_above_250_exact_only_sensitivity,glasses,participant_day,numeric,not_applicable_no_field_key_mapping,h,linear,16,longest_bout_above_250_exact_only_sensitivity,Longest continuous period above 250 lx melEDI,PAT250,duration-based,sensitivity_outcome,Exact-identifiable sensitivity,light_metric,h,h,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,longest bout above 250 exact only sensitivity,Main-analysis availability only; no direct manuscript-prepared field and record-key mapping is asserted.,not_applicable,changed_estimand_or_no_direct_mapping_no_numerical_comparison,The exact-identifiable sensitivity is new and has no distinct frozen-baseline implementation.,The exact-identifiable sensitivity is new and has no distinct frozen-baseline implementation.,816,500,500,316,0,141,132,816,500,1.1817333333333333,0.8833333333333333,1.1488149897395095,1.1375,0,0.45,1.5875,4.234166666666666,0.036,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,,0.23809523809523822,,0.49019607843137253,,,,,,,,816,,,,,141,,816,,,,,,,,,,,,,,
light_m10_mean_medi,chest,participant_day,numeric,applicable_field_key_mapping,lx,linear,17,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,primary_outcome,Supported 10-hour window,light_metric,lx,lx,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,m10 mean melEDI,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,"The manuscript-prepared rolling windows allow partial data through `na.rm`; the main-analysis windows apply explicit data-support, tie, wall-clock and daylight-saving rules. Comparison is descriptive only.",,902,902,902,0,0,154,154,902,902,192.16952418023533,97.69910262657382,392.83669912940087,169.54804434653158,1.38608176229255,34.90371429753337,204.45175864406494,941.0370837756259,0,0,,,,,897,897,897,0,0,154,154,897,897,201.66778955304923,102.80473787735177,405.1142820264225,171.05769334199948,1.2971934293909504,38.923988546179565,209.98168188817905,978.6378755493781,0.0033444816053511705,0,,,,,5,5,5,0,0,0,0,5,5,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.2531087250959946,0.25926142562050664,0.676288847351254,0.678110828648778,0.027007986711062026,9.484079757669194,0.05573735245951374,,,,897,902,894,3,8,154,154,897,902,894,894,-8.936660958209739,52.07798583343498,-1.4210854715202004e-14,7.460698725481052e-13,-116.86847545982774,3.9510363132555053,9.750188367094546,52.810480305219116,0.9919198294084425,0.9672154954551129,,
light_m10_mean_medi,glasses,participant_day,numeric,applicable_field_key_mapping,lx,linear,17,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,primary_outcome,Supported 10-hour window,light_metric,lx,lx,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,m10 mean melEDI,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,"The manuscript-prepared rolling windows allow partial data through `na.rm`; the main-analysis windows apply explicit data-support, tie, wall-clock and daylight-saving rules. Comparison is descriptive only.",,816,816,816,0,0,141,141,816,816,214.86618652753103,110.56628011878851,508.56027584839137,201.69908170095948,2.457469782917702,41.51263577050514,243.21171747146462,967.0035928644136,0,0,,,,,811,811,811,0,0,141,141,811,811,222.69700076300902,114.3675474328725,515.3772212953119,205.67478225139257,2.5620352654325558,45.123734658055454,250.79851690944804,994.415852506286,0.002466091245376079,0,,,,,5,5,5,0,0,0,0,5,5,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.3266669640599734,0.3152805281417909,0.696770975050165,0.6972123245208529,0.025723205435071672,7.7859909434265075,0.038411034321239344,,,,811,816,809,2,7,141,141,811,816,809,809,-7.094792364320448,35.251692850878406,-1.4210854715202004e-14,9.947598300641403e-13,-91.11312435074205,3.0359964251502527,7.965148120155297,35.93719321314453,0.9976958051277472,0.9778337351658528,,
light_m10_midpoint,chest,participant_day,numeric,applicable_field_key_mapping,decimal_hour,linear,18,m10_midpoint,Midpoint of the brightest 10 hours,M10,timing-based,primary_outcome,Supported 10-hour window,light_metric,clock_minute,clock time,clock_minute_to_decimal_hour,identity,Ordinary linear summaries on the declared unwrapped 0-24 hour axis.,m10 midpoint,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,"The manuscript-prepared rolling windows allow partial data through `na.rm`; the main-analysis windows apply explicit data-support, tie, wall-clock and daylight-saving rules. Comparison is descriptive only.",,902,902,902,0,0,154,154,902,902,13.698577235772357,13.45,1.9795934846997183,2.416666666666668,10.334166666666667,12.416666666666666,14.833333333333334,18.09916666666667,0,0,,,,,897,897,897,0,0,154,154,897,897,13.69635823114084,13.466666666666667,2.001584749498269,2.383333333333333,10.530000000000001,12.466666666666667,14.85,18.093333333333334,0,0,,,,,5,5,5,0,0,0,0,5,5,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.16083916083916067,0.14482758620689706,0.20278223649010027,0.19967987194877934,0.012443547968468471,0.04718086419753101,0.01952311621966801,,,,897,902,894,3,8,154,154,897,902,894,894,-0.019780014914243062,0.9129894693460521,0.016666666666666163,1.7763568394002505e-15,-1.9170833333333333,1.411666666666664,0.2595637583892617,0.9126930687983027,0.891339924760516,0.9008247835190824,,
light_m10_midpoint,glasses,participant_day,numeric,applicable_field_key_mapping,decimal_hour,linear,18,m10_midpoint,Midpoint of the brightest 10 hours,M10,timing-based,primary_outcome,Supported 10-hour window,light_metric,clock_minute,clock time,clock_minute_to_decimal_hour,identity,Ordinary linear summaries on the declared unwrapped 0-24 hour axis.,m10 midpoint,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,"The manuscript-prepared rolling windows allow partial data through `na.rm`; the main-analysis windows apply explicit data-support, tie, wall-clock and daylight-saving rules. Comparison is descriptive only.",,816,816,816,0,0,141,141,816,816,13.930106209150328,13.733333333333333,1.8876690060409609,2.1999999999999993,10.510416666666668,12.8,15,18.06875,0,0,,,,,811,811,811,0,0,141,141,811,811,13.966687217427046,13.75,1.8457976033260224,2.083333333333332,10.7625,12.9,14.983333333333333,17.979166666666668,0,0,,,,,5,5,5,0,0,0,0,5,5,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.18399999999999989,0.15151515151515263,0.199434229137199,0.18101694915254277,0.022037668334904864,0.06094285952619278,0.028455809895498563,,,,811,816,809,2,7,141,141,811,816,809,809,-0.05861145447053935,1.0086063960655676,0.016666666666667496,1.7763568394002505e-15,-2.5666666666666655,0.8566666666666617,0.27579316028018147,1.0096854473798926,0.8513185006484424,0.8820881694271415,,
light_mder_ratio_of_integrals,chest,participant_day,numeric,not_applicable_no_field_key_mapping,dimensionless,linear,19,mder_ratio_of_integrals,Melanopic daylight efficacy ratio,MDER,spectrum-based,primary_outcome,Ratio of paired-channel integrals,light_metric,dimensionless,dimensionless,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,Ratio of observed paired melEDI and photopic illuminance integrals,Main-analysis availability only; no direct manuscript-prepared field and record-key mapping is asserted.,not_applicable,changed_estimand_or_no_direct_mapping_no_numerical_comparison,Main-analysis MDER is a ratio of paired-channel integrals; the manuscript-prepared mean of epoch-wise ratios measures a different quantity.,Main-analysis MDER is a ratio of paired-channel integrals; the manuscript-prepared mean of epoch-wise ratios measures a different quantity.,902,850,850,52,0,154,154,902,850,0.8885732539654035,0.9033197143156685,0.11544564142232422,0.09555087061284828,0.6213920779174771,0.848626734056429,0.9441776046692772,1.052759945655192,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,,-0.14479292356934756,,-0.275259962880444,,,,,,,,902,,,,,154,,902,,,,,,,,,,,,,,
light_mder_ratio_of_integrals,glasses,participant_day,numeric,not_applicable_no_field_key_mapping,dimensionless,linear,19,mder_ratio_of_integrals,Melanopic daylight efficacy ratio,MDER,spectrum-based,primary_outcome,Ratio of paired-channel integrals,light_metric,dimensionless,dimensionless,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,Ratio of observed paired melEDI and photopic illuminance integrals,Main-analysis availability only; no direct manuscript-prepared field and record-key mapping is asserted.,not_applicable,changed_estimand_or_no_direct_mapping_no_numerical_comparison,Main-analysis MDER is a ratio of paired-channel integrals; the manuscript-prepared mean of epoch-wise ratios measures a different quantity.,Main-analysis MDER is a ratio of paired-channel integrals; the manuscript-prepared mean of epoch-wise ratios measures a different quantity.,816,760,760,56,0,141,141,816,760,0.844499753613678,0.8686744193765397,0.10471957353225987,0.11134014252672808,0.5910762976531643,0.7983180117826543,0.9096581543093823,0.9880139424751773,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,,-0.26381026640047345,,-0.3808537923975023,,,,,,,,816,,,,,141,,816,,,,,,,,,,,,,,
light_mean_timing_above_250,chest,participant_day,numeric,applicable_field_key_mapping,decimal_hour,linear,20,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,primary_outcome,Duration-weighted mean timing,light_metric,clock_minute,clock time,clock_minute_to_decimal_hour,identity,Ordinary linear summaries on the declared unwrapped 0-24 hour axis.,mean timing above 250,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,"The manuscript-prepared LightLogR threshold helpers use inclusive >=/<= endpoints; the main-analysis endpoints are strict >/< and also change coverage, gap and time handling. Comparison is descriptive only.",,902,831,831,71,0,154,154,902,831,13.297274322989999,13.236001095534942,1.966736312218851,2.371386063319985,9.523568660864466,12.113817538339514,14.4852036016595,17.59081472698321,0,0,,,,,897,867,867,30,0,154,154,897,867,13.313473984364988,13.256388888888889,1.8897060383106077,2.2273611111111116,9.921375,12.20375,14.431111111111111,17.376111111111115,0,0,,,,,5,-36,-36,41,0,0,0,5,-36,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.05481075014030014,0.05356316750521067,0.04713018278886736,0.04470550889117014,0.017084514842250334,0.06301635697525516,0.027271207339874308,,,,897,902,894,3,8,154,154,897,902,894,826,-0.007969901204485607,0.3416168172302591,-9.21720479325927e-4,0.12020112208335698,-0.5731462084712609,0.6038371407564895,0.1482816422145771,0.3415029770955849,0.9852356886451217,0.9873236865086014,,
light_mean_timing_above_250,glasses,participant_day,numeric,applicable_field_key_mapping,decimal_hour,linear,20,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,primary_outcome,Duration-weighted mean timing,light_metric,clock_minute,clock time,clock_minute_to_decimal_hour,identity,Ordinary linear summaries on the declared unwrapped 0-24 hour axis.,mean timing above 250,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,"The manuscript-prepared LightLogR threshold helpers use inclusive >=/<= endpoints; the main-analysis endpoints are strict >/< and also change coverage, gap and time handling. Comparison is descriptive only.",,816,742,742,74,0,141,141,816,742,13.519388693942183,13.485802285077508,1.8866485043795598,2.1739967479265374,9.639264492663166,12.479804590143349,14.653801338069886,17.283659913494915,0,0,,,,,811,778,778,33,0,141,141,811,778,13.512889531562411,13.493055555555555,1.8194072195729545,2.1196527777777767,9.64720138888889,12.465694444444445,14.585347222222222,17.40556249999999,0,0,,,,,5,-36,-36,41,0,0,0,5,-36,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.030632637683058767,0.07451775547168107,0.010045116489685613,0.026733494091151208,0.017298484607016384,0.04786111750376149,0.022229881903997842,,,,811,816,809,2,7,141,141,811,816,809,737,0.030696311864696943,0.5332051185313709,-1.7763568394002505e-15,0.12356355041386102,-0.3859132510462082,0.6550691890805294,0.15186450576024194,0.533726707680628,0.95934021317275,0.9844514533122065,,
light_medi_30_minute_arithmetic_mean,chest,30_minute,numeric,not_applicable_no_field_key_mapping,lx,linear,21,thirty_minute_arithmetic_medi,Mean melEDI,Mean,level-based,primary_outcome,30-minute arithmetic mean,light_metric,lx,lx,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,Admissible 30-minute arithmetic mean melEDI,Main-analysis availability only; no direct manuscript-prepared field and record-key mapping is asserted.,not_applicable,changed_estimand_or_no_direct_mapping_no_numerical_comparison,"The frozen participant-hour object is a 30-minute geometric implementation, not the main-analysis 30-minute arithmetic mean.","The frozen participant-hour object is a 30-minute geometric implementation, not the main-analysis 30-minute arithmetic mean.",43296,41842,41842,1454,0,154,154,902,902,524.5231565307128,10.345083333333333,2573.2947214822275,122.25859722222222,0,0,122.25859722222222,5217.576395833327,0.3297882510396253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,,0.8307671841755278,,0.9911329058317436,,,,,,,,43296,,,,,154,,902,,,,,,,,,,,,,,
light_medi_30_minute_arithmetic_mean,glasses,30_minute,numeric,not_applicable_no_field_key_mapping,lx,linear,21,thirty_minute_arithmetic_medi,Mean melEDI,Mean,level-based,primary_outcome,30-minute arithmetic mean,light_metric,lx,lx,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,Admissible 30-minute arithmetic mean melEDI,Main-analysis availability only; no direct manuscript-prepared field and record-key mapping is asserted.,not_applicable,changed_estimand_or_no_direct_mapping_no_numerical_comparison,"The frozen participant-hour object is a 30-minute geometric implementation, not the main-analysis 30-minute arithmetic mean.","The frozen participant-hour object is a 30-minute geometric implementation, not the main-analysis 30-minute arithmetic mean.",39168,37756,37756,1412,0,141,141,816,816,424.25607722779614,11.40038888888889,2076.744405659875,124.55269444444446,0,0,124.55269444444446,4089.6717986111107,0.3206642652823392,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,,0.816938703096882,,0.9874478736753546,,,,,,,,39168,,,,,141,,816,,,,,,,,,,,,,,
light_medi_one_hour_zero_aware_geometric_mean,chest,one_hour,numeric,not_applicable_no_field_key_mapping,lx,linear,22,one_hour_geometric_mean_medi,Mean melEDI,Mean,level-based,primary_outcome,Hourly geometric mean,light_metric,lx,lx,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,Admissible one-hour zero-aware geometric mean melEDI,Main-analysis availability only; no direct manuscript-prepared field and record-key mapping is asserted.,not_applicable,changed_estimand_or_no_direct_mapping_no_numerical_comparison,The manuscript-prepared data have no one-hour zero-aware geometric implementation on the main-analysis complete clock grid.,The manuscript-prepared data have no one-hour zero-aware geometric implementation on the main-analysis complete clock grid.,21648,21004,21004,644,0,154,154,902,902,198.99940173923676,5.151408945068765,1226.8574458074906,76.18074886836978,0,0,76.18074886836978,1357.270000584057,0.30018091792039614,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,,0.8647582487284362,,0.9836765575699645,,,,,,,,21648,,,,,154,,902,,,,,,,,,,,,,,
light_medi_one_hour_zero_aware_geometric_mean,glasses,one_hour,numeric,not_applicable_no_field_key_mapping,lx,linear,22,one_hour_geometric_mean_medi,Mean melEDI,Mean,level-based,primary_outcome,Hourly geometric mean,light_metric,lx,lx,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,Admissible one-hour zero-aware geometric mean melEDI,Main-analysis availability only; no direct manuscript-prepared field and record-key mapping is asserted.,not_applicable,changed_estimand_or_no_direct_mapping_no_numerical_comparison,The manuscript-prepared data have no one-hour zero-aware geometric implementation on the main-analysis complete clock grid.,The manuscript-prepared data have no one-hour zero-aware geometric implementation on the main-analysis complete clock grid.,19584,18953,18953,631,0,141,141,816,816,184.71368811455997,7.468840009476111,1036.2567727130167,90.07865800842758,0,0,90.07865800842758,1223.1392315388541,0.2933572521500554,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,,0.8341707086982282,,0.9749047772550412,,,,,,,,19584,,,,,141,,816,,,,,,,,,,,,,,
participant_site,chest,participant,categorical,applicable_field_key_mapping,category,categorical,101,,Study site,,participant predictor,predictor_or_context,Main analysis variable,participant_predictor,category,category,identity,identity,Not applicable to categorical level distributions.,Study site,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_declared_field_and_scale,exact_field_key_and_scale_mapping,The manuscript-prepared and main-analysis fields share the declared record key and scale; paired equality is descriptive and still subject to upstream sample availability.,,154,154,154,0,,154,154,,,,,,,,,,,,,,,,,154,154,154,0,,154,154,,,,,,,,,,,,,,,,,0,0,0,0,,0,0,,,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,,,,,,,,,0,0,154,154,154,0,0,154,154,,,154,154,,,,,,,,,,,154,1
participant_site,glasses,participant,categorical,applicable_field_key_mapping,category,categorical,101,,Study site,,participant predictor,predictor_or_context,Main analysis variable,participant_predictor,category,category,identity,identity,Not applicable to categorical level distributions.,Study site,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_declared_field_and_scale,exact_field_key_and_scale_mapping,The manuscript-prepared and main-analysis fields share the declared record key and scale; paired equality is descriptive and still subject to upstream sample availability.,,141,141,141,0,,141,141,,,,,,,,,,,,,,,,,141,141,141,0,,141,141,,,,,,,,,,,,,,,,,0,0,0,0,,0,0,,,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,,,,,,,,,0,0,141,141,141,0,0,141,141,,,141,141,,,,,,,,,,,141,1
participant_age,chest,participant,numeric,applicable_field_key_mapping,years,linear,102,,Current age,,participant predictor,predictor_or_context,Main analysis variable,participant_predictor,years,years,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,Current age,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_declared_field_and_scale,exact_field_key_and_scale_mapping,The manuscript-prepared and main-analysis fields share the declared record key and scale; paired equality is descriptive and still subject to upstream sample availability.,,154,154,154,0,0,154,154,,,31.941558441558442,27.5,10.968902574969686,16,20,23,39,59.17499999999998,0,0,,,,,154,154,154,0,0,154,154,,,31.941558441558442,27.5,10.968902574969686,16,20,23,39,59.17499999999998,0,0,,,,,0,0,0,0,0,0,0,,,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.4375,0.4375,0.6101949025487255,0.6101949025487255,0,0,0,,,,154,154,154,0,0,154,154,,,154,154,0,0,0,0,0,0,0,0,1,1,,
