"page","path","role","source_spec","baseline_bytes","current_bytes","baseline_sha256","current_sha256","status"
"preparation04","audit/reconciliation/mder_METRIC-010_gap_repair/gap_mder_value_comparison.csv","current_gap_repair_evidence_manifest_member","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv",399381,399381,"42a2e28b109a7f7e8a6d92bc72c944afc25837b379e246bb0b87598d5c180d6c","42a2e28b109a7f7e8a6d92bc72c944afc25837b379e246bb0b87598d5c180d6c","unchanged"
"preparation04","audit/reconciliation/mder_METRIC-010_gap_repair/gap_non_mder_invariance.csv","current_gap_repair_evidence_manifest_member","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv",207,207,"e13f1e9099c981fb0d491c1cd31f2e3a9fd7ec441a3cd890780a31c13ab85eba","e13f1e9099c981fb0d491c1cd31f2e3a9fd7ec441a3cd890780a31c13ab85eba","unchanged"
"preparation04","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv","current_gap_repair_evidence_manifest","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv",1913,1913,"81e3aa9439b88cf239d6669dc4343cfb146cd2f45790bae412ab837156315018","81e3aa9439b88cf239d6669dc4343cfb146cd2f45790bae412ab837156315018","unchanged"
"preparation04","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_input_output_hashes.csv","current_gap_repair_evidence_manifest_member","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv",1143,1143,"526f4fe0dd970af82a5eee2909e984ae5c63ced5d90ada06e839a41710367e51","526f4fe0dd970af82a5eee2909e984ae5c63ced5d90ada06e839a41710367e51","unchanged"
"preparation04","audit/reconciliation/mder_METRIC-010_gap_repair/primary_gap_current_comparison.csv","current_gap_repair_evidence_manifest_member","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv",158183,158183,"55479e60312854cd14a0d510d4aa8a2a6d5e9563ba5070a9a7b46fbc8131e992","55479e60312854cd14a0d510d4aa8a2a6d5e9563ba5070a9a7b46fbc8131e992","unchanged"
"preparation04","audit/reconciliation/mder_METRIC-010_gap_repair/primary_gap_current_summary.csv","current_gap_repair_evidence_manifest_member","audit/reconciliation/mder_METRIC-010_gap_repair/gap_repair_evidence_manifest.csv",552,552,"350adc6f262eb506626d622c5624ce58c66be43e6796794d7201292743d381f5","350adc6f262eb506626d622c5624ce58c66be43e6796794d7201292743d381f5","unchanged"
"preparation04","audit/scripts/finalize_gap_mder_METRIC_010_evidence.R","described_gap_repair_finalizer","audit/scripts/finalize_gap_mder_METRIC_010_evidence.R",5626,5626,"8e8b3b97a39dfe469a5298743ef009a4f78214f2c11b026853b6af9e8c387b20","8e8b3b97a39dfe469a5298743ef009a4f78214f2c11b026853b6af9e8c387b20","unchanged"
"preparation04","audit/scripts/finalize_l10_METRIC_011.R","described_l10_numerical_zero_finalizer","audit/scripts/finalize_l10_METRIC_011.R",19857,19857,"b7c9fcdc24c0cd3eae797e42df6478ed9f838ab2064849e4cf17bada06966de0","b7c9fcdc24c0cd3eae797e42df6478ed9f838ab2064849e4cf17bada06966de0","unchanged"
"preparation04","audit/scripts/finalize_mder_METRIC_010.R","described_audit_finalizer","audit/scripts/finalize_mder_METRIC_010.R",12879,12879,"0e14cef24034ad0dd96642f0010da5be79ce2eb4cf97547f0d631526d17f96cf","0e14cef24034ad0dd96642f0010da5be79ce2eb4cf97547f0d631526d17f96cf","unchanged"
"preparation04","audit/scripts/repair_gap_mder_METRIC_010.R","described_gap_repair_script","audit/scripts/repair_gap_mder_METRIC_010.R",8601,8601,"cdf7260fab24f79ccbf77f65f1b967e57ccab586441c7c720d9611fc99a1ed6c","cdf7260fab24f79ccbf77f65f1b967e57ccab586441c7c720d9611fc99a1ed6c","unchanged"
"preparation04","config/metric_display_registry.csv","reader_facing_display_registry","config/metric_display_registry.csv",3203,3203,"c82db05a77cc50ce5b9dbd459c90997fa6bb7d87c0b8e880c1bf8186fad06ed0","c82db05a77cc50ce5b9dbd459c90997fa6bb7d87c0b8e880c1bf8186fad06ed0","unchanged"
"preparation04","notebooks/preparation/04_metric_derivation.qmd","render_source","notebooks/preparation/04_metric_derivation.qmd",80557,80557,"86041585edfb60ba0f3137d268418e7479b369be859b41350d2347bd81e064a6","86041585edfb60ba0f3137d268418e7479b369be859b41350d2347bd81e064a6","unchanged"
"preparation04","scripts/pipeline/build_metric_derivation.R","described_production_script","scripts/pipeline/build_metric_derivation.R",53906,53906,"82d818089fe66a9ba3142524b9be569306a02be060b3743b971bdba673f35c65","82d818089fe66a9ba3142524b9be569306a02be060b3743b971bdba673f35c65","unchanged"
"preparation04","scripts/pipeline/metric_derivation.R","described_function_module","scripts/pipeline/metric_derivation.R",89409,89409,"b1cb84cb2be5e6971e959c57186d6a002b1f9c24d40ea8074f5d158a5c5a8e66","b1cb84cb2be5e6971e959c57186d6a002b1f9c24d40ea8074f5d158a5c5a8e66","unchanged"
"preparation04","scripts/pipeline/state_interval_projection.R","described_function_module","scripts/pipeline/state_interval_projection.R",14775,14775,"6546f6b2850d96727aade54e55ea186810e158714397d64eb1ee2c9f440a7aa7","6546f6b2850d96727aade54e55ea186810e158714397d64eb1ee2c9f440a7aa7","unchanged"
"preparation04","scripts/pipeline/time_support.R","described_function_module","scripts/pipeline/time_support.R",42605,42605,"3a00c3b9514937187a13b8e54ec4b94eeb888c3fa982f527245f5224128f43b1","3a00c3b9514937187a13b8e54ec4b94eeb888c3fa982f527245f5224128f43b1","unchanged"
"preparation04","scripts/pipeline/verify_metric_derivation_core.R","described_verification_module","scripts/pipeline/verify_metric_derivation_core.R",77358,77358,"0c8f475ef16330da4b01adabc222bf688cfb1cc169678e7d0de6ce24c7871393","0c8f475ef16330da4b01adabc222bf688cfb1cc169678e7d0de6ce24c7871393","unchanged"
"preparation04","scripts/pipeline/verify_metric_derivation_mder.R","described_verification_module","scripts/pipeline/verify_metric_derivation_mder.R",19776,19776,"94748d954e29211aecd3b18940cc7742afc1993bacdfe9a4d00fbb40df2ccc14","94748d954e29211aecd3b18940cc7742afc1993bacdfe9a4d00fbb40df2ccc14","unchanged"
"preparation04","tests/test_preparation04_report.R","report_contract","tests/test_preparation04_report.R",13332,13268,"bab6b85bcd7c445c41681231ce84e1420816a7cc5887883b90e27534ae92080d","ee48dc13b6d019095bf2cef39da220ffe59b0342ca3bcb0eec4ff31c2ba1d26a","authorized_test_literal_change"
"shared","_quarto-nathealth.yml","shared_quarto_configuration","_quarto-nathealth.yml",7404,7404,"5ccd16b064bfddd4777dd169720d89d42603bc1e2ddc8d6b0cb83c4cdefe3565","5ccd16b064bfddd4777dd169720d89d42603bc1e2ddc8d6b0cb83c4cdefe3565","unchanged"
"shared","_quarto.yml","shared_quarto_configuration","_quarto.yml",2517,2517,"44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c","44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c","unchanged"
"shared",".Rprofile","project_environment",".Rprofile",26,26,"3f9d62fc3f1bf5888a09816101b705f9844ef4cd44ee5ad157f4168dac4af4d4","3f9d62fc3f1bf5888a09816101b705f9844ef4cd44ee5ad157f4168dac4af4d4","unchanged"
"shared","audit/decisions/figure_readability_and_layout.md","shared_reporting_contract","audit/decisions/figure_readability_and_layout.md",10910,10910,"33bac9392c35ed2fb6fd8bef0cf80ba867229e97d31cd1ea28ce625a51c1565b","33bac9392c35ed2fb6fd8bef0cf80ba867229e97d31cd1ea28ce625a51c1565b","unchanged"
"shared","audit/decisions/gap_timing_unaware_dataset_terminology.md","shared_reporting_contract","audit/decisions/gap_timing_unaware_dataset_terminology.md",2153,2153,"c68ecb5b81639fddaa035ca2787ad43d1dd5106b7238f2f6d20db4d5df36a306","c68ecb5b81639fddaa035ca2787ad43d1dd5106b7238f2f6d20db4d5df36a306","unchanged"
"shared","audit/decisions/model_reporting.md","shared_reporting_contract","audit/decisions/model_reporting.md",10496,10496,"1cb3d5735dcb736f563eed881daf7dcf6e6ed7a4fb75b38201dd753e4927157a","1cb3d5735dcb736f563eed881daf7dcf6e6ed7a4fb75b38201dd753e4927157a","unchanged"
"shared","renv.lock","project_environment","renv.lock",603493,603493,"3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350","unchanged"
"shared","renv/activate.R","project_environment","renv/activate.R",39946,39946,"51798a35c2772b94b4a73ae7a7cc928975ff6e628a17bad1bc73d30defca82e6","51798a35c2772b94b4a73ae7a7cc928975ff6e628a17bad1bc73d30defca82e6","unchanged"
"shared","styles.css","shared_quarto_configuration","styles.css",302,302,"557cf99b617ba158611d5326a76716c871f7373357e11d0295012600c0e6994b","557cf99b617ba158611d5326a76716c871f7373357e11d0295012600c0e6994b","unchanged"
