route,area,tag,attribute,text,ref,target,fragment,xpath,line,target_exists
notebooks/sensitivity_battery.html,body,a,href,,#cb2-36,notebooks/sensitivity_battery.html,cb2-36,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[36]/a,930,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-37,notebooks/sensitivity_battery.html,cb2-37,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[37]/a,931,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-38,notebooks/sensitivity_battery.html,cb2-38,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[38]/a,932,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-39,notebooks/sensitivity_battery.html,cb2-39,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[39]/a,933,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-40,notebooks/sensitivity_battery.html,cb2-40,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[40]/a,934,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-41,notebooks/sensitivity_battery.html,cb2-41,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[41]/a,935,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-42,notebooks/sensitivity_battery.html,cb2-42,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[42]/a,936,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-43,notebooks/sensitivity_battery.html,cb2-43,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[43]/a,937,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-44,notebooks/sensitivity_battery.html,cb2-44,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[44]/a,938,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-45,notebooks/sensitivity_battery.html,cb2-45,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[45]/a,939,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-46,notebooks/sensitivity_battery.html,cb2-46,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[46]/a,940,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-47,notebooks/sensitivity_battery.html,cb2-47,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[47]/a,941,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-48,notebooks/sensitivity_battery.html,cb2-48,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[48]/a,942,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-49,notebooks/sensitivity_battery.html,cb2-49,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[49]/a,943,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-50,notebooks/sensitivity_battery.html,cb2-50,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[50]/a,944,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-51,notebooks/sensitivity_battery.html,cb2-51,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[51]/a,945,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-52,notebooks/sensitivity_battery.html,cb2-52,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[52]/a,946,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-53,notebooks/sensitivity_battery.html,cb2-53,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[53]/a,947,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-56,notebooks/sensitivity_battery.html,cb2-56,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[54]/a,948,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-57,notebooks/sensitivity_battery.html,cb2-57,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[55]/a,949,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-58,notebooks/sensitivity_battery.html,cb2-58,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[56]/a,950,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-59,notebooks/sensitivity_battery.html,cb2-59,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[57]/a,951,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-60,notebooks/sensitivity_battery.html,cb2-60,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[58]/a,952,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-61,notebooks/sensitivity_battery.html,cb2-61,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[59]/a,953,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-62,notebooks/sensitivity_battery.html,cb2-62,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[60]/a,954,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-63,notebooks/sensitivity_battery.html,cb2-63,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[61]/a,955,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-64,notebooks/sensitivity_battery.html,cb2-64,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[62]/a,956,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-65,notebooks/sensitivity_battery.html,cb2-65,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[63]/a,957,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-66,notebooks/sensitivity_battery.html,cb2-66,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[64]/a,958,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-67,notebooks/sensitivity_battery.html,cb2-67,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[65]/a,959,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-68,notebooks/sensitivity_battery.html,cb2-68,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[66]/a,960,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-69,notebooks/sensitivity_battery.html,cb2-69,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[67]/a,961,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-70,notebooks/sensitivity_battery.html,cb2-70,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[68]/a,962,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-71,notebooks/sensitivity_battery.html,cb2-71,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[69]/a,963,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-72,notebooks/sensitivity_battery.html,cb2-72,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[70]/a,964,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-73,notebooks/sensitivity_battery.html,cb2-73,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[71]/a,965,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-74,notebooks/sensitivity_battery.html,cb2-74,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[72]/a,966,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-75,notebooks/sensitivity_battery.html,cb2-75,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[73]/a,967,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-76,notebooks/sensitivity_battery.html,cb2-76,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[74]/a,968,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-77,notebooks/sensitivity_battery.html,cb2-77,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[75]/a,969,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-78,notebooks/sensitivity_battery.html,cb2-78,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[76]/a,970,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-79,notebooks/sensitivity_battery.html,cb2-79,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[77]/a,971,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-80,notebooks/sensitivity_battery.html,cb2-80,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[78]/a,972,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-81,notebooks/sensitivity_battery.html,cb2-81,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[79]/a,973,True
supplementary_information.html,navbar,a,href,Sensitivity checks,./notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,543,True
supplementary_information.html,toc,a,href,Passage changes,#site-passage-changes,supplementary_information.html,site-passage-changes,/html/body/div[2]/div[1]/nav/ul/li[2]/a,603,True
supplementary_information.html,utility,a,href,"Read the position, old and new text table",supplementary_information.html#site-passage-changes,supplementary_information.html,site-passage-changes,/html/body/div[2]/main/section[1]/p[3]/a[3],633,True
