run_order,run_id,data_scenario_id,reader_scenario,placement,placement_label,sample_scenario,analytical_role,inferential_run,metric_order,metric_id,manuscript_name,response_family,response_transform,effect_scale,site,estimate_model_per_point,std_error_model_per_point,conf_low_model_per_point,conf_high_model_per_point,estimate_practical_per_point,conf_low_practical_per_point,conf_high_practical_per_point,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,effect_type,interval_method,slope_status,display_order,display_name,color_hex
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,gaussian,log10_offset_0.1,ratio,RISE,-0.019477580171152684,0.009359223850137951,-0.03782132184067136,-0.0011338385016340068,0.9561420532059615,0.9165975206365162,0.9973926454372853,0.7800048715070308,0.6172710576985392,0.9856408979275871,ratio,wald_normal,PASS,1,Borås (SE),#88CCEE
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,gaussian,log10_offset_0.1,ratio,THUAS,-0.008552535388919943,0.011158938611209904,-0.030423653172584754,0.01331858239474487,0.9804996988413391,0.9323443574744245,1.0311422509513377,0.8966445626017077,0.6783562301283561,1.1851759237046928,ratio,wald_normal,PASS,2,Delft (NL),#117733
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,gaussian,log10_offset_0.1,ratio,BAUA,-0.0072246755058828745,0.008006353423708165,-0.022916839863849826,0.008467488852084079,0.9835021745518431,0.9486000869767808,1.019688423633763,0.9119613881645833,0.7465250158464498,1.1140598852673116,ratio,wald_normal,PASS,3,Dortmund (DE),#DDCC77
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,gaussian,log10_offset_0.1,ratio,TUM,0.02977648841774111,0.019573034151596665,-0.008585953587560834,0.06813893042304306,1.070967984954268,0.9804242540119958,1.1698735726941445,1.4620323847986705,0.8962624215167567,2.384947357920801,ratio,wald_normal,PASS,5,Munich (DE),#DDCC77
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,gaussian,log10_offset_0.1,ratio,FUSPCEU,-0.0010930401048514652,0.008650079752867178,-0.018046884883870257,0.01586080467416733,0.9974863466791674,0.9592970636348289,1.037195931822539,0.9861539810932529,0.7943705565185365,1.2242393256469832,ratio,wald_normal,PASS,6,Madrid (ES),#CC6677
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,gaussian,log10_offset_0.1,ratio,IZTECH,-0.009026613974777914,0.00817038738303333,-0.0250402789852637,0.006987051035707872,0.9794299631792442,0.9439733226733499,1.0162183927577406,0.8912386241208953,0.7265756709605086,1.0932189403959263,ratio,wald_normal,PASS,7,Izmir (TR),#332288
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,gaussian,log10_offset_0.1,ratio,UCR,-0.004517790368404486,0.005948743094126438,-0.016177112586173666,0.007141531849364693,0.9896513231231829,0.963436038093627,1.0165799312401134,0.9440003656942455,0.8135446222911885,1.0953753070374406,ratio,wald_normal,PASS,8,San José (CR),#44AA99
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,gaussian,log10_offset_0.1,ratio,KNUST,-0.001965881919244963,0.012670512563317493,-0.026799630209009523,0.022867866370519595,0.9954836192579762,0.9401569693235934,1.054066149106927,0.9752351095642361,0.7104513219517744,1.3387032855592704,ratio,wald_normal,PASS,9,Kumasi (GH),#AA4499
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,9,dose_time_sensitive_corrected_medi,melEDI dose,gaussian,log10_offset_0.1,ratio,RISE,-0.04927578503368409,0.016764311901795045,-0.08213323258679855,-0.016418337480569638,0.8927383982922658,0.827688207094709,0.9629010549551599,0.53335947773482,0.3507478377987926,0.8110451493438662,ratio,wald_normal,PASS,1,Borås (SE),#88CCEE
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,9,dose_time_sensitive_corrected_medi,melEDI dose,gaussian,log10_offset_0.1,ratio,THUAS,-0.014486713137731784,0.019785784926695846,-0.0532661389999111,0.024292712724447538,0.9671933166363996,0.884573370336412,1.0575300400354049,0.831277301002269,0.5068904311310093,1.3632570447616472,ratio,wald_normal,PASS,2,Delft (NL),#117733
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,9,dose_time_sensitive_corrected_medi,melEDI dose,gaussian,log10_offset_0.1,ratio,BAUA,-0.005734568120971491,0.014471309143422668,-0.03409781285122509,0.022628676609282108,0.9868824636672557,0.9244899346350269,1.0534857769743555,0.9294615060314372,0.6472969488122038,1.334625001368367,ratio,wald_normal,PASS,3,Dortmund (DE),#DDCC77
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,9,dose_time_sensitive_corrected_medi,melEDI dose,gaussian,log10_offset_0.1,ratio,TUM,0.013447329247675029,0.03498686551561141,-0.0551256670948697,0.08202032559021975,1.031447978988545,0.8807939703101699,1.2078703638092672,1.1871239241378093,0.4950084402847658,2.8469478428481696,ratio,wald_normal,PASS,5,Munich (DE),#DDCC77
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,9,dose_time_sensitive_corrected_medi,melEDI dose,gaussian,log10_offset_0.1,ratio,FUSPCEU,-0.010171978475781232,0.015499493192736245,-0.040550426912167994,0.020206469960605534,0.9768503164407449,0.910855684616919,1.047626486660957,0.8783120943152458,0.5961521410122675,1.294018895429177,ratio,wald_normal,PASS,6,Madrid (ES),#CC6677
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,9,dose_time_sensitive_corrected_medi,melEDI dose,gaussian,log10_offset_0.1,ratio,IZTECH,-0.01958608564107018,0.01448901842204886,-0.0479840399196233,0.008811868637482942,0.9559031975722786,0.8953976703107636,1.0204973202708616,0.778926020752179,0.5422206815881128,1.1189645957948007,ratio,wald_normal,PASS,7,Izmir (TR),#332288
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,9,dose_time_sensitive_corrected_medi,melEDI dose,gaussian,log10_offset_0.1,ratio,UCR,7.271249682281461e-6,0.010586725231541243,-0.02074232891836001,0.020756871417724573,1.0000167428112852,0.9533616348595397,1.0489550337844553,1.000092756026962,0.7675219577767648,1.3031360347719332,ratio,wald_normal,PASS,8,San José (CR),#44AA99
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,9,dose_time_sensitive_corrected_medi,melEDI dose,gaussian,log10_offset_0.1,ratio,KNUST,0.00812598166311494,0.02251202823166617,-0.03599678288989965,0.05224874621612954,1.0188869074690836,0.9204563901648835,1.127843253960082,1.1092173173325743,0.6318057426326446,1.9473755524027454,ratio,wald_normal,PASS,9,Kumasi (GH),#AA4499
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,1,daily_geometric_mean_medi,Mean melEDI,gaussian,log10_offset_0.1,ratio,RISE,-0.011375673291386371,0.012981150213238072,-0.036818260187237425,0.014066913604464685,0.9741466171206851,0.9187169728155397,1.032920539978102,0.864929253262271,0.6252197895219243,1.1965434007149198,ratio,wald_normal,PASS,1,Borås (SE),#88CCEE
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,1,daily_geometric_mean_medi,Mean melEDI,gaussian,log10_offset_0.1,ratio,THUAS,-0.010838031040309445,0.020197949655947907,-0.050425284927520506,0.028749222846901613,0.975353325296047,0.8903786036216143,1.0684377469276407,0.8708814461046204,0.5255959026186209,1.4429992497860178,ratio,wald_normal,PASS,2,Delft (NL),#117733
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,1,daily_geometric_mean_medi,Mean melEDI,gaussian,log10_offset_0.1,ratio,BAUA,0.01262823376459898,0.01240797051473297,-0.01169094156551255,0.03694740909471051,1.0295044632334567,0.9734397095055431,1.0887982372898795,1.1747850176138503,0.861457883955002,1.602074649632047,ratio,wald_normal,PASS,3,Dortmund (DE),#DDCC77
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,1,daily_geometric_mean_medi,Mean melEDI,gaussian,log10_offset_0.1,ratio,TUM,0.01168994075095611,0.02680451305885854,-0.04084593946754017,0.0642258209694524,1.0272826203586083,0.910236110236487,1.159380044609162,1.1608080352648185,0.5939091491615521,2.2688239382027686,ratio,wald_normal,PASS,5,Munich (DE),#DDCC77
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,1,daily_geometric_mean_medi,Mean melEDI,gaussian,log10_offset_0.1,ratio,FUSPCEU,-0.02899148605152027,0.01179912416721681,-0.05211734446838137,-0.005865627634659174,0.9354240121051203,0.8869163387468174,0.986584691470687,0.6908627789977284,0.5143730796695549,0.9279089405516461,ratio,wald_normal,PASS,6,Madrid (ES),#CC6677
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,1,daily_geometric_mean_medi,Mean melEDI,gaussian,log10_offset_0.1,ratio,IZTECH,-0.004154896965500434,0.01122094079815758,-0.026147536802545415,0.017837742871544545,0.9904786143729485,0.94156967586108,1.0419280810344413,0.9483803217031763,0.7163855546702917,1.255504425975996,ratio,wald_normal,PASS,7,Izmir (TR),#332288
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,1,daily_geometric_mean_medi,Mean melEDI,gaussian,log10_offset_0.1,ratio,UCR,-0.004274375164685802,0.026739564984343264,-0.056682959496266914,0.04813420916689531,0.9902061625474375,0.8776412766560038,1.1172084431612685,0.9469360355799565,0.4852722450732385,1.847803711387933,ratio,wald_normal,PASS,8,San José (CR),#44AA99
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,1,daily_geometric_mean_medi,Mean melEDI,gaussian,log10_offset_0.1,ratio,KNUST,0.011659552146224368,0.017334386672749037,-0.022315221426454833,0.04563432571890357,1.0272107414961387,0.9499150720713396,1.1107960474237042,1.160358151900708,0.7522760499484846,1.7898097922626002,ratio,wald_normal,PASS,9,Kumasi (GH),#AA4499
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,RISE,-0.030087137796142385,0.017912596228973177,-0.06519518127453779,0.005020905682253014,0.933067069393735,0.8606068900254693,1.011628149945729,0.6812743835746038,0.4353405312619075,1.0661419104938008,ratio,wald_normal,PASS,1,Borås (SE),#88CCEE
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,THUAS,-0.03668721651891937,0.027929231486795138,-0.09142750434891989,0.01805307131108115,0.9189942275645805,0.8101631688292693,1.0424448096269818,0.6262657727676344,0.3115345517984085,1.2589576850340418,ratio,wald_normal,PASS,2,Delft (NL),#117733
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,BAUA,0.0180000682005758,0.017148531058540535,-0.015610435061930168,0.05161057146308177,1.0423175930763748,0.9646939723193967,1.1261871598766733,1.2581067848383078,0.8194466453631459,1.931587237573883,ratio,wald_normal,PASS,3,Dortmund (DE),#DDCC77
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,TUM,0.007642936449943153,0.03698267999574883,-0.06484178439349444,0.08012765729338076,1.017754277750032,0.8613074735664722,1.2026178823102345,1.1024036636845806,0.4373074390657261,2.77903764980895,ratio,wald_normal,PASS,5,Munich (DE),#DDCC77
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,FUSPCEU,-0.037894478455240424,0.016314028710326535,-0.06986938717023285,-0.005919569740248001,0.9164431334017163,0.851394054041775,0.9864621590579566,0.6166952998971706,0.4101424755303879,0.9272706817879518,ratio,wald_normal,PASS,6,Madrid (ES),#CC6677
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,IZTECH,-0.01258733260856108,0.015469839065593719,-0.042907660023755526,0.017732994806633363,0.9714325858151386,0.9059251988294778,1.0416768073156508,0.8516637975325451,0.5784934058448735,1.2538279895658098,ratio,wald_normal,PASS,7,Izmir (TR),#332288
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,UCR,0.03237957018336173,0.03723916492059521,-0.04060785187535223,0.10536699224207569,1.077406447566027,0.9107352538990681,1.2745796852457103,1.5113938476714077,0.5957156133999566,3.8345668829151904,ratio,wald_normal,PASS,8,San José (CR),#44AA99
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,KNUST,0.02919342863250563,0.02405234337970462,-0.01794829813550581,0.07633515540051708,1.0695311272261694,0.9595148529858947,1.1921616726890796,1.4511988796967474,0.7953701599233631,2.6477963274810485,ratio,wald_normal,PASS,9,Kumasi (GH),#AA4499
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,RISE,0.009628591416509518,0.01018128362652584,-0.01032635780786847,0.029583540640887508,1.022418246343699,0.9765031356559833,1.0704922823973315,1.130682991914576,0.8765841751892666,1.4584384071602294,ratio,wald_normal,PASS,1,Borås (SE),#88CCEE
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,THUAS,0.010113697445126184,0.015824640973241818,-0.020902028930704638,0.04112942382095701,1.0235609234531886,0.9530111264340733,1.0993334022662322,1.1377013394280155,0.7659600103326213,1.6898588963857493,ratio,wald_normal,PASS,2,Delft (NL),#117733
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,BAUA,0.006757324068012801,0.009724051890415128,-0.012301467420999473,0.025816115557025072,1.0156809900362727,0.9720722213266539,1.0612461202863677,1.090020075508486,0.8547750443183617,1.3900075498331934,ratio,wald_normal,PASS,3,Dortmund (DE),#DDCC77
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,TUM,-0.0028806205206192144,0.021024882347792498,-0.04408863270148443,0.038327391660246,0.9933890750835093,0.9034650718358134,1.092263425845648,0.9639218439260626,0.569844043148599,1.630525636565312,ratio,wald_normal,PASS,5,Munich (DE),#DDCC77
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,FUSPCEU,-0.011483854626337648,0.009244648670292486,-0.029603033069837012,0.006635323817161717,0.9739039906045903,0.934107731997408,1.0153957091088266,0.8637365120037256,0.6854944175064664,1.0883250732838015,ratio,wald_normal,PASS,6,Madrid (ES),#CC6677
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,IZTECH,0.009890370080958213,0.00880465548195768,-0.007366437559961985,0.027147177721878413,1.02303471276214,0.9831811929563553,1.064503705943828,1.1344649207656154,0.9103137692184717,1.4138099411070826,ratio,wald_normal,PASS,7,Izmir (TR),#332288
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,UCR,-0.04187220594460003,0.02087303052920743,-0.0827825940300516,-9.618178591484644e-4,0.908087701746312,0.8264515641786017,0.9977877831019416,0.5861849489386196,0.3478545142467404,0.9878060519244559,ratio,wald_normal,PASS,8,San José (CR),#44AA99
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,KNUST,2.7080443995151915e-4,0.01355544118492884,-0.02629737207705995,0.02683898095696299,1.0006237447144304,0.9412448823797545,1.063748549638718,1.0034603421470107,0.7150176404584104,1.408262679528065,ratio,wald_normal,PASS,9,Kumasi (GH),#AA4499
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,RISE,-0.07768464799143524,0.029280338037693063,-0.13507305600047181,-0.02029623998239865,0.9252561619305532,0.8736520838295103,0.9799083422749808,0.6502745966005551,0.47317822311979774,0.8936528147808634,ratio,wald_normal,PASS,1,Borås (SE),#88CCEE
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,THUAS,-0.050498686109127854,0.043554874751515205,-0.13586467197325056,0.034867299754994856,0.9507551778600561,0.8729607605526755,1.0354822909284276,0.7559691882712534,0.4711076784082379,1.2130759904963258,ratio,wald_normal,PASS,2,Delft (NL),#117733
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,BAUA,0.00965569597385568,0.026760205384733796,-0.04279334279911736,0.062104734746828726,1.0097024626064939,0.9581093698098606,1.0640737843905446,1.0549475123323273,0.7889374112497695,1.410649612892839,ratio,wald_normal,PASS,3,Dortmund (DE),#DDCC77
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,TUM,0.031141296603771094,0.06201000258487064,-0.09039607514381098,0.15267866835135316,1.0316312595822108,0.9135692715228398,1.1649505833018505,1.1882929863821403,0.606057855541319,2.329876939263131,ratio,wald_normal,PASS,5,Munich (DE),#DDCC77
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,FUSPCEU,0.010506525637295672,0.028448691809960135,-0.04525188571750578,0.06626493699209712,1.0105619129840184,0.9557567100462148,1.0685097674329045,1.0599317029439883,0.7782649786470212,1.4435381852320008,ratio,wald_normal,PASS,6,Madrid (ES),#CC6677
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,IZTECH,-0.042758475900451634,0.027285999393764016,-0.09623805199441084,0.010721100193507568,0.9581427766945624,0.9082477801365492,1.010778777123953,0.789089814793382,0.586757627083593,1.0611924022283663,ratio,wald_normal,PASS,7,Izmir (TR),#332288
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,UCR,0.10480305992015303,0.06902052727871649,-0.03047468774009561,0.24008080758040168,1.1104918884576758,0.9699849842684986,1.2713518810399844,1.7870964755176466,0.8446567853022067,3.7810787391767984,ratio,wald_normal,PASS,8,San José (CR),#44AA99
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,KNUST,-0.03426655372345212,0.039569895836363944,-0.11182212443472686,0.043289016987822615,0.9663138957387937,0.8942033002725315,1.0442396542411507,0.8270987053091722,0.5382260073134791,1.271013029895586,ratio,wald_normal,PASS,9,Kumasi (GH),#AA4499
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,RISE,-0.03291757391057404,0.023062950560224362,-0.07812012638584163,0.012284978564693558,0.9676183132957157,0.9248533205834588,1.0123607488748323,0.8333028772191113,0.6487077124275116,1.0704261285613168,ratio,wald_normal,PASS,1,Borås (SE),#88CCEE
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,THUAS,-0.021547366543228093,0.03752084322329056,-0.09508686793045132,0.051992134843995126,0.9786831195349607,0.9092939425543874,1.0533674575813994,0.887480285836262,0.5905115584556786,1.333794819880954,ratio,wald_normal,PASS,2,Delft (NL),#117733
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,BAUA,0.007924323749622791,0.021981894689698456,-0.03515939815413843,0.051008045653384015,1.0079558043021566,0.9654515128028781,1.0523313599425113,1.0448773275325964,0.8230177976180557,1.326543159517829,ratio,wald_normal,PASS,3,Dortmund (DE),#DDCC77
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,TUM,0.005128484155977456,0.048618044310159834,-0.09016113169070829,0.1004181000026632,1.0051416573407088,0.9137839338579076,1.1056330866490467,1.0288184250036236,0.606847183237063,1.744207406518438,ratio,wald_normal,PASS,5,Munich (DE),#DDCC77
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,FUSPCEU,-0.0023806774720723112,0.0213792078716562,-0.044283154918513666,0.03952179997436905,0.9976221540930805,0.9566830296122855,1.0403131774383652,0.9868980149896802,0.7824528536702233,1.24476214435415,ratio,wald_normal,PASS,6,Madrid (ES),#CC6677
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,IZTECH,-0.026648281558266637,0.021462610296962406,-0.06871422475453146,0.015417661637998181,0.9737036508357543,0.9335934398541584,1.0155371269521603,0.86275266681909,0.683406221074683,1.0891650399859467,ratio,wald_normal,PASS,7,Izmir (TR),#332288
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,UCR,0.06321733483096556,0.05397871696596669,-0.042579006354010296,0.16901367601594142,1.065258331814173,0.9583147495756077,1.1841363330806014,1.4193711813734624,0.7898747437782118,2.5505493958155725,ratio,wald_normal,PASS,8,San José (CR),#44AA99
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,KNUST,-0.03934656347714158,0.03329234955445108,-0.10459836956458379,0.02590524261030064,0.9614174592259226,0.900686192940337,1.0262436996918163,0.8041466059384357,0.560201762342725,1.154319402955915,ratio,wald_normal,PASS,9,Kumasi (GH),#AA4499
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,RISE,0.024942604354582974,0.029240552497458484,-0.032367825428488366,0.08225303413765431,0.024942604354582974,-0.032367825428488366,0.08225303413765431,0.13817804651117446,-0.17931258596504404,0.45566867898739294,difference,wald_normal,PASS,1,Borås (SE),#88CCEE
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,THUAS,0.03242724065699526,0.05163747976071927,-0.06878035992643045,0.13363484124042097,0.03242724065699526,-0.06878035992643045,0.13363484124042097,0.1796417368464591,-0.38103221451385316,0.7403156882067713,difference,wald_normal,PASS,2,Delft (NL),#117733
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,BAUA,-0.05438321638623543,0.028020586270662513,-0.10930255630243144,5.361235299605818e-4,-0.05438321638623543,-0.10930255630243144,5.361235299605818e-4,-0.30127433753178917,-0.6055187138376175,0.0029700387740391153,difference,wald_normal,PASS,3,Dortmund (DE),#DDCC77
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,TUM,0.059328687056964174,0.05822775083246738,-0.054795607475444,0.17345298158937233,0.059328687056964174,-0.054795607475444,0.17345298158937233,0.32867145559713046,-0.30355891833559706,0.9609018295298579,difference,wald_normal,PASS,5,Munich (DE),#DDCC77
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,FUSPCEU,0.06703594679032682,0.026381986441479165,0.015328203524403651,0.11874369005624999,0.06703594679032682,0.015328203524403651,0.11874369005624999,0.3713684442022761,0.0849158006685308,0.6578210877360214,difference,wald_normal,PASS,6,Madrid (ES),#CC6677
