run_order,run_id,data_scenario_id,reader_scenario,placement,placement_label,sample_scenario,inferential_run,metric_order,metric_id,manuscript_name,participants,participant_days,sites,metric_support_valid_hours,metric_support_expected_hours,metric_support_missing_rows,site_levels,site_contrasts,score_center,score_participant_sd,row_key_hash,model_frame_hash
7,gap_timing_unaware__glasses__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,paired_common_sample,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",112,640,8,,,640,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,764d389aea9d27a926994dbf1d9b46e443272175be3f7276ac73e23251e74af7,eea4db1fb97c75f2b08f35e4e4694d670b645471c90ebecbaaa18fbafe27e050
7,gap_timing_unaware__glasses__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,paired_common_sample,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,111,592,8,,,592,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,7855326bf2e3319cf76e73c6f3e6b6dde34094dc309be0cc210e4e3e46fcbae2,f48730ff30f3f59bd3cff99b3441ab78da4880fe1a4ac3f69924dc4ace414574
7,gap_timing_unaware__glasses__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,paired_common_sample,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,112,615,8,,,615,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,f2e3fb2b13a2a9174a54bd39f8d3b6d460b424b792ee6be2d59c70964e650ba3,f0045c6edb2728d362eb32b218a0d2f9ad1295939c46d5fb3ca88b2e43132d38
7,gap_timing_unaware__glasses__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,paired_common_sample,FALSE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,112,621,8,,,621,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,1f1a4719b2b6f85697aa3a55bd075a00aa90b91501f864e4df6a1d5a1bb4e0c5,3d249f670194ebe0afdc2a76a0775a9c35eb75106cebf17b884cabf55a47f4f8
7,gap_timing_unaware__glasses__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,paired_common_sample,FALSE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,112,640,8,,,640,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,764d389aea9d27a926994dbf1d9b46e443272175be3f7276ac73e23251e74af7,6a293729730b4b40061f30328a944a8e90422c5ca15f14d007c2bb2bf4262d1d
7,gap_timing_unaware__glasses__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,paired_common_sample,FALSE,9,dose_time_sensitive_corrected_medi,melEDI dose,112,640,8,,,640,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,764d389aea9d27a926994dbf1d9b46e443272175be3f7276ac73e23251e74af7,bed0e00373e514a47e06febdc63f7d6fc90767a78046b5196fe53c657240439e
8,gap_timing_unaware__chest__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,paired_common_sample,FALSE,1,daily_geometric_mean_medi,Mean melEDI,112,640,8,,,640,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,764d389aea9d27a926994dbf1d9b46e443272175be3f7276ac73e23251e74af7,838fdce61c7383e2342d5d9f654bcf7ba91c464a23b9376e2d8f2e265ce43f3d
8,gap_timing_unaware__chest__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,paired_common_sample,FALSE,2,m10_mean_medi,Brightest 10 h mean,112,640,8,,,640,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,764d389aea9d27a926994dbf1d9b46e443272175be3f7276ac73e23251e74af7,81fb13a80ec7ba30ad54bf7cc7ce5d1ca63b05cf9a472ea1f7c95e6bc021afd1
8,gap_timing_unaware__chest__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,paired_common_sample,FALSE,3,l10_mean_medi,Darkest 10 h mean,112,640,8,,,640,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,764d389aea9d27a926994dbf1d9b46e443272175be3f7276ac73e23251e74af7,bd480650b6fecf81f9b35c604b42eb1dec31ba21dd8b3d9e99fd3ead65b445f8
8,gap_timing_unaware__chest__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,paired_common_sample,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",112,640,8,,,640,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,764d389aea9d27a926994dbf1d9b46e443272175be3f7276ac73e23251e74af7,1ea8def8c37a05e190d1ee14c6eac172abfd91d286a3d002872fd0c82aca2c79
8,gap_timing_unaware__chest__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,paired_common_sample,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,111,592,8,,,592,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,7855326bf2e3319cf76e73c6f3e6b6dde34094dc309be0cc210e4e3e46fcbae2,d172992930ce1866a882bc6c4577798007300d24e6e301c64112ef11934729bc
8,gap_timing_unaware__chest__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,paired_common_sample,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,112,615,8,,,615,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,f2e3fb2b13a2a9174a54bd39f8d3b6d460b424b792ee6be2d59c70964e650ba3,1b3cec790cfc8e52d4e60e9c4679ec1c95da5d258187899f5b8249329534af65
8,gap_timing_unaware__chest__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,paired_common_sample,FALSE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,112,621,8,,,621,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,1f1a4719b2b6f85697aa3a55bd075a00aa90b91501f864e4df6a1d5a1bb4e0c5,b6cbbdadaea79b37f861dd2d41a33247a673d76a142b062d02be35d4ec9da083
8,gap_timing_unaware__chest__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,paired_common_sample,FALSE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,112,640,8,,,640,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,764d389aea9d27a926994dbf1d9b46e443272175be3f7276ac73e23251e74af7,056887138a431a1d2d9398a2324adcd73ede7841596c93a04c7dd01c2416c92b
8,gap_timing_unaware__chest__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,paired_common_sample,FALSE,9,dose_time_sensitive_corrected_medi,melEDI dose,112,640,8,,,640,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,764d389aea9d27a926994dbf1d9b46e443272175be3f7276ac73e23251e74af7,2e0a5b2547f2b33ca5d31642a020f99880d087ff1f2d787097bf86fff62456c4
9,main__glasses__main_gap_common_sample,main,Primary dataset,glasses,Near eye,main_gap_common_sample,FALSE,1,daily_geometric_mean_medi,Mean melEDI,141,809,9,18713.766666666666,19418,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,2dbe193bb357f0776a231a977b09132b0c8451787b917c2faa2f7e3dae8a44f4
9,main__glasses__main_gap_common_sample,main,Primary dataset,glasses,Near eye,main_gap_common_sample,FALSE,2,m10_mean_medi,Brightest 10 h mean,141,809,9,,,809,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,36654165cf8392deff4a4ce2511464e1ad197e3ed6be928ff37121e73ab31cad
9,main__glasses__main_gap_common_sample,main,Primary dataset,glasses,Near eye,main_gap_common_sample,FALSE,3,l10_mean_medi,Darkest 10 h mean,141,809,9,,,809,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,118c2d4e8bed5fd66f50bfb763f333c070978032d69202eee45db0b1004a1d19
9,main__glasses__main_gap_common_sample,main,Primary dataset,glasses,Near eye,main_gap_common_sample,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",141,809,9,18713.766666666666,19418,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,0f5792e23d4ebbfe5497c826059c5aaef9ac02ebc78383ec8f1516eed65ed2e4
9,main__glasses__main_gap_common_sample,main,Primary dataset,glasses,Near eye,main_gap_common_sample,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,140,719,9,8944.666666666666,9344.9,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,487838b79c56de5ec9d4018148d95f87ba7403db3c27dc53d7e093cb49ee6be5,eae2a868400b778d3cb911f3967bd667d94d4b7cd72ea0137bcd6f0af8b9fb22
9,main__glasses__main_gap_common_sample,main,Primary dataset,glasses,Near eye,main_gap_common_sample,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,139,653,9,1920.4666666666667,1948.5,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,30860cb14cfa1a0380cd9f6e85ca6fb419e6e7047876156324d53ece69f8bbad,52c25ad226a127c0eba7261e6734c0142ff48d2e235c8a09c190f35349efc8a2
9,main__glasses__main_gap_common_sample,main,Primary dataset,glasses,Near eye,main_gap_common_sample,FALSE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,141,771,9,6221.883333333333,6225.9,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,96bfe1b74f38a7947cfed2ff2764099d6039ddc4e5c0b7c317c18db5f0c4b230,22502fcbedf4b6daf4a2b34494bb08be37344f4eab23965daf8aa09b8a19dd05
9,main__glasses__main_gap_common_sample,main,Primary dataset,glasses,Near eye,main_gap_common_sample,FALSE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,141,809,9,18713.766666666666,19418,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,516cfefc0cb459a416ebdaaa408a3464ce954b2bcf882d47bc09fe26b8b9db42
9,main__glasses__main_gap_common_sample,main,Primary dataset,glasses,Near eye,main_gap_common_sample,FALSE,9,dose_time_sensitive_corrected_medi,melEDI dose,141,757,9,17601.066666666666,18169,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,6fd158f13e1ee47e142818f79c89ce27de5622ff4623af8484644e27825f9a2d,c15ef4dd7e464342a46521bbd5b6e09749ba1c666d6826e70ed5ff9e81b92700
10,main__chest__main_gap_common_sample,main,Primary dataset,chest,Chest,main_gap_common_sample,FALSE,1,daily_geometric_mean_medi,Mean melEDI,154,894,8,20734.066666666666,21456,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,49911a043083d0054d498afa78f8c74719f57e20adf93da7ee265bcce0e580da
10,main__chest__main_gap_common_sample,main,Primary dataset,chest,Chest,main_gap_common_sample,FALSE,2,m10_mean_medi,Brightest 10 h mean,154,894,8,,,894,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,b23910e1185dc11031c0f13a98967254e1aeb9625fea8b26916cedafc32b1850
10,main__chest__main_gap_common_sample,main,Primary dataset,chest,Chest,main_gap_common_sample,FALSE,3,l10_mean_medi,Darkest 10 h mean,154,894,8,,,894,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,6315bd6e35bb3139a5856708a3b493357d6b5a829ef170044c42d55204ef3d13
10,main__chest__main_gap_common_sample,main,Primary dataset,chest,Chest,main_gap_common_sample,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",154,894,8,20734.066666666666,21456,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,982ea2a1e5c99986636b8d1f12d777cf183d9df14908fae8dc126cfba944470b
10,main__chest__main_gap_common_sample,main,Primary dataset,chest,Chest,main_gap_common_sample,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,153,800,8,10061.483333333334,10476.1,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,41fc6dc744f173fe8847f1de44c27e0a60cebd1a4a697932da5be93f0160494d,8ccd17159d942e31c5bcfbbb87fbf3192de1ee751a9c09e0f386ccb6bf0ea0d0
10,main__chest__main_gap_common_sample,main,Primary dataset,chest,Chest,main_gap_common_sample,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,153,740,8,2171.0333333333333,2195.75,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,ba2d480b26573b4d58d04f198d396f2257e85c118ec7a67c9d93938c48d30da6,a1ffaa9786ed360bee433c6e527bff8ca581d8d4d01dab6ecc6f3025abdad967
10,main__chest__main_gap_common_sample,main,Primary dataset,chest,Chest,main_gap_common_sample,FALSE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,154,853,8,6801.45,6803.9,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,75e4aafe14768c22016def3e25ff8de8b92aa0dc3a64376ad608d7d442ae9e31,775a95a386dd18955a84dd08d2dcc58e8f0974ef5ee982ee63aa9a8f80968ebd
10,main__chest__main_gap_common_sample,main,Primary dataset,chest,Chest,main_gap_common_sample,FALSE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,154,894,8,20734.066666666666,21456,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,692eaf7043d25eb02028faec8f0bddf75e5c2a526888dc3e921e262a73be7522
10,main__chest__main_gap_common_sample,main,Primary dataset,chest,Chest,main_gap_common_sample,FALSE,9,dose_time_sensitive_corrected_medi,melEDI dose,154,847,8,19736.066666666666,20328,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,4191db606baf26b4b445175f54d82b81dd6e1e140e4772dbe2673930533be54b,704af5b14bad87447fdf76b4913137af638660da4caaf37d58d455b4f09eb105
11,gap_timing_unaware__glasses__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,main_gap_common_sample,FALSE,1,daily_geometric_mean_medi,Mean melEDI,141,809,9,,,809,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,c551b9444038e4f085c4b18036fd24bcd0fb13f068e7c80726b4da5f35f60567
11,gap_timing_unaware__glasses__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,main_gap_common_sample,FALSE,2,m10_mean_medi,Brightest 10 h mean,141,809,9,,,809,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,efd339cfb6eb6f215084d6f6dcfa0be932eb0ba0c362291ca528c65717a31e28
11,gap_timing_unaware__glasses__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,main_gap_common_sample,FALSE,3,l10_mean_medi,Darkest 10 h mean,141,809,9,,,809,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,38190fbb4de8566357f4b8ecbbd14012944de4b204999d60baf67892b8a00014
11,gap_timing_unaware__glasses__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,main_gap_common_sample,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",141,809,9,,,809,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,a7f12c7c96fb51f3bc9c872eee746ce47acbc09eddc7bcc5f62af5863d71a4bc
11,gap_timing_unaware__glasses__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,main_gap_common_sample,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,140,719,9,,,719,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,487838b79c56de5ec9d4018148d95f87ba7403db3c27dc53d7e093cb49ee6be5,b9413ff190d36f9d100d61894504553958dcd397a1220de7f0786575b901e7c2
11,gap_timing_unaware__glasses__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,main_gap_common_sample,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,139,653,9,,,653,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,30860cb14cfa1a0380cd9f6e85ca6fb419e6e7047876156324d53ece69f8bbad,f1fdfce21700992b1afc618f75571163507b30617282db709730df6eed173089
11,gap_timing_unaware__glasses__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,main_gap_common_sample,FALSE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,141,771,9,,,771,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,96bfe1b74f38a7947cfed2ff2764099d6039ddc4e5c0b7c317c18db5f0c4b230,ce18be50f199f012c21f2ff070a6954eee8d591d54e6423c26d5efba7bae8c3f
11,gap_timing_unaware__glasses__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,main_gap_common_sample,FALSE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,141,809,9,,,809,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,008b5f61d6b24448e7ad11473dade7f14a70ec2914f8f38efe8425ce9bac004a
11,gap_timing_unaware__glasses__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,main_gap_common_sample,FALSE,9,dose_time_sensitive_corrected_medi,melEDI dose,141,757,9,,,757,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,6fd158f13e1ee47e142818f79c89ce27de5622ff4623af8484644e27825f9a2d,0b0e217a02f9c829b37384f91d516457dd666ec0538715f2f4e1ddfd40d0a420
12,gap_timing_unaware__chest__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,main_gap_common_sample,FALSE,1,daily_geometric_mean_medi,Mean melEDI,154,894,8,,,894,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,66efaad025a2312fb8c6a41f980a345e7c729e053d2c07e70e98a705d964898c
12,gap_timing_unaware__chest__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,main_gap_common_sample,FALSE,2,m10_mean_medi,Brightest 10 h mean,154,894,8,,,894,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,cb3d6c068e7415641fa3392339914fbc20d9718894c7af25b378bacf99a0efce
12,gap_timing_unaware__chest__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,main_gap_common_sample,FALSE,3,l10_mean_medi,Darkest 10 h mean,154,894,8,,,894,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,a91620fc1bc70729a6ce78a0a99e0590e6ded71fc305326a2a6296f3cc60d211
12,gap_timing_unaware__chest__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,main_gap_common_sample,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",154,894,8,,,894,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,0f4302e62a615420acef2d752dc5563b588632f267d5841668f4b2853c23686b
12,gap_timing_unaware__chest__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,main_gap_common_sample,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,153,800,8,,,800,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,41fc6dc744f173fe8847f1de44c27e0a60cebd1a4a697932da5be93f0160494d,8a10dbceb450327fc32823d1005659d9df0412232acaef52943b407af11f409b
12,gap_timing_unaware__chest__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,main_gap_common_sample,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,153,740,8,,,740,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,ba2d480b26573b4d58d04f198d396f2257e85c118ec7a67c9d93938c48d30da6,875ff8c8dcbb6f04e14d83330dccce0bd584ec2a02fd8695eb0eb97d2f2d8cb6
12,gap_timing_unaware__chest__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,main_gap_common_sample,FALSE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,154,853,8,,,853,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,75e4aafe14768c22016def3e25ff8de8b92aa0dc3a64376ad608d7d442ae9e31,ca0fe25237b525f81f29fa8e2cdcbbc9db7d5ec8079d58f0ad4bf53ed67ef578
12,gap_timing_unaware__chest__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,main_gap_common_sample,FALSE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,154,894,8,,,894,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,fbda00e3a2f16137d9c21dd7a8b90aff45d4c4057069262d721a93c2edc4599c
12,gap_timing_unaware__chest__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,main_gap_common_sample,FALSE,9,dose_time_sensitive_corrected_medi,melEDI dose,154,847,8,,,847,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,4191db606baf26b4b445175f54d82b81dd6e1e140e4772dbe2673930533be54b,4e97040910c4914fc81c907a994431dd514691e09f6d7436d9e8f7ca71ca5cb0
