site,Id,position,local_date,profile_variant,analysis_unit,metric,value,units,state_domain,estimable,failure_reason,ordinary_support,relevance_support,valid_minutes,expected_minutes,descriptive_nonconfirmatory,left_censored,right_censored,any_censored,state_domain_complete,medi_profile_support,light_profile_support,minimum_support,passes_ordinary_support,passes_medi_profile_support,passes_light_profile_support,support_threshold_enforced,ratio_scaled_or_weighted,estimate_interpretation,missing_invalid_breaks_runs,exact_identifiable
BAUA,BAUA_S002,glasses,2025-06-13,pooled,participant_day,mder_mean_of_viable_ratios,0.8818463984845399,dimensionless,full_day_positive_paired_minutes,TRUE,,0.6319444444444444,,910,1440,FALSE,FALSE,FALSE,FALSE,,,,0.5,TRUE,,,TRUE,FALSE,,,
BAUA,BAUA_S002,glasses,2025-06-14,pooled,participant_day,mder_mean_of_viable_ratios,0.7349046819629116,dimensionless,full_day_positive_paired_minutes,TRUE,,0.6013888888888889,,866,1440,FALSE,FALSE,FALSE,FALSE,,,,0.5,TRUE,,,TRUE,FALSE,,,
BAUA,BAUA_S002,glasses,2025-06-15,pooled,participant_day,mder_mean_of_viable_ratios,0.8875693943033036,dimensionless,full_day_positive_paired_minutes,TRUE,,0.6875,,990,1440,FALSE,FALSE,FALSE,FALSE,,,,0.5,TRUE,,,TRUE,FALSE,,,
BAUA,BAUA_S002,glasses,2025-06-16,pooled,participant_day,mder_mean_of_viable_ratios,0.8793949503424204,dimensionless,full_day_positive_paired_minutes,TRUE,,0.6763888888888889,,974,1440,FALSE,FALSE,FALSE,FALSE,,,,0.5,TRUE,,,TRUE,FALSE,,,
BAUA,BAUA_S002,glasses,2025-06-11,pooled,participant_day,mean_timing_above_250,926.7580867854184,clock_minute,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S002,glasses,2025-06-12,pooled,participant_day,mean_timing_above_250,1006.513882033754,clock_minute,full_day_hybrid,TRUE,,0.9666666666666667,0.921903791520766,1392,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S002,glasses,2025-06-13,pooled,participant_day,mean_timing_above_250,880.4080575694729,clock_minute,full_day_hybrid,TRUE,,0.91875,0.8261922532000346,1323,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S002,glasses,2025-06-14,pooled,participant_day,mean_timing_above_250,976.4660330832055,clock_minute,full_day_hybrid,TRUE,,0.9347222222222222,0.8344321620010616,1346,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S002,glasses,2025-06-15,pooled,participant_day,mean_timing_above_250,856.2328683036696,clock_minute,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S002,glasses,2025-06-16,pooled,participant_day,mean_timing_above_250,949.2474922316131,clock_minute,full_day_hybrid,TRUE,,0.9729166666666667,0.9881675941970307,1401,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,,pooled,participant,interdaily_stability,0.19021053140630656,dimensionless,repeated_hybrid_days,TRUE,,,,8600,8640,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,,pooled,participant,intradaily_variability,1.6294814008355456,dimensionless,repeated_hybrid_days,TRUE,,,,8600,8640,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-11,pooled,participant_day,daily_geometric_mean_medi,3.4368775262343365,lx,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-12,pooled,participant_day,daily_geometric_mean_medi,3.5813346645940882,lx,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-13,pooled,participant_day,daily_geometric_mean_medi,9.8470631714073,lx,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-14,pooled,participant_day,daily_geometric_mean_medi,2.604513184967233,lx,full_day_hybrid,TRUE,,0.9993055555555556,0.9999455488157392,1439,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-15,pooled,participant_day,daily_geometric_mean_medi,1.6104514691158822,lx,full_day_hybrid,TRUE,,0.9895833333333334,0.9994622591615379,1425,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-16,pooled,participant_day,daily_geometric_mean_medi,2.2045471576108877,lx,full_day_hybrid,TRUE,,0.9833333333333333,0.9977981556277139,1416,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-11,pooled,participant_day,dose_observed_medi,10238.976249999998,lx_h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-12,pooled,participant_day,dose_observed_medi,771.295416666666,lx_h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-13,pooled,participant_day,dose_observed_medi,4742.570333333336,lx_h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-14,pooled,participant_day,dose_observed_medi,2061.351722222217,lx_h,full_day_hybrid,TRUE,,0.9993055555555556,0.9999455488157392,1439,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-15,pooled,participant_day,dose_observed_medi,308.1509166666666,lx_h,full_day_hybrid,TRUE,,0.9895833333333339,0.9994622591615379,1425,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-16,pooled,participant_day,dose_observed_medi,514.2043333333329,lx_h,full_day_hybrid,TRUE,,0.9833333333333342,0.9977981556277139,1416,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-11,pooled,participant_day,dose_time_sensitive_corrected_medi,10238.976249999998,lx_h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-12,pooled,participant_day,dose_time_sensitive_corrected_medi,771.295416666666,lx_h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-13,pooled,participant_day,dose_time_sensitive_corrected_medi,4742.570333333336,lx_h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-14,pooled,participant_day,dose_time_sensitive_corrected_medi,2061.4639713767697,lx_h,full_day_hybrid,TRUE,,0.9993055555555556,0.9999455488157392,1439,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-15,pooled,participant_day,dose_time_sensitive_corrected_medi,308.31671115343414,lx_h,full_day_hybrid,TRUE,,0.9895833333333339,0.9994622591615379,1425,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-16,pooled,participant_day,dose_time_sensitive_corrected_medi,515.3390296756436,lx_h,full_day_hybrid,TRUE,,0.9833333333333342,0.9977981556277139,1416,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-11,pooled,participant_day,duration_above_1000,1.0666666666666667,h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-12,pooled,participant_day,duration_above_1000,0,h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-13,pooled,participant_day,duration_above_1000,1.5833333333333333,h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-14,pooled,participant_day,duration_above_1000,0.5,h,full_day_hybrid,TRUE,,0.9993055555555556,0.9999455488157392,1439,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-15,pooled,participant_day,duration_above_1000,0,h,full_day_hybrid,TRUE,,0.9895833333333334,0.9994622591615379,1425,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-16,pooled,participant_day,duration_above_1000,0,h,full_day_hybrid,TRUE,,0.9833333333333333,0.9977981556277139,1416,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-11,pooled,participant_day,duration_above_250_full_day,1.3666666666666667,h,full_day_hybrid,TRUE,,1,1,1440,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-12,pooled,participant_day,duration_above_250_full_day,0.2833333333333333,h,full_day_hybrid,TRUE,,1,1,1440,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-13,pooled,participant_day,duration_above_250_full_day,5.2,h,full_day_hybrid,TRUE,,1,1,1440,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-14,pooled,participant_day,duration_above_250_full_day,2.216666666666667,h,full_day_hybrid,TRUE,,0.9993055555555556,0.9999865056609888,1439,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-15,pooled,participant_day,duration_above_250_full_day,0.016666666666666666,h,full_day_hybrid,TRUE,,0.9895833333333334,0.9999246685159591,1425,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-16,pooled,participant_day,duration_above_250_full_day,0.2833333333333333,h,full_day_hybrid,TRUE,,0.9833333333333333,0.9895128979974178,1416,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-11,pooled,participant_day,duration_above_250_wake,1.3666666666666667,h,wake,TRUE,,1,0.9612067399480314,705,705,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-12,pooled,participant_day,duration_above_250_wake,0.2833333333333333,h,wake,TRUE,,1,0.9655677028892787,727,727,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-13,pooled,participant_day,duration_above_250_wake,5.066666666666666,h,wake,TRUE,,1,0.95142035737014,675,675,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-14,pooled,participant_day,duration_above_250_wake,2.216666666666667,h,wake,TRUE,,1,0.8094378069144875,595,595,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-15,pooled,participant_day,duration_above_250_wake,0.016666666666666666,h,wake,TRUE,,1,0.9193192276775921,645,645,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-16,pooled,participant_day,duration_above_250_wake,0.18333333333333332,h,wake,TRUE,,0.9718706047819972,0.9574266099440095,691,711,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-11,pooled,participant_day,duration_below_10_pre_sleep,2.45,h,pre-sleep,TRUE,,1,0.2914512907452236,180,180,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-12,pooled,participant_day,duration_below_10_pre_sleep,1.3666666666666667,h,pre-sleep,TRUE,,1,0.26718570847823003,180,180,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-13,pooled,participant_day,duration_below_10_pre_sleep,0.7166666666666667,h,pre-sleep,TRUE,,1,0.2914512907452236,180,180,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-14,pooled,participant_day,duration_below_10_pre_sleep,2.283333333333333,h,pre-sleep,TRUE,,0.9944444444444445,0.2213164581815171,179,180,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-15,pooled,participant_day,duration_below_10_pre_sleep,1.0333333333333334,h,pre-sleep,TRUE,,0.9166666666666666,0.255251774294846,165,180,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-16,pooled,participant_day,duration_below_10_pre_sleep,2.1166666666666667,h,pre-sleep,TRUE,,0.9777777777777777,0.2785626753895239,176,180,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-11,pooled,participant_day,duration_below_1_sleep_environment,8.016666666666667,h,sleep,TRUE,,1,0,555,555,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-12,pooled,participant_day,duration_below_1_sleep_environment,8.433333333333334,h,sleep,TRUE,,1,0,533,533,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-13,pooled,participant_day,duration_below_1_sleep_environment,8.25,h,sleep,TRUE,,1,0.00368761763756212,585,585,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-14,pooled,participant_day,duration_below_1_sleep_environment,10.133333333333333,h,sleep,TRUE,,1,0.2164806779073704,665,665,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-15,pooled,participant_day,duration_below_1_sleep_environment,10.216666666666667,h,sleep,TRUE,,1,0.03245024767875002,615,615,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-16,pooled,participant_day,duration_below_1_sleep_environment,8.883333333333333,h,sleep,TRUE,,1,0,549,549,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-11,pooled,participant_day,first_timing_above_250,539,clock_minute,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-12,pooled,participant_day,first_timing_above_250,628,clock_minute,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-13,pooled,participant_day,first_timing_above_250,622,clock_minute,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-14,pooled,participant_day,first_timing_above_250,641,clock_minute,full_day_hybrid,TRUE,,0.9993055555555556,1,1439,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-15,pooled,participant_day,first_timing_above_250,1025,clock_minute,full_day_hybrid,TRUE,,0.9895833333333334,1,1425,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-16,pooled,participant_day,first_timing_above_250,932,clock_minute,full_day_hybrid,TRUE,,0.9833333333333333,0.9850311844335037,1416,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-11,pooled,participant_day,l10_mean_medi,0.10341622545879564,lx,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-12,pooled,participant_day,l10_mean_medi,0.09351590442179974,lx,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-13,pooled,participant_day,l10_mean_medi,0.11246697765603308,lx,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-14,pooled,participant_day,l10_mean_medi,0.016349032844937092,lx,full_day_hybrid,TRUE,,1,1.0000000000000002,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-15,pooled,participant_day,l10_mean_medi,0,lx,full_day_hybrid,TRUE,,0.9816666666666667,0.9884838957090619,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-16,pooled,participant_day,l10_mean_medi,0.0076027992829608565,lx,full_day_hybrid,TRUE,,0.9933333333333333,0.9958580161714269,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-11,pooled,participant_day,l10_midpoint,130,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-12,pooled,participant_day,l10_midpoint,145,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-13,pooled,participant_day,l10_midpoint,196,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-14,pooled,participant_day,l10_midpoint,263,clock_minute,full_day_hybrid,TRUE,,1,1.0000000000000002,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-15,pooled,participant_day,l10_midpoint,214,clock_minute,full_day_hybrid,TRUE,,0.9816666666666667,0.9884838957090619,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-16,pooled,participant_day,l10_midpoint,150,clock_minute,full_day_hybrid,TRUE,,0.9933333333333333,0.9958580161714269,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-11,pooled,participant_day,l10_offset,430,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-12,pooled,participant_day,l10_offset,445,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-13,pooled,participant_day,l10_offset,496,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-14,pooled,participant_day,l10_offset,563,clock_minute,full_day_hybrid,TRUE,,1,1.0000000000000002,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-15,pooled,participant_day,l10_offset,514,clock_minute,full_day_hybrid,TRUE,,0.9816666666666667,0.9884838957090619,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-16,pooled,participant_day,l10_offset,450,clock_minute,full_day_hybrid,TRUE,,0.9933333333333333,0.9958580161714269,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-11,pooled,participant_day,l10_onset,1270,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-12,pooled,participant_day,l10_onset,1285,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-13,pooled,participant_day,l10_onset,1336,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-14,pooled,participant_day,l10_onset,1403,clock_minute,full_day_hybrid,TRUE,,1,1.0000000000000002,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-15,pooled,participant_day,l10_onset,1354,clock_minute,full_day_hybrid,TRUE,,0.9816666666666667,0.9884838957090619,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-16,pooled,participant_day,l10_onset,1290,clock_minute,full_day_hybrid,TRUE,,0.9933333333333333,0.9958580161714269,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-11,pooled,participant_day,last_timing_above_250,1127,clock_minute,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-12,pooled,participant_day,last_timing_above_250,644,clock_minute,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-13,pooled,participant_day,last_timing_above_250,1177,clock_minute,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-14,pooled,participant_day,last_timing_above_250,773,clock_minute,full_day_hybrid,TRUE,,0.9993055555555556,0.9999766382431459,1439,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-15,pooled,participant_day,last_timing_above_250,1025,clock_minute,full_day_hybrid,TRUE,,0.9895833333333334,0.9995177473716482,1425,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-16,pooled,participant_day,last_timing_above_250,1181,clock_minute,full_day_hybrid,TRUE,,0.9833333333333333,0.999120033993081,1416,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-11,pooled,participant_day,longest_bout_above_250,0.36666666666666664,h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,observed_lower_bound,TRUE,TRUE
BAUA,BAUA_S003,glasses,2025-06-12,pooled,participant_day,longest_bout_above_250,0.2833333333333333,h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,observed_lower_bound,TRUE,TRUE
BAUA,BAUA_S003,glasses,2025-06-13,pooled,participant_day,longest_bout_above_250,4.166666666666667,h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,observed_lower_bound,TRUE,TRUE
BAUA,BAUA_S003,glasses,2025-06-14,pooled,participant_day,longest_bout_above_250,2.216666666666667,h,full_day_hybrid,TRUE,,0.9993055555555556,0.9999865056609888,1439,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,observed_lower_bound,TRUE,TRUE
BAUA,BAUA_S003,glasses,2025-06-15,pooled,participant_day,longest_bout_above_250,0.016666666666666666,h,full_day_hybrid,TRUE,,0.9895833333333334,0.9999246685159591,1425,1440,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,observed_lower_bound,TRUE,FALSE
BAUA,BAUA_S003,glasses,2025-06-16,pooled,participant_day,longest_bout_above_250,0.26666666666666666,h,full_day_hybrid,TRUE,,0.9833333333333333,0.9895128979974178,1416,1440,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,observed_lower_bound,TRUE,FALSE
BAUA,BAUA_S003,glasses,2025-06-11,pooled,participant_day,longest_bout_above_250_exact_only_sensitivity,0.36666666666666664,h,full_day_hybrid,TRUE,,1,1,1440,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,exact_only_sensitivity,TRUE,TRUE
BAUA,BAUA_S003,glasses,2025-06-12,pooled,participant_day,longest_bout_above_250_exact_only_sensitivity,0.2833333333333333,h,full_day_hybrid,TRUE,,1,1,1440,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,exact_only_sensitivity,TRUE,TRUE
BAUA,BAUA_S003,glasses,2025-06-13,pooled,participant_day,longest_bout_above_250_exact_only_sensitivity,4.166666666666667,h,full_day_hybrid,TRUE,,1,1,1440,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,exact_only_sensitivity,TRUE,TRUE
BAUA,BAUA_S003,glasses,2025-06-14,pooled,participant_day,longest_bout_above_250_exact_only_sensitivity,2.216666666666667,h,full_day_hybrid,TRUE,,0.9993055555555556,0.9999865056609888,1439,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,exact_only_sensitivity,TRUE,TRUE
BAUA,BAUA_S003,glasses,2025-06-15,pooled,participant_day,longest_bout_above_250_exact_only_sensitivity,,h,full_day_hybrid,FALSE,not_exactly_identifiable_due_to_missing_or_invalid_minutes,0.9895833333333334,0.9999246685159591,1425,1440,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,exact_only_sensitivity,TRUE,FALSE
BAUA,BAUA_S003,glasses,2025-06-16,pooled,participant_day,longest_bout_above_250_exact_only_sensitivity,,h,full_day_hybrid,FALSE,not_exactly_identifiable_due_to_missing_or_invalid_minutes,0.9833333333333333,0.9895128979974178,1416,1440,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,exact_only_sensitivity,TRUE,FALSE
BAUA,BAUA_S003,glasses,2025-06-11,pooled,participant_day,m10_mean_medi,48.342723657630174,lx,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-12,pooled,participant_day,m10_mean_medi,52.61539040027976,lx,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-13,pooled,participant_day,m10_mean_medi,224.45710730035228,lx,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-14,pooled,participant_day,m10_mean_medi,57.89700107865287,lx,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-15,pooled,participant_day,m10_mean_medi,23.33938864960166,lx,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-16,pooled,participant_day,m10_mean_medi,27.472696353488622,lx,full_day_hybrid,TRUE,,1,1.0000000000000002,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-11,pooled,participant_day,m10_midpoint,801,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S003,glasses,2025-06-12,pooled,participant_day,m10_midpoint,746,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
