route,area,tag,attribute,text,ref,target,fragment,xpath,line,target_exists
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1830,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1830,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1774]/a,18272,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1831,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1831,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1775]/a,18273,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1832,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1832,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1776]/a,18274,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1833,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1833,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1777]/a,18275,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1834,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1834,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1778]/a,18276,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1835,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1835,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1779]/a,18277,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1836,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1836,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1780]/a,18278,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1837,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1837,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1781]/a,18279,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1838,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1838,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1782]/a,18280,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1839,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1839,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1783]/a,18281,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1840,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1840,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1784]/a,18282,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1841,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1841,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1785]/a,18283,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1844,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1844,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1786]/a,18284,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1845,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1845,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1787]/a,18285,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1846,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1846,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1788]/a,18286,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1847,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1847,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1789]/a,18287,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1848,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1848,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1790]/a,18288,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1849,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1849,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1791]/a,18289,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1850,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1850,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1792]/a,18290,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1851,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1851,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1793]/a,18291,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1852,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1852,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1794]/a,18292,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1853,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1853,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1795]/a,18293,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1854,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1854,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1796]/a,18294,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1855,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1855,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1797]/a,18295,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1856,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1856,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1798]/a,18296,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1857,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1857,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1799]/a,18297,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1858,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1858,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1800]/a,18298,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1859,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1859,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1801]/a,18299,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1860,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1860,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1802]/a,18300,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1861,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1861,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1803]/a,18301,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1862,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1862,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1804]/a,18302,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1863,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1863,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1805]/a,18303,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1864,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1864,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1806]/a,18304,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1865,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1865,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1807]/a,18305,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1866,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1866,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1808]/a,18306,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1867,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1867,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1809]/a,18307,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1868,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1868,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1810]/a,18308,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1869,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1869,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1811]/a,18309,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1870,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1870,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1812]/a,18310,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1871,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1871,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1813]/a,18311,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1872,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1872,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1814]/a,18312,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1873,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1873,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1815]/a,18313,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1874,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1874,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1816]/a,18314,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1875,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1875,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1817]/a,18315,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1876,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1876,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1818]/a,18316,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1877,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1877,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1819]/a,18317,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1878,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1878,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1820]/a,18318,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1879,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1879,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1821]/a,18319,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1880,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1880,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1822]/a,18320,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1881,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1881,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1823]/a,18321,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1882,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1882,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1824]/a,18322,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1883,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1883,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1825]/a,18323,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1884,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1884,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1826]/a,18324,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1885,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1885,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1827]/a,18325,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1886,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1886,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1828]/a,18326,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1887,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1887,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1829]/a,18327,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1890,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1890,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1830]/a,18328,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1891,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1891,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1831]/a,18329,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1892,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1892,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1832]/a,18330,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1893,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1893,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1833]/a,18331,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1894,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1894,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1834]/a,18332,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1895,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1895,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1835]/a,18333,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1896,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1896,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1836]/a,18334,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1897,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1897,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1837]/a,18335,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1898,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1898,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1838]/a,18336,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1899,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1899,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1839]/a,18337,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1900,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1900,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1840]/a,18338,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1901,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1901,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1841]/a,18339,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1902,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1902,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1842]/a,18340,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1903,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1903,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1843]/a,18341,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1904,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1904,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1844]/a,18342,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1905,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1905,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1845]/a,18343,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1906,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1906,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1846]/a,18344,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1907,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1907,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1847]/a,18345,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1908,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1908,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1848]/a,18346,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1909,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1909,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1849]/a,18347,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1910,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1910,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1850]/a,18348,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1911,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1911,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1851]/a,18349,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1912,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1912,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1852]/a,18350,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1913,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1913,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1853]/a,18351,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1914,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1914,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1854]/a,18352,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1915,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1915,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1855]/a,18353,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1916,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1916,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1856]/a,18354,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1917,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1917,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1857]/a,18355,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1918,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1918,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1858]/a,18356,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1919,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1919,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1859]/a,18357,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1920,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1920,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1860]/a,18358,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1921,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1921,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1861]/a,18359,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1922,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1922,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1862]/a,18360,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1923,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1923,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1863]/a,18361,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1924,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1924,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1864]/a,18362,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1925,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1925,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1865]/a,18363,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1926,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1926,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1866]/a,18364,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1927,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1927,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1867]/a,18365,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1928,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1928,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1868]/a,18366,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1929,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1929,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1869]/a,18367,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1930,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1930,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1870]/a,18368,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1933,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1933,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1871]/a,18369,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1934,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1934,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1872]/a,18370,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1935,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1935,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1873]/a,18371,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1936,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1936,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1874]/a,18372,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1937,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1937,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1875]/a,18373,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1938,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1938,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1876]/a,18374,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1939,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1939,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1877]/a,18375,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1940,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1940,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1878]/a,18376,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1941,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1941,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1879]/a,18377,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1942,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1942,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1880]/a,18378,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1943,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1943,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1881]/a,18379,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1944,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1944,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1882]/a,18380,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1945,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1945,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1883]/a,18381,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1946,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1946,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1884]/a,18382,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1947,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1947,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1885]/a,18383,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1948,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1948,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1886]/a,18384,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1949,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1949,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1887]/a,18385,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1950,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1950,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1888]/a,18386,True
audit/hypotheses/H03/H03_analysis_preparation.html,body,a,href,,#cb39-1951,audit/hypotheses/H03/H03_analysis_preparation.html,cb39-1951,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1889]/a,18387,True
