metric_slot,metric_id,manuscript_name,predictor_order,predictor_id,predictor,site,reference_level,comparison_level,other_contexts,reference_link,reference_link_se,comparison_link,comparison_link_se,reference_fitted,comparison_fitted,contrast_estimate,contrast_standard_error,contrast_lower_95,contrast_upper_95,display_estimate,display_lower_95,display_upper_95,effect_scale,pointwise_interval_excludes_null,site_name,display_order,site_color,global_interaction_raw_p,global_interaction_bh_q,global_interaction_fdr_supported,global_interaction_status
1,daily_geometric_mean_medi,Mean melEDI,1,work_free_day,Work/free day,RISE,Work day,Free day,Sedentary; 8 h sleep,0.8012854100598567,0.0814908052839908,0.7674146080347559,0.08558948349916039,6.228275969920889,5.753486324303097,-0.033870802025100705,0.06150769306303273,-0.15442366520078893,0.08668206115058752,0.9249733027013156,0.7007713447779332,1.2209055308637116,ratio for fitted metric + 0.1 lx,FALSE,Borås (SE),1,#88CCEE,3.457469724106193e-6,2.593102293079645e-5,TRUE,ESTIMABLE_EXPLORATORY
5,duration_above_250_wake,Time above 250 lx melEDI during wake,3,activity_status,Daily activity status,IZTECH,Sedentary,Active,Work day; 8 h sleep,0.6162062948228978,0.19405845079129347,0.748654112366801,0.17616303904468966,1.8518891770411152,2.114152688992157,0.13244781754390325,0.19128272417902473,-0.24245943271169404,0.5073550677995006,1.141619442028425,0.7846955799048649,1.6608924324198455,ratio of expected duration,FALSE,Izmir (TR),7,#332288,0.14315970900547156,0.42947912701641466,FALSE,ESTIMABLE_EXPLORATORY
5,duration_above_250_wake,Time above 250 lx melEDI during wake,3,activity_status,Daily activity status,UCR,Sedentary,Active,Work day; 8 h sleep,0.43343818867522693,0.29712883325762796,0.8555716096688899,0.3398808277877869,1.5425520014480674,2.352718833120449,0.422133420993663,0.3117227926040441,-0.18883202567051194,1.0330988676578379,1.5252120064100525,0.8279255652569624,2.809759430215656,ratio of expected duration,FALSE,San José (CR),8,#44AA99,0.14315970900547156,0.42947912701641466,FALSE,ESTIMABLE_EXPLORATORY
5,duration_above_250_wake,Time above 250 lx melEDI during wake,3,activity_status,Daily activity status,KNUST,Sedentary,Active,Work day; 8 h sleep,-0.11829849587133151,0.31254592648391494,0.6496647775836526,0.17628010019269516,0.888430820099418,1.9148988044051145,0.7679632734549839,0.2926541237665991,0.19437173094532245,1.3415548159646455,2.1553718771156896,1.214547684009881,3.8249860337500077,ratio of expected duration,TRUE,Kumasi (GH),9,#AA4499,0.14315970900547156,0.42947912701641466,FALSE,ESTIMABLE_EXPLORATORY
5,duration_above_250_wake,Time above 250 lx melEDI during wake,11,previous_sleep_duration_centered_h,Previous-night sleep duration,RISE,8 h,9 h,Work day; Sedentary,1.318511886280826,0.19150031255625125,1.2407279315445112,0.2191641706469627,3.7378548833679184,3.4581298305692227,-0.07778395473631496,0.07122462757957915,-0.2173816596045683,0.061813750131938364,0.9251642823151403,0.804622818668435,1.0637642003344618,ratio of expected duration,FALSE,Borås (SE),1,#88CCEE,0.02528415115263526,0.1264207557631763,FALSE,ESTIMABLE_EXPLORATORY
5,duration_above_250_wake,Time above 250 lx melEDI during wake,11,previous_sleep_duration_centered_h,Previous-night sleep duration,THUAS,8 h,9 h,Work day; Sedentary,1.1528858918811458,0.20178255708588094,1.11308152422002,0.21726855172631768,3.1673202769297655,3.0437232649474297,-0.039804367661125814,0.08615163989018014,-0.2086584790549431,0.12904974373269146,0.9609774190243416,0.8116723914356632,1.1377467185267496,ratio of expected duration,FALSE,Delft (NL),2,#117733,0.02528415115263526,0.1264207557631763,FALSE,ESTIMABLE_EXPLORATORY
5,duration_above_250_wake,Time above 250 lx melEDI during wake,11,previous_sleep_duration_centered_h,Previous-night sleep duration,BAUA,8 h,9 h,Work day; Sedentary,1.0812655328534158,0.1724115512906705,1.1262968320215951,0.18482973405584333,2.9484084988354526,3.0842139639943906,0.04503129916817927,0.06330085890291083,-0.07903610447197755,0.1690987028083361,1.046060600222994,0.9240065630737795,1.1842370206752721,ratio of expected duration,FALSE,Dortmund (DE),3,#DDCC77,0.02528415115263526,0.1264207557631763,FALSE,ESTIMABLE_EXPLORATORY
5,duration_above_250_wake,Time above 250 lx melEDI during wake,11,previous_sleep_duration_centered_h,Previous-night sleep duration,MPI,8 h,9 h,Work day; Sedentary,0.7262746580854608,0.1472429421664092,0.7802360152893084,0.16269343095137376,2.067364604209533,2.1819871870683523,0.053961357203847565,0.045199671623942464,-0.0346283712921167,0.14255108569981184,1.0554438160668063,0.9659643296378625,1.153211992094246,ratio of expected duration,FALSE,Tübingen (DE),4,#DDCC77,0.02528415115263526,0.1264207557631763,FALSE,ESTIMABLE_EXPLORATORY
5,duration_above_250_wake,Time above 250 lx melEDI during wake,11,previous_sleep_duration_centered_h,Previous-night sleep duration,TUM,8 h,9 h,Work day; Sedentary,0.9018084868002447,0.2142687654402534,0.7589125502057869,0.22831229608065717,2.464055295562231,2.135952216308827,-0.14289593659445785,0.06910917890684333,-0.2783474382530059,-0.007444434935909794,0.8668442709689518,0.7570337533322828,0.9925832062363477,ratio of expected duration,TRUE,Munich (DE),5,#DDCC77,0.02528415115263526,0.1264207557631763,FALSE,ESTIMABLE_EXPLORATORY
5,duration_above_250_wake,Time above 250 lx melEDI during wake,11,previous_sleep_duration_centered_h,Previous-night sleep duration,FUSPCEU,8 h,9 h,Work day; Sedentary,1.0190510537384472,0.1594505665952459,0.8189307649744844,0.17628451841591627,2.770564399395175,2.26807343700807,-0.20012028876396282,0.06450112118115685,-0.3265401632414838,-0.0737004142864418,0.8186322748907042,0.7214154000858285,0.9289499522923951,ratio of expected duration,TRUE,Madrid (ES),6,#CC6677,0.02528415115263526,0.1264207557631763,FALSE,ESTIMABLE_EXPLORATORY
5,duration_above_250_wake,Time above 250 lx melEDI during wake,11,previous_sleep_duration_centered_h,Previous-night sleep duration,IZTECH,8 h,9 h,Work day; Sedentary,0.5387426485820745,0.16858757595248186,0.4574816826080572,0.17795752386949626,1.7138505944007745,1.5800898027512782,-0.08126096597401734,0.04801810406567734,-0.17537472054864123,0.012852788600606554,0.921953061669145,0.8391425179028474,1.0129357406956225,ratio of expected duration,FALSE,Izmir (TR),7,#332288,0.02528415115263526,0.1264207557631763,FALSE,ESTIMABLE_EXPLORATORY
5,duration_above_250_wake,Time above 250 lx melEDI during wake,11,previous_sleep_duration_centered_h,Previous-night sleep duration,UCR,8 h,9 h,Work day; Sedentary,0.4239466836708605,0.29881236602851663,0.2700113791683052,0.35170396794489656,1.5279801253209966,1.309979357124017,-0.15393530450255535,0.1153198075479129,-0.37995797400055487,0.07208736499544416,0.8573274844454001,0.6838901497754811,1.0747492354244013,ratio of expected duration,FALSE,San José (CR),8,#44AA99,0.02528415115263526,0.1264207557631763,FALSE,ESTIMABLE_EXPLORATORY
5,duration_above_250_wake,Time above 250 lx melEDI during wake,11,previous_sleep_duration_centered_h,Previous-night sleep duration,KNUST,8 h,9 h,Work day; Sedentary,0.3075589054315883,0.19032157464812474,0.16956399854097642,0.20986361615447235,1.360100923474235,1.1847881693210398,-0.1379949068906119,0.06767547559993592,-0.27063640170310543,-0.005353412078118319,0.8711031283580213,0.7628938328808217,0.9946608918959152,ratio of expected duration,TRUE,Kumasi (GH),9,#AA4499,0.02528415115263526,0.1264207557631763,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,1,work_free_day,Work/free day,RISE,Work day,Free day,Sedentary; 8 h sleep,1.9599478519048164,0.23250492278749915,2.1292457250524017,0.2452435516520744,1.9599478519048164,2.1292457250524017,0.16929787314758563,0.21268467679477862,-0.2475564334337221,0.5861521797288933,0.16929787314758563,-0.2475564334337221,0.5861521797288933,absolute difference,FALSE,Borås (SE),1,#88CCEE,0.8874748542184069,0.9508659152340073,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,1,work_free_day,Work/free day,THUAS,Work day,Free day,Sedentary; 8 h sleep,1.8976752214806711,0.2537517692824296,2.0009541462601668,0.30973968541199465,1.8976752214806711,2.0009541462601668,0.1032789247794958,0.2803944498497697,-0.446284098390975,0.6528419479499665,0.1032789247794958,-0.446284098390975,0.6528419479499665,absolute difference,FALSE,Delft (NL),2,#117733,0.8874748542184069,0.9508659152340073,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,1,work_free_day,Work/free day,BAUA,Work day,Free day,Sedentary; 8 h sleep,1.668987416819979,0.21003860794641335,1.996233682149918,0.2349581493456575,1.668987416819979,1.996233682149918,0.32724626532993906,0.20891610346758746,-0.08222177325697572,0.7367143039168538,0.32724626532993906,-0.08222177325697572,0.7367143039168538,absolute difference,FALSE,Dortmund (DE),3,#DDCC77,0.8874748542184069,0.9508659152340073,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,1,work_free_day,Work/free day,MPI,Work day,Free day,Sedentary; 8 h sleep,1.6769692226117898,0.17566535902104297,1.9070480225671822,0.1770512316628354,1.6769692226117898,1.9070480225671822,0.23007879995539238,0.14945554314895876,-0.06284868190643872,0.5230062818172234,0.23007879995539238,-0.06284868190643872,0.5230062818172234,absolute difference,FALSE,Tübingen (DE),4,#DDCC77,0.8874748542184069,0.9508659152340073,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,1,work_free_day,Work/free day,TUM,Work day,Free day,Sedentary; 8 h sleep,1.6574730363142605,0.26271936683917374,1.891223372998814,0.2663043601630795,1.6574730363142605,1.891223372998814,0.23375033668455358,0.2377496810833366,-0.2322304755746698,0.699731148943777,0.23375033668455358,-0.2322304755746698,0.699731148943777,absolute difference,FALSE,Munich (DE),5,#DDCC77,0.8874748542184069,0.9508659152340073,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,1,work_free_day,Work/free day,FUSPCEU,Work day,Free day,Sedentary; 8 h sleep,1.5827296390283985,0.19351579165831342,2.119114957865386,0.23094819249705092,1.5827296390283985,2.119114957865386,0.5363853188369875,0.21145968901818502,0.12193194417930503,0.95083869349467,0.5363853188369875,0.12193194417930503,0.95083869349467,absolute difference,TRUE,Madrid (ES),6,#CC6677,0.8874748542184069,0.9508659152340073,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,1,work_free_day,Work/free day,IZTECH,Work day,Free day,Sedentary; 8 h sleep,1.5227117924026896,0.20171139589128642,1.6500630871243158,0.23281126193252616,1.5227117924026896,1.6500630871243158,0.12735129472162618,0.2087571424629286,-0.28180518602121096,0.5365077754644633,0.12735129472162618,-0.28180518602121096,0.5365077754644633,absolute difference,FALSE,Izmir (TR),7,#332288,0.8874748542184069,0.9508659152340073,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,1,work_free_day,Work/free day,UCR,Work day,Free day,Sedentary; 8 h sleep,1.6876896587326544,0.3325288361486967,2.18251607677119,0.4266650303035738,1.6876896587326544,2.18251607677119,0.4948264180385356,0.40435304667671784,-0.2976909904868745,1.2873438265639456,0.4948264180385356,-0.2976909904868745,1.2873438265639456,absolute difference,FALSE,San José (CR),8,#44AA99,0.8874748542184069,0.9508659152340073,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,1,work_free_day,Work/free day,KNUST,Work day,Free day,Sedentary; 8 h sleep,2.0988228952426677,0.2583724987943557,2.180911398019956,0.24087912980192727,2.0988228952426677,2.180911398019956,0.08208850277728846,0.24333472006569334,-0.3948387847396063,0.5590157902941832,0.08208850277728846,-0.3948387847396063,0.5590157902941832,absolute difference,FALSE,Kumasi (GH),9,#AA4499,0.8874748542184069,0.9508659152340073,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,3,activity_status,Daily activity status,RISE,Sedentary,Active,Work day; 8 h sleep,1.94561371478541,0.2586641709928284,1.8850448067420438,0.2233973071819017,1.94561371478541,1.8850448067420438,-0.060568908043366426,0.23952012368067813,-0.5300197240300747,0.4088819079433419,-0.060568908043366426,-0.5300197240300747,0.4088819079433419,absolute difference,FALSE,Borås (SE),1,#88CCEE,0.33239304907517314,0.6076250182049159,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,3,activity_status,Daily activity status,THUAS,Sedentary,Active,Work day; 8 h sleep,2.24438525279901,0.44721691907777544,1.784282746543053,0.22833422745965462,2.24438525279901,1.784282746543053,-0.460102506255957,0.4262622308511581,-1.2955611266939249,0.3753561141820109,-0.460102506255957,-1.2955611266939249,0.3753561141820109,absolute difference,FALSE,Delft (NL),2,#117733,0.33239304907517314,0.6076250182049159,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,3,activity_status,Daily activity status,BAUA,Sedentary,Active,Work day; 8 h sleep,1.5952508330263058,0.26609832776477566,1.7002985543994238,0.19277260215165828,1.5952508330263058,1.7002985543994238,0.10504772137311794,0.25173989474551073,-0.3883534057999869,0.5984488485462228,0.10504772137311794,-0.3883534057999869,0.5984488485462228,absolute difference,FALSE,Dortmund (DE),3,#DDCC77,0.33239304907517314,0.6076250182049159,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,3,activity_status,Daily activity status,MPI,Sedentary,Active,Work day; 8 h sleep,1.8140032946122282,0.21666507701503554,1.5931868492517551,0.15370272023900133,1.8140032946122282,1.5931868492517551,-0.22081644536047312,0.20099951384088313,-0.614768253398664,0.17313536267771779,-0.22081644536047312,-0.614768253398664,0.17313536267771779,absolute difference,FALSE,Tübingen (DE),4,#DDCC77,0.33239304907517314,0.6076250182049159,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,3,activity_status,Daily activity status,TUM,Sedentary,Active,Work day; 8 h sleep,1.5346269935716892,0.29664698242712206,1.6914736036519034,0.25749088013138277,1.5346269935716892,1.6914736036519034,0.15684661008021417,0.30012209587991295,-0.431381888809092,0.7450751089695203,0.15684661008021417,-0.431381888809092,0.7450751089695203,absolute difference,FALSE,Munich (DE),5,#DDCC77,0.33239304907517314,0.6076250182049159,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,3,activity_status,Daily activity status,FUSPCEU,Sedentary,Active,Work day; 8 h sleep,1.7128698900575605,0.220876032636231,1.6273454266370415,0.19574536401751136,1.7128698900575605,1.6273454266370415,-0.08552446342051907,0.2276034351442676,-0.5316189990608814,0.3605700722198433,-0.08552446342051907,-0.5316189990608814,0.3605700722198433,absolute difference,FALSE,Madrid (ES),6,#CC6677,0.33239304907517314,0.6076250182049159,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,3,activity_status,Daily activity status,IZTECH,Sedentary,Active,Work day; 8 h sleep,1.2304608031927893,0.22699760596262117,1.6240303018984366,0.20239698357700597,1.2304608031927893,1.6240303018984366,0.3935694987056471,0.22717060871591196,-0.0516767127235811,0.8388157101348753,0.3935694987056471,-0.0516767127235811,0.8388157101348753,absolute difference,FALSE,Izmir (TR),7,#332288,0.33239304907517314,0.6076250182049159,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,3,activity_status,Daily activity status,UCR,Sedentary,Active,Work day; 8 h sleep,1.9215828077632806,0.3315439466239247,1.3798738724454935,0.3967690263567434,1.9215828077632806,1.3798738724454935,-0.5417089353177871,0.36553556590617,-1.2581454795623472,0.17472760892677308,-0.5417089353177871,-1.2581454795623472,0.17472760892677308,absolute difference,FALSE,San José (CR),8,#44AA99,0.33239304907517314,0.6076250182049159,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,3,activity_status,Daily activity status,KNUST,Sedentary,Active,Work day; 8 h sleep,1.760903621729391,0.35559038304655394,2.0301568967296575,0.21550242385036852,1.760903621729391,2.0301568967296575,0.2692532750002667,0.3458717791342481,-0.4086429553716516,0.947149505372185,0.2692532750002667,-0.4086429553716516,0.947149505372185,absolute difference,FALSE,Kumasi (GH),9,#AA4499,0.33239304907517314,0.6076250182049159,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,11,previous_sleep_duration_centered_h,Previous-night sleep duration,RISE,8 h,9 h,Work day; Sedentary,1.9242904616748926,0.22433526981715696,1.7826122768871324,0.2789720185180921,1.9242904616748926,1.7826122768871324,-0.1416781847877601,0.11328156289297009,-0.3637059681703904,0.08034959859487023,-0.1416781847877601,-0.3637059681703904,0.08034959859487023,absolute difference,FALSE,Borås (SE),1,#88CCEE,0.31848685715089725,0.6529580286445285,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,11,previous_sleep_duration_centered_h,Previous-night sleep duration,THUAS,8 h,9 h,Work day; Sedentary,1.8508027403575105,0.23977283220372875,1.6344015162485726,0.272053385706112,1.8508027403575105,1.6344015162485726,-0.21640122410893795,0.1305750908161139,-0.47232369938656793,0.03952125116869201,-0.21640122410893795,-0.47232369938656793,0.03952125116869201,absolute difference,FALSE,Delft (NL),2,#117733,0.31848685715089725,0.6529580286445285,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,11,previous_sleep_duration_centered_h,Previous-night sleep duration,BAUA,8 h,9 h,Work day; Sedentary,1.6949146404373678,0.19691779042718577,1.6493471864350635,0.21875499057733439,1.6949146404373678,1.6493471864350635,-0.045567454002304206,0.08576749350019164,-0.21366865230695292,0.12253374430234452,-0.045567454002304206,-0.21366865230695292,0.12253374430234452,absolute difference,FALSE,Dortmund (DE),3,#DDCC77,0.31848685715089725,0.6529580286445285,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,11,previous_sleep_duration_centered_h,Previous-night sleep duration,MPI,8 h,9 h,Work day; Sedentary,1.6736076108694662,0.1670674613438612,1.5434040554188624,0.18911100728804772,1.6736076108694662,1.5434040554188624,-0.1302035554506037,0.05625268065134706,-0.24045678356107703,-0.019950327340130344,-0.1302035554506037,-0.24045678356107703,-0.019950327340130344,absolute difference,TRUE,Tübingen (DE),4,#DDCC77,0.31848685715089725,0.6529580286445285,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,11,previous_sleep_duration_centered_h,Previous-night sleep duration,TUM,8 h,9 h,Work day; Sedentary,1.6507036260368664,0.23862633624994586,1.5154959382293862,0.25345009589669804,1.6507036260368664,1.5154959382293862,-0.13520768780748008,0.08197140336303585,-0.29586868616123574,0.025453310546275587,-0.13520768780748008,-0.29586868616123574,0.025453310546275587,absolute difference,FALSE,Munich (DE),5,#DDCC77,0.31848685715089725,0.6529580286445285,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,11,previous_sleep_duration_centered_h,Previous-night sleep duration,FUSPCEU,8 h,9 h,Work day; Sedentary,1.6754357350584275,0.18259862875214625,1.4883332232967674,0.20011419119868656,1.6754357350584275,1.4883332232967674,-0.18710251176166,0.07717922641412896,-0.3383710158880151,-0.03583400763530489,-0.18710251176166,-0.3383710158880151,-0.03583400763530489,absolute difference,TRUE,Madrid (ES),6,#CC6677,0.31848685715089725,0.6529580286445285,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,11,previous_sleep_duration_centered_h,Previous-night sleep duration,IZTECH,8 h,9 h,Work day; Sedentary,1.485298118592575,0.18965913944020069,1.2719152102273064,0.19756235350391085,1.485298118592575,1.2719152102273064,-0.21338290836526874,0.05399550917380373,-0.3192121616728261,-0.10755365505771138,-0.21338290836526874,-0.3192121616728261,-0.10755365505771138,absolute difference,TRUE,Izmir (TR),7,#332288,0.31848685715089725,0.6529580286445285,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,11,previous_sleep_duration_centered_h,Previous-night sleep duration,UCR,8 h,9 h,Work day; Sedentary,1.7218310131308339,0.32981771213378785,1.534710253464738,0.3983667722060492,1.7218310131308339,1.534710253464738,-0.18712075966609562,0.1392519592286431,-0.4600495845308761,0.08580806519868481,-0.18712075966609562,-0.4600495845308761,0.08580806519868481,absolute difference,FALSE,San José (CR),8,#44AA99,0.31848685715089725,0.6529580286445285,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,11,previous_sleep_duration_centered_h,Previous-night sleep duration,KNUST,8 h,9 h,Work day; Sedentary,2.1166491722683727,0.22693749779734612,2.1840474271405315,0.26463468481146607,2.1166491722683727,2.1840474271405315,0.0673982548721585,0.09258508477755491,-0.11406517679743666,0.24886168654175367,0.0673982548721585,-0.11406517679743666,0.24886168654175367,absolute difference,FALSE,Kumasi (GH),9,#AA4499,0.31848685715089725,0.6529580286445285,FALSE,ESTIMABLE_EXPLORATORY
7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,1,work_free_day,Work/free day,RISE,Work day,Free day,Sedentary; 8 h sleep,2.042555749812393,0.05117667032026759,1.970302414161312,0.054515402180463766,7.710289610287637,7.17284533039062,-0.07225333565108132,0.0437433914039365,-0.15798880736443582,0.013482136062273192,0.9302951890185917,0.8538593388514011,1.0135734298758463,ratio of expected duration,FALSE,Borås (SE),1,#88CCEE,0.08633533640455734,0.16187875575854502,FALSE,ESTIMABLE_EXPLORATORY
7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,1,work_free_day,Work/free day,THUAS,Work day,Free day,Sedentary; 8 h sleep,2.0001986076176252,0.05427102815757301,1.9160908969449397,0.06169934520695966,7.390523767499213,6.794346687686461,-0.08410771067268558,0.04955176299014266,-0.18122738150382994,0.01301196015845879,0.9193322288692828,0.8342456450985793,1.013096984087814,ratio of expected duration,FALSE,Delft (NL),2,#117733,0.08633533640455734,0.16187875575854502,FALSE,ESTIMABLE_EXPLORATORY
7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,1,work_free_day,Work/free day,BAUA,Work day,Free day,Sedentary; 8 h sleep,1.961580154134906,0.04638186422776618,1.9661790128350602,0.04979353890724322,7.110553963952944,7.143329704647247,0.0045988587001541265,0.04034945862652901,-0.0744846270035317,0.08368234440383995,1.0046094496800755,0.9282217434988856,1.0872834572719916,ratio of expected duration,FALSE,Dortmund (DE),3,#DDCC77,0.08633533640455734,0.16187875575854502,FALSE,ESTIMABLE_EXPLORATORY
7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,1,work_free_day,Work/free day,MPI,Work day,Free day,Sedentary; 8 h sleep,1.9862718402481434,0.038301782869462044,1.8937050124775228,0.03944241927088543,7.2883110605950945,6.643939013186603,-0.09256682777062061,0.03101103275437416,-0.1533473350925859,-0.03178632044865533,0.9115882895157499,0.8578317150021251,0.9687135542432027,ratio of expected duration,TRUE,Tübingen (DE),4,#DDCC77,0.08633533640455734,0.16187875575854502,FALSE,ESTIMABLE_EXPLORATORY
7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,1,work_free_day,Work/free day,TUM,Work day,Free day,Sedentary; 8 h sleep,1.7989685832867892,0.05970066210018832,1.7291204692886235,0.06014153039960474,6.043410973672383,5.63569496117649,-0.06984811399816582,0.05032099051348303,-0.16847544307097423,0.02877921507464261,0.9325354482307964,0.8449520125907708,1.0291973381311892,ratio of expected duration,FALSE,Munich (DE),5,#DDCC77,0.08633533640455734,0.16187875575854502,FALSE,ESTIMABLE_EXPLORATORY
7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,1,work_free_day,Work/free day,FUSPCEU,Work day,Free day,Sedentary; 8 h sleep,2.0973816392738973,0.041910180120993235,2.1201190070793903,0.04795832807771317,8.14481590243656,8.332129011026078,0.022737367805492653,0.04079194170704438,-0.05721336879977164,0.10268810441075694,1.0229978320975284,0.9443925439640524,1.1081457294055872,ratio of expected duration,FALSE,Madrid (ES),6,#CC6677,0.08633533640455734,0.16187875575854502,FALSE,ESTIMABLE_EXPLORATORY
7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,1,work_free_day,Work/free day,IZTECH,Work day,Free day,Sedentary; 8 h sleep,1.909339484134718,0.04457094953977381,1.79912769371864,0.049860867826053236,6.748629749038782,6.044372619904201,-0.11021179041607805,0.041308428483161665,-0.1911748225010234,-0.029248758331132677,0.8956444263022594,0.8259881742097274,0.9711748465815462,ratio of expected duration,TRUE,Izmir (TR),7,#332288,0.08633533640455734,0.16187875575854502,FALSE,ESTIMABLE_EXPLORATORY
7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,1,work_free_day,Work/free day,UCR,Work day,Free day,Sedentary; 8 h sleep,1.8882176278097207,0.07553488931511791,1.8625363414695955,0.09259996829525614,6.607581010517485,6.4400502409114395,-0.02568128634012516,0.08227155013832343,-0.18693056156352034,0.13556798888327004,0.974645673002059,0.8295013336613156,1.1451870531765695,ratio of expected duration,FALSE,San José (CR),8,#44AA99,0.08633533640455734,0.16187875575854502,FALSE,ESTIMABLE_EXPLORATORY
7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,1,work_free_day,Work/free day,KNUST,Work day,Free day,Sedentary; 8 h sleep,1.9954819470204441,0.051513464591670305,2.0277231136202936,0.04909617224231586,7.355747254229848,7.596769670802373,0.03224116659984953,0.042360377044965515,-0.050783646779820085,0.11526597997951915,1.032766544069867,0.9504842886251311,1.1221718731330697,ratio of expected duration,FALSE,Kumasi (GH),9,#AA4499,0.08633533640455734,0.16187875575854502,FALSE,ESTIMABLE_EXPLORATORY
7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,3,activity_status,Daily activity status,RISE,Sedentary,Active,Work day; 8 h sleep,2.0603326870567438,0.056167155222068284,2.0176590306932054,0.05027682762335484,7.848580497168727,7.520698585786825,-0.04267365636353822,0.047972081362149026,-0.13669720809677544,0.051349895369699014,0.9582240493678851,0.8722342916328654,1.052691160614752,ratio of expected duration,FALSE,Borås (SE),1,#88CCEE,0.18681174555323984,0.4670293638830996,FALSE,ESTIMABLE_EXPLORATORY
7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,3,activity_status,Daily activity status,THUAS,Sedentary,Active,Work day; 8 h sleep,2.015406142754172,0.07985484460896278,1.98425742001613,0.05051992501400092,7.503774365993371,7.273644116991129,-0.031148722738041888,0.07100207272204885,-0.1703102281009514,0.1080127826248676,0.9693314007354518,0.8434031286560666,1.114061985931897,ratio of expected duration,FALSE,Delft (NL),2,#117733,0.18681174555323984,0.4670293638830996,FALSE,ESTIMABLE_EXPLORATORY
7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,3,activity_status,Daily activity status,BAUA,Sedentary,Active,Work day; 8 h sleep,1.9591728579710714,0.056180577752747325,1.9904365814307714,0.043591958011860076,7.093457341246258,7.318728285790447,0.03126372345969988,0.04942359094263543,-0.06560473477450555,0.12813218169390533,1.0317575666853325,0.9365009574064361,1.1367032441275347,ratio of expected duration,FALSE,Dortmund (DE),3,#DDCC77,0.18681174555323984,0.4670293638830996,FALSE,ESTIMABLE_EXPLORATORY
