frame_id,run_order,run_id,data_scenario_id,reader_scenario,placement,placement_label,sample_scenario,analytical_role,metric_id,instrument_id,availability,row_key_hash,model_frame_hash,participants,participant_days,observations,sites,derivation_hours,min_days_per_participant,median_days_per_participant,max_days_per_participant
gap__chest__all_available__mean_timing_above_250__MEQ,6,gap__chest__all_available,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,all_available,complementary_data_preparation_sensitivity,mean_timing_above_250,MEQ,ESTIMABLE,7b31d3e42c219fa88b2875eb0fc8e2a350c5000f3c64385706facae131cef818,eb7c053338c59be37d154f41f027d80b568f1b9efd582c3b27a45dace8f6703c,154,867,867,8,,2,6,7
primary__glasses__gap_common__first_timing_above_250__MCTQ,7,primary__glasses__gap_common,primary,Primary dataset,glasses,Near eye,gap_common,exact_common_data_sensitivity,first_timing_above_250,MCTQ,ESTIMABLE,9135502ad270e83b23bc76163c818d383d99f6782c576cbcb422e1b365b55b5a,467607d8c650de56abdbc638a750064397d239458672c397bc4455e57bb7a3b0,139,715,715,9,16579.033333333333,1,5,7
primary__glasses__gap_common__first_timing_above_250__MEQ,7,primary__glasses__gap_common,primary,Primary dataset,glasses,Near eye,gap_common,exact_common_data_sensitivity,first_timing_above_250,MEQ,ESTIMABLE,1789ef2f9df7e87a099e81595e5020588842d78a8513259e230bd4b532fc7848,25707b3abf616708bcd3fe45d716de18788716c1732bac44a20fac689a4aef1d,140,720,720,9,16695.266666666666,1,5,7
primary__glasses__gap_common__l10_midpoint__MCTQ,7,primary__glasses__gap_common,primary,Primary dataset,glasses,Near eye,gap_common,exact_common_data_sensitivity,l10_midpoint,MCTQ,ESTIMABLE,2bb4ced13f077ae6c4bb4e74f4851962ed2331617356e4dfb057e3b4a68950cc,d0464af28bd5d6dcbd9d3a5f6e0045f3b518ea44341127436447f118a2ad2e16,140,803,803,9,18574.45,3,6,8
primary__glasses__gap_common__l10_midpoint__MEQ,7,primary__glasses__gap_common,primary,Primary dataset,glasses,Near eye,gap_common,exact_common_data_sensitivity,l10_midpoint,MEQ,ESTIMABLE,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,bd76f444445844af3261bc4b02e754f9feb47cb7bc3b92540d90d566211b4e13,141,809,809,9,18713.766666666666,3,6,8
primary__glasses__gap_common__last_timing_above_250__MCTQ,7,primary__glasses__gap_common,primary,Primary dataset,glasses,Near eye,gap_common,exact_common_data_sensitivity,last_timing_above_250,MCTQ,ESTIMABLE,540e33ad24567b04f8d5ce2c752eaa5746cf1a77a193120d5c4b2050c6f5c3c2,9cbed8a203d862abb0840c80afbb91e88dde3cff3d88c6f3e0e9086491f2f4d1,140,680,680,9,15840.933333333332,1,5,7
primary__glasses__gap_common__last_timing_above_250__MEQ,7,primary__glasses__gap_common,primary,Primary dataset,glasses,Near eye,gap_common,exact_common_data_sensitivity,last_timing_above_250,MEQ,ESTIMABLE,2c566bd1c6b99aa941be6a3b58cd177055f1222d04f2c5edc2f96c91f5254974,701fe6ababd6f5a0de1631b85bccc3e6055bbdee22a049a2189a865d13cb821b,141,684,684,9,15935.2,1,5,7
primary__glasses__gap_common__m10_midpoint__MCTQ,7,primary__glasses__gap_common,primary,Primary dataset,glasses,Near eye,gap_common,exact_common_data_sensitivity,m10_midpoint,MCTQ,ESTIMABLE,2bb4ced13f077ae6c4bb4e74f4851962ed2331617356e4dfb057e3b4a68950cc,a78cb8dc5ac7ee5c6238924637ffff7eb6c8188aee44d8c700081df3c42130e5,140,803,803,9,18574.45,3,6,8
primary__glasses__gap_common__m10_midpoint__MEQ,7,primary__glasses__gap_common,primary,Primary dataset,glasses,Near eye,gap_common,exact_common_data_sensitivity,m10_midpoint,MEQ,ESTIMABLE,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,cfdc9f6aeeb4e4a99ff62947900ea0643c16d2c293f81e87190ec1c9c7361fa3,141,809,809,9,18713.766666666666,3,6,8
primary__glasses__gap_common__mean_timing_above_250__MCTQ,7,primary__glasses__gap_common,primary,Primary dataset,glasses,Near eye,gap_common,exact_common_data_sensitivity,mean_timing_above_250,MCTQ,ESTIMABLE,a5b9fb18fa9a429e4ff1b158c61861a886fc029e41a81c4bf468ea425c49381e,f472d730b51c82e15d06027b9a77cfe7c673566ed4361a3b9d8e58e24fc348f3,140,731,731,9,16971.85,2,5,7
primary__glasses__gap_common__mean_timing_above_250__MEQ,7,primary__glasses__gap_common,primary,Primary dataset,glasses,Near eye,gap_common,exact_common_data_sensitivity,mean_timing_above_250,MEQ,ESTIMABLE,eadfb1cdd333fadee16969bc3c69d391dccecb3bf78271737400695e8684a28f,c7281ffd17f5430ef2a2f93f8ec32b27444f78d7118b1998083971f8a311de65,141,737,737,9,17111.166666666668,2,5,7
gap__glasses__gap_common__first_timing_above_250__MCTQ,8,gap__glasses__gap_common,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,gap_common,exact_common_data_sensitivity,first_timing_above_250,MCTQ,ESTIMABLE,9135502ad270e83b23bc76163c818d383d99f6782c576cbcb422e1b365b55b5a,cea65342c44b0ac133cf82d4a2a46a0f72edbb81c362214b5fcdbcba5ed25c34,139,715,715,9,,1,5,7
gap__glasses__gap_common__first_timing_above_250__MEQ,8,gap__glasses__gap_common,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,gap_common,exact_common_data_sensitivity,first_timing_above_250,MEQ,ESTIMABLE,1789ef2f9df7e87a099e81595e5020588842d78a8513259e230bd4b532fc7848,13564d80da858bbdcb90667016dcf11191f63455846f2e304e7641c48b55e0d7,140,720,720,9,,1,5,7
gap__glasses__gap_common__l10_midpoint__MCTQ,8,gap__glasses__gap_common,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,gap_common,exact_common_data_sensitivity,l10_midpoint,MCTQ,ESTIMABLE,2bb4ced13f077ae6c4bb4e74f4851962ed2331617356e4dfb057e3b4a68950cc,b97cd06acc21b66f789ea8962d255201782b7f1ca1dbb77c66d9adb03adbe0ef,140,803,803,9,,3,6,8
gap__glasses__gap_common__l10_midpoint__MEQ,8,gap__glasses__gap_common,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,gap_common,exact_common_data_sensitivity,l10_midpoint,MEQ,ESTIMABLE,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,9306188e1cc0770be91163f17686cf38a0b733eb70a0e109c09ffa58eade496e,141,809,809,9,,3,6,8
gap__glasses__gap_common__last_timing_above_250__MCTQ,8,gap__glasses__gap_common,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,gap_common,exact_common_data_sensitivity,last_timing_above_250,MCTQ,ESTIMABLE,540e33ad24567b04f8d5ce2c752eaa5746cf1a77a193120d5c4b2050c6f5c3c2,b8ce88c169e9fb8ac68d241fa9a315480c5c8ef1d35118f4f0b10b5a77d1b873,140,680,680,9,,1,5,7
gap__glasses__gap_common__last_timing_above_250__MEQ,8,gap__glasses__gap_common,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,gap_common,exact_common_data_sensitivity,last_timing_above_250,MEQ,ESTIMABLE,2c566bd1c6b99aa941be6a3b58cd177055f1222d04f2c5edc2f96c91f5254974,737409f305664cee9c5b8f470712c5d080a35c830e29ab2f7f81b8472586f3e6,141,684,684,9,,1,5,7
gap__glasses__gap_common__m10_midpoint__MCTQ,8,gap__glasses__gap_common,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,gap_common,exact_common_data_sensitivity,m10_midpoint,MCTQ,ESTIMABLE,2bb4ced13f077ae6c4bb4e74f4851962ed2331617356e4dfb057e3b4a68950cc,074cc225f821d7390085a64fb527ee31eb4522cac4e760533a8cc6029f28bd3b,140,803,803,9,,3,6,8
gap__glasses__gap_common__m10_midpoint__MEQ,8,gap__glasses__gap_common,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,gap_common,exact_common_data_sensitivity,m10_midpoint,MEQ,ESTIMABLE,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,48dc11feb7d3ad70e3fbadde672d60830948a2dbe571f2c2471c8265edc4d0d1,141,809,809,9,,3,6,8
gap__glasses__gap_common__mean_timing_above_250__MCTQ,8,gap__glasses__gap_common,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,gap_common,exact_common_data_sensitivity,mean_timing_above_250,MCTQ,ESTIMABLE,a5b9fb18fa9a429e4ff1b158c61861a886fc029e41a81c4bf468ea425c49381e,f694222f19978de7389a028a6110d416891d7843048f0ed4c31e0ca2fe89c7d6,140,731,731,9,,2,5,7
gap__glasses__gap_common__mean_timing_above_250__MEQ,8,gap__glasses__gap_common,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,gap_common,exact_common_data_sensitivity,mean_timing_above_250,MEQ,ESTIMABLE,eadfb1cdd333fadee16969bc3c69d391dccecb3bf78271737400695e8684a28f,2815d4e2758b891ff2d77bc01cf6af0261e67c874fd985995884bf01c9df4bd7,141,737,737,9,,2,5,7
primary__chest__gap_common__first_timing_above_250__MCTQ,9,primary__chest__gap_common,primary,Primary dataset,chest,Chest,gap_common,exact_common_data_sensitivity,first_timing_above_250,MCTQ,ESTIMABLE,bd878ca16ec6a996c45cda4fa037513d022acd937d57938831664c30968eff4e,7c5f8522efb5e8b248ff88ba31e3395fa7b2170d4a080c2b153eacf2bf7bf421,153,790,790,8,18381.033333333333,1,6,7
primary__chest__gap_common__first_timing_above_250__MEQ,9,primary__chest__gap_common,primary,Primary dataset,chest,Chest,gap_common,exact_common_data_sensitivity,first_timing_above_250,MEQ,ESTIMABLE,ff11d1b1b98f7a613f83b2b9e0f0e9accfa35b083a70d3be1a4ff3e1abe08836,4842fab38397d7d66b1d051278a605a31c8b52d45e0aaad809ef7681940cc98f,154,795,795,8,18497.266666666666,1,6,7
primary__chest__gap_common__l10_midpoint__MCTQ,9,primary__chest__gap_common,primary,Primary dataset,chest,Chest,gap_common,exact_common_data_sensitivity,l10_midpoint,MCTQ,ESTIMABLE,2ebaf57320098f8e0a7807df5caa2be267d091cbd663b6d5e1962bd7e1df61ff,a37708f19ff07d5e471c18ef6f6f714d470791e07a59462a5020b437dc6fa24e,153,888,888,8,20594.75,2,6,8
primary__chest__gap_common__l10_midpoint__MEQ,9,primary__chest__gap_common,primary,Primary dataset,chest,Chest,gap_common,exact_common_data_sensitivity,l10_midpoint,MEQ,ESTIMABLE,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,83debb57efd6e2b6c1de0af221520cee0fc7df3eb80c40fe3a3208861f00fd23,154,894,894,8,20734.066666666666,2,6,8
primary__chest__gap_common__last_timing_above_250__MCTQ,9,primary__chest__gap_common,primary,Primary dataset,chest,Chest,gap_common,exact_common_data_sensitivity,last_timing_above_250,MCTQ,ESTIMABLE,94460b120e4ee73233c7f11d5cc4c0f5018c01333bd132b9c79c0068f8c88ce5,4bf6768c021967aaa4b9f4d4022b56342427a1faf5cbe3aecd4209044f5e70c0,153,780,780,8,18203.116666666665,2,5,7
primary__chest__gap_common__last_timing_above_250__MEQ,9,primary__chest__gap_common,primary,Primary dataset,chest,Chest,gap_common,exact_common_data_sensitivity,last_timing_above_250,MEQ,ESTIMABLE,eda77b9db4bb5622a0ec2c345250f37a5a0e61559609c9596d47c7bd66045281,4eba8a589f27979cf3f54079d88aefad337b34b2f8b1c9a7ed559439138e429e,154,784,784,8,18297.383333333335,2,5,7
primary__chest__gap_common__m10_midpoint__MCTQ,9,primary__chest__gap_common,primary,Primary dataset,chest,Chest,gap_common,exact_common_data_sensitivity,m10_midpoint,MCTQ,ESTIMABLE,2ebaf57320098f8e0a7807df5caa2be267d091cbd663b6d5e1962bd7e1df61ff,366357c256ccf5de9f3eaf12386206b70a600ea3ee3191afb4acb38e0f0d2161,153,888,888,8,20594.75,2,6,8
primary__chest__gap_common__m10_midpoint__MEQ,9,primary__chest__gap_common,primary,Primary dataset,chest,Chest,gap_common,exact_common_data_sensitivity,m10_midpoint,MEQ,ESTIMABLE,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,71925cd612cd7b1fde265acd79b2604a4448026e60269cc4d66583ceb3a63003,154,894,894,8,20734.066666666666,2,6,8
primary__chest__gap_common__mean_timing_above_250__MCTQ,9,primary__chest__gap_common,primary,Primary dataset,chest,Chest,gap_common,exact_common_data_sensitivity,mean_timing_above_250,MCTQ,ESTIMABLE,1f30ceb6bc2a922a21221726223558028b26e3e4f2cf40a328fb72abd978d14d,52aa85861c8a9fcced3419a801cc4e9895fda68486354ec92468842a8960d7a9,153,820,820,8,19097.266666666666,2,6,7
primary__chest__gap_common__mean_timing_above_250__MEQ,9,primary__chest__gap_common,primary,Primary dataset,chest,Chest,gap_common,exact_common_data_sensitivity,mean_timing_above_250,MEQ,ESTIMABLE,87ef17555413757cf826458620604588bedab24644f07355046790662734023e,6d40e4b953d28d21635570bdd53d146eef3d07ffedc3f9375bdab9212999d703,154,826,826,8,19236.583333333332,2,6,7
gap__chest__gap_common__first_timing_above_250__MCTQ,10,gap__chest__gap_common,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,gap_common,exact_common_data_sensitivity,first_timing_above_250,MCTQ,ESTIMABLE,bd878ca16ec6a996c45cda4fa037513d022acd937d57938831664c30968eff4e,1ba35b93cd950019e4c2fd26b102b7a6353767dd2c00740092f47c2be553899b,153,790,790,8,,1,6,7
gap__chest__gap_common__first_timing_above_250__MEQ,10,gap__chest__gap_common,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,gap_common,exact_common_data_sensitivity,first_timing_above_250,MEQ,ESTIMABLE,ff11d1b1b98f7a613f83b2b9e0f0e9accfa35b083a70d3be1a4ff3e1abe08836,62833d9166da294afef443d4a7ca40b7e00b0a09c48c88701b73f48d535a381e,154,795,795,8,,1,6,7
gap__chest__gap_common__l10_midpoint__MCTQ,10,gap__chest__gap_common,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,gap_common,exact_common_data_sensitivity,l10_midpoint,MCTQ,ESTIMABLE,2ebaf57320098f8e0a7807df5caa2be267d091cbd663b6d5e1962bd7e1df61ff,adefe24a7d62479d9205cc64e24b0d7caba6cb320f33b5a1bc9f6342420fb944,153,888,888,8,,2,6,8
gap__chest__gap_common__l10_midpoint__MEQ,10,gap__chest__gap_common,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,gap_common,exact_common_data_sensitivity,l10_midpoint,MEQ,ESTIMABLE,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,a396ed4ad3f617e4365633bed9200b6b5fe1486310f5899d5b46e6a15847f841,154,894,894,8,,2,6,8
gap__chest__gap_common__last_timing_above_250__MCTQ,10,gap__chest__gap_common,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,gap_common,exact_common_data_sensitivity,last_timing_above_250,MCTQ,ESTIMABLE,94460b120e4ee73233c7f11d5cc4c0f5018c01333bd132b9c79c0068f8c88ce5,bdca5166176067770d4c719039603099688277ebea6d131909f2e3f1b38ca3f0,153,780,780,8,,2,5,7
gap__chest__gap_common__last_timing_above_250__MEQ,10,gap__chest__gap_common,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,gap_common,exact_common_data_sensitivity,last_timing_above_250,MEQ,ESTIMABLE,eda77b9db4bb5622a0ec2c345250f37a5a0e61559609c9596d47c7bd66045281,00c92341e5cd17ce3bf296cdb9796fcb5a74245fa6af87bb0cdc041674b36f92,154,784,784,8,,2,5,7
gap__chest__gap_common__m10_midpoint__MCTQ,10,gap__chest__gap_common,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,gap_common,exact_common_data_sensitivity,m10_midpoint,MCTQ,ESTIMABLE,2ebaf57320098f8e0a7807df5caa2be267d091cbd663b6d5e1962bd7e1df61ff,484c26bfca14a8545cd7ff240e126d030247ce56986e390d648bb59b9d39dad9,153,888,888,8,,2,6,8
gap__chest__gap_common__m10_midpoint__MEQ,10,gap__chest__gap_common,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,gap_common,exact_common_data_sensitivity,m10_midpoint,MEQ,ESTIMABLE,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,ac20ec6ec893a92b00cf6a0baf8fb345a56f67172f16c3ce29e01aa015c83031,154,894,894,8,,2,6,8
gap__chest__gap_common__mean_timing_above_250__MCTQ,10,gap__chest__gap_common,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,gap_common,exact_common_data_sensitivity,mean_timing_above_250,MCTQ,ESTIMABLE,1f30ceb6bc2a922a21221726223558028b26e3e4f2cf40a328fb72abd978d14d,3b2fb23c229cf16e498ba961eacd474d8e4d61fc967ac60004a1059887b8f976,153,820,820,8,,2,6,7
gap__chest__gap_common__mean_timing_above_250__MEQ,10,gap__chest__gap_common,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,gap_common,exact_common_data_sensitivity,mean_timing_above_250,MEQ,ESTIMABLE,87ef17555413757cf826458620604588bedab24644f07355046790662734023e,a61b8644b874cb7d84338b57b72917dd4f687a37b1cf7c81f0a5cd38dbae0117,154,826,826,8,,2,6,7
