"path","role","sealed_sha256","live_sha256","sealed_bytes","live_bytes","exact"
"audit/report_harmonization/report018_h11_order60b_downstream_replay/rendered_literal_transition_audit.csv","protected_external_identity","ffce94b788f1ffcca8979a3f58416c2c8286165e5e54e7e41363f33d6be5cf0a","ffce94b788f1ffcca8979a3f58416c2c8286165e5e54e7e41363f33d6be5cf0a",300,300,TRUE
"audit/report_harmonization/report018_h11_order60b_downstream_replay/table_header_reference_audit.csv","protected_external_identity","1cc8244a08c698f5c85d0992e83839fd0b8f9a7e56e032437d5a4f55667f0636","1cc8244a08c698f5c85d0992e83839fd0b8f9a7e56e032437d5a4f55667f0636",29237,29237,TRUE
"audit/report_harmonization/report018_h11_order60b_rendered_stop_independent_acceptance_manifest.csv","protected_external_identity","2d503e0c88233ce24a641302ff173868479588f7a16c30fee867ef45c3667410","2d503e0c88233ce24a641302ff173868479588f7a16c30fee867ef45c3667410",4705,4705,TRUE
"audit/report_harmonization/report018_h11_order60b_rendered_stop_independent_acceptance.md","protected_external_identity","6200fff04c64558abfaac8e2df1d97c0dccc62855208da938e003d3825df604d","6200fff04c64558abfaac8e2df1d97c0dccc62855208da938e003d3825df604d",3841,3841,TRUE
"audit/report_harmonization/report018_h11_order60c_dispatch_manifest.csv","protected_external_identity","3a7fab321ac2deeef1f3fcdd7bfc5ff208c407d2277d861ee036e3e0d19ff870","3a7fab321ac2deeef1f3fcdd7bfc5ff208c407d2277d861ee036e3e0d19ff870",4829,4829,TRUE
"notebooks/hypotheses/H11.qmd","fixed_source_identity","7909ba06782c84223197ab7fcd16493d7ee6e6d8b63c750aa81f17cb97977867","7909ba06782c84223197ab7fcd16493d7ee6e6d8b63c750aa81f17cb97977867",57462,57462,TRUE
"notebooks/sensitivity_battery.qmd","protected_external_identity","d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70","d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70",3623,3623,TRUE
"renv.lock","protected_external_identity","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,603493,TRUE
"scripts/report_harmonization/check_report018_h10_order59a_and_h11_result_preflight.R","accepted_checker_identity","12afd7dcdba380cfb9d31b8e2e3fb1aaae47e9351f72dca7937bf313cbb8eb5b","12afd7dcdba380cfb9d31b8e2e3fb1aaae47e9351f72dca7937bf313cbb8eb5b",31233,31233,TRUE
"scripts/report_harmonization/check_report018_h11_order60b_rendered_stop_and_downstream_replay.R","protected_external_identity","3d1b09bbfe3fba6f08770fa4408bf33016d3f58a58d943c75eab5bed717b42ce","3d1b09bbfe3fba6f08770fa4408bf33016d3f58a58d943c75eab5bed717b42ce",20776,20776,TRUE
"scripts/report_harmonization/seal_report018_h11_order60b_acceptance_and_order60c.R","protected_external_identity","f33cbbd1bdaf322fe9bf3d8f4e7ac80bbd9cb7748247175eb6d5fb840e6d34e7","f33cbbd1bdaf322fe9bf3d8f4e7ac80bbd9cb7748247175eb6d5fb840e6d34e7",7768,7768,TRUE
"tests/hypotheses/H11/test_h11_preparation_report.R","protected_external_identity","7c565618a4d3ec1c2240419b1daead2189616fce97931dde68e0a9450db8f41f","7c565618a4d3ec1c2240419b1daead2189616fce97931dde68e0a9450db8f41f",10562,10562,TRUE
"tests/hypotheses/H11/test_h11_report016_hourly_disposition.R","protected_external_identity","3d945c2b813ffaa2291ddebbe01f1f45c5c4ae7fe10256c9a1c8b15c3b531e7b","3d945c2b813ffaa2291ddebbe01f1f45c5c4ae7fe10256c9a1c8b15c3b531e7b",8062,8062,TRUE
"tests/hypotheses/H11/test_h11_stage3_reader_report.R","authorized_test_postimage","b0af27946d6c4001e659e9edb27bfab0fdfd3a36aa8be536d51ed50ae234a3c0","b0af27946d6c4001e659e9edb27bfab0fdfd3a36aa8be536d51ed50ae234a3c0",16783,16783,TRUE
