run_id,data_scenario_id,placement,sample_scenario,participant_key,site,Id,local_date,mder,viable_minutes,expected_minutes,tukey_outer_fence,outer_tail_flag,upper_tail_rank
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S002,RISE,RISE_S002,2025-03-19,0.811857694205464,,,1.2644764446605143,FALSE,123
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,TUM::TUM_S009,TUM,TUM_S009,2024-07-19,0.8116377554413577,,,1.2644764446605143,FALSE,124
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,KNUST::KNUST_S003,KNUST,KNUST_S003,2024-10-25,0.8114363032071815,,,1.2644764446605143,FALSE,125
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S002,RISE,RISE_S002,2025-03-21,0.8102060027070083,,,1.2644764446605143,FALSE,126
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,IZTECH::IZTECH_S009,IZTECH,IZTECH_S009,2025-03-21,0.8101568904459839,,,1.2644764446605143,FALSE,127
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,IZTECH::IZTECH_S015,IZTECH,IZTECH_S015,2025-05-04,0.8101027241767083,,,1.2644764446605143,FALSE,128
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,UCR::UCR_S002,UCR,UCR_S002,2025-06-19,0.8100216502804223,,,1.2644764446605143,FALSE,129
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,IZTECH::IZTECH_S016,IZTECH,IZTECH_S016,2025-05-08,0.8098642616536428,,,1.2644764446605143,FALSE,130
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,IZTECH::IZTECH_S011,IZTECH,IZTECH_S011,2025-04-18,0.8075250011753528,,,1.2644764446605143,FALSE,131
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,THUAS::THUAS_S016,THUAS,THUAS_S016,2025-07-10,0.8069682906761616,,,1.2644764446605143,FALSE,132
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,TUM::TUM_S010,TUM,TUM_S010,2024-07-27,0.8068753663489742,,,1.2644764446605143,FALSE,133
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,THUAS::THUAS_S016,THUAS,THUAS_S016,2025-07-08,0.8066551049866659,,,1.2644764446605143,FALSE,134
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,BAUA::BAUA_S014,BAUA,BAUA_S014,2025-07-21,0.8066129249894575,,,1.2644764446605143,FALSE,135
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,BAUA::BAUA_S014,BAUA,BAUA_S014,2025-07-18,0.8064711106211673,,,1.2644764446605143,FALSE,136
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S008,RISE,RISE_S008,2025-04-30,0.8056191842469361,,,1.2644764446605143,FALSE,137
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,KNUST::KNUST_S012,KNUST,KNUST_S012,2025-01-07,0.8054162469131406,,,1.2644764446605143,FALSE,138
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,IZTECH::IZTECH_S016,IZTECH,IZTECH_S016,2025-05-06,0.8049625533909461,,,1.2644764446605143,FALSE,139
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S003,RISE,RISE_S003,2025-03-21,0.8042026820952293,,,1.2644764446605143,FALSE,140
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,THUAS::THUAS_S006,THUAS,THUAS_S006,2025-04-01,0.803831246064141,,,1.2644764446605143,FALSE,141
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,TUM::TUM_S009,TUM,TUM_S009,2024-07-20,0.8032029188514881,,,1.2644764446605143,FALSE,142
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,FUSPCEU::FUSPCEU_S013,FUSPCEU,FUSPCEU_S013,2024-11-22,0.8024548044636652,,,1.2644764446605143,FALSE,143
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,TUM::TUM_S001,TUM,TUM_S001,2024-05-18,0.8018090715510118,,,1.2644764446605143,FALSE,144
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,IZTECH::IZTECH_S011,IZTECH,IZTECH_S011,2025-04-17,0.8016656821942814,,,1.2644764446605143,FALSE,145
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,UCR::UCR_S003,UCR,UCR_S003,2025-06-22,0.801432682650461,,,1.2644764446605143,FALSE,146
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,KNUST::KNUST_S011,KNUST,KNUST_S011,2024-12-17,0.8008275709284456,,,1.2644764446605143,FALSE,147
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,BAUA::BAUA_S014,BAUA,BAUA_S014,2025-07-16,0.800746430766399,,,1.2644764446605143,FALSE,148
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,KNUST::KNUST_S014,KNUST,KNUST_S014,2025-01-25,0.7998514826216626,,,1.2644764446605143,FALSE,149
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,TUM::TUM_S008,TUM,TUM_S008,2024-07-13,0.7994945267862316,,,1.2644764446605143,FALSE,150
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,UCR::UCR_S004,UCR,UCR_S004,2025-06-25,0.799204568922478,,,1.2644764446605143,FALSE,151
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,KNUST::KNUST_S004,KNUST,KNUST_S004,2024-11-02,0.7975282524898278,,,1.2644764446605143,FALSE,152
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,KNUST::KNUST_S011,KNUST,KNUST_S011,2024-12-18,0.7969051930511744,,,1.2644764446605143,FALSE,153
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,BAUA::BAUA_S004,BAUA,BAUA_S004,2025-06-15,0.7967455549000763,,,1.2644764446605143,FALSE,154
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,IZTECH::IZTECH_S011,IZTECH,IZTECH_S011,2025-04-15,0.7950812831703618,,,1.2644764446605143,FALSE,155
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,BAUA::BAUA_S012,BAUA,BAUA_S012,2025-07-19,0.7931688393753512,,,1.2644764446605143,FALSE,156
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,BAUA::BAUA_S013,BAUA,BAUA_S013,2025-07-18,0.7923047009807539,,,1.2644764446605143,FALSE,157
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,IZTECH::IZTECH_S011,IZTECH,IZTECH_S011,2025-04-20,0.7918377163319016,,,1.2644764446605143,FALSE,158
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,KNUST::KNUST_S008,KNUST,KNUST_S008,2024-11-28,0.7916349777280218,,,1.2644764446605143,FALSE,159
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S005,RISE,RISE_S005,2025-04-02,0.7912906888742615,,,1.2644764446605143,FALSE,160
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,KNUST::KNUST_S006,KNUST,KNUST_S006,2024-11-17,0.7911290451963383,,,1.2644764446605143,FALSE,161
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S001,RISE,RISE_S001,2025-03-09,0.790289231718204,,,1.2644764446605143,FALSE,162
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,UCR::UCR_S002,UCR,UCR_S002,2025-06-18,0.7886246972839334,,,1.2644764446605143,FALSE,163
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,THUAS::THUAS_S010,THUAS,THUAS_S010,2025-06-09,0.7882412742691162,,,1.2644764446605143,FALSE,164
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,BAUA::BAUA_S005,BAUA,BAUA_S005,2025-06-12,0.7866553439051188,,,1.2644764446605143,FALSE,165
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S005,RISE,RISE_S005,2025-04-05,0.786383240934252,,,1.2644764446605143,FALSE,166
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S007,RISE,RISE_S007,2025-04-18,0.7862700839865121,,,1.2644764446605143,FALSE,167
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,THUAS::THUAS_S010,THUAS,THUAS_S010,2025-06-05,0.78605170369346,,,1.2644764446605143,FALSE,168
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,IZTECH::IZTECH_S013,IZTECH,IZTECH_S013,2025-04-26,0.7856497292791418,,,1.2644764446605143,FALSE,169
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,IZTECH::IZTECH_S013,IZTECH,IZTECH_S013,2025-04-22,0.7841701156178046,,,1.2644764446605143,FALSE,170
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,UCR::UCR_S002,UCR,UCR_S002,2025-06-17,0.7836186412504483,,,1.2644764446605143,FALSE,171
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,THUAS::THUAS_S006,THUAS,THUAS_S006,2025-04-05,0.7834802689961263,,,1.2644764446605143,FALSE,172
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,FUSPCEU::FUSPCEU_S013,FUSPCEU,FUSPCEU_S013,2024-11-23,0.7832181247006612,,,1.2644764446605143,FALSE,173
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,THUAS::THUAS_S015,THUAS,THUAS_S015,2025-07-12,0.7832072770043075,,,1.2644764446605143,FALSE,174
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,BAUA::BAUA_S003,BAUA,BAUA_S003,2025-06-12,0.7830663923858009,,,1.2644764446605143,FALSE,175
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,FUSPCEU::FUSPCEU_S011,FUSPCEU,FUSPCEU_S011,2024-11-12,0.7828652761367877,,,1.2644764446605143,FALSE,176
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,THUAS::THUAS_S016,THUAS,THUAS_S016,2025-07-11,0.782790964616723,,,1.2644764446605143,FALSE,177
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,IZTECH::IZTECH_S003,IZTECH,IZTECH_S003,2025-01-12,0.7807935329696835,,,1.2644764446605143,FALSE,178
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,KNUST::KNUST_S008,KNUST,KNUST_S008,2024-12-01,0.7798145111246789,,,1.2644764446605143,FALSE,179
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S004,RISE,RISE_S004,2025-03-29,0.7791105523682822,,,1.2644764446605143,FALSE,180
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,UCR::UCR_S004,UCR,UCR_S004,2025-06-27,0.7783306180846865,,,1.2644764446605143,FALSE,181
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S004,RISE,RISE_S004,2025-03-26,0.7774223820955384,,,1.2644764446605143,FALSE,182
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,TUM::TUM_S006,TUM,TUM_S006,2024-06-27,0.7766728099274421,,,1.2644764446605143,FALSE,183
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,IZTECH::IZTECH_S012,IZTECH,IZTECH_S012,2025-04-25,0.7757291829750989,,,1.2644764446605143,FALSE,184
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,IZTECH::IZTECH_S016,IZTECH,IZTECH_S016,2025-05-09,0.7747206375566139,,,1.2644764446605143,FALSE,185
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,KNUST::KNUST_S014,KNUST,KNUST_S014,2025-01-23,0.7740360306929867,,,1.2644764446605143,FALSE,186
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,TUM::TUM_S004,TUM,TUM_S004,2024-06-12,0.7738911199446578,,,1.2644764446605143,FALSE,187
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,THUAS::THUAS_S016,THUAS,THUAS_S016,2025-07-13,0.7737477174128835,,,1.2644764446605143,FALSE,188
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,BAUA::BAUA_S013,BAUA,BAUA_S013,2025-07-20,0.7731420325047498,,,1.2644764446605143,FALSE,189
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S002,RISE,RISE_S002,2025-03-20,0.7720440459116448,,,1.2644764446605143,FALSE,190
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S007,RISE,RISE_S007,2025-04-20,0.7716406565273279,,,1.2644764446605143,FALSE,191
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,IZTECH::IZTECH_S016,IZTECH,IZTECH_S016,2025-05-10,0.7711021845204186,,,1.2644764446605143,FALSE,192
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,TUM::TUM_S008,TUM,TUM_S008,2024-07-12,0.7699736777342344,,,1.2644764446605143,FALSE,193
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,UCR::UCR_S004,UCR,UCR_S004,2025-06-28,0.769261963649036,,,1.2644764446605143,FALSE,194
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S008,RISE,RISE_S008,2025-04-29,0.7678864793358111,,,1.2644764446605143,FALSE,195
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,THUAS::THUAS_S015,THUAS,THUAS_S015,2025-07-08,0.7675094232256375,,,1.2644764446605143,FALSE,196
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,BAUA::BAUA_S018,BAUA,BAUA_S018,2025-09-14,0.7672079504495037,,,1.2644764446605143,FALSE,197
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,FUSPCEU::FUSPCEU_S015,FUSPCEU,FUSPCEU_S015,2024-12-01,0.7666852831109634,,,1.2644764446605143,FALSE,198
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,BAUA::BAUA_S016,BAUA,BAUA_S016,2025-07-25,0.766255659110097,,,1.2644764446605143,FALSE,199
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S006,RISE,RISE_S006,2025-04-18,0.7654930165985715,,,1.2644764446605143,FALSE,200
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,UCR::UCR_S004,UCR,UCR_S004,2025-06-24,0.7650160930849461,,,1.2644764446605143,FALSE,201
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,FUSPCEU::FUSPCEU_S014,FUSPCEU,FUSPCEU_S014,2024-11-22,0.763898063153451,,,1.2644764446605143,FALSE,202
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,TUM::TUM_S008,TUM,TUM_S008,2024-07-11,0.7638852103963567,,,1.2644764446605143,FALSE,203
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,THUAS::THUAS_S011,THUAS,THUAS_S011,2025-05-13,0.7624224933353156,,,1.2644764446605143,FALSE,204
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,KNUST::KNUST_S009,KNUST,KNUST_S009,2024-12-05,0.7611598535722717,,,1.2644764446605143,FALSE,205
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,BAUA::BAUA_S013,BAUA,BAUA_S013,2025-07-17,0.7611310485356698,,,1.2644764446605143,FALSE,206
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,BAUA::BAUA_S022,BAUA,BAUA_S022,2025-09-28,0.7599385338892718,,,1.2644764446605143,FALSE,207
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,IZTECH::IZTECH_S015,IZTECH,IZTECH_S015,2025-04-29,0.7595562489733141,,,1.2644764446605143,FALSE,208
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,UCR::UCR_S002,UCR,UCR_S002,2025-06-21,0.7584795225953258,,,1.2644764446605143,FALSE,209
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,TUM::TUM_S009,TUM,TUM_S009,2024-07-21,0.7580734101392591,,,1.2644764446605143,FALSE,210
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,KNUST::KNUST_S006,KNUST,KNUST_S006,2024-11-12,0.7580728677929321,,,1.2644764446605143,FALSE,211
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,THUAS::THUAS_S017,THUAS,THUAS_S017,2025-09-14,0.757541600004531,,,1.2644764446605143,FALSE,212
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,FUSPCEU::FUSPCEU_S016,FUSPCEU,FUSPCEU_S016,2024-11-26,0.7571332926022503,,,1.2644764446605143,FALSE,213
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,THUAS::THUAS_S016,THUAS,THUAS_S016,2025-07-09,0.7569603803851045,,,1.2644764446605143,FALSE,214
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,KNUST::KNUST_S010,KNUST,KNUST_S010,2024-12-10,0.7560301910583546,,,1.2644764446605143,FALSE,215
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S001,RISE,RISE_S001,2025-03-08,0.755662456832231,,,1.2644764446605143,FALSE,216
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,KNUST::KNUST_S006,KNUST,KNUST_S006,2024-11-16,0.7556328520803958,,,1.2644764446605143,FALSE,217
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S005,RISE,RISE_S005,2025-04-06,0.7555976578530641,,,1.2644764446605143,FALSE,218
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,TUM::TUM_S001,TUM,TUM_S001,2024-05-16,0.7554703452581861,,,1.2644764446605143,FALSE,219
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,THUAS::THUAS_S016,THUAS,THUAS_S016,2025-07-12,0.755009288102252,,,1.2644764446605143,FALSE,220
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,KNUST::KNUST_S006,KNUST,KNUST_S006,2024-11-15,0.7539147191192308,,,1.2644764446605143,FALSE,221
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,KNUST::KNUST_S006,KNUST,KNUST_S006,2024-11-14,0.7535525302687359,,,1.2644764446605143,FALSE,222
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,BAUA::BAUA_S018,BAUA,BAUA_S018,2025-09-12,0.7525805848671713,,,1.2644764446605143,FALSE,223
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,FUSPCEU::FUSPCEU_S015,FUSPCEU,FUSPCEU_S015,2024-11-28,0.7509802308578191,,,1.2644764446605143,FALSE,224
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,TUM::TUM_S002,TUM,TUM_S002,2024-05-31,0.7506156702019741,,,1.2644764446605143,FALSE,225
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,IZTECH::IZTECH_S006,IZTECH,IZTECH_S006,2025-02-22,0.7505983639255535,,,1.2644764446605143,FALSE,226
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S002,RISE,RISE_S002,2025-03-18,0.7495174856978176,,,1.2644764446605143,FALSE,227
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,THUAS::THUAS_S003,THUAS,THUAS_S003,2025-03-23,0.7470677679130218,,,1.2644764446605143,FALSE,228
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S007,RISE,RISE_S007,2025-04-19,0.745300825622922,,,1.2644764446605143,FALSE,229
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,THUAS::THUAS_S003,THUAS,THUAS_S003,2025-03-18,0.7449472658428731,,,1.2644764446605143,FALSE,230
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,FUSPCEU::FUSPCEU_S018,FUSPCEU,FUSPCEU_S018,2024-12-10,0.7429462087766634,,,1.2644764446605143,FALSE,231
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,BAUA::BAUA_S003,BAUA,BAUA_S003,2025-06-11,0.7424404122971394,,,1.2644764446605143,FALSE,232
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,KNUST::KNUST_S015,KNUST,KNUST_S015,2025-01-28,0.7414913540782122,,,1.2644764446605143,FALSE,233
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,BAUA::BAUA_S016,BAUA,BAUA_S016,2025-07-24,0.7414345454435158,,,1.2644764446605143,FALSE,234
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,UCR::UCR_S004,UCR,UCR_S004,2025-06-29,0.7406601605260863,,,1.2644764446605143,FALSE,235
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S010,RISE,RISE_S010,2025-06-11,0.7393156866552693,,,1.2644764446605143,FALSE,236
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,FUSPCEU::FUSPCEU_S013,FUSPCEU,FUSPCEU_S013,2024-11-19,0.7390902001126715,,,1.2644764446605143,FALSE,237
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,THUAS::THUAS_S007,THUAS,THUAS_S007,2025-04-09,0.7383838679529289,,,1.2644764446605143,FALSE,238
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,IZTECH::IZTECH_S012,IZTECH,IZTECH_S012,2025-04-27,0.7382233321746113,,,1.2644764446605143,FALSE,239
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,UCR::UCR_S006,UCR,UCR_S006,2025-06-26,0.7381369366389777,,,1.2644764446605143,FALSE,240
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,BAUA::BAUA_S022,BAUA,BAUA_S022,2025-09-27,0.738009060665447,,,1.2644764446605143,FALSE,241
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,FUSPCEU::FUSPCEU_S003,FUSPCEU,FUSPCEU_S003,2024-10-13,0.7373565150663729,,,1.2644764446605143,FALSE,242
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S003,RISE,RISE_S003,2025-03-20,0.737080535069312,,,1.2644764446605143,FALSE,243
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,BAUA::BAUA_S018,BAUA,BAUA_S018,2025-09-10,0.7367122320036127,,,1.2644764446605143,FALSE,244
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,FUSPCEU::FUSPCEU_S004,FUSPCEU,FUSPCEU_S004,2024-10-11,0.7363420989451683,,,1.2644764446605143,FALSE,245
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S010,RISE,RISE_S010,2025-06-10,0.7361197625185912,,,1.2644764446605143,FALSE,246
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,RISE::RISE_S005,RISE,RISE_S005,2025-04-04,0.7355808980218763,,,1.2644764446605143,FALSE,247
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,FUSPCEU::FUSPCEU_S013,FUSPCEU,FUSPCEU_S013,2024-11-21,0.7352318925103647,,,1.2644764446605143,FALSE,248
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,UCR::UCR_S006,UCR,UCR_S006,2025-06-24,0.7345053393558977,,,1.2644764446605143,FALSE,249
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,KNUST::KNUST_S012,KNUST,KNUST_S012,2025-01-11,0.7344759391536813,,,1.2644764446605143,FALSE,250
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,UCR::UCR_S001,UCR,UCR_S001,2025-06-19,0.7330457468267713,,,1.2644764446605143,FALSE,251
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,FUSPCEU::FUSPCEU_S005,FUSPCEU,FUSPCEU_S005,2024-10-15,0.7319408893666468,,,1.2644764446605143,FALSE,252
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,FUSPCEU::FUSPCEU_S015,FUSPCEU,FUSPCEU_S015,2024-11-30,0.7310009445963036,,,1.2644764446605143,FALSE,253
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,BAUA::BAUA_S013,BAUA,BAUA_S013,2025-07-16,0.730471090660444,,,1.2644764446605143,FALSE,254
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,FUSPCEU::FUSPCEU_S012,FUSPCEU,FUSPCEU_S012,2024-12-05,0.7302593210258856,,,1.2644764446605143,FALSE,255
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,KNUST::KNUST_S011,KNUST,KNUST_S011,2024-12-20,0.7300291928465604,,,1.2644764446605143,FALSE,256
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,FUSPCEU::FUSPCEU_S020,FUSPCEU,FUSPCEU_S020,2025-01-23,0.7296236534854174,,,1.2644764446605143,FALSE,257
