change_id,date,status,category,files,description,rationale,verification,result_effect,decision_id
"CHG-046","2026-07-30","verified","l10_geometric_mean_roundoff","scripts/pipeline/time_support.R; tests/test_time_support.R; scripts/pipeline/build_metric_derivation.R; scripts/pipeline/verify_metric_derivation_core.R; scripts/pipeline/verify_metric_derivation_mder.R; audit/findings/l10_geometric_mean_roundoff.md; artifacts/12_manifests/metric_artifacts.csv","Converted four machine-roundoff negative darkest 10-hour mean melEDI values to exact zero at the shared geometric back-transformation and made materially negative values fail closed","Negative exposure is impossible and a floating-point representation of zero must not invalidate a non-negative outcome model","R 4.6.1 full derivation plus support tests and independent 29-artifact 96-day and MDER verifiers passed; near-eye and chest minima are exactly zero with no negative values; metric manifest is 944f395e00735e6f8200798d4cde387454441d39b9defda68f583bd8778cd34b","Four numerical values changed only at machine precision; no participant participant-day admissibility or H01 model sample changed and no H01 effect had been fitted","METRIC-005"
"CHG-047","2026-07-30","verified","h01_model_ready_data","scripts/pipeline/h01_model_data.R; scripts/pipeline/build_h01_model_data.R; scripts/pipeline/verify_h01_model_data_artifacts.R; tests/test_h01_model_data.R; tests/test_build_h01_model_data.R; notebooks/preparation/06_model_ready_datasets.qmd; artifacts/06_model_data/H01.rds; artifacts/06_model_data/H01/*; artifacts/12_manifests/H01_model_data_artifacts.csv","Built the main H01 input for the familiar 17 metrics with explicit all-available and paired participant-day scenarios predictor centering metric-specific inclusion reasons exact prepared model frames and separate metric-support hours; added stable implementation fingerprints and exact participant-day or contributing-day counts","H01 models must use one verified input and report their actual samples rather than infer counts from a prepared dataset or substitute all-day hours for metric-specific support","R 4.6.1 production and isolated deterministic builds CSV/RDS parity tamper rejection paired-frame checks and pure input-swap tests pass; current manifest 48f7cb7a9539bd1a35237275187a76528f1daacfc9abe368cbc4bc1397ed0375 covers 17 metrics and 45410 long rows; shared implementation fingerprint e07db16818e565aff40fa6b9f79f34a31eb943d6c393343ca96471b795bacbed","No model was fitted; paired IS and IV remain explicitly unavailable until recalculated on paired common days rather than approximated from unequal day sets; every fitted model must later reconcile its stored analysis frame","REPORT-004; REPORT-005; H01-001"
"CHG-048","2026-07-30","verified","manuscript_prepared_data_sensitivity_inputs","config/analysis_data_scenarios.csv; scripts/pipeline/manuscript_prepared_data.R; scripts/pipeline/build_manuscript_prepared_data.R; scripts/pipeline/verify_manuscript_prepared_data_artifacts.R; tests/test_manuscript_prepared_data.R; audit/decisions/manuscript_prepared_data_sensitivity.md; audit/findings/manuscript_prepared_dst_hour_reconstruction.md; audit/findings/manuscript_prepared_csv_rds_parity.md; notebooks/preparation/06_model_ready_datasets.qmd; artifacts/06_model_data/scenarios/manuscript_prepared_data/*; artifacts/12_manifests/manuscript_prepared_data_artifacts.csv","Built a separate verified input layer containing the dataset prepared for the manuscript with only the objectively verified DEV-056 exercise identity correction and an explicit metric crosswalk; corrected the reconstruction so repeated fall-back hours are averaged exactly as in the manuscript preparation","The formal sensitivity must isolate data and metric preparation by applying the identical new H01-H11 implementation rather than rerunning or preserving the manuscript-generating model chain","R 4.6.1 exact frozen-hash and object checks independent reconstruction deterministic regeneration direct type-aware checks for all five CSV/RDS pairs and checksum-aware tamper rejection pass; one-hour outputs contain 19176 near-eye and 21288 chest rows with unique local-hour keys; manifest af74cc9fa36e426222d9b5f2328e2261c00b14436feb8d86fbf137d0ff313267","No model was fitted; manuscript-prepared dose and MDER definitions remain deliberately distinct and documented because those preparation differences are the object of the sensitivity","REPORT-006; DEV-056; TIME-001"
"CHG-049","2026-07-30","approved","h01_prefit_gate","audit/decisions/h01_prefit_gate.md; audit/decisions/h01_model_specification.md; notebooks/hypotheses/H01.qmd; _build/nathealth/notebooks/hypotheses/H01.html","Added and recorded author approval for the complete 17-metric response-family package and a formal fourth 17-test family comparing the full site model with the linear-latitude model on identical rows; clarified that manuscript-prepared support hours are unavailable while fitted-model n remain mandatory","Both choices affect likelihood effect scale uncertainty multiplicity and the permissible H01 claim and therefore were fixed before any rebuilt effect was examined","An outcome-blinded R 4.6.1 screen on the final verified H01 data confirmed the proposed 17-model map; the 125386-byte H01 HTML produced before the approval refresh passed its structural content check with SHA-256 3c9b9c5b277df8e479f77e6adda64ee90059bf7cd5c2aa8aba40964e5131a852; the author approved H01-005 and H01-006 and R 4.6.1 ledger validation confirmed both approvals; no exposure model or effect was fitted","No result changed; H01 fitting may begin under the approved response-family package and four declared 17-test Benjamini-Hochberg families; the HTML approval refresh remains a coordinator follow-up","DEV-018; H01-001; H01-005; H01-006"
"CHG-050","2026-07-30","verified","preparation06_clean_html_refresh","notebooks/preparation/06_model_ready_datasets.qmd; audit/scripts/verify_preparation06_html.R; audit/reconciliation/preparation06/clean_render_gate.md; _build/nathealth/notebooks/preparation/06_model_ready_datasets.html","Extended the executable Preparation 06 HTML with exact main and manuscript-prepared H01 prepared-model-frame tables a plain-language data-scenario comparison honest support-hour availability and refreshed verified upstream fingerprints","Give the author one plain-language review page that exposes the two prepared datasets proves their shared H01 implementation and distinguishes prepared frames from final fitted-model samples","All 45 knitr steps and Pandoc completed; independent R verification pins eight preparation and H01 manifests required content and byte-identical figure resources; HTML is 435390 bytes with SHA-256 b9f2a074b3020c1466d6737b9da30ce97080f09c08568e9301b773b5b57f0dd1","No fitted result or claim changed; the review output now includes the verified main H01 and same-model manuscript-prepared sensitivity preparation stages","REPORT-002; REPORT-003; REPORT-004; REPORT-005; REPORT-006"
"CHG-051","2026-07-30","verified","h01_manuscript_prepared_same_model_adapter","scripts/pipeline/h01_manuscript_prepared_adapter.R; scripts/pipeline/build_h01_manuscript_prepared_data.R; scripts/pipeline/verify_h01_manuscript_prepared_data_artifacts.R; tests/test_h01_manuscript_prepared_adapter.R; tests/test_build_h01_manuscript_prepared_data.R; audit/findings/h01_manuscript_prepared_adapter.md; notebooks/preparation/06_model_ready_datasets.qmd; artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/*; artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv","Connected the verified manuscript-prepared metrics to the same shared H01 row sample-flow and exclusion implementation as the main data while preserving scenario-specific dose and MDER definitions restoring 62 negative L10 midpoints to ordinary clock time and recording unavailable support hours as unavailable","The formal sensitivity is a data sensitivity and must not preserve or recreate the manuscript-generating model chain or silently use a second H01 implementation","R 4.6.1 pure-adapter main-regression isolated deterministic production output-root and independent-rebuild tests pass including undeclared-file CSV/RDS and coordinated RDS/CSV/manifest tamper rejection; 45410 rows 12447 all-available near-eye 13763 chest and 640 paired days; sensitivity manifest 672312ba62871317b0910fbd781f7f6db92e6718fed26961e17a986a5eb989f5 shares implementation fingerprint e07db16818e565aff40fa6b9f79f34a31eb943d6c393343ca96471b795bacbed with main","No model was fitted; exact support hours are unavailable from retained manuscript-prepared artifacts and every later fit must reconcile its own stored model frame","REPORT-004; REPORT-005; REPORT-006"
"CHG-052","2026-07-30","verified","h01_prefit_checkpoint_handoff","audit/handoffs/H01_prefit_checkpoint.md; audit/decisions/h01_prefit_gate.md; audit/reconciliation/preparation06/clean_render_gate.md; audit/baseline/r0_natmed_checksums.csv; audit/ledgers/change_log.csv","Created a compact H01 pre-fit handoff with pinned manifests implementation fingerprints prepared sample counts verified repairs remaining limitations author gates and the safe boundary for a fresh H01 modelling task","A new task reduces conversation overhead only if it can resume from one self-contained verified checkpoint without inferring state from the discussion","The handoff reconciles the current Preparation 06 H01 and sensitivity hashes and records that no H01 model has been fitted; all cited production verifiers and HTML checks pass under R 4.6.1; all 33 protected R0_NatMed files match their baseline hashes and total 47690015 bytes","No scientific data model result or claim changed; task coordination and audit continuity improved","REPORT-002; REPORT-004; REPORT-005; REPORT-006"
"CHG-053","2026-07-31","in_progress","all_zero_medi_day_exclusion","scripts/pipeline/aggregation_coverage.R; scripts/pipeline/build_coverage_sample_flow.R; scripts/pipeline/verify_coverage_artifacts.R; scripts/pipeline/daily_coverage_rule_diagnostic.R; scripts/pipeline/build_reference_profiles.R; scripts/pipeline/build_metric_derivation.R; scripts/pipeline/build_mder_support_gate.R; scripts/pipeline/verify_reference_profile_artifacts.R; scripts/pipeline/verify_state_support_gate_artifacts.R; scripts/pipeline/verify_mder_support_gate_artifacts.R; tests/test_aggregation_coverage.R; tests/test_build_coverage_sample_flow.R; tests/test_daily_coverage_rule_diagnostic.R; notebooks/preparation/02_coverage_sample_flow.qmd; notebooks/preparation/04_metric_derivation.qmd; audit/findings/all_zero_medi_days.md; audit/decisions/all_zero_medi_day_exclusion.md","Added a rule-based exclusion for otherwise eligible participant-days whose every finite one-minute melEDI value is exactly zero while preserving raw rows reason codes and an all-zero-inclusive sensitivity path","Prevent complete flat inactive or failed signals from entering exposure metrics as fully observed days without invalidating ordinary zero measurements or choosing a near-zero cutoff","R 4.6.1 synthetic builder verifier and downstream contract tests pass; the independent full Preparation 02 reconstruction passes with exactly five exclusions 816 near-eye 902 chest and 643 paired eligible days; downstream profile metric model-data and HTML rebuild is in progress","Primary support loses two near-eye and three chest participant-days with no participant loss; metric model estimate and claim effects remain to be quantified","COVERAGE-002; DEV-057"
"CHG-054","2026-07-31","structurally_verified","hypothesis_formula_display_contract","audit/hypotheses/implementation_result_comparison_contract.qmd; audit/hypotheses/H01-H04_migration_map.md; audit/hypotheses/H05-H08_migration_map.md; audit/hypotheses/H09-H11_migration_map.md; notebooks/hypotheses/H01.qmd; notebooks/hypotheses/H02.qmd; notebooks/hypotheses/H03.qmd; notebooks/hypotheses/H04.qmd; notebooks/hypotheses/H05.qmd; notebooks/hypotheses/H06.qmd; notebooks/hypotheses/H07.qmd; notebooks/hypotheses/H08.qmd; notebooks/hypotheses/H09.qmd; notebooks/hypotheses/H10.qmd; notebooks/hypotheses/H11.qmd","Required every completed hypothesis audit to show in a visible evaluated R code cell the exact Wilkinson formula objects passed to all selected and fitted comparison models; added live formula displays to H01 and H02 and coordination requirements to H03-H11","Make model structure and every full reduced null or sensitivity comparison directly auditable from the same formula builders or fitted objects rather than relying on prose or separately typed equations","R 4.6.1 sources the H01 and H02 contracts and returns all 12 analysis-unit-specific H01 formula objects and all five H02 selected/comparison formula objects; completed H03-H11 audits remain required to replace their coordination note with live formula output","No scientific result changed; audit transparency and cross-task acceptance criteria changed","REPORT-002"
"CHG-055","2026-07-31","fit_stage_verified","h01_response_gate_resolution","scripts/hypotheses/H01/h01_contract.R; scripts/hypotheses/H01/h01_modeling.R; scripts/hypotheses/H01/run_h01_models.R; scripts/hypotheses/H01/audit_h01_major_gates.R; scripts/hypotheses/H01/plot_h01_l10_midpoint_gate.R; tests/hypotheses/H01/test_h01_contract.R; tests/hypotheses/H01/test_h01_modeling.R; tests/hypotheses/H01/test_h01_response_gate_repairs.R; tests/hypotheses/H01/test_h01_fit_outputs.R; audit/decisions/h01_gate_resolution.md; audit/ledgers/decision_register.csv; audit/ledgers/deviation_register.csv","Implemented the approved calendar-day cumulative pre-sleep construct with a non-truncating six-hour audit threshold and the strict-after-16 L10 midpoint conversion with a same-model noon sensitivity","The prior three-hour ceiling contradicted the actual calendar-day construct and the author approved a 16:00 nighttime clock cut after reviewing the L10 distribution","Preparations 04 and 06 passed independent reconstruction; jointly pinned manifests ea9d47f624a8777f8416447612bfcc2309cf2bac40fdf4fd5021c8767806dfbf and cb47b3678146604aadca875a96f79909e2d73355162683ff0603f038f3b31a25 reproduced; focused tests and the full fit-output verifier pass; Gate A has zero values above six hours and no truncation; Gate B uses identical primary/noon samples in all eight runs; all 32 families retain 17 planned rows and vector-wide BH with n=17; no fit has FAIL_MAJOR_GATE; production bootstrap and warning review remain open","No pre-sleep value or model row changed; the L10 response changes for observations after noon through 16:00 while raw clock values and model rows remain unchanged; fit-stage estimates and intervals were regenerated but final result and claim effects remain pending bootstrap and review","H01-007; H01-008"
"CHG-056","2026-07-31","verified","site_context_for_sensitivity_only_dates","scripts/pipeline/build_site_solar_context.R; scripts/pipeline/verify_site_solar_context_artifacts.R; scripts/pipeline/h01_manuscript_prepared_adapter.R; scripts/pipeline/build_h01_manuscript_prepared_data.R; scripts/pipeline/verify_h01_manuscript_prepared_data_artifacts.R; notebooks/preparation/06_model_ready_datasets.qmd; tests/test_site_solar_supplemental_dates.R","Added site and solar context for two IZTECH dates retained only by the manuscript-prepared-data sensitivity, while keeping those dates out of the main data","The sensitivity had participant-days on 2025-03-18 and 2025-03-19 that require declared photoperiod and latitude context; supplying those site-date keys prevents unmatched model covariates without changing main-data eligibility","R 4.6.1 independent reconstruction and regression tests pass with 618 site-date rows, exactly two declared supplemental IZTECH dates, zero unmatched main joins, and byte-stable repeated Preparation 06 manifests; the rendered Preparation 06 HTML has SHA-256 8afa6ad4a253deba41a59f4463c25e40ccadac7e4477cf4916fc625211b930e8","No main metric value, participant-day, or model sample changed; the sensitivity-only dates now receive the same verified site and solar covariates as all other model rows","REPORT-006"
"CHG-057","2026-07-31","verified","h02_h11_shared_input_repin","audit/decisions/h02_shared_input_transition.md; audit/findings/h02_h11_true_time_sequence_provenance.md; audit/handoffs/H01_prefit_checkpoint.md; artifacts/06_model_data/base/metrics_glasses_30_minute_context.rds; artifacts/06_model_data/base/metrics_chest_30_minute_context.rds; artifacts/12_manifests/base_model_data_artifacts.csv; artifacts/06_model_data/temporal_provenance/wall_outcome_links.rds; artifacts/06_model_data/temporal_provenance/true_utc_source_bins.rds; artifacts/06_model_data/temporal_provenance/artifact_manifest.csv","Closed the coordinator provenance gate after the final Preparation 02-06 regeneration by repinning H01 and approving the current six-artifact H02/H11 shared-input bundle","Concurrent preparation rebuilds correctly caused H01 and H02 workers to stop; an explicit coordinator record is required before either worker may treat regenerated scientific inputs as current","Independent R 4.6.1 base-model and temporal-provenance verifiers return PASS; the base data contain 816 near-eye and 902 chest participant-days; the temporal artifacts contain 123702 source bins and 123696 wall links; H01 checkpoint and worker handoff now share manifests ea9d47f624a8777f8416447612bfcc2309cf2bac40fdf4fd5021c8767806dfbf and cb47b3678146604aadca875a96f79909e2d73355162683ff0603f038f3b31a25","No estimate or claim is accepted by this change; H02 and H11 must rebuild hypothesis-specific frames and H01 still requires production bootstrap and final diagnostic review","H02-INPUT-001; COVERAGE-002; H01-007; H01-008"
"CHG-058","2026-07-31","approved","pilot_first_bootstrap_execution","audit/decisions/bootstrap_execution_policy.md; audit/hypotheses/implementation_result_comparison_contract.qmd; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Required a separate 50- or 100-replicate production-code pilot with runtime and output review before every future computation-heavy bootstrap or simulation","The author must be able to iterate on output presentation and understand the expected duration before approving a multi-hour production run","The policy fixes pilot labelling required runtime failure and resource reporting output-preview review and an explicit author confirmation gate; the already-running H01 production bootstrap is documented as the sole current exception","No scientific result changed; future expensive execution is now split into a non-inferential pilot and an author-approved full run","COMPUTE-001"
"CHG-059","2026-07-31","approved","shared_site_display_registry","config/site_display_registry.csv; audit/decisions/site_display_conventions.md; audit/hypotheses/implementation_result_comparison_contract.qmd; tests/test_site_display_registry.R; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Centralized the submitted manuscript's nine site names visible order and colour mapping for every hypothesis descriptive table figure and prose output","Independent tasks must not silently rename reorder or recolour sites and thereby make the rebuilt manuscript less recognizable","R 4.6.1 verifies the exact registry schema values order unique codes labels and complete agreement with config/site_metadata.csv; existing active workers were notified to consume the registry without changing model coding","No data model estimate or claim changed; presentation across all outputs is constrained to the submitted manuscript convention","DISPLAY-001"
"CHG-060","2026-07-31","approved","h03_h11_gated_workflow","audit/decisions/h03_h11_gated_workflow.md; audit/hypotheses/H03-H11_gated_workflow.qmd; audit/hypotheses/implementation_result_comparison_contract.qmd; audit/ledgers/hypothesis_stage_gates.csv; _quarto-nathealth.yml","Split every H03-H11 analysis into an audit-and-plan document an implementation-and-V0-comparison document an optional production-bootstrap document and a standalone reader-facing hypothesis report with author approval between stages","The author needs to approve analysis construction and preliminary outputs before expensive or publication-facing work while preserving V0 comparability only in audit materials","The workflow fixes file layout gate ownership exact formula and sample reporting V0 terminology recreated near-eye and chest displays gt table legibility interpreted diagnostics sensitivity timing and reopening rules; Quarto HTML rendering is required at every gate","No data model estimate or claim changed; H01 H02 and descriptives remain outside the new process and H03-H11 are blocked at Stage 1 until their individual audit reports are approved","AUDIT-002"
"CHG-061","2026-07-31","verified","r_4_6_1_renv_snapshot","renv.lock; scripts/environment/snapshot_renv_lock.R; scripts/environment/environment_audit.R; scripts/environment/run_environment_audit.R; scripts/environment/renv_status_timeout.R; tests/test_renv_lockfile.R; tests/test_environment_audit.R; tests/test_environment_smoke.R; audit/decisions/renv_lockfile_update.md; audit/environment/r-4.6.1-lock-snapshot.md; audit/environment/dependency-reconciliation.csv; audit/environment/environment-summary.csv; audit/environment/repository-reconciliation.csv; audit/environment/deterministic-environment-audit.md; audit/environment/renv-status/*","Updated the lockfile from the installed R 4.6.1 project library added explicit diagnostic and parameter-rendering dependencies and made environment validation bounded and reproducible","The R 4.5 lockfile and missing records no longer represented the environment used by active hypothesis tasks and unbounded status calls had previously consumed CPU for hours","The lockfile contains 246 records and SHA-256 3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350; lock audit smoke timeout and source-aware status checks pass with RENV_STATUS_SYNCHRONIZED=TRUE in about five seconds","No scientific data model estimate or claim changed; every task now has one synchronized R 4.6.1 dependency baseline and must route later dependency changes through the coordinator","ENV-001"
"CHG-062","2026-08-01","approved","h03_h11_same_task_continuity","audit/decisions/h03_h11_gated_workflow.md; audit/hypotheses/H03-H11_gated_workflow.qmd; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Clarified that one hypothesis task remains responsible for every H03-H11 stage and resumes after each explicit author approval instead of creating a replacement task per stage","A continuing hypothesis context preserves the audit evidence and decisions while the separate HTML gates retain author control over method results computation and reporting","The shared workflow and decision record now distinguish task continuity from stage authorization and preserve coordinator ownership of shared preparation central ledgers Quarto configuration and manuscript files","No data model result or claim changed; all future H03-H11 task prompts use one continuing staged task with mandatory pauses","AUDIT-003"
"CHG-063","2026-08-01","verified","h02_final_analysis_and_display_followup","audit/decisions/h02_final_analysis.md; audit/handoffs/H02_worker_handoff.md; scripts/hypotheses/H02/run_h02_global_time_diagnostic_sensitivity.R; artifacts/09_tables/H02/global_time_basis_model_comparison.csv; artifacts/08_diagnostics/H02/global_time_basis_residual_metrics.csv; artifacts/08_diagnostics/H02/global_time_basis_midnight_continuity.csv; artifacts/10_figures/H02/figure4_exact_layout_replication.png; artifacts/10_figures/H02/figure4_exact_layout_replication_chest.png; artifacts/12_manifests/H02/H02_worker_output_hashes.csv","Closed the H02 coordinator record; retained the cyclic common-time basis after a same-sample diagnostic comparison; clarified the placement-matched sample; corrected the standalone Figure 1 B/C panel tags and lower-right per-site day labels","The final H02 implementation and its H11 inheritance need one authoritative coordinator record while display-only follow-up changes must remain distinguishable from refitting or inferential changes","R 4.6.1 artifacts verify the 816-day near-eye 902-day chest and matched 643-day samples; the thin-plate alternative had higher AIC and weaker midnight continuity; all 185 inventory entries 37 handoff hashes and seven H02 tests passed","Primary fits estimates intervals and H11 inheritance were unchanged; standalone figure hashes changed without rerendering H02 QMD or HTML","H02-MODEL-001"
"CHG-064","2026-08-01","verified","h02_figure_label_position_and_response_family_candidates","audit/decisions/h02_final_analysis.md; audit/handoffs/H02_worker_handoff.md; scripts/hypotheses/H02/build_h02_figure1_exact.R; artifacts/10_figures/H02/figure4_exact_layout_replication.png; artifacts/10_figures/H02/figure4_exact_layout_replication.pdf; artifacts/10_figures/H02/figure4_exact_layout_replication_chest.png; artifacts/10_figures/H02/figure4_exact_layout_replication_chest.pdf; artifacts/12_manifests/H02/H02_worker_output_hashes.csv","Moved the per-site participant-day labels in standalone H02 Figure 1 Panel B to approximately 18:00 and 0.28 lx and documented candidate response-family sensitivities","The author requested a compromise label position; the exact-zero continuous response also warrants a transparent registry of plausible response-family checks before any later sensitivity is fitted","The 185-file manifest and authoritative handoff reproduce the revised standalone assets; H02-specific structural tests passed; Tweedie log hurdle scaled-t and Gaussian location-scale alternatives were assessed only in discussion","No model was refitted no bootstrap was rerun no inferential result changed and no Quarto document was rerendered; response-family candidates require a separate sensitivity gate","H02-MODEL-001"
"CHG-065","2026-08-01","verified","h02_preparation_website_integration","_quarto-nathealth.yml; audit/hypotheses/H02/H02_analysis_preparation.qmd; _build/nathealth/notebooks/hypotheses/H02.html; _build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html; artifacts/12_manifests/H02/H02_preparation_report_manifest.csv; artifacts/12_manifests/H02/H02_worker_output_hashes.csv; audit/handoffs/H02_worker_handoff.md","Added the H02 preparation and provenance companion immediately after H02 results in the Nature Health render graph and sidebar and rendered both pages with shared website chrome reciprocal links breadcrumbs and previous-next navigation","The H02 audit chain should be readable beside the result without mixing internal ledgers into the scientific report and the existing public-site navigation must remain available outside the Nature Health profile","Quarto 1.9.37 rendered both pages under R 4.6.1 with the explicit synchronized project library; the result HTML hash is aedbe9c5407996dc9751834471601e7cdab2e81eae4545ca577525e8d9fd9e60 and the preparation HTML hash is 1b5c75a8c986187c80309c4dd0cfcb7989dae77ea470c42a155fec7fb161b9e5; structural checks confirm adjacent navigation and reciprocal links with no inherited public sidebar; all 50 preparation identities and 194 worker identities were independently reverified and all eight H02 tests passed","No model fit prediction bootstrap Shapley computation estimate interval or claim changed; the final preparation-manifest worker-inventory and handoff hashes are recorded in audit/decisions/h02_final_analysis.md","H02-MODEL-001"
"CHG-066","2026-08-01","structurally_verified","h03_h11_preparation_companion_convention","audit/hypotheses/H03-H11_gated_workflow.qmd; _build/nathealth/audit/hypotheses/H03-H11_gated_workflow.html; audit/decisions/h03_h11_gated_workflow.md; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Extended the shared H03-H11 workflow with a final non-gated preparation-and-provenance companion following the verified H02 convention","The reader-facing result should remain concise while a separate reciprocal-linked page exposes the accepted data-to-result chain execution boundary inputs samples support parameters models diagnostics sensitivities scripts and manifests","The rendered workflow hash is f4764a1a40056fd221e711be51cd2ca74a577e29eadd3e1818b481f9786ade43; structural checks confirm the companion contract and Nature Health website navigation; the contract requires a no-refit boundary and non-circular preparation manifest and assigns website integration to the coordinator followed by worker-owned checksum and test closure","No analytical stage gate data model estimate interval or claim changed; companion pages enter the render graph and navigation only after they exist","AUDIT-002"
"CHG-067","2026-08-01","verified","h02_panel_b_label_at_15","audit/decisions/h02_final_analysis.md; audit/handoffs/H02_worker_handoff.md; scripts/hypotheses/H02/h02_figure4_pointwise.R; tests/hypotheses/H02/test_h02_reader_report.R; artifacts/10_figures/H02/figure4_exact_layout_replication.png; artifacts/10_figures/H02/figure4_exact_layout_replication.pdf; artifacts/10_figures/H02/figure4_exact_layout_replication_chest.png; artifacts/10_figures/H02/figure4_exact_layout_replication_chest.pdf; _build/nathealth/notebooks/hypotheses/H02.html; _build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html; artifacts/12_manifests/H02/H02_preparation_report_manifest.csv; artifacts/12_manifests/H02/H02_worker_output_hashes.csv","Moved the centred per-site participant-day labels in H02 Figure 1 Panel B from 18:00 to 15:00 for both near-eye and chest displays and refreshed the two H02 website pages and checksum chain","The author requested the final display position while retaining all accepted fitted values intervals and analytical decisions","The near-eye and chest PNG hashes are 2d31f38a169659b37a16c44b9845605186709e4dc7734a8f97342408711f9ac2 and a82659874f9246b27e8cc25733b7a8236bbf8327d67f6378f868cc8f9c2f2cb1; the result and preparation HTML hashes are 4b26e68b6364cf6fabcc43f209c709e098e378f864f0b59ebac4a22d06ffbe94 and 49c558f6ab535fecd8ded984b3be74b0e28c8b887a81c186d220d3defd166f45; all 50 preparation and 194 worker identities were verified and all eight H02 tests passed","No model fit bootstrap prediction simulation Shapley computation estimate interval or claim changed","H02-MODEL-001"
"CHG-068","2026-08-01","verified","h02_reader_facing_preparation_revision","audit/decisions/h02_final_analysis.md; audit/hypotheses/H02/H02_analysis_preparation.qmd; _build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.qmd; _build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html; artifacts/11_source_data/H02/preparation_response_distribution_positive_observations.csv; artifacts/11_source_data/H02/preparation_response_distribution_exact_zero_summary.csv; artifacts/12_manifests/H02/H02_preparation_report_manifest.csv; artifacts/12_manifests/H02/H02_worker_output_hashes.csv; audit/handoffs/H02_worker_handoff.md","Rewrote the H02 preparation and provenance page for scientific readers removed internal task mechanics changed the opening callout to a note and separated exact-zero observations from the histogram of positive transformed responses","The provenance page should explain the accepted analysis in plain language and the distribution display should not imply that the histogram height includes the separately reported zero mass","R verification confirms 12,107 of 37,756 near-eye observations were exact zero (32.1%) and 13,799 of 41,842 chest observations were exact zero (33.0%); the positive-observation CSV contains the complementary 25,649 and 28,043 rows; the authoring and website-copy QMD files are byte-identical; all 52 preparation and 196 worker identities match and all eight H02 tests passed","The accepted model frames still include exact-zero observations; no model bootstrap Shapley estimate interval claim result-report HTML or shared Quarto configuration changed","H02-MODEL-001; REPORT-003"
"CHG-069","2026-08-01","verified","hypothesis_preparation_provenance_contract","audit/decisions/hypothesis_preparation_provenance_companions.md; audit/decisions/h03_h11_gated_workflow.md; audit/hypotheses/H03-H11_gated_workflow.qmd; _build/nathealth/audit/hypotheses/H03-H11_gated_workflow.html; scripts/pipeline/hypothesis_preparation_provenance_contract.R; tests/test_hypothesis_preparation_provenance_contract.R; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Generalized the accepted H02 scientific preparation and provenance page into REPORT-007 for every hypothesis and added a reusable structural verifier","Each companion must be understandable without the internal workflow while exposing exact inputs samples transformations temporal ordering models inference diagnostics sensitivities scripts outputs and provenance under a bounded no-refit render","The decision workflow source rendered workflow HTML verifier and focused test hashes are 6208a73af729f62c7d23effe4e5b432215a47de45c8df4ba8f4cd4134ddd5cb0 d6205f25aef2912dccf690cdcde1e7c9b8e787c61f1fdb7763e02014f526f337 14a3ee8d53362417a88b478a5b46b23658c37f2e912814f240bd2ab4fccba314 6afff45a29a0bb96a49dbf46e611fce15dfd1618b4699da40d4b1f15cdbed026 and f7613c36ab0aa96996680a39c32904d3737247201daf2ca0cd1e4f9f4d894730; the reusable verifier passes against the H02 exemplar including all 52 manifest identities","No hypothesis model result figure estimate interval or claim changed and no hypothesis task was started; future tasks apply REPORT-007 during their next authorized execution","REPORT-007; AUDIT-002"
"CHG-070","2026-08-01","verified","four_stage_numbering_and_h01_stage3_transition","audit/decisions/h01_four_stage_workflow.md; audit/decisions/h03_h11_gated_workflow.md; audit/decisions/hypothesis_preparation_provenance_companions.md; audit/hypotheses/H03-H11_gated_workflow.qmd; _build/nathealth/audit/hypotheses/H03-H11_gated_workflow.html; audit/ledgers/hypothesis_stage_gates.csv; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Corrected the shared hypothesis workflow to number the standalone reader-facing report as Stage 3 and the scientific pipeline description as Stage 4 while treating production bootstrap or simulation as an unnumbered gate between Stages 2 and 3; mapped H01 onto that sequence","The author clarified that production computation is supporting execution rather than a reporting stage and that the result-producing pipeline description is the fourth stage","R 4.6.1 structural validation passes for the revised 13-column gate schema with H01 Stages 1 and 2 complete production verified and Stage 3 next; the preparation-companion contract test passes; Quarto rendered the shared workflow with source SHA-256 f4ade30d436e7b36efc1dadcdcc2718bfe13b0252de0c27ec829d70f688ecc4f and HTML SHA-256 cc5c4e8742848ae705492af6e863d7eb882ae3447e5248937ed6178d0703097f","No scientific data model bootstrap estimate interval diagnostic or claim changed; H01 proceeds from its preserved Stage 2 comparison and verified production outputs to a no-refit Stage 3 reader-facing report","H01-009; AUDIT-002; AUDIT-003; REPORT-007"
