within_omission_observed_range,difference_from_main,ratio_to_main,run_id,placement,metric_id,omitted_site,photoperiod_hours,response_estimate,response_lower_pointwise,response_upper_pointwise,main_response_estimate,main_pooled_eligible,main_loso_eligible
TRUE,-0.022744946403967736,0.9884729462377932,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,11,1.9504345731138943,1.6774191781304137,2.223449968097375,1.973179519517862,FALSE,FALSE
TRUE,-0.024722889228281142,0.9874869771361217,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,11.1,1.9510498314984908,1.689426522585641,2.2126731404113404,1.975772720726772,FALSE,FALSE
TRUE,-0.02668376020940655,0.986512030495021,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,11.2,1.9516540614735731,1.7007627013411701,2.202545421605976,1.9783378216829797,FALSE,FALSE
TRUE,-0.02862431588521752,0.985549621150074,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,11.3,1.9522452642479096,1.7113906547447262,2.193099873751093,1.980869580133127,FALSE,FALSE
TRUE,-0.030541304138771874,0.9846012515843261,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,11.4,1.9528214545958806,1.7212789296757884,2.1843639795159726,1.9833627587346525,FALSE,FALSE
TRUE,-0.032431485911498914,0.9836684019432534,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,11.5,1.9533806678539178,1.7304019691952457,2.17635936651259,1.9858121537654168,FALSE,FALSE
TRUE,-0.03429163882900155,0.9827525291206805,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,11.6,1.9539209558719806,1.738740437407674,2.169101474336287,1.988212594700982,FALSE,FALSE
TRUE,-0.03611857876382496,0.9818550571719814,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,11.7,1.9544403943982291,1.74628074540826,2.1626000433881982,1.990558973162054,FALSE,FALSE
TRUE,-0.037909232610478405,0.9809773429485643,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,11.8,1.95493711414197,1.7530132502610714,2.1568609780228685,1.9928463467524484,FALSE,FALSE
TRUE,-0.03966067559618458,0.9801206596056143,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,11.9,1.9554093221682083,1.7589303576400273,2.1518882866963893,1.9950699977643929,FALSE,FALSE
TRUE,-0.041370118138817524,0.9792862048181006,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,12,1.9558552949505468,1.764025602477768,2.1476849874233257,1.9972254130893643,FALSE,FALSE
TRUE,-0.04303490626518669,0.978475102650251,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,12.1,1.9562734093997114,1.7682917866582337,2.144255032141189,1.999308315664898,FALSE,FALSE
TRUE,-0.04465248699353053,0.977688422373143,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,12.2,1.9566621551311556,1.771720439390685,2.1416038708716263,2.001314642124686,FALSE,FALSE
TRUE,-0.046220371422318385,0.9769271979886727,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,12.3,1.957020127916562,1.7743028880731404,2.1397373677599836,2.0032404993388804,FALSE,FALSE
TRUE,-0.04773609756559338,0.9761924477565082,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,12.4,1.9573460325657255,1.776031991354844,2.138660073776607,2.005082130131319,FALSE,FALSE
TRUE,-0.04919718475347534,0.9754851972547766,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,12.5,1.9576386549948588,1.7769057089374074,2.13837160105231,2.006835839748334,FALSE,FALSE
TRUE,-0.05060102099622399,0.9748065347222961,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,12.6,1.9578968350333537,1.7769300304326439,2.1388636396340637,2.0084978560295776,FALSE,FALSE
TRUE,-0.05194438369362153,0.9741578445674602,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,12.7,1.9581195147772643,1.776117684376561,2.1401213451779677,2.010063898470886,FALSE,FALSE
TRUE,-0.053223478987943995,0.9735407866271911,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,12.8,1.958305671105375,1.7744948179506468,2.1421165242601035,2.011529150093319,FALSE,FALSE
TRUE,-0.054434220973094805,0.9729571601063746,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,12.9,1.9584542621601482,1.7721058272433345,2.144802697076962,2.012888483133243,FALSE,FALSE
TRUE,-0.05557241968823967,0.9724088137157455,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,13,1.9585642366958782,1.7690129967486237,2.1481154766431327,2.014136656384118,FALSE,FALSE
TRUE,-0.056633667078791916,0.9718977018326925,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,13.1,1.95863450570987,1.765292572810542,2.1519764386091977,2.015268172788662,FALSE,FALSE
TRUE,-0.0576129806054948,0.9714260561050764,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,13.2,1.9586638349911873,1.7610283978476244,2.1562992721347505,2.016276815596682,FALSE,FALSE
TRUE,-0.05850470821750786,0.9709964312605,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,13.3,1.958650792299574,1.756305782941639,2.1609958016575086,2.017155500517082,FALSE,FALSE
TRUE,-0.05930259611933164,0.9706116733326083,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,13.4,1.958593720009883,1.751206306863051,2.165981133156715,2.0178963161292147,FALSE,FALSE
TRUE,-0.05999978002737261,0.9702749247681518,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,13.5,1.9584906547112884,1.745803224492962,2.1711780849296147,2.018490434738661,FALSE,FALSE
TRUE,-0.06058864703612388,0.9699896911004641,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,13.6,1.9583391567047022,1.7401574531812982,2.176520860228106,2.018927803740826,FALSE,FALSE
TRUE,-0.06106109859599251,0.9697597199972006,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,13.7,1.958136428356133,1.7343192586171545,2.1819535980951117,2.0191975269521256,FALSE,FALSE
TRUE,-0.06140897533224732,0.9695888066525384,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,13.8,1.957879601430334,1.728333523861228,2.18742567899944,2.0192885767625812,FALSE,FALSE
TRUE,-0.06162411239103194,0.9694807736434596,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,13.9,1.957565747506114,1.7222416647146177,2.1928898302976103,2.019189859897146,FALSE,FALSE
TRUE,-0.061698360294119015,0.9694394680073148,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,14,1.9571918968809514,1.7160833481696014,2.1983004455923014,2.0188902571750704,FALSE,FALSE
TRUE,-0.06162364290351152,0.9694687408166532,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,14.1,1.9567550467354715,1.709897639168622,2.2036124543023208,2.018378689638983,FALSE,FALSE
TRUE,-0.06139204751061533,0.9695724114168538,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,14.2,1.9562521487376638,1.7037234809150443,2.2087808165602834,2.017644196248279,FALSE,FALSE
TRUE,-0.06099595722145201,0.969754211739592,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,14.3,1.9556801067744156,1.6975998692303982,2.213760344318433,2.0166760639958676,FALSE,FALSE
TRUE,-0.060428194057185136,0.9700177253474891,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,14.4,1.9550357678181818,1.6915654778744686,2.218506057761895,2.015463961875367,FALSE,FALSE
TRUE,-0.05968198083712539,0.9703664138927206,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,14.5,1.9543159410163085,1.6856586575767414,2.2229732244558758,2.013997921853434,FALSE,FALSE
TRUE,-0.058750998979408386,0.970803597278164,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,14.6,1.9535174143298946,1.6799170493228461,2.227117779336943,2.012268413309303,FALSE,FALSE
TRUE,-0.057629464176581546,0.9713324247809864,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,14.7,1.9526369687639717,1.6743769323133717,2.2308970052145716,2.0102664329405533,FALSE,FALSE
TRUE,-0.056312196054901564,0.9719558484811628,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,14.8,1.9516713942875208,1.6690724479011816,2.23427034067386,2.0079835903424224,FALSE,FALSE
TRUE,-0.054794918676584814,0.9726764840590774,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,14.9,1.95061751781436,1.664034004793477,2.2372010308352435,2.005412436490945,FALSE,FALSE
TRUE,-0.053074483764938396,0.9734965065505451,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,15,1.9494722320541436,1.6592868330452875,2.2396576310629994,2.002546715819082,FALSE,FALSE
TRUE,-0.05114882607550153,0.9744176735673343,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,15.1,1.9482325128394153,1.6548504812740537,2.241614544404777,1.9993813389149169,FALSE,FALSE
TRUE,-0.04901680191918456,0.9754414040088438,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,15.2,1.9468954211100153,1.6507389042946785,2.2430519379253524,1.9959122230292,FALSE,FALSE
TRUE,-0.04667781302367069,0.9765689613424373,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,15.3,1.9454580758650977,1.6469614727233703,2.243954679006825,1.9921358888887684,FALSE,FALSE
TRUE,-0.04413136607013124,0.9778016705577331,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,15.4,1.9439176078361056,1.6435243420621795,2.244310873610032,1.9880489739062368,FALSE,FALSE
TRUE,-0.04137696799120327,0.9791409738137691,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,15.5,1.9422711477830727,1.640430691123117,2.2441116044430283,1.983648115774276,FALSE,FALSE
TRUE,-0.03841412582397452,0.9805884357962541,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,15.6,1.940515826485673,1.6376804741404525,2.2433511788308933,1.9789299523096475,FALSE,FALSE
TRUE,-0.03524247871806763,0.9821456839594409,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,15.7,1.9386487998953772,1.6352695762061344,2.24202802358462,1.9738912786134448,FALSE,FALSE
TRUE,-0.03186255162262941,0.9838140376545826,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,15.8,1.9366673969009722,1.6331868386345842,2.24014795516736,1.9685299485236016,FALSE,FALSE
TRUE,-0.028275725897944914,0.9855945180997117,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,15.9,1.9345691198117207,1.6314138636616273,2.237724375961814,1.9628448457096657,FALSE,FALSE
TRUE,-0.02448375789595736,0.9874880845947638,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,16,1.9323515549220074,1.6299263220515279,2.234776787792487,1.9568353128179647,FALSE,FALSE
TRUE,-0.02048874458363148,0.9894956509348327,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,16.1,1.9300123722892617,1.6286936696747394,2.231331074903784,1.9505011168728932,FALSE,FALSE
TRUE,-0.016293114756538385,0.9916180888048486,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,16.2,1.9275493308617535,1.6276786989321266,2.2274199627913807,1.943842445618292,FALSE,FALSE
TRUE,-0.011899617386637473,0.9938562322536243,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,16.3,1.9249602832268335,1.626837010333603,2.223083556120064,1.936859900613471,FALSE,FALSE
TRUE,-0.007311293955650555,0.996210890092605,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,16.4,1.9222431751246898,1.6261164348148887,2.218369915434491,1.9295544690803403,FALSE,FALSE
TRUE,-0.0025313761995706674,0.9986828970725415,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,16.5,1.91939601975211,1.6254565402332894,2.2133354992709307,1.9219273959516807,FALSE,FALSE
TRUE,0.0024364016583808823,1.0012729500064068,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,16.6,1.91641703414085,1.6247868232985256,2.2080472449831743,1.913980632482469,FALSE,FALSE
TRUE,0.007587543795874563,1.0039814636129047,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,16.7,1.913304770818057,1.6240253522297519,2.2025841894063625,1.9057172270221825,FALSE,FALSE
TRUE,0.01291701298483483,1.006808673037325,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,16.8,1.9100580438470998,1.6230790474348054,2.197037040259394,1.897141030862265,FALSE,FALSE
TRUE,0.018419471222441475,1.0097547512684488,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,16.9,1.9066758414302671,1.6218439342201907,2.1915077486403436,1.8882563702078257,FALSE,FALSE
TRUE,0.024089232996874488,1.0128197760685147,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,17,1.90315739051622,1.620204637022453,2.1861101440099873,1.8790681575193455,FALSE,FALSE
TRUE,0.029920244052121348,1.0160037084301226,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,17.1,1.899502171438691,1.6180345532636644,2.1809697896137177,1.8695819273865697,FALSE,FALSE
TRUE,0.035905807829375025,1.0193062290874053,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,17.2,1.8957101055416954,1.6151958238345616,2.1762243872488294,1.8598042977123204,FALSE,FALSE
TRUE,0.042038449640939834,1.0227266383280578,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,17.3,1.891781866776245,1.6115398616669578,2.172023871885532,1.849743417135305,FALSE,FALSE
TRUE,0.04831020615746251,1.0262639878580913,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,17.4,1.8877188450317457,1.6069106699155555,2.168527020147936,1.8394086388742832,FALSE,FALSE
TRUE,0.05471296602722209,1.0299172437507471,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,17.5,1.8835233498666648,1.6011482367451049,2.1658984629882245,1.8288103838394427,FALSE,FALSE
TRUE,0.06123883568763522,1.0336854675133276,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,17.6,1.8791989297075928,1.5940929019528394,2.1643049574623463,1.8179600940199576,FALSE,FALSE
TRUE,0.06788007531304308,1.0375677766794689,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,17.7,1.874749720333591,1.5855959931936454,2.163903447473537,1.806869645020548,FALSE,FALSE
TRUE,0.07462894391621555,1.041563256078749,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,17.8,1.8701798934091531,1.5755295574971013,2.164830229321205,1.7955509494929376,FALSE,FALSE
TRUE,0.08147770158245926,1.045670949829003,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,17.9,1.8654936217137568,1.5637920897960786,2.1671951536314347,1.7840159201312975,FALSE,FALSE
TRUE,0.0884187130261822,1.0498899112599045,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,18,1.8606951271003547,1.550311806422262,2.1710784477784473,1.7722764140741725,FALSE,FALSE
TRUE,0.09544470905158886,1.0542193485348117,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,18.1,1.855788786043003,1.5350473226384032,2.1765302494476026,1.760344076991414,FALSE,FALSE
TRUE,0.10254890836447794,1.0586586975500658,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,18.2,1.8507791393025501,1.5179869007038995,2.1835713779012007,1.7482302309380722,FALSE,FALSE
TRUE,0.10972559908212998,1.0632079837957344,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,18.3,1.845670846706604,1.4991462318748594,2.1921954615383488,1.735945247624474,FALSE,FALSE
TRUE,0.11697065476111801,1.0678681699876236,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,18.4,1.8404686477444083,1.478564848546111,2.2023724469427055,1.7234979929832903,FALSE,FALSE
TRUE,0.12428021815683832,1.072640382627886,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,18.5,1.835177293045431,1.4563020323318085,2.2140525537590534,1.7108970748885928,FALSE,FALSE
TRUE,0.13165043209454708,1.0775257466816772,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,18.6,1.8298015332391393,1.4324318775936846,2.227171188884594,1.6981511011445922,FALSE,FALSE
TRUE,0.1390774393995,1.08252538072219,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,18.7,1.824346118955002,1.407038603380541,2.241653634529463,1.685268679555502,FALSE,FALSE
TRUE,0.14655738289695708,1.0876403917755513,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,18.8,1.8188158008224868,1.3802125525489102,2.2574190490960637,1.6722584179255298,FALSE,FALSE
TRUE,0.15408640541217156,1.092871869797324,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,18.9,1.8132153294710618,1.352047004016787,2.274383654925337,1.6591289240588902,FALSE,FALSE
TRUE,0.1616606497704034,1.0982208817537804,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,19,1.8075494555301952,1.3226357866059446,2.2924631244544456,1.6458888057597918,FALSE,FALSE
TRUE,0.16927625879690678,1.1036884652801942,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,19.1,1.8018229296293538,1.2920716014772589,2.311574257781449,1.632546670832447,FALSE,FALSE
TRUE,0.17692937531693875,1.1092756218876136,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,19.2,1.796040502398007,1.260444924723649,2.3316360800723652,1.6191111270810683,FALSE,FALSE
TRUE,0.18461614215575683,1.114983309688762,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,19.3,1.790206924465622,1.2278433573866225,2.3525704915446215,1.6055907823098652,FALSE,FALSE
TRUE,0.19233270213861853,1.1208124356130462,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,19.4,1.7843269464616678,1.1943513033393174,2.374302589584018,1.5919942443230493,FALSE,FALSE
TRUE,0.20007519857731149,1.1267638474439066,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,19.5,1.7784053188100977,1.1600498745368775,2.396760763083318,1.5783301202327862,FALSE,FALSE
TRUE,0.2078398701913815,1.1328383971050575,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,19.6,1.7724467513404194,1.1250166443555267,2.419876858325312,1.564606881149038,FALSE,FALSE
TRUE,0.2156233127481535,1.1390371400598913,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,19.7,1.7664557928701712,1.0893248995621092,2.443586686178233,1.5508324801220177,FALSE,FALSE
TRUE,0.22342254187461807,1.1453614007210429,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,19.8,1.7604367751330006,1.0530434404888218,2.4678301097771795,1.5370142332583825,FALSE,FALSE
TRUE,0.231235000041635,1.1518128013484201,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,19.9,1.7543937718169866,1.0162364987993995,2.492551044834574,1.5231587717753516,FALSE,FALSE
TRUE,0.23905850390519578,1.1583932444199216,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,20,1.7483305993199452,0.9789639431097131,2.517697255530177,1.5092720954147494,FALSE,FALSE
TRUE,0.24689098545472343,1.1651047136907178,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,20.1,1.742250990240605,0.9412827770773331,2.5432192034038765,1.4953600047858815,FALSE,FALSE
TRUE,0.2547303781857013,1.1719491780663709,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,20.2,1.7361586760713568,0.903247997746886,2.5690693543958276,1.4814282978856554,FALSE,FALSE
TRUE,0.26257461559361284,1.1789285847005488,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,20.3,1.7300573883045922,0.8649128307448761,2.595201945864308,1.4674827727109794,FALSE,FALSE
TRUE,0.27042165159204457,1.186044873469311,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,20.4,1.723950827372596,0.8263286811279718,2.62157297361722,1.4535291757805515,FALSE,FALSE
TRUE,0.2782697525351834,1.1933002773446406,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,20.5,1.717842195770991,0.7875415318961009,2.648142859645881,1.4395724432358077,FALSE,FALSE
FALSE,0.28611800163184875,1.2006979081963922,loso__chest__omit_baua,chest,duration_below_10_pre_sleep,BAUA,20.6,1.711733266898436,0.7485842768131433,2.6748822569837287,1.4256152652665872,FALSE,FALSE
FALSE,0.019017257847297797,1.0097293129046008,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,10.3,1.973652496097797,1.594810206514592,2.352494785681002,1.9546352382504992,FALSE,FALSE
TRUE,0.018195160523202025,1.0092960519886385,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,10.4,1.9754949417034244,1.612084443287939,2.3389054401189098,1.9572997811802224,FALSE,FALSE
TRUE,0.01737325939331913,1.0088640719286526,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,10.5,1.977336979583952,1.6289695222628935,2.3257044369050104,1.9599637201906328,FALSE,FALSE
TRUE,0.016552077857522773,1.0084336410683084,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,10.6,1.9791774401961777,1.645406425535274,2.3129484548570813,1.962625362338655,FALSE,FALSE
TRUE,0.015732454347708646,1.0080051901411284,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,10.7,1.9810142365853995,1.6613287687372909,2.3006997044335082,1.965281782237691,FALSE,FALSE
TRUE,0.014915381680074447,1.0075792266328034,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,10.8,1.9828446180905304,1.6766692017261482,2.2890200344549125,1.967929236410456,FALSE,FALSE
TRUE,0.014101905897213829,1.007156281324649,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,10.9,1.9846652833655338,1.691364023865269,2.2779665428657987,1.97056337746832,FALSE,FALSE
TRUE,0.013293049491897468,1.0067368677610973,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,11,1.9864725690097595,1.7053573103525896,2.2675878276669295,1.973179519517862,FALSE,FALSE
TRUE,0.012489719619876993,1.0063214354003647,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,11.1,1.988262440346649,1.7186031809065365,2.257921699786761,1.975772720726772,FALSE,FALSE
TRUE,0.011692609066823678,1.0059103197333996,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,11.2,1.9900304307498033,1.7310668929763395,2.248993968523267,1.9783378216829797,FALSE,FALSE
TRUE,0.010902189225101777,1.005503739031809,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,11.3,1.9917717693582289,1.7427257686877293,2.2408177700287286,1.980869580133127,FALSE,FALSE
TRUE,0.01011871265283193,1.0051017962338304,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,11.4,1.9934814713874844,1.7535690770855097,2.233393865689459,1.9833627587346525,FALSE,FALSE
TRUE,0.009342268501341344,1.0047045076663605,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,11.5,1.995154422266758,1.763597463230392,2.226711381303124,1.9858121537654168,FALSE,FALSE
TRUE,0.008572854407304265,1.0043118399059299,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,11.6,1.9967854491082864,1.772821942261413,2.22074895595516,1.988212594700982,FALSE,FALSE
TRUE,0.0078103413951067235,1.0039236925408443,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,11.7,1.9983693145571608,1.781261042160973,2.2154775869533485,1.990558973162054,FALSE,FALSE
TRUE,0.007054286125998344,1.0035398043293675,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,11.8,1.9999006328784468,1.7889350783112858,2.2108661874456077,1.9928463467524484,FALSE,FALSE
TRUE,0.006303835294618754,1.0031597063269373,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,11.9,2.0013738330590116,1.7958606884785793,2.206886977639444,1.9950699977643929,FALSE,FALSE
TRUE,0.005557764368454787,1.0027827426649143,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,12,2.002783177457819,1.8020474743233876,2.2035188805922505,1.9972254130893643,FALSE,FALSE
TRUE,0.004814406461522092,1.0024080360311616,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,12.1,2.00412272212642,1.8074945343869417,2.2007509098658984,1.999308315664898,FALSE,FALSE
TRUE,0.004071666966028786,1.0020344961658334,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,12.2,2.005386309090715,1.8121898495720388,2.1985827686093913,2.001314642124686,FALSE,FALSE
TRUE,0.0033270524366315612,1.00166083525055,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,12.3,2.006567551775512,1.8161118240699272,2.1970232794810967,2.0032404993388804,FALSE,FALSE
TRUE,0.002577650981607782,1.0012855588022416,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,12.4,2.0076597811129266,1.8192321983476185,2.1960873638782346,2.005082130131319,FALSE,FALSE
TRUE,0.0018202288330995131,1.0009070143142988,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,12.5,2.0086560685814336,1.821521954497098,2.1957901826657693,2.006835839748334,FALSE,FALSE
TRUE,0.0010513017251700951,1.0005234268595378,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,12.6,2.0095491577547477,1.8229567741425838,2.1961415413669116,2.0084978560295776,FALSE,FALSE
TRUE,2.66796679552872e-4,1.0001327304469056,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,12.7,2.0103306951504387,1.8235174216700847,2.1971439686307925,2.010063898470886,FALSE,FALSE
TRUE,-5.376750056407253e-4,0.9997327033487853,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,12.8,2.0109914750876783,1.8232008213187396,2.198782128856617,2.011529150093319,FALSE,FALSE
TRUE,-0.0013665218824043812,0.9993211139644074,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,12.9,2.0115219612508386,1.822028417916931,2.2010155045847464,2.012888483133243,FALSE,FALSE
TRUE,-0.002224126129234616,0.9988957421919784,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,13,2.0119125302548833,1.8200471610646054,2.203777899445161,2.014136656384118,FALSE,FALSE
TRUE,-0.003114731636230772,0.9984544331725734,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,13.1,2.012153441152431,1.8173246774998377,2.2069822048050245,2.015268172788662,FALSE,FALSE
TRUE,-0.004042127655618621,0.997995251631943,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,13.2,2.0122346879410635,1.8139399895813513,2.2105293863007756,2.016276815596682,FALSE,FALSE
TRUE,-0.005009466174466404,0.9975165691622772,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,13.3,2.0121460343426154,1.8099744008699068,2.2143176678153242,2.017155500517082,FALSE,FALSE
TRUE,-0.006019182728467687,0.9970171000956016,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,13.4,2.011877133400747,1.8055040805819438,2.2182501862195503,2.0178963161292147,FALSE,FALSE
TRUE,-0.0070727626517221864,0.996496013788325,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,13.5,2.011417672086939,1.8005934786149143,2.2222418655589635,2.018490434738661,FALSE,FALSE
TRUE,-0.00817016871063947,0.995953214029991,loso__chest__omit_tum,chest,duration_below_10_pre_sleep,TUM,13.6,2.0107576350301866,1.7952890332641944,2.2262262367961787,2.018927803740826,FALSE,FALSE
