run_id,data_scenario,placement,sensitivity,key_rule,metric_id,metric_order,manuscript_name,method_id,grid_points,recorded_photoperiod_min,recorded_photoperiod_max,any_pointwise_detected_increase,any_pointwise_detected_decrease,plateau_pattern,last_detected_increase,plateau_transition_lower,plateau_start,plateau_tail_span_hours,plateau_start_fraction_of_recorded_range,derivative_before_transition,derivative_before_lower,derivative_before_upper,derivative_at_plateau_start,derivative_at_plateau_start_lower,derivative_at_plateau_start_upper,derivative_at_recorded_end,derivative_at_recorded_end_lower,derivative_at_recorded_end_upper,disposition
prep_common_gap__near_eye,gap_timing_unaware,near_eye,preparation_exact_common,preparation_common,l10_mean_medi,3,Darkest 10 h mean,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,14.654882347981136,14.654882347981136,14.757864189788148,5.766983141192682,0.4343434343434344,0.06296097749557616,8.309400996573124e-4,0.12509101489149502,0.060177438460583495,-0.0011925988190257322,0.12154747574019273,-0.0734561347065234,-0.20470054569546697,0.05778827628242017,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_gap__near_eye,gap_timing_unaware,near_eye,preparation_exact_common,preparation_common,duration_above_1000,4,"Time above 1,000 lx melEDI",CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,14.757864189788148,14.757864189788148,14.860846031595159,5.664001299385671,0.4444444444444444,0.14273137832485885,0.0029298933396516846,0.282532863310066,0.13864230911483405,-0.001141341332685869,0.27842595956235394,0.10268433177239998,-0.16814711886912542,0.3735157824139254,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_gap__near_eye,gap_timing_unaware,near_eye,preparation_exact_common,preparation_common,duration_above_250_wake,5,Time above 250 lx melEDI during wake,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,14.44891866436711,14.44891866436711,14.551900506174123,5.972946824806707,0.4141414141414142,0.1106013537343508,3.5266129361523346e-4,0.22085004617508636,0.1071298961768386,-0.004816855605572892,0.21907664795925008,0.06187363796701393,-0.1544253995035352,0.2781726754375631,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_gap__near_eye,gap_timing_unaware,near_eye,preparation_exact_common,preparation_common,duration_below_10_pre_sleep,6,Time below 10 lx melEDI before sleep,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,FALSE,TRUE,FALSE,,,,,,,,,,,,-0.08425950366710476,-0.15317423836729382,-0.015344768966915681,NO_POINTWISE_DETECTED_PRIOR_INCREASE
prep_common_gap__near_eye,gap_timing_unaware,near_eye,preparation_exact_common,preparation_common,duration_below_1_sleep_environment,7,Time below 1 lx melEDI during sleep,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,FALSE,TRUE,FALSE,,,,,,,,,,,,0.05749125277442379,-0.04368680130460544,0.158669306853453,NO_POINTWISE_DETECTED_PRIOR_INCREASE
prep_common_gap__near_eye,gap_timing_unaware,near_eye,preparation_exact_common,preparation_common,longest_bout_above_250,8,Longest continuous period above 250 lx melEDI,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,FALSE,20.52484733098083,,,,,,,,,,,0.043118659749711,0.025601597824338657,0.06063572167508334,POINTWISE_DETECTED_INCREASE_AT_RECORDED_END
prep_common_gap__near_eye,gap_timing_unaware,near_eye,preparation_exact_common,preparation_common,dose_time_sensitive_corrected_medi,9,melEDI dose,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,14.345936822560098,14.345936822560098,14.44891866436711,6.07592866661372,0.404040404040404,0.07071340003402721,1.406230793294938e-4,0.14128617698872492,0.06889785443486451,-0.0030813582122554,0.14087706708198444,0.06910365203230598,-0.06748720431203714,0.2056945083766491,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_gap__chest,gap_timing_unaware,chest,preparation_exact_common,preparation_common,daily_geometric_mean_medi,1,Mean melEDI,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,15.581718924244246,15.581718924244246,15.684700766051257,4.840146564929572,0.5252525252525253,0.04566793979224958,3.7598151723508555e-4,0.09095989806726408,0.04485564982503221,-0.0010859237261525018,0.09079722337621692,0.03164867130601857,-0.06559083906887914,0.12888818168091629,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_gap__chest,gap_timing_unaware,chest,preparation_exact_common,preparation_common,m10_mean_medi,2,Brightest 10 h mean,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,FALSE,20.52484733098083,,,,,,,,,,,0.07324061860888002,0.03779160891688688,0.10868962830087317,POINTWISE_DETECTED_INCREASE_AT_RECORDED_END
prep_common_gap__chest,gap_timing_unaware,chest,preparation_exact_common,preparation_common,l10_mean_medi,3,Darkest 10 h mean,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,14.036991297139062,14.036991297139062,14.139973138946074,6.384874192034756,0.3737373737373737,0.053342841333901776,0.0020482124600971416,0.10463747020770642,0.050271240631134896,-6.220206120771676e-4,0.10116450187434696,-0.04742061628548125,-0.1495203150009831,0.05467908243002059,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_gap__chest,gap_timing_unaware,chest,preparation_exact_common,preparation_common,duration_above_1000,4,"Time above 1,000 lx melEDI",CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,13.419100246296988,13.419100246296988,13.522082088104,7.00276524287683,0.31313131313131304,0.1750863073205889,0.010816808190158539,0.33935580645101926,0.166179041448979,-0.00319574953582763,0.3355538324337856,0.1434474022889988,-0.18186689253247393,0.46876169711047155,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_gap__chest,gap_timing_unaware,chest,preparation_exact_common,preparation_common,duration_above_250_wake,5,Time above 250 lx melEDI during wake,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,13.00717287906894,13.00717287906894,13.110154720875952,7.414692610104877,0.27272727272727276,0.14486873515844542,0.004319256168152735,0.28541821414873814,0.13667755028986509,-5.383831275055095e-4,0.27389348370723565,0.12344554187485707,-0.14258876662078424,0.38947985037049837,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_gap__chest,gap_timing_unaware,chest,preparation_exact_common,preparation_common,duration_below_10_pre_sleep,6,Time below 10 lx melEDI before sleep,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,FALSE,FALSE,FALSE,,,,,,,,,,,,-0.1388320283190601,-0.4143232315679082,0.13665917492978796,NO_POINTWISE_DETECTED_PRIOR_INCREASE
prep_common_gap__chest,gap_timing_unaware,chest,preparation_exact_common,preparation_common,duration_below_1_sleep_environment,7,Time below 1 lx melEDI during sleep,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,FALSE,TRUE,FALSE,,,,,,,,,,,,0.056180226259500164,-0.023894841188669573,0.1362552937076699,NO_POINTWISE_DETECTED_PRIOR_INCREASE
prep_common_gap__chest,gap_timing_unaware,chest,preparation_exact_common,preparation_common,longest_bout_above_250,8,Longest continuous period above 250 lx melEDI,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,13.831027613525038,13.831027613525038,13.934009455332049,6.590837875648781,0.3535353535353535,0.037978284402437376,9.43175656854478e-4,0.07501339314802027,0.036857137250110236,-7.295226210546971e-4,0.07444379712127516,0.028931545814098972,-0.044696964595965435,0.10256005622416338,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_gap__chest,gap_timing_unaware,chest,preparation_exact_common,preparation_common,dose_time_sensitive_corrected_medi,9,melEDI dose,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,13.110154720875952,13.110154720875952,13.213136562682964,7.311710768297866,0.2828282828282828,0.09047436149328071,0.002398208486845105,0.17855051449971632,0.08650183622443988,-0.0012254487186280916,0.17422912116750786,0.10655354542170932,-0.14033949435163573,0.3534465851950544,DERIVATIVE_DEFINED_PLATEAU_PATTERN
exact_period__near_eye,primary,near_eye,longest_period_exact_only,exact_period,longest_bout_above_250,8,Longest continuous period above 250 lx melEDI,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,15.37575524063022,15.37575524063022,15.478737082437233,5.046110248543597,0.5050505050505051,0.03764360510378275,7.116660873842523e-4,0.07457554412018125,0.03619612863688988,-8.490071982147143e-4,0.07324126447199447,0.015100805031688392,-0.07160705034745753,0.10180866041083432,DERIVATIVE_DEFINED_PLATEAU_PATTERN
exact_period__chest,primary,chest,longest_period_exact_only,exact_period,longest_bout_above_250,8,Longest continuous period above 250 lx melEDI,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,13.728045771718026,13.728045771718026,13.831027613525038,6.693819717455792,0.3434343434343435,0.05170951007313579,8.419801592951873e-4,0.1025770399869764,0.049116875191809184,-0.0022722646685709516,0.10050601505218931,0.005200852967723188,-0.09535817675291136,0.10575988268835773,DERIVATIVE_DEFINED_PLATEAU_PATTERN
dose_common_corrected__near_eye,primary,near_eye,observed_dose_common_sample,dose_common,dose_time_sensitive_corrected_medi,9,melEDI dose,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,14.242954980753087,14.242954980753087,14.345936822560098,6.178910508420731,0.3939393939393939,0.07222515847393692,0.0024040549190600252,0.14204626202881382,0.07028015691459517,-6.911608336109126e-4,0.14125147466280125,0.06993574209910584,-0.06869785987060902,0.20856934406882072,DERIVATIVE_DEFINED_PLATEAU_PATTERN
dose_common_corrected__chest,primary,chest,observed_dose_common_sample,dose_common,dose_time_sensitive_corrected_medi,9,melEDI dose,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,13.110154720875952,13.110154720875952,13.213136562682964,7.311710768297866,0.2828282828282828,0.09181822115908189,0.001784159916065689,0.1818522824020981,0.08721141496618609,-0.0026928725145862475,0.17711570244695843,0.11563098958415358,-0.12688703970626397,0.3581490188745711,DERIVATIVE_DEFINED_PLATEAU_PATTERN
dose_common_observed__near_eye,primary,near_eye,observed_dose_common_sample,dose_common,dose_time_sensitive_corrected_medi,9,melEDI dose,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,14.345936822560098,14.345936822560098,14.44891866436711,6.07592866661372,0.404040404040404,0.07139265764979494,0.0021868959298135954,0.1405984193697763,0.06959812770377365,-7.385852238577656e-4,0.13993484063140504,0.06760344419235079,-0.06568405590171542,0.200890944286417,DERIVATIVE_DEFINED_PLATEAU_PATTERN
dose_common_observed__chest,primary,chest,observed_dose_common_sample,dose_common,dose_time_sensitive_corrected_medi,9,melEDI dose,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,13.110154720875952,13.110154720875952,13.213136562682964,7.311710768297866,0.2828282828282828,0.09064001103503458,0.0032376799506499687,0.1780423421194192,0.0866267831287519,-4.4121571186471475e-4,0.1736947819693685,0.10236983347588234,-0.1336564028603544,0.3383960698121191,DERIVATIVE_DEFINED_PLATEAU_PATTERN
