run_id,site,clock_bin,time_hour,eta,standard_error,lower_eta,upper_eta,estimate_melEDI_lx,lower_melEDI_lx,upper_melEDI_lx,simultaneous_critical_value,equal_site_deviation_eta,deviation_standard_error,site_to_equal_site_ratio,ratio_lower,ratio_upper,deviation_simultaneous_critical_value,display_order,display_name,color_hex,pointwise_lower_melEDI_lx,pointwise_upper_melEDI_lx
main__chest__all_available,THUAS,960,16.25,2.3832115184004095,0.13569286775248657,1.9100810426280743,2.8563419941727446,241.56375448824457,81.19822106263176,718.2597558470854,3.486774829133679,0.2780637481189642,0.1261221626863887,1.8969843505124595,0.6934172127235803,5.189587971078652,3.4654427171698163,2,Delft (NL),#117733,130.89610559854367,445.72524012075513
main__chest__all_available,THUAS,990,16.75,2.3243623181837063,0.12894277998597908,1.8747678785300723,2.77395675783734,210.93880458796235,74.84935133894878,594.1329886285688,3.486774829133679,0.30580808570948514,0.11982653130472354,2.0221254060507987,0.7772417223258746,5.260900232632794,3.4654427171698163,2,Delft (NL),#117733,117.83402293794074,377.5465512870075
main__chest__all_available,THUAS,1020,17.25,2.2391886445910516,0.12276813605842672,1.8111237979628705,2.6672534912192325,173.35572741722575,64.63271135042208,464.6864850116884,3.486774829133679,0.32919393004325054,0.1138106409194352,2.133997616626683,0.8605768781262846,5.291736210347145,3.4654427171698163,2,Delft (NL),#117733,99.5707025452497,301.76292065293404
main__chest__all_available,THUAS,1050,17.75,2.119761286521294,0.11678086556076744,1.7125727039595655,2.5269498690830217,131.65323471674236,51.49085245694821,336.3727278505574,3.486774829133679,0.34295302121430515,0.10814074426081606,2.2026881795447184,0.9293888686182432,5.220457636338412,3.4654427171698163,2,Delft (NL),#117733,77.68126390697269,223.0760450574123
main__chest__all_available,THUAS,1080,18.25,1.9651196377357203,0.11144941520865848,1.5765206220645018,2.353718653406939,92.1825608511718,37.615565346725184,225.69725264517783,3.486774829133679,0.34333681592358234,0.10339726094572202,2.204635599450854,0.9660943250121842,5.030997492201113,3.4654427171698163,2,Delft (NL),#117733,55.70624454137363,152.5006830819187
main__chest__all_available,THUAS,1110,18.75,1.7848279238822962,0.10852629397812098,1.406421173740222,2.16323467402437,60.82954344289188,25.39301336979914,145.52457604785295,3.486774829133679,0.3293299895430101,0.10072991697623492,2.1346662784375683,0.955556194842998,4.768741121548795,3.4654427171698163,2,Delft (NL),#117733,37.23535596061108,99.33414676629448
main__chest__all_available,THUAS,1140,19.25,1.592049201447557,0.10908998513910262,1.2116769871539663,1.9724214157411468,38.98851768688712,16.180846705261295,93.7472207630534,3.486774829133679,0.30291682780483714,0.1009373868962219,2.008708085961989,0.8976852628368706,4.494791595283557,3.4654427171698163,2,Delft (NL),#117733,23.7911337437052,63.853106258955194
main__chest__all_available,THUAS,1170,19.75,1.4021978123904486,0.11272297074221611,1.0091581953413171,1.79523742943958,25.146304289560224,10.113114370611726,62.307592547393625,3.486774829133679,0.26833290191372344,0.10402275522839556,1.8549529649324543,0.8088127753264367,4.254199002634419,3.4654427171698163,2,Delft (NL),#117733,15.079758053697397,41.88854013525062
main__chest__all_available,THUAS,1200,20.25,1.2281465385010966,0.11899796352622728,0.8132274345596797,1.6430656424425134,16.81011412013054,6.404702442517974,43.86080559914837,3.486774829133679,0.23065218974866983,0.1100455282084271,1.7007958588566796,0.7067986567337466,4.092688244303954,3.4654427171698163,2,Delft (NL),#117733,9.783592149429818,28.831986997494106
main__chest__all_available,THUAS,1230,20.75,1.064335088624664,0.12891479580761986,0.6148382234997471,1.513831953749581,11.496717790938408,4.019440396456566,32.54614864639062,3.486774829133679,0.1942976018055889,0.11957147895865727,1.5642191620939867,0.6024617664910267,4.061306000068732,3.4654427171698163,2,Delft (NL),#117733,6.381368763844293,20.649299788784276
main__chest__all_available,THUAS,1260,21.25,0.8977115561496238,0.14292962783309027,0.3993481274837602,1.3960749848154874,7.801536600872526,2.408118938421358,24.792870787947987,3.486774829133679,0.16202749596130986,0.1326709527833466,1.4522035562848168,0.5038066652951114,4.185921533314681,3.4654427171698163,2,Delft (NL),#117733,4.04547817736468,14.960815178291016
main__chest__all_available,THUAS,1290,21.75,0.713301899715141,0.15980924749109074,0.15608303810041124,1.2705207613298708,5.067754808031408,1.3324617630635425,18.54321299496152,3.486774829133679,0.1346814753102004,0.1483202982345103,1.3635826770312265,0.41752835841300945,4.453248934196732,3.4654427171698163,2,Delft (NL),#117733,2.4123580329845677,10.529730876457357
main__chest__all_available,THUAS,1320,22.25,0.4952950762878939,0.17818670265830067,-0.12600183342739607,1.116591986003184,3.0282040667747863,0.6481663420285558,12.979525412562351,3.486774829133679,0.11161123429778216,0.1655568065955998,1.293037839571595,0.3450512496514364,4.845502968770416,3.4654427171698163,2,Delft (NL),#117733,1.2997663744028805,6.890924244455242
main__chest__all_available,THUAS,1350,22.75,0.245889870913463,0.19839437337774593,-0.44586663642181035,0.9376463782487364,1.6615292983649483,0.25820641859576265,8.562562444197404,3.486774829133679,0.0914530035525953,0.1847623134199703,1.2343917303166376,0.28259845950643503,5.391830325385783,3.4654427171698163,2,Delft (NL),#117733,0.6195219452559152,4.21256543244759
main__chest__all_available,THUAS,1380,23.25,-0.011636347220077869,0.22162275930722591,-0.7843850059356651,0.7611123114955093,0.8735620864788887,0.06429146189644519,5.669156383954699,3.486774829133679,0.07283741906746839,0.20720871552774237,1.182598759396865,0.2263432173730518,6.178845745671163,3.4654427171698163,2,Delft (NL),#117733,0.25808903800575944,2.546892352549151
main__chest__all_available,THUAS,1410,23.75,-0.25248921623738996,0.2478913566344256,-1.116830558910105,0.6118521264353253,0.45912741082872066,0,3.9912133368914913,3.486774829133679,0.05478734226734967,0.23343609012811448,1.134455179458503,0.17612781355304843,7.307128432685578,3.4654427171698163,2,Delft (NL),#117733,0.0826638692051411,1.6114685181059887
main__chest__all_available,BAUA,0,0.25,-0.7270244748483599,0.22069559767319535,-1.496540329715871,0.0424913800191512,0.08748888449399417,0,1.002786345264935,3.486774829133679,-0.2380249993324056,0.21156454567289676,0.5780627713685813,0.10685877387130856,3.1270859241259297,3.4654427171698163,3,Dortmund (DE),#DDCC77,0,0.4076109104592457
main__chest__all_available,BAUA,30,0.75,-0.8162840028935108,0.19723769422883883,-1.504007430486991,-0.1285605753000304,0.05265674469755749,0,0.6437713146108855,3.486774829133679,-0.19322578580738653,0.18786694706038384,0.6408763041153802,0.14313046120840411,2.869566923134271,3.4654427171698163,3,Dortmund (DE),#DDCC77,0,0.2717874915051164
main__chest__all_available,BAUA,60,1.25,-0.8749377391367134,0.17671862031074223,-1.491115776275441,-0.2587597019979856,0.03337126207477489,0,0.4511125462676187,3.486774829133679,-0.15368152261684986,0.16776838699712743,0.7019698791671367,0.1840461523207463,2.6773812168545867,3.4654427171698163,3,Dortmund (DE),#DDCC77,0,0.19609044457327748
main__chest__all_available,BAUA,90,1.75,-0.9201326720310696,0.1589472928573041,-1.474346091924857,-0.3659192521372822,0.02018972125830971,0,0.33060666524053617,3.486774829133679,-0.12393629823364367,0.15061272608999332,0.7517331492013063,0.22600805979083047,2.5003653769299805,3.4654427171698163,3,Dortmund (DE),#DDCC77,0,0.14626250759498063
main__chest__all_available,BAUA,120,2.25,-0.9649572576488146,0.1426520311441732,-1.4623527691671114,-0.46756174613051776,0.00840335970822463,0,0.24075187471321385,3.486774829133679,-0.1050164028439419,0.13506169777709132,0.7852059776494654,0.26726064994619403,2.30691808712049,3.4654427171698163,3,Dortmund (DE),#DDCC77,0,0.10636478327491342
main__chest__all_available,BAUA,150,2.75,-1.0076266891833623,0.127530724978475,-1.452297610979479,-0.5629557673872461,0,0,0.17355473258489093,3.486774829133679,-0.09321112462263446,0.1207755552211999,0.8068427025084227,0.30778546532829354,2.115093855704731,3.4654427171698163,3,Dortmund (DE),#DDCC77,0,0.07471449558128057
main__chest__all_available,BAUA,180,3.25,-1.0341056156557815,0.11498703511175155,-1.4350395153601474,-0.6331717159514156,0,0,0.13271709342447613,3.486774829133679,-0.08156142888114543,0.10878915823805808,0.828778681194261,0.347885217578996,1.9744273906841896,3.4654427171698163,3,Dortmund (DE),#DDCC77,0,0.055333394094721766
main__chest__all_available,BAUA,210,3.75,-1.0301731938621148,0.1061832203954986,-1.400410174013493,-0.6599362137107365,0,0,0.11880829714456212,3.486774829133679,-0.06323571352890235,0.10009528486168752,0.8644985844189769,0.38894644873050066,1.921492804219575,3.4654427171698163,3,Dortmund (DE),#DDCC77,0,0.050640619796473885
main__chest__all_available,BAUA,240,4.25,-0.985373767210055,0.10051987627539152,-1.3358639416347218,-0.6348835927853882,0.00342516746893671,0,0.13180158819295723,3.486774829133679,-0.03516799237962696,0.09448855443907173,0.9222146300865202,0.4338976867636361,1.9600930124545983,3.4654427171698163,3,Dortmund (DE),#DDCC77,0,0.06279519040648165
main__chest__all_available,BAUA,270,4.75,-0.8944253268810954,0.09694212276952922,-1.2324406804366768,-0.5564099733255141,0.02751893386935169,0,0.17770904608510743,3.486774829133679,-2.060275397141493e-4,0.0913382101778686,0.9995257165662708,0.4822437826605478,2.0716734854839,3.4654427171698163,3,Dortmund (DE),#DDCC77,0,0.09750483978919738
main__chest__all_available,BAUA,300,5.25,-0.7552466394208419,0.09597311084551811,-1.089883266590651,-0.4206100122510328,0.07569255580577353,0,0.2796557552147765,3.486774829133679,0.03334313491835438,0.09069524863392192,1.0797995320305924,0.5236534221528255,2.2266006103426266,3.4654427171698163,3,Dortmund (DE),#DDCC77,0.013932996533021297,0.1709300650810003
main__chest__all_available,BAUA,330,5.75,-0.5677618082059551,0.09819984159664656,-0.9101625441100568,-0.22536107230185343,0.17054417754176812,0.02298084022528423,0.49516711601311225,3.486774829133679,0.05473781944668402,0.09273390696718212,1.1343258243327294,0.5412199251876361,2.3773978301002887,3.4654427171698163,3,Dortmund (DE),#DDCC77,0.0736880898403808,0.32141146274921395
main__chest__all_available,BAUA,360,6.25,-0.3299213791759867,0.10266542574143596,-0.6878926014735185,0.02804984312154512,0.36781982357664855,0.10516694821541896,0.9667185393891768,3.486774829133679,0.0552099079344904,0.09675062314202904,1.1355595340452234,0.5247182453055124,2.457500700419151,3.4654427171698163,3,Dortmund (DE),#DDCC77,0.19434596309467014,0.6435311326518733
main__chest__all_available,BAUA,390,6.75,-0.03590236904445797,0.1076951135449142,-0.4114109801735583,0.33960624208464235,0.8206565153746926,0.28778322651270527,2.0857789645115052,3.486774829133679,0.03191343510604861,0.10163355249319007,1.0762506706994242,0.4783085903424622,2.4216907861755583,3.4654427171698163,3,Dortmund (DE),#DDCC77,0.4662641756116268,1.3968427384380488
main__chest__all_available,BAUA,420,7.25,0.2998824958380785,0.11291605887214314,-0.09383037604228683,0.6935953677184439,1.894722543174036,0.7056930621906715,4.838503520717994,3.486774829133679,-0.01029490282524587,0.10687376560230036,0.9765738641658114,0.41623652247708226,2.291236978668191,3.4654427171698163,3,Dortmund (DE),#DDCC77,1.0983152524876694,3.22042675413383
main__chest__all_available,BAUA,450,7.75,0.6499642456598793,0.11879810959353576,0.23574198738047464,1.064186503939284,4.3664681936120155,1.6208459235398915,11.492750897483424,3.486774829133679,-0.06007658594519662,0.1124831292987127,0.8708100128524074,0.35491109224635864,2.1366198325456542,3.4654427171698163,3,Dortmund (DE),#DDCC77,2.5129086669572964,7.534915975757609
main__chest__all_available,BAUA,480,8.25,0.9891426364065669,0.12510664240835154,0.5529239446996986,1.4253613281134352,9.653099085567606,3.472102766527824,26.529396741953654,3.486774829133679,-0.10342345918079184,0.11824162546069204,0.7880913138043008,0.30677287821064236,2.024585493073887,3.4654427171698163,3,Dortmund (DE),#DDCC77,5.445466972231849,17.053278930199113
main__chest__all_available,BAUA,510,8.75,1.2900293602653858,0.1308577187132368,0.8337579604582165,1.7463007600725553,19.399764225014813,6.719585213808883,55.65717480019509,3.486774829133679,-0.12857172314536852,0.12358904139489306,0.7437522230923131,0.2774198505474026,1.99397183822013,3.4654427171698163,3,Dortmund (DE),#DDCC77,10.70321313950401,35.09701036358752
main__chest__all_available,BAUA,540,9.25,1.5341561368837462,0.13551894462874275,1.0616320918814852,2.0066801818860074,34.11024125402412,11.4247653548602,101.450059426154,3.486774829133679,-0.13007154317416647,0.12819349911379468,0.7411881321750654,0.26649019151253356,2.061463666482917,3.4654427171698163,3,Dortmund (DE),#DDCC77,18.458543371635272,62.962094002877
main__chest__all_available,BAUA,570,9.75,1.7308802972250377,0.13959934577231617,1.2441288122225966,2.2176317822274787,53.71214419074826,17.444007818880998,164.95617714610552,3.486774829133679,-0.11042096809182853,0.13217145640655137,0.7754950533209977,0.27011358120101503,2.226443317108844,3.4654427171698163,3,Dortmund (DE),#DDCC77,28.559631844684755,100.93922053496064
main__chest__all_available,BAUA,600,10.25,1.8881277429213328,0.1434266978342379,1.38803114308715,2.3882243427555157,77.1907893977462,24.3360577642416,244.3693077485105,3.486774829133679,-0.07867907434564306,0.1356431906964533,0.8342974681997352,0.2826553553864214,2.4625475943765762,3.4654427171698163,3,Dortmund (DE),#DDCC77,40.359133812357626,147.5518541754378
main__chest__all_available,BAUA,630,10.75,2.011032901864257,0.1465544984717659,1.5000303654965936,2.522035438231921,102.4729631910064,31.524987716320517,332.58669926957566,3.486774829133679,-0.04669641212334607,0.1383866776608269,0.8980563496770189,0.2976682290154884,2.7094097675880873,3.4654427171698163,3,Dortmund (DE),#DDCC77,52.840905243499286,198.6350372909512
main__chest__all_available,BAUA,660,11.25,2.105429955655145,0.14832751487841953,1.5882453103091203,2.6226146010011693,127.3764485440603,38.64764483634937,419.2866492283425,3.486774829133679,-0.02452452445573922,0.14012143196321217,0.9450950217523292,0.30895318707027675,2.891067765350032,3.4654427171698163,3,Dortmund (DE),#DDCC77,65.16996331145252,248.86972679246355
main__chest__all_available,BAUA,690,11.75,2.172222925999035,0.1489571094936306,1.6528430259961344,2.6916028260019353,148.56985778829673,44.86173131400796,491.4897579750494,3.486774829133679,-0.0168159964289001,0.14090295165195574,0.9620197843254564,0.31253085203356384,2.9612502554922377,3.4654427171698163,3,Dortmund (DE),#DDCC77,75.80534458336032,291.0880149693393
main__chest__all_available,BAUA,720,12.25,2.213353440739975,0.14903520846953758,1.6937012271937006,2.733005654286249,163.3381511225199,49.297074298926475,540.6613633289242,3.486774829133679,-0.02152636932019344,0.14097263075988525,0.9516420649330752,0.30898760214592363,2.930935136104247,3.4654427171698163,3,Dortmund (DE),#DDCC77,83.31608435411039,320.1263622079426
main__chest__all_available,BAUA,750,12.75,2.2360913576834975,0.14855239933004505,1.7181225908920816,2.7540601244749134,172.12308233620735,52.15436696993552,567.5231826987656,3.486774829133679,-0.03122498600199801,0.14032638667624509,0.9306256404998198,0.30372599205471645,2.8514651541567035,3.4654427171698163,3,Dortmund (DE),#DDCC77,87.9915000147563,336.6043367908999
main__chest__all_available,BAUA,780,13.25,2.2499253980700034,0.14691458929000234,1.7376673061011108,2.762183490038896,177.69739682523235,54.55970784918174,578.240345415922,3.486774829133679,-0.03626251303511752,0.1387243904771632,0.9198933662109372,0.3040857426369789,2.782780270659048,3.4654427171698163,3,Dortmund (DE),#DDCC77,91.51742772773878,344.94258744057794
main__chest__all_available,BAUA,810,13.75,2.2629741388960145,0.1439377615458882,1.761095574975966,2.764852702816063,183.12053160736028,57.58934060756682,581.8058226170907,3.486774829133679,-0.02837803000217705,0.13612730408872617,0.936746264676345,0.3161408345682785,2.7756413232203587,3.4654427171698163,3,Dortmund (DE),#DDCC77,95.58884450055209,350.7221191059531
main__chest__all_available,BAUA,840,14.25,2.279387869624035,0.14030282958734838,1.7901834949626363,2.768592244285433,190.1776896692159,61.58555761650861,586.8380222018924,3.486774829133679,-0.00331224661872478,0.1328283335171016,0.9924022800176978,0.34385771458764164,2.8641564333241263,3.4654427171698163,3,Dortmund (DE),#DDCC77,100.91814207388889,358.3069004097517
main__chest__all_available,BAUA,870,14.75,2.2985442523819963,0.13644561334163582,1.822789122236674,2.774299382527319,198.7585426737503,66.39502019245597,594.601977379266,3.486774829133679,0.0384179516530171,0.12904121809679975,1.0924912106456106,0.3901512495518003,3.0591649948809048,3.4654427171698163,3,Dortmund (DE),#DDCC77,107.3275730265608,368.0058677975587
main__chest__all_available,BAUA,900,15.25,2.316067157811135,0.13199710258171765,1.855822983010626,2.7763113326116446,206.94614931109393,71.65017803179389,597.3634366141383,3.486774829133679,0.09254188786413114,0.12462158329750764,1.2374905406019523,0.45779698657147583,3.3451134083431056,3.4654427171698163,3,Dortmund (DE),#DDCC77,114.01890364638,375.54423224207545
main__chest__all_available,BAUA,930,15.75,2.32559621575333,0.12641076311181937,1.884830348803458,2.7663620827032016,211.53925093986317,76.60617886372513,583.8317405963029,3.486774829133679,0.15304812868601866,0.11943039272337046,1.422486418895035,0.5484902905190754,3.689158489981418,3.4654427171698163,3,Dortmund (DE),#DDCC77,119.5287797429434,374.3180341438992
main__chest__all_available,BAUA,960,16.25,2.3192242564755383,0.12020874632772537,1.90008342553831,2.7383650874127667,208.45675288070908,79.3480835387036,547.3760023752601,3.486774829133679,0.21407648619409397,0.1137826916574578,1.6371048163436737,0.6603422513228104,4.058671354629816,3.4654427171698163,3,Dortmund (DE),#DDCC77,121.13260662733663,358.68069755482185
main__chest__all_available,BAUA,990,16.75,2.2893892211693347,0.11436821777292376,1.890612998185825,2.6881654441528444,194.6104323731612,77.63435478987654,487.6142490913262,3.486774829133679,0.27083498869511324,0.10822024020570478,1.865670689774951,0.7866905719535479,4.42451866944564,3.4654427171698163,3,Dortmund (DE),#DDCC77,116.10682440943546,326.1472119655055
main__chest__all_available,BAUA,1020,17.25,2.22933630101908,0.10910545982635106,1.8489101299755033,2.6097624720626564,169.4650338893551,70.517140870673245,407.05753092516886,3.486774829133679,0.3193415864712792,0.10294387859111076,2.0861310466429237,0.9174776048053715,4.743377626847575,3.4654427171698163,3,Dortmund (DE),#DDCC77,103.53191637105692,277.3463864486472
main__chest__all_available,BAUA,1050,17.75,2.1322996236240126,0.10392859420344604,1.7699240173281885,2.4946752299198365,135.51246921663005,58.77406423025575,312.27425252493947,3.486774829133679,0.35549135831702294,0.0979298148963129,2.2672079633152555,1.0378179895516146,4.952922382026666,3.4654427171698163,3,Dortmund (DE),#DDCC77,84.74052006135497,216.66837664044988
main__chest__all_available,BAUA,1080,18.25,1.9961222149808608,0.09920264870181564,1.650224916503979,2.342019513457742,99.0110814536414,44.591498475639725,219.6958627917708,3.486774829133679,0.3743393931687227,0.09368127586267797,2.3677693429548636,1.1212237745041782,5.000189782736376,3.4654427171698163,3,Dortmund (DE),#DDCC77,63.24153684164601,154.98001473768926
main__chest__all_available,BAUA,1110,18.75,1.8258693352305928,0.0966165340013138,1.4889892363966737,2.162749434064512,66.86830937272767,30.731115371190526,145.36195965495455,3.486774829133679,0.37037140089130655,0.09130703954039304,2.3462344154264874,1.1322754360451908,4.86172865443313,3.4654427171698163,3,Dortmund (DE),#DDCC77,43.201646302018055,103.47006819004831
main__chest__all_available,BAUA,1140,19.25,1.6281007637345228,0.09714715069057678,1.2893705239845632,1.9668310034844825,42.37180943646172,19.370204990753496,92.54692373109472,3.486774829133679,0.3389683900918028,0.0915177087577562,2.182571048711756,1.0515235721838216,4.530204085469598,3.4654427171698163,3,Dortmund (DE),#DDCC77,27.296548162217235,65.7424041644351
main__chest__all_available,BAUA,1170,19.75,1.4124093539992917,0.10022093401873217,1.0629615239105088,1.761857184088074,25.74695305318259,11.460098215776435,57.69059742085021,3.486774829133679,0.2785444435225668,0.09416457190914984,1.899085175024888,0.8958236290146383,4.02593142800476,3.4654427171698163,3,Dortmund (DE),#DDCC77,16.342957445111733,40.52924716332171
main__chest__all_available,BAUA,1200,20.25,1.1898162711687008,0.10534251934617204,0.8225106262749405,1.557121916062461,15.38161528655944,6.545239322154941,35.967987962742995,3.486774829133679,0.1923219224162745,0.09924753411627674,1.5571194245488225,0.7053185046905898,3.437625535389707,3.4654427171698163,3,Dortmund (DE),#DDCC77,9.523847382036356,24.804843392301986
main__chest__all_available,BAUA,1230,20.75,0.9587253801073524,0.11365738409731836,0.5624276740916443,1.3550230861230608,8.993380838877508,3.551133174761279,22.54764694217736,3.486774829133679,0.08868789328827704,0.1074692463839092,1.2265574460650448,0.5203066493661676,2.8914548186733784,3.4654427171698163,3,Dortmund (DE),#DDCC77,5.344537591308919,15.087621298246047
main__chest__all_available,BAUA,1260,21.25,0.7152835319094695,0.12583348207244785,0.2765305139570142,1.1540365498619247,5.0913885141369395,1.7902990407890962,14.157275765988103,3.486774829133679,-0.0204005282788442,0.1190774247360672,0.9541122496924628,0.3689295799546848,2.4674903680128524,3.4654427171698163,3,Dortmund (DE),#DDCC77,2.8420797375873152,9.060361753761985
main__chest__all_available,BAUA,1290,21.75,0.4559828368058211,0.14067851993835342,-0.03453148551501006,0.9464971591266522,2.757477614442376,0.8235672291438887,8.740913860280749,3.486774829133679,-0.12263758759911944,0.13305654576402082,0.7539844903250018,0.2607729709666085,2.1800288946489284,3.4654427171698163,3,Dortmund (DE),#DDCC77,1.4144606873826486,5.291475912887959
main__chest__all_available,BAUA,1320,22.25,0.1745998175196671,0.15672842804250722,-0.37187692038863607,0.7210765554279703,1.3948575784596786,0.3247399187271034,5.161099984609808,3.486774829133679,-0.2090840244704444,0.14833713351412134,0.6178968419127396,0.18917430038361288,2.018226082885042,3.4654427171698163,3,Dortmund (DE),#DDCC77,0.636915587893383,2.9323679083331275
main__chest__all_available,BAUA,1350,22.75,-0.12241963998391137,0.1742989299500688,-0.7301607616787456,0.4853214817109228,0.6543629670706704,0.08613979801846294,2.9571833221352306,3.486774829133679,-0.27685650734477907,0.1652741377458753,0.5286198810734958,0.1413824280056205,1.9764760204503495,3.4654427171698163,3,Dortmund (DE),#DDCC77,0.2435268877032253,1.556532593103112
main__chest__all_available,BAUA,1380,23.25,-0.4139718875991348,0.1947241712220379,-1.0929312264400532,0.26498745124178363,0.28550331094819126,0,1.7407188138968823,3.486774829133679,-0.32949812131158823,0.18525418595976864,0.4682759770561392,0.10678594840284213,2.0534760796491236,3.4654427171698163,3,Dortmund (DE),#DDCC77,0.06009425588203213,0.8282831662712832
main__chest__all_available,BAUA,1410,23.75,-0.6817586922649533,0.2182070950433812,-1.4425976988005953,0.07908031427068851,0.10808525533762088,0,1.099721147598483,3.486774829133679,-0.3744821337602139,0.20894929348242056,0.4221996473698605,0.07969224452872013,2.236761472755287,3.4654427171698163,3,Dortmund (DE),#DDCC77,0,0.45708229386081
main__chest__all_available,TUM,0,0.25,-0.06267956933950744,0.3071219609726146,-1.1335446923329964,1.0081855536539814,0.7656063439134463,0,10.090266773422108,3.486774829133679,0.4263199061764469,0.28470646353503876,2.6688238261552013,0.27522378653364743,25.879378758503176,3.4654427171698163,5,Munich (DE),#DDCC77,0.11645740534440871,3.3615324961094366
main__chest__all_available,TUM,30,0.75,-0.2702111732901965,0.275083350458157,-1.229364875581457,0.6889425290010639,0.4367707311049439,0,4.785876993429587,3.486774829133679,0.352847043795928,0.2530004698770666,2.2534454208976147,0.2992873824912978,16.967024211627358,3.4654427171698163,5,Munich (DE),#DDCC77,0.055108417537574866,1.7575575867836992
main__chest__all_available,TUM,60,1.25,-0.4418665032691535,0.24701103268520191,-1.3031383545542323,0.4194053480159251,0.2615209726195886,0,2.526668996683285,3.486774829133679,0.2793897132507106,0.22615141758455592,1.9027849742014,0.31309413347392756,11.563904496946188,3.4654427171698163,5,Munich (DE),#DDCC77,0.018577084747818454,1.002214765372007
main__chest__all_available,TUM,90,1.75,-0.5884503843340997,0.222523208453671,-1.3643387064684265,0.187437937800227,0.15795836503036162,0,1.4397064808982658,3.486774829133679,0.20774598946332684,0.203173938113682,1.6134146254514847,0.31890280947086463,8.162696208101542,3.4654427171698163,5,Munich (DE),#DDCC77,0,0.6041855190724432
main__chest__all_available,TUM,120,2.25,-0.7172417705743201,0.199882338099597,-1.4141864758483829,-0.02029706530025754,0.0917600920177692,0,0.8543395771370733,3.486774829133679,0.14269908423055158,0.1821933967400774,1.3889898886181813,0.32457742042483384,5.944014553317754,3.4654427171698163,5,Munich (DE),#DDCC77,0,0.372629051471671
main__chest__all_available,TUM,150,2.75,-0.8226897390314963,0.17876503486586243,-1.44600316293099,-0.1993763151320027,0.05042161978103932,0,0.5318641053610104,3.486774829133679,0.0917258255292316,0.16279989151764482,1.2351674136524795,0.3369396552089981,4.527928120549145,3.4654427171698163,5,Munich (DE),#DDCC77,0,0.2370414317480999
main__chest__all_available,TUM,180,3.25,-0.8896022347298254,0.1611239839024969,-1.4514052861707918,-0.32779918328885904,0.02894299849801993,0,0.37011143673920377,3.486774829133679,0.06294195204481046,0.1465122787886299,1.1559577261444518,0.35909721962919733,3.721104457486045,3.4654427171698163,5,Munich (DE),#DDCC77,0,0.1668056184238443
main__chest__all_available,TUM,210,3.75,-0.9050487311828362,0.14859901758713906,-1.4231800453396657,-0.3869174170260069,0.02443749754894811,0,0.31028211248754856,3.486774829133679,0.06188874915037511,0.13473051687961057,1.153157821830474,0.39353907514199593,3.3790112495665077,3.4654427171698163,5,Munich (DE),#DDCC77,0,0.14333242903186197
main__chest__all_available,TUM,240,4.25,-0.8617926774226581,0.14047457451264214,-1.351595887966602,-0.371989466878714,0.03746980688420004,0,0.3246298625427533,3.486774829133679,0.08841309740777056,0.1271228582726794,1.2257815984862184,0.4445044509277218,3.3802598017893595,3.4654427171698163,5,Munich (DE),#DDCC77,0,0.159138791662674
main__chest__all_available,TUM,270,4.75,-0.7591858049220016,0.13540413357737213,-1.2313095296402372,-0.28706208020376606,0.07410618326814872,0,0.41634255543485976,3.486774829133679,0.13503349441937976,0.12278960890873689,1.3646883824170697,0.5122867679721799,3.635413790748653,3.4654427171698163,5,Munich (DE),#DDCC77,0,0.2207756696253482
main__chest__all_available,TUM,300,5.25,-0.6008678157317293,0.1340092987370594,-1.0681280654379637,-0.13360756602549484,0.15068721423849654,0,0.6351778841191316,3.486774829133679,0.18772195860746657,0.12185064402784908,1.5407137506726722,0.5827141064242366,4.073693832604154,3.4654427171698163,5,Munich (DE),#DDCC77,0.03692375008789825,0.3589713569947879
main__chest__all_available,TUM,330,5.75,-0.393363001116939,0.13703394864746885,-0.8711695239977306,0.08444352176385256,0.3042378718805725,0.03453351088286194,1.114628652669396,3.486774829133679,0.229136626535701,0.12460324016957584,1.6948709131862505,0.6270919638555538,4.580807246680767,3.4654427171698163,5,Munich (DE),#DDCC77,0.11779875600268835,0.6502717649154856
main__chest__all_available,TUM,360,6.25,-0.1417579824095643,0.1432033463643435,-0.6410758059604692,0.35755984114134065,0.6215094399217491,0.12851998876644966,2.1780321087282712,3.486774829133679,0.24337330470091276,0.13007081126372555,1.751351443687877,0.6203265352986853,4.944544050224691,3.4654427171698163,5,Munich (DE),#DDCC77,0.278066865165462,1.2769412764283499
main__chest__all_available,TUM,390,6.75,0.15284724392957794,0.15031442760851213,-0.3712653187114188,0.6769598065705746,1.3218285939142784,0.3253384864203329,4.652912362777463,3.486774829133679,0.22066304808008452,0.1367009693090578,1.6621225747770616,0.5583849052668677,4.947575458300006,3.4654427171698163,5,Munich (DE),#DDCC77,0.621500073148753,2.701935336817988
main__chest__all_available,TUM,420,7.25,0.470569998025006,0.1578033294677827,-0.07965467911674773,1.0207946751667598,2.8550851401089736,0.732425395031154,10.390463454645152,3.486774829133679,0.16039259936168235,0.1438194121828884,1.4467470296010023,0.4591923717640896,4.558170162144252,3.4654427171698163,5,Munich (DE),#DDCC77,1.3497100700199063,5.923637667891045
