frame_id,run_id,placement,placement_label,metric_id,instrument_id,participants,participant_days,observations,sites,derivation_hours,domain,assessment,assessment_basis,evidence
primary__glasses__all_available__longest_period_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MCTQ,131,478,478,9,11325.55,Join and sample identity,acceptable,Prespecified quantitative or identity rule,131 participants; 478 participant-days; 478 observations; 9 sites; frame hash 4a84638249c0cb5e0be8b0e5add1eff77115390fcdb24560ff63791921dd35bc
primary__glasses__all_available__longest_period_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MCTQ,131,478,478,9,11325.55,Site and instrument support,acceptable,Prespecified quantitative or identity rule,minimum site participants 5; minimum within-site predictor range 2.060
primary__glasses__all_available__longest_period_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MCTQ,131,478,478,9,11325.55,Clock representation,acceptable,Prespecified quantitative or identity rule,Fixed outcome-specific linear clock support retained
primary__glasses__all_available__longest_period_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MCTQ,131,478,478,9,11325.55,Chronotype linearity,acceptable,Prespecified quantitative or identity rule,spline AIC improvement -3.795; maximum anchored departure 0.263 h
primary__glasses__all_available__longest_period_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MCTQ,131,478,478,9,11325.55,Response and residual distribution,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,Q-Q r 0.996; skewness 0.058; excess kurtosis -0.650; maximum |standardized residual| 2.596; quantitative screen acceptable; author visual adjudication H09-002 using Figure 2: acceptable
primary__glasses__all_available__longest_period_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MCTQ,131,478,478,9,11325.55,Residual heteroscedasticity,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,"|Spearman(abs residual, fitted)| 0.018; site residual-SD ratio 1.787; quantitative screen acceptable; author visual adjudication H09-002 using Figure 2: acceptable"
primary__glasses__all_available__longest_period_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MCTQ,131,478,478,9,11325.55,Convergence and Hessian,acceptable,Prespecified quantitative or identity rule,5/5 declared fits converged; 5/5 had a positive-definite Hessian; maximum optimizer gradient 0.000004
primary__glasses__all_available__longest_period_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MCTQ,131,478,478,9,11325.55,Singularity and variance,acceptable,Prespecified quantitative or identity rule,isSingular(tolerance = 1e-4) false for 5/5 declared fits
primary__glasses__all_available__longest_period_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MCTQ,131,478,478,9,11325.55,Fixed-effect rank,acceptable,Prespecified quantitative or identity rule,fixed-effect model matrices are full rank for 5/5 declared fits
primary__glasses__all_available__longest_period_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MCTQ,131,478,478,9,11325.55,Temporal dependence,acceptable,Prespecified quantitative or identity rule,one-day residual correlation 0.011; corCAR1 phi 0.150; slope change -0.012 h
primary__glasses__all_available__longest_period_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MCTQ,131,478,478,9,11325.55,Participant influence,acceptable,Prespecified quantitative or identity rule,10 DFBETA flags; 0 sign reversals; 0 material participant-deletion changes; maximum |DFBETA| 0.566
primary__glasses__all_available__longest_period_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MCTQ,131,478,478,9,11325.55,Site influence,acceptable,Prespecified quantitative or identity rule,0 leave-site-out sign reversals; 0 material changes; maximum slope change 0.141 h
primary__glasses__all_available__longest_period_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MCTQ,131,478,478,9,11325.55,Placement and common sample,acceptable,Prespecified quantitative or identity rule,"Near-eye and chest fits use separately fitted, exactly matched paired/common frames"
primary__glasses__all_available__longest_period_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MCTQ,131,478,478,9,11325.55,Prepared-data sensitivity,not acceptable,Prespecified quantitative or identity rule,Registered fifth outcome is unavailable in the gap-timing-unaware artifact; the limitation is explicit
primary__glasses__all_available__longest_period_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MCTQ,131,478,478,9,11325.55,Multiplicity,acceptable,Prespecified quantitative or identity rule,Main and interaction tests reproduce complete five-member BH families
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MEQ,132,482,482,9,11419.816666666668,Questionnaire scoring,acceptable,Prespecified quantitative or identity rule,Pinned msf_sc/meq aggregates accepted under H09-G4; item-level reconstruction unavailable
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MEQ,132,482,482,9,11419.816666666668,Join and sample identity,acceptable,Prespecified quantitative or identity rule,132 participants; 482 participant-days; 482 observations; 9 sites; frame hash 25847f9665b9a73dec8045d1f8a79ca480b67e410a1acb06784e078260661ce3
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MEQ,132,482,482,9,11419.816666666668,Site and instrument support,acceptable,Prespecified quantitative or identity rule,minimum site participants 5; minimum within-site predictor range 1.800
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MEQ,132,482,482,9,11419.816666666668,Clock representation,acceptable,Prespecified quantitative or identity rule,Fixed outcome-specific linear clock support retained
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MEQ,132,482,482,9,11419.816666666668,Chronotype linearity,acceptable,Prespecified quantitative or identity rule,spline AIC improvement -3.343; maximum anchored departure 0.271 h
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MEQ,132,482,482,9,11419.816666666668,Response and residual distribution,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,Q-Q r 0.996; skewness 0.047; excess kurtosis -0.636; maximum |standardized residual| 2.533; quantitative screen acceptable; author visual adjudication H09-002 using Figure 2: acceptable
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MEQ,132,482,482,9,11419.816666666668,Residual heteroscedasticity,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,"|Spearman(abs residual, fitted)| 0.013; site residual-SD ratio 1.823; quantitative screen acceptable; author visual adjudication H09-002 using Figure 2: acceptable"
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MEQ,132,482,482,9,11419.816666666668,Convergence and Hessian,acceptable,Prespecified quantitative or identity rule,5/5 declared fits converged; 5/5 had a positive-definite Hessian; maximum optimizer gradient 0.000005
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MEQ,132,482,482,9,11419.816666666668,Singularity and variance,acceptable,Prespecified quantitative or identity rule,isSingular(tolerance = 1e-4) false for 5/5 declared fits
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MEQ,132,482,482,9,11419.816666666668,Fixed-effect rank,acceptable,Prespecified quantitative or identity rule,fixed-effect model matrices are full rank for 5/5 declared fits
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MEQ,132,482,482,9,11419.816666666668,Temporal dependence,acceptable,Prespecified quantitative or identity rule,one-day residual correlation 0.022; corCAR1 phi 0.162; slope change -0.016 h
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MEQ,132,482,482,9,11419.816666666668,Participant influence,acceptable,Prespecified quantitative or identity rule,14 DFBETA flags; 0 sign reversals; 0 material participant-deletion changes; maximum |DFBETA| 0.265
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MEQ,132,482,482,9,11419.816666666668,Site influence,acceptable,Prespecified quantitative or identity rule,0 leave-site-out sign reversals; 0 material changes; maximum slope change 0.134 h
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MEQ,132,482,482,9,11419.816666666668,Placement and common sample,acceptable,Prespecified quantitative or identity rule,"Near-eye and chest fits use separately fitted, exactly matched paired/common frames"
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MEQ,132,482,482,9,11419.816666666668,Prepared-data sensitivity,not acceptable,Prespecified quantitative or identity rule,Registered fifth outcome is unavailable in the gap-timing-unaware artifact; the limitation is explicit
primary__glasses__all_available__longest_period_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,longest_period_midpoint,MEQ,132,482,482,9,11419.816666666668,Multiplicity,acceptable,Prespecified quantitative or identity rule,Main and interaction tests reproduce complete five-member BH families
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MCTQ,140,810,810,9,18711.683333333334,Questionnaire scoring,acceptable,Prespecified quantitative or identity rule,Pinned msf_sc/meq aggregates accepted under H09-G4; item-level reconstruction unavailable
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MCTQ,140,810,810,9,18711.683333333334,Join and sample identity,acceptable,Prespecified quantitative or identity rule,140 participants; 810 participant-days; 810 observations; 9 sites; frame hash ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MCTQ,140,810,810,9,18711.683333333334,Site and instrument support,acceptable,Prespecified quantitative or identity rule,minimum site participants 6; minimum within-site predictor range 2.060
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MCTQ,140,810,810,9,18711.683333333334,Clock representation,acceptable,Prespecified quantitative or identity rule,Fixed outcome-specific linear clock support retained
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MCTQ,140,810,810,9,18711.683333333334,Chronotype linearity,acceptable,Prespecified quantitative or identity rule,spline AIC improvement -3.660; maximum anchored departure 0.106 h
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MCTQ,140,810,810,9,18711.683333333334,Response and residual distribution,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,Q-Q r 0.978; skewness -0.061; excess kurtosis 2.825; maximum |standardized residual| 5.097; quantitative screen acceptable; author visual adjudication H09-002 using Figure 2: acceptable
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MCTQ,140,810,810,9,18711.683333333334,Residual heteroscedasticity,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,"|Spearman(abs residual, fitted)| 0.126; site residual-SD ratio 1.466; quantitative screen acceptable; author visual adjudication H09-002 using Figure 2: acceptable"
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MCTQ,140,810,810,9,18711.683333333334,Convergence and Hessian,acceptable,Prespecified quantitative or identity rule,5/5 declared fits converged; 5/5 had a positive-definite Hessian; maximum optimizer gradient 0.000051
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MCTQ,140,810,810,9,18711.683333333334,Singularity and variance,acceptable,Prespecified quantitative or identity rule,isSingular(tolerance = 1e-4) false for 5/5 declared fits
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MCTQ,140,810,810,9,18711.683333333334,Fixed-effect rank,acceptable,Prespecified quantitative or identity rule,fixed-effect model matrices are full rank for 5/5 declared fits
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MCTQ,140,810,810,9,18711.683333333334,Temporal dependence,acceptable,Prespecified quantitative or identity rule,one-day residual correlation -0.137; corCAR1 phi 0.002; slope change 0.000 h
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MCTQ,140,810,810,9,18711.683333333334,Participant influence,acceptable,Prespecified quantitative or identity rule,12 DFBETA flags; 0 sign reversals; 0 material participant-deletion changes; maximum |DFBETA| 0.550
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MCTQ,140,810,810,9,18711.683333333334,Site influence,acceptable,Prespecified quantitative or identity rule,0 leave-site-out sign reversals; 0 material changes; maximum slope change 0.083 h
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MCTQ,140,810,810,9,18711.683333333334,Placement and common sample,acceptable,Prespecified quantitative or identity rule,"Near-eye and chest fits use separately fitted, exactly matched paired/common frames"
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MCTQ,140,810,810,9,18711.683333333334,Prepared-data sensitivity,acceptable,Prespecified quantitative or identity rule,All-available and exact primary/gap common-sample results are estimable
primary__glasses__all_available__m10_midpoint__MCTQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MCTQ,140,810,810,9,18711.683333333334,Multiplicity,acceptable,Prespecified quantitative or identity rule,Main and interaction tests reproduce complete five-member BH families
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MEQ,141,816,816,9,18851,Questionnaire scoring,acceptable,Prespecified quantitative or identity rule,Pinned msf_sc/meq aggregates accepted under H09-G4; item-level reconstruction unavailable
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MEQ,141,816,816,9,18851,Join and sample identity,acceptable,Prespecified quantitative or identity rule,141 participants; 816 participant-days; 816 observations; 9 sites; frame hash 25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MEQ,141,816,816,9,18851,Site and instrument support,acceptable,Prespecified quantitative or identity rule,minimum site participants 6; minimum within-site predictor range 1.800
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MEQ,141,816,816,9,18851,Clock representation,acceptable,Prespecified quantitative or identity rule,Fixed outcome-specific linear clock support retained
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MEQ,141,816,816,9,18851,Chronotype linearity,acceptable,Prespecified quantitative or identity rule,spline AIC improvement -0.576; maximum anchored departure 0.273 h
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MEQ,141,816,816,9,18851,Response and residual distribution,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,Q-Q r 0.978; skewness -0.089; excess kurtosis 2.837; maximum |standardized residual| 5.144; quantitative screen acceptable; author visual adjudication H09-002 using Figure 2: acceptable
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MEQ,141,816,816,9,18851,Residual heteroscedasticity,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,"|Spearman(abs residual, fitted)| 0.132; site residual-SD ratio 1.450; quantitative screen acceptable; author visual adjudication H09-002 using Figure 2: acceptable"
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MEQ,141,816,816,9,18851,Convergence and Hessian,acceptable,Prespecified quantitative or identity rule,5/5 declared fits converged; 5/5 had a positive-definite Hessian; maximum optimizer gradient 0.000003
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MEQ,141,816,816,9,18851,Singularity and variance,acceptable,Prespecified quantitative or identity rule,isSingular(tolerance = 1e-4) false for 5/5 declared fits
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MEQ,141,816,816,9,18851,Fixed-effect rank,acceptable,Prespecified quantitative or identity rule,fixed-effect model matrices are full rank for 5/5 declared fits
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MEQ,141,816,816,9,18851,Temporal dependence,acceptable,Prespecified quantitative or identity rule,one-day residual correlation -0.130; corCAR1 phi 0.002; slope change -0.000 h
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MEQ,141,816,816,9,18851,Participant influence,acceptable,Prespecified quantitative or identity rule,10 DFBETA flags; 0 sign reversals; 0 material participant-deletion changes; maximum |DFBETA| 0.373
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MEQ,141,816,816,9,18851,Site influence,acceptable,Prespecified quantitative or identity rule,0 leave-site-out sign reversals; 0 material changes; maximum slope change 0.086 h
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MEQ,141,816,816,9,18851,Placement and common sample,acceptable,Prespecified quantitative or identity rule,"Near-eye and chest fits use separately fitted, exactly matched paired/common frames"
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MEQ,141,816,816,9,18851,Prepared-data sensitivity,acceptable,Prespecified quantitative or identity rule,All-available and exact primary/gap common-sample results are estimable
primary__glasses__all_available__m10_midpoint__MEQ,primary__glasses__all_available,glasses,Near eye,m10_midpoint,MEQ,141,816,816,9,18851,Multiplicity,acceptable,Prespecified quantitative or identity rule,Main and interaction tests reproduce complete five-member BH families
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MCTQ,140,736,736,9,17070.316666666666,Questionnaire scoring,acceptable,Prespecified quantitative or identity rule,Pinned msf_sc/meq aggregates accepted under H09-G4; item-level reconstruction unavailable
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MCTQ,140,736,736,9,17070.316666666666,Join and sample identity,acceptable,Prespecified quantitative or identity rule,140 participants; 736 participant-days; 736 observations; 9 sites; frame hash 95c788d9f24f3be5dfcb16df9c55a86a4dd5339929ce9a4751b1104e79c61829
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MCTQ,140,736,736,9,17070.316666666666,Site and instrument support,acceptable,Prespecified quantitative or identity rule,minimum site participants 6; minimum within-site predictor range 2.060
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MCTQ,140,736,736,9,17070.316666666666,Clock representation,acceptable,Prespecified quantitative or identity rule,Fixed outcome-specific linear clock support retained
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MCTQ,140,736,736,9,17070.316666666666,Chronotype linearity,acceptable,Prespecified quantitative or identity rule,spline AIC improvement -3.888; maximum anchored departure 0.041 h
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MCTQ,140,736,736,9,17070.316666666666,Response and residual distribution,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,Q-Q r 0.993; skewness -0.015; excess kurtosis 1.580; maximum |standardized residual| 5.124; quantitative screen acceptable; author visual adjudication H09-002 using Figure 2: acceptable
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MCTQ,140,736,736,9,17070.316666666666,Residual heteroscedasticity,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,"|Spearman(abs residual, fitted)| 0.081; site residual-SD ratio 1.543; quantitative screen acceptable; author visual adjudication H09-002 using Figure 2: acceptable"
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MCTQ,140,736,736,9,17070.316666666666,Convergence and Hessian,acceptable,Prespecified quantitative or identity rule,5/5 declared fits converged; 5/5 had a positive-definite Hessian; maximum optimizer gradient 0.000001
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MCTQ,140,736,736,9,17070.316666666666,Singularity and variance,acceptable,Prespecified quantitative or identity rule,isSingular(tolerance = 1e-4) false for 5/5 declared fits
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MCTQ,140,736,736,9,17070.316666666666,Fixed-effect rank,acceptable,Prespecified quantitative or identity rule,fixed-effect model matrices are full rank for 5/5 declared fits
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MCTQ,140,736,736,9,17070.316666666666,Temporal dependence,acceptable,Prespecified quantitative or identity rule,one-day residual correlation -0.066; corCAR1 phi 0.063; slope change -0.000 h
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MCTQ,140,736,736,9,17070.316666666666,Participant influence,acceptable,Prespecified quantitative or identity rule,11 DFBETA flags; 0 sign reversals; 0 material participant-deletion changes; maximum |DFBETA| 0.386
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MCTQ,140,736,736,9,17070.316666666666,Site influence,acceptable,Prespecified quantitative or identity rule,0 leave-site-out sign reversals; 0 material changes; maximum slope change 0.068 h
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MCTQ,140,736,736,9,17070.316666666666,Placement and common sample,acceptable,Prespecified quantitative or identity rule,"Near-eye and chest fits use separately fitted, exactly matched paired/common frames"
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MCTQ,140,736,736,9,17070.316666666666,Prepared-data sensitivity,acceptable,Prespecified quantitative or identity rule,All-available and exact primary/gap common-sample results are estimable
primary__glasses__all_available__mean_timing_above_250__MCTQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MCTQ,140,736,736,9,17070.316666666666,Multiplicity,acceptable,Prespecified quantitative or identity rule,Adapted mean timing is outside F1-F4 by design; raw p-value only
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MEQ,141,742,742,9,17209.633333333335,Questionnaire scoring,acceptable,Prespecified quantitative or identity rule,Pinned msf_sc/meq aggregates accepted under H09-G4; item-level reconstruction unavailable
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MEQ,141,742,742,9,17209.633333333335,Join and sample identity,acceptable,Prespecified quantitative or identity rule,141 participants; 742 participant-days; 742 observations; 9 sites; frame hash 00d504fedfc57a0513be3fd459fdcd99f63a252d839327f7cee5203d21a65736
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MEQ,141,742,742,9,17209.633333333335,Site and instrument support,acceptable,Prespecified quantitative or identity rule,minimum site participants 6; minimum within-site predictor range 1.800
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MEQ,141,742,742,9,17209.633333333335,Clock representation,acceptable,Prespecified quantitative or identity rule,Fixed outcome-specific linear clock support retained
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MEQ,141,742,742,9,17209.633333333335,Chronotype linearity,acceptable,Prespecified quantitative or identity rule,spline AIC improvement -2.842; maximum anchored departure 0.211 h
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MEQ,141,742,742,9,17209.633333333335,Response and residual distribution,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,Q-Q r 0.993; skewness -0.022; excess kurtosis 1.566; maximum |standardized residual| 5.112; quantitative screen acceptable; author visual adjudication H09-002 using Figure 2: acceptable
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MEQ,141,742,742,9,17209.633333333335,Residual heteroscedasticity,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,"|Spearman(abs residual, fitted)| 0.071; site residual-SD ratio 1.567; quantitative screen acceptable; author visual adjudication H09-002 using Figure 2: acceptable"
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MEQ,141,742,742,9,17209.633333333335,Convergence and Hessian,acceptable,Prespecified quantitative or identity rule,5/5 declared fits converged; 5/5 had a positive-definite Hessian; maximum optimizer gradient 0.000019
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MEQ,141,742,742,9,17209.633333333335,Singularity and variance,acceptable,Prespecified quantitative or identity rule,isSingular(tolerance = 1e-4) false for 5/5 declared fits
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MEQ,141,742,742,9,17209.633333333335,Fixed-effect rank,acceptable,Prespecified quantitative or identity rule,fixed-effect model matrices are full rank for 5/5 declared fits
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MEQ,141,742,742,9,17209.633333333335,Temporal dependence,acceptable,Prespecified quantitative or identity rule,one-day residual correlation -0.062; corCAR1 phi 0.068; slope change -0.003 h
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MEQ,141,742,742,9,17209.633333333335,Participant influence,acceptable,Prespecified quantitative or identity rule,10 DFBETA flags; 0 sign reversals; 0 material participant-deletion changes; maximum |DFBETA| 0.316
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MEQ,141,742,742,9,17209.633333333335,Site influence,acceptable,Prespecified quantitative or identity rule,0 leave-site-out sign reversals; 0 material changes; maximum slope change 0.079 h
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MEQ,141,742,742,9,17209.633333333335,Placement and common sample,acceptable,Prespecified quantitative or identity rule,"Near-eye and chest fits use separately fitted, exactly matched paired/common frames"
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MEQ,141,742,742,9,17209.633333333335,Prepared-data sensitivity,acceptable,Prespecified quantitative or identity rule,All-available and exact primary/gap common-sample results are estimable
primary__glasses__all_available__mean_timing_above_250__MEQ,primary__glasses__all_available,glasses,Near eye,mean_timing_above_250,MEQ,141,742,742,9,17209.633333333335,Multiplicity,acceptable,Prespecified quantitative or identity rule,Adapted mean timing is outside F1-F4 by design; raw p-value only
primary__chest__all_available__first_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,first_timing_above_250,MCTQ,153,797,797,8,18518.416666666668,Questionnaire scoring,acceptable,Prespecified quantitative or identity rule,Pinned msf_sc/meq aggregates accepted under H09-G4; item-level reconstruction unavailable
