"path","manifest_match","classification"
"artifacts/12_manifests/H06/qa/H06_exploratory_two_part_day_type_expected_A4_preview.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/12_manifests/H06/qa/H06_exploratory_two_part_expected_A4_preview.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/12_manifests/H06/qa/H06_exploratory_two_part_occurrence_A4_preview.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/12_manifests/H06/qa/H06_exploratory_two_part_temporal_contrasts_A4_preview.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/12_manifests/H06/qa/H06_paired_placement_effects_A4_preview.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/12_manifests/H06/qa/H06_primary_residual_clock_A4_preview.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/12_manifests/H06/qa/H06_primary_site_effects_A4_preview.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/12_manifests/H06/qa/H06_reader_primary_effects_A4_preview.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/12_manifests/H06/qa/H06_reader_temporal_activity_A4_preview.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/12_manifests/H06/qa/H06_reader_temporal_day_type_A4_preview.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/12_manifests/H06/qa/H06_stage3_site_specific_significance_screen_A4_preview.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/12_manifests/H06/qa/H06_v0_scaffold_pilot_effects_A4_preview.pdf",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/artifacts/06_model_data/H06/H06_category_cells.csv",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/artifacts/09_tables/H06/H06_stage3_site_specific_significance_screen.csv",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/artifacts/11_source_data/H06/H06_core_effects_figure.csv",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/artifacts/11_source_data/H06/H06_exploratory_two_part_activity_expected_figure.csv",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/artifacts/11_source_data/H06/H06_exploratory_two_part_day_type_expected_figure.csv",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/artifacts/11_source_data/H06/H06_exploratory_two_part_temporal_contrasts.csv",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/artifacts/11_source_data/H06/H06_paired_placement_effects_figure.csv",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/artifacts/11_source_data/H06/H06_primary_residual_clock_figure.csv",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/artifacts/11_source_data/H06/H06_primary_site_effects_figure.csv",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/artifacts/11_source_data/H06/H06_primary_work_free_site_deviations.csv",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/artifacts/11_source_data/H06/H06_reader_primary_effects_figure.csv",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/artifacts/11_source_data/H06/H06_reader_temporal_activity_curves.csv",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/artifacts/11_source_data/H06/H06_reader_temporal_activity_ratios.csv",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/artifacts/11_source_data/H06/H06_reader_temporal_activity_support.csv",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/artifacts/11_source_data/H06/H06_reader_temporal_day_type_curves.csv",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/artifacts/11_source_data/H06/H06_reader_temporal_day_type_ratios.csv",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/artifacts/11_source_data/H06/H06_reader_temporal_day_type_support.csv",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/artifacts/11_source_data/H06/H06_stage3_site_specific_significance_screen_figure.csv",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/notebooks/hypotheses/H06_files/libs/bootstrap/bootstrap-81c0645bc19072abdb8a90de0bee1110.min.css",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/notebooks/hypotheses/H06_files/libs/bootstrap/bootstrap-icons.css",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/notebooks/hypotheses/H06_files/libs/bootstrap/bootstrap-icons.woff",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/notebooks/hypotheses/H06_files/libs/bootstrap/bootstrap.min.js",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/notebooks/hypotheses/H06_files/libs/clipboard/clipboard.min.js",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/notebooks/hypotheses/H06_files/libs/quarto-html/anchor.min.js",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/notebooks/hypotheses/H06_files/libs/quarto-html/popper.min.js",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/notebooks/hypotheses/H06_files/libs/quarto-html/quarto-syntax-highlighting-7f8f88aac4f3542376d5c11b86a4c14d.css",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/notebooks/hypotheses/H06_files/libs/quarto-html/quarto.js",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/notebooks/hypotheses/H06_files/libs/quarto-html/tabsets/tabsets.js",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/notebooks/hypotheses/H06_files/libs/quarto-html/tippy.css",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/notebooks/hypotheses/H06_files/libs/quarto-html/tippy.umd.min.js",TRUE,"must match historical Stage 3 manifest"
"_build/nathealth/notebooks/hypotheses/H06.html",FALSE,"superseded by accepted later H06 transition"
"notebooks/hypotheses/H06.qmd",FALSE,"superseded by accepted later H06 transition"
"notebooks/hypotheses/H06.css",TRUE,"must match historical Stage 3 manifest"
"scripts/pipeline/p_value_display.R",TRUE,"must match historical Stage 3 manifest"
"scripts/hypotheses/H06/refresh_h06_report018_reader_figure_labels.R",TRUE,"must match historical Stage 3 manifest"
"tests/hypotheses/H06/test_h06_report018_figure_label_refresh.R",TRUE,"must match historical Stage 3 manifest"
"audit/hypotheses/H06/report018_order46_figure_label_refresh/authorized_label_transitions.csv",TRUE,"must match historical Stage 3 manifest"
"audit/hypotheses/H06/report018_order46_figure_label_refresh/source_value_and_geometry_checks.csv",TRUE,"must match historical Stage 3 manifest"
"audit/hypotheses/H06/report018_order46_figure_label_refresh/visual_qa.csv",TRUE,"must match historical Stage 3 manifest"
"audit/hypotheses/H06/report018_order46_figure_label_refresh/protected_inventory.csv",TRUE,"must match historical Stage 3 manifest"
"audit/hypotheses/H06/report018_order46_figure_label_refresh/package_versions.csv",TRUE,"must match historical Stage 3 manifest"
