path,sha256,bytes,link_target
artifacts/10_figures/H11/stage3/H11_reader_near_eye_residual_dependence.pdf,07180568150278d2fde5b975c367ed41b6791d54c88a2a05745115c9bfbd2f67,18338,
artifacts/10_figures/H11/stage3/H11_reader_near_eye_residual_dependence.png,4e41d279c36a745aa450284bfa204d0d7d9e05d203f1cd72883021f7671a8456,149679,
artifacts/10_figures/H11/stage3/H11_reader_primary_near_eye_curves.pdf,ff99643a56830938de7c70cfb60acce43282c0de4a300a8e28231776c6a3616a,32348,
artifacts/10_figures/H11/stage3/H11_reader_primary_near_eye_curves.png,33ac814200fc1d69dcf462d0a156b2b950ef0588f47974881fb56f140a414f70,455662,
artifacts/10_figures/H11/stage3/H11_reader_primary_residual_summary.pdf,6aa169bb66121b265ccd2530758c5802cdc85fcfbbbeab7f45beefce6180ea9c,27718,
artifacts/10_figures/H11/stage3/H11_reader_primary_residual_summary.png,4476d9ae176b288ae228c7e6f48d8b486f21cf1abf0d0024f5701e0b84716231,204780,
artifacts/11_source_data/H11/activity_context/female_minus_male_pointwise_contrasts.csv,a19d02ede09a697ad0286a6e7dd960d01127e2c11b62606d67ab770e6b18f83a,69759,
artifacts/11_source_data/H11/activity_context/sex_specific_curves_pointwise.csv,051550946593c84b321190e05b025ff31cdff635b5392ada10a63f143b5f7523,121463,
artifacts/11_source_data/H11/preparation/H11_preparation_activity_attrition.csv,451cc5ea0429def9c2f9aaa9a96f2a6bfe083ef39b734177cb6332dfaf37bf16,1535,
artifacts/11_source_data/H11/preparation/H11_preparation_AR_boundary_support.csv,604c71d882e8ce9fa657e9a08ee415326e829c5fe2a995c1d3ff96b56e88c798,4629,
artifacts/11_source_data/H11/preparation/H11_preparation_environment.csv,064cdfef11b40cc77dab57833148c5095de97dccb0885d564a1a95b79495c385,382,
artifacts/11_source_data/H11/preparation/H11_preparation_frame_integrity.csv,1660068e25c193b047af32fa85cc9972a2b5a5900866c4cac376cfba8d65bfd8,2955,
artifacts/11_source_data/H11/preparation/H11_preparation_input_identities.csv,f5cf6b112187975ed56a4f2d4c0c03429c821ce059d957748f9ca758a3b5ad20,2295,
artifacts/11_source_data/H11/preparation/H11_preparation_melEDI_distribution.csv,e95a835c6e8bddc16ce2e8baa4e68289c77599c5cd6a1a7cceece83f83c613f9,1129,
artifacts/11_source_data/H11/preparation/H11_preparation_sample_support.csv,25896ddd7497ab433aef6370622c54588df53817ea58ce235d622f892bbe484f,1238,
artifacts/11_source_data/H11/preparation/H11_preparation_site_sex_support.csv,c84fc81d01624796b7832c64db176f7ac4dc48316c3926018b83faa7c53d52b4,3392,
artifacts/11_source_data/H11/stage2/equal_site_solar_context.csv,33a31d56bf3ea8176eace101f01e020a88335dc196bca4a5b3a5d13277f433ea,497,
artifacts/11_source_data/H11/stage2/female_minus_male_pointwise_contrasts.csv,3e9f874f3ba78223ec40c41e8fee37c80d1867d6f7aae6f6800f34b4efb4da8a,66617,
artifacts/11_source_data/H11/stage2/figure_pointwise_mark_rows.csv,da0ca8c8816d0a0bc029f3cca6fde9d3b67d7ea6c4eb938f9661441d07724dd0,15093,
artifacts/11_source_data/H11/stage2/main__chest__all_available__effect_size_fixed_predictions.rds,74087baf7b3d4916cc71e65c5b9f78ac78e5dfcdafa049c362d7f580e20d5f20,767136,
artifacts/11_source_data/H11/stage2/main__glasses__all_available__effect_size_fixed_predictions.rds,5d4e90a1155dc969d0ec3c2a6f74c3612cc27bf5bcc44d2f838adf3ae52ca363,721736,
artifacts/11_source_data/H11/stage2/sex_specific_curves_pointwise.csv,6a1d599b200754cf15f679911b8ee50d96de3eb908198a3a8ba4246cc2ac6b77,115975,
artifacts/11_source_data/H11/stage3/H11_reader_activity_female_minus_male_contrasts.csv,9c8f5b314916af91a359b7438f9307d6e5852467e34d7c5d7c4e44dabc6534d4,77978,
artifacts/11_source_data/H11/stage3/H11_reader_female_minus_male_contrasts.csv,f1950da8a8ffc9d4e344604e384dc2c1facd99610039226d82df1210780cf5fb,74179,
artifacts/11_source_data/H11/stage3/H11_reader_sex_specific_curves.csv,76d733c5d04dd6e359aa85b578e54c5d4f292296fa2f5a17e03282856fbc72f3,131283,
artifacts/11_source_data/H11/stage3/H11_reader_solar_context.csv,acdb226b5e93123f893cb8a6f59382fc87c0fc2a39a9be1d9648f92acdddd793,701,
