"label","part","cell","text"
"Table_S1","tfoot",1,"Counts use their stated denominator. An excluded participant-day is an all-zero day, not necessarily an excluded participant. The paired row reports paired participant-days, not minute-level observation pairs."
"Table_S2","thead",1,"Metric descriptive summary (near eye)"
"Table_S2","thead",2,"Metric1"
"Table_S2","thead",3,"Unit"
"Table_S2","thead",4,"Overall"
"Table_S2","thead",5,"Borås (SE)"
"Table_S2","thead",6,"Delft (NL)"
"Table_S2","thead",7,"Dortmund (DE)"
"Table_S2","thead",8,"Tübingen (DE)"
"Table_S2","thead",9,"Munich (DE)"
"Table_S2","thead",10,"Madrid (ES)"
"Table_S2","thead",11,"Izmir (TR)"
"Table_S2","thead",12,"San José (CR)"
"Table_S2","thead",13,"Kumasi (GH)"
"Table_S2","thead",14,"Scaling2"
"Table_S2","thead",15,"Distribution3"
"Table_S2","tbody",1,"Duration"
"Table_S2","tbody",2,"Time above 1,000 lx melEDI Bright-light exposure duration; relevant to daytime alerting and circadian entrainment."
"Table_S2","tbody",3,"HH:MM"
"Table_S2","tbody",4,"00:41 (00:11, 01:33) 01:10 ± 01:28 N=141; d=816"
"Table_S2","tbody",5,"01:18 (00:31, 03:24) 02:00 ± 01:54 N=13; d=78"
"Table_S2","tbody",6,"01:18 (00:29, 02:12) 01:33 ± 01:28 N=13; d=78"
"Table_S2","tbody",7,"01:03 (00:20, 02:32) 01:48 ± 02:14 N=18; d=107"
"Table_S2","tbody",8,"00:40 (00:07, 01:25) 01:06 ± 01:22 N=26; d=150"
"Table_S2","tbody",9,"00:39 (00:10, 01:46) 01:09 ± 01:18 N=10; d=60"
"Table_S2","tbody",10,"00:27 (00:06, 00:53) 00:38 ± 00:47 N=23; d=129"
"Table_S2","tbody",11,"00:30 (00:06, 01:04) 00:44 ± 00:51 N=17; d=101"
"Table_S2","tbody",12,"00:19 (00:09, 00:43) 00:32 ± 00:33 N=6; d=32"
"Table_S2","tbody",13,"00:43 (00:17, 01:14) 00:58 ± 00:57 N=15; d=81"
"Table_S2","tbody",14,"Symlog (base 10; threshold 1)"
"Table_S2","tbody",15,"Time above 1,000 lx melEDI distribution by site. Exact numerical summaries are in the adjacent cells."
"Table_S2","tbody",16,"Time above 250 lx melEDI during wake Waking time in recommended daytime light; relevant to alertness, entrainment, and subsequent sleep."
"Table_S2","tbody",17,"HH:MM"
"Table_S2","tbody",18,"02:25 (00:51, 04:37) 03:00 ± 02:29 N=141; d=737"
"Table_S2","tbody",19,"04:06 (02:30, 06:15) 04:21 ± 02:24 N=13; d=73"
"Table_S2","tbody",20,"03:29 (02:03, 05:16) 03:39 ± 02:25 N=13; d=64"
"Table_S2","tbody",21,"03:42 (02:05, 05:58) 04:05 ± 02:51 N=18; d=90"
"Table_S2","tbody",22,"02:01 (00:47, 04:20) 02:52 ± 02:39 N=26; d=141"
"Table_S2","tbody",23,"02:38 (00:55, 04:19) 02:57 ± 02:19 N=10; d=54"
"Table_S2","tbody",24,"02:43 (00:54, 04:43) 03:02 ± 02:19 N=23; d=113"
"Table_S2","tbody",25,"01:30 (00:41, 03:26) 02:09 ± 01:57 N=17; d=94"
"Table_S2","tbody",26,"01:39 (00:33, 02:40) 01:48 ± 01:21 N=6; d=30"
"Table_S2","tbody",27,"01:14 (00:25, 02:37) 01:45 ± 01:46 N=15; d=78"
"Table_S2","tbody",28,"Symlog (base 10; threshold 1)"
"Table_S2","tbody",29,"Time above 250 lx melEDI during wake distribution by site. Exact numerical summaries are in the adjacent cells."
"Table_S2","tbody",30,"Time below 10 lx melEDI before sleep Low-light time before bed; limits evening melatonin suppression and circadian delay."
"Table_S2","tbody",31,"HH:MM"
"Table_S2","tbody",32,"01:53 (01:01, 02:35) 01:51 ± 01:02 N=139; d=655"
"Table_S2","tbody",33,"02:16 (01:30, 02:39) 02:05 ± 00:53 N=13; d=67"
"Table_S2","tbody",34,"01:50 (01:21, 02:52) 01:59 ± 00:57 N=12; d=50"
"Table_S2","tbody",35,"01:42 (00:53, 02:17) 01:41 ± 00:58 N=18; d=84"
"Table_S2","tbody",36,"01:52 (01:04, 02:25) 01:52 ± 01:06 N=26; d=132"
"Table_S2","tbody",37,"01:43 (00:42, 02:32) 01:45 ± 01:10 N=10; d=52"
"Table_S2","tbody",38,"01:43 (00:58, 02:50) 01:50 ± 01:05 N=23; d=105"
"Table_S2","tbody",39,"01:31 (00:49, 02:15) 01:38 ± 01:00 N=17; d=82"
"Table_S2","tbody",40,"02:16 (01:15, 02:39) 01:56 ± 01:00 N=6; d=25"
"Table_S2","tbody",41,"02:30 (01:28, 02:52) 02:09 ± 00:57 N=14; d=58"
"Table_S2","tbody",42,"Symlog (base 10; threshold 1)"
"Table_S2","tbody",43,"Time below 10 lx melEDI before sleep distribution by site. Exact numerical summaries are in the adjacent cells."
"Table_S2","tbody",44,"Time below 1 lx melEDI during sleep Darkness during sleep; supports nocturnal melatonin and an undisturbed sleep environment."
"Table_S2","tbody",45,"HH:MM"
"Table_S2","tbody",46,"07:08 (05:58, 08:15) 07:04 ± 01:57 N=141; d=778"
"Table_S2","tbody",47,"07:08 (06:03, 08:18) 07:12 ± 01:46 N=13; d=76"
"Table_S2","tbody",48,"07:14 (05:56, 08:06) 07:01 ± 01:50 N=13; d=68"
"Table_S2","tbody",49,"07:08 (05:56, 08:16) 07:05 ± 01:50 N=18; d=95"
"Table_S2","tbody",50,"06:54 (05:51, 07:46) 06:47 ± 01:30 N=26; d=150"
"Table_S2","tbody",51,"05:52 (04:41, 07:03) 05:58 ± 01:58 N=10; d=60"
"Table_S2","tbody",52,"08:06 (07:10, 09:10) 08:02 ± 01:57 N=23; d=118"
"Table_S2","tbody",53,"06:45 (05:08, 08:15) 06:40 ± 02:07 N=17; d=99"
"Table_S2","tbody",54,"06:56 (06:06, 07:36) 06:39 ± 01:43 N=6; d=31"
"Table_S2","tbody",55,"07:31 (06:31, 09:00) 07:35 ± 02:15 N=15; d=81"
"Table_S2","tbody",56,"Symlog (base 10; threshold 1)"
"Table_S2","tbody",57,"Time below 1 lx melEDI during sleep distribution by site. Exact numerical summaries are in the adjacent cells."
"Table_S2","tbody",58,"Longest period above 250 lx melEDI Longest sustained bright-light bout; captures continuity of daytime circadian stimulation."
"Table_S2","tbody",59,"HH:MM"
"Table_S2","tbody",60,"00:38 (00:17, 01:12) 00:55 ± 01:00 N=141; d=816"
"Table_S2","tbody",61,"00:57 (00:28, 01:27) 01:12 ± 01:02 N=13; d=78"
"Table_S2","tbody",62,"00:48 (00:23, 01:20) 01:09 ± 01:15 N=13; d=78"
"Table_S2","tbody",63,"01:00 (00:21, 01:40) 01:20 ± 01:31 N=18; d=107"
"Table_S2","tbody",64,"00:35 (00:13, 01:06) 00:50 ± 00:54 N=26; d=150"
"Table_S2","tbody",65,"00:38 (00:17, 01:32) 01:01 ± 01:02 N=10; d=60"
"Table_S2","tbody",66,"00:38 (00:16, 01:04) 00:45 ± 00:36 N=23; d=129"
"Table_S2","tbody",67,"00:34 (00:14, 00:55) 00:43 ± 00:41 N=17; d=101"
"Table_S2","tbody",68,"00:28 (00:16, 00:43) 00:30 ± 00:20 N=6; d=32"
"Table_S2","tbody",69,"00:23 (00:15, 00:49) 00:38 ± 00:45 N=15; d=81"
"Table_S2","tbody",70,"Symlog (base 10; threshold 1)"
"Table_S2","tbody",71,"Longest period above 250 lx melEDI distribution by site. Exact numerical summaries are in the adjacent cells."
"Table_S2","tbody",72,"Dynamics"
"Table_S2","tbody",73,"Interdaily stability Day-to-day regularity of the light–dark pattern; higher regularity supports circadian stability."
"Table_S2","tbody",74,"—"
"Table_S2","tbody",75,"0.308 (0.248, 0.38) 0.318 ± 0.095 N=141; d=816"
"Table_S2","tbody",76,"0.311 (0.272, 0.367) 0.315 ± 0.078 N=13; d=78"
"Table_S2","tbody",77,"0.258 (0.239, 0.389) 0.288 ± 0.094 N=13; d=78"
"Table_S2","tbody",78,"0.264 (0.219, 0.319) 0.274 ± 0.074 N=18; d=107"
"Table_S2","tbody",79,"0.329 (0.263, 0.424) 0.344 ± 0.107 N=26; d=150"
"Table_S2","tbody",80,"0.244 (0.218, 0.277) 0.252 ± 0.058 N=10; d=60"
"Table_S2","tbody",81,"0.352 (0.321, 0.455) 0.368 ± 0.092 N=23; d=129"
"Table_S2","tbody",82,"0.278 (0.254, 0.394) 0.323 ± 0.104 N=17; d=101"
"Table_S2","tbody",83,"0.342 (0.315, 0.473) 0.37 ± 0.118 N=6; d=32"
"Table_S2","tbody",84,"0.293 (0.255, 0.354) 0.299 ± 0.062 N=15; d=81"
"Table_S2","tbody",85,"Identity"
"Table_S2","tbody",86,"Interdaily stability distribution by site. Exact numerical summaries are in the adjacent cells."
"Table_S2","tbody",87,"Intradaily variability Within-day fragmentation of light exposure; higher values indicate less consolidated light–dark input."
"Table_S2","tbody",88,"—"
"Table_S2","tbody",89,"1.253 (0.93, 1.502) 1.229 ± 0.389 N=141; d=816"
"Table_S2","tbody",90,"0.997 (0.818, 1.388) 1.088 ± 0.343 N=13; d=78"
"Table_S2","tbody",91,"1.193 (0.96, 1.389) 1.238 ± 0.345 N=13; d=78"
"Table_S2","tbody",92,"1.182 (0.928, 1.49) 1.177 ± 0.407 N=18; d=107"
"Table_S2","tbody",93,"1.154 (0.801, 1.442) 1.125 ± 0.354 N=26; d=150"
"Table_S2","tbody",94,"1.48 (0.869, 1.642) 1.332 ± 0.477 N=10; d=60"
"Table_S2","tbody",95,"1.251 (0.999, 1.497) 1.251 ± 0.413 N=23; d=129"
"Table_S2","tbody",96,"1.359 (0.95, 1.546) 1.307 ± 0.415 N=17; d=101"
"Table_S2","tbody",97,"1.399 (1.282, 1.483) 1.355 ± 0.256 N=6; d=32"
"Table_S2","tbody",98,"1.324 (1.029, 1.595) 1.344 ± 0.413 N=15; d=81"
"Table_S2","tbody",99,"Identity"
"Table_S2","tbody",100,"Intradaily variability distribution by site. Exact numerical summaries are in the adjacent cells."
"Table_S2","tbody",101,"Exposure history"
"Table_S2","tbody",102,"melEDI dose Intensity–duration-weighted melanopic exposure; summarizes cumulative non-visual retinal light input."
"Table_S2","tbody",103,"klx·h"
"Table_S2","tbody",104,"4.96 (1.936, 12.313) 10.358 ± 16.216 N=141; d=761"
"Table_S2","tbody",105,"9.296 (3.892, 21.895) 19.923 ± 27.784 N=13; d=71"
"Table_S2","tbody",106,"10.495 (3.855, 17.395) 15.881 ± 20.395 N=13; d=74"
"Table_S2","tbody",107,"6.751 (2.469, 14.435) 13.809 ± 23.711 N=18; d=97"
"Table_S2","tbody",108,"3.862 (1.411, 10.217) 7.719 ± 9.847 N=26; d=137"
"Table_S2","tbody",109,"7.11 (1.897, 15.789) 10.055 ± 11.237 N=10; d=55"
"Table_S2","tbody",110,"3.317 (1.703, 6.29) 6.115 ± 8.79 N=23; d=125"
"Table_S2","tbody",111,"4.35 (1.791, 10.625) 7.49 ± 8.898 N=17; d=96"
"Table_S2","tbody",112,"2.195 (1.339, 4.117) 3.281 ± 2.573 N=6; d=30"
"Table_S2","tbody",113,"6.045 (2.49, 14.907) 10.016 ± 10.799 N=15; d=76"
"Table_S2","tbody",114,"Symlog (base 10; threshold 1)"
"Table_S2","tbody",115,"melEDI dose distribution by site. Exact numerical summaries are in the adjacent cells."
"Table_S2","tbody",116,"Level"
"Table_S2","tbody",117,"Mean melEDI Geometric average of daily melEDI values, including zeros; summarizes overall exposure while reducing peak influence."
"Table_S2","tbody",118,"lx"
"Table_S2","tbody",119,"5.154 (2.831, 9.225) 7.587 ± 9.496 N=141; d=816"
"Table_S2","tbody",120,"7.569 (4.55, 11.613) 9.171 ± 7.111 N=13; d=78"
"Table_S2","tbody",121,"6.659 (4.18, 11.674) 8.274 ± 6.558 N=13; d=78"
"Table_S2","tbody",122,"7.704 (3.081, 13.924) 12.017 ± 18.865 N=18; d=107"
"Table_S2","tbody",123,"5.232 (3.224, 8.188) 7.221 ± 6.33 N=26; d=150"
"Table_S2","tbody",124,"9.013 (4.011, 15.089) 12.102 ± 12.013 N=10; d=60"
"Table_S2","tbody",125,"3.505 (1.469, 6.211) 4.166 ± 3.272 N=23; d=129"
"Table_S2","tbody",126,"5.857 (3.726, 7.986) 7.778 ± 6.946 N=17; d=101"
"Table_S2","tbody",127,"4.325 (3.585, 6.77) 5.248 ± 2.85 N=6; d=32"
"Table_S2","tbody",128,"2.144 (0.744, 4.042) 3.019 ± 2.896 N=15; d=81"
"Table_S2","tbody",129,"Symlog (base 10; threshold 1)"
"Table_S2","tbody",130,"Mean melEDI distribution by site. Exact numerical summaries are in the adjacent cells."
"Table_S2","tbody",131,"Brightest 10 h mean Mean of the brightest 10 hours; reflects the strength of the main daytime light episode."
"Table_S2","tbody",132,"lx"
"Table_S2","tbody",133,"110.566 (41.513, 243.212) 214.866 ± 508.56 N=141; d=816"
"Table_S2","tbody",134,"252.689 (104.514, 461.953) 399.302 ± 518.102 N=13; d=78"
"Table_S2","tbody",135,"175.974 (78.625, 299.106) 262.206 ± 329.201 N=13; d=78"
"Table_S2","tbody",136,"156.184 (67.783, 339.731) 422.54 ± 1,209.616 N=18; d=107"
"Table_S2","tbody",137,"100.057 (33.255, 209.904) 179.372 ± 241.53 N=26; d=150"
"Table_S2","tbody",138,"130.78 (54.044, 259.726) 201.947 ± 194.042 N=10; d=60"
"Table_S2","tbody",139,"101.102 (24.355, 218.457) 136.312 ± 134.07 N=23; d=129"
"Table_S2","tbody",140,"83.24 (53.17, 151.786) 120.172 ± 101.545 N=17; d=101"
"Table_S2","tbody",141,"68.143 (45.331, 132.458) 96.735 ± 72.311 N=6; d=32"
"Table_S2","tbody",142,"46.66 (9.242, 103.175) 82.489 ± 115.07 N=15; d=81"
"Table_S2","tbody",143,"Symlog (base 10; threshold 1)"
"Table_S2","tbody",144,"Brightest 10 h mean distribution by site. Exact numerical summaries are in the adjacent cells."
"Table_S2","tbody",145,"Darkest 10 h mean Mean of the darkest 10 hours; lower values during the biological night favour melatonin preservation and sleep."
"Table_S2","tbody",146,"lx"
"Table_S2","tbody",147,"0.103 (0.02, 0.253) 0.243 ± 0.513 N=141; d=816"
"Table_S2","tbody",148,"0.08 (0.016, 0.191) 0.183 ± 0.299 N=13; d=78"
"Table_S2","tbody",149,"0.1 (0.035, 0.23) 0.2 ± 0.332 N=13; d=78"
"Table_S2","tbody",150,"0.14 (0.036, 0.282) 0.223 ± 0.299 N=18; d=107"
"Table_S2","tbody",151,"0.149 (0.074, 0.309) 0.273 ± 0.465 N=26; d=150"
"Table_S2","tbody",152,"0.325 (0.119, 0.71) 0.515 ± 0.653 N=10; d=60"
"Table_S2","tbody",153,"0.022 (0, 0.08) 0.054 ± 0.075 N=23; d=129"
"Table_S2","tbody",154,"0.152 (0.052, 0.481) 0.475 ± 0.882 N=17; d=101"
"Table_S2","tbody",155,"0.133 (0.055, 0.309) 0.411 ± 1.044 N=6; d=32"
"Table_S2","tbody",156,"0.01 (0, 0.092) 0.059 ± 0.104 N=15; d=81"
"Table_S2","tbody",157,"Symlog (base 10; threshold 1)"
"Table_S2","tbody",158,"Darkest 10 h mean distribution by site. Exact numerical summaries are in the adjacent cells."
"Table_S2","tbody",159,"Spectrum"
"Table_S2","tbody",160,"Melanopic daylight efficacy ratio Mean of viable one-minute melEDI/illuminance ratios; indicates melanopic efficacy relative to visual light."
"Table_S2","tbody",161,"—"
"Table_S2","tbody",162,"0.724 (0.643, 0.795) 0.724 ± 0.116 N=137; d=687"
"Table_S2","tbody",163,"0.788 (0.725, 0.872) 0.796 ± 0.162 N=13; d=74"
"Table_S2","tbody",164,"0.743 (0.699, 0.796) 0.743 ± 0.077 N=13; d=65"
"Table_S2","tbody",165,"0.781 (0.675, 0.853) 0.768 ± 0.118 N=18; d=97"
"Table_S2","tbody",166,"0.65 (0.592, 0.728) 0.667 ± 0.098 N=26; d=144"
"Table_S2","tbody",167,"0.724 (0.652, 0.773) 0.72 ± 0.093 N=10; d=55"
"Table_S2","tbody",168,"0.668 (0.629, 0.721) 0.673 ± 0.07 N=22; d=83"
"Table_S2","tbody",169,"0.747 (0.634, 0.834) 0.735 ± 0.122 N=17; d=91"
"Table_S2","tbody",170,"0.719 (0.661, 0.761) 0.706 ± 0.067 N=6; d=30"
"Table_S2","tbody",171,"0.755 (0.729, 0.82) 0.758 ± 0.097 N=12; d=48"
"Table_S2","tbody",172,"Identity"
"Table_S2","tbody",173,"Melanopic daylight efficacy ratio distribution by site. Exact numerical summaries are in the adjacent cells."
"Table_S2","tbody",174,"Timing"
"Table_S2","tbody",175,"Midpoint of the brightest 10 hours Centre time of the brightest 10 hours; indexes the main daily circadian light cue."
"Table_S2","tbody",176,"HH:MM clock time"
"Table_S2","tbody",177,"13:44 (12:48, 15:00) 13:56 ± 01:51 N=141; d=816"
"Table_S2","tbody",178,"13:16 (12:28, 14:10) 13:20 ± 01:33 N=13; d=78"
"Table_S2","tbody",179,"14:12 (13:23, 15:18) 14:22 ± 01:51 N=13; d=78"
"Table_S2","tbody",180,"13:52 (12:54, 15:04) 14:00 ± 01:42 N=18; d=107"
"Table_S2","tbody",181,"13:38 (12:47, 14:44) 13:52 ± 01:42 N=26; d=150"
"Table_S2","tbody",182,"14:54 (12:50, 16:03) 14:31 ± 02:14 N=10; d=60"
"Table_S2","tbody",183,"13:44 (13:06, 15:20) 14:10 ± 01:51 N=23; d=129"
"Table_S2","tbody",184,"14:10 (13:32, 15:21) 14:25 ± 01:37 N=17; d=101"
"Table_S2","tbody",185,"12:34 (11:49, 14:02) 12:55 ± 01:44 N=6; d=32"
"Table_S2","tbody",186,"12:49 (12:06, 13:39) 13:03 ± 01:58 N=15; d=81"
"Table_S2","tbody",187,"Circular clock"
"Table_S2","tbody",188,"Midpoint of the brightest 10 hours distribution by site. Exact numerical summaries are in the adjacent cells."
"Table_S2","tbody",189,"Midpoint of the darkest 10 hours Centre time of the darkest 10 hours; indexes the main daily darkness cue."
"Table_S2","tbody",190,"HH:MM clock time"
"Table_S2","tbody",191,"02:54 (02:01, 03:50) 02:58 ± 01:41 N=141; d=816"
"Table_S2","tbody",192,"02:02 (01:25, 02:48) 02:03 ± 01:07 N=13; d=78"
"Table_S2","tbody",193,"02:55 (02:01, 03:27) 02:50 ± 02:05 N=13; d=78"
"Table_S2","tbody",194,"02:32 (01:45, 03:22) 02:37 ± 01:19 N=18; d=107"
"Table_S2","tbody",195,"03:08 (02:11, 04:10) 03:16 ± 01:34 N=26; d=150"
"Table_S2","tbody",196,"02:37 (01:54, 04:17) 03:10 ± 02:00 N=10; d=60"
"Table_S2","tbody",197,"03:39 (02:43, 04:34) 03:34 ± 01:49 N=23; d=129"
"Table_S2","tbody",198,"03:31 (02:33, 04:14) 03:26 ± 01:25 N=17; d=101"
"Table_S2","tbody",199,"01:45 (01:05, 03:01) 02:10 ± 01:27 N=6; d=32"
"Table_S2","tbody",200,"02:33 (02:04, 03:17) 02:36 ± 01:36 N=15; d=81"
"Table_S2","tbody",201,"Circular clock"
"Table_S2","tbody",202,"Midpoint of the darkest 10 hours distribution by site. Exact numerical summaries are in the adjacent cells."
"Table_S2","tbody",203,"First light timing above 250 lx melEDI First waking bright-light exposure; morning timing can advance circadian phase and promote alertness."
"Table_S2","tbody",204,"HH:MM clock time"
"Table_S2","tbody",205,"09:08 (08:02, 10:40) 09:26 ± 02:22 N=140; d=727"
"Table_S2","tbody",206,"07:57 (06:56, 08:33) 08:03 ± 01:32 N=13; d=74"
"Table_S2","tbody",207,"09:04 (08:18, 09:52) 09:17 ± 01:56 N=13; d=68"
"Table_S2","tbody",208,"08:36 (07:10, 10:13) 08:45 ± 02:21 N=18; d=93"
"Table_S2","tbody",209,"09:43 (08:13, 10:53) 09:45 ± 02:21 N=25; d=133"
"Table_S2","tbody",210,"09:36 (07:58, 10:53) 09:39 ± 03:12 N=10; d=56"
"Table_S2","tbody",211,"09:32 (08:40, 11:21) 10:05 ± 02:18 N=23; d=118"
"Table_S2","tbody",212,"10:01 (09:06, 11:52) 10:26 ± 02:28 N=17; d=95"
"Table_S2","tbody",213,"08:11 (07:26, 09:57) 08:36 ± 01:30 N=6; d=29"
"Table_S2","tbody",214,"08:43 (08:01, 10:10) 09:19 ± 01:52 N=15; d=61"
"Table_S2","tbody",215,"Circular clock"
"Table_S2","tbody",216,"First light timing above 250 lx melEDI distribution by site. Exact numerical summaries are in the adjacent cells."
"Table_S2","tbody",217,"Last light timing above 250 lx melEDI Last bright-light exposure; later timing may delay circadian phase and sleep onset."
"Table_S2","tbody",218,"HH:MM clock time"
"Table_S2","tbody",219,"18:08 (16:27, 19:42) 18:03 ± 02:36 N=141; d=687"
"Table_S2","tbody",220,"18:41 (17:38, 19:38) 18:39 ± 01:38 N=13; d=73"
"Table_S2","tbody",221,"18:30 (17:37, 19:59) 18:37 ± 02:08 N=13; d=62"
"Table_S2","tbody",222,"19:34 (18:04, 20:42) 19:16 ± 02:28 N=18; d=89"
"Table_S2","tbody",223,"17:37 (15:35, 19:09) 17:18 ± 02:44 N=26; d=121"
"Table_S2","tbody",224,"19:50 (18:37, 20:50) 19:33 ± 02:11 N=10; d=53"
"Table_S2","tbody",225,"17:48 (16:46, 19:19) 18:01 ± 02:21 N=23; d=106"
"Table_S2","tbody",226,"18:45 (17:02, 19:38) 18:23 ± 02:15 N=17; d=89"
"Table_S2","tbody",227,"15:45 (13:20, 16:38) 15:22 ± 02:38 N=6; d=28"
"Table_S2","tbody",228,"15:54 (14:34, 17:25) 15:46 ± 02:13 N=15; d=66"
"Table_S2","tbody",229,"Circular clock"
"Table_S2","tbody",230,"Last light timing above 250 lx melEDI distribution by site. Exact numerical summaries are in the adjacent cells."
"Table_S2","tbody",231,"Mean timing of exposure above 250 lx melEDI Average bright-light timing; summarizes the phase of daily circadian stimulation."
"Table_S2","tbody",232,"HH:MM clock time"
"Table_S2","tbody",233,"13:29 (12:29, 14:39) 13:31 ± 01:52 N=141; d=742"
"Table_S2","tbody",234,"13:20 (12:29, 14:24) 13:21 ± 01:25 N=13; d=72"
"Table_S2","tbody",235,"13:52 (13:13, 15:06) 14:02 ± 01:41 N=13; d=71"
"Table_S2","tbody",236,"13:44 (12:28, 14:55) 13:51 ± 01:56 N=18; d=93"
"Table_S2","tbody",237,"13:17 (12:17, 14:31) 13:24 ± 01:45 N=26; d=138"
"Table_S2","tbody",238,"14:04 (12:58, 15:25) 14:09 ± 02:22 N=10; d=55"
"Table_S2","tbody",239,"13:43 (12:55, 14:29) 13:47 ± 01:33 N=23; d=117"
"Table_S2","tbody",240,"13:58 (12:54, 14:58) 14:04 ± 01:39 N=17; d=94"
"Table_S2","tbody",241,"11:30 (10:28, 12:38) 11:26 ± 01:36 N=6; d=31"
"Table_S2","tbody",242,"12:17 (11:04, 13:04) 12:11 ± 01:36 N=15; d=71"
"Table_S2","tbody",243,"Circular clock"
"Table_S2","tbody",244,"Mean timing of exposure above 250 lx melEDI distribution by site. Exact numerical summaries are in the adjacent cells."
"Table_S2","tfoot",1,"Median (25th percentile, 75th percentile), circular or arithmetic mean ± standard deviation, N=participants; d=participant-days with a finite value for that metric."
"Table_S2","tfoot",2,"1 The brief meaning and relevance notes describe established physiological constructs; this descriptive table does not estimate individual health effects."
"Table_S2","tfoot",3,"2 Scaling describes the distribution column only; printed values remain on their stated scale. Symlog uses base 10 with a linear region through 1 in the stated unit; Identity is linear; Circular clock unwraps values around the metric-specific clock centre."
"Table_S2","tfoot",4,"3 Red lines indicate site medians. Symlog and circular-clock rows are transformed only for plotting."
"Table_S3","thead",1,"Site1"
"Table_S3","thead",2,"Minutes in the recommended range:2"
"Table_S3","thead",3,"Share of all eligible real minutes:3"
"Table_S3","thead",4,"Daytime"
"Table_S3","thead",5,"Pre-sleep"
"Table_S3","thead",6,"Sleep4"
"Table_S3","thead",7,"Total5"
"Table_S3","thead",8,"Daytime"
"Table_S3","thead",9,"Pre-sleep"
"Table_S3","thead",10,"Sleep"
"Table_S3","thead",11,"Unclassified6"
"Table_S3","tbody",1,"Overall"
"Table_S3","tbody",2,"24.0% 137,792 / 573,712"
"Table_S3","tbody",3,"63.3% 81,894 / 129,390"
"Table_S3","tbody",4,"87.7% 336,052 / 383,366"
"Table_S3","tbody",5,"51.2% 555,738 / 1,086,468"
"Table_S3","tbody",6,"51.6% 606,215 / 1,175,160"
"Table_S3","tbody",7,"11.9% 140,152 / 1,175,160"
"Table_S3","tbody",8,"32.6% 383,607 / 1,175,160"
"Table_S3","tbody",9,"3.8% 45,186 / 1,175,160"
"Table_S3","tbody",10,""
"Table_S3","tbody",11,""
"Table_S3","tbody",12,""
"Table_S3","tbody",13,""
"Table_S3","tbody",14,""
"Table_S3","tbody",15,""
"Table_S3","tbody",16,""
"Table_S3","tbody",17,""
"Table_S3","tbody",18,""
"Table_S3","tbody",19,"Borås (SE)"
"Table_S3","tbody",20,"33.2% 19,225 / 57,952"
"Table_S3","tbody",21,"69.9% 8,914 / 12,759"
"Table_S3","tbody",22,"93.4% 33,152 / 35,489"
"Table_S3","tbody",23,"57.7% 61,291 / 106,200"
"Table_S3","tbody",24,"54.0% 60,642 / 112,260"
"Table_S3","tbody",25,"12.2% 13,704 / 112,260"
"Table_S3","tbody",26,"31.7% 35,549 / 112,260"
"Table_S3","tbody",27,"2.1% 2,365 / 112,260"
"Table_S3","tbody",28,"Delft (NL)"
"Table_S3","tbody",29,"29.6% 14,760 / 49,852"
"Table_S3","tbody",30,"66.7% 7,181 / 10,774"
"Table_S3","tbody",31,"86.4% 29,915 / 34,621"
"Table_S3","tbody",32,"54.4% 51,856 / 95,247"
"Table_S3","tbody",33,"47.0% 52,755 / 112,260"
"Table_S3","tbody",34,"10.9% 12,283 / 112,260"
"Table_S3","tbody",35,"30.9% 34,682 / 112,260"
"Table_S3","tbody",36,"11.2% 12,540 / 112,260"
"Table_S3","tbody",37,"Dortmund (DE)"
"Table_S3","tbody",38,"32.4% 22,631 / 69,900"
"Table_S3","tbody",39,"59.6% 9,749 / 16,361"
"Table_S3","tbody",40,"87.5% 42,829 / 48,928"
"Table_S3","tbody",41,"55.6% 75,209 / 135,189"
"Table_S3","tbody",42,"48.1% 74,094 / 154,080"
"Table_S3","tbody",43,"11.3% 17,409 / 154,080"
"Table_S3","tbody",44,"31.8% 48,928 / 154,080"
"Table_S3","tbody",45,"8.9% 13,649 / 154,080"
"Table_S3","tbody",46,"Tübingen (DE)"
"Table_S3","tbody",47,"22.5% 25,082 / 111,396"
"Table_S3","tbody",48,"61.8% 15,623 / 25,283"
"Table_S3","tbody",49,"87.1% 61,030 / 70,029"
"Table_S3","tbody",50,"49.2% 101,735 / 206,708"
"Table_S3","tbody",51,"55.1% 119,150 / 216,120"
"Table_S3","tbody",52,"12.4% 26,881 / 216,120"
"Table_S3","tbody",53,"32.4% 70,089 / 216,120"
"Table_S3","tbody",54,"0.0% 0 / 216,120"
"Table_S3","tbody",55,"Munich (DE)"
"Table_S3","tbody",56,"25.0% 10,681 / 42,685"
"Table_S3","tbody",57,"60.6% 5,963 / 9,833"
"Table_S3","tbody",58,"71.7% 21,485 / 29,951"
"Table_S3","tbody",59,"46.2% 38,129 / 82,469"
"Table_S3","tbody",60,"53.0% 45,831 / 86,400"
"Table_S3","tbody",61,"12.3% 10,618 / 86,400"
"Table_S3","tbody",62,"34.7% 29,951 / 86,400"
"Table_S3","tbody",63,"0.0% 0 / 86,400"
"Table_S3","tbody",64,"Madrid (ES)"
"Table_S3","tbody",65,"24.2% 21,067 / 87,030"
"Table_S3","tbody",66,"62.7% 12,766 / 20,366"
"Table_S3","tbody",67,"95.9% 58,374 / 60,891"
"Table_S3","tbody",68,"54.8% 92,207 / 168,287"
"Table_S3","tbody",69,"48.4% 89,948 / 185,880"
"Table_S3","tbody",70,"11.7% 21,684 / 185,880"
