run_id,metric_order,family_id,gate_p_adjusted,current_p_adjusted,gate_supported,current_supported,disposition_changed
main__glasses__paired_common_sample,10,H01-F4-site-latitude-adequacy,0.6881491054134791,0.6881491054134791,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,11,H01-F1-site,4.372946463187185e-4,4.3729464631871845e-4,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,11,H01-F2-photoperiod,0.593530866893945,0.593530866893945,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,11,H01-F3-latitude,0.00564254806643086,0.005642548066430864,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,11,H01-F4-site-latitude-adequacy,0.01227324719023,0.012273247190230006,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,12,H01-F1-site,0.00750734477690306,0.007507344776903067,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,12,H01-F2-photoperiod,0.00970601122091696,0.009706011220916964,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,12,H01-F3-latitude,0.10232028071899556,0.10232028071899556,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,12,H01-F4-site-latitude-adequacy,0.02481483502719799,0.02481483502719799,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,13,H01-F1-site,1.352861266262557e-9,1.352861266262557e-9,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,13,H01-F2-photoperiod,0.06439695980011106,0.06439695980011106,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,13,H01-F3-latitude,6.817932551099043e-7,6.817932551099043e-7,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,13,H01-F4-site-latitude-adequacy,2.1371324703860583e-4,2.1371324703860583e-4,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,14,H01-F1-site,0.03476338583880604,0.03476338583880604,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,14,H01-F2-photoperiod,0.5180620724436211,0.5180620724436211,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,14,H01-F3-latitude,1,1,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,14,H01-F4-site-latitude-adequacy,0.02687333250759072,0.026873332507590726,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,15,H01-F1-site,2.350505105127011e-8,2.350505105127011e-8,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,15,H01-F2-photoperiod,3.4493285685065363e-4,3.4493285685065363e-4,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,15,H01-F3-latitude,7.475077914465578e-8,7.475077914465577e-8,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,15,H01-F4-site-latitude-adequacy,0.01628299416431833,0.016282994164318332,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,16,H01-F1-site,0.22273872016345175,0.22273872016345175,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,16,H01-F2-photoperiod,6.159203986361587e-5,6.159203986361587e-5,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,16,H01-F3-latitude,0.5732077162940025,0.5732077162940025,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,16,H01-F4-site-latitude-adequacy,0.2241219766438507,0.2241219766438507,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,17,H01-F1-site,0.01507534794131295,0.01507534794131295,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,17,H01-F2-photoperiod,4.623368415364389e-6,4.623368415364389e-6,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,17,H01-F3-latitude,0.2446878836072318,0.2446878836072318,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,17,H01-F4-site-latitude-adequacy,0.02687333250759072,0.026873332507590726,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,1,H01-F1-site,0.799374041029189,0.799374041029189,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,1,H01-F2-photoperiod,0.8845976944822218,0.8845976944822218,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,1,H01-F3-latitude,0.6194310062897807,0.6194310062897807,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,1,H01-F4-site-latitude-adequacy,0.7579889337003253,0.7579889337003253,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,2,H01-F1-site,0.3165440846800277,0.3165440846800277,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,2,H01-F2-photoperiod,0.2368227858474785,0.2368227858474785,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,2,H01-F3-latitude,0.5760148487373525,0.5760148487373525,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,2,H01-F4-site-latitude-adequacy,0.2678154991544764,0.2678154991544764,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,3,H01-F1-site,0.00292011273910837,0.00292011273910837,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,3,H01-F2-photoperiod,9.388500580600422e-5,9.388500580600422e-5,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,3,H01-F3-latitude,0.4820867673824067,0.4820867673824067,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,3,H01-F4-site-latitude-adequacy,0.00226257032463352,0.0022625703246335247,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,4,H01-F1-site,0.00600970604377874,0.006009706043778745,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,4,H01-F2-photoperiod,2.6383894492572975e-4,2.6383894492572975e-4,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,4,H01-F3-latitude,0.6194310062897807,0.6194310062897807,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,4,H01-F4-site-latitude-adequacy,0.00467978163400048,0.004679781634000484,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,5,H01-F1-site,3.5081332294918425e-6,3.5081332294918425e-6,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,5,H01-F2-photoperiod,0.01353986645059519,0.013539866450595196,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,5,H01-F3-latitude,7.232821793507262e-4,7.232821793507262e-4,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,5,H01-F4-site-latitude-adequacy,7.111675121315868e-4,7.111675121315868e-4,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,6,H01-F1-site,0.00311796586343197,0.003117965863431971,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,6,H01-F2-photoperiod,1.4812137036100938e-5,1.4812137036100938e-5,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,6,H01-F3-latitude,0.02102105568649868,0.02102105568649868,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,6,H01-F4-site-latitude-adequacy,0.02024976776085018,0.020249767760850187,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,7,H01-F1-site,0.00178720719145951,0.001787207191459511,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,7,H01-F2-photoperiod,9.388500580600422e-5,9.388500580600422e-5,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,7,H01-F3-latitude,0.940017248914266,0.940017248914266,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,7,H01-F4-site-latitude-adequacy,9.392598220772096e-4,9.392598220772097e-4,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,8,H01-F1-site,0.3076132601037053,0.3076132601037053,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,8,H01-F2-photoperiod,0.01353986645059519,0.013539866450595196,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,8,H01-F3-latitude,0.7676735453874061,0.7676735453874061,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,8,H01-F4-site-latitude-adequacy,0.25116092564229237,0.25116092564229237,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,9,H01-F1-site,0.00454816568347036,0.004548165683470366,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,9,H01-F2-photoperiod,0.1584680789338954,0.1584680789338954,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,9,H01-F3-latitude,0.00507454539991546,0.0050745453999154685,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,9,H01-F4-site-latitude-adequacy,0.08285432438477654,0.08285432438477654,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,10,H01-F1-site,0.182418902307752,0.182418902307752,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,10,H01-F2-photoperiod,2.6425921752333943e-4,2.6425921752333943e-4,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,10,H01-F3-latitude,0.2029416075705299,0.2029416075705299,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,10,H01-F4-site-latitude-adequacy,0.25116092564229237,0.25116092564229237,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,11,H01-F1-site,1.1161138427742278e-10,1.1161138427742278e-10,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,11,H01-F2-photoperiod,0.37384951629427887,0.37384951629427887,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,11,H01-F3-latitude,8.096712291934234e-9,8.096712291934234e-9,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,11,H01-F4-site-latitude-adequacy,5.62497930648478e-4,5.62497930648478e-4,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,12,H01-F1-site,2.611051367794499e-7,2.6110513677945e-7,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,12,H01-F2-photoperiod,0.00384674722629481,0.0038467472262948173,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,12,H01-F3-latitude,1.630660616333422e-5,1.630660616333422e-5,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,12,H01-F4-site-latitude-adequacy,8.858427857945649e-4,8.858427857945649e-4,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,13,H01-F1-site,4.0979448666167544e-20,4.0979448666167526e-20,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,13,H01-F2-photoperiod,0.01353986645059519,0.013539866450595196,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,13,H01-F3-latitude,4.128949486073303e-15,4.128949486073303e-15,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,13,H01-F4-site-latitude-adequacy,6.105126932503927e-7,6.105126932503927e-7,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,14,H01-F1-site,2.8493451469471185e-10,2.8493451469471185e-10,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,14,H01-F2-photoperiod,0.2898716922772992,0.2898716922772992,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,14,H01-F3-latitude,1.630660616333422e-5,1.630660616333422e-5,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,14,H01-F4-site-latitude-adequacy,1.9883221785865376e-6,1.988322178586538e-6,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,15,H01-F1-site,3.012200586551303e-7,3.012200586551303e-7,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,15,H01-F2-photoperiod,1.7201332571823067e-5,1.7201332571823067e-5,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,15,H01-F3-latitude,3.1372788253496994e-8,3.1372788253496994e-8,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,15,H01-F4-site-latitude-adequacy,0.0884526095792395,0.0884526095792395,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,16,H01-F1-site,0.02536218443981002,0.025362184439810025,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,16,H01-F2-photoperiod,9.811789316299326e-6,9.811789316299326e-6,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,16,H01-F3-latitude,0.2273479337662966,0.2273479337662966,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,16,H01-F4-site-latitude-adequacy,0.04007238389117152,0.04007238389117152,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,17,H01-F1-site,0.02200715887006635,0.022007158870066355,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,17,H01-F2-photoperiod,0.06123042334930854,0.061230423349308546,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__all_available,17,H01-F3-latitude,0.00551303915468834,0.00551303915468834,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__all_available,17,H01-F4-site-latitude-adequacy,0.25116092564229237,0.25116092564229237,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,1,H01-F1-site,,,,,
manuscript_prepared_data__chest__paired_common_sample,1,H01-F2-photoperiod,,,,,
manuscript_prepared_data__chest__paired_common_sample,1,H01-F3-latitude,,,,,
manuscript_prepared_data__chest__paired_common_sample,1,H01-F4-site-latitude-adequacy,,,,,
manuscript_prepared_data__chest__paired_common_sample,2,H01-F1-site,,,,,
manuscript_prepared_data__chest__paired_common_sample,2,H01-F2-photoperiod,,,,,
manuscript_prepared_data__chest__paired_common_sample,2,H01-F3-latitude,,,,,
manuscript_prepared_data__chest__paired_common_sample,2,H01-F4-site-latitude-adequacy,,,,,
manuscript_prepared_data__chest__paired_common_sample,3,H01-F1-site,0.19819626809915736,0.19819626809915736,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,3,H01-F2-photoperiod,1.7751775004090902e-4,1.7751775004090902e-4,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,3,H01-F3-latitude,0.3356742117083175,0.3356742117083175,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,3,H01-F4-site-latitude-adequacy,0.23102131641007545,0.23102131641007545,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,4,H01-F1-site,0.10044968345254995,0.10044968345254995,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,4,H01-F2-photoperiod,3.6634733606765303e-4,3.6634733606765303e-4,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,4,H01-F3-latitude,0.030288444335151,0.030288444335151,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,4,H01-F4-site-latitude-adequacy,0.3958755473724539,0.3958755473724539,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,5,H01-F1-site,3.915757376312461e-4,3.915757376312461e-4,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,5,H01-F2-photoperiod,0.00814043083293887,0.008140430832938878,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,5,H01-F3-latitude,0.04526103815453903,0.04526103815453903,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,5,H01-F4-site-latitude-adequacy,0.002672739624253,0.0026727396242530004,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,6,H01-F1-site,0.05201741978262544,0.052017419782625446,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,6,H01-F2-photoperiod,5.08865187856472e-5,5.08865187856472e-5,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,6,H01-F3-latitude,0.9203738322292712,0.9203738322292712,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,6,H01-F4-site-latitude-adequacy,0.03012471908926789,0.030124719089267896,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,7,H01-F1-site,0.00301046155347487,0.003010461553474876,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,7,H01-F2-photoperiod,1.5698558318728533e-4,1.5698558318728533e-4,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,7,H01-F3-latitude,0.01736691064760513,0.01736691064760513,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,7,H01-F4-site-latitude-adequacy,0.03012471908926789,0.030124719089267896,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,8,H01-F1-site,0.33159917365239144,0.33159917365239144,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,8,H01-F2-photoperiod,0.01105733221362887,0.011057332213628878,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,8,H01-F3-latitude,0.9609077183546004,0.9609077183546003,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,8,H01-F4-site-latitude-adequacy,0.25100842662689515,0.25100842662689515,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,9,H01-F1-site,0.08699107217248749,0.08699107217248749,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,9,H01-F2-photoperiod,0.2282549005572623,0.2282549005572623,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,9,H01-F3-latitude,0.1048102017060854,0.10481020170608539,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,9,H01-F4-site-latitude-adequacy,0.188905730583431,0.188905730583431,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,10,H01-F1-site,0.4552473535502789,0.4552473535502789,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,10,H01-F2-photoperiod,6.546326408859813e-4,6.546326408859813e-4,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,10,H01-F3-latitude,0.7116295860060866,0.7116295860060866,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,10,H01-F4-site-latitude-adequacy,0.3958755473724539,0.3958755473724539,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,11,H01-F1-site,1.7363970329907537e-4,1.7363970329907537e-4,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,11,H01-F2-photoperiod,0.5388992852302336,0.5388992852302336,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,11,H01-F3-latitude,0.00107688197645667,0.001076881976456677,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,11,H01-F4-site-latitude-adequacy,0.01218588235997242,0.012185882359972427,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,12,H01-F1-site,3.068037984908528e-5,3.068037984908528e-5,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,12,H01-F2-photoperiod,0.00425264859960291,0.004252648599602918,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,12,H01-F3-latitude,6.550970078560337e-4,6.550970078560337e-4,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,12,H01-F4-site-latitude-adequacy,0.00557543204325052,0.005575432043250523,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,13,H01-F1-site,2.717992512830246e-11,2.717992512830246e-11,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,13,H01-F2-photoperiod,0.00803811630812625,0.00803811630812625,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,13,H01-F3-latitude,3.495983636001157e-7,3.495983636001157e-7,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,13,H01-F4-site-latitude-adequacy,8.730601148345398e-6,8.730601148345398e-6,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,14,H01-F1-site,0.00101524075471703,0.0010152407547170364,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,14,H01-F2-photoperiod,0.5400557559256328,0.5400557559256328,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,14,H01-F3-latitude,0.2677091166976892,0.2677091166976892,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,14,H01-F4-site-latitude-adequacy,0.002672739624253,0.0026727396242530004,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,15,H01-F1-site,1.9350885610731106e-8,1.9350885610731102e-8,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,15,H01-F2-photoperiod,8.771701041538963e-7,8.771701041538963e-7,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,15,H01-F3-latitude,1.1367428221240045e-7,1.1367428221240043e-7,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,15,H01-F4-site-latitude-adequacy,0.00783472750187381,0.007834727501873811,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,16,H01-F1-site,0.07260663174910896,0.07260663174910896,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,16,H01-F2-photoperiod,1.2523941412433718e-5,1.2523941412433718e-5,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,16,H01-F3-latitude,0.8081014157547523,0.8081014157547523,FALSE,FALSE,FALSE
manuscript_prepared_data__chest__paired_common_sample,16,H01-F4-site-latitude-adequacy,0.04551954464971915,0.04551954464971915,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,17,H01-F1-site,0.00201466006058158,0.00201466006058158,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,17,H01-F2-photoperiod,4.251247746024137e-9,4.251247746024137e-9,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,17,H01-F3-latitude,0.030288444335151,0.030288444335151,TRUE,TRUE,FALSE
manuscript_prepared_data__chest__paired_common_sample,17,H01-F4-site-latitude-adequacy,0.01218588235997242,0.012185882359972427,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,1,H01-F1-site,0.1272363650497502,0.1272363650497502,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,1,H01-F2-photoperiod,0.5213700632284262,0.5213700632284262,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,1,H01-F3-latitude,0.8479042503524823,0.8479042503524823,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,1,H01-F4-site-latitude-adequacy,0.09082232938362368,0.09082232938362368,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,2,H01-F1-site,0.22097031139261483,0.22097031139261483,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,2,H01-F2-photoperiod,0.5213700632284262,0.5213700632284262,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,2,H01-F3-latitude,0.07069267830955268,0.07069267830955268,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,2,H01-F4-site-latitude-adequacy,0.5016866139270177,0.5016866139270177,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,3,H01-F1-site,0.00112246111750204,0.0011224611175020486,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,3,H01-F2-photoperiod,9.657452845650666e-7,9.657452845650666e-7,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,3,H01-F3-latitude,0.00265642394660055,0.0026564239466005525,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,3,H01-F4-site-latitude-adequacy,0.04057726707565552,0.04057726707565552,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,4,H01-F1-site,0.00495254081684702,0.004952540816847027,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,4,H01-F2-photoperiod,3.785703369626737e-6,3.7857033696267365e-6,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,4,H01-F3-latitude,6.583375180491978e-4,6.583375180491978e-4,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,4,H01-F4-site-latitude-adequacy,0.2780787810180268,0.2780787810180268,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,5,H01-F1-site,5.4794061468601286e-6,5.4794061468601286e-6,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,5,H01-F2-photoperiod,0.00170093813027697,0.0017009381302769799,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,5,H01-F3-latitude,0.587818705026552,0.587818705026552,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,5,H01-F4-site-latitude-adequacy,4.29740836699095e-6,4.29740836699095e-6,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,6,H01-F1-site,0.09035898255404526,0.09035898255404526,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,6,H01-F2-photoperiod,8.319353078808524e-7,8.319353078808524e-7,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,6,H01-F3-latitude,0.7114182021700717,0.7114182021700717,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,6,H01-F4-site-latitude-adequacy,0.06635045775120937,0.06635045775120937,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,7,H01-F1-site,0.00684551442039877,0.0068455144203987735,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,7,H01-F2-photoperiod,3.235332191289347e-5,3.235332191289347e-5,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,7,H01-F3-latitude,0.01835922688501855,0.01835922688501855,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,7,H01-F4-site-latitude-adequacy,0.04903779414881609,0.049037794148816094,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,8,H01-F1-site,0.15055019872549066,0.15055019872549066,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,8,H01-F2-photoperiod,4.4984135250427987e-4,4.4984135250427987e-4,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,8,H01-F3-latitude,0.874388993917551,0.874388993917551,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,8,H01-F4-site-latitude-adequacy,0.1073871608741938,0.10738716087419381,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,9,H01-F1-site,0.0984448860552796,0.0984448860552796,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,9,H01-F2-photoperiod,0.19825330896020668,0.19825330896020668,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,9,H01-F3-latitude,0.9519297615420038,0.9519297615420038,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,9,H01-F4-site-latitude-adequacy,0.06635045775120937,0.06635045775120937,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,10,H01-F1-site,0.3240972500855346,0.3240972500855346,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,10,H01-F2-photoperiod,3.235332191289347e-5,3.235332191289347e-5,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,10,H01-F3-latitude,0.11299075437349052,0.11299075437349053,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,10,H01-F4-site-latitude-adequacy,0.5571875792807517,0.5571875792807517,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,11,H01-F1-site,4.19139976489315e-4,4.19139976489315e-4,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,11,H01-F2-photoperiod,0.454169384279483,0.454169384279483,FALSE,FALSE,FALSE
manuscript_prepared_data__glasses__all_available,11,H01-F3-latitude,0.00990791627723929,0.009907916277239295,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,11,H01-F4-site-latitude-adequacy,0.00724215387896498,0.007242153878964983,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,12,H01-F1-site,0.00417993787921128,0.004179937879211283,TRUE,TRUE,FALSE
manuscript_prepared_data__glasses__all_available,12,H01-F2-photoperiod,9.076559556453372e-4,9.076559556453371e-4,TRUE,TRUE,FALSE
