run_id,placement,metric_id,metric_order,manuscript_name,site,participants,participant_days,first_date,last_date,abs_latitude_deg,photoperiod_min,photoperiod_max,display_order,site_name,site_color,placement_label
primary__chest,chest,longest_bout_above_250,8,Longest continuous period above 250 lx melEDI,BAUA,20,114,2025-06-11,2025-10-19,51.498204,11.580528282059564,18.211450270281897,3,Dortmund (DE),#DDCC77,Chest — complementary
primary__chest,chest,longest_bout_above_250,8,Longest continuous period above 250 lx melEDI,TUM,10,60,2024-05-14,2024-07-28,48.1333,16.40620690557692,17.452678093645307,5,Munich (DE),#DDCC77,Chest — complementary
primary__chest,chest,longest_bout_above_250,8,Longest continuous period above 250 lx melEDI,FUSPCEU,22,123,2024-10-08,2025-02-09,40.4165,10.329644992086624,12.348446626994344,6,Madrid (ES),#CC6677,Chest — complementary
primary__chest,chest,longest_bout_above_250,8,Longest continuous period above 250 lx melEDI,IZTECH,17,102,2024-12-24,2025-06-01,38.32,10.489451321429677,15.696292682422532,7,Izmir (TR),#332288,Chest — complementary
primary__chest,chest,longest_bout_above_250,8,Longest continuous period above 250 lx melEDI,UCR,39,230,2025-06-17,2025-09-06,9.9372,12.959218925899927,13.474863940808508,8,San José (CR),#44AA99,Chest — complementary
primary__chest,chest,longest_bout_above_250,8,Longest continuous period above 250 lx melEDI,KNUST,15,84,2024-10-08,2025-02-01,6.6750074282377385,12.493067087067498,12.71061712841193,9,Kumasi (GH),#AA4499,Chest — complementary
primary__near_eye,near_eye,dose_time_sensitive_corrected_medi,9,melEDI dose,RISE,13,71,2025-03-04,2025-10-12,57.715675,11.896925158434444,20.52484733098083,1,Borås (SE),#88CCEE,Near eye — primary
primary__near_eye,near_eye,dose_time_sensitive_corrected_medi,9,melEDI dose,THUAS,13,74,2025-02-22,2025-09-27,52.0116,11.59127261598905,18.223782843152684,2,Delft (NL),#117733,Near eye — primary
primary__near_eye,near_eye,dose_time_sensitive_corrected_medi,9,melEDI dose,BAUA,18,97,2025-06-11,2025-10-19,51.498204,11.580528282059564,18.217757501800858,3,Dortmund (DE),#DDCC77,Near eye — primary
primary__near_eye,near_eye,dose_time_sensitive_corrected_medi,9,melEDI dose,MPI,26,137,2023-08-15,2023-11-12,48.5216,10.501161154309909,15.526877130932276,4,Tübingen (DE),#DDCC77,Near eye — primary
primary__near_eye,near_eye,dose_time_sensitive_corrected_medi,9,melEDI dose,TUM,10,55,2024-05-14,2024-07-28,48.1333,16.40620690557692,17.452678093645307,5,Munich (DE),#DDCC77,Near eye — primary
primary__near_eye,near_eye,dose_time_sensitive_corrected_medi,9,melEDI dose,FUSPCEU,23,125,2024-10-08,2025-02-09,40.4165,10.329644992086624,12.348446626994344,6,Madrid (ES),#CC6677,Near eye — primary
primary__near_eye,near_eye,dose_time_sensitive_corrected_medi,9,melEDI dose,IZTECH,17,96,2024-12-24,2025-06-01,38.32,10.489451321429677,15.696292682422532,7,Izmir (TR),#332288,Near eye — primary
primary__near_eye,near_eye,dose_time_sensitive_corrected_medi,9,melEDI dose,UCR,6,30,2025-06-17,2025-06-29,9.9372,13.465770600769256,13.474863940808508,8,San José (CR),#44AA99,Near eye — primary
primary__near_eye,near_eye,dose_time_sensitive_corrected_medi,9,melEDI dose,KNUST,15,76,2024-10-08,2025-02-02,6.6750074282377385,12.493067087067498,12.71061712841193,9,Kumasi (GH),#AA4499,Near eye — primary
primary__chest,chest,dose_time_sensitive_corrected_medi,9,melEDI dose,RISE,16,90,2025-03-04,2025-10-19,57.715675,11.350968501501614,20.52484733098083,1,Borås (SE),#88CCEE,Chest — complementary
primary__chest,chest,dose_time_sensitive_corrected_medi,9,melEDI dose,THUAS,15,89,2025-02-22,2025-10-13,52.0116,11.59127261598905,18.223782843152684,2,Delft (NL),#117733,Chest — complementary
primary__chest,chest,dose_time_sensitive_corrected_medi,9,melEDI dose,BAUA,20,105,2025-06-11,2025-10-19,51.498204,11.580528282059564,18.211450270281897,3,Dortmund (DE),#DDCC77,Chest — complementary
primary__chest,chest,dose_time_sensitive_corrected_medi,9,melEDI dose,TUM,10,55,2024-05-14,2024-07-28,48.1333,16.40620690557692,17.452678093645307,5,Munich (DE),#DDCC77,Chest — complementary
primary__chest,chest,dose_time_sensitive_corrected_medi,9,melEDI dose,FUSPCEU,22,118,2024-10-08,2025-02-09,40.4165,10.329644992086624,12.348446626994344,6,Madrid (ES),#CC6677,Chest — complementary
primary__chest,chest,dose_time_sensitive_corrected_medi,9,melEDI dose,IZTECH,17,98,2024-12-24,2025-06-01,38.32,10.489451321429677,15.696292682422532,7,Izmir (TR),#332288,Chest — complementary
primary__chest,chest,dose_time_sensitive_corrected_medi,9,melEDI dose,UCR,39,217,2025-06-17,2025-09-05,9.9372,12.968728100061416,13.474863940808508,8,San José (CR),#44AA99,Chest — complementary
primary__chest,chest,dose_time_sensitive_corrected_medi,9,melEDI dose,KNUST,15,79,2024-10-08,2025-02-01,6.6750074282377385,12.493067087067498,12.71061712841193,9,Kumasi (GH),#AA4499,Chest — complementary
