run_id,cluster_level,cluster_id,eligible_pairs,lag1_correlation
main__glasses__all_available,AR_sequence,259,47,0.2696608394795509
main__glasses__all_available,AR_sequence,260,47,-0.006409769129338469
main__glasses__all_available,AR_sequence,261,47,-0.23124742897577819
main__glasses__all_available,AR_sequence,262,47,-0.21515684276642866
main__glasses__all_available,AR_sequence,263,36,0.16463266164880233
main__glasses__all_available,AR_sequence,265,3,0.28084425625851456
main__glasses__all_available,AR_sequence,266,47,-0.07596339221729603
main__glasses__all_available,AR_sequence,267,37,0.2620272324886182
main__glasses__all_available,AR_sequence,268,8,-0.08074337545025434
main__glasses__all_available,AR_sequence,269,39,0.06851489696382254
main__glasses__all_available,AR_sequence,270,5,-0.3970242508157366
main__glasses__all_available,AR_sequence,271,13,0.9662302685822347
main__glasses__all_available,AR_sequence,272,10,0.5704456562145338
main__glasses__all_available,AR_sequence,273,15,0.18732232709406246
main__glasses__all_available,AR_sequence,274,47,0.06037790847327465
main__glasses__all_available,AR_sequence,275,27,-0.25897079526896477
main__glasses__all_available,AR_sequence,276,16,0.43877686685047024
main__glasses__all_available,AR_sequence,277,47,0.4418711466744933
main__glasses__all_available,AR_sequence,278,47,0.11163203051703127
main__glasses__all_available,AR_sequence,279,47,-0.015935888698219474
main__glasses__all_available,AR_sequence,280,47,-0.2187183640638671
main__glasses__all_available,AR_sequence,281,30,0.22263496129637378
main__glasses__all_available,AR_sequence,282,9,-0.1550238075128452
main__glasses__all_available,AR_sequence,283,30,-0.13955153737962359
main__glasses__all_available,AR_sequence,284,11,0.030960477486628384
main__glasses__all_available,AR_sequence,285,47,0.3854941366845589
main__glasses__all_available,AR_sequence,286,47,0.5133597158610415
main__glasses__all_available,AR_sequence,287,47,0.08932254687943858
main__glasses__all_available,AR_sequence,288,47,0.2256346685168339
main__glasses__all_available,AR_sequence,289,38,0.1136236483820604
main__glasses__all_available,AR_sequence,290,4,0.06101118149477137
main__glasses__all_available,AR_sequence,291,47,-0.005662468263774228
main__glasses__all_available,AR_sequence,292,47,-0.22596658039657888
main__glasses__all_available,AR_sequence,293,47,0.43648559397080183
main__glasses__all_available,AR_sequence,294,47,0.18098402782036774
main__glasses__all_available,AR_sequence,295,47,0.08820478037743618
main__glasses__all_available,AR_sequence,296,47,0.18120611613753884
main__glasses__all_available,AR_sequence,297,47,-0.01936705181179592
main__glasses__all_available,AR_sequence,298,47,-0.19397690208974303
main__glasses__all_available,AR_sequence,299,47,-0.12676219268472486
main__glasses__all_available,AR_sequence,300,47,-0.03626729421251869
main__glasses__all_available,AR_sequence,301,47,0.32218499600059936
main__glasses__all_available,AR_sequence,302,47,-0.009462921837211376
main__glasses__all_available,AR_sequence,303,47,0.3708262009066518
main__glasses__all_available,AR_sequence,304,27,-0.15242292865814025
main__glasses__all_available,AR_sequence,305,14,0.3366261945410316
main__glasses__all_available,AR_sequence,306,47,0.12820697428290737
main__glasses__all_available,AR_sequence,307,47,-0.09912544726588592
main__glasses__all_available,AR_sequence,308,47,0.2580967049086409
main__glasses__all_available,AR_sequence,309,28,0.7998152617712726
main__glasses__all_available,AR_sequence,310,14,-0.18167368364513584
main__glasses__all_available,AR_sequence,311,47,-0.09509101980941057
main__glasses__all_available,AR_sequence,312,47,-0.08027963998157861
main__glasses__all_available,AR_sequence,313,47,0.15448042366422612
main__glasses__all_available,AR_sequence,314,47,0.11707026429720731
main__glasses__all_available,AR_sequence,315,47,0.2957185197611122
main__glasses__all_available,AR_sequence,316,47,-0.009588268792042077
main__glasses__all_available,AR_sequence,317,47,0.22043287085553925
main__glasses__all_available,AR_sequence,318,47,0.18126756769121732
main__glasses__all_available,AR_sequence,319,47,0.14764035404592737
main__glasses__all_available,AR_sequence,320,47,0.023337174206576557
main__glasses__all_available,AR_sequence,321,47,0.09502497666595966
main__glasses__all_available,AR_sequence,322,47,0.30708324569255674
main__glasses__all_available,AR_sequence,323,47,0.33632378245895006
main__glasses__all_available,AR_sequence,324,37,0.02325858777358943
main__glasses__all_available,AR_sequence,325,2,
main__glasses__all_available,AR_sequence,326,2,
main__glasses__all_available,AR_sequence,327,37,0.15904339801804596
main__glasses__all_available,AR_sequence,328,6,-0.3374509297818004
main__glasses__all_available,AR_sequence,329,47,0.4618323398616482
main__glasses__all_available,AR_sequence,330,47,0.3563112142559639
main__glasses__all_available,AR_sequence,331,20,0.354377331216497
main__glasses__all_available,AR_sequence,332,9,0.022567813425368417
main__glasses__all_available,AR_sequence,333,10,0.27406549595587315
main__glasses__all_available,AR_sequence,334,1,
main__glasses__all_available,AR_sequence,335,38,-0.2704413249204839
main__glasses__all_available,AR_sequence,337,3,0.9497026690548392
main__glasses__all_available,AR_sequence,338,47,-0.1300198842911655
main__glasses__all_available,AR_sequence,339,29,-0.0022440878507104006
main__glasses__all_available,AR_sequence,340,8,-0.11343288078793513
main__glasses__all_available,AR_sequence,341,47,0.7627422870236433
main__glasses__all_available,AR_sequence,342,47,0.2863929951358461
main__glasses__all_available,AR_sequence,343,47,0.2406323650638599
main__glasses__all_available,AR_sequence,344,47,-0.11028350707258942
main__glasses__all_available,AR_sequence,345,47,0.012275825742374057
main__glasses__all_available,AR_sequence,346,47,0.3513642502292373
main__glasses__all_available,AR_sequence,347,37,0.12991191176495906
main__glasses__all_available,AR_sequence,348,7,0.1287530336513114
main__glasses__all_available,AR_sequence,349,40,0.13936257708718833
main__glasses__all_available,AR_sequence,350,1,
main__glasses__all_available,AR_sequence,351,47,0.4306484867340208
main__glasses__all_available,AR_sequence,352,43,0.18790878582974987
main__glasses__all_available,AR_sequence,353,2,
main__glasses__all_available,AR_sequence,354,32,0.017635532312960292
main__glasses__all_available,AR_sequence,355,6,-0.624805438101633
main__glasses__all_available,AR_sequence,356,47,0.08538967356245161
main__glasses__all_available,AR_sequence,357,47,0.11369171041279487
main__glasses__all_available,AR_sequence,358,47,0.2685393249224602
main__glasses__all_available,AR_sequence,359,47,0.33769497832552553
main__glasses__all_available,AR_sequence,360,47,0.0036707990015011605
main__glasses__all_available,AR_sequence,361,47,0.002197873867583589
main__glasses__all_available,AR_sequence,362,41,0.14306237564549823
main__glasses__all_available,AR_sequence,363,3,0.8919426941577461
main__glasses__all_available,AR_sequence,364,47,-0.001844072064672036
main__glasses__all_available,AR_sequence,365,47,0.15996244113072788
main__glasses__all_available,AR_sequence,366,47,-0.01909490466395105
main__glasses__all_available,AR_sequence,367,47,0.10527661277441022
main__glasses__all_available,AR_sequence,368,47,0.2549609971050559
main__glasses__all_available,AR_sequence,369,29,0.09520134226653455
main__glasses__all_available,AR_sequence,370,16,-0.5071317814808048
main__glasses__all_available,AR_sequence,371,47,0.11532912213949621
main__glasses__all_available,AR_sequence,372,33,0.31104962626376026
main__glasses__all_available,AR_sequence,373,11,0.04797033073321282
main__glasses__all_available,AR_sequence,374,47,0.17647323182978067
main__glasses__all_available,AR_sequence,375,42,0.2905213142992039
main__glasses__all_available,AR_sequence,376,3,-0.4059423795071937
main__glasses__all_available,AR_sequence,377,47,0.1490233394925227
main__glasses__all_available,AR_sequence,378,40,0.07422933701695905
main__glasses__all_available,AR_sequence,379,4,0.6261980812022049
main__glasses__all_available,AR_sequence,380,44,-0.020429725998167086
main__glasses__all_available,AR_sequence,381,47,-0.07212935644931381
main__glasses__all_available,AR_sequence,382,47,-0.12511289191486258
main__glasses__all_available,AR_sequence,383,25,0.017131785541102788
main__glasses__all_available,AR_sequence,384,15,-0.1554045787431523
main__glasses__all_available,AR_sequence,386,47,-0.10149925016825544
main__glasses__all_available,AR_sequence,387,45,0.1890441727894847
main__glasses__all_available,AR_sequence,388,14,0.5361461368428078
main__glasses__all_available,AR_sequence,389,1,
main__glasses__all_available,AR_sequence,390,27,-0.22369900854130909
main__glasses__all_available,AR_sequence,391,17,0.05759862961877372
main__glasses__all_available,AR_sequence,392,26,-0.21078646979108798
main__glasses__all_available,AR_sequence,393,47,0.146087509538248
main__glasses__all_available,AR_sequence,394,47,0.1474710244732589
main__glasses__all_available,AR_sequence,395,27,0.05056225806908694
main__glasses__all_available,AR_sequence,396,13,-0.3043748832201035
main__glasses__all_available,AR_sequence,397,47,0.293904388229757
main__glasses__all_available,AR_sequence,398,47,-0.19261782313001452
main__glasses__all_available,AR_sequence,399,31,-0.5951944016719668
main__glasses__all_available,AR_sequence,400,1,
main__glasses__all_available,AR_sequence,401,11,0.13349167154428898
main__glasses__all_available,AR_sequence,402,35,-0.3191644472099254
main__glasses__all_available,AR_sequence,403,10,0.08257725449000627
main__glasses__all_available,AR_sequence,404,26,0.016129280777109956
main__glasses__all_available,AR_sequence,405,19,-0.002941181531039464
main__glasses__all_available,AR_sequence,406,47,0.015328222510454962
main__glasses__all_available,AR_sequence,407,33,0.26415781996868315
main__glasses__all_available,AR_sequence,408,6,0.5391201480171117
main__glasses__all_available,AR_sequence,409,4,-0.0041428615733892435
main__glasses__all_available,AR_sequence,410,29,0.40670728274188417
main__glasses__all_available,AR_sequence,411,9,-0.1045081930155613
main__glasses__all_available,AR_sequence,412,2,
main__glasses__all_available,AR_sequence,413,34,0.10885722516824706
main__glasses__all_available,AR_sequence,414,7,0.029125530301726557
main__glasses__all_available,AR_sequence,415,42,0.1075317346084585
main__glasses__all_available,AR_sequence,417,45,0.35319370666779387
main__glasses__all_available,AR_sequence,418,19,0.3935821957941505
main__glasses__all_available,AR_sequence,419,22,0.3658272713083614
main__glasses__all_available,AR_sequence,420,37,-0.02541154231708625
main__glasses__all_available,AR_sequence,421,7,-0.22975814063416705
main__glasses__all_available,AR_sequence,422,44,0.03727445402030369
main__glasses__all_available,AR_sequence,424,19,-0.12430259418765657
main__glasses__all_available,AR_sequence,425,6,-0.7076151552350245
main__glasses__all_available,AR_sequence,426,9,-0.013037472573389925
main__glasses__all_available,AR_sequence,427,4,-0.09392968665274243
main__glasses__all_available,AR_sequence,428,26,0.08583274182560698
main__glasses__all_available,AR_sequence,429,15,0.3453009423620017
main__glasses__all_available,AR_sequence,431,31,0.0801926101600777
main__glasses__all_available,AR_sequence,432,11,-0.5520447002455391
main__glasses__all_available,AR_sequence,433,31,-0.029720819486009877
main__glasses__all_available,AR_sequence,434,10,0.030711306669519132
main__glasses__all_available,AR_sequence,435,47,-0.22657578791652125
main__glasses__all_available,AR_sequence,436,45,-0.37811008848544997
main__glasses__all_available,AR_sequence,438,47,-0.34254215048319703
main__glasses__all_available,AR_sequence,439,26,-0.535324329600508
main__glasses__all_available,AR_sequence,440,19,-0.6380706054175678
main__glasses__all_available,AR_sequence,441,47,0.08136638704703535
main__glasses__all_available,AR_sequence,442,47,-0.06849423053973798
main__glasses__all_available,AR_sequence,443,1,
main__glasses__all_available,AR_sequence,444,44,0.15636440535300766
main__glasses__all_available,AR_sequence,445,47,0.4252934810947909
main__glasses__all_available,AR_sequence,446,47,0.20696520237890723
main__glasses__all_available,AR_sequence,447,47,0.11504143645350992
main__glasses__all_available,AR_sequence,448,47,0.2424497214418738
main__glasses__all_available,AR_sequence,449,47,0.38034898868245953
main__glasses__all_available,AR_sequence,450,45,0.015502928862726686
main__glasses__all_available,AR_sequence,452,47,0.04488612036238263
main__glasses__all_available,AR_sequence,453,47,-0.21484299355531092
main__glasses__all_available,AR_sequence,454,47,0.21794975634744587
main__glasses__all_available,AR_sequence,455,27,0.6138185628292987
main__glasses__all_available,AR_sequence,456,17,-0.33235640028869623
main__glasses__all_available,AR_sequence,457,35,0.4277899927660838
main__glasses__all_available,AR_sequence,458,9,0.052138672813934264
main__glasses__all_available,AR_sequence,459,21,-0.14343569986217933
main__glasses__all_available,AR_sequence,460,24,0.04007607222198311
main__glasses__all_available,AR_sequence,461,41,0.05263641516914078
main__glasses__all_available,AR_sequence,462,3,-0.7227419805768193
main__glasses__all_available,AR_sequence,463,34,-0.030844995669048903
main__glasses__all_available,AR_sequence,464,6,-0.5479065242532163
main__glasses__all_available,AR_sequence,465,20,-0.695144142543504
main__glasses__all_available,AR_sequence,466,4,0.5190828933010323
main__glasses__all_available,AR_sequence,467,17,0.34211710762945186
main__glasses__all_available,AR_sequence,468,24,0.169026474399318
main__glasses__all_available,AR_sequence,469,1,
main__glasses__all_available,AR_sequence,470,3,-0.920705789150076
main__glasses__all_available,AR_sequence,471,12,0.012497095515016408
main__glasses__all_available,AR_sequence,472,47,0.18864584043200128
main__glasses__all_available,AR_sequence,473,30,-0.39358731407854525
main__glasses__all_available,AR_sequence,474,15,0.06136921684225019
main__glasses__all_available,AR_sequence,475,33,-0.2509228810217917
main__glasses__all_available,AR_sequence,476,11,-0.47539514312446435
main__glasses__all_available,AR_sequence,477,33,0.6003198700201775
main__glasses__all_available,AR_sequence,478,8,0.25182589427489444
main__glasses__all_available,AR_sequence,479,26,-0.3075211647648706
main__glasses__all_available,AR_sequence,480,12,-0.22941241295270662
main__glasses__all_available,AR_sequence,481,5,0.5961926307692315
main__glasses__all_available,AR_sequence,482,33,0.529707757579927
main__glasses__all_available,AR_sequence,483,10,0.21355038386202654
main__glasses__all_available,AR_sequence,484,38,0.39699456731762484
main__glasses__all_available,AR_sequence,485,7,-0.1869630855346796
main__glasses__all_available,AR_sequence,486,47,-0.2850892257733381
main__glasses__all_available,AR_sequence,487,15,0.015823921748875112
main__glasses__all_available,AR_sequence,488,14,-0.4290829357702487
main__glasses__all_available,AR_sequence,489,11,-0.18324104380233716
main__glasses__all_available,AR_sequence,491,13,0.5589158435056867
main__glasses__all_available,AR_sequence,492,15,-0.21848421858263506
main__glasses__all_available,AR_sequence,493,11,-0.37092747154332445
main__glasses__all_available,AR_sequence,494,47,0.19637320139481806
main__glasses__all_available,AR_sequence,495,22,-0.43541626815314116
main__glasses__all_available,AR_sequence,496,23,-0.38525646253443463
main__glasses__all_available,AR_sequence,497,47,0.15250854659078747
main__glasses__all_available,AR_sequence,498,47,0.35837897848558103
main__glasses__all_available,AR_sequence,499,47,0.10366734778682153
main__glasses__all_available,AR_sequence,500,47,0.12934582858488858
main__glasses__all_available,AR_sequence,501,47,-0.12085752669479555
main__glasses__all_available,AR_sequence,502,47,0.29211822427601897
main__glasses__all_available,AR_sequence,503,47,0.17158603265906414
main__glasses__all_available,AR_sequence,504,47,0.06138801020967175
main__glasses__all_available,AR_sequence,505,47,0.2784032634902153
main__glasses__all_available,AR_sequence,506,29,-0.04239169178162464
main__glasses__all_available,AR_sequence,507,1,
main__glasses__all_available,AR_sequence,508,7,0.8608848590780942
main__glasses__all_available,AR_sequence,509,12,0.13068022576509747
main__glasses__all_available,AR_sequence,510,10,-0.696915005393239
main__glasses__all_available,AR_sequence,511,16,-0.1215432757897516
main__glasses__all_available,AR_sequence,512,26,0.30703479928345323
main__glasses__all_available,AR_sequence,513,18,4.103317154110812e-4
main__glasses__all_available,AR_sequence,514,32,0.36245619857472444
main__glasses__all_available,AR_sequence,515,13,-0.599763324304703
main__glasses__all_available,AR_sequence,516,18,0.341817210847232
main__glasses__all_available,AR_sequence,517,8,0.33330674679178585
main__glasses__all_available,AR_sequence,518,15,0.1652339748528446
main__glasses__all_available,AR_sequence,519,34,0.30884906197611256
main__glasses__all_available,AR_sequence,520,7,0.058163239340268916
main__glasses__all_available,AR_sequence,521,15,-0.8164948807145995
main__glasses__all_available,AR_sequence,522,3,-0.4839536604259686
main__glasses__all_available,AR_sequence,523,22,0.15840343447264577
main__glasses__all_available,AR_sequence,524,11,0.25405281660453655
main__glasses__all_available,AR_sequence,525,22,0.19578308667803607
main__glasses__all_available,AR_sequence,526,7,-0.22171148644451258
main__glasses__all_available,AR_sequence,527,13,0.8059643998174669
main__glasses__all_available,AR_sequence,528,31,-0.01671330431283646
main__glasses__all_available,AR_sequence,529,47,0.11571142838352631
main__glasses__all_available,AR_sequence,530,38,0.22096577241897736
main__glasses__all_available,AR_sequence,531,5,0.9133032980123426
main__glasses__all_available,AR_sequence,532,11,0.6511594401525117
main__glasses__all_available,AR_sequence,533,25,0.17129258463556657
main__glasses__all_available,AR_sequence,534,5,0.9126047378935427
main__glasses__all_available,AR_sequence,535,13,0.9611810262773587
main__glasses__all_available,AR_sequence,536,23,0.2699052337576281
main__glasses__all_available,AR_sequence,537,5,0.9382671864862245
main__glasses__all_available,AR_sequence,538,11,0.20498690287162125
main__glasses__all_available,AR_sequence,539,28,0.037885277482163304
main__glasses__all_available,AR_sequence,540,2,
main__glasses__all_available,AR_sequence,541,13,0.9782689863204638
main__glasses__all_available,AR_sequence,542,24,0.36158039297490013
main__glasses__all_available,AR_sequence,543,2,
main__glasses__all_available,AR_sequence,544,15,0.9836894450890675
main__glasses__all_available,AR_sequence,545,30,0.08567996035990351
main__glasses__all_available,AR_sequence,546,11,0.8537818119774319
main__glasses__all_available,AR_sequence,547,1,
main__glasses__all_available,AR_sequence,548,29,0.07779488140636125
main__glasses__all_available,AR_sequence,550,44,0.09838581814471307
main__glasses__all_available,AR_sequence,551,1,
main__glasses__all_available,AR_sequence,552,13,0.9896823080225647
main__glasses__all_available,AR_sequence,553,25,-0.08833143534203426
main__glasses__all_available,AR_sequence,554,39,-0.11485851633974017
main__glasses__all_available,AR_sequence,555,3,0.9579972369969959
main__glasses__all_available,AR_sequence,556,39,0.1963366252572276
main__glasses__all_available,AR_sequence,557,5,0.9196083342692055
main__glasses__all_available,AR_sequence,558,39,0.14691267719207515
main__glasses__all_available,AR_sequence,559,5,0.9268376109453303
main__glasses__all_available,AR_sequence,560,20,-0.19148715012902226
main__glasses__all_available,AR_sequence,561,15,0.13067403178059842
main__glasses__all_available,AR_sequence,562,8,0.1506181172003997
main__glasses__all_available,AR_sequence,563,12,0.9278341507314684
main__glasses__all_available,AR_sequence,564,31,0.32172595862122005
main__glasses__all_available,AR_sequence,566,11,0.6084157697644672
main__glasses__all_available,AR_sequence,567,4,-0.15589736236983892
main__glasses__all_available,AR_sequence,568,26,-0.07060825473480578
main__glasses__all_available,AR_sequence,569,11,-0.8066027288968092
main__glasses__all_available,AR_sequence,570,9,-0.04475904636386495
main__glasses__all_available,AR_sequence,571,21,-0.3000746073081393
main__glasses__all_available,AR_sequence,572,11,0.49623203576803765
main__glasses__all_available,AR_sequence,573,21,-0.2006229880032455
main__glasses__all_available,AR_sequence,574,8,0.24601102015219894
main__glasses__all_available,AR_sequence,575,12,0.8407532372296715
main__glasses__all_available,AR_sequence,576,9,9.908159508310655e-4
main__glasses__all_available,AR_sequence,577,8,0.2750545213930648
main__glasses__all_available,AR_sequence,578,10,-0.6910201989832955
main__glasses__all_available,AR_sequence,579,13,0.9700875513485417
main__glasses__all_available,AR_sequence,580,14,0.03610159407648466
main__glasses__all_available,AR_sequence,581,14,-0.01364003065182534
main__glasses__all_available,AR_sequence,582,47,0.16294908393992322
main__glasses__all_available,AR_sequence,583,39,0.042711674680352564
main__glasses__all_available,AR_sequence,584,5,0.9096647470418311
main__glasses__all_available,AR_sequence,585,14,0.961532267010465
main__glasses__all_available,AR_sequence,586,23,0.21765881939906973
main__glasses__all_available,AR_sequence,587,5,0.9046608622440957
main__glasses__all_available,AR_sequence,588,19,-0.06694552466310652
main__glasses__all_available,AR_sequence,589,6,-0.4624950039720522
main__glasses__all_available,AR_sequence,590,13,0.6233923028084313
main__glasses__all_available,AR_sequence,591,30,-0.1851371221940304
main__glasses__all_available,AR_sequence,592,4,-0.9067424469087686
main__glasses__all_available,AR_sequence,593,7,0.09863968153403029
main__glasses__all_available,AR_sequence,594,26,-0.07332071316146375
main__glasses__all_available,AR_sequence,595,3,-0.9815496769367745
main__glasses__all_available,AR_sequence,596,11,0.17704405728446956
main__glasses__all_available,AR_sequence,597,39,0.2481189291543629
main__glasses__all_available,AR_sequence,598,5,-0.5349177292401673
main__glasses__all_available,AR_sequence,599,39,0.22438327525625737
main__glasses__all_available,AR_sequence,600,5,0.12508559578905143
main__glasses__all_available,AR_sequence,601,21,-0.07907529404758032
main__glasses__all_available,AR_sequence,602,23,0.03855458056566738
main__glasses__all_available,AR_sequence,603,36,0.6874522013266282
main__glasses__all_available,AR_sequence,604,9,-0.5617863156716476
main__glasses__all_available,AR_sequence,605,36,0.3494090885182979
main__glasses__all_available,AR_sequence,606,7,0.3618687671736345
main__glasses__all_available,AR_sequence,607,27,0.3845737634952919
main__glasses__all_available,AR_sequence,608,18,-0.03809938818679353
main__glasses__all_available,AR_sequence,609,38,-0.08902577376091134
main__glasses__all_available,AR_sequence,610,7,-0.5844007806225457
main__glasses__all_available,AR_sequence,611,42,0.07524752830930508
main__glasses__all_available,AR_sequence,612,2,
main__glasses__all_available,AR_sequence,613,24,0.10114492616924668
main__glasses__all_available,AR_sequence,614,10,0.12395568231071709
main__glasses__all_available,AR_sequence,615,7,0.3817372221462386
main__glasses__all_available,AR_sequence,616,26,0.326110598566679
main__glasses__all_available,AR_sequence,617,16,0.1064227506306467
main__glasses__all_available,AR_sequence,618,37,0.16536844130683756
main__glasses__all_available,AR_sequence,619,8,-0.05814052050492022
main__glasses__all_available,AR_sequence,620,47,0.3213633120856264
main__glasses__all_available,AR_sequence,621,20,-0.12183922859593478
main__glasses__all_available,AR_sequence,622,8,-0.18742091814546202
main__glasses__all_available,AR_sequence,623,15,0.28896324709523913
main__glasses__all_available,AR_sequence,624,21,0.2831813227864398
main__glasses__all_available,AR_sequence,625,23,-0.3710990586335809
main__glasses__all_available,AR_sequence,626,35,0.16513505801012726
main__glasses__all_available,AR_sequence,627,8,0.1883004985151583
main__glasses__all_available,AR_sequence,628,12,0.21062020503198262
main__glasses__all_available,AR_sequence,629,33,0.25421231243127024
main__glasses__all_available,AR_sequence,630,13,0.7264432891008158
main__glasses__all_available,AR_sequence,631,27,0.17412808393192816
main__glasses__all_available,AR_sequence,632,2,
main__glasses__all_available,AR_sequence,633,39,-0.25965833002436145
main__glasses__all_available,AR_sequence,634,6,-0.36220741751397995
main__glasses__all_available,AR_sequence,635,41,0.787852472888368
main__glasses__all_available,AR_sequence,636,4,-0.601630116548094
main__glasses__all_available,AR_sequence,637,47,0.718335273591581
main__glasses__all_available,AR_sequence,638,40,0.1508471785511511
main__glasses__all_available,AR_sequence,640,2,
main__glasses__all_available,AR_sequence,641,12,0.5085672945276318
main__glasses__all_available,AR_sequence,642,32,0.13443847582782403
main__glasses__all_available,AR_sequence,643,47,0.49891417677719724
main__glasses__all_available,AR_sequence,644,47,0.09318662284073102
main__glasses__all_available,AR_sequence,645,47,0.14403020073231637
main__glasses__all_available,AR_sequence,646,47,-0.11224418406559362
main__glasses__all_available,AR_sequence,647,47,-0.02346914281046651
main__glasses__all_available,AR_sequence,648,47,-0.11344683217507961
main__glasses__all_available,AR_sequence,649,47,0.0187661497049069
main__glasses__all_available,AR_sequence,650,47,-0.38934704021645655
main__glasses__all_available,AR_sequence,651,47,0.024899350090929622
main__glasses__all_available,AR_sequence,652,47,0.1770422814702175
main__glasses__all_available,AR_sequence,653,34,0.03757954126208755
main__glasses__all_available,AR_sequence,654,11,-0.07100435352913131
main__glasses__all_available,AR_sequence,655,47,-0.1848111693971686
main__glasses__all_available,AR_sequence,656,16,0.1117415653558231
main__glasses__all_available,AR_sequence,657,29,-0.05097865656507056
main__glasses__all_available,AR_sequence,658,23,0.1958756356195035
main__glasses__all_available,AR_sequence,659,22,-0.177374730006792
main__glasses__all_available,AR_sequence,660,47,-0.1255297496012576
main__glasses__all_available,AR_sequence,661,47,0.25379484234989064
main__glasses__all_available,AR_sequence,662,40,-0.09419145504929884
main__glasses__all_available,AR_sequence,663,1,
main__glasses__all_available,AR_sequence,664,39,-0.13333784921000358
main__glasses__all_available,AR_sequence,665,6,-0.055279024597132874
main__glasses__all_available,AR_sequence,666,47,-0.08819190713630073
main__glasses__all_available,AR_sequence,667,36,0.03510824780904908
main__glasses__all_available,AR_sequence,668,7,0.16827030744933685
main__glasses__all_available,AR_sequence,669,19,0.030139420044570948
main__glasses__all_available,AR_sequence,670,18,-0.061637959017229176
main__glasses__all_available,AR_sequence,671,4,0.9190951931324574
main__glasses__all_available,AR_sequence,672,33,0.14977655503674345
main__glasses__all_available,AR_sequence,673,11,0.5213616435632338
main__glasses__all_available,AR_sequence,674,47,0.171183357775507
main__glasses__all_available,AR_sequence,675,15,0.3554701331747125
main__glasses__all_available,AR_sequence,676,18,0.41911786325722816
main__glasses__all_available,AR_sequence,677,9,0.16562696256696044
main__glasses__all_available,AR_sequence,678,30,0.3368854199159891
main__glasses__all_available,AR_sequence,679,7,0.043801190531868324
main__glasses__all_available,AR_sequence,680,33,0.41087807061318543
main__glasses__all_available,AR_sequence,681,10,-0.18896483940517286
main__glasses__all_available,AR_sequence,683,36,0.26679376968077395
main__glasses__all_available,AR_sequence,684,9,0.6255845852796408
main__glasses__all_available,AR_sequence,685,16,0.8029058609079656
main__glasses__all_available,AR_sequence,686,6,-0.4710453484055199
main__glasses__all_available,AR_sequence,687,2,
main__glasses__all_available,AR_sequence,688,15,-0.2637723824630483
main__glasses__all_available,AR_sequence,689,35,0.003466315064882024
main__glasses__all_available,AR_sequence,690,6,-0.08450563860503267
main__glasses__all_available,AR_sequence,691,47,-0.18959949361899797
main__glasses__all_available,AR_sequence,692,47,0.17431360473375812
main__glasses__all_available,AR_sequence,693,29,-0.10723626150913389
main__glasses__all_available,AR_sequence,694,8,-0.5459136300615852
main__glasses__all_available,AR_sequence,695,47,0.203964204570472
main__glasses__all_available,AR_sequence,696,47,0.2791882880279372
main__glasses__all_available,AR_sequence,697,32,0.14906569254568822
main__glasses__all_available,AR_sequence,698,10,-1.0465847414966335e-4
main__glasses__all_available,AR_sequence,699,47,-0.07378323881419387
main__glasses__all_available,AR_sequence,700,47,-0.06076577082734548
main__glasses__all_available,AR_sequence,701,47,0.27599573102797986
main__glasses__all_available,AR_sequence,702,47,0.16141925449426367
main__glasses__all_available,AR_sequence,703,47,0.3739049505708692
main__glasses__all_available,AR_sequence,704,47,0.10189872526576525
main__glasses__all_available,AR_sequence,705,47,0.1971854070707269
main__glasses__all_available,AR_sequence,706,47,0.10900778211960431
main__glasses__all_available,AR_sequence,707,5,-0.010125324763761434
main__glasses__all_available,AR_sequence,708,39,0.18990196870211604
main__glasses__all_available,AR_sequence,709,41,0.24076547989312058
main__glasses__all_available,AR_sequence,710,3,0.03634807178177559
main__glasses__all_available,AR_sequence,711,31,-0.026360440743854577
main__glasses__all_available,AR_sequence,712,13,0.2875584251036309
main__glasses__all_available,AR_sequence,713,39,0.2646143009887073
main__glasses__all_available,AR_sequence,715,4,-0.08909455025682515
main__glasses__all_available,AR_sequence,716,30,0.1617256825916098
main__glasses__all_available,AR_sequence,717,12,-0.3027353009598807
main__glasses__all_available,AR_sequence,719,42,0.14033762476063785
main__glasses__all_available,AR_sequence,720,33,0.34783003521853684
main__glasses__all_available,AR_sequence,722,2,
main__glasses__all_available,AR_sequence,723,2,
main__glasses__all_available,AR_sequence,724,36,0.21325020561676652
main__glasses__all_available,AR_sequence,725,6,-0.08345318941749685
main__glasses__all_available,AR_sequence,726,39,0.04969595593824228
main__glasses__all_available,AR_sequence,727,6,0.5482038511863929
main__glasses__all_available,AR_sequence,728,34,0.1064683114561795
main__glasses__all_available,AR_sequence,729,10,-0.4008605875259177
main__glasses__all_available,AR_sequence,730,39,-0.022647606127235473
main__glasses__all_available,AR_sequence,731,4,-0.9138224825171657
main__glasses__all_available,AR_sequence,732,47,-0.034043271935098034
main__glasses__all_available,AR_sequence,733,22,-0.1221818217662542
main__glasses__all_available,AR_sequence,734,21,0.38225123668461913
main__glasses__all_available,AR_sequence,735,25,-0.1465734212652944
main__glasses__all_available,AR_sequence,736,17,0.22639827747572705
main__glasses__all_available,AR_sequence,737,47,-0.12054910870107671
main__glasses__all_available,AR_sequence,738,47,0.064422890498544
main__glasses__all_available,AR_sequence,739,47,0.022784039024507496
main__glasses__all_available,AR_sequence,740,47,-0.11590554942972624
