relative_path,sha256,bytes,role,producer,r_version
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_protected_preservation_final.csv,107b6cff6d4fb47900aceec68a04660c12ab62d41283a6e10b67079fdd0a12f8,96769,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_registered_benchmark.csv,5919762ad58712fefc5f71cf6f47aa4302de42051d733a272ea09aedb1009899,4238,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_residual_lag.csv,c0a375586942b57edaa18cce3836a9965b9619ed74d477bda4e8f1317266849c,5005,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_sample_summary.csv,bff2a84948501133e7b454194c9f0dfa3a4f8f90834f4059dc2e366a02c1fd38,6330,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_scenario_component_change_inventory.csv,729ad2329961a9a189a997bb976a33373e48ad2747b3ba632fb7dcf5b88d1574,12777,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_site_residual_lag.csv,40def16464caf6563f2ce5c8aa877d0cb7315b4098cb2f3a8608ec4e0cc676ee,32738,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_static_verdict.csv,98f2541ff573e3bb9e39e9147545b49b4edd0fba23a695ddad5dae2cb8570c01,326,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/09_tables/H06_daily/H06_daily_l10_metric011_bh_slot_families.csv,81eeded996f6da2763d8b2606ffacb55e9054a95a568cec7bd6a1eb66cc28b9b,41799,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/09_tables/H06_daily/H06_daily_l10_metric011_effect_estimates.csv,8139a8b58ccc4e4e5b6528158b18078b07d7b9172ac86a2ba3c9a6c0f1be97f4,38022,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/09_tables/H06_daily/H06_daily_l10_metric011_gap_comparison.csv,47de75cdfba5fce9d0aeb752e16b768b954d25d33e88e59db904b533dc3432d4,3719,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/09_tables/H06_daily/H06_daily_l10_metric011_model_tests.csv,6fa551b258024e18a9448091d3b3cdc13019f1ff648a46bf2b33abff115c269c,13244,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/09_tables/H06_daily/H06_daily_l10_metric011_pilot_effects.csv,4f07823a2a770a6d757b3ac2a7affee18067a9299b87e8cdd482b76a43efd569,1697,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/09_tables/H06_daily/H06_daily_l10_metric011_pilot_model_tests.csv,18ec95acef5afd3359afa607318941efcf3ff51f705c0060eb64c9918cca4d9d,727,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/09_tables/H06_daily/H06_daily_l10_metric011_standardized_contrasts.csv,5cdc95089ee29ed5e90f387d1e7648b727261cfa3cc112ad0d3bd5b87a47c7bc,3871,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/09_tables/H06_daily/H06_daily_l10_metric011_standardized_estimates.csv,8f1aa32c038ba844e16105023bf80d0f603d9449fa75593cc4bd6e46bd067ec9,6968,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/10_figures/H06_daily/H06_daily_l10_metric011_positive_component_sensitivity.pdf,23808e288b349458af00498493fe90fb75e424e1ba8a5662a72b50fea36322e4,21240,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/10_figures/H06_daily/H06_daily_l10_metric011_positive_component_sensitivity.png,f2df4ef5878fc305e021bdfe68bc46a5fae7827dd54b9bb8bdf6674d89d2fe88,208405,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/10_figures/H06_daily/H06_daily_l10_metric011_positive_component_sensitivity.svg,9d704a866a2127e2527df3f16292f1a81e02d121f75c872402b8affa0afb2ddb,26984,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/11_source_data/H06_daily/H06_daily_l10_metric011_figure_alt_text.csv,3496aee180a7321a934963fd6b5213e75a129101c07d6b5b45d36d7cc38b30d3,488,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/11_source_data/H06_daily/H06_daily_l10_metric011_positive_component_figure_source.csv,5b618dea7251f16de0a59cdaf5554bf01c09d93b6309db50256ab3cfd2c50d36,14271,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
audit/decisions/h06_daily_metric011_l10_author_gate.md,e6816a31b5253675c93ab7f3cacac7f2d415d4fd7159762475fa65bf2a142c28,5656,H06-D-001 independent verification record,bounded no-refit H06-D-002 / CHG-109 acceptance closure,4.6.1
audit/decisions/h06_daily_metric011_l10_acceptance.md,5c1e7204e9bdd7f76ffbb0f960f2505ac5a4b23a4c94018d0dff3a33fcf4d9ea,2940,H06-D-002 / CHG-109 controlling author acceptance,bounded no-refit H06-D-002 / CHG-109 acceptance closure,4.6.1
artifacts/12_manifests/H06_daily/H06_daily_l10_metric011_acceptance_closure_input_manifest.csv,7cf070dc87e8b64a17696298bfe423d15316a3bff1620d4db0e09617a97b910f,2321,acceptance-closure input manifest,bounded no-refit H06-D-002 / CHG-109 acceptance closure,4.6.1
artifacts/12_manifests/H06_daily/H06_daily_l10_metric011_acceptance_closure_code_manifest.csv,62f92fdaf210f82c69b24f0f6e5f24bb56f6bdaeb19bf68fe40bc8ea55375a79,296,acceptance-closure code manifest,bounded no-refit H06-D-002 / CHG-109 acceptance closure,4.6.1
artifacts/12_manifests/H06_daily/H06_daily_l10_metric011_acceptance_closure_output_manifest.csv,56c52bfc033bf7e09e821aec89bc07ca6a812ea90737f3c914b82754fdcf2fca,514,acceptance-closure output manifest,bounded no-refit H06-D-002 / CHG-109 acceptance closure,4.6.1
artifacts/12_manifests/H06_daily/H06_daily_l10_metric011_acceptance_closure_software_manifest.csv,a9593ed47316a47b0cda4dba07931d3d61768d9222ba01e2da6ed5aad451d405,465,acceptance-closure software manifest,bounded no-refit H06-D-002 / CHG-109 acceptance closure,4.6.1
