placement,site,activity,architecture,support_rule,reporting_status,cell_mean_lx,cell_conf_low_lx,cell_conf_high_lx,category_standardized_mean_lx,site_deviation_ratio,site_deviation_conf_low,site_deviation_conf_high,site_deviation_p_raw,activity_code,activity_display_order,site_display_name,site_display_order,site_color_hex,unique_participant_hours,long_rows,effective_weighted_hours,participants,shared_with_home_participants,family_id,family_n,site_deviation_p_adjusted
Chest,IZTECH,Outdoors,five_named,TRUE,ESTIMABLE,653.9603469059396,299.4863689300332,1427.9919879266652,998.8541086836617,0.6547105740674783,0.3215751099191494,1.3329574415866245,0.2409818050010108,outdoors,5,Izmir (TR),7,#332288,172,172,134.16666666666666,15,15,H04-F4,40,0.36063078433784934
Chest,UCR,Outdoors,five_named,TRUE,ESTIMABLE,1017.4609968633243,716.7888173172317,1444.2564603793835,998.8541086836617,1.0186282341113695,0.7006328317762248,1.4809518370675605,0.9224948086637691,outdoors,5,San José (CR),8,#44AA99,279,279,250.5,34,34,H04-F4,40,0.9880868468220739
Chest,KNUST,Outdoors,five_named,TRUE,ESTIMABLE,365.1191554225088,234.8216329612849,567.7159977778765,998.8541086836617,0.3655380222680172,0.2352738205129469,0.5679256851964988,1.2874727469486854e-5,outdoors,5,Kumasi (GH),9,#AA4499,221,221,221,15,15,H04-F4,40,1.0299781975589483e-4
Chest,RISE,Other/unspecified activity,five_named,TRUE,NOT_IN_SELECTED_ARCHITECTURE,,,,,,,,,other,6,Borås (SE),1,#88CCEE,33,33,33,9,9,,,
Chest,THUAS,Other/unspecified activity,five_named,TRUE,NOT_IN_SELECTED_ARCHITECTURE,,,,,,,,,other,6,Delft (NL),2,#117733,64,64,64,10,10,,,
Chest,BAUA,Other/unspecified activity,five_named,TRUE,NOT_IN_SELECTED_ARCHITECTURE,,,,,,,,,other,6,Dortmund (DE),3,#DDCC77,81,81,81,12,12,,,
Chest,TUM,Other/unspecified activity,five_named,TRUE,NOT_IN_SELECTED_ARCHITECTURE,,,,,,,,,other,6,Munich (DE),5,#DDCC77,20,20,20,8,8,,,
Chest,FUSPCEU,Other/unspecified activity,five_named,TRUE,NOT_IN_SELECTED_ARCHITECTURE,,,,,,,,,other,6,Madrid (ES),6,#CC6677,78,78,78,14,14,,,
Chest,IZTECH,Other/unspecified activity,five_named,TRUE,NOT_IN_SELECTED_ARCHITECTURE,,,,,,,,,other,6,Izmir (TR),7,#332288,41,41,41,9,9,,,
Chest,UCR,Other/unspecified activity,five_named,TRUE,NOT_IN_SELECTED_ARCHITECTURE,,,,,,,,,other,6,San José (CR),8,#44AA99,283,283,283,28,28,,,
Chest,KNUST,Other/unspecified activity,five_named,FALSE,NOT_IN_SELECTED_ARCHITECTURE,,,,,,,,,other,6,Kumasi (GH),9,#AA4499,31,31,31,4,4,,,
