"table_index","token","matches","resolves_to_th"
12,"tbl-h11-sensitivity-decomposition--gt-0009",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0005",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0007",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0009",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0006",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0010",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0011",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0002",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0010",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0011",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0003",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0010",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0011",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0004",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0010",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0011",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0005",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0010",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0011",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0006",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0010",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0012",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0002",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0010",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0012",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0003",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0010",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0012",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0004",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0010",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0012",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0005",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0010",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0012",1,TRUE
12,"tbl-h11-sensitivity-decomposition--gt-0006",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0006",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0007",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0002",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0006",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0007",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0003",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0006",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0007",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0004",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0006",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0007",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0005",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0006",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0008",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0002",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0006",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0008",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0003",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0006",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0008",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0004",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0006",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0008",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0005",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0009",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0010",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0002",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0009",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0010",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0003",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0009",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0010",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0004",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0009",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0010",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0005",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0009",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0011",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0002",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0009",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0011",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0003",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0009",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0011",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0004",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0009",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0011",1,TRUE
13,"tbl-h11-diagnostic-assessment--gt-0005",1,TRUE
14,"tbl-h11-data-deviations--gt-0005",1,TRUE
14,"tbl-h11-data-deviations--gt-0002",1,TRUE
14,"tbl-h11-data-deviations--gt-0005",1,TRUE
14,"tbl-h11-data-deviations--gt-0003",1,TRUE
14,"tbl-h11-data-deviations--gt-0005",1,TRUE
14,"tbl-h11-data-deviations--gt-0004",1,TRUE
14,"tbl-h11-data-deviations--gt-0006",1,TRUE
14,"tbl-h11-data-deviations--gt-0002",1,TRUE
14,"tbl-h11-data-deviations--gt-0006",1,TRUE
14,"tbl-h11-data-deviations--gt-0003",1,TRUE
14,"tbl-h11-data-deviations--gt-0006",1,TRUE
14,"tbl-h11-data-deviations--gt-0004",1,TRUE
14,"tbl-h11-data-deviations--gt-0007",1,TRUE
14,"tbl-h11-data-deviations--gt-0002",1,TRUE
14,"tbl-h11-data-deviations--gt-0007",1,TRUE
14,"tbl-h11-data-deviations--gt-0003",1,TRUE
14,"tbl-h11-data-deviations--gt-0007",1,TRUE
14,"tbl-h11-data-deviations--gt-0004",1,TRUE
14,"tbl-h11-data-deviations--gt-0008",1,TRUE
14,"tbl-h11-data-deviations--gt-0002",1,TRUE
14,"tbl-h11-data-deviations--gt-0008",1,TRUE
14,"tbl-h11-data-deviations--gt-0003",1,TRUE
14,"tbl-h11-data-deviations--gt-0008",1,TRUE
14,"tbl-h11-data-deviations--gt-0004",1,TRUE
15,"tbl-h11-model-deviations--gt-0005",1,TRUE
15,"tbl-h11-model-deviations--gt-0002",1,TRUE
15,"tbl-h11-model-deviations--gt-0005",1,TRUE
15,"tbl-h11-model-deviations--gt-0003",1,TRUE
15,"tbl-h11-model-deviations--gt-0005",1,TRUE
15,"tbl-h11-model-deviations--gt-0004",1,TRUE
15,"tbl-h11-model-deviations--gt-0006",1,TRUE
15,"tbl-h11-model-deviations--gt-0002",1,TRUE
15,"tbl-h11-model-deviations--gt-0006",1,TRUE
15,"tbl-h11-model-deviations--gt-0003",1,TRUE
15,"tbl-h11-model-deviations--gt-0006",1,TRUE
15,"tbl-h11-model-deviations--gt-0004",1,TRUE
15,"tbl-h11-model-deviations--gt-0007",1,TRUE
15,"tbl-h11-model-deviations--gt-0002",1,TRUE
15,"tbl-h11-model-deviations--gt-0007",1,TRUE
15,"tbl-h11-model-deviations--gt-0003",1,TRUE
15,"tbl-h11-model-deviations--gt-0007",1,TRUE
15,"tbl-h11-model-deviations--gt-0004",1,TRUE
15,"tbl-h11-model-deviations--gt-0008",1,TRUE
15,"tbl-h11-model-deviations--gt-0002",1,TRUE
15,"tbl-h11-model-deviations--gt-0008",1,TRUE
15,"tbl-h11-model-deviations--gt-0003",1,TRUE
15,"tbl-h11-model-deviations--gt-0008",1,TRUE
15,"tbl-h11-model-deviations--gt-0004",1,TRUE
15,"tbl-h11-model-deviations--gt-0009",1,TRUE
15,"tbl-h11-model-deviations--gt-0002",1,TRUE
15,"tbl-h11-model-deviations--gt-0009",1,TRUE
15,"tbl-h11-model-deviations--gt-0003",1,TRUE
15,"tbl-h11-model-deviations--gt-0009",1,TRUE
15,"tbl-h11-model-deviations--gt-0004",1,TRUE
