run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,converged,positive_definite_hessian,singular,max_gradient,diagnostic_status,fit_error,timing_min_hour,timing_max_hour,timing_span_hours,early_cluster_fraction,late_cluster_fraction,timing_cutpoint_hour,observations_within_one_hour_of_cut,fraction_within_one_hour_of_cut,timing_status,shapiro_p,residual_variance_ratio,standardized_residual_over_3_fraction,standardized_residual_over_4_fraction,dharma_uniformity_p,dharma_dispersion_p,dharma_zero_inflation_p,dharma_outlier_p,observed_zero_fraction,simulated_zero_fraction,zero_fraction_ratio,residual_status,observed_below_bound_n,observed_above_bound_n,predicted_below_bound_n,predicted_above_bound_n,prediction_bound_status,audit_upper_threshold,observed_above_audit_threshold_n,predicted_above_audit_threshold_n,audit_threshold_status,fit_warnings
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,7.396074863663671e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,4.734242542904798e-10,12.551314303503728,0.0125,0.003125,,,,,,,,WARN_STRONG_GAUSSIAN_MISFIT,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,PASS,,,,,,,,,,NOT_APPLICABLE,,,,,0.15624805551572787,0.184,1,0.07167095659327341,0.1234375,0.1222875,1.0094040682817134,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,PASS,,,,,,,,,,NOT_APPLICABLE,,,,,0.06806843702514528,0.208,0.592,0.4838514209606107,0.03209459459459459,0.027891891891891892,1.1506782945736433,PASS,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,TRUE,TRUE,FALSE,1.1812062439275905e-6,PASS,,,,,,,,,,NOT_APPLICABLE,0.0031280618789297624,1.4115986072449895,0.004878048780487805,0,,,,,,,,PASS,0,0,0,0,PASS,6,0,0,PASS,
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,,,,,3.555087850447184e-12,0.192,0,1.8783530969275177e-4,0.004830917874396135,6.44122383252818e-6,750,WARN_STRONG_TWEEDIE_MISFIT,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.100829649658408e-5,PASS,,,,,,,,,,NOT_APPLICABLE,0.002595761595312522,1.2448993111898492,0.003125,0,,,,,,,,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,2.7921487344428897e-6,WARN_REVIEW,,4.983333333333334,18.983333333333334,14,0,0,,,,PASS,5.855512465198524e-14,2.3463999436347667,0.009375,0.00625,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,TRUE,TRUE,FALSE,4.049525159643963e-6,WARN_REVIEW,,-4.816666666666663,13.350000000000001,18.166666666666664,0.5375,0.028125,16,0,0,PASS,2.84148720173798e-23,2.3008759726528147,0.0171875,0.0140625,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,6.093614501878619e-7,PASS,,8.146666666666668,19.83888888888889,11.69222222222222,0,0,,,,PASS,0.00831421940799997,1.9984241987405413,0.004975124378109453,0,,,,,,,,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,5.052243068348616e-6,WARN_REVIEW,,0,18.533333333333335,18.533333333333335,0.013266998341625208,0,,,,PASS,5.6854268625386874e-18,1.7314801565857032,0.02321724709784411,0.006633499170812604,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,5.204583430895582e-6,WARN_REVIEW,,8.883333333333333,23.983333333333334,15.100000000000001,0,0.0945273631840796,,,,PASS,6.466906154044889e-8,2.936091303265319,0.009950248756218905,0.001658374792703151,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.3722001312999055e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,7.033160489502077e-23,3.9396344723430783,0.0125,0.00625,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TRUE,TRUE,FALSE,7.3373485065530986e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,7.856419873165321e-27,5.359512709011171,0.008368200836820083,0.006276150627615063,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__chest__all_available,main,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,TRUE,TRUE,FALSE,,PASS,,,,,,,,,,NOT_APPLICABLE,0.29954915533075077,1.5091142451971558,0,0,,,,,,,,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,TRUE,TRUE,FALSE,,PASS,,,,,,,,,,NOT_APPLICABLE,0.1228187017084855,1.6386609525862255,0,0,,,,,,,,PASS,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,3.0690330277138855e-5,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,2.1302100466837636e-16,2.1839514600123415,0.014412416851441241,0.005543237250554324,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.4711758922203444e-4,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,1.810060413577653e-18,2.6791896819632197,0.013303769401330377,0.0066518847006651885,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,8.051870281633455e-7,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,4.6861635391952724e-21,12.737051025869912,0.011086474501108648,0.004434589800443459,,,,,,,,WARN_STRONG_GAUSSIAN_MISFIT,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,PASS,,,,,,,,,,NOT_APPLICABLE,,,,,0.12945005568831824,0.368,0.88,0.705652711243911,0.0942350332594235,0.09274057649667405,1.016114378616172,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,PASS,,,,,,,,,,NOT_APPLICABLE,,,,,0.012545622586563818,0.336,0.896,0.4304084578713345,0.02444987775061125,0.02317359413202934,1.0550749103186325,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,TRUE,TRUE,FALSE,2.1157120499992743e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,3.2882161670220777e-7,1.617949747493,0.008075370121130552,0.0026917900403768506,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,6,0,0,PASS,
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,,,,,3.818468422047134e-11,0.568,0,0.002910011373253454,0.004645760743321719,0,Inf,WARN_STRONG_TWEEDIE_MISFIT,0,0,0,242,WARN_PREDICTED_BOUND,,,,NOT_APPLICABLE,
main__chest__all_available,main,chest,all_available,complementary_chest,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.6473222785862163e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,8.988976837653204e-5,1.0747888139874144,0.005543237250554324,0,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__chest__all_available,main,chest,all_available,complementary_chest,11,m10_midpoint,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,2.0054358174093068e-6,WARN_REVIEW,,5,19,14,0,0,,,,PASS,1.8167679433962255e-14,1.2560396916655174,0.009977827050997782,0.0011086474501108647,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,TRUE,TRUE,FALSE,2.0327206584624946e-6,WARN_REVIEW,,-6.899999999999999,14.9,21.799999999999997,0.5521064301552107,0.01662971175166297,16,0,0,PASS,3.7892010936326314e-21,2.1493636053998473,0.012195121951219513,0.007760532150776054,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__chest__all_available,main,chest,all_available,complementary_chest,13,mean_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,9.526957001071423e-7,WARN_REVIEW,,2.1529062912336387,20.672222183047737,18.5193158918141,0.0012033694344163659,0,,,,PASS,1.349536640699642e-8,1.7074920158759936,0.006016847172081829,0.0012033694344163659,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__chest__all_available,main,chest,all_available,complementary_chest,14,first_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,2.523847797419876e-7,WARN_REVIEW,,0,20.65,20.65,0.008728179551122194,0,,,,PASS,3.9109923948820605e-19,2.0661336138378603,0.018703241895261846,0.006234413965087282,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__chest__all_available,main,chest,all_available,complementary_chest,15,last_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,7.971721061039716e-6,WARN_REVIEW,,7.75,23.916666666666668,16.166666666666668,0,0.09529860228716645,,,,PASS,2.912171592605512e-14,2.144101554097076,0.011435832274459974,0.005082592121982211,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__chest__all_available,main,chest,all_available,complementary_chest,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.283524397877045e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,4.144325595299156e-20,2.575177973147523,0.008225616921269096,0.005875440658049354,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TRUE,TRUE,FALSE,1.1999645721516572e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,1.7893222162427048e-22,3.5305516043620595,0.012295081967213115,0.00546448087431694,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,9.818620583246229e-5,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,8.807368321608452e-13,1.9948070400114721,0.013996889580093312,0.004665629860031105,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,4.5361048250924796e-7,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,3.869311408939342e-15,2.7085537312103547,0.013996889580093312,0.004665629860031105,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,3.4575009522086475e-7,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,1.4983315748414722e-20,15.447577502074786,0.015552099533437015,0.006220839813374806,,,,,,,,WARN_STRONG_GAUSSIAN_MISFIT,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,PASS,,,,,,,,,,NOT_APPLICABLE,,,,,0.07724079734662251,0.584,0.728,0.25941596023298474,0.11353032659409021,0.10926905132192846,1.0389980074010818,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,PASS,,,,,,,,,,NOT_APPLICABLE,,,,,0.049313900615888535,0.432,0.488,0.8120177092755574,0.03460207612456748,0.028858131487889273,1.1990407673860912,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,TRUE,TRUE,FALSE,9.85664883046411e-7,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,1.6827699867008201e-4,2.037508755409494,0.007920792079207921,0.0019801980198019802,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,6,0,0,PASS,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,,,,,8.014918654211593e-10,0.288,0,4.840408779613881e-4,0.006578947368421052,0,Inf,WARN_STRONG_TWEEDIE_MISFIT,0,0,0,155,WARN_PREDICTED_BOUND,,,,NOT_APPLICABLE,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.921875991683919e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,4.865651605688065e-4,1.1153878705861042,0.006220839813374806,0,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,4.836238076677546e-6,WARN_REVIEW,,5,19,14,0,0,,,,PASS,1.000256539720439e-10,1.809525490591103,0.007776049766718507,0.0015552099533437014,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,TRUE,TRUE,FALSE,3.2537172955926508e-6,WARN_REVIEW,,-6.899999999999999,14.9,21.799999999999997,0.5287713841368584,0.015552099533437015,16,0,0,PASS,1.3611898012259427e-19,1.565632597913059,0.013996889580093312,0.00933125972006221,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,1.978150976356119e-7,WARN_REVIEW,,2.1529062912336387,20.672222183047737,18.5193158918141,0.0017452006980802793,0,,,,PASS,2.1061296244383075e-8,1.5902353617920497,0.006980802792321117,0.0017452006980802793,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,8.708411769475788e-7,WARN_REVIEW,,0.08333333333333333,20.65,20.566666666666666,0.003552397868561279,0,,,,PASS,1.5160015930475796e-16,3.3078888845569967,0.015985790408525755,0.007104795737122558,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,5.843503458891064e-7,WARN_REVIEW,,10.166666666666666,23.916666666666668,13.750000000000002,0,0.10305343511450382,,,,PASS,1.1389433185046252e-10,3.467579024611113,0.009541984732824428,0.003816793893129771,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,5.177867024031002e-5,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,2.7855532502719984e-18,2.0269340235787072,0.008361204013377926,0.006688963210702341,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TRUE,TRUE,FALSE,4.4281023292569444e-7,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,3.523095444093873e-7,1.6639698649937613,0.012269938650306749,0.00408997955010225,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__glasses__all_available,main,glasses,all_available,primary,1,interdaily_stability,participant,gaussian,logit,TRUE,TRUE,FALSE,,PASS,,,,,,,,,,NOT_APPLICABLE,0.17123649311063777,1.4712915831794542,0,0,,,,,,,,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__glasses__all_available,main,glasses,all_available,primary,2,intradaily_variability,participant,gaussian,identity,TRUE,TRUE,FALSE,,PASS,,,,,,,,,,NOT_APPLICABLE,0.014657153343315283,1.294293225336095,0,0,,,,,,,,PASS,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.4834313333267346e-4,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,1.8574463539927186e-15,2.1962588810951607,0.013480392156862746,0.006127450980392157,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.3102408047416247e-5,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,9.384209943776422e-18,2.8390336736743413,0.011029411764705883,0.007352941176470588,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,9.123510835706838e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,8.03305000592374e-15,7.348875228219076,0.012254901960784314,0.004901960784313725,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,PASS,,,,,,,,,,NOT_APPLICABLE,,,,,0.17942600555990315,0.12,0.816,0.8419838420599415,0.12622549019607843,0.12322549019607844,1.0243456122205425,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,,,,,0.0051601809808102615,0.064,0.456,0.30089742334938624,0.033921302578018994,0.028385345997286295,1.1950286806883366,WARN_TWEEDIE_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,TRUE,TRUE,FALSE,1.7280399333685637e-7,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,3.1746186844624225e-6,1.6596762215932035,0.007633587786259542,0.0030534351145038168,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,6,0,0,PASS,
main__glasses__all_available,main,glasses,all_available,primary,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,,,,,1.7521378552662714e-11,0.28,0,0.0018188406729521957,0.005141388174807198,0,Inf,WARN_STRONG_TWEEDIE_MISFIT,0,0,0,187,WARN_PREDICTED_BOUND,,,,NOT_APPLICABLE,
main__glasses__all_available,main,glasses,all_available,primary,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.68768110597739e-6,PASS,,,,,,,,,,NOT_APPLICABLE,0.010466014303393426,1.4070574160665008,0.0024509803921568627,0,,,,,,,,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__glasses__all_available,main,glasses,all_available,primary,11,m10_midpoint,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,1.6075318853836507e-6,WARN_REVIEW,,5,19,14,0,0,,,,PASS,7.907004446324941e-15,1.4473842515269577,0.012254901960784314,0.004901960784313725,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,TRUE,TRUE,FALSE,6.97582436259836e-6,WARN_REVIEW,,-5.350000000000001,13.366666666666667,18.71666666666667,0.5061274509803921,0.015931372549019607,16,0,0,PASS,1.8896893642640072e-27,3.3450550575511375,0.015931372549019607,0.013480392156862746,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__glasses__all_available,main,glasses,all_available,primary,13,mean_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,5.184119800105691e-7,WARN_REVIEW,,5.061091741938034,22.470391857140804,17.409300115202768,0,0.0013477088948787063,,,,PASS,1.2151863120068994e-6,1.7269872502335326,0.009433962264150943,0.0026954177897574125,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__glasses__all_available,main,glasses,all_available,primary,14,first_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,1.3574208423960954e-6,WARN_REVIEW,,0,18.533333333333335,18.533333333333335,0.017881705639614855,0,,,,PASS,1.730111046771095e-20,1.4589502838128328,0.023383768913342505,0.0068775790921595595,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__glasses__all_available,main,glasses,all_available,primary,15,last_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,7.79891706770286e-7,WARN_REVIEW,,8.733333333333333,23.983333333333334,15.250000000000002,0,0.09170305676855896,,,,PASS,8.514648394931716e-12,3.089586054705343,0.01601164483260553,0,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
main__glasses__all_available,main,glasses,all_available,primary,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,9.241603038390167e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,3.329687827891592e-20,3.274681376840635,0.013140604467805518,0.003942181340341655,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TRUE,TRUE,FALSE,1.1871179594891146e-5,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,8.331430370472916e-30,4.958227277031284,0.009971509971509971,0.004273504273504274,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
