table_index,token,resolves
9,tbl-h11-prep-decomposition--gt-0004,1
9,tbl-h11-prep-decomposition--gt-0008,1
9,tbl-h11-prep-decomposition--gt-0005,1
9,tbl-h11-prep-decomposition--gt-0008,1
9,tbl-h11-prep-decomposition--gt-0006,1
9,tbl-h11-prep-decomposition--gt-0008,1
9,tbl-h11-prep-decomposition--gt-0007,1
9,tbl-h11-prep-decomposition--gt-0008,1
9,tbl-h11-prep-decomposition--gt-0001,1
9,tbl-h11-prep-decomposition--gt-0008,1
9,tbl-h11-prep-decomposition--gt-0002,1
9,tbl-h11-prep-decomposition--gt-0008,1
9,tbl-h11-prep-decomposition--gt-0003,1
9,tbl-h11-prep-decomposition--gt-0008,1
9,tbl-h11-prep-decomposition--gt-0004,1
9,tbl-h11-prep-decomposition--gt-0008,1
9,tbl-h11-prep-decomposition--gt-0005,1
9,tbl-h11-prep-decomposition--gt-0008,1
9,tbl-h11-prep-decomposition--gt-0006,1
9,tbl-h11-prep-decomposition--gt-0008,1
9,tbl-h11-prep-decomposition--gt-0007,1
9,tbl-h11-prep-decomposition--gt-0008,1
9,tbl-h11-prep-decomposition--gt-0001,1
9,tbl-h11-prep-decomposition--gt-0008,1
9,tbl-h11-prep-decomposition--gt-0002,1
9,tbl-h11-prep-decomposition--gt-0008,1
9,tbl-h11-prep-decomposition--gt-0003,1
9,tbl-h11-prep-decomposition--gt-0008,1
9,tbl-h11-prep-decomposition--gt-0004,1
9,tbl-h11-prep-decomposition--gt-0008,1
9,tbl-h11-prep-decomposition--gt-0005,1
9,tbl-h11-prep-decomposition--gt-0008,1
9,tbl-h11-prep-decomposition--gt-0006,1
9,tbl-h11-prep-decomposition--gt-0008,1
9,tbl-h11-prep-decomposition--gt-0007,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0001,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0002,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0003,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0004,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0005,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0006,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0007,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0001,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0002,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0003,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0004,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0005,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0006,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0007,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0001,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0002,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0003,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0004,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0005,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0006,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0007,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0001,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0002,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0003,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0004,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0005,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0006,1
9,tbl-h11-prep-decomposition--gt-0009,1
9,tbl-h11-prep-decomposition--gt-0007,1
10,tbl-h11-prep-effect-sizes--gt-0001,1
10,tbl-h11-prep-effect-sizes--gt-0002,1
10,tbl-h11-prep-effect-sizes--gt-0003,1
10,tbl-h11-prep-effect-sizes--gt-0004,1
10,tbl-h11-prep-effect-sizes--gt-0005,1
10,tbl-h11-prep-effect-sizes--gt-0006,1
10,tbl-h11-prep-effect-sizes--gt-0007,1
10,tbl-h11-prep-effect-sizes--gt-0008,1
10,tbl-h11-prep-effect-sizes--gt-0001,1
10,tbl-h11-prep-effect-sizes--gt-0002,1
10,tbl-h11-prep-effect-sizes--gt-0003,1
10,tbl-h11-prep-effect-sizes--gt-0004,1
10,tbl-h11-prep-effect-sizes--gt-0005,1
10,tbl-h11-prep-effect-sizes--gt-0006,1
10,tbl-h11-prep-effect-sizes--gt-0007,1
10,tbl-h11-prep-effect-sizes--gt-0008,1
11,tbl-h11-prep-parametric-level--gt-0001,1
11,tbl-h11-prep-parametric-level--gt-0002,1
11,tbl-h11-prep-parametric-level--gt-0003,1
11,tbl-h11-prep-parametric-level--gt-0004,1
11,tbl-h11-prep-parametric-level--gt-0005,1
11,tbl-h11-prep-parametric-level--gt-0006,1
11,tbl-h11-prep-parametric-level--gt-0007,1
11,tbl-h11-prep-parametric-level--gt-0001,1
11,tbl-h11-prep-parametric-level--gt-0002,1
11,tbl-h11-prep-parametric-level--gt-0003,1
11,tbl-h11-prep-parametric-level--gt-0004,1
11,tbl-h11-prep-parametric-level--gt-0005,1
11,tbl-h11-prep-parametric-level--gt-0006,1
11,tbl-h11-prep-parametric-level--gt-0007,1
12,tbl-h11-prep-diagnostic-assessment--gt-0008,1
12,tbl-h11-prep-diagnostic-assessment--gt-0001,1
12,tbl-h11-prep-diagnostic-assessment--gt-0008,1
12,tbl-h11-prep-diagnostic-assessment--gt-0002,1
12,tbl-h11-prep-diagnostic-assessment--gt-0008,1
12,tbl-h11-prep-diagnostic-assessment--gt-0003,1
12,tbl-h11-prep-diagnostic-assessment--gt-0008,1
12,tbl-h11-prep-diagnostic-assessment--gt-0004,1
12,tbl-h11-prep-diagnostic-assessment--gt-0008,1
12,tbl-h11-prep-diagnostic-assessment--gt-0005,1
12,tbl-h11-prep-diagnostic-assessment--gt-0008,1
12,tbl-h11-prep-diagnostic-assessment--gt-0006,1
12,tbl-h11-prep-diagnostic-assessment--gt-0008,1
12,tbl-h11-prep-diagnostic-assessment--gt-0007,1
12,tbl-h11-prep-diagnostic-assessment--gt-0008,1
12,tbl-h11-prep-diagnostic-assessment--gt-0001,1
12,tbl-h11-prep-diagnostic-assessment--gt-0008,1
12,tbl-h11-prep-diagnostic-assessment--gt-0002,1
12,tbl-h11-prep-diagnostic-assessment--gt-0008,1
12,tbl-h11-prep-diagnostic-assessment--gt-0003,1
12,tbl-h11-prep-diagnostic-assessment--gt-0008,1
12,tbl-h11-prep-diagnostic-assessment--gt-0004,1
12,tbl-h11-prep-diagnostic-assessment--gt-0008,1
12,tbl-h11-prep-diagnostic-assessment--gt-0005,1
12,tbl-h11-prep-diagnostic-assessment--gt-0008,1
12,tbl-h11-prep-diagnostic-assessment--gt-0006,1
12,tbl-h11-prep-diagnostic-assessment--gt-0008,1
12,tbl-h11-prep-diagnostic-assessment--gt-0007,1
12,tbl-h11-prep-diagnostic-assessment--gt-0009,1
12,tbl-h11-prep-diagnostic-assessment--gt-0001,1
12,tbl-h11-prep-diagnostic-assessment--gt-0009,1
12,tbl-h11-prep-diagnostic-assessment--gt-0002,1
12,tbl-h11-prep-diagnostic-assessment--gt-0009,1
12,tbl-h11-prep-diagnostic-assessment--gt-0003,1
12,tbl-h11-prep-diagnostic-assessment--gt-0009,1
12,tbl-h11-prep-diagnostic-assessment--gt-0004,1
12,tbl-h11-prep-diagnostic-assessment--gt-0009,1
12,tbl-h11-prep-diagnostic-assessment--gt-0005,1
12,tbl-h11-prep-diagnostic-assessment--gt-0009,1
12,tbl-h11-prep-diagnostic-assessment--gt-0006,1
12,tbl-h11-prep-diagnostic-assessment--gt-0009,1
12,tbl-h11-prep-diagnostic-assessment--gt-0007,1
12,tbl-h11-prep-diagnostic-assessment--gt-0009,1
12,tbl-h11-prep-diagnostic-assessment--gt-0001,1
12,tbl-h11-prep-diagnostic-assessment--gt-0009,1
12,tbl-h11-prep-diagnostic-assessment--gt-0002,1
12,tbl-h11-prep-diagnostic-assessment--gt-0009,1
12,tbl-h11-prep-diagnostic-assessment--gt-0003,1
12,tbl-h11-prep-diagnostic-assessment--gt-0009,1
12,tbl-h11-prep-diagnostic-assessment--gt-0004,1
12,tbl-h11-prep-diagnostic-assessment--gt-0009,1
12,tbl-h11-prep-diagnostic-assessment--gt-0005,1
12,tbl-h11-prep-diagnostic-assessment--gt-0009,1
12,tbl-h11-prep-diagnostic-assessment--gt-0006,1
12,tbl-h11-prep-diagnostic-assessment--gt-0009,1
12,tbl-h11-prep-diagnostic-assessment--gt-0007,1
13,tbl-h11-prep-robust-influence--gt-0009,1
13,tbl-h11-prep-robust-influence--gt-0001,1
13,tbl-h11-prep-robust-influence--gt-0009,1
13,tbl-h11-prep-robust-influence--gt-0002,1
13,tbl-h11-prep-robust-influence--gt-0009,1
13,tbl-h11-prep-robust-influence--gt-0003,1
13,tbl-h11-prep-robust-influence--gt-0009,1
13,tbl-h11-prep-robust-influence--gt-0004,1
13,tbl-h11-prep-robust-influence--gt-0009,1
13,tbl-h11-prep-robust-influence--gt-0005,1
13,tbl-h11-prep-robust-influence--gt-0009,1
13,tbl-h11-prep-robust-influence--gt-0006,1
13,tbl-h11-prep-robust-influence--gt-0009,1
13,tbl-h11-prep-robust-influence--gt-0007,1
13,tbl-h11-prep-robust-influence--gt-0009,1
13,tbl-h11-prep-robust-influence--gt-0008,1
13,tbl-h11-prep-robust-influence--gt-0009,1
13,tbl-h11-prep-robust-influence--gt-0001,1
13,tbl-h11-prep-robust-influence--gt-0009,1
13,tbl-h11-prep-robust-influence--gt-0002,1
13,tbl-h11-prep-robust-influence--gt-0009,1
13,tbl-h11-prep-robust-influence--gt-0003,1
13,tbl-h11-prep-robust-influence--gt-0009,1
13,tbl-h11-prep-robust-influence--gt-0004,1
13,tbl-h11-prep-robust-influence--gt-0009,1
13,tbl-h11-prep-robust-influence--gt-0005,1
13,tbl-h11-prep-robust-influence--gt-0009,1
13,tbl-h11-prep-robust-influence--gt-0006,1
13,tbl-h11-prep-robust-influence--gt-0009,1
13,tbl-h11-prep-robust-influence--gt-0007,1
13,tbl-h11-prep-robust-influence--gt-0009,1
13,tbl-h11-prep-robust-influence--gt-0008,1
13,tbl-h11-prep-robust-influence--gt-0010,1
13,tbl-h11-prep-robust-influence--gt-0001,1
13,tbl-h11-prep-robust-influence--gt-0010,1
13,tbl-h11-prep-robust-influence--gt-0002,1
13,tbl-h11-prep-robust-influence--gt-0010,1
13,tbl-h11-prep-robust-influence--gt-0003,1
13,tbl-h11-prep-robust-influence--gt-0010,1
13,tbl-h11-prep-robust-influence--gt-0004,1
13,tbl-h11-prep-robust-influence--gt-0010,1
13,tbl-h11-prep-robust-influence--gt-0005,1
13,tbl-h11-prep-robust-influence--gt-0010,1
13,tbl-h11-prep-robust-influence--gt-0006,1
13,tbl-h11-prep-robust-influence--gt-0010,1
13,tbl-h11-prep-robust-influence--gt-0007,1
13,tbl-h11-prep-robust-influence--gt-0010,1
13,tbl-h11-prep-robust-influence--gt-0008,1
13,tbl-h11-prep-robust-influence--gt-0010,1
13,tbl-h11-prep-robust-influence--gt-0001,1
13,tbl-h11-prep-robust-influence--gt-0010,1
13,tbl-h11-prep-robust-influence--gt-0002,1
13,tbl-h11-prep-robust-influence--gt-0010,1
13,tbl-h11-prep-robust-influence--gt-0003,1
13,tbl-h11-prep-robust-influence--gt-0010,1
13,tbl-h11-prep-robust-influence--gt-0004,1
13,tbl-h11-prep-robust-influence--gt-0010,1
13,tbl-h11-prep-robust-influence--gt-0005,1
13,tbl-h11-prep-robust-influence--gt-0010,1
13,tbl-h11-prep-robust-influence--gt-0006,1
13,tbl-h11-prep-robust-influence--gt-0010,1
13,tbl-h11-prep-robust-influence--gt-0007,1
13,tbl-h11-prep-robust-influence--gt-0010,1
13,tbl-h11-prep-robust-influence--gt-0008,1
14,tbl-h11-prep-activity-attrition--gt-0004,1
14,tbl-h11-prep-activity-attrition--gt-0001,1
14,tbl-h11-prep-activity-attrition--gt-0004,1
14,tbl-h11-prep-activity-attrition--gt-0002,1
14,tbl-h11-prep-activity-attrition--gt-0004,1
14,tbl-h11-prep-activity-attrition--gt-0003,1
14,tbl-h11-prep-activity-attrition--gt-0004,1
14,tbl-h11-prep-activity-attrition--gt-0001,1
14,tbl-h11-prep-activity-attrition--gt-0004,1
14,tbl-h11-prep-activity-attrition--gt-0002,1
14,tbl-h11-prep-activity-attrition--gt-0004,1
14,tbl-h11-prep-activity-attrition--gt-0003,1
14,tbl-h11-prep-activity-attrition--gt-0005,1
14,tbl-h11-prep-activity-attrition--gt-0001,1
14,tbl-h11-prep-activity-attrition--gt-0005,1
14,tbl-h11-prep-activity-attrition--gt-0002,1
14,tbl-h11-prep-activity-attrition--gt-0005,1
14,tbl-h11-prep-activity-attrition--gt-0003,1
14,tbl-h11-prep-activity-attrition--gt-0005,1
14,tbl-h11-prep-activity-attrition--gt-0001,1
14,tbl-h11-prep-activity-attrition--gt-0005,1
14,tbl-h11-prep-activity-attrition--gt-0002,1
14,tbl-h11-prep-activity-attrition--gt-0005,1
14,tbl-h11-prep-activity-attrition--gt-0003,1
14,tbl-h11-prep-activity-attrition--gt-0006,1
14,tbl-h11-prep-activity-attrition--gt-0001,1
14,tbl-h11-prep-activity-attrition--gt-0006,1
14,tbl-h11-prep-activity-attrition--gt-0002,1
14,tbl-h11-prep-activity-attrition--gt-0006,1
14,tbl-h11-prep-activity-attrition--gt-0003,1
14,tbl-h11-prep-activity-attrition--gt-0006,1
14,tbl-h11-prep-activity-attrition--gt-0001,1
14,tbl-h11-prep-activity-attrition--gt-0006,1
14,tbl-h11-prep-activity-attrition--gt-0002,1
14,tbl-h11-prep-activity-attrition--gt-0006,1
14,tbl-h11-prep-activity-attrition--gt-0003,1
14,tbl-h11-prep-activity-attrition--gt-0007,1
14,tbl-h11-prep-activity-attrition--gt-0001,1
14,tbl-h11-prep-activity-attrition--gt-0007,1
14,tbl-h11-prep-activity-attrition--gt-0002,1
14,tbl-h11-prep-activity-attrition--gt-0007,1
14,tbl-h11-prep-activity-attrition--gt-0003,1
14,tbl-h11-prep-activity-attrition--gt-0007,1
14,tbl-h11-prep-activity-attrition--gt-0001,1
14,tbl-h11-prep-activity-attrition--gt-0007,1
14,tbl-h11-prep-activity-attrition--gt-0002,1
14,tbl-h11-prep-activity-attrition--gt-0007,1
14,tbl-h11-prep-activity-attrition--gt-0003,1
14,tbl-h11-prep-activity-attrition--gt-0008,1
14,tbl-h11-prep-activity-attrition--gt-0001,1
14,tbl-h11-prep-activity-attrition--gt-0008,1
14,tbl-h11-prep-activity-attrition--gt-0002,1
14,tbl-h11-prep-activity-attrition--gt-0008,1
14,tbl-h11-prep-activity-attrition--gt-0003,1
14,tbl-h11-prep-activity-attrition--gt-0008,1
14,tbl-h11-prep-activity-attrition--gt-0001,1
14,tbl-h11-prep-activity-attrition--gt-0008,1
14,tbl-h11-prep-activity-attrition--gt-0002,1
14,tbl-h11-prep-activity-attrition--gt-0008,1
14,tbl-h11-prep-activity-attrition--gt-0003,1
14,tbl-h11-prep-activity-attrition--gt-0009,1
14,tbl-h11-prep-activity-attrition--gt-0001,1
14,tbl-h11-prep-activity-attrition--gt-0009,1
14,tbl-h11-prep-activity-attrition--gt-0002,1
14,tbl-h11-prep-activity-attrition--gt-0009,1
14,tbl-h11-prep-activity-attrition--gt-0003,1
14,tbl-h11-prep-activity-attrition--gt-0009,1
14,tbl-h11-prep-activity-attrition--gt-0001,1
14,tbl-h11-prep-activity-attrition--gt-0009,1
14,tbl-h11-prep-activity-attrition--gt-0002,1
14,tbl-h11-prep-activity-attrition--gt-0009,1
14,tbl-h11-prep-activity-attrition--gt-0003,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0001,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0002,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0003,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0004,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0005,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0006,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0007,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0008,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0001,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0002,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0003,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0004,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0005,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0006,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0007,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0008,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0001,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0002,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0003,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0004,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0005,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0006,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0007,1
15,tbl-h11-prep-activity-global--gt-0009,1
15,tbl-h11-prep-activity-global--gt-0008,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0001,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0002,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0003,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0004,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0005,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0006,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0007,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0008,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0001,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0002,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0003,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0004,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0005,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0006,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0007,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0008,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0001,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0002,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0003,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0004,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0005,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0006,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0007,1
15,tbl-h11-prep-activity-global--gt-0010,1
15,tbl-h11-prep-activity-global--gt-0008,1
16,tbl-h11-prep-activity-attenuation--gt-0001,1
16,tbl-h11-prep-activity-attenuation--gt-0002,1
16,tbl-h11-prep-activity-attenuation--gt-0003,1
16,tbl-h11-prep-activity-attenuation--gt-0004,1
16,tbl-h11-prep-activity-attenuation--gt-0005,1
16,tbl-h11-prep-activity-attenuation--gt-0006,1
16,tbl-h11-prep-activity-attenuation--gt-0001,1
16,tbl-h11-prep-activity-attenuation--gt-0002,1
16,tbl-h11-prep-activity-attenuation--gt-0003,1
16,tbl-h11-prep-activity-attenuation--gt-0004,1
16,tbl-h11-prep-activity-attenuation--gt-0005,1
16,tbl-h11-prep-activity-attenuation--gt-0006,1
17,tbl-h11-prep-activity-diagnostics--gt-0007,1
17,tbl-h11-prep-activity-diagnostics--gt-0001,1
17,tbl-h11-prep-activity-diagnostics--gt-0007,1
17,tbl-h11-prep-activity-diagnostics--gt-0002,1
17,tbl-h11-prep-activity-diagnostics--gt-0007,1
17,tbl-h11-prep-activity-diagnostics--gt-0003,1
17,tbl-h11-prep-activity-diagnostics--gt-0007,1
17,tbl-h11-prep-activity-diagnostics--gt-0004,1
17,tbl-h11-prep-activity-diagnostics--gt-0007,1
17,tbl-h11-prep-activity-diagnostics--gt-0005,1
17,tbl-h11-prep-activity-diagnostics--gt-0007,1
17,tbl-h11-prep-activity-diagnostics--gt-0006,1
17,tbl-h11-prep-activity-diagnostics--gt-0007,1
17,tbl-h11-prep-activity-diagnostics--gt-0001,1
17,tbl-h11-prep-activity-diagnostics--gt-0007,1
17,tbl-h11-prep-activity-diagnostics--gt-0002,1
17,tbl-h11-prep-activity-diagnostics--gt-0007,1
17,tbl-h11-prep-activity-diagnostics--gt-0003,1
17,tbl-h11-prep-activity-diagnostics--gt-0007,1
17,tbl-h11-prep-activity-diagnostics--gt-0004,1
17,tbl-h11-prep-activity-diagnostics--gt-0007,1
17,tbl-h11-prep-activity-diagnostics--gt-0005,1
17,tbl-h11-prep-activity-diagnostics--gt-0007,1
17,tbl-h11-prep-activity-diagnostics--gt-0006,1
17,tbl-h11-prep-activity-diagnostics--gt-0008,1
17,tbl-h11-prep-activity-diagnostics--gt-0001,1
17,tbl-h11-prep-activity-diagnostics--gt-0008,1
17,tbl-h11-prep-activity-diagnostics--gt-0002,1
17,tbl-h11-prep-activity-diagnostics--gt-0008,1
17,tbl-h11-prep-activity-diagnostics--gt-0003,1
17,tbl-h11-prep-activity-diagnostics--gt-0008,1
17,tbl-h11-prep-activity-diagnostics--gt-0004,1
17,tbl-h11-prep-activity-diagnostics--gt-0008,1
17,tbl-h11-prep-activity-diagnostics--gt-0005,1
17,tbl-h11-prep-activity-diagnostics--gt-0008,1
17,tbl-h11-prep-activity-diagnostics--gt-0006,1
17,tbl-h11-prep-activity-diagnostics--gt-0008,1
17,tbl-h11-prep-activity-diagnostics--gt-0001,1
17,tbl-h11-prep-activity-diagnostics--gt-0008,1
17,tbl-h11-prep-activity-diagnostics--gt-0002,1
17,tbl-h11-prep-activity-diagnostics--gt-0008,1
17,tbl-h11-prep-activity-diagnostics--gt-0003,1
17,tbl-h11-prep-activity-diagnostics--gt-0008,1
17,tbl-h11-prep-activity-diagnostics--gt-0004,1
17,tbl-h11-prep-activity-diagnostics--gt-0008,1
17,tbl-h11-prep-activity-diagnostics--gt-0005,1
17,tbl-h11-prep-activity-diagnostics--gt-0008,1
17,tbl-h11-prep-activity-diagnostics--gt-0006,1
18,tbl-h11-prep-placement-assessment--gt-0001,1
18,tbl-h11-prep-placement-assessment--gt-0002,1
18,tbl-h11-prep-placement-assessment--gt-0003,1
18,tbl-h11-prep-placement-assessment--gt-0004,1
18,tbl-h11-prep-placement-assessment--gt-0005,1
18,tbl-h11-prep-placement-assessment--gt-0006,1
18,tbl-h11-prep-placement-assessment--gt-0007,1
19,tbl-h11-prep-deferred-analyses--gt-0001,1
19,tbl-h11-prep-deferred-analyses--gt-0002,1
19,tbl-h11-prep-deferred-analyses--gt-0003,1
19,tbl-h11-prep-deferred-analyses--gt-0004,1
19,tbl-h11-prep-deferred-analyses--gt-0001,1
19,tbl-h11-prep-deferred-analyses--gt-0002,1
19,tbl-h11-prep-deferred-analyses--gt-0003,1
19,tbl-h11-prep-deferred-analyses--gt-0004,1
19,tbl-h11-prep-deferred-analyses--gt-0001,1
19,tbl-h11-prep-deferred-analyses--gt-0002,1
19,tbl-h11-prep-deferred-analyses--gt-0003,1
19,tbl-h11-prep-deferred-analyses--gt-0004,1
19,tbl-h11-prep-deferred-analyses--gt-0001,1
19,tbl-h11-prep-deferred-analyses--gt-0002,1
19,tbl-h11-prep-deferred-analyses--gt-0003,1
19,tbl-h11-prep-deferred-analyses--gt-0004,1
19,tbl-h11-prep-deferred-analyses--gt-0001,1
19,tbl-h11-prep-deferred-analyses--gt-0002,1
19,tbl-h11-prep-deferred-analyses--gt-0003,1
19,tbl-h11-prep-deferred-analyses--gt-0004,1
19,tbl-h11-prep-deferred-analyses--gt-0001,1
19,tbl-h11-prep-deferred-analyses--gt-0002,1
19,tbl-h11-prep-deferred-analyses--gt-0003,1
19,tbl-h11-prep-deferred-analyses--gt-0004,1
20,tbl-h11-prep-input-identities--gt-0001,1
20,tbl-h11-prep-input-identities--gt-0002,1
20,tbl-h11-prep-input-identities--gt-0003,1
20,tbl-h11-prep-input-identities--gt-0004,1
20,tbl-h11-prep-input-identities--gt-0001,1
20,tbl-h11-prep-input-identities--gt-0002,1
20,tbl-h11-prep-input-identities--gt-0003,1
20,tbl-h11-prep-input-identities--gt-0004,1
20,tbl-h11-prep-input-identities--gt-0001,1
20,tbl-h11-prep-input-identities--gt-0002,1
20,tbl-h11-prep-input-identities--gt-0003,1
20,tbl-h11-prep-input-identities--gt-0004,1
20,tbl-h11-prep-input-identities--gt-0001,1
20,tbl-h11-prep-input-identities--gt-0002,1
20,tbl-h11-prep-input-identities--gt-0003,1
20,tbl-h11-prep-input-identities--gt-0004,1
20,tbl-h11-prep-input-identities--gt-0001,1
20,tbl-h11-prep-input-identities--gt-0002,1
20,tbl-h11-prep-input-identities--gt-0003,1
20,tbl-h11-prep-input-identities--gt-0004,1
20,tbl-h11-prep-input-identities--gt-0001,1
20,tbl-h11-prep-input-identities--gt-0002,1
20,tbl-h11-prep-input-identities--gt-0003,1
20,tbl-h11-prep-input-identities--gt-0004,1
20,tbl-h11-prep-input-identities--gt-0001,1
