dataset_id,dataset_label,predictor_order,predictor_id,predictor_label,metric_slot,metric_id,manuscript_name,abbreviation,metric_label,raw_p_value,bh_adjusted_p_value,fdr_supported,h01_claim_eligible,participant_days,participants,sites,display_status,candidate_display_status,x,y,mark_type,style,encoded_status,cell_reconciled
primary,Primary daily metrics,3,activity_status,Active vs Sedentary,9,m10_midpoint,Midpoint of the brightest 10 hours,M10,M10 — Midpoint of the brightest 10 hours,0.09695655423929612,0.16159425706549352,FALSE,FALSE,734,137,9,Not FDR-supported,Not FDR-supported,581.47,214.71,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
primary,Primary daily metrics,3,activity_status,Active vs Sedentary,10,l10_midpoint,Midpoint of the darkest 10 hours,L10,L10 — Midpoint of the darkest 10 hours,0.06048123198466382,0.11340230997124467,FALSE,FALSE,734,137,9,Not FDR-supported,Not FDR-supported,581.47,238.28,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
primary,Primary daily metrics,3,activity_status,Active vs Sedentary,11,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,MLIT250 — Mean timing of exposure above 250 lx melEDI,0.9646019423712054,1,FALSE,FALSE,676,137,9,Not FDR-supported,Not FDR-supported,581.47,261.86,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
primary,Primary daily metrics,3,activity_status,Active vs Sedentary,12,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,FLIT250 — First light timing above 250 lx melEDI,0.3302953271901625,0.4504027188956761,FALSE,FALSE,658,136,9,Not FDR-supported,Not FDR-supported,581.47,285.44,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
primary,Primary daily metrics,3,activity_status,Active vs Sedentary,13,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,LLIT250 — Last light timing above 250 lx melEDI,0.0475078846031492,0.10180260986389111,FALSE,FALSE,626,137,9,Not FDR-supported,Not FDR-supported,581.47,309.01,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
primary,Primary daily metrics,3,activity_status,Active vs Sedentary,14,dose_time_sensitive_corrected_medi,melEDI dose,Dose,Dose — melEDI dose,6.250708949845239e-12,9.376063424767858e-11,TRUE,TRUE,686,137,9,FDR-supported with limitations,FDR-supported with limitations,581.47,332.59,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,3,activity_status,Active vs Sedentary,15,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,MDER — Melanopic daylight efficacy ratio,0.27524679640783445,0.4128701946117517,FALSE,FALSE,645,133,9,MDER result (not FDR-supported),Not FDR-supported,581.47,356.16,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
primary,Primary daily metrics,11,previous_sleep_duration_centered_h,+1 h previous sleep,1,daily_geometric_mean_medi,Mean melEDI,Mean,Mean — Mean melEDI,4.1028654914810477e-11,3.077149118610786e-10,TRUE,TRUE,784,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,26.1,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,11,previous_sleep_duration_centered_h,+1 h previous sleep,2,m10_mean_medi,Brightest 10 h mean,M10mean,M10mean — Brightest 10 h mean,1.8219743061972144e-5,3.904230656136888e-5,TRUE,TRUE,784,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,49.68,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,11,previous_sleep_duration_centered_h,+1 h previous sleep,3,l10_mean_medi,Darkest 10 h mean,L10mean,L10mean — Darkest 10 h mean,,,FALSE,FALSE,784,141,9,L10 non-estimable,L10 non-estimable,725.2249999999999,73.255,cross,stroke-width: 1.63; stroke: #D55E00;,L10 non-estimable,TRUE
primary,Primary daily metrics,11,previous_sleep_duration_centered_h,+1 h previous sleep,4,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,"TAT1000 — Time above 1,000 lx melEDI",0.0071638294171661,0.00976885829613559,TRUE,TRUE,784,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,96.83,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,11,previous_sleep_duration_centered_h,+1 h previous sleep,5,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,TAT250 — Time above 250 lx melEDI during wake,1.1476799739805336e-5,3.443039921941601e-5,TRUE,TRUE,729,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,120.4,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,11,previous_sleep_duration_centered_h,+1 h previous sleep,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,TBT10 — Time below 10 lx melEDI before sleep,1.587434641920656e-5,3.904230656136888e-5,TRUE,TRUE,648,139,9,FDR-supported with limitations,FDR-supported with limitations,725.22,143.98,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,11,previous_sleep_duration_centered_h,+1 h previous sleep,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,TBT1 — Time below 1 lx melEDI during sleep,2.29354910009542e-42,3.44032365014313e-41,TRUE,TRUE,770,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,167.56,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,11,previous_sleep_duration_centered_h,+1 h previous sleep,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,PAT250 — Longest continuous period above 250 lx melEDI,0.02238453063819264,0.0279806632977408,TRUE,TRUE,784,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,191.13,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,11,previous_sleep_duration_centered_h,+1 h previous sleep,9,m10_midpoint,Midpoint of the brightest 10 hours,M10,M10 — Midpoint of the brightest 10 hours,4.063236731803166e-6,1.5237137744261872e-5,TRUE,TRUE,784,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,214.71,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,11,previous_sleep_duration_centered_h,+1 h previous sleep,10,l10_midpoint,Midpoint of the darkest 10 hours,L10,L10 — Midpoint of the darkest 10 hours,3.2549187196524905e-4,6.10297259934842e-4,TRUE,TRUE,784,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,238.28,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,11,previous_sleep_duration_centered_h,+1 h previous sleep,11,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,MLIT250 — Mean timing of exposure above 250 lx melEDI,0.00251017881631351,0.00418363136052252,TRUE,TRUE,715,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,261.86,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,11,previous_sleep_duration_centered_h,+1 h previous sleep,12,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,FLIT250 — First light timing above 250 lx melEDI,4.958571999742529e-10,2.4792859998712646e-9,TRUE,TRUE,701,140,9,FDR-supported with limitations,FDR-supported with limitations,725.22,285.44,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,11,previous_sleep_duration_centered_h,+1 h previous sleep,13,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,LLIT250 — Last light timing above 250 lx melEDI,0.09164928238664218,0.10574917198458712,FALSE,FALSE,661,141,9,Not FDR-supported,Not FDR-supported,725.22,309.01,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
primary,Primary daily metrics,11,previous_sleep_duration_centered_h,+1 h previous sleep,14,dose_time_sensitive_corrected_medi,melEDI dose,Dose,Dose — melEDI dose,0.00281875586367054,0.00422813379550582,TRUE,TRUE,729,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,332.59,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,11,previous_sleep_duration_centered_h,+1 h previous sleep,15,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,MDER — Melanopic daylight efficacy ratio,0.48276176000445625,0.5172447428619174,FALSE,FALSE,679,136,9,MDER result (not FDR-supported),Not FDR-supported,725.22,356.16,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
