"package","static_detected","static_source_count","static_sources","declared_require","declared_version","base_package","dependency_policy","runtime_required","explicit_lock_expected","policy_rationale","installed_version","installed_built","installed_library","installed_repository","installed_remote_type","installed_remote_host","installed_remote_repo","installed_remote_ref","installed_remote_sha","lock_version","lock_source","lock_repository","lock_remote_type","lock_remote_host","lock_remote_repo","lock_remote_ref","lock_remote_sha","installed","locked","lock_expected","version_equal","scanner_false_positive_confirmed","reconciliation_status","source_metadata_status"
"downlit",TRUE,1,"metric_preparation.qmd","","",FALSE,"",FALSE,FALSE,"","0.4.5","R 4.6.0; ; 2026-04-29 23:31:00 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","downlit","0.4.5","0.4.5","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"dplyr",TRUE,148,"audit/scripts/audit_h01_predictor_identifiability.R;audit/scripts/audit_h03_h04_category_support.R;audit/scripts/audit_mder_device_assignment.R;audit/scripts/verify_baua_reference_profiles.R;audit/scripts/verify_state_aggregation_order.R;Descriptives.qmd;notebooks/descriptives.qmd;notebooks/hypotheses/H02.qmd;notebooks/preparation/01_import_state_alignment.qmd;notebooks/preparation/02_coverage_sample_flow.qmd;notebooks/preparation/03_reference_profiles.qmd;notebooks/preparation/04_metric_derivation.qmd;notebooks/preparation/06_model_ready_datasets.qmd;notebooks/preparation/07_example_days.qmd;scripts/descriptives/build_descriptive_data.R;scripts/descriptives/build_descriptive_replications.R;scripts/descriptives/build_descriptives.R;scripts/descriptives/build_previous_comparisons.R;scripts/descriptives/build_publication_tables.R;scripts/descriptives/descriptive_contract.R;scripts/descriptives/plot_descriptive_figures.R;scripts/descriptives/plot_descriptive_replications.R;scripts/hypotheses/H01/audit_h01_major_gates.R;scripts/hypotheses/H01/audit_h01_postbootstrap_response_families.R;scripts/hypotheses/H01/build_h01_worker_manifest.R;scripts/hypotheses/H01/h01_contract.R;scripts/hypotheses/H01/h01_modeling.R;scripts/hypotheses/H01/plot_h01_l10_midpoint_gate.R;scripts/hypotheses/H01/run_h01_models.R;scripts/hypotheses/H02/audit_submitted_h02.R;scripts/hypotheses/H02/build_h02_figure4_replication.R;scripts/hypotheses/H02/build_h02_model_data.R;scripts/hypotheses/H02/build_h02_worker_manifest.R;scripts/hypotheses/H02/h02_contract.R;scripts/hypotheses/H02/h02_data.R;scripts/hypotheses/H02/h02_dominance.R;scripts/hypotheses/H02/h02_figure4_pointwise.R;scripts/hypotheses/H02/h02_modeling.R;scripts/hypotheses/H02/run_h02_analysis.R;scripts/hypotheses/H02/run_h02_dominance_analysis.R;scripts/hypotheses/H02/run_h02_formula_sensitivity.R;scripts/hypotheses/H02/run_h02_temporal_diagnostics.R;scripts/pipeline/aggregation_coverage.R;scripts/pipeline/assertions.R;scripts/pipeline/base_model_data.R;scripts/pipeline/build_base_model_data.R;scripts/pipeline/build_coverage_sample_flow.R;scripts/pipeline/build_daily_coverage_rule_diagnostic.R;scripts/pipeline/build_h01_manuscript_prepared_data.R;scripts/pipeline/build_h01_model_data.R;scripts/pipeline/build_import_alignment.R;scripts/pipeline/build_manuscript_prepared_data.R;scripts/pipeline/build_mder_support_gate.R;scripts/pipeline/build_metric_derivation.R;scripts/pipeline/build_model_input_acquisition.R;scripts/pipeline/build_model_input_normalization.R;scripts/pipeline/build_reference_profiles.R;scripts/pipeline/build_site_solar_context.R;scripts/pipeline/build_temporal_sequence_provenance.R;scripts/pipeline/daily_coverage_rule_diagnostic.R;scripts/pipeline/h01_manuscript_prepared_adapter.R;scripts/pipeline/h01_model_data.R;scripts/pipeline/import_sources.R;scripts/pipeline/manuscript_prepared_data.R;scripts/pipeline/mder_support_gate.R;scripts/pipeline/metric_derivation.R;scripts/pipeline/metric_display_registry.R;scripts/pipeline/model_input_acquisition.R;scripts/pipeline/model_input_normalization.R;scripts/pipeline/prepared_day_showcase.R;scripts/pipeline/reconcile_pinned_download_hashes.R;scripts/pipeline/reference_profiles.R;scripts/pipeline/site_solar_context.R;scripts/pipeline/state_alignment.R;scripts/pipeline/state_interval_projection.R;scripts/pipeline/temporal_sequence_provenance.R;scripts/pipeline/time_axes.R;scripts/pipeline/time_support.R;scripts/pipeline/verify_base_model_data_artifacts.R;scripts/pipeline/verify_coverage_artifacts.R;scripts/pipeline/verify_h01_manuscript_prepared_data_artifacts.R;scripts/pipeline/verify_h01_model_data_artifacts.R;scripts/pipeline/verify_import_alignment_artifacts.R;scripts/pipeline/verify_manuscript_prepared_data_artifacts.R;scripts/pipeline/verify_mder_support_gate_artifacts.R;scripts/pipeline/verify_metric_derivation_core.R;scripts/pipeline/verify_metric_derivation_mder.R;scripts/pipeline/verify_model_input_acquisition.R;scripts/pipeline/verify_model_input_normalization.R;scripts/pipeline/verify_prepared_day_showcase_artifacts.R;scripts/pipeline/verify_reference_profile_artifacts.R;scripts/pipeline/verify_site_solar_context_artifacts.R;scripts/pipeline/verify_state_support_gate_artifacts.R;scripts/pipeline/verify_temporal_sequence_provenance_artifacts.R;tests/descriptives/run_tests.R;tests/hypotheses/H01/test_h01_modeling.R;tests/hypotheses/H02/test_h02_contract.R;tests/hypotheses/H02/test_h02_dominance_fit.R;tests/hypotheses/H02/test_h02_dominance_pilot.R;tests/hypotheses/H02/test_h02_dominance.R;tests/hypotheses/H02/test_h02_figure4_replication.R;tests/hypotheses/H02/test_h02_outputs.R;tests/run_pipeline_tests.R;tests/test_aggregation_coverage.R;tests/test_base_model_data.R;tests/test_build_coverage_sample_flow.R;tests/test_build_metric_derivation.R;tests/test_build_reference_profiles.R;tests/test_build_site_solar_context.R;tests/test_daily_coverage_rule_diagnostic.R;tests/test_h01_model_data.R;tests/test_mder_support_gate.R;tests/test_model_input_acquisition.R;tests/test_reference_profiles.R;tests/test_site_solar_context.R;tests/test_site_solar_supplemental_dates.R;tests/test_temporal_sequence_provenance.R;tests/test_true_day_grid.R;tests/test_verify_coverage_artifacts.R;tests/test_verify_mder_support_gate_artifacts.R;tests/test_verify_metric_derivation_core.R;tests/test_verify_metric_derivation_mder.R;tests/test_verify_reference_profile_artifacts.R;tests/test_verify_state_support_gate_artifacts.R","","",FALSE,"",FALSE,FALSE,"","1.2.1","R 4.6.0; aarch64-apple-darwin23; 2026-04-26 11:09:07 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","dplyr","1.2.1","1.2.1","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"dtplyr",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.3.3","R 4.6.0; ; 2026-04-26 11:14:03 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","dtplyr","1.3.3","1.3.3","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"e1071",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.7-17","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 23:17:21 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","e1071","1.7-17","1.7-17","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"effectsize",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.0.2","R 4.6.1; ; 2026-07-29 20:28:20 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","effectsize","1.0.2","1.0.2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"emmeans",TRUE,7,"RQ1_chest.qmd;RQ1.qmd;RQ2_chest.qmd;RQ2.qmd;RQ3_chest.qmd;RQ3.qmd;scripts/hypotheses/H01/h01_modeling.R","","",FALSE,"",FALSE,FALSE,"","2.0.3","R 4.6.1; ; 2026-07-29 20:28:13 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","emmeans","2.0.3","2.0.3","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"estimability",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.0.0","R 4.6.1; ; 2026-06-26 09:59:05 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","estimability","2.0.0","2.0.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"evaluate",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.0.5","R 4.6.0; ; 2026-06-17 18:35:18 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","evaluate","1.0.5","1.0.5","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"fansi",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.0.7","R 4.6.0; aarch64-apple-darwin20; 2026-06-17 18:35:41 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","fansi","1.0.7","1.0.7","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"farver",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.1.2","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:03:02 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","farver","2.1.2","2.1.2","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"fastmap",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.2.0","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:02:53 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","fastmap","1.2.0","1.2.0","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"fontawesome",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.5.3","R 4.6.0; ; 2026-07-28 21:04:00 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","fontawesome","0.5.3","0.5.3","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"forcats",TRUE,2,"Descriptives.qmd;scripts/descriptives/plot_descriptive_replications.R","","",FALSE,"",FALSE,FALSE,"","1.0.1","R 4.6.0; ; 2026-04-29 23:56:15 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","forcats","1.0.1","1.0.1","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"foreach",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.5.2","R 4.6.0; ; 2026-04-25 23:16:42 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","foreach","1.5.2","1.5.2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"forecast",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","9.0.2","R 4.6.0; aarch64-apple-darwin23; 2026-04-26 11:10:38 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","forecast","9.0.2","9.0.2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"foreign",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.8-91","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:54:07 UTC; unix","/Library/Frameworks/R.framework/Resources/library","CRAN","","","","","","","","","","","","","",TRUE,FALSE,FALSE,FALSE,,"library_only","not_comparable"
"fracdiff",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.5-4","R 4.6.0; aarch64-apple-darwin23; 2026-04-28 06:38:56 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","fracdiff","1.5-4","1.5-4","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"fs",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.1.0","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:03:04 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","fs","2.1.0","2.1.0","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"furrr",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.4.0","R 4.6.0; ; 2026-04-26 02:25:27 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","furrr","0.4.0","0.4.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"future",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.70.0","R 4.6.1; ; 2026-07-29 20:28:10 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","future","1.70.0","1.70.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"gap",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.15.2","R 4.6.0; aarch64-apple-darwin23; 2026-05-28 07:17:35 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","gap","1.15.2","1.15.2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"gap.datasets",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.0.6","R 4.6.0; ; 2026-04-25 16:36:38 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","gap.datasets","0.0.6","0.0.6","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"gargle",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.6.1","R 4.6.0; ; 2026-04-26 05:25:33 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","gargle","1.6.1","1.6.1","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"generics",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.1.4","R 4.6.0; ; 2026-07-28 21:02:59 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","generics","0.1.4","0.1.4","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"ggeffects",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.3.2","R 4.6.0; ; 2026-04-26 02:42:08 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","ggeffects","2.3.2","2.3.2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"gghighlight",TRUE,6,"RQ1_chest.qmd;RQ1.qmd;RQ2_chest.qmd;RQ2.qmd;RQ3_chest.qmd;RQ3.qmd","","",FALSE,"",FALSE,FALSE,"","0.5.0","R 4.6.0; ; 2026-04-26 13:13:42 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","gghighlight","0.5.0","0.5.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"ggokabeito",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.1.0","R 4.6.0; ; 2026-04-29 20:19:02 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","ggokabeito","0.1.0","0.1.0","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"ggplot2",TRUE,14,"Descriptives.qmd;notebooks/hypotheses/H02.qmd;scripts/descriptives/build_publication_tables.R;scripts/descriptives/descriptive_contract.R;scripts/descriptives/plot_descriptive_figures.R;scripts/descriptives/plot_descriptive_replications.R;scripts/hypotheses/H01/h01_modeling.R;scripts/hypotheses/H01/plot_h01_l10_midpoint_gate.R;scripts/hypotheses/H02/build_h02_figure4_replication.R;scripts/hypotheses/H02/h02_figure4_pointwise.R;scripts/hypotheses/H02/run_h02_analysis.R;scripts/pipeline/build_preanalysis_comparison.R;scripts/pipeline/prepared_day_showcase.R;tests/test_prepared_day_showcase.R","","",FALSE,"",FALSE,FALSE,"","4.0.3","R 4.6.0; ; 2026-04-26 05:16:05 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","ggplot2","4.0.3","4.0.3","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"ggrepel",TRUE,1,"Descriptives.qmd","","",FALSE,"",FALSE,FALSE,"","0.9.8","R 4.6.0; aarch64-apple-darwin23; 2026-04-26 11:08:07 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","ggrepel","0.9.8","0.9.8","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"ggridges",TRUE,10,"Descriptives.qmd;metric_preparation.qmd;RQ1_chest.qmd;RQ1.qmd;RQ2_chest.qmd;RQ2.qmd;RQ3_chest.qmd;RQ3.qmd;scripts/descriptives/build_publication_tables.R;scripts/descriptives/plot_descriptive_replications.R","","",FALSE,"",FALSE,FALSE,"","0.5.7","R 4.6.0; ; 2026-07-28 21:06:02 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","ggridges","0.5.7","0.5.7","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"ggsci",TRUE,3,"Descriptives.qmd","","",FALSE,"",FALSE,FALSE,"","5.1.0","R 4.6.1; ; 2026-06-26 10:01:22 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","ggsci","5.1.0","5.1.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"ggtext",TRUE,11,"Descriptives.qmd;RQ2_chest.qmd;RQ2.qmd;RQ3_chest.qmd;RQ3.qmd;scripts/Brown_bracket.R;scripts/descriptives/plot_descriptive_replications.R;scripts/Fig2.R;scripts/hypotheses/H02/build_h02_figure4_replication.R","","",FALSE,"",FALSE,FALSE,"","0.1.2","R 4.6.0; ; 2026-04-29 21:38:34 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","ggtext","0.1.2","0.1.2","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"glmmTMB",TRUE,11,"_explorative.qmd;RQ1_chest.qmd;RQ1.qmd;RQ2_chest.qmd;RQ2.qmd;RQ3_chest.qmd;RQ3.qmd;scripts/helpers.R;scripts/hypotheses/H01/h01_modeling.R;tests/test_environment_smoke.R","","",FALSE,"",FALSE,FALSE,"","1.1.14","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 14:03:05 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","glmmTMB","1.1.14","1.1.14","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"globals",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.19.1","R 4.6.0; ; 2026-04-25 23:14:29 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","globals","0.19.1","0.19.1","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"glue",TRUE,1,"Descriptives.qmd","","",FALSE,"",FALSE,FALSE,"","1.8.1","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:39:32 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","glue","1.8.1","1.8.1","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"googledrive",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.1.2","R 4.6.0; ; 2026-04-29 21:37:32 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","googledrive","2.1.2","2.1.2","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"googlesheets4",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.1.2","R 4.6.0; ; 2026-04-29 20:20:22 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","googlesheets4","1.1.2","1.1.2","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"graphics",FALSE,0,"","","",TRUE,"",FALSE,FALSE,"","4.6.1","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:53:33 UTC; unix","/Library/Frameworks/R.framework/Resources/library","","","","","","","","","","","","","","",TRUE,FALSE,FALSE,FALSE,,"base_package","not_comparable"
"gratia",TRUE,7,"RQ1_chest.qmd;RQ1.qmd;RQ2_chest.qmd;RQ2.qmd;RQ3_chest.qmd;RQ3.qmd;scripts/hypotheses/H02/run_h02_temporal_diagnostics.R","","",FALSE,"",FALSE,FALSE,"","0.11.2","R 4.6.0; ; 2026-04-26 17:04:04 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","gratia","0.11.2","0.11.2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"grDevices",TRUE,3,"scripts/descriptives/descriptive_contract.R;scripts/descriptives/plot_descriptive_replications.R;scripts/hypotheses/H01/plot_h01_l10_midpoint_gate.R","","",TRUE,"",FALSE,FALSE,"","4.6.1","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:53:30 UTC; unix","/Library/Frameworks/R.framework/Resources/library","","","","","","","","","","","","","","",TRUE,FALSE,FALSE,FALSE,,"base_package","not_comparable"
