site,work_free_day,activity_status,clock_hour_bin,observations,positive_observations,zero_observations,zero_fraction,participants,participant_days
MPI,Work day,"Active (light, moderate, or vigorous exercise)",20,65,65,0,0,25,65
MPI,Work day,"Active (light, moderate, or vigorous exercise)",21,69,68,1,0.014492753623188406,25,69
MPI,Work day,"Active (light, moderate, or vigorous exercise)",22,71,68,3,0.04225352112676056,24,71
MPI,Work day,"Active (light, moderate, or vigorous exercise)",23,69,51,18,0.2608695652173913,23,69
MPI,Free day,Sedentary (no reported exercise),0,23,15,8,0.34782608695652173,13,23
MPI,Free day,Sedentary (no reported exercise),1,23,12,11,0.4782608695652174,13,23
MPI,Free day,Sedentary (no reported exercise),2,23,6,17,0.7391304347826086,13,23
MPI,Free day,Sedentary (no reported exercise),3,24,3,21,0.875,13,24
MPI,Free day,Sedentary (no reported exercise),4,24,4,20,0.8333333333333334,13,24
MPI,Free day,Sedentary (no reported exercise),5,24,2,22,0.9166666666666666,13,24
MPI,Free day,Sedentary (no reported exercise),6,24,9,15,0.625,13,24
MPI,Free day,Sedentary (no reported exercise),7,24,20,4,0.16666666666666666,13,24
MPI,Free day,Sedentary (no reported exercise),8,24,23,1,0.041666666666666664,13,24
MPI,Free day,Sedentary (no reported exercise),9,23,23,0,0,13,23
MPI,Free day,Sedentary (no reported exercise),10,23,23,0,0,13,23
MPI,Free day,Sedentary (no reported exercise),11,23,23,0,0,12,23
MPI,Free day,Sedentary (no reported exercise),12,23,23,0,0,13,23
MPI,Free day,Sedentary (no reported exercise),13,24,23,1,0.041666666666666664,13,24
MPI,Free day,Sedentary (no reported exercise),14,24,24,0,0,13,24
MPI,Free day,Sedentary (no reported exercise),15,24,24,0,0,13,24
MPI,Free day,Sedentary (no reported exercise),16,21,21,0,0,12,21
MPI,Free day,Sedentary (no reported exercise),17,23,23,0,0,12,23
MPI,Free day,Sedentary (no reported exercise),18,22,22,0,0,13,22
MPI,Free day,Sedentary (no reported exercise),19,23,23,0,0,13,23
MPI,Free day,Sedentary (no reported exercise),20,24,24,0,0,13,24
MPI,Free day,Sedentary (no reported exercise),21,23,23,0,0,12,23
MPI,Free day,Sedentary (no reported exercise),22,23,23,0,0,12,23
MPI,Free day,Sedentary (no reported exercise),23,23,22,1,0.043478260869565216,12,23
MPI,Free day,"Active (light, moderate, or vigorous exercise)",0,36,24,12,0.3333333333333333,22,36
MPI,Free day,"Active (light, moderate, or vigorous exercise)",1,38,13,25,0.6578947368421053,22,38
MPI,Free day,"Active (light, moderate, or vigorous exercise)",2,38,3,35,0.9210526315789473,22,38
MPI,Free day,"Active (light, moderate, or vigorous exercise)",3,38,4,34,0.8947368421052632,22,38
MPI,Free day,"Active (light, moderate, or vigorous exercise)",4,38,3,35,0.9210526315789473,22,38
MPI,Free day,"Active (light, moderate, or vigorous exercise)",5,38,5,33,0.868421052631579,22,38
MPI,Free day,"Active (light, moderate, or vigorous exercise)",6,38,18,20,0.5263157894736842,22,38
MPI,Free day,"Active (light, moderate, or vigorous exercise)",7,38,30,8,0.21052631578947367,22,38
MPI,Free day,"Active (light, moderate, or vigorous exercise)",8,37,35,2,0.05405405405405406,22,37
MPI,Free day,"Active (light, moderate, or vigorous exercise)",9,37,35,2,0.05405405405405406,22,37
MPI,Free day,"Active (light, moderate, or vigorous exercise)",10,36,35,1,0.027777777777777776,21,36
MPI,Free day,"Active (light, moderate, or vigorous exercise)",11,35,34,1,0.02857142857142857,20,35
MPI,Free day,"Active (light, moderate, or vigorous exercise)",12,36,36,0,0,22,36
MPI,Free day,"Active (light, moderate, or vigorous exercise)",13,37,37,0,0,21,37
MPI,Free day,"Active (light, moderate, or vigorous exercise)",14,36,36,0,0,20,36
MPI,Free day,"Active (light, moderate, or vigorous exercise)",15,32,31,1,0.03125,17,32
MPI,Free day,"Active (light, moderate, or vigorous exercise)",16,34,34,0,0,21,34
MPI,Free day,"Active (light, moderate, or vigorous exercise)",17,34,34,0,0,20,34
MPI,Free day,"Active (light, moderate, or vigorous exercise)",18,38,37,1,0.02631578947368421,22,38
MPI,Free day,"Active (light, moderate, or vigorous exercise)",19,35,35,0,0,21,35
MPI,Free day,"Active (light, moderate, or vigorous exercise)",20,36,36,0,0,22,36
MPI,Free day,"Active (light, moderate, or vigorous exercise)",21,36,36,0,0,21,36
MPI,Free day,"Active (light, moderate, or vigorous exercise)",22,35,33,2,0.05714285714285714,21,35
MPI,Free day,"Active (light, moderate, or vigorous exercise)",23,35,27,8,0.22857142857142856,21,35
TUM,Work day,Sedentary (no reported exercise),0,10,8,2,0.2,5,10
TUM,Work day,Sedentary (no reported exercise),1,10,5,5,0.5,5,10
TUM,Work day,Sedentary (no reported exercise),2,10,2,8,0.8,5,10
TUM,Work day,Sedentary (no reported exercise),3,10,3,7,0.7,5,10
TUM,Work day,Sedentary (no reported exercise),4,10,0,10,1,5,10
TUM,Work day,Sedentary (no reported exercise),5,10,7,3,0.3,5,10
TUM,Work day,Sedentary (no reported exercise),6,10,7,3,0.3,5,10
TUM,Work day,Sedentary (no reported exercise),7,10,7,3,0.3,5,10
TUM,Work day,Sedentary (no reported exercise),8,10,8,2,0.2,5,10
TUM,Work day,Sedentary (no reported exercise),9,10,9,1,0.1,5,10
TUM,Work day,Sedentary (no reported exercise),10,10,9,1,0.1,5,10
TUM,Work day,Sedentary (no reported exercise),11,9,9,0,0,4,9
TUM,Work day,Sedentary (no reported exercise),12,9,9,0,0,4,9
TUM,Work day,Sedentary (no reported exercise),13,10,10,0,0,5,10
TUM,Work day,Sedentary (no reported exercise),14,10,10,0,0,5,10
TUM,Work day,Sedentary (no reported exercise),15,9,9,0,0,5,9
TUM,Work day,Sedentary (no reported exercise),16,9,9,0,0,5,9
TUM,Work day,Sedentary (no reported exercise),17,10,10,0,0,5,10
TUM,Work day,Sedentary (no reported exercise),18,10,10,0,0,5,10
TUM,Work day,Sedentary (no reported exercise),19,10,10,0,0,5,10
TUM,Work day,Sedentary (no reported exercise),20,10,10,0,0,5,10
TUM,Work day,Sedentary (no reported exercise),21,10,10,0,0,5,10
TUM,Work day,Sedentary (no reported exercise),22,10,9,1,0.1,5,10
TUM,Work day,Sedentary (no reported exercise),23,10,9,1,0.1,5,10
TUM,Work day,"Active (light, moderate, or vigorous exercise)",0,20,13,7,0.35,8,20
TUM,Work day,"Active (light, moderate, or vigorous exercise)",1,20,9,11,0.55,8,20
TUM,Work day,"Active (light, moderate, or vigorous exercise)",2,20,4,16,0.8,8,20
TUM,Work day,"Active (light, moderate, or vigorous exercise)",3,20,1,19,0.95,8,20
TUM,Work day,"Active (light, moderate, or vigorous exercise)",4,20,1,19,0.95,8,20
TUM,Work day,"Active (light, moderate, or vigorous exercise)",5,20,11,9,0.45,8,20
TUM,Work day,"Active (light, moderate, or vigorous exercise)",6,20,18,2,0.1,8,20
TUM,Work day,"Active (light, moderate, or vigorous exercise)",7,20,19,1,0.05,8,20
TUM,Work day,"Active (light, moderate, or vigorous exercise)",8,20,19,1,0.05,8,20
TUM,Work day,"Active (light, moderate, or vigorous exercise)",9,20,19,1,0.05,8,20
TUM,Work day,"Active (light, moderate, or vigorous exercise)",10,19,19,0,0,8,19
TUM,Work day,"Active (light, moderate, or vigorous exercise)",11,19,19,0,0,8,19
TUM,Work day,"Active (light, moderate, or vigorous exercise)",12,19,19,0,0,8,19
TUM,Work day,"Active (light, moderate, or vigorous exercise)",13,18,18,0,0,8,18
TUM,Work day,"Active (light, moderate, or vigorous exercise)",14,18,18,0,0,8,18
TUM,Work day,"Active (light, moderate, or vigorous exercise)",15,20,20,0,0,8,20
TUM,Work day,"Active (light, moderate, or vigorous exercise)",16,19,19,0,0,8,19
TUM,Work day,"Active (light, moderate, or vigorous exercise)",17,18,18,0,0,8,18
TUM,Work day,"Active (light, moderate, or vigorous exercise)",18,16,16,0,0,8,16
TUM,Work day,"Active (light, moderate, or vigorous exercise)",19,18,17,1,0.05555555555555555,8,18
TUM,Work day,"Active (light, moderate, or vigorous exercise)",20,18,18,0,0,8,18
TUM,Work day,"Active (light, moderate, or vigorous exercise)",21,20,20,0,0,8,20
TUM,Work day,"Active (light, moderate, or vigorous exercise)",22,20,20,0,0,8,20
TUM,Work day,"Active (light, moderate, or vigorous exercise)",23,19,17,2,0.10526315789473684,8,19
TUM,Free day,Sedentary (no reported exercise),0,13,6,7,0.5384615384615384,7,13
TUM,Free day,Sedentary (no reported exercise),1,13,7,6,0.46153846153846156,7,13
TUM,Free day,Sedentary (no reported exercise),2,13,4,9,0.6923076923076923,7,13
TUM,Free day,Sedentary (no reported exercise),3,13,2,11,0.8461538461538461,7,13
TUM,Free day,Sedentary (no reported exercise),4,13,3,10,0.7692307692307693,7,13
TUM,Free day,Sedentary (no reported exercise),5,13,7,6,0.46153846153846156,7,13
TUM,Free day,Sedentary (no reported exercise),6,13,7,6,0.46153846153846156,7,13
TUM,Free day,Sedentary (no reported exercise),7,13,8,5,0.38461538461538464,7,13
TUM,Free day,Sedentary (no reported exercise),8,13,8,5,0.38461538461538464,7,13
TUM,Free day,Sedentary (no reported exercise),9,13,9,4,0.3076923076923077,7,13
TUM,Free day,Sedentary (no reported exercise),10,12,9,3,0.25,7,12
TUM,Free day,Sedentary (no reported exercise),11,12,12,0,0,7,12
TUM,Free day,Sedentary (no reported exercise),12,11,11,0,0,7,11
TUM,Free day,Sedentary (no reported exercise),13,11,11,0,0,7,11
TUM,Free day,Sedentary (no reported exercise),14,13,13,0,0,7,13
TUM,Free day,Sedentary (no reported exercise),15,13,13,0,0,7,13
TUM,Free day,Sedentary (no reported exercise),16,12,12,0,0,7,12
TUM,Free day,Sedentary (no reported exercise),17,13,13,0,0,7,13
TUM,Free day,Sedentary (no reported exercise),18,13,13,0,0,7,13
TUM,Free day,Sedentary (no reported exercise),19,12,12,0,0,7,12
TUM,Free day,Sedentary (no reported exercise),20,11,11,0,0,6,11
TUM,Free day,Sedentary (no reported exercise),21,12,12,0,0,6,12
TUM,Free day,Sedentary (no reported exercise),22,12,10,2,0.16666666666666666,6,12
TUM,Free day,Sedentary (no reported exercise),23,11,7,4,0.36363636363636365,5,11
TUM,Free day,"Active (light, moderate, or vigorous exercise)",0,17,14,3,0.17647058823529413,9,17
TUM,Free day,"Active (light, moderate, or vigorous exercise)",1,17,10,7,0.4117647058823529,9,17
TUM,Free day,"Active (light, moderate, or vigorous exercise)",2,17,2,15,0.8823529411764706,9,17
TUM,Free day,"Active (light, moderate, or vigorous exercise)",3,17,2,15,0.8823529411764706,9,17
TUM,Free day,"Active (light, moderate, or vigorous exercise)",4,17,1,16,0.9411764705882353,9,17
TUM,Free day,"Active (light, moderate, or vigorous exercise)",5,17,9,8,0.47058823529411764,9,17
TUM,Free day,"Active (light, moderate, or vigorous exercise)",6,17,14,3,0.17647058823529413,9,17
TUM,Free day,"Active (light, moderate, or vigorous exercise)",7,17,14,3,0.17647058823529413,9,17
TUM,Free day,"Active (light, moderate, or vigorous exercise)",8,17,14,3,0.17647058823529413,9,17
TUM,Free day,"Active (light, moderate, or vigorous exercise)",9,17,14,3,0.17647058823529413,9,17
TUM,Free day,"Active (light, moderate, or vigorous exercise)",10,17,16,1,0.058823529411764705,9,17
TUM,Free day,"Active (light, moderate, or vigorous exercise)",11,15,15,0,0,8,15
TUM,Free day,"Active (light, moderate, or vigorous exercise)",12,17,17,0,0,9,17
TUM,Free day,"Active (light, moderate, or vigorous exercise)",13,17,17,0,0,9,17
TUM,Free day,"Active (light, moderate, or vigorous exercise)",14,17,17,0,0,9,17
TUM,Free day,"Active (light, moderate, or vigorous exercise)",15,17,17,0,0,9,17
TUM,Free day,"Active (light, moderate, or vigorous exercise)",16,16,16,0,0,9,16
TUM,Free day,"Active (light, moderate, or vigorous exercise)",17,16,16,0,0,9,16
TUM,Free day,"Active (light, moderate, or vigorous exercise)",18,14,14,0,0,9,14
TUM,Free day,"Active (light, moderate, or vigorous exercise)",19,16,16,0,0,9,16
TUM,Free day,"Active (light, moderate, or vigorous exercise)",20,16,16,0,0,9,16
TUM,Free day,"Active (light, moderate, or vigorous exercise)",21,17,17,0,0,9,17
TUM,Free day,"Active (light, moderate, or vigorous exercise)",22,15,14,1,0.06666666666666667,8,15
TUM,Free day,"Active (light, moderate, or vigorous exercise)",23,15,13,2,0.13333333333333333,8,15
FUSPCEU,Work day,Sedentary (no reported exercise),0,26,6,20,0.7692307692307693,14,26
FUSPCEU,Work day,Sedentary (no reported exercise),1,26,0,26,1,14,26
FUSPCEU,Work day,Sedentary (no reported exercise),2,26,0,26,1,14,26
FUSPCEU,Work day,Sedentary (no reported exercise),3,26,0,26,1,14,26
FUSPCEU,Work day,Sedentary (no reported exercise),4,26,0,26,1,14,26
FUSPCEU,Work day,Sedentary (no reported exercise),5,26,0,26,1,14,26
FUSPCEU,Work day,Sedentary (no reported exercise),6,26,1,25,0.9615384615384616,14,26
FUSPCEU,Work day,Sedentary (no reported exercise),7,26,15,11,0.4230769230769231,14,26
FUSPCEU,Work day,Sedentary (no reported exercise),8,26,23,3,0.11538461538461539,14,26
FUSPCEU,Work day,Sedentary (no reported exercise),9,26,25,1,0.038461538461538464,14,26
FUSPCEU,Work day,Sedentary (no reported exercise),10,25,24,1,0.04,14,25
FUSPCEU,Work day,Sedentary (no reported exercise),11,25,25,0,0,14,25
FUSPCEU,Work day,Sedentary (no reported exercise),12,26,26,0,0,14,26
FUSPCEU,Work day,Sedentary (no reported exercise),13,26,26,0,0,14,26
FUSPCEU,Work day,Sedentary (no reported exercise),14,26,26,0,0,14,26
FUSPCEU,Work day,Sedentary (no reported exercise),15,25,25,0,0,14,25
FUSPCEU,Work day,Sedentary (no reported exercise),16,25,25,0,0,14,25
FUSPCEU,Work day,Sedentary (no reported exercise),17,25,25,0,0,14,25
FUSPCEU,Work day,Sedentary (no reported exercise),18,26,26,0,0,14,26
FUSPCEU,Work day,Sedentary (no reported exercise),19,25,24,1,0.04,13,25
FUSPCEU,Work day,Sedentary (no reported exercise),20,24,22,2,0.08333333333333333,12,24
FUSPCEU,Work day,Sedentary (no reported exercise),21,25,23,2,0.08,13,25
FUSPCEU,Work day,Sedentary (no reported exercise),22,26,21,5,0.19230769230769232,14,26
FUSPCEU,Work day,Sedentary (no reported exercise),23,26,14,12,0.46153846153846156,14,26
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",0,30,2,28,0.9333333333333333,15,30
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",1,30,1,29,0.9666666666666667,15,30
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",2,31,0,31,1,16,31
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",3,31,0,31,1,16,31
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",4,31,0,31,1,16,31
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",5,31,0,31,1,16,31
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",6,31,5,26,0.8387096774193549,16,31
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",7,31,19,12,0.3870967741935484,16,31
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",8,31,25,6,0.1935483870967742,16,31
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",9,30,28,2,0.06666666666666667,15,30
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",10,31,31,0,0,16,31
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",11,30,30,0,0,16,30
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",12,31,31,0,0,16,31
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",13,31,31,0,0,16,31
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",14,29,29,0,0,15,29
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",15,30,30,0,0,16,30
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",16,31,31,0,0,16,31
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",17,31,31,0,0,16,31
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",18,30,29,1,0.03333333333333333,16,30
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",19,28,23,5,0.17857142857142858,16,28
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",20,28,25,3,0.10714285714285714,16,28
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",21,29,26,3,0.10344827586206896,16,29
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",22,29,26,3,0.10344827586206896,16,29
FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",23,30,17,13,0.43333333333333335,16,30
FUSPCEU,Free day,Sedentary (no reported exercise),0,7,5,2,0.2857142857142857,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),1,7,1,6,0.8571428571428571,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),2,7,0,7,1,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),3,7,0,7,1,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),4,7,0,7,1,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),5,7,0,7,1,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),6,7,0,7,1,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),7,7,0,7,1,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),8,7,2,5,0.7142857142857143,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),9,7,5,2,0.2857142857142857,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),10,7,7,0,0,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),11,7,7,0,0,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),12,7,7,0,0,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),13,7,7,0,0,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),14,7,7,0,0,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),15,7,7,0,0,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),16,7,7,0,0,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),17,7,7,0,0,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),18,7,7,0,0,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),19,7,7,0,0,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),20,7,7,0,0,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),21,7,7,0,0,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),22,7,6,1,0.14285714285714285,4,7
FUSPCEU,Free day,Sedentary (no reported exercise),23,7,7,0,0,4,7
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",0,23,7,16,0.6956521739130435,13,23
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",1,23,2,21,0.9130434782608695,13,23
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",2,23,0,23,1,13,23
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",3,23,1,22,0.9565217391304348,13,23
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",4,23,0,23,1,13,23
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",5,23,0,23,1,13,23
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",6,23,3,20,0.8695652173913043,13,23
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",7,23,5,18,0.782608695652174,13,23
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",8,23,8,15,0.6521739130434783,13,23
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",9,23,12,11,0.4782608695652174,13,23
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",10,22,18,4,0.18181818181818182,13,22
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",11,23,22,1,0.043478260869565216,13,23
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",12,22,22,0,0,13,22
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",13,22,22,0,0,13,22
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",14,22,21,1,0.045454545454545456,13,22
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",15,21,21,0,0,13,21
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",16,20,20,0,0,11,20
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",17,21,21,0,0,12,21
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",18,21,20,1,0.047619047619047616,12,21
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",19,22,21,1,0.045454545454545456,12,22
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",20,21,21,0,0,11,21
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",21,22,22,0,0,12,22
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",22,22,20,2,0.09090909090909091,13,22
FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",23,23,9,14,0.6086956521739131,13,23
IZTECH,Work day,Sedentary (no reported exercise),0,24,17,7,0.2916666666666667,11,24
IZTECH,Work day,Sedentary (no reported exercise),1,25,11,14,0.56,12,25
IZTECH,Work day,Sedentary (no reported exercise),2,25,5,20,0.8,12,25
IZTECH,Work day,Sedentary (no reported exercise),3,25,2,23,0.92,12,25
IZTECH,Work day,Sedentary (no reported exercise),4,25,1,24,0.96,12,25
IZTECH,Work day,Sedentary (no reported exercise),5,25,3,22,0.88,12,25
IZTECH,Work day,Sedentary (no reported exercise),6,25,10,15,0.6,12,25
IZTECH,Work day,Sedentary (no reported exercise),7,25,16,9,0.36,12,25
IZTECH,Work day,Sedentary (no reported exercise),8,25,24,1,0.04,12,25
IZTECH,Work day,Sedentary (no reported exercise),9,25,25,0,0,12,25
IZTECH,Work day,Sedentary (no reported exercise),10,25,25,0,0,12,25
IZTECH,Work day,Sedentary (no reported exercise),11,24,24,0,0,11,24
IZTECH,Work day,Sedentary (no reported exercise),12,24,24,0,0,11,24
IZTECH,Work day,Sedentary (no reported exercise),13,25,25,0,0,12,25
IZTECH,Work day,Sedentary (no reported exercise),14,25,25,0,0,12,25
IZTECH,Work day,Sedentary (no reported exercise),15,25,25,0,0,12,25
IZTECH,Work day,Sedentary (no reported exercise),16,25,25,0,0,12,25
IZTECH,Work day,Sedentary (no reported exercise),17,22,21,1,0.045454545454545456,11,22
IZTECH,Work day,Sedentary (no reported exercise),18,24,23,1,0.041666666666666664,12,24
IZTECH,Work day,Sedentary (no reported exercise),19,24,24,0,0,12,24
IZTECH,Work day,Sedentary (no reported exercise),20,23,23,0,0,12,23
IZTECH,Work day,Sedentary (no reported exercise),21,23,23,0,0,12,23
IZTECH,Work day,Sedentary (no reported exercise),22,24,23,1,0.041666666666666664,12,24
IZTECH,Work day,Sedentary (no reported exercise),23,23,22,1,0.043478260869565216,12,23
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",0,37,20,17,0.4594594594594595,14,37
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",1,38,7,31,0.8157894736842105,14,38
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",2,38,0,38,1,14,38
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",3,38,0,38,1,14,38
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",4,38,0,38,1,14,38
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",5,38,3,35,0.9210526315789473,14,38
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",6,38,18,20,0.5263157894736842,14,38
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",7,38,25,13,0.34210526315789475,14,38
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",8,38,34,4,0.10526315789473684,14,38
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",9,36,34,2,0.05555555555555555,14,36
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",10,37,36,1,0.02702702702702703,14,37
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",11,38,37,1,0.02631578947368421,14,38
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",12,38,38,0,0,14,38
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",13,37,37,0,0,14,37
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",14,36,35,1,0.027777777777777776,14,36
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",15,35,35,0,0,14,35
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",16,35,35,0,0,14,35
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",17,35,35,0,0,14,35
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",18,37,37,0,0,14,37
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",19,35,35,0,0,14,35
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",20,37,37,0,0,14,37
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",21,36,34,2,0.05555555555555555,14,36
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",22,37,35,2,0.05405405405405406,14,37
IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",23,35,32,3,0.08571428571428572,14,35
IZTECH,Free day,Sedentary (no reported exercise),0,15,10,5,0.3333333333333333,11,15
IZTECH,Free day,Sedentary (no reported exercise),1,15,8,7,0.4666666666666667,11,15
IZTECH,Free day,Sedentary (no reported exercise),2,15,5,10,0.6666666666666666,11,15
IZTECH,Free day,Sedentary (no reported exercise),3,15,4,11,0.7333333333333333,11,15
IZTECH,Free day,Sedentary (no reported exercise),4,15,1,14,0.9333333333333333,11,15
IZTECH,Free day,Sedentary (no reported exercise),5,15,2,13,0.8666666666666667,11,15
IZTECH,Free day,Sedentary (no reported exercise),6,15,8,7,0.4666666666666667,11,15
IZTECH,Free day,Sedentary (no reported exercise),7,15,9,6,0.4,11,15
IZTECH,Free day,Sedentary (no reported exercise),8,15,13,2,0.13333333333333333,11,15
IZTECH,Free day,Sedentary (no reported exercise),9,15,15,0,0,11,15
IZTECH,Free day,Sedentary (no reported exercise),10,15,15,0,0,11,15
IZTECH,Free day,Sedentary (no reported exercise),11,15,15,0,0,11,15
IZTECH,Free day,Sedentary (no reported exercise),12,15,15,0,0,11,15
IZTECH,Free day,Sedentary (no reported exercise),13,15,15,0,0,11,15
IZTECH,Free day,Sedentary (no reported exercise),14,15,15,0,0,11,15
IZTECH,Free day,Sedentary (no reported exercise),15,15,15,0,0,11,15
IZTECH,Free day,Sedentary (no reported exercise),16,15,15,0,0,11,15
IZTECH,Free day,Sedentary (no reported exercise),17,14,14,0,0,11,14
IZTECH,Free day,Sedentary (no reported exercise),18,14,14,0,0,10,14
IZTECH,Free day,Sedentary (no reported exercise),19,14,14,0,0,11,14
IZTECH,Free day,Sedentary (no reported exercise),20,15,15,0,0,11,15
IZTECH,Free day,Sedentary (no reported exercise),21,13,13,0,0,9,13
IZTECH,Free day,Sedentary (no reported exercise),22,15,14,1,0.06666666666666667,11,15
IZTECH,Free day,Sedentary (no reported exercise),23,13,11,2,0.15384615384615385,9,13
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",0,18,12,6,0.3333333333333333,10,18
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",1,18,7,11,0.6111111111111112,10,18
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",2,18,1,17,0.9444444444444444,10,18
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",3,18,1,17,0.9444444444444444,10,18
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",4,18,0,18,1,10,18
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",5,18,1,17,0.9444444444444444,10,18
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",6,18,11,7,0.3888888888888889,10,18
IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",7,18,14,4,0.2222222222222222,10,18
