frame_id,run_order,run_id,data_scenario_id,reader_scenario,placement,placement_label,sample_scenario,analytical_role,metric_id,instrument_id,availability,row_key_hash,participants,participant_days,observations,sites,derivation_hours,min_days_per_participant,median_days_per_participant,max_days_per_participant,primary_family_member,participant_key,deletion_converged,deleted_estimate,estimate_change,dfbeta,cooks_distance,dfbeta_threshold,influence_error,dfbeta_flag,sign_reversal,material_change
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,BAUA:BAUA_S016,TRUE,-0.31063956030517825,0.0036821267107784994,0.04137981849165312,8.740948970885639e-4,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,BAUA:BAUA_S018,TRUE,-0.3162671566614323,-0.0019454696454755394,-0.02184139870134534,2.2932410297965596e-4,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,BAUA:BAUA_S022,TRUE,-0.313211226767252,0.0011104602487047588,0.01256080476234098,9.634220377133568e-4,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,BAUA:BAUA_S024,TRUE,-0.3170947764482642,-0.002773089432307474,-0.031363706287380735,0.002092324263865291,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,BAUA:BAUA_S025,TRUE,-0.3006911964073206,0.013630490608636137,0.1551203070634534,0.017322406435881094,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S201,TRUE,-0.3171286139716314,-0.002806926955674638,-0.03192581483180494,0.005162324241324568,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S202,TRUE,-0.3146225069831004,-3.0081996714365067e-4,-0.0034039422363319597,5.566000608984165e-4,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S204,TRUE,-0.3414531288309321,-0.027131441814975343,-0.3084011660732621,0.024061659838943563,0.1684303842133038,,TRUE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S205,TRUE,-0.31454862557509256,-2.2693855913580308e-4,-0.002557891855195889,4.64774782192288e-6,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S206,TRUE,-0.2944248070431946,0.019896879972762127,0.23366910636713492,0.04211745240213132,0.1684303842133038,,TRUE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S208,TRUE,-0.326557627001364,-0.01223593998540723,-0.1386922077325633,0.007986740864708198,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S209,TRUE,-0.3179294415618671,-0.0036077545459103355,-0.04098059483069959,0.004902651560451224,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S210,TRUE,-0.2988744898811771,0.015447197134779656,0.17386792204859702,0.008528903183681049,0.1684303842133038,,TRUE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S212,TRUE,-0.2987349502409804,0.01558673677497635,0.1740157156597104,0.006581460596790061,0.1684303842133038,,TRUE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S213,TRUE,-0.31553598352655726,-0.00121429651060051,-0.0136520428626921,8.1155525487913e-5,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S214,TRUE,-0.3167404192281769,-0.002418732212220165,-0.026949287136688125,1.692098596258074e-4,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S215,TRUE,-0.3145501567765585,-2.2846976060175717e-4,-0.002582077432000661,2.1841274694563065e-5,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S216,TRUE,-0.2921242260165864,0.022197460999370366,0.25055070987715466,0.01604930736803774,0.1684303842133038,,TRUE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S218,TRUE,-0.3165646066572995,-0.0022429196413427666,-0.02516558483079124,2.1326124891841912e-4,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S219,TRUE,-0.31973935022695515,-0.005417663210998402,-0.061195256127156414,0.0025159058176146176,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S221,TRUE,-0.3134432322142943,8.784548016624316e-4,0.009982574700825777,0.004865714336258731,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S222,TRUE,-0.3290825498006938,-0.014760862784737039,-0.1670584436165497,0.01026783784662397,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S223,TRUE,-0.307240684286158,0.00708100272979878,0.08009903744314316,0.0042893850677861115,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S224,TRUE,-0.3069359759535717,0.007385711062385059,0.08357316445097124,0.0043406832444877795,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S225,TRUE,-0.3041636050685037,0.010158081947453046,0.11544021376220957,0.009075477202191247,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S226,TRUE,-0.3158345299590574,-0.0015128429431006674,-0.017099928930372557,5.764705311834986e-4,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S227,TRUE,-0.3118956694241909,0.002426017591765861,0.027148895046289912,2.0821866643267484e-4,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S228,TRUE,-0.31489158433944997,-5.698973234932181e-4,-0.006438709195138065,8.654544219789564e-5,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S229,TRUE,-0.3118264090609631,0.0024952779549936577,0.028115243266448386,4.4717312751470185e-4,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S230,TRUE,-0.3072252125056034,0.007096474510353334,0.07882831318197335,0.0012299574858872064,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI:MPI_S231,TRUE,-0.31310143876813723,0.001220248247819522,0.013806314192839297,9.604165089820061e-4,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,TUM:TUM_S001,TRUE,-0.30560611118559067,0.008715575830366085,0.09845586487609706,0.011250705138375776,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,TUM:TUM_S002,TRUE,-0.32504235453414604,-0.010720667518189286,-0.12112117891558156,0.014470037531629168,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,TUM:TUM_S003,TRUE,-0.3149399835150707,-6.18296499113935e-4,-0.006987092643300641,3.3014490635795813e-4,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,TUM:TUM_S004,TRUE,-0.31626181861030855,-0.0019401315943518016,-0.02197085746475962,0.004996283974042979,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,TUM:TUM_S005,TRUE,-0.31382675550583966,4.949315101170915e-4,0.005662429525948597,0.030351405568090573,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,TUM:TUM_S006,TRUE,-0.31282495460739157,0.0014967324085651823,0.01695440184188352,0.0051912686686785055,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,TUM:TUM_S007,TRUE,-0.2980422778975198,0.01627940911843695,0.19519871271634903,0.15193433376009577,0.1684303842133038,,TRUE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,TUM:TUM_S008,TRUE,-0.3092878556188295,0.005033831397127264,0.05757273009692471,0.031305806728602135,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,TUM:TUM_S009,TRUE,-0.3289234762962857,-0.014601789280328958,-0.16574662558006933,0.027278246221771055,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,TUM:TUM_S010,TRUE,-0.3165024185379415,-0.0021807315219847245,-0.024708593249739393,0.0064490842674999075,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,FUSPCEU:FUSPCEU_S003,TRUE,-0.3053235179021676,0.008998169113789145,0.10107535954988313,0.003546227988149554,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,FUSPCEU:FUSPCEU_S004,TRUE,-0.3136763993777559,6.452876382008754e-4,0.007301172919579978,4.974300554274019e-4,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,FUSPCEU:FUSPCEU_S005,TRUE,-0.31296007915782015,0.0013616078581366042,0.015428830696572929,0.002451332505310134,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,FUSPCEU:FUSPCEU_S006,TRUE,-0.3139422495439848,3.79437471971944e-4,0.004292943570177474,3.3639388267383673e-4,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,FUSPCEU:FUSPCEU_S007,TRUE,-0.31248009064302795,0.0018415963729287999,0.020598854663285475,1.2717140918542337e-4,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,FUSPCEU:FUSPCEU_S008,TRUE,-0.3121514981619293,0.002170188854027477,0.024761152726771693,0.010462443225996584,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,FUSPCEU:FUSPCEU_S009,TRUE,-0.3141959027940951,1.2578422186165783e-4,0.0014224867312432523,2.847903631379326e-4,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,FUSPCEU:FUSPCEU_S010,TRUE,-0.32235357932440184,-0.008031892308445088,-0.09038467619592049,0.0028197702936655833,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,FUSPCEU:FUSPCEU_S011,TRUE,-0.31661553937456577,-0.0022938523586090165,-0.02605793016053632,0.005028284163533676,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,FUSPCEU:FUSPCEU_S012,TRUE,-0.3146871524115017,-3.654653955449394e-4,-0.004133899277122961,3.7785018030067933e-4,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,FUSPCEU:FUSPCEU_S013,TRUE,-0.3148763233958442,-5.546363798874521e-4,-0.006273141541845635,4.083305357197352e-4,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,FUSPCEU:FUSPCEU_S014,TRUE,-0.3299333241427671,-0.015611637126810352,-0.1858309883139729,0.05791776173649111,0.1684303842133038,,TRUE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,FUSPCEU:FUSPCEU_S015,TRUE,-0.31501771774981224,-6.960307338554905e-4,-0.007841225312992152,4.149484503065765e-5,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,FUSPCEU:FUSPCEU_S016,TRUE,-0.3256793426002572,-0.011357655584300463,-0.12910652044772705,0.010857263293484326,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,FUSPCEU:FUSPCEU_S017,TRUE,-0.3144551337097553,-1.3344669379855567e-4,-0.001505757191953412,5.946342170730134e-6,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,FUSPCEU:FUSPCEU_S018,TRUE,-0.31000633512072695,0.004315351895229802,0.04862545675957707,0.001264691850624369,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,FUSPCEU:FUSPCEU_S019,TRUE,-0.3203988247311739,-0.0060771377152171735,-0.06836783701127662,0.002017007015001737,0.1684303842133038,,FALSE,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,FUSPCEU:FUSPCEU_S020,TRUE,-0.3143577238584155,-3.6036842458730955e-5,-4.0697848035507506e-4,2.2913037528406464e-6,0.1684303842133038,,FALSE,FALSE,FALSE
