"index","kind","style","text","text_chars","drawings","drawing_alt","drawing_width_in","drawing_height_in","direct_spacing","direct_line_rule","keep_next","keep_lines","page_before","has_keep_next","has_keep_lines","has_page_before","section","section_type","section_width","section_height","orientation","margin_top","margin_bottom"
156,"p","FirstParagraph","Light-related behaviour, visual sensitivity, chronotype, age and measured biological sex were evaluated with site-adjusted metric-specific models. Participant-day outcomes generally used Gau",690,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
157,"p","Textkrper","The complete biological-sex curve analysis used supported 30-minute arithmetic means transformed as log10(melanopic EDI + 0.1 lx). The generalised additive model included cyclic common and f",642,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
158,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
159,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
160,"p","berschrift2","Multiplicity, uncertainty, model checks and sensitivities",57,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
161,"p","FirstParagraph","Tests were two-sided. We controlled the false discovery rate with the Benjamini-Hochberg procedure separately within each declared complete family80. We report 95% confidence intervals and F",589,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
162,"p","Textkrper","Model checks addressed convergence, rank, singularity, residual distribution, zero mass, fitted support, heteroscedasticity, serial dependence, nonlinear-term overlap and participant or site",803,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
163,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
164,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
165,"p","berschrift2","Preregistration and deviations",30,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
166,"p","FirstParagraph","The study was preregistered with AsPredicted (#273407)82. The final analyses preserve the registered scientific questions but include documented changes to placement priority, state and cove",571,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
167,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
168,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
169,"p","berschrift2","Artificial-intelligence assistance",34,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
170,"p","FirstParagraph","During the original manuscript preparation, generative artificial intelligence tools (ChatGPT 5.5) were used to support language editing, structural refinement and text condensation. AI assi",319,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
171,"p","Textkrper","During primary data analysis, AI assistance was used to debug code sections, support figure and table styling, and resolve modelling convergence and singularity issues. Participant comments ",467,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
172,"p","Textkrper","During review, an agentic AI assistant (ChatGPT 5.6 Sol) was used to review the analyses for potential issues. This review prompted additional sensitivity analyses to evaluate data-preparati",431,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
173,"p","Textkrper","All AI-assisted text was critically reviewed, edited, and approved by the authors, who take full responsibility for the content, accuracy, integrity, and conclusions of the manuscript.",184,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
174,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
175,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
176,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
177,"p","berschrift1","Data availability",17,0,"",,,"","","","","",TRUE,FALSE,TRUE,FALSE,"","","","","",""
178,"p","FirstParagraph","All data used in this study are available through the MeLiDos Project GitHub organisation and are archived in the MeLiDos Zenodo community. Public site datasets have persistent records for K",483,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
179,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
180,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
181,"p","berschrift1","Code availability",17,0,"",,,"","","","","",TRUE,FALSE,TRUE,FALSE,"","","","","",""
182,"p","FirstParagraph","All analysis code is available in the project repository, with rendered reports on GitHub Pages and an archive on Zenodo. The archived version will be reconciled with the final manuscript sn",215,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
183,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
184,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
185,"p","berschrift1","References",10,0,"",,,"","","","","",TRUE,FALSE,TRUE,FALSE,"","","","","",""
186,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
187,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
188,"p","Literaturverzeichnis","1. 	Czeisler, C. A. & Gooley, J. J. Sleep and circadian rhythms in humans. Cold Spring Harbor Symposia on Quantitative Biology 72, 579–597 (2007).",146,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
189,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
190,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
191,"p","Literaturverzeichnis","2. 	Dijk, D.-J. & Archer, S. N. Light, sleep, and circadian rhythms: Together again. PLoS Biology 7, e1000145 (2009).",117,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
192,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
193,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
194,"p","Literaturverzeichnis","3. 	Roenneberg, T. & Merrow, M. Entrainment of the human circadian clock. Cold Spring Harbor Symposia on Quantitative Biology 72, 293–299 (2007).",145,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
195,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
196,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
197,"p","Literaturverzeichnis","4. 	Blume, C., Garbazza, C. & Spitschan, M. Effects of light on human circadian rhythms, sleep and mood. Somnologie 23, 147–156 (2019).",135,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
198,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
199,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
200,"p","Literaturverzeichnis","5. 	Spitschan, M. et al. Ocular light and optical radiation exposure as a modifiable environmental determinant of health: Expert consensus on research gaps and priorities. BMC Medicine 24, (",196,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
201,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
202,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
203,"p","Literaturverzeichnis","6. 	International Commission on Illumination. CIE S 026/E:2018: CIE System for Metrology of Optical Radiation for ipRGC-Influenced Responses to Light. (2018) doi:10.25039/S026.2018.",181,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
204,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
205,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
206,"p","Literaturverzeichnis","7. 	Brown, T. M. Melanopic illuminance defines the magnitude of human circadian light responses under a wide range of conditions. Journal of Pineal Research 69, (2020).",168,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
207,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
208,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
209,"p","Literaturverzeichnis","8. 	Brown, T. M. et al. Recommendations for daytime, evening, and nighttime indoor light exposure to best support physiology, sleep, and wakefulness in healthy adults. PLOS Biology 20, e3001",201,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
210,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
211,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
212,"p","Literaturverzeichnis","9. 	Spitschan, M. & Zauner, J. Light exposure as a modifiable determinant of mental health. Current Psychiatry Reports 28, (2026).",130,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
213,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
214,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
215,"p","Literaturverzeichnis","10. 	Didikoglu, A. et al. Associations between light exposure and sleep timing and sleepiness while awake in a sample of UK adults in everyday life. Proceedings of the National Academy of Sc",209,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
216,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
217,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
218,"p","Literaturverzeichnis","11. 	Lok, R. et al. Timing of outdoor light exposure is associated with sleep-wake consolidation in community-dwelling older men. Frontiers in Sleep 2, (2023).",159,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
219,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
220,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
221,"p","Literaturverzeichnis","12. 	Burns, A. C. et al. Day and night light exposure are associated with psychiatric disorders: An objective light study in >85,000 people. Nature Mental Health 1, 853–862 (2023).",180,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
222,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
223,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
224,"p","Literaturverzeichnis","13. 	Windred, D. P. et al. Personal light exposure patterns and incidence of type 2 diabetes: Analysis of 13 million hours of light sensor data and 670,000 person-years of prospective observ",251,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
225,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
226,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
227,"p","Literaturverzeichnis","14. 	Windred, D. P. et al. Light exposure at night and cardiovascular disease incidence. JAMA Network Open 8, e2539031 (2025).",126,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
228,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
229,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
230,"p","Literaturverzeichnis","15. 	Windred, D. P. et al. Brighter nights and darker days predict higher mortality risk: A prospective analysis of personal light exposure in >88,000 individuals. Proceedings of the Nationa",224,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
231,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
232,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
233,"p","Literaturverzeichnis","16. 	Esaki, Y. et al. Effect of evening light exposure on sleep in bipolar disorder: A longitudinal analysis for repeated measures in the APPLE cohort. Australian & New Zealand Journal of Ps",218,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
234,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
235,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
236,"p","Literaturverzeichnis","17. 	Obayashi, K., Saeki, K. & Kurumatani, N. Ambient light exposure and changes in obesity parameters: A longitudinal study of the HEIJO-KYO cohort. The Journal of Clinical Endocrinology & ",223,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
237,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
238,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
239,"p","Literaturverzeichnis","18. 	Kim, M. et al. Light at night in older age is associated with obesity, diabetes, and hypertension. Sleep 46, (2022).",121,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
240,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
241,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
242,"p","Literaturverzeichnis","19. 	Gubin, D. et al. Light environment of arctic solstices is coupled with melatonin phase-amplitude changes and decline of metabolic health. Journal of Pineal Research 77, (2024).",181,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
243,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
244,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
245,"p","Literaturverzeichnis","20. 	Vineis, P. From john snow to omics: The long journey of environmental epidemiology. European Journal of Epidemiology 33, 355–363 (2018).",141,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
246,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
247,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
248,"p","Literaturverzeichnis","21. 	Vermeulen, R., Schymanski, E. L., Barabási, A.-L. & Miller, G. W. The exposome and health: Where chemistry meets biology. Science 367, 392–396 (2020).",155,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
249,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
250,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
251,"p","Literaturverzeichnis","22. 	Wallace, D. A. et al. Characteristics of objectively-measured naturalistic light exposure patterns in u.s. Adults: A cross-sectional analysis of two cohorts. Science of The Total Enviro",215,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
252,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
253,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
254,"p","Literaturverzeichnis","23. 	Savides, T. J., Messin, S., Senger, C. & Kripke, D. F. Natural light exposure of young adults. Physiology & Behavior 38, 571–574 (1986).",141,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
255,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
256,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
257,"p","Literaturverzeichnis","24. 	Price, L. L. A., Khazova, M. & Udovičić, L. Assessment of the light exposures of shift-working nurses in london and dortmund in relation to recommendations for sleep and circadian healt",248,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
258,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
259,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
260,"p","Literaturverzeichnis","25. 	Biller, A. M. et al. Physiologically-relevant light exposure and light behaviour in switzerland and malaysia. Journal of Exposure Science & Environmental Epidemiology 36, 409–422 (2025)",191,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
261,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
262,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
263,"p","Literaturverzeichnis","26. 	Huss, A. et al. Shedding some light in the dark—a comparison of personal measurements with satellite-based estimates of exposure to light at night among children in the netherlands. Env",240,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
264,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
265,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
266,"p","Literaturverzeichnis","27. 	Duijnhoven, J. van et al. Measuring light exposure in daily life: A review of wearable light loggers. Building and Environment 274, 112771 (2025).",151,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
267,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
268,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
269,"p","Literaturverzeichnis","28. 	Hartmeyer, S., Webler, F. & Andersen, M. Towards a framework for light-dosimetry studies: Methodological considerations. Lighting Research & Technology 55, 377–399 (2022).",176,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
270,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
271,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
272,"p","Literaturverzeichnis","29. 	De vries, S. W., Mardaljevic, J. & Van duijnhoven, J. CHARACTERISING INTER-INDIVIDUAL VARIABILITY IN SIMULATED PERSONAL LIGHT EXPOSURE: IMPACT OF BODY MORPHOLOGY ON LIGHT-DOSIMETRY. CIE",363,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
273,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
274,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
275,"p","Literaturverzeichnis","30. 	Vries, S. W. de, Mardaljevic, J. & Duijnhoven, J. van. Impact of wear position on dosimeter performance: A hybrid measurement-simulation approach to quantify in-situ factors. npj Biolog",222,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
276,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
277,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
278,"p","Literaturverzeichnis","31. 	Vries, S. W. de, Mardaljevic, J. & Duijnhoven, J. van. Impact of wear position on dosimeter performance: Measurement validity under simulated indoor illumination. npj Biological Timing ",210,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
279,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
280,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
281,"p","Literaturverzeichnis","32. 	Gibaldi, A., Harb, E. N., Wildsoet, C. F. & Banks, M. S. A child-friendly wearable device for quantifying environmental risk factors for myopia. Translational Vision Science & Technolog",206,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
282,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
283,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
284,"p","Literaturverzeichnis","33. 	Zauner, J., Vries, S. W. de, Didikoglu, A., Duijnhoven, J. van & Spitschan, M. Sensor placement causes outcome-dependent bias in ambulatory light-exposure estimates. bioRxiv https://doi",260,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
285,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
286,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
287,"p","Literaturverzeichnis","34. 	Spitschan, M. et al. Illuminating the future of wearable light metrology: Overview of the MeLiDos project. Measurement 235, 114909 (2024).",143,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
288,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
289,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
290,"p","Literaturverzeichnis","35. 	Guidolin, C. et al. Protocol for a prospective, multicentre, cross-sectional cohort study to assess personal light exposure. BMC Public Health 24, (2024).",159,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
291,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
292,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
293,"p","Literaturverzeichnis","36. 	Biller, A. M., Balakrishnan, P. & Spitschan, M. Behavioural determinants of physiologically-relevant light exposure. Communications Psychology 2, (2024).",158,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
294,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
295,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
296,"p","Literaturverzeichnis","37. 	Roenneberg, T., Pilz, L. K., Zerbini, G. & Winnebeck, E. C. Chronotype and social jetlag: A (self-) critical review. Biology 8, 54 (2019).",143,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
297,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
298,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
299,"p","Literaturverzeichnis","38. 	Tortello, C. et al. Chronotype delay and sleep disturbances shaped by the antarctic polar night. Scientific Reports 13, (2023).",132,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
300,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
301,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
302,"p","Literaturverzeichnis","39. 	Bonatto, F. S. et al. Daylight exposure and mood in real life: Direct association and mediating role of sleep and routine regularity. Chronobiology International 41, 1128–1141 (2024).",188,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
303,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
304,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
305,"p","Literaturverzeichnis","40. 	Costa Lopes, L. da, Ribeiro da Silva Vallim, J., Tufik, S., Louzada, F. & D’Almeida, V. Associations between real-life light exposure patterns and sleep behaviour in adolescents. Journa",221,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
306,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
307,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
308,"p","Literaturverzeichnis","41. 	Stefani, O. et al. Wearable light loggers in field conditions: Corneal light characteristics, user compliance, and acceptance. Clocks & Sleep 6, 619–634 (2024).",165,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
309,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
310,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
311,"p","Literaturverzeichnis","42. 	Zauner, J., Biller, A. M. & Spitschan, M. Impact of light logger and dosimeter placement on wearability and appeal in real-life settings. Open Research Europe 5, 293 (2025).",178,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
312,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
313,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
314,"p","Literaturverzeichnis","43. 	Zauner, J. et al. Auxiliary data, quality assurance and quality control for wearable light loggers and optical radiation dosimeters. npj Biological Timing and Sleep 3, (2026).",180,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
315,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
316,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
317,"p","Literaturverzeichnis","44. 	Ishihara, A. et al. Performance of wearable light sensors for measuring photopic and melanopic illuminance under laboratory and free-living conditions. SLEEPJ 49, (2025).",175,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
318,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
319,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
320,"p","Literaturverzeichnis","45. 	Gemici, B. et al. Scene-based field validation of wearable light loggers. (2026) doi:10.48550/arXiv.2606.20719.",116,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
321,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
322,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
323,"p","Literaturverzeichnis","46. 	Agbeshie, G. K. et al. Physiologically relevant real-world light exposure and its behavioural and environmental determinants in Kumasi, Ghana. Open Research Europe 5, 300 (2025).",183,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
324,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
325,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
326,"p","Literaturverzeichnis","47. 	Akgun, S. G. et al. Physiologically relevant real-world light exposure and its behavioural and environmental determinants in Izmir, Türkiye. Open Research Europe 6, 333 (2026).",181,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
327,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
328,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
