site,Id,position,local_date,gap_reason,reason_class,signal,run_number,start_clock_minute,end_clock_minute,start_clock,end_clock_exclusive,start_datetime_wall,end_datetime_wall_exclusive,wall_minutes,source_real_minutes,dst_fold_minutes,finite_medi_wall_minutes,finite_light_wall_minutes
FUSPCEU,FUSPCEU_S023,chest,2025-02-03,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-02-03T00:00:00Z,2025-02-04T00:00:00Z,1440,1440,0,582,582
FUSPCEU,FUSPCEU_S023,chest,2025-02-03,signal_invalidity,measurement,LIGHT,1,582,1439,09:42,24:00,2025-02-03T09:42:00Z,2025-02-04T00:00:00Z,858,858,0,0,0
FUSPCEU,FUSPCEU_S023,chest,2025-02-03,signal_invalidity,measurement,MEDI,1,582,1439,09:42,24:00,2025-02-03T09:42:00Z,2025-02-04T00:00:00Z,858,858,0,0,0
FUSPCEU,FUSPCEU_S024,chest,2025-02-03,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-02-03T00:00:00Z,2025-02-04T00:00:00Z,1440,1440,0,633,633
FUSPCEU,FUSPCEU_S024,chest,2025-02-03,signal_invalidity,measurement,LIGHT,1,0,806,00:00,13:27,2025-02-03T00:00:00Z,2025-02-03T13:27:00Z,807,807,0,0,0
FUSPCEU,FUSPCEU_S024,chest,2025-02-03,signal_invalidity,measurement,MEDI,1,0,806,00:00,13:27,2025-02-03T00:00:00Z,2025-02-03T13:27:00Z,807,807,0,0,0
FUSPCEU,FUSPCEU_S024,chest,2025-02-04,signal_invalidity,measurement,LIGHT,1,520,529,08:40,08:50,2025-02-04T08:40:00Z,2025-02-04T08:50:00Z,10,10,0,0,0
FUSPCEU,FUSPCEU_S024,chest,2025-02-04,signal_invalidity,measurement,MEDI,1,520,529,08:40,08:50,2025-02-04T08:40:00Z,2025-02-04T08:50:00Z,10,10,0,0,0
FUSPCEU,FUSPCEU_S024,chest,2025-02-05,signal_invalidity,measurement,LIGHT,1,1140,1229,19:00,20:30,2025-02-05T19:00:00Z,2025-02-05T20:30:00Z,90,90,0,0,0
FUSPCEU,FUSPCEU_S024,chest,2025-02-05,signal_invalidity,measurement,LIGHT,2,1320,1354,22:00,22:35,2025-02-05T22:00:00Z,2025-02-05T22:35:00Z,35,35,0,0,0
FUSPCEU,FUSPCEU_S024,chest,2025-02-05,signal_invalidity,measurement,MEDI,1,1140,1229,19:00,20:30,2025-02-05T19:00:00Z,2025-02-05T20:30:00Z,90,90,0,0,0
FUSPCEU,FUSPCEU_S024,chest,2025-02-05,signal_invalidity,measurement,MEDI,2,1320,1354,22:00,22:35,2025-02-05T22:00:00Z,2025-02-05T22:35:00Z,35,35,0,0,0
FUSPCEU,FUSPCEU_S024,chest,2025-02-06,signal_invalidity,measurement,LIGHT,1,1140,1229,19:00,20:30,2025-02-06T19:00:00Z,2025-02-06T20:30:00Z,90,90,0,0,0
FUSPCEU,FUSPCEU_S024,chest,2025-02-06,signal_invalidity,measurement,MEDI,1,1140,1229,19:00,20:30,2025-02-06T19:00:00Z,2025-02-06T20:30:00Z,90,90,0,0,0
FUSPCEU,FUSPCEU_S024,chest,2025-02-07,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-02-07T00:00:00Z,2025-02-08T00:00:00Z,1440,1440,0,1125,1125
FUSPCEU,FUSPCEU_S024,chest,2025-02-07,signal_invalidity,measurement,LIGHT,1,585,899,09:45,15:00,2025-02-07T09:45:00Z,2025-02-07T15:00:00Z,315,315,0,0,0
FUSPCEU,FUSPCEU_S024,chest,2025-02-07,signal_invalidity,measurement,MEDI,1,585,899,09:45,15:00,2025-02-07T09:45:00Z,2025-02-07T15:00:00Z,315,315,0,0,0
FUSPCEU,FUSPCEU_S024,chest,2025-02-10,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-02-10T00:00:00Z,2025-02-11T00:00:00Z,1440,1440,0,794,794
FUSPCEU,FUSPCEU_S024,chest,2025-02-10,signal_invalidity,measurement,LIGHT,1,794,1439,13:14,24:00,2025-02-10T13:14:00Z,2025-02-11T00:00:00Z,646,646,0,0,0
FUSPCEU,FUSPCEU_S024,chest,2025-02-10,signal_invalidity,measurement,MEDI,1,794,1439,13:14,24:00,2025-02-10T13:14:00Z,2025-02-11T00:00:00Z,646,646,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-03,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-02-03T00:00:00Z,2025-02-04T00:00:00Z,1440,1440,0,576,576
FUSPCEU,FUSPCEU_S025,chest,2025-02-03,signal_invalidity,measurement,LIGHT,1,0,831,00:00,13:52,2025-02-03T00:00:00Z,2025-02-03T13:52:00Z,832,832,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-03,signal_invalidity,measurement,LIGHT,2,1188,1219,19:48,20:20,2025-02-03T19:48:00Z,2025-02-03T20:20:00Z,32,32,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-03,signal_invalidity,measurement,MEDI,1,0,831,00:00,13:52,2025-02-03T00:00:00Z,2025-02-03T13:52:00Z,832,832,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-03,signal_invalidity,measurement,MEDI,2,1188,1219,19:48,20:20,2025-02-03T19:48:00Z,2025-02-03T20:20:00Z,32,32,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-04,signal_invalidity,measurement,LIGHT,1,626,657,10:26,10:58,2025-02-04T10:26:00Z,2025-02-04T10:58:00Z,32,32,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-04,signal_invalidity,measurement,LIGHT,2,948,1018,15:48,16:59,2025-02-04T15:48:00Z,2025-02-04T16:59:00Z,71,71,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-04,signal_invalidity,measurement,LIGHT,3,1335,1383,22:15,23:04,2025-02-04T22:15:00Z,2025-02-04T23:04:00Z,49,49,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-04,signal_invalidity,measurement,MEDI,1,626,657,10:26,10:58,2025-02-04T10:26:00Z,2025-02-04T10:58:00Z,32,32,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-04,signal_invalidity,measurement,MEDI,2,803,803,13:23,13:24,2025-02-04T13:23:00Z,2025-02-04T13:24:00Z,1,1,0,0,1
FUSPCEU,FUSPCEU_S025,chest,2025-02-04,signal_invalidity,measurement,MEDI,3,948,1018,15:48,16:59,2025-02-04T15:48:00Z,2025-02-04T16:59:00Z,71,71,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-04,signal_invalidity,measurement,MEDI,4,1335,1383,22:15,23:04,2025-02-04T22:15:00Z,2025-02-04T23:04:00Z,49,49,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-05,signal_invalidity,measurement,LIGHT,1,1168,1263,19:28,21:04,2025-02-05T19:28:00Z,2025-02-05T21:04:00Z,96,96,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-05,signal_invalidity,measurement,LIGHT,2,1280,1321,21:20,22:02,2025-02-05T21:20:00Z,2025-02-05T22:02:00Z,42,42,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-05,signal_invalidity,measurement,MEDI,1,1168,1263,19:28,21:04,2025-02-05T19:28:00Z,2025-02-05T21:04:00Z,96,96,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-05,signal_invalidity,measurement,MEDI,2,1280,1321,21:20,22:02,2025-02-05T21:20:00Z,2025-02-05T22:02:00Z,42,42,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-06,signal_invalidity,measurement,LIGHT,1,960,971,16:00,16:12,2025-02-06T16:00:00Z,2025-02-06T16:12:00Z,12,12,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-06,signal_invalidity,measurement,MEDI,1,960,971,16:00,16:12,2025-02-06T16:00:00Z,2025-02-06T16:12:00Z,12,12,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-07,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-02-07T00:00:00Z,2025-02-08T00:00:00Z,1440,1440,0,1060,1060
FUSPCEU,FUSPCEU_S025,chest,2025-02-07,signal_invalidity,measurement,LIGHT,1,502,540,08:22,09:01,2025-02-07T08:22:00Z,2025-02-07T09:01:00Z,39,39,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-07,signal_invalidity,measurement,LIGHT,2,844,917,14:04,15:18,2025-02-07T14:04:00Z,2025-02-07T15:18:00Z,74,74,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-07,signal_invalidity,measurement,LIGHT,3,950,1021,15:50,17:02,2025-02-07T15:50:00Z,2025-02-07T17:02:00Z,72,72,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-07,signal_invalidity,measurement,LIGHT,4,1080,1182,18:00,19:43,2025-02-07T18:00:00Z,2025-02-07T19:43:00Z,103,103,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-07,signal_invalidity,measurement,LIGHT,5,1348,1439,22:28,24:00,2025-02-07T22:28:00Z,2025-02-08T00:00:00Z,92,92,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-07,signal_invalidity,measurement,MEDI,1,502,540,08:22,09:01,2025-02-07T08:22:00Z,2025-02-07T09:01:00Z,39,39,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-07,signal_invalidity,measurement,MEDI,2,844,917,14:04,15:18,2025-02-07T14:04:00Z,2025-02-07T15:18:00Z,74,74,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-07,signal_invalidity,measurement,MEDI,3,950,1021,15:50,17:02,2025-02-07T15:50:00Z,2025-02-07T17:02:00Z,72,72,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-07,signal_invalidity,measurement,MEDI,4,1080,1182,18:00,19:43,2025-02-07T18:00:00Z,2025-02-07T19:43:00Z,103,103,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-07,signal_invalidity,measurement,MEDI,5,1348,1439,22:28,24:00,2025-02-07T22:28:00Z,2025-02-08T00:00:00Z,92,92,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-08,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-02-08T00:00:00Z,2025-02-09T00:00:00Z,1440,1440,0,1131,1131
FUSPCEU,FUSPCEU_S025,chest,2025-02-08,signal_invalidity,measurement,LIGHT,1,0,36,00:00,00:37,2025-02-08T00:00:00Z,2025-02-08T00:37:00Z,37,37,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-08,signal_invalidity,measurement,LIGHT,2,622,648,10:22,10:49,2025-02-08T10:22:00Z,2025-02-08T10:49:00Z,27,27,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-08,signal_invalidity,measurement,LIGHT,3,661,826,11:01,13:47,2025-02-08T11:01:00Z,2025-02-08T13:47:00Z,166,166,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-08,signal_invalidity,measurement,LIGHT,4,996,1068,16:36,17:49,2025-02-08T16:36:00Z,2025-02-08T17:49:00Z,73,73,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-08,signal_invalidity,measurement,LIGHT,5,1434,1439,23:54,24:00,2025-02-08T23:54:00Z,2025-02-09T00:00:00Z,6,6,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-08,signal_invalidity,measurement,MEDI,1,0,36,00:00,00:37,2025-02-08T00:00:00Z,2025-02-08T00:37:00Z,37,37,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-08,signal_invalidity,measurement,MEDI,2,622,648,10:22,10:49,2025-02-08T10:22:00Z,2025-02-08T10:49:00Z,27,27,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-08,signal_invalidity,measurement,MEDI,3,661,826,11:01,13:47,2025-02-08T11:01:00Z,2025-02-08T13:47:00Z,166,166,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-08,signal_invalidity,measurement,MEDI,4,996,1068,16:36,17:49,2025-02-08T16:36:00Z,2025-02-08T17:49:00Z,73,73,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-08,signal_invalidity,measurement,MEDI,5,1434,1439,23:54,24:00,2025-02-08T23:54:00Z,2025-02-09T00:00:00Z,6,6,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-09,signal_invalidity,measurement,LIGHT,1,0,19,00:00,00:20,2025-02-09T00:00:00Z,2025-02-09T00:20:00Z,20,20,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-09,signal_invalidity,measurement,LIGHT,2,916,1158,15:16,19:19,2025-02-09T15:16:00Z,2025-02-09T19:19:00Z,243,243,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-09,signal_invalidity,measurement,LIGHT,3,1276,1296,21:16,21:37,2025-02-09T21:16:00Z,2025-02-09T21:37:00Z,21,21,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-09,signal_invalidity,measurement,MEDI,1,0,19,00:00,00:20,2025-02-09T00:00:00Z,2025-02-09T00:20:00Z,20,20,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-09,signal_invalidity,measurement,MEDI,2,916,1158,15:16,19:19,2025-02-09T15:16:00Z,2025-02-09T19:19:00Z,243,243,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-09,signal_invalidity,measurement,MEDI,3,1276,1296,21:16,21:37,2025-02-09T21:16:00Z,2025-02-09T21:37:00Z,21,21,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-10,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-02-10T00:00:00Z,2025-02-11T00:00:00Z,1440,1440,0,692,692
FUSPCEU,FUSPCEU_S025,chest,2025-02-10,signal_invalidity,measurement,LIGHT,1,653,777,10:53,12:58,2025-02-10T10:53:00Z,2025-02-10T12:58:00Z,125,125,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-10,signal_invalidity,measurement,LIGHT,2,817,1439,13:37,24:00,2025-02-10T13:37:00Z,2025-02-11T00:00:00Z,623,623,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-10,signal_invalidity,measurement,MEDI,1,653,777,10:53,12:58,2025-02-10T10:53:00Z,2025-02-10T12:58:00Z,125,125,0,0,0
FUSPCEU,FUSPCEU_S025,chest,2025-02-10,signal_invalidity,measurement,MEDI,2,817,1439,13:37,24:00,2025-02-10T13:37:00Z,2025-02-11T00:00:00Z,623,623,0,0,0
IZTECH,IZTECH_S001,chest,2024-12-23,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2024-12-23T00:00:00Z,2024-12-24T00:00:00Z,1440,1440,0,586,586
IZTECH,IZTECH_S001,chest,2024-12-23,signal_invalidity,measurement,LIGHT,1,0,853,00:00,14:14,2024-12-23T00:00:00Z,2024-12-23T14:14:00Z,854,854,0,0,0
IZTECH,IZTECH_S001,chest,2024-12-23,signal_invalidity,measurement,MEDI,1,0,853,00:00,14:14,2024-12-23T00:00:00Z,2024-12-23T14:14:00Z,854,854,0,0,0
IZTECH,IZTECH_S001,chest,2024-12-26,signal_invalidity,measurement,LIGHT,1,1010,1034,16:50,17:15,2024-12-26T16:50:00Z,2024-12-26T17:15:00Z,25,25,0,0,0
IZTECH,IZTECH_S001,chest,2024-12-26,signal_invalidity,measurement,MEDI,1,1010,1034,16:50,17:15,2024-12-26T16:50:00Z,2024-12-26T17:15:00Z,25,25,0,0,0
IZTECH,IZTECH_S001,chest,2024-12-30,signal_invalidity,measurement,LIGHT,1,1135,1199,18:55,20:00,2024-12-30T18:55:00Z,2024-12-30T20:00:00Z,65,65,0,0,0
IZTECH,IZTECH_S001,chest,2024-12-30,signal_invalidity,measurement,MEDI,1,1135,1199,18:55,20:00,2024-12-30T18:55:00Z,2024-12-30T20:00:00Z,65,65,0,0,0
IZTECH,IZTECH_S001,chest,2024-12-31,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2024-12-31T00:00:00Z,2025-01-01T00:00:00Z,1440,1440,0,662,662
IZTECH,IZTECH_S001,chest,2024-12-31,signal_invalidity,measurement,LIGHT,1,662,1439,11:02,24:00,2024-12-31T11:02:00Z,2025-01-01T00:00:00Z,778,778,0,0,0
IZTECH,IZTECH_S001,chest,2024-12-31,signal_invalidity,measurement,MEDI,1,662,1439,11:02,24:00,2024-12-31T11:02:00Z,2025-01-01T00:00:00Z,778,778,0,0,0
IZTECH,IZTECH_S002,chest,2025-01-06,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-01-06T00:00:00Z,2025-01-07T00:00:00Z,1440,1440,0,434,434
IZTECH,IZTECH_S002,chest,2025-01-06,signal_invalidity,measurement,LIGHT,1,0,1005,00:00,16:46,2025-01-06T00:00:00Z,2025-01-06T16:46:00Z,1006,1006,0,0,0
IZTECH,IZTECH_S002,chest,2025-01-06,signal_invalidity,measurement,MEDI,1,0,1005,00:00,16:46,2025-01-06T00:00:00Z,2025-01-06T16:46:00Z,1006,1006,0,0,0
IZTECH,IZTECH_S002,chest,2025-01-07,signal_invalidity,measurement,LIGHT,1,1227,1387,20:27,23:08,2025-01-07T20:27:00Z,2025-01-07T23:08:00Z,161,161,0,0,0
IZTECH,IZTECH_S002,chest,2025-01-07,signal_invalidity,measurement,MEDI,1,1227,1387,20:27,23:08,2025-01-07T20:27:00Z,2025-01-07T23:08:00Z,161,161,0,0,0
IZTECH,IZTECH_S002,chest,2025-01-09,signal_invalidity,measurement,LIGHT,1,1328,1355,22:08,22:36,2025-01-09T22:08:00Z,2025-01-09T22:36:00Z,28,28,0,0,0
IZTECH,IZTECH_S002,chest,2025-01-09,signal_invalidity,measurement,MEDI,1,1328,1355,22:08,22:36,2025-01-09T22:08:00Z,2025-01-09T22:36:00Z,28,28,0,0,0
IZTECH,IZTECH_S002,chest,2025-01-10,signal_invalidity,measurement,LIGHT,1,998,1235,16:38,20:36,2025-01-10T16:38:00Z,2025-01-10T20:36:00Z,238,238,0,0,0
IZTECH,IZTECH_S002,chest,2025-01-10,signal_invalidity,measurement,MEDI,1,998,1235,16:38,20:36,2025-01-10T16:38:00Z,2025-01-10T20:36:00Z,238,238,0,0,0
IZTECH,IZTECH_S002,chest,2025-01-13,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-01-13T00:00:00Z,2025-01-14T00:00:00Z,1440,1440,0,957,957
IZTECH,IZTECH_S002,chest,2025-01-13,signal_invalidity,measurement,LIGHT,1,27,55,00:27,00:56,2025-01-13T00:27:00Z,2025-01-13T00:56:00Z,29,29,0,0,0
IZTECH,IZTECH_S002,chest,2025-01-13,signal_invalidity,measurement,LIGHT,2,986,1439,16:26,24:00,2025-01-13T16:26:00Z,2025-01-14T00:00:00Z,454,454,0,0,0
IZTECH,IZTECH_S002,chest,2025-01-13,signal_invalidity,measurement,MEDI,1,27,55,00:27,00:56,2025-01-13T00:27:00Z,2025-01-13T00:56:00Z,29,29,0,0,0
IZTECH,IZTECH_S002,chest,2025-01-13,signal_invalidity,measurement,MEDI,2,986,1439,16:26,24:00,2025-01-13T16:26:00Z,2025-01-14T00:00:00Z,454,454,0,0,0
IZTECH,IZTECH_S003,chest,2025-01-06,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-01-06T00:00:00Z,2025-01-07T00:00:00Z,1440,1440,0,434,434
IZTECH,IZTECH_S003,chest,2025-01-06,signal_invalidity,measurement,LIGHT,1,0,1005,00:00,16:46,2025-01-06T00:00:00Z,2025-01-06T16:46:00Z,1006,1006,0,0,0
IZTECH,IZTECH_S003,chest,2025-01-06,signal_invalidity,measurement,MEDI,1,0,1005,00:00,16:46,2025-01-06T00:00:00Z,2025-01-06T16:46:00Z,1006,1006,0,0,0
IZTECH,IZTECH_S003,chest,2025-01-11,signal_invalidity,measurement,LIGHT,1,1272,1309,21:12,21:50,2025-01-11T21:12:00Z,2025-01-11T21:50:00Z,38,38,0,0,0
IZTECH,IZTECH_S003,chest,2025-01-11,signal_invalidity,measurement,MEDI,1,1272,1309,21:12,21:50,2025-01-11T21:12:00Z,2025-01-11T21:50:00Z,38,38,0,0,0
IZTECH,IZTECH_S003,chest,2025-01-13,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-01-13T00:00:00Z,2025-01-14T00:00:00Z,1440,1440,0,987,987
IZTECH,IZTECH_S003,chest,2025-01-13,signal_invalidity,measurement,LIGHT,1,987,1439,16:27,24:00,2025-01-13T16:27:00Z,2025-01-14T00:00:00Z,453,453,0,0,0
IZTECH,IZTECH_S003,chest,2025-01-13,signal_invalidity,measurement,MEDI,1,987,1439,16:27,24:00,2025-01-13T16:27:00Z,2025-01-14T00:00:00Z,453,453,0,0,0
IZTECH,IZTECH_S004,chest,2025-01-20,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-01-20T00:00:00Z,2025-01-21T00:00:00Z,1440,1440,0,591,591
IZTECH,IZTECH_S004,chest,2025-01-20,signal_invalidity,measurement,LIGHT,1,0,848,00:00,14:09,2025-01-20T00:00:00Z,2025-01-20T14:09:00Z,849,849,0,0,0
IZTECH,IZTECH_S004,chest,2025-01-20,signal_invalidity,measurement,MEDI,1,0,848,00:00,14:09,2025-01-20T00:00:00Z,2025-01-20T14:09:00Z,849,849,0,0,0
IZTECH,IZTECH_S004,chest,2025-01-21,signal_invalidity,measurement,LIGHT,1,1147,1183,19:07,19:44,2025-01-21T19:07:00Z,2025-01-21T19:44:00Z,37,37,0,0,0
IZTECH,IZTECH_S004,chest,2025-01-21,signal_invalidity,measurement,MEDI,1,1147,1183,19:07,19:44,2025-01-21T19:07:00Z,2025-01-21T19:44:00Z,37,37,0,0,0
IZTECH,IZTECH_S004,chest,2025-01-26,signal_invalidity,measurement,LIGHT,1,890,934,14:50,15:35,2025-01-26T14:50:00Z,2025-01-26T15:35:00Z,45,45,0,0,0
IZTECH,IZTECH_S004,chest,2025-01-26,signal_invalidity,measurement,MEDI,1,890,934,14:50,15:35,2025-01-26T14:50:00Z,2025-01-26T15:35:00Z,45,45,0,0,0
IZTECH,IZTECH_S004,chest,2025-01-27,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-01-27T00:00:00Z,2025-01-28T00:00:00Z,1440,1440,0,863,863
IZTECH,IZTECH_S004,chest,2025-01-27,signal_invalidity,measurement,LIGHT,1,863,1439,14:23,24:00,2025-01-27T14:23:00Z,2025-01-28T00:00:00Z,577,577,0,0,0
IZTECH,IZTECH_S004,chest,2025-01-27,signal_invalidity,measurement,MEDI,1,863,1439,14:23,24:00,2025-01-27T14:23:00Z,2025-01-28T00:00:00Z,577,577,0,0,0
IZTECH,IZTECH_S005,chest,2025-01-20,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-01-20T00:00:00Z,2025-01-21T00:00:00Z,1440,1440,0,590,590
IZTECH,IZTECH_S005,chest,2025-01-20,signal_invalidity,measurement,LIGHT,1,0,849,00:00,14:10,2025-01-20T00:00:00Z,2025-01-20T14:10:00Z,850,850,0,0,0
IZTECH,IZTECH_S005,chest,2025-01-20,signal_invalidity,measurement,MEDI,1,0,849,00:00,14:10,2025-01-20T00:00:00Z,2025-01-20T14:10:00Z,850,850,0,0,0
IZTECH,IZTECH_S005,chest,2025-01-22,signal_invalidity,measurement,LIGHT,1,1033,1086,17:13,18:07,2025-01-22T17:13:00Z,2025-01-22T18:07:00Z,54,54,0,0,0
IZTECH,IZTECH_S005,chest,2025-01-22,signal_invalidity,measurement,MEDI,1,1033,1086,17:13,18:07,2025-01-22T17:13:00Z,2025-01-22T18:07:00Z,54,54,0,0,0
IZTECH,IZTECH_S005,chest,2025-01-24,signal_invalidity,measurement,LIGHT,1,1277,1329,21:17,22:10,2025-01-24T21:17:00Z,2025-01-24T22:10:00Z,53,53,0,0,0
IZTECH,IZTECH_S005,chest,2025-01-24,signal_invalidity,measurement,MEDI,1,1277,1329,21:17,22:10,2025-01-24T21:17:00Z,2025-01-24T22:10:00Z,53,53,0,0,0
IZTECH,IZTECH_S005,chest,2025-01-26,signal_invalidity,measurement,LIGHT,1,1238,1292,20:38,21:33,2025-01-26T20:38:00Z,2025-01-26T21:33:00Z,55,55,0,0,0
IZTECH,IZTECH_S005,chest,2025-01-26,signal_invalidity,measurement,MEDI,1,1238,1292,20:38,21:33,2025-01-26T20:38:00Z,2025-01-26T21:33:00Z,55,55,0,0,0
IZTECH,IZTECH_S005,chest,2025-01-27,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-01-27T00:00:00Z,2025-01-28T00:00:00Z,1440,1440,0,835,835
IZTECH,IZTECH_S005,chest,2025-01-27,signal_invalidity,measurement,LIGHT,1,560,589,09:20,09:50,2025-01-27T09:20:00Z,2025-01-27T09:50:00Z,30,30,0,0,0
IZTECH,IZTECH_S005,chest,2025-01-27,signal_invalidity,measurement,LIGHT,2,865,1439,14:25,24:00,2025-01-27T14:25:00Z,2025-01-28T00:00:00Z,575,575,0,0,0
IZTECH,IZTECH_S005,chest,2025-01-27,signal_invalidity,measurement,MEDI,1,560,589,09:20,09:50,2025-01-27T09:20:00Z,2025-01-27T09:50:00Z,30,30,0,0,0
IZTECH,IZTECH_S005,chest,2025-01-27,signal_invalidity,measurement,MEDI,2,865,1439,14:25,24:00,2025-01-27T14:25:00Z,2025-01-28T00:00:00Z,575,575,0,0,0
IZTECH,IZTECH_S006,chest,2025-02-17,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-02-17T00:00:00Z,2025-02-18T00:00:00Z,1440,1440,0,540,540
IZTECH,IZTECH_S006,chest,2025-02-17,signal_invalidity,measurement,LIGHT,1,0,869,00:00,14:30,2025-02-17T00:00:00Z,2025-02-17T14:30:00Z,870,870,0,0,0
IZTECH,IZTECH_S006,chest,2025-02-17,signal_invalidity,measurement,LIGHT,2,1410,1439,23:30,24:00,2025-02-17T23:30:00Z,2025-02-18T00:00:00Z,30,30,0,0,0
IZTECH,IZTECH_S006,chest,2025-02-17,signal_invalidity,measurement,MEDI,1,0,869,00:00,14:30,2025-02-17T00:00:00Z,2025-02-17T14:30:00Z,870,870,0,0,0
IZTECH,IZTECH_S006,chest,2025-02-17,signal_invalidity,measurement,MEDI,2,1410,1439,23:30,24:00,2025-02-17T23:30:00Z,2025-02-18T00:00:00Z,30,30,0,0,0
IZTECH,IZTECH_S006,chest,2025-02-18,signal_invalidity,measurement,LIGHT,1,0,16,00:00,00:17,2025-02-18T00:00:00Z,2025-02-18T00:17:00Z,17,17,0,0,0
IZTECH,IZTECH_S006,chest,2025-02-18,signal_invalidity,measurement,LIGHT,2,1390,1438,23:10,23:59,2025-02-18T23:10:00Z,2025-02-18T23:59:00Z,49,49,0,0,0
IZTECH,IZTECH_S006,chest,2025-02-18,signal_invalidity,measurement,MEDI,1,0,16,00:00,00:17,2025-02-18T00:00:00Z,2025-02-18T00:17:00Z,17,17,0,0,0
IZTECH,IZTECH_S006,chest,2025-02-18,signal_invalidity,measurement,MEDI,2,1390,1438,23:10,23:59,2025-02-18T23:10:00Z,2025-02-18T23:59:00Z,49,49,0,0,0
IZTECH,IZTECH_S006,chest,2025-02-21,signal_invalidity,measurement,LIGHT,1,788,875,13:08,14:36,2025-02-21T13:08:00Z,2025-02-21T14:36:00Z,88,88,0,0,0
IZTECH,IZTECH_S006,chest,2025-02-21,signal_invalidity,measurement,LIGHT,2,1360,1414,22:40,23:35,2025-02-21T22:40:00Z,2025-02-21T23:35:00Z,55,55,0,0,0
IZTECH,IZTECH_S006,chest,2025-02-21,signal_invalidity,measurement,MEDI,1,788,875,13:08,14:36,2025-02-21T13:08:00Z,2025-02-21T14:36:00Z,88,88,0,0,0
