"source","kind","original_reference","resolved_path","sha256","bytes","path_pinned","bytes_pinned"
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","include","../../audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html","1147881a649557c66e9f494193bbe521ef429eec533e5c3787e41b9817bb0a28",28712,TRUE,TRUE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","include","../../audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html","1fd4579929dcacccbd6258e007f29367d9738d1a3b162abfe23936fc922ac3d8",28590,TRUE,TRUE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","include","display_assets/table_s6_geographic_associations.html","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/manuscript/R0_NatHealth/display_assets/table_s6_geographic_associations.html","f18fdc5b9912d1d0ab0ff7be6fdcd230223837f4dfa2f32456583e3055f70a78",42978,TRUE,TRUE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","include","display_assets/table_s6_photoperiod_classification.html","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/manuscript/R0_NatHealth/display_assets/table_s6_photoperiod_classification.html","cc5f08ad52f4b30ee153c1591896015b04effaafa1410a0d878f88747995fa05",19611,TRUE,TRUE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","include","../../audit/manuscript_nature_health/figure_table_selection_assets/tbl-h06-primary-effects.html","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/figure_table_selection_assets/tbl-h06-primary-effects.html","d8eb61fd5f7544325d6ad0e1461b7582da946e91a88505c9dcb16671c7c6ba5c",11191,FALSE,FALSE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","include","display_assets/table_s8_person_level_synthesis.html","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/manuscript/R0_NatHealth/display_assets/table_s8_person_level_synthesis.html","0318acf46a1d5694eb8ab84dfc998d691c6d3006f479a43584da2f7c3440c3d2",37081,TRUE,TRUE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","include","display_assets/table_s9_light_behaviour_a.html","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/manuscript/R0_NatHealth/display_assets/table_s9_light_behaviour_a.html","f2521c44238a4441744b3a8d0f1df596dd02ce256f41ac066c25d1650a303275",20226,TRUE,TRUE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","include","display_assets/table_s9_light_behaviour_b.html","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/manuscript/R0_NatHealth/display_assets/table_s9_light_behaviour_b.html","d291179badceafd69b9637b847788479d683895c14e3f9a48d187968be602b09",17479,TRUE,TRUE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","include","display_assets/table_s10_visual_sensitivity.html","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/manuscript/R0_NatHealth/display_assets/table_s10_visual_sensitivity.html","01c20a54f0bd1607ada3bb4d0e633ae899415e8d24b14c81466384a9a33ea14e",15991,TRUE,TRUE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","include","display_assets/table_s11_chronotype.html","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/manuscript/R0_NatHealth/display_assets/table_s11_chronotype.html","41b7d453130fb7855290d6adc1b65e076e57b4b8ac7137951126c3aa2f1f2406",17001,TRUE,TRUE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","include","display_assets/table_s12_age_sex.html","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/manuscript/R0_NatHealth/display_assets/table_s12_age_sex.html","19f5b69e871bf59deaaa1b70511b7227e2e25aab91b36e1d6a5e1305677fc403",18775,TRUE,TRUE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","include","../../audit/manuscript_nature_health/figure_table_selection_assets/tbl-h11-global-tests.html","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/figure_table_selection_assets/tbl-h11-global-tests.html","8230f1f41789ab7662b57ab3bdc6bef3bbd9dd6d2c0f1f8e125a844594269c76",14527,FALSE,FALSE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","image","../../artifacts/10_figures/descriptives/near_eye_metric_distributions.png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/descriptives/near_eye_metric_distributions.png","060d1dcb3ec519ed1d74904c5457cc945346c53e25d08a9ea0f083d29f184d04",932901,FALSE,FALSE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","image","../../artifacts/10_figures/descriptives/time_series_to_metrics.png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/descriptives/time_series_to_metrics.png","c6f080bd520c85f219749b2911702f6d29c3165bb2097b03e8b8437c2da96a1d",348489,FALSE,FALSE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","image","../../artifacts/10_figures/descriptives/latitude_photoperiod_diagnostic.png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/descriptives/latitude_photoperiod_diagnostic.png","b027935213185841c3b565dfbb440cf2fcf07dca03b4e19d2c1744270fd66ed6",304155,FALSE,FALSE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","image","../../audit/manuscript_nature_health/figure_table_selection_assets/brown_adherence_levels.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/figure_table_selection_assets/brown_adherence_levels.svg","65c262ff90dbf458549a417d722e625fba5d30ed892edabd34e81c37b55c1433",7775,TRUE,TRUE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","image","../../audit/manuscript_nature_health/figure_table_selection_assets/brown_supplementary_figure_s5.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/figure_table_selection_assets/brown_supplementary_figure_s5.svg","61e8d4671939659ecf5eca6c6688c03414bb849d15b9d3f59f39c96ca7069cfd",83149,TRUE,TRUE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","image","display_assets/brown_participant_state_raincloud.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/manuscript/R0_NatHealth/display_assets/brown_participant_state_raincloud.svg","200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653",108600,TRUE,TRUE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","image","../../audit/manuscript_nature_health/figure_table_selection_assets/supplementary_figure_s6.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/figure_table_selection_assets/supplementary_figure_s6.svg","2dde6fd681f21feecf2acb6d693679bc56f68f809691172bb755e7aac47fa032",1303748,TRUE,TRUE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","image","../../artifacts/10_figures/H03/H03_manuscript_supplementary_figure_S7.png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/H03/H03_manuscript_supplementary_figure_S7.png","ae5174afa8d9b57b5d9a635dfe2320482105d72007882db7513e29380271f52d",2423424,FALSE,FALSE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","image","../../artifacts/10_figures/H06/H06_paired_placement_effects.png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/H06/H06_paired_placement_effects.png","e0a63c615a5422d28e1af7d2cc15ca29e65057b7639308c5cbdcb028e25f9478",59084,FALSE,FALSE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","image","../../artifacts/10_figures/H06/H06_reader_temporal_day_type.png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/H06/H06_reader_temporal_day_type.png","7f8de8989621ccd7b51cd7940bc513dc3883d09c098052335efea172bab28c30",366367,FALSE,FALSE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","image","../../artifacts/10_figures/H06/H06_reader_temporal_activity.png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/H06/H06_reader_temporal_activity.png","718c0917cb0aa58e2308cf8cdf9f2af144f80d55769044cc1cc294a84095c3d0",366674,FALSE,FALSE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","image","../../artifacts/10_figures/H06/H06_stage3_site_specific_significance_screen.png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/H06/H06_stage3_site_specific_significance_screen.png","88aeef89cda1208a80ead843ca9551011350ed5f78734c57ceee380bf994f02e",191658,FALSE,FALSE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","image","../../artifacts/10_figures/H05/H05_reader_near_eye_effects.png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/H05/H05_reader_near_eye_effects.png","70c1013d51f7619fafe0d38664db7dcf55692990993098948ed443e83c35e1a5",487117,FALSE,FALSE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","image","../../artifacts/10_figures/H08/H08_near_eye_effects.png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/H08/H08_near_eye_effects.png","f1cc8e33829cdf821140e95238d20b1516d5796f741002a1f27568d3f9fd7405",140448,FALSE,FALSE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","image","../../audit/manuscript_nature_health/figure_table_selection_assets/supplementary_figure_s14.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/figure_table_selection_assets/supplementary_figure_s14.svg","e4b1fe228897a7135bd017c7c01f80a796a43819d5c1078008f2a927093508b5",2971771,TRUE,TRUE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","image","../../audit/manuscript_nature_health/figure_table_selection_assets/H10_age_site_significant_associations_selection_candidate.png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/figure_table_selection_assets/H10_age_site_significant_associations_selection_candidate.png","e989646f21543203ef07916dde8917e85243667d54b5aa492815476edc6c4b60",460731,FALSE,FALSE
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","image","../../artifacts/10_figures/H11/stage3/H11_reader_primary_near_eye_curves.png","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/H11/stage3/H11_reader_primary_near_eye_curves.png","33ac814200fc1d69dcf462d0a156b2b950ef0588f47974881fb56f140a414f70",455662,TRUE,TRUE
