"relative_path","role","sha256","bytes","is_symlink","symlink_target"
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_125_f4d57eb2b444427abe657b4a56b52d78ca45634c90ec0549475452e10bff3e53.rds","scientific artifact","1d66a457d5f8dc19366d861a966fcdb408b5c5991c003709f2eb5e1c61e4b764",1051429,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_126_33a445db6ab3e0a74a90ed78d27abdd8db1246e675f12d2f107685adc6ad77a4.rds","scientific artifact","1e1ac4671217273c90d78d5c5669913be3af7f8fc2d0ddbd4b65bdd7825df14e",1083012,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_127_8f9657082e78533f1eff082de491bae3b63a79e90195d69b7a5d335f8693b2f0.rds","scientific artifact","69e812df913c994738dfef69ed4cac2d5b705f01f76e8c94038fc38c193a8c7a",961469,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_128_c92605c11bccb81337627446542a106171d8523011c44e62ff705f7521dc53c0.rds","scientific artifact","38bb05fa1b68eedc392a0c663501058489c0087860bb524fdadbe5fe9e63477b",960519,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_129_200df5effa9b53d7b00db49cde2a60168fb22df33810a709f0a680713e6421fe.rds","scientific artifact","c5b783d1300dbeba0130d43f6c941c0d1bc79d067e840d2b77c2f2ae1e125170",1041319,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_130_7f164a8d8d9e80872d8fe6b2fecdde7bdb9c8532aa6e00ec00ace63318011419.rds","scientific artifact","a2ce56332dbfecb09cf12c8c01530c7b747c3126bcce404399262fc8edc4a409",1039005,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_131_88797cbbfa82b78a785cb99895830f6bbe99bb7d509a42ad13ef13b9c2cef55f.rds","scientific artifact","deca7b41695b7f47978831b72815136da3347a1f52a11f97b5802d8496e5021a",1074464,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_132_7ba020c307a5075f42e708b24700164b865f65f8bedc103317ff97449e38abe2.rds","scientific artifact","f0ba6fec775706863116a691a219c6dcdcc52fadc0668986f9a78f966977062c",1071984,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_133_a289a0692a7328595ea83a106093231c10cfc51b24fa333a4fe45bc73917c75a.rds","scientific artifact","9765ef6e885722cd16be7c42cdc036588ca7f1f70942b2ca147f6b5263e75bed",1128750,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_134_ed690da5b626305c51d88fd129f0a01c0863dcbf63aed42270b09dfd1754da3f.rds","scientific artifact","25bda4712e9fb59ab4a82f3623ff7d61accdd26b28cbce63eb0901741ac2e08b",1169206,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_135_d0305dd62ce7240efb2334259da3985b2e9bac573775af9791865aacd8644aeb.rds","scientific artifact","2e0165c66e116f6f45429866a4a80e9afcc8213d9ab37f6b1d3e990ebc96ed44",1022681,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_136_8469c538795b6597ba01bd29203e49a2514371f1e4a0b5522f9fd8158d21ec90.rds","scientific artifact","607445a8b3e859e38e743010d8039454aca680fdbd4140405cce650c25d4c80b",1022834,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_137_86a4e0d8595f05fea1196d7dbfe27168afe1b6b65ee748c815428ccd8298a9c8.rds","scientific artifact","1b4471f53c8e18b09c2187c3bc4b17783a7cf4dac1695cb7a83efe4d7d8e5d1e",1131081,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_138_d5249fdfbd3cf3cbae13802c5e5429ec13d506a4d4c1ef0dc853b2d843ac6000.rds","scientific artifact","8a0312e02dfb8ce49e6c602fd841646eacc8376cec5f11a6377e284d3a2e96ce",1173615,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_139_1f1d0a3989a7645cc9d0794f8fe9d23e89cb0d521eac39e5ab7249f1441a8c70.rds","scientific artifact","ba91bdad1cda6a472ee4a03fb6cd2b1a3067399de8ec20a30882f6c1f1197819",1025134,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_140_49ed920eb2df8fb54c6b006f62e45fa9ad27b8db8689588965d705cb0047925d.rds","scientific artifact","79ed58d12799e76d142726935b1ed7140bb918f01238c0d1fbe54a56a2c32dc6",1024664,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_141_0f7b6b0f5245ff1356aa43fd93b9419df074bbe84e4226d4d8ab40ff88dd8e77.rds","scientific artifact","041b91e2fc2510d43fc3a5de0c26743fa874ddf9bd5ff3b0d67da60597c25668",1119653,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_142_6c990a9baac79c81c2fb1582a8cabdf5b78dc51335251a0a34b7dec6a1ffd178.rds","scientific artifact","10363647409950a1ef88279112293bd33841ab85928f8276eb016a2ae0262954",1117747,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_143_9c5d661e0e071591c12853dd30b59fa236e469f2f15e58e941a0f4c2f2d5847b.rds","scientific artifact","80c836d7db94dc044b09290e272e7763ee4447d43c5560318e60555014075537",1161617,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_144_db6f9822475f753cace60f93857946fdbfc63d6948fbef5e40a771cf3cf2bf71.rds","scientific artifact","b9d05aadb87174168263bfbaaeb15f03c1ee935c84b72b7930161ae8fed908a1",1159449,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_145_ac8e4ad0fcfa46a01083bb17d248caa00f53fcdd95780fa2ed2fc6af89b4c118.rds","scientific artifact","b3da8bf82eae598511f66055d8239d828c883370ace8906941cbf6995117a978",504489,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_146_8e4d3e16c03009fc5e962122361a293b98a81f4f31833cea3f8bb3475cd575fd.rds","scientific artifact","d6dfeaaf66e485dd8bdd625ce83dbd3a4f3a76b02c9266d577e7ffa97201d507",522742,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_147_9a4454b8bbd5e28347db82736dff51ae089f449c3a9a23f87183c657042bc915.rds","scientific artifact","793e00bca6d44c791620101f9bd8740b3931a49013478bf25283a72296db37ee",456847,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_148_006c1adcb798ffc247f9668c8082ea87d80e146a3c50419507dea00802f3aa81.rds","scientific artifact","19a8523522bdde9766736186e6c55470980cade4f8ee44797f003c3e7c2c7ad2",457489,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_149_6fe5f7f2f28cd420bcfdd85e21b5583640c9fa613b07e38769e602d986d05d47.rds","scientific artifact","a162f24cdc911ac456b79ccfc7cdfd5d301f55bad85e7c028c19058ab8c47e1a",520696,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_150_f7b444d706f64ad8bb656be1262cecab66208ef1ae1a4b06ea7e455688682e62.rds","scientific artifact","7dbaa3bd3e068810a2562870e55b3a2176d087cc338ce72ce373b28a6c3c2a3b",536613,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_151_836e48c7038127d33700e5bbb85f90f058536739ea1883b85747a6349eaf2d90.rds","scientific artifact","ebbff26a6f3f0f4e70855ceba84f77ef3257974e23476e0b4878be1b52be2291",477638,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_152_014f4aefc64f24ce960ed2f812f1b9a12bc4062e4b60f71bbb825fcbb28f1762.rds","scientific artifact","bd711c1d9c961f01fd8a76586956e6a88bb965640adb3ece840d778c5327445a",478392,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_153_192411ea68c2de65378b2ffa0e1aeeb59eb5b30492c9675b1ab5611ee001f66f.rds","scientific artifact","dcf4cf3b09166950955909a516130e0b4f5e5590a00fd8cc752ec7d11cb4d1d1",504089,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_154_f6d86855953d03a597decf2490cab4d16e71a6e4ee511abe4472db9f5e6cbce8.rds","scientific artifact","8e7371b559312b9320fbae8904c4d867b91bfa785f885793235b51f56fa9d540",504057,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_155_2c80ee516437a170dce0dcae66ef4ce3a3618bf8f052ce9e0bfa6f510e3e932f.rds","scientific artifact","0290b588c1c99b22bc372031ba436bfce755434d47350b0613bdc36aa1573eae",522083,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_156_99cd8955c2eceaa989b6630a93573173a1da60a7f5f4c9bfb5c8f9a6e1696a40.rds","scientific artifact","ddbe5297ba46afee24f150d5f48ac55eaec06eee97c2da92288742a0941bf11a",522177,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_157_d5a90c881a7e276c99a42812ff3f20171b4e5a095126057f69cda8a972862f43.rds","scientific artifact","c7b8af3e0c88a38ca53959d006fff33d8876c185e4b8334611706395ba64f897",491537,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_158_eca6bbd82f23665486036e9fa6189f0579859bc2d5990187674a42f0ffc2b6dc.rds","scientific artifact","db5b20570fc262b70952359167151fc4b0e195cd4690c0260c79cea72ca01f29",509246,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_159_9578e7edf339d74aaf1edbc4536c382f776c5a54125f08f1c915bccb908fa432.rds","scientific artifact","5a67b62495851d9bb20012d4863a1ee9e30fef9e30e08c48698fa0f3950fa718",449259,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_160_718a7564f7b0691687abdc4184fb652fdd48ddd589d06c3fbd0bea2776e8fd28.rds","scientific artifact","95d4d558157afff22a3f5ec4080844207d21decbdc2b97d3acaaf65ef40798bb",449968,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_161_5d95903a86ec1259863827a55c34982fd02637399ae45b2de997fb7cb0927441.rds","scientific artifact","2b43e836b8b52f2b0be869f1feba81f606851b22cf870e59cbe52d89d3315593",510685,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_162_6e851363702667ad09f503fbc09c9029fc0eee687cab02af16d6b6ef54086de9.rds","scientific artifact","0bc598f6042524f7a31ca0fc84c1163dcba08b44386ac451e930c55a51778ac8",527293,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_163_bc1130e500db3a7383d65918aa26ed593d766f2e172ec8eb9065c60ea25ddfd3.rds","scientific artifact","88b80ddf3523a61b343c0f77c24bfe1642f498e0b05281507ca5d76595835172",469627,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_164_c820da86e21c89e8c44f1f81e8fdd671ca274e3fb48796c1f1d71e4eea8ac4f6.rds","scientific artifact","87f6686e1f59741a1d41e98b99e6dd876d2a56c77baccaf7777021102d8d1c30",470280,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_165_1a2b681cf3d9120408cc04d5d202753df0922c91754ec229ff47bcdafff811e8.rds","scientific artifact","c0b84516146e20f70c277218aeb75d47c007a9824bfc0fa4e8133730a31274a7",491471,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_166_1619c6e95691d1c1c3b8d475f6a41693525dac77b356e543bfba6c9a7725b4ae.rds","scientific artifact","ab7cefbe00f0585f46f955369c963debb8d74726490c90bfab0de58477bc267a",491480,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_167_bc0f9801ac412874a7ef5dfd24be7d0b8868b57ce4fc3516dcf4ba00e6452db3.rds","scientific artifact","1ba5e008a923baa2b756a5b2fa747994b916d2fa462b034a5a53b490d58f884d",508667,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_168_86c24d91aa88fd0350a5b6a5613f860e6fcbff77fae132f8cadce9739e613d23.rds","scientific artifact","8cecd0aa24e83354867d857b783745be483ac665cbd791d1ea1e618467155c51",508657,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_169_02d39b39875c058e07733c981adb1396d8248ce69b19aea7194a52e457b06b6e.rds","scientific artifact","2cde60b4b344388fbedcca960756c2cf1e24114a549450bf41167b390b5b5e78",560494,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_170_d8085f64de01285f412e39ccebd11a97f26aec83d19367681aa5328a6ec5d321.rds","scientific artifact","5ba712e72f38609d35e494b81d9a3cc6a717fbb4df1cdc434a400d2322998b5f",587089,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_171_1ec68cff0de4adfc810c8e0356c51df98bc7ec2eb285eb168881764429d3a427.rds","scientific artifact","e5184c48d042077efa4261ecaa9a37c346287e5329bb9415e292819dfbdac5ae",499179,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_172_e805ae61e61fc02c1e17c1b2a8d626ce6f4782ffc886dba51d0cdd7fb1c7a267.rds","scientific artifact","f0feb5da841c7d0ea9963f4f0e2b9adf06e2305bdee5a8855c10aaa68888a2f7",498806,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_173_c37e003420dcc6b13e9863d00e9003e32488bc685e4c20ecc9fb86950a7caa5e.rds","scientific artifact","7eaa2ae4fcf3d394ed1e3a876c7fe6ea36ed5e43e6ce5161f453a8c01f038bd3",586663,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_174_b84ede29b8aa176621cbc543578e1c8189eefbff6a9d33fa72e8f69afea1c664.rds","scientific artifact","f4bfadb9b2c22574537718d161d181388702d0a8f1052d71cd17719b0e82b633",606390,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_175_31ae2fb19cab2ca19404d2c57dbd9cdd98282720c61249c6db4ede2d6cc1bcec.rds","scientific artifact","fbfb657b015be6ac7785e173ca49c0f9b3f66ec2ac99990df7702d9a5ed94c60",531716,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_176_d9f1b7d019280e9ff48d8fc5332a4a605e0c6a1c839457ee22a3aa0d3646966c.rds","scientific artifact","ac4f0742da9e7e2263778d5872f5917f7419751d45b6eadb74916e24d1e1e73c",532147,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_177_8c9e7b017640d6abe25e04aa0e775058210e05dc301f2a536989fb89b9ee3c7c.rds","scientific artifact","21901fc450ca7bf2d11ae6bab02f47b6bd846719dc07b97a157c44f93edec6c6",559991,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_178_677bfd55b8501b07644205205caf73cb365161c17ea66890ab10e286889b4284.rds","scientific artifact","ab481b0067b1773ff4a824881f7e53bb530d137da4473c1d4b0d524e07ff6fff",559957,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_179_5441e21ceb39713ea2da938b6af7c296c5dc7582fdc2947169f7ffb9ecdbd22a.rds","scientific artifact","12d8fadee6cb9a76ad397898ee7eda66b155f1b989726eab57c5642b09dee57e",584782,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_180_4380a0890b65f963c2923d0d2d0e9187f079ff338e0e03ececbd9dbb9977004a.rds","scientific artifact","48f1f60f740e61ea1ca43b54a49ed91dc64d876168b7006f0cd200ef8719367c",584748,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_181_20081b762408b1c90759341cda2306645802ba5b87a62f1e0ed057336991d4fb.rds","scientific artifact","a137749d672a671f6c3c7347ecd35c487a1f41fc372ebe8b634944046363d9d3",1078130,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_182_2dcbba8dfc22b05bbf5bdda807c89b8fccea36079ce7080fd4ca25554293cad5.rds","scientific artifact","2ca9348f317b6aca59dac36bf6268af1c007b7d5ac03e1ec4a2721193c15c456",1116729,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_183_62b2b07ab4e3e533803a3e0175346d6d8cad1f2e969f7d7609928305e1864b6c.rds","scientific artifact","53e8730770ab4b1eca9143b0f50a147cfe9c13de960fc2c51bd0e3ea36855e98",984828,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_184_7e9276365b915329bea2fce3f80ef1fd518ef05e8f96a80678cb1c800f397835.rds","scientific artifact","af093089e21470ef67d24975260b88685c106203826c05eacc4bdb5ead01bc37",984314,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_185_0a4dd41747689a7ea9458c984fcd956e8424520c64d7a4d6fcff9e5170ac376e.rds","scientific artifact","743340005d201e4f1eca5adc4f4f85806f06e84957a383bd2957e4ab91585abd",1076717,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_186_e5f3075dca73526ff80ae7f33ff0676cb38cd686b28ddbe2777d1e3c04362106.rds","scientific artifact","66a55a11c203b0f296be87d97889937087c04d1afe344673718713c97f392b0a",1115791,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_187_ebe083f007c13740c2968ebaaf1419cc5ee548fec58ae8b9750481e8e9e9caff.rds","scientific artifact","8d3ccb65b4f6d12fdd0353a6f5cebeda5bcb0a788fcf30bf9e1d626b12b8ce27",985205,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_188_ecf2ff82f214aed62a35aa8921ca736ea61b0957a504032434ee2ee3962d9b16.rds","scientific artifact","0ca82f03b6af65a040654a3221e983164a7c0bc094a9402dec8d685eb2232014",984391,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_189_620ed0f5b6191730321738492d0e5e1cc51f619766c8a257a5b8fc01c503a0ea.rds","scientific artifact","a9f2584e95e5aefd9fe60d67e7cdd9ba45ef71eb4cefcf3df37d61bdd7393c7f",1076202,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_190_559c3f27529e5e70d1e253f614fbd2405f251012714972c4821cf6c1539d6826.rds","scientific artifact","8f587596c666c20b033f4f6192f2213bb0c63c88be971ccbbf967e55f314228a",1071959,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_191_094463f788302a26c8459c250e7bc1f0b50ec103d2052c48a3d49f22f3a24a95.rds","scientific artifact","f7a7098a676fa1f975e3bf922ded55c19003db214d6690e929534b7b24cb0611",1113818,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_192_62d4a7300cf0e51cbe1203cc95c7f9d6e97f3f7ca113b718f2cc5096c3952824.rds","scientific artifact","75ea43de1886913d93d3b87fef293120fca0820a5f0a21ec214fba741a83ac8a",1109277,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_193_745371e20332ae54e0ca5332b4f7cd0f82ae04e5f10776046da35a4924316443.rds","scientific artifact","aba8110d98ea1eac96d30122f280616db0a8294884133d97923f9ce799326772",1055033,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_194_f734d4adab9ccf04f46ba1dcbb91d72e2e6bffac2c3bf5260ebe0b6cfe0baa22.rds","scientific artifact","a556470ea59027245f66d860bd0fef2d5dc8b042b8c498a7453776e7b6d67272",1085759,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_195_e8ec0f9d2dd340fd0a58c1b0cd355a060e31c091f1ba1fc42a05d2b3700df59a.rds","scientific artifact","f03811160c8978a25d9ec8750d881f58f2db3ae0240363030d10c15be78ceef5",964118,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_196_a81b493e20692e9d8773875b70885184ac651d32630c18f3c42e154c3de4164d.rds","scientific artifact","c713ca07ef916193ac321247633cb771f53d997a4e2b8db7de0c7b8d900141fa",963763,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_197_a1a5b59c9a9c39ed4604f87425f1b3b42ed2ec4bc34a5b00d6dab0773c48b24a.rds","scientific artifact","8486bbe4a2d80de6c43c11d82633d1c56976a79d8b8ee6083e5f53ee11480695",1054800,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_198_3261016fadce7ce77a10c0751e46dc4751aad7d169e7d1c2abd071535985800a.rds","scientific artifact","30a3156f2f10c648857ae288ec8bafef138f450ee6a6a704676a88e082abfe4b",1087432,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_199_dc8a93977b141d1e296f877f0878d1a79193648cf311c02e5246d91b7f942030.rds","scientific artifact","0fbb67bcc06afd1c64ef102a3c2f2b72a115a50f84a3acea8e7f814b5d279f23",965408,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_200_1d124bc36a9b8324eefdfd2accff67feba55ba285ac946ad1ae4d301488d2d06.rds","scientific artifact","281810409b91e6e80c2681fb8c82f9d184c4381cf96dbcaa322965423266ffe7",964548,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_201_5b040f9750db288da87948ce728d059da5efa43e1f5fb6a7a73814c82e015978.rds","scientific artifact","0110d4fcb9136b645e9afb7edcf6f1fdeafbaff7ca53352aba2a61213918d3bb",1053476,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_202_fdc1495d2186c150879d48e4df366ab403250a9792e04e7d62690b621e9efbf6.rds","scientific artifact","b8c724fddaefb8e4db90d4d35195adecb7e58970044705b70516c7133c7918ee",1049163,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_203_46639aa73c85f3287d4b3c52c0bdf681a78236df20148e1ad846a5d4a8dfcdff.rds","scientific artifact","1cba3890d8a5075c140c472999ca6c0696bc5205c7b38813ab9dd8bb380e97d6",1083840,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_204_c2b5295d4e10cf7160624c7f190d9feddb9d09305029ba573a57ccc4aaa01b99.rds","scientific artifact","ed01b10009212e33fff8b0ea9da57f227a587e814bd3553b407dd802d3621095",1079865,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_205_2d908d99a3f5e13aa137f619a48646dfec082a3ca84ef5bbb000575f4e5696ab.rds","scientific artifact","0e7129f3b8e172346892299aff0e87b4f74af76622170a12fc2f053600cfd7ca",1141109,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_206_df51e6ac01c71e09807b5b3b3402095736ae6d8d23ed217e6d6cdf7ada8458b8.rds","scientific artifact","8583e5c0cf2fbb1debe110e50d4605f75ede08f49643669dd19d594e21088f9f",1181421,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_207_caa8cd1aa9960950fa3fc9bcf11e2ff2b45e66dfe42203961d0f8fdb66dfb4a7.rds","scientific artifact","84e0afffb5dc5a4562268e61e8ba44c0de8881305dfd5a6e6658eca45b1bce8b",1031779,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_208_67d4503bed4069f476e3d56a4a521847f088ed7d8cd8ada2be4789175ef2cb21.rds","scientific artifact","b3c5d38c52635bc78bb3b2f1427226052d0795f20be4ee44b8c0f5b2c9f55e37",1031508,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_209_7357e72bea42d062cb6e7684119e58816cb9b79e1f41e7eb326e4863f51be1ba.rds","scientific artifact","941bed9976f3931277d018450dd84d9d5f1489b1953a43d15e79e98b94ae4615",1139863,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_210_f0424f43e732e621cad4e8729a5c1208c9711e2a6599ecfc589e899c86d15c68.rds","scientific artifact","48487b8ffbf7ac160b045725da5f7c887a314110e146395552ed51a25c42600b",1180177,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_211_74d7fb629607df5ef24234daeddad67140d58077cc2e483c599741d331707160.rds","scientific artifact","db26e91c4813f65ae8aab6e9eebfb32eedf8de24aa0bf2a53df4ce60943eebb4",1032310,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_212_02a2ee4b2dc7bc4ac63e491113204f0731e6c2b0213a8167de366082cfcb1a19.rds","scientific artifact","25728a4ea36ef2faec8b92c81ab7f4d0dc3e6131b388190ce46dfbd2b4b04b48",1031764,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_213_12a6f2ac45c4eace3b7f7d192ccc917f97b6772128333b2ed02f93f5dd86ef87.rds","scientific artifact","4ca90e695a4ec71c30d2f8487176a8d718251659c0480982dc8d7902557ab04b",1138588,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_214_526c9d26d1823b91503770bd3d47be442d0d4314e46f4d19cbe660cfb89bf535.rds","scientific artifact","65d3d02b708bf901eda86610827adec02bb7218bd6afcab09f4b4ffc068acb98",1134463,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_215_fcbf7466f4e5054534219731e23ee2143012c66882fbdeb6b44182cb8814aaa5.rds","scientific artifact","367c0b861d9442f1f66e7da90dbc825912a96ab1d19ae699d42b93a0ba119242",1177938,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_216_cfca6690a84e00281a1c98adb9b79474d51a3fb79a0765d3decd961dff6cdf1f.rds","scientific artifact","577894b4f57768f7dd45f250b52c51bd983edbfe52b6832e5c180850bfb3be86",1173353,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_217_3dae245f2b7bb4fc4a1fe86aeee12a44a6521aa90b92c38d2b0b994f132b31ca.rds","scientific artifact","7fde50f59f059e8c005848f260fed710e77ca50cda482253b0dd596d9f86fcd5",535217,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_218_1803311394021751ee63e7af44f4528d7744f68aee1d83d366e1638041a0198c.rds","scientific artifact","075bd834355149df2745b09c002412a72f328c1f6d3bebf0de4743d773812e95",548976,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_219_f75ed59707b3bcdbe8c48ffb576d1d36752dd66c48df4e9b372b1bee1f2cfd35.rds","scientific artifact","ab608ed0d4c5aeaf458371b5e8825c0ee62ccebc3aca52479ede70badcc596ad",491128,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_220_4693a680c4919aeff96abf122719850f9e7e48b471ed1feaa3c7761320f233fa.rds","scientific artifact","2b343bdd07742e98d22443d807507b62b28e314974deeac819ecb9f937a3da79",489775,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_non_l10_production_cells/cell_221_c5fc30e057d19eb6afc4005dea8ceaa552adf75b9dc6422fe5297b75419d4311.rds","scientific artifact","ef6317229dfc9c11b50f9ad7589333a8ccebf31a3a4a26e7a227526b7f22fe67",534578,FALSE,""
