placement,placement_label,site,metric_id,manuscript_name,metric_label,abbreviation,manuscript_category,analysis_unit,display_unit,analytical_role,variant_label,n_possible_observations,n_observations,n_participants,n_participant_days,mean,sd,q1,median,q3,circular_resultant,mean_display,median_middle_50_display
near_eye,Near-eye (primary),MPI,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant-day,h,primary_outcome,Three hours before attempted sleep,150,132,26,132,1.8592171717171717,1.1000391588255853,1.0708333333333333,1.8583333333333334,2.4166666666666665,,1.859,"1.858 [1.071, 2.417]"
near_eye,Near-eye (primary),TUM,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant-day,h,primary_outcome,Three hours before attempted sleep,60,52,10,52,1.7576923076923077,1.168021909108529,0.6916666666666667,1.7166666666666666,2.5416666666666665,,1.758,"1.717 [0.6917, 2.542]"
near_eye,Near-eye (primary),FUSPCEU,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant-day,h,primary_outcome,Three hours before attempted sleep,129,105,23,105,1.8273015873015872,1.086671690176183,0.9666666666666668,1.7166666666666666,2.8333333333333335,,1.827,"1.717 [0.9667, 2.833]"
near_eye,Near-eye (primary),IZTECH,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant-day,h,primary_outcome,Three hours before attempted sleep,101,82,17,82,1.626219512195122,1.0021445813449779,0.8083333333333335,1.5166666666666666,2.25,,1.626,"1.517 [0.8083, 2.25]"
near_eye,Near-eye (primary),UCR,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant-day,h,primary_outcome,Three hours before attempted sleep,32,25,6,25,1.9333333333333333,0.9996642955030971,1.25,2.2666666666666666,2.65,,1.933,"2.267 [1.25, 2.65]"
near_eye,Near-eye (primary),KNUST,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant-day,h,primary_outcome,Three hours before attempted sleep,81,58,14,58,2.1488505747126436,0.9525223622439071,1.4583333333333333,2.5,2.8666666666666667,,2.149,"2.5 [1.458, 2.867]"
near_eye,Near-eye (primary),Overall,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant-day,h,primary_outcome,Bedside sleep-environment measurement,816,778,141,778,7.071979434447301,1.9537602067243194,5.966666666666667,7.133333333333334,8.25,,7.072,"7.133 [5.967, 8.25]"
near_eye,Near-eye (primary),RISE,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant-day,h,primary_outcome,Bedside sleep-environment measurement,78,76,13,76,7.198245614035088,1.765185078843887,6.05,7.133333333333334,8.308333333333334,,7.198,"7.133 [6.05, 8.308]"
near_eye,Near-eye (primary),THUAS,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant-day,h,primary_outcome,Bedside sleep-environment measurement,78,68,13,68,7.011764705882353,1.825121951952413,5.925000000000001,7.233333333333333,8.108333333333333,,7.012,"7.233 [5.925, 8.108]"
near_eye,Near-eye (primary),BAUA,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant-day,h,primary_outcome,Bedside sleep-environment measurement,107,95,18,95,7.08719298245614,1.8331100003099328,5.941666666666666,7.133333333333334,8.258333333333333,,7.087,"7.133 [5.942, 8.258]"
near_eye,Near-eye (primary),MPI,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant-day,h,primary_outcome,Bedside sleep-environment measurement,150,150,26,150,6.780777777777778,1.5073913551196438,5.8583333333333325,6.908333333333333,7.7625,,6.781,"6.908 [5.858, 7.763]"
near_eye,Near-eye (primary),TUM,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant-day,h,primary_outcome,Bedside sleep-environment measurement,60,60,10,60,5.967777777777778,1.974369351901401,4.683333333333334,5.858333333333333,7.05,,5.968,"5.858 [4.683, 7.05]"
near_eye,Near-eye (primary),FUSPCEU,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant-day,h,primary_outcome,Bedside sleep-environment measurement,129,118,23,118,8.039689265536722,1.9580160311428434,7.170833333333333,8.091666666666667,9.166666666666668,,8.04,"8.092 [7.171, 9.167]"
near_eye,Near-eye (primary),IZTECH,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant-day,h,primary_outcome,Bedside sleep-environment measurement,101,99,17,99,6.664309764309764,2.115604492854733,5.125,6.75,8.25,,6.664,"6.75 [5.125, 8.25]"
near_eye,Near-eye (primary),UCR,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant-day,h,primary_outcome,Bedside sleep-environment measurement,32,31,6,31,6.655913978494624,1.716470044765089,6.1,6.933333333333334,7.6,,6.656,"6.933 [6.1, 7.6]"
near_eye,Near-eye (primary),KNUST,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant-day,h,primary_outcome,Bedside sleep-environment measurement,81,81,15,81,7.591152263374486,2.2571354240185495,6.516666666666667,7.516666666666667,9,,7.591,"7.517 [6.517, 9]"
near_eye,Near-eye (primary),Overall,longest_bout_above_250,Longest period above 250 lx melEDI,Longest period above 250 lx melEDI,PAT250,duration-based,participant-day,h,primary_outcome,Observed lower bound,816,816,141,816,0.9163807189542486,1.002126872461014,0.2833333333333333,0.6333333333333333,1.2041666666666666,,0.9164,"0.6333 [0.2833, 1.204]"
near_eye,Near-eye (primary),RISE,longest_bout_above_250,Longest period above 250 lx melEDI,Longest period above 250 lx melEDI,PAT250,duration-based,participant-day,h,primary_outcome,Observed lower bound,78,78,13,78,1.2014957264957264,1.0357330949588528,0.45833333333333337,0.9416666666666667,1.4458333333333333,,1.201,"0.9417 [0.4583, 1.446]"
near_eye,Near-eye (primary),THUAS,longest_bout_above_250,Longest period above 250 lx melEDI,Longest period above 250 lx melEDI,PAT250,duration-based,participant-day,h,primary_outcome,Observed lower bound,78,78,13,78,1.15,1.2456475451096938,0.38750000000000007,0.7916666666666667,1.3416666666666666,,1.15,"0.7917 [0.3875, 1.342]"
near_eye,Near-eye (primary),BAUA,longest_bout_above_250,Longest period above 250 lx melEDI,Longest period above 250 lx melEDI,PAT250,duration-based,participant-day,h,primary_outcome,Observed lower bound,107,107,18,107,1.327570093457944,1.5120776916257495,0.35,1,1.6583333333333332,,1.328,"1 [0.35, 1.658]"
near_eye,Near-eye (primary),MPI,longest_bout_above_250,Longest period above 250 lx melEDI,Longest period above 250 lx melEDI,PAT250,duration-based,participant-day,h,primary_outcome,Observed lower bound,150,150,26,150,0.8375555555555556,0.9037336315301301,0.21666666666666667,0.5833333333333334,1.1,,0.8376,"0.5833 [0.2167, 1.1]"
near_eye,Near-eye (primary),TUM,longest_bout_above_250,Longest period above 250 lx melEDI,Longest period above 250 lx melEDI,PAT250,duration-based,participant-day,h,primary_outcome,Observed lower bound,60,60,10,60,1.0202777777777778,1.0306146652354449,0.29166666666666663,0.625,1.5333333333333332,,1.02,"0.625 [0.2917, 1.533]"
near_eye,Near-eye (primary),FUSPCEU,longest_bout_above_250,Longest period above 250 lx melEDI,Longest period above 250 lx melEDI,PAT250,duration-based,participant-day,h,primary_outcome,Observed lower bound,129,129,23,129,0.7422480620155039,0.5941009434768232,0.26666666666666666,0.6333333333333333,1.0666666666666669,,0.7422,"0.6333 [0.2667, 1.067]"
near_eye,Near-eye (primary),IZTECH,longest_bout_above_250,Longest period above 250 lx melEDI,Longest period above 250 lx melEDI,PAT250,duration-based,participant-day,h,primary_outcome,Observed lower bound,101,101,17,101,0.7125412541254125,0.6799567222363578,0.23333333333333336,0.5666666666666667,0.9166666666666666,,0.7125,"0.5667 [0.2333, 0.9167]"
near_eye,Near-eye (primary),UCR,longest_bout_above_250,Longest period above 250 lx melEDI,Longest period above 250 lx melEDI,PAT250,duration-based,participant-day,h,primary_outcome,Observed lower bound,32,32,6,32,0.5072916666666667,0.33845361758220327,0.26666666666666666,0.4666666666666667,0.7124999999999999,,0.5073,"0.4667 [0.2667, 0.7125]"
near_eye,Near-eye (primary),KNUST,longest_bout_above_250,Longest period above 250 lx melEDI,Longest period above 250 lx melEDI,PAT250,duration-based,participant-day,h,primary_outcome,Observed lower bound,81,81,15,81,0.6358024691358024,0.7466876443812398,0.25,0.38333333333333336,0.8166666666666667,,0.6358,"0.3833 [0.25, 0.8167]"
near_eye,Near-eye (primary),Overall,first_timing_above_250,First light timing above 250 lx melEDI,First light timing above 250 lx melEDI,FLIT250,timing-based,participant-day,clock time,primary_outcome,Boundary-censoring rule,816,727,140,727,566.2845020903866,141.9752804120474,482,548,639.5,0.8254057226051008,09:26,"09:08 [08:02, 10:40]"
near_eye,Near-eye (primary),RISE,first_timing_above_250,First light timing above 250 lx melEDI,First light timing above 250 lx melEDI,FLIT250,timing-based,participant-day,clock time,primary_outcome,Boundary-censoring rule,78,74,13,74,483.03713192968723,92.25258723259314,416.25,477,513,0.9221804727447652,08:03,"07:57 [06:56, 08:33]"
near_eye,Near-eye (primary),THUAS,first_timing_above_250,First light timing above 250 lx melEDI,First light timing above 250 lx melEDI,FLIT250,timing-based,participant-day,clock time,primary_outcome,Boundary-censoring rule,78,68,13,68,557.2683690064067,116.43668248382131,498.25,544,591.5,0.8789231243640714,09:17,"09:04 [08:18, 09:52]"
near_eye,Near-eye (primary),BAUA,first_timing_above_250,First light timing above 250 lx melEDI,First light timing above 250 lx melEDI,FLIT250,timing-based,participant-day,clock time,primary_outcome,Boundary-censoring rule,107,93,18,93,524.5087259337713,140.50224305486464,430,516,613,0.8286816199929763,08:45,"08:36 [07:10, 10:13]"
near_eye,Near-eye (primary),MPI,first_timing_above_250,First light timing above 250 lx melEDI,First light timing above 250 lx melEDI,FLIT250,timing-based,participant-day,clock time,primary_outcome,Boundary-censoring rule,150,133,25,133,585.330159459581,140.6092232309495,493,583,653,0.8284444213668223,09:45,"09:43 [08:13, 10:53]"
near_eye,Near-eye (primary),TUM,first_timing_above_250,First light timing above 250 lx melEDI,First light timing above 250 lx melEDI,FLIT250,timing-based,participant-day,clock time,primary_outcome,Boundary-censoring rule,60,56,10,56,579.2902188601255,192.27152553963754,478.25,576.5,653.25,0.7033416572297149,09:39,"09:36 [07:58, 10:53]"
near_eye,Near-eye (primary),FUSPCEU,first_timing_above_250,First light timing above 250 lx melEDI,First light timing above 250 lx melEDI,FLIT250,timing-based,participant-day,clock time,primary_outcome,Boundary-censoring rule,129,118,23,118,605.3074208952735,138.3897315956668,519.5,572,680.75,0.8333422644567079,10:05,"09:32 [08:40, 11:21]"
near_eye,Near-eye (primary),IZTECH,first_timing_above_250,First light timing above 250 lx melEDI,First light timing above 250 lx melEDI,FLIT250,timing-based,participant-day,clock time,primary_outcome,Boundary-censoring rule,101,95,17,95,626.3601387479657,148.44060698755243,545.5,601,712,0.8107836944266863,10:26,"10:01 [09:06, 11:52]"
near_eye,Near-eye (primary),UCR,first_timing_above_250,First light timing above 250 lx melEDI,First light timing above 250 lx melEDI,FLIT250,timing-based,participant-day,clock time,primary_outcome,Boundary-censoring rule,32,29,6,29,516.3584676033223,90.16461169352736,446,491,597,0.9255301226929551,08:36,"08:11 [07:26, 09:57]"
near_eye,Near-eye (primary),KNUST,first_timing_above_250,First light timing above 250 lx melEDI,First light timing above 250 lx melEDI,FLIT250,timing-based,participant-day,clock time,primary_outcome,Boundary-censoring rule,81,61,15,61,559.3665831140851,111.8062864406263,481,523,610,0.8878101746789032,09:19,"08:43 [08:01, 10:10]"
near_eye,Near-eye (primary),Overall,last_timing_above_250,Last light timing above 250 lx melEDI,Last light timing above 250 lx melEDI,LLIT250,timing-based,participant-day,clock time,primary_outcome,Boundary-censoring rule,816,687,141,687,1082.9461487804379,155.73414676411397,987,1088,1182,0.7938405701441107,18:03,"18:08 [16:27, 19:42]"
near_eye,Near-eye (primary),RISE,last_timing_above_250,Last light timing above 250 lx melEDI,Last light timing above 250 lx melEDI,LLIT250,timing-based,participant-day,clock time,primary_outcome,Boundary-censoring rule,78,73,13,73,1119.0224711030614,97.80947090163077,1058,1121,1178,0.9129554790193327,18:39,"18:41 [17:38, 19:38]"
near_eye,Near-eye (primary),THUAS,last_timing_above_250,Last light timing above 250 lx melEDI,Last light timing above 250 lx melEDI,LLIT250,timing-based,participant-day,clock time,primary_outcome,Boundary-censoring rule,78,62,13,62,1116.542525803165,127.59942252285009,1057.25,1110.5,1198.75,0.8564242012364295,18:37,"18:30 [17:37, 19:59]"
near_eye,Near-eye (primary),BAUA,last_timing_above_250,Last light timing above 250 lx melEDI,Last light timing above 250 lx melEDI,LLIT250,timing-based,participant-day,clock time,primary_outcome,Boundary-censoring rule,107,89,18,89,1156.1731220591428,147.84819907129824,1084,1174,1242,0.8121395353371893,19:16,"19:34 [18:04, 20:42]"
near_eye,Near-eye (primary),MPI,last_timing_above_250,Last light timing above 250 lx melEDI,Last light timing above 250 lx melEDI,LLIT250,timing-based,participant-day,clock time,primary_outcome,Boundary-censoring rule,150,121,26,121,1037.6042692097149,164.2533965846193,935,1057,1149,0.7735053132011038,17:18,"17:37 [15:35, 19:09]"
near_eye,Near-eye (primary),TUM,last_timing_above_250,Last light timing above 250 lx melEDI,Last light timing above 250 lx melEDI,LLIT250,timing-based,participant-day,clock time,primary_outcome,Boundary-censoring rule,60,53,10,53,1173.4244722796739,130.75134601238736,1117,1190,1250,0.8498112249394555,19:33,"19:50 [18:37, 20:50]"
near_eye,Near-eye (primary),FUSPCEU,last_timing_above_250,Last light timing above 250 lx melEDI,Last light timing above 250 lx melEDI,LLIT250,timing-based,participant-day,clock time,primary_outcome,Boundary-censoring rule,129,106,23,106,1081.1999735304698,141.3788413971551,1006.25,1068.5,1158.75,0.8267346988039521,18:01,"17:48 [16:46, 19:19]"
near_eye,Near-eye (primary),IZTECH,last_timing_above_250,Last light timing above 250 lx melEDI,Last light timing above 250 lx melEDI,LLIT250,timing-based,participant-day,clock time,primary_outcome,Boundary-censoring rule,101,89,17,89,1103.1187567048196,135.41846068067807,1022,1125,1178,0.8398211400001612,18:23,"18:45 [17:02, 19:38]"
near_eye,Near-eye (primary),UCR,last_timing_above_250,Last light timing above 250 lx melEDI,Last light timing above 250 lx melEDI,LLIT250,timing-based,participant-day,clock time,primary_outcome,Boundary-censoring rule,32,28,6,28,922.1260974019535,157.7849921885195,800,945,997.75,0.7889965424682462,15:22,"15:45 [13:20, 16:38]"
near_eye,Near-eye (primary),KNUST,last_timing_above_250,Last light timing above 250 lx melEDI,Last light timing above 250 lx melEDI,LLIT250,timing-based,participant-day,clock time,primary_outcome,Boundary-censoring rule,81,66,15,66,945.6343896416834,132.69391946072605,874,954.5,1044.75,0.845681342977139,15:46,"15:54 [14:34, 17:25]"
near_eye,Near-eye (primary),Overall,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,participant-day,clock time,primary_outcome,Duration-weighted mean timing,816,742,141,742,810.7504442759686,111.68715513896588,748.788275408601,809.1481371046505,879.2280802841931,0.8880352203081271,13:31,"13:29 [12:29, 14:39]"
near_eye,Near-eye (primary),RISE,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,participant-day,clock time,primary_outcome,Duration-weighted mean timing,78,72,13,72,800.5114748580162,85.22540354311023,748.7663634320515,799.8030709516582,863.8272837534638,0.9331940157097726,13:21,"13:20 [12:29, 14:24]"
near_eye,Near-eye (primary),THUAS,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,participant-day,clock time,primary_outcome,Duration-weighted mean timing,78,71,13,71,842.1191854227418,100.68272759424242,793.4169332745819,831.8373663355505,905.6051825821571,0.9080124420499246,14:02,"13:52 [13:13, 15:06]"
near_eye,Near-eye (primary),BAUA,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,participant-day,clock time,primary_outcome,Duration-weighted mean timing,107,93,18,93,831.0857474709916,116.14517713095093,747.6370471303667,824.2927520903095,895.0550652852038,0.8794905620479321,13:51,"13:44 [12:28, 14:55]"
near_eye,Near-eye (primary),MPI,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,participant-day,clock time,primary_outcome,Duration-weighted mean timing,150,138,26,138,803.6692617269831,105.31636950999535,736.7645897589266,796.744309745465,871.3685224072448,0.8997992354737943,13:24,"13:17 [12:17, 14:31]"
near_eye,Near-eye (primary),TUM,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,participant-day,clock time,primary_outcome,Duration-weighted mean timing,60,55,10,55,848.6317813626417,142.3376313799044,777.5050752917717,844.3103041310827,924.9300310110577,0.8245966540823428,14:09,"14:04 [12:58, 15:25]"
near_eye,Near-eye (primary),FUSPCEU,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,participant-day,clock time,primary_outcome,Duration-weighted mean timing,129,117,23,117,827.3310763944902,93.41790431913444,774.9859411726785,822.6101845266646,868.7645222762931,0.9202830656885208,13:47,"13:43 [12:55, 14:29]"
near_eye,Near-eye (primary),IZTECH,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,participant-day,clock time,primary_outcome,Duration-weighted mean timing,101,94,17,94,844.335853147385,98.7810631307916,774.3167447634333,837.6393778206833,897.9210117356483,0.9112970143459787,14:04,"13:58 [12:54, 14:58]"
near_eye,Near-eye (primary),UCR,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,participant-day,clock time,primary_outcome,Duration-weighted mean timing,32,31,6,31,686.2654950896182,95.61960282670506,628.4748829141764,689.9835934177734,758.3484850385153,0.9166441501839048,11:26,"11:30 [10:28, 12:38]"
near_eye,Near-eye (primary),KNUST,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,participant-day,clock time,primary_outcome,Duration-weighted mean timing,81,71,15,71,730.6962575497988,95.60458559758378,664.1393023097185,736.9573384309392,784.4914985908737,0.9166692080507672,12:11,"12:17 [11:04, 13:04]"
near_eye,Near-eye (primary),Overall,m10_midpoint,Midpoint of the brightest 10 hours,Midpoint of the brightest 10 hours,M10,timing-based,participant-day,clock time,primary_outcome,Supported 10-hour window,816,816,141,816,835.6067574928579,111.2101153882233,768,824,900,0.8889345399547339,13:56,"13:44 [12:48, 15:00]"
near_eye,Near-eye (primary),RISE,m10_midpoint,Midpoint of the brightest 10 hours,Midpoint of the brightest 10 hours,M10,timing-based,participant-day,clock time,primary_outcome,Supported 10-hour window,78,78,13,78,800.3400384301485,92.5097690893727,748.5,795.5,850,0.9217634341206129,13:20,"13:16 [12:28, 14:10]"
near_eye,Near-eye (primary),THUAS,m10_midpoint,Midpoint of the brightest 10 hours,Midpoint of the brightest 10 hours,M10,timing-based,participant-day,clock time,primary_outcome,Supported 10-hour window,78,78,13,78,861.9928189334901,111.2723465575687,803,851.5,918,0.8888173879668826,14:22,"14:12 [13:23, 15:18]"
near_eye,Near-eye (primary),BAUA,m10_midpoint,Midpoint of the brightest 10 hours,Midpoint of the brightest 10 hours,M10,timing-based,participant-day,clock time,primary_outcome,Supported 10-hour window,107,107,18,107,840.476056367193,102.47163567525607,774,832,904.5,0.9048765599751281,14:00,"13:52 [12:54, 15:04]"
near_eye,Near-eye (primary),MPI,m10_midpoint,Midpoint of the brightest 10 hours,Midpoint of the brightest 10 hours,M10,timing-based,participant-day,clock time,primary_outcome,Supported 10-hour window,150,150,26,150,831.5965833987987,102.47768417145531,766.75,818,883.75,0.90486588208553,13:52,"13:38 [12:47, 14:44]"
near_eye,Near-eye (primary),TUM,m10_midpoint,Midpoint of the brightest 10 hours,Midpoint of the brightest 10 hours,M10,timing-based,participant-day,clock time,primary_outcome,Supported 10-hour window,60,60,10,60,870.8836268649317,134.26423094845873,770.25,893.5,963.25,0.8423133261849544,14:31,"14:54 [12:50, 16:03]"
near_eye,Near-eye (primary),FUSPCEU,m10_midpoint,Midpoint of the brightest 10 hours,Midpoint of the brightest 10 hours,M10,timing-based,participant-day,clock time,primary_outcome,Supported 10-hour window,129,129,23,129,850.0846647485421,110.64730129991632,786,824,920,0.8899917750748633,14:10,"13:44 [13:06, 15:20]"
near_eye,Near-eye (primary),IZTECH,m10_midpoint,Midpoint of the brightest 10 hours,Midpoint of the brightest 10 hours,M10,timing-based,participant-day,clock time,primary_outcome,Supported 10-hour window,101,101,17,101,865.4496867295014,97.40559135961446,812,850,921,0.9136409396581082,14:25,"14:10 [13:32, 15:21]"
near_eye,Near-eye (primary),UCR,m10_midpoint,Midpoint of the brightest 10 hours,Midpoint of the brightest 10 hours,M10,timing-based,participant-day,clock time,primary_outcome,Supported 10-hour window,32,32,6,32,774.6551848494927,104.08245648919109,709.25,754,842,0.9020151008420078,12:55,"12:34 [11:49, 14:02]"
near_eye,Near-eye (primary),KNUST,m10_midpoint,Midpoint of the brightest 10 hours,Midpoint of the brightest 10 hours,M10,timing-based,participant-day,clock time,primary_outcome,Supported 10-hour window,81,81,15,81,783.384968297979,118.21693562610656,726,769,819,0.8754349238768334,13:03,"12:49 [12:06, 13:39]"
near_eye,Near-eye (primary),Overall,l10_midpoint,Midpoint of the darkest 10 hours,Midpoint of the darkest 10 hours,L10,timing-based,participant-day,clock time,primary_outcome,Supported midnight-wrapping 10-hour window,816,816,141,816,177.97246526830264,101.14746263140896,120.75000000000006,174.00000000000006,230.00000000000006,0.907202051760594,02:58,"02:54 [02:01, 03:50]"
near_eye,Near-eye (primary),RISE,l10_midpoint,Midpoint of the darkest 10 hours,Midpoint of the darkest 10 hours,L10,timing-based,participant-day,clock time,primary_outcome,Supported midnight-wrapping 10-hour window,78,78,13,78,123.02240832954308,66.60583824339116,84.50000000000003,121.50000000000003,167.75000000000003,0.9586484947743246,02:03,"02:02 [01:24, 02:48]"
near_eye,Near-eye (primary),THUAS,l10_midpoint,Midpoint of the darkest 10 hours,Midpoint of the darkest 10 hours,L10,timing-based,participant-day,clock time,primary_outcome,Supported midnight-wrapping 10-hour window,78,78,13,78,169.5685170793266,124.93360794128222,121.24999999999997,174.99999999999997,207.49999999999997,0.8619301750016951,02:50,"02:55 [02:01, 03:28]"
near_eye,Near-eye (primary),BAUA,l10_midpoint,Midpoint of the darkest 10 hours,Midpoint of the darkest 10 hours,L10,timing-based,participant-day,clock time,primary_outcome,Supported midnight-wrapping 10-hour window,107,107,18,107,156.69413898270577,79.17357293475693,104.99999999999997,151.99999999999997,201.99999999999997,0.9420741753840776,02:37,"02:32 [01:45, 03:22]"
near_eye,Near-eye (primary),MPI,l10_midpoint,Midpoint of the darkest 10 hours,Midpoint of the darkest 10 hours,L10,timing-based,participant-day,clock time,primary_outcome,Supported midnight-wrapping 10-hour window,150,150,26,150,195.5293288000842,94.2025390656453,131.25000000000003,187.50000000000003,249.75000000000003,0.9189943129120974,03:16,"03:08 [02:11, 04:10]"
near_eye,Near-eye (primary),TUM,l10_midpoint,Midpoint of the darkest 10 hours,Midpoint of the darkest 10 hours,L10,timing-based,participant-day,clock time,primary_outcome,Supported midnight-wrapping 10-hour window,60,60,10,60,190.0945942279671,119.87213506493195,114.25000000000006,157.00000000000006,257.25000000000006,0.8721569607688582,03:10,"02:37 [01:54, 04:17]"
near_eye,Near-eye (primary),FUSPCEU,l10_midpoint,Midpoint of the darkest 10 hours,Midpoint of the darkest 10 hours,L10,timing-based,participant-day,clock time,primary_outcome,Supported midnight-wrapping 10-hour window,129,129,23,129,213.72983331801686,108.70384970925963,163,219,274,0.8936107526271122,03:34,"03:39 [02:43, 04:34]"
near_eye,Near-eye (primary),IZTECH,l10_midpoint,Midpoint of the darkest 10 hours,Midpoint of the darkest 10 hours,L10,timing-based,participant-day,clock time,primary_outcome,Supported midnight-wrapping 10-hour window,101,101,17,101,206.41652183749665,85.15203264415395,152.99999999999994,210.99999999999994,253.99999999999994,0.9333050707979651,03:26,"03:31 [02:33, 04:14]"
near_eye,Near-eye (primary),UCR,l10_midpoint,Midpoint of the darkest 10 hours,Midpoint of the darkest 10 hours,L10,timing-based,participant-day,clock time,primary_outcome,Supported midnight-wrapping 10-hour window,32,32,6,32,129.5419568367634,86.95599183636259,65.00000000000006,105.00000000000006,181.00000000000006,0.9305507495784547,02:10,"01:45 [01:05, 03:01]"
near_eye,Near-eye (primary),KNUST,l10_midpoint,Midpoint of the darkest 10 hours,Midpoint of the darkest 10 hours,L10,timing-based,participant-day,clock time,primary_outcome,Supported midnight-wrapping 10-hour window,81,81,15,81,156.05445681960603,96.00092268425041,124.00000000000003,153.00000000000003,197.00000000000003,0.9160067885077103,02:36,"02:33 [02:04, 03:17]"
near_eye,Near-eye (primary),Overall,dose_time_sensitive_corrected_medi,melEDI dose,melEDI dose,Dose,exposure-history-based,participant-day,lx·h,primary_outcome,Time-sensitive missing-coverage correction,816,761,141,761,10358.39956284192,16215.575200531042,1936.2984213445752,4959.551889056097,12313.313277777765,,"10,358","4,960 [1,936, 12,313]"
near_eye,Near-eye (primary),RISE,dose_time_sensitive_corrected_medi,melEDI dose,melEDI dose,Dose,exposure-history-based,participant-day,lx·h,primary_outcome,Time-sensitive missing-coverage correction,78,71,13,71,19922.73336620387,27784.245200592675,3891.6763740867336,9296.331555555558,21894.75831728654,,"19,923","9,296 [3,892, 21,895]"
near_eye,Near-eye (primary),THUAS,dose_time_sensitive_corrected_medi,melEDI dose,melEDI dose,Dose,exposure-history-based,participant-day,lx·h,primary_outcome,Time-sensitive missing-coverage correction,78,74,13,74,15881.368206343768,20394.84408374727,3854.7757708333315,10494.586389397811,17394.590923611107,,"15,881","10,495 [3,855, 17,395]"
near_eye,Near-eye (primary),BAUA,dose_time_sensitive_corrected_medi,melEDI dose,melEDI dose,Dose,exposure-history-based,participant-day,lx·h,primary_outcome,Time-sensitive missing-coverage correction,107,97,18,97,13808.95896982318,23710.663328906714,2468.9643055555593,6751.068213279801,14435.382759360578,,"13,809","6,751 [2,469, 14,435]"
near_eye,Near-eye (primary),MPI,dose_time_sensitive_corrected_medi,melEDI dose,melEDI dose,Dose,exposure-history-based,participant-day,lx·h,primary_outcome,Time-sensitive missing-coverage correction,150,137,26,137,7719.197694028143,9846.880648385626,1411.2130172642385,3862.488879656235,10216.505166666668,,"7,719","3,862 [1,411, 10,217]"
near_eye,Near-eye (primary),TUM,dose_time_sensitive_corrected_medi,melEDI dose,melEDI dose,Dose,exposure-history-based,participant-day,lx·h,primary_outcome,Time-sensitive missing-coverage correction,60,55,10,55,10054.640203088704,11237.244492409374,1897.3900144725928,7110.285591664552,15789.174364760016,,"10,055","7,110 [1,897, 15,789]"
