run_id,model_role,site,work_free_day,activity_status,clock_hour_bin,one_hour_observations,participant_days,participants,residual_mean,residual_sd,fitted_mean,observed_mean,zero_fraction
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",3,17,17,9,-15.467221799330423,0.8507606577913842,240.44079926713826,0.26397759124311776,0.8823529411764706
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",4,17,17,9,-15.466509226384025,0.849919672434841,240.44079926713826,0.2764341944336731,0.9411764705882353
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",5,17,17,9,-15.401444357310366,0.8872533462429915,240.44079926713826,1.2728820322562664,0.47058823529411764
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",6,17,17,9,-13.440390712355862,6.3066423411249914,240.44079926713826,31.313540690684672,0.17647058823529413
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",7,17,17,9,-8.266355417903805,16.493427392933487,240.44079926713826,113.7816995029759,0.17647058823529413
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",8,17,17,9,-2.094669117525449,32.49521132602766,240.44079926713826,209.20822565237535,0.17647058823529413
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",9,17,17,9,4.823196159898772,52.89474862458521,240.44079926713826,314.13405224388134,0.17647058823529413
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",10,17,17,9,10.894616630758788,63.66936204100811,240.44079926713826,404.7259664278493,0.058823529411764705
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",11,15,15,8,-7.292903898769918,8.511796379000806,238.56105199285489,125.29678874305188,0
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",12,17,17,9,5.963433376921968,49.85136427188929,240.44079926713826,326.61514914829496,0
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",13,17,17,9,54.981680633258335,240.84890591377925,240.44079926713826,1057.5554290460077,0
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",14,17,17,9,52.78009062363515,130.7321177338323,240.44079926713826,1061.7086552691007,0
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",15,17,17,9,25.113531957363353,59.991316772924606,240.44079926713826,650.6449316722358,0
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",16,16,16,9,3.5460117200716246,18.835448163150698,242.13198283455088,299.087058848915,0
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",17,16,16,9,12.902284799412426,40.97220304919232,240.5039423417743,436.80799223059313,0
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",18,14,14,9,-5.879127426374996,9.978081992425862,241.9529021512979,151.93513924439546,0
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",19,16,16,9,-10.141677739839942,4.605537304462132,240.4906780149374,83.30695141245249,0
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",20,16,16,9,-13.618509034222855,1.8419014745377003,241.12700531644228,29.438463125899638,0
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",21,17,17,9,-14.757899502403891,1.2013753429947198,240.44079926713826,11.22475237736014,0
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",22,15,15,8,-14.579164095348059,1.5044938888857022,241.124444566588,14.143748462602822,0.06666666666666667
employment_eligible__glasses__all_available,additive,TUM,Free day,"Active (light, moderate, or vigorous exercise)",23,15,15,8,-15.131812803173032,1.1964131625682777,242.97668152496937,6.57757305034594,0.13333333333333333
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),0,13,13,7,-11.061648039104758,0.8037223241963992,129.82498846782556,3.552210303172578,0.5384615384615384
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),1,13,13,7,-11.015039997830836,0.8740498875215977,129.82498846782556,4.103403327982068,0.46153846153846156
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),2,13,13,7,-11.125005107139403,0.7713529972938092,129.82498846782556,2.9383771341923186,0.6923076923076923
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),3,13,13,7,-11.111716563756675,0.787332508709983,129.82498846782556,3.105073443732468,0.8461538461538461
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),4,13,13,7,-11.20962656235286,0.8253637599996512,129.82498846782556,1.9232249631750427,0.7692307692307693
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),5,13,13,7,-11.093969413741084,1.2623183089553005,129.82498846782556,3.0901239364105537,0.46153846153846156
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),6,13,13,7,-6.6394707174991225,15.234160321002564,129.82498846782556,53.49330369956133,0.46153846153846156
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),7,13,13,7,0.7094040711899684,38.363876407107355,129.82498846782556,136.77167041681028,0.38461538461538464
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),8,13,13,7,13.055452939349788,76.90117438592189,129.82498846782556,278.3331251439175,0.38461538461538464
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),9,13,13,7,20.95208696461093,103.97322912634556,129.82498846782556,366.3612200845245,0.3076923076923077
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),10,12,12,7,17.10196051010303,70.831440784536,131.44569980835584,322.23000120142683,0.25
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),11,12,12,7,8.636956205609028,42.59374159729907,131.23969034130704,216.82435426675084,0
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),12,11,11,7,-3.198271661677784,7.675160264539679,130.7368363655026,90.9001539314418,0
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),13,11,11,7,11.548946056706308,45.42581482816452,130.96157396591946,251.12672367963452,0
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),14,13,13,7,3.6595757920691216,15.959490295728646,129.82498846782556,171.19159136433925,0
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),15,13,13,7,-0.13489453990052394,9.577257656382006,129.82498846782556,127.78177661116936,0
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),16,12,12,7,0.48980933656240183,12.07741391702831,131.2313546714608,133.65442628496479,0
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),17,13,13,7,-4.829118168400853,6.593803421787645,129.82498846782556,73.98079365046208,0
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),18,13,13,7,-4.718882535638915,7.746250418234117,129.82498846782556,75.39316817727052,0
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),19,12,12,7,-8.024897830397403,2.3025240283479977,128.46304770349622,36.9968688486686,0
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),20,11,11,6,-9.528759024656912,1.6994901418974857,130.06701249893155,20.784388587641548,0
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),21,12,12,6,-10.160111680055365,1.230687248056543,129.845790632272,13.86138605051768,0
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),22,12,12,6,-10.592954656970408,1.6823722616166181,129.845790632272,8.42065296905861,0.16666666666666666
employment_eligible__glasses__all_available,additive,TUM,Free day,Sedentary (no reported exercise),23,11,11,5,-10.84481380058647,1.4419369907281547,131.2629483603177,6.382293785523216,0.36363636363636365
employment_eligible__glasses__all_available,additive,TUM,Work day,Sedentary (no reported exercise),11,9,9,4,17.393000534136473,34.9020708471022,86.30549496365164,247.30277833820503,0
employment_eligible__glasses__all_available,additive,TUM,Work day,Sedentary (no reported exercise),12,9,9,4,29.435333001678643,56.400452642259026,86.30549496365164,361.54580819884904,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",0,29,29,14,-10.5903803386478,0.33132352157886524,112.58943126500324,0.16706733649648808,0.9310344827586207
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",1,29,29,14,-10.605338708494557,0.32675049100896025,112.58943126500324,0.006573778331533424,0.9655172413793104
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",2,30,30,15,-10.618611702183777,0.32981766571356724,112.86006818461713,0,1
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",3,30,30,15,-10.618611702183777,0.32981766571356724,112.86006818461713,0,1
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",4,30,30,15,-10.618611702183777,0.32981766571356724,112.86006818461713,0,1
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",5,30,30,15,-10.618611702183777,0.32981766571356724,112.86006818461713,0,1
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",6,30,30,15,-10.609123806224186,0.33038964064159404,112.86006818461713,0.10140151138361163,0.8333333333333334
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",7,30,30,15,-10.314067248271206,0.8392191721607664,112.86006818461713,3.2770914490984024,0.4
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",8,30,30,15,-6.479301697802276,4.606330361342475,112.86006818461713,44.45445731253885,0.2
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",9,29,29,14,5.49866148597264,8.240865787263628,112.58943126500324,171.79131012114112,0.06896551724137931
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",10,30,30,15,7.365402683173986,10.870487172358093,112.86006818461713,191.74193855585676,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",11,29,29,15,10.066910450059616,10.355008579849134,112.89138576327139,220.1165335705826,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",12,30,30,15,16.20814985478728,15.987387458910414,112.86006818461713,283.81054117018004,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",13,30,30,15,54.14087225169966,205.65441553083062,112.86006818461713,687.0732712838359,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",14,28,28,14,58.82533308406054,122.66890968629224,112.47435297323356,736.7833869433357,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",15,29,29,15,14.661147002178716,25.931634242638292,112.43927214837375,268.27475169689495,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",16,30,30,15,13.961970585053148,32.26258251414186,112.86006818461713,259.50898428306573,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",17,30,30,15,2.2392833359921416,12.138654242196322,112.86006818461713,135.535040266444,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",22,28,28,15,-9.562747276234886,1.5563036285872607,113.00948763143225,11.360460600112798,0.10714285714285714
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",23,29,29,15,-10.467822539495009,0.7922960366662419,113.56095756693405,1.942721154932286,0.41379310344827586
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",18,29,29,15,-4.126134695261233,9.38740859747409,112.83973854343095,67.5503871839025,0.034482758620689655
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",19,27,27,15,-6.4548359937214235,6.403517947695933,112.08620328987394,42.700049688579405,0.18518518518518517
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",20,27,27,15,-6.810944889414923,5.14301194530966,112.5871012673085,39.25669182903814,0.1111111111111111
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,"Active (light, moderate, or vigorous exercise)",21,28,28,15,-8.858298626175579,3.2743898848308186,112.74551954961595,18.31990302245606,0.10714285714285714
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",0,20,20,12,-12.603544460035154,0.7178641830222501,160.44156291301186,0.5656028611581448,0.75
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",1,20,20,12,-12.646032022330138,0.7298832321468635,160.44156291301186,0.006673832163937228,0.9
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",2,20,20,12,-12.64660570261561,0.7290419925687691,160.44156291301186,0,1
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",3,20,20,12,-12.646603991142376,0.7290463449692997,160.44156291301186,1.8629917352356445e-5,0.95
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",4,20,20,12,-12.64660570261561,0.7290419925687691,160.44156291301186,0,1
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",5,20,20,12,-12.64660570261561,0.7290419925687691,160.44156291301186,0,1
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",6,20,20,12,-12.644759637300458,0.7276851716610484,160.44156291301186,0.024301019494639177,0.85
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",7,20,20,12,-12.452310761461243,0.7160463942845499,160.44156291301186,2.559670167981876,0.8
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",8,20,20,12,-11.953470421807118,1.3432727938009474,160.44156291301186,9.167010538938392,0.65
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",9,20,20,12,-9.880845680641471,6.549895944176938,160.44156291301186,35.59373409751881,0.45
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",10,19,19,12,-8.847979594146462,6.631956550432543,160.48708667515473,49.314586505949514,0.21052631578947367
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",11,20,20,12,15.630204304356026,65.84858818932268,160.44156291301186,357.49415229353724,0.05
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",12,20,20,12,0.7775291486676282,27.67254877354886,160.44156291301186,169.69982159598513,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",13,20,20,12,10.171912428283179,46.90537809892875,160.44156291301186,290.12893609448514,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",14,19,19,12,3.8236086899663486,20.466556458119026,160.77952613020986,210.02183164617858,0.05263157894736842
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",15,18,18,12,-5.723373306997363,10.45902428384962,159.99925536820612,86.9167066177001,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",16,17,17,10,-7.013966750039024,6.4459007225373375,161.22158236276442,72.50095376753991,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",17,18,18,11,-8.906597700768726,5.983856343920734,161.13019508884958,48.479603931326004,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",18,18,18,11,-10.88315691116693,2.370958699024864,161.13019508884958,22.96026308646719,0.05555555555555555
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",19,19,19,11,-11.569257970350286,1.8214379891857173,162.64954084527835,14.943128661003023,0.05263157894736842
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",20,18,18,10,-11.70987997459578,1.2683747398636651,162.29471536423347,12.746956320316736,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",21,19,19,11,-11.628744776575818,1.2054494150293265,162.64954084527835,14.122562140999529,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",22,19,19,12,-12.312474116044417,0.8823908783199299,160.48708667515473,4.224955974401101,0.10526315789473684
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,"Active (light, moderate, or vigorous exercise)",23,20,20,12,-12.569961006752507,0.6725471755487414,160.44156291301186,1.0278635893213517,0.65
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),0,25,25,13,-7.7417314076741715,0.23991819197648745,60.29040172186153,0.15335873415983395,0.76
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),1,25,25,13,-7.760662820741652,0.25518437905217145,60.29040172186153,0,1
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),2,25,25,13,-7.760662820741652,0.25518437905217145,60.29040172186153,0,1
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),3,25,25,13,-7.760662820741652,0.25518437905217145,60.29040172186153,0,1
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),4,25,25,13,-7.760662820741652,0.25518437905217145,60.29040172186153,0,1
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),5,25,25,13,-7.760662820741652,0.25518437905217145,60.29040172186153,0,1
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),6,25,25,13,-7.760608351488228,0.25517863115118505,60.29040172186153,4.2416120041764265e-4,0.96
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),7,25,25,13,-7.480584760086621,0.6414579677324286,60.29040172186153,2.1449217482036067,0.44
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),8,25,25,13,0.3448532190951961,8.725677581634361,60.29040172186153,63.13807530628069,0.12
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),9,25,25,13,18.00548309382296,15.2562377374325,60.29040172186153,200.12204357385292,0.04
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),10,24,24,13,19.461403720145015,14.144904654609121,60.45913049624501,211.9959444262428,0.041666666666666664
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),11,24,24,13,22.865478026242744,15.273641664184458,60.45913049624501,238.48782174607487,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),12,25,25,13,25.006484233914566,11.405700418113884,60.29040172186153,254.04879838017072,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),13,25,25,13,27.097677409186602,15.910895376047307,60.29040172186153,269.9620250883352,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),14,25,25,13,76.95437133879257,125.97794859810203,60.29040172186153,658.7764075780925,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),15,24,24,13,31.508820378697312,36.675889144594585,60.45913049624501,305.6482803490497,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),16,24,24,13,35.9910978167211,56.60515589555604,60.4382759978065,340.06183313991977,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),17,24,24,13,20.73609297604727,18.423313759948172,60.4382759978065,220.89274909021128,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),18,25,25,13,3.4659603171453766,14.002822326446616,60.29040172186153,87.06168061790325,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),19,24,24,12,-5.010852035054251,4.77899382343052,60.287004414571804,21.166635072581744,0.041666666666666664
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),20,23,23,11,-5.425127281944401,2.219866488312995,59.71840481885944,17.843732509655407,0.08695652173913043
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),21,24,24,12,-5.243090698475944,3.0226493336272764,60.287004414571804,19.43414635588551,0.08333333333333333
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),22,25,25,13,-6.386281027852252,2.2350635233664558,60.29040172186153,10.71485772660456,0.2
employment_eligible__glasses__all_available,additive,FUSPCEU,Work day,Sedentary (no reported exercise),23,25,25,13,-7.124683779748385,1.458250631841464,60.29040172186153,4.9759534059033035,0.44
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),0,7,7,4,-8.86932414173708,0.35432817936107414,79.14217666788146,0.18552985701997057,0.2857142857142857
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),1,7,7,4,-8.886879144408807,0.33321795242168745,79.14217666788146,0.03525164442896085,0.8571428571428571
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),2,7,7,4,-8.89101475637284,0.32767689596436117,79.14217666788146,0,1
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),3,7,7,4,-8.89101475637284,0.32767689596436117,79.14217666788146,0,1
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),4,7,7,4,-8.89101475637284,0.32767689596436117,79.14217666788146,0,1
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),5,7,7,4,-8.89101475637284,0.32767689596436117,79.14217666788146,0,1
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),6,7,7,4,-8.89101475637284,0.32767689596436117,79.14217666788146,0,1
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),7,7,7,4,-8.89101475637284,0.32767689596436117,79.14217666788146,0,1
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),8,7,7,4,-8.88126452283946,0.31983603427268403,79.14217666788146,0.08914750966092587,0.7142857142857143
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),9,7,7,4,-6.127300221168629,7.110993392576693,79.14217666788146,25.278586479055512,0.2857142857142857
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),10,7,7,4,-7.139840379647736,2.539120214887007,79.14217666788146,16.14645743701947,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),11,7,7,4,-1.142045667379866,6.413985700252338,79.14217666788146,69.49874194646888,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),12,7,7,4,5.7211645065301715,10.128234348348311,79.14217666788146,131.55395444235162,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),13,7,7,4,89.29551182007731,208.11720656183644,79.14217666788146,878.372080427948,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),14,7,7,4,4.465373870729778,6.045449424435934,79.14217666788146,119.10502982649639,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),15,7,7,4,3.5022096858510796,8.359318864128289,79.14217666788146,110.39274476444314,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),16,7,7,4,-3.6005171710465755,3.410768483396858,79.14217666788146,47.53048134824374,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),17,7,7,4,-3.290393986736659,9.983371757049223,79.14217666788146,48.575618601397835,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),18,7,7,4,-7.922750184520409,1.5373686350793132,79.14217666788146,8.422459312910833,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),19,7,7,4,-8.21205248453517,1.0443809502654269,79.14217666788146,5.8903730269421075,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),20,7,7,4,-7.468701736795262,2.1982281730345186,79.14217666788146,12.67570198311423,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),21,7,7,4,-6.695299436142092,2.305734157611869,79.14217666788146,19.482283195772272,0
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),22,7,7,4,-6.84890519307615,2.222203368562826,79.14217666788146,18.42113781133361,0.14285714285714285
employment_eligible__glasses__all_available,additive,FUSPCEU,Free day,Sedentary (no reported exercise),23,7,7,4,-8.273459537173583,1.292418667734001,79.14217666788146,5.629447053689764,0
employment_eligible__glasses__all_available,additive,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",0,37,37,14,-10.291142852291447,0.698669563059758,110.33559229969244,2.136998228239371,0.4594594594594595
employment_eligible__glasses__all_available,additive,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",1,38,38,14,-10.47241455651505,0.5180664389136127,110.46026012802564,0.2696447587786178,0.8157894736842105
employment_eligible__glasses__all_available,additive,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",2,38,38,14,-10.497680386007172,0.5157186633025233,110.46026012802564,0,1
employment_eligible__glasses__all_available,additive,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",3,38,38,14,-10.497680386007172,0.5157186633025233,110.46026012802564,0,1
employment_eligible__glasses__all_available,additive,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",4,38,38,14,-10.497680386007172,0.5157186633025233,110.46026012802564,0,1
employment_eligible__glasses__all_available,additive,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",5,38,38,14,-10.49736860468182,0.5156923618283057,110.46026012802564,0.0032868978612336404,0.9210526315789473
employment_eligible__glasses__all_available,additive,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",6,38,38,14,-10.415124660611776,0.5464543703620374,110.46026012802564,0.8741187856708221,0.5263157894736842
employment_eligible__glasses__all_available,additive,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",7,38,38,14,-9.79306643477055,1.351966962149889,110.46026012802564,7.523146434490667,0.34210526315789475
employment_eligible__glasses__all_available,additive,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",8,38,38,14,-4.497260784692099,23.037654117844237,110.46026012802564,64.7385877044646,0.10526315789473684
employment_eligible__glasses__all_available,additive,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",9,36,36,14,-1.0193971626111276,12.154121252855983,110.48914140742122,101.18528588858908,0.05555555555555555
