"comparison_order","mapping_id","focus_group","position","baseline_metric","current_metric","series","scope","comparison_unit","n_total","n_finite","n_na","n_nan","n_positive_infinity","n_negative_infinity","mean","sd","minimum","q025","q25","median","q75","q975","maximum"
10,"D10","mapped_daily_metric","chest","darkest_10h_offset","l10_offset","baseline","all_available_keys","centered_decimal_hour",897,897,0,0,0,0,7.43418803418803,2.38138198772245,-11.9,3.97333333333333,6.51666666666667,7.6,8.66666666666667,10.3033333333333,11.9333333333333
10,"D10","mapped_daily_metric","chest","darkest_10h_offset","l10_offset","current","all_available_keys","centered_decimal_hour",897,894,3,0,0,0,7.50829604772558,2.41639612440466,-11.8833333333333,4.38833333333333,6.63333333333333,7.68333333333333,8.66666666666667,10.945,11.95
10,"D10","mapped_daily_metric","chest","darkest_10h_offset","l10_offset","baseline","matched_keys","centered_decimal_hour",897,897,0,0,0,0,7.43418803418803,2.38138198772245,-11.9,3.97333333333333,6.51666666666667,7.6,8.66666666666667,10.3033333333333,11.9333333333333
10,"D10","mapped_daily_metric","chest","darkest_10h_offset","l10_offset","current","matched_keys","centered_decimal_hour",897,894,3,0,0,0,7.50829604772558,2.41639612440466,-11.8833333333333,4.38833333333333,6.63333333333333,7.68333333333333,8.66666666666667,10.945,11.95
10,"D10","mapped_daily_metric","chest","darkest_10h_offset","l10_offset","baseline","paired_finite","centered_decimal_hour",894,894,0,0,0,0,7.42563385533184,2.38078308487304,-11.9,3.97208333333333,6.51666666666667,7.59166666666667,8.64583333333333,10.3058333333333,11.9333333333333
10,"D10","mapped_daily_metric","chest","darkest_10h_offset","l10_offset","current","paired_finite","centered_decimal_hour",894,894,0,0,0,0,7.50829604772558,2.41639612440466,-11.8833333333333,4.38833333333333,6.63333333333333,7.68333333333333,8.66666666666667,10.945,11.95
10,"D10","mapped_daily_metric","glasses","darkest_10h_offset","l10_offset","baseline","all_available_keys","centered_decimal_hour",811,811,0,0,0,0,7.54478010686395,2.59493706487355,-11.9,2.70416666666667,6.79166666666667,7.71666666666667,8.75833333333333,10.9333333333333,11.9833333333333
10,"D10","mapped_daily_metric","glasses","darkest_10h_offset","l10_offset","current","all_available_keys","centered_decimal_hour",811,809,2,0,0,0,7.55430572723527,2.88349065547481,-11.9833333333333,1.61666666666667,6.95,7.83333333333333,8.8,11.03,12
10,"D10","mapped_daily_metric","glasses","darkest_10h_offset","l10_offset","baseline","matched_keys","centered_decimal_hour",811,811,0,0,0,0,7.54478010686395,2.59493706487355,-11.9,2.70416666666667,6.79166666666667,7.71666666666667,8.75833333333333,10.9333333333333,11.9833333333333
10,"D10","mapped_daily_metric","glasses","darkest_10h_offset","l10_offset","current","matched_keys","centered_decimal_hour",811,809,2,0,0,0,7.55430572723527,2.88349065547481,-11.9833333333333,1.61666666666667,6.95,7.83333333333333,8.8,11.03,12
10,"D10","mapped_daily_metric","glasses","darkest_10h_offset","l10_offset","baseline","paired_finite","centered_decimal_hour",809,809,0,0,0,0,7.53875154511743,2.59530545203766,-11.9,2.69333333333333,6.78333333333333,7.7,8.75,10.9333333333333,11.9833333333333
10,"D10","mapped_daily_metric","glasses","darkest_10h_offset","l10_offset","current","paired_finite","centered_decimal_hour",809,809,0,0,0,0,7.55430572723527,2.88349065547481,-11.9833333333333,1.61666666666667,6.95,7.83333333333333,8.8,11.03,12
11,"D11","mapped_daily_metric","chest","duration_above_1000","duration_above_1000","baseline","all_available_keys","h",897,897,0,0,0,0,1.28950204384987,1.45933990764614,0,0,0.25,0.8,1.81666666666667,5.44333333333333,10.6333333333333
11,"D11","mapped_daily_metric","chest","duration_above_1000","duration_above_1000","current","all_available_keys","h",897,897,0,0,0,0,1.2879784466741,1.45706134187934,0,0,0.25,0.8,1.81666666666667,5.44333333333333,10.6333333333333
11,"D11","mapped_daily_metric","chest","duration_above_1000","duration_above_1000","baseline","matched_keys","h",897,897,0,0,0,0,1.28950204384987,1.45933990764614,0,0,0.25,0.8,1.81666666666667,5.44333333333333,10.6333333333333
11,"D11","mapped_daily_metric","chest","duration_above_1000","duration_above_1000","current","matched_keys","h",897,897,0,0,0,0,1.2879784466741,1.45706134187934,0,0,0.25,0.8,1.81666666666667,5.44333333333333,10.6333333333333
11,"D11","mapped_daily_metric","chest","duration_above_1000","duration_above_1000","baseline","paired_finite","h",897,897,0,0,0,0,1.28950204384987,1.45933990764614,0,0,0.25,0.8,1.81666666666667,5.44333333333333,10.6333333333333
11,"D11","mapped_daily_metric","chest","duration_above_1000","duration_above_1000","current","paired_finite","h",897,897,0,0,0,0,1.2879784466741,1.45706134187934,0,0,0.25,0.8,1.81666666666667,5.44333333333333,10.6333333333333
11,"D11","mapped_daily_metric","glasses","duration_above_1000","duration_above_1000","baseline","all_available_keys","h",811,811,0,0,0,0,1.16185778873818,1.46730654805029,0,0,0.183333333333333,0.65,1.55,5.10833333333333,13.1666666666667
11,"D11","mapped_daily_metric","glasses","duration_above_1000","duration_above_1000","current","all_available_keys","h",811,811,0,0,0,0,1.16115906288533,1.46542964080291,0,0,0.183333333333333,0.65,1.55,5.10833333333333,13.1666666666667
11,"D11","mapped_daily_metric","glasses","duration_above_1000","duration_above_1000","baseline","matched_keys","h",811,811,0,0,0,0,1.16185778873818,1.46730654805029,0,0,0.183333333333333,0.65,1.55,5.10833333333333,13.1666666666667
11,"D11","mapped_daily_metric","glasses","duration_above_1000","duration_above_1000","current","matched_keys","h",811,811,0,0,0,0,1.16115906288533,1.46542964080291,0,0,0.183333333333333,0.65,1.55,5.10833333333333,13.1666666666667
11,"D11","mapped_daily_metric","glasses","duration_above_1000","duration_above_1000","baseline","paired_finite","h",811,811,0,0,0,0,1.16185778873818,1.46730654805029,0,0,0.183333333333333,0.65,1.55,5.10833333333333,13.1666666666667
11,"D11","mapped_daily_metric","glasses","duration_above_1000","duration_above_1000","current","paired_finite","h",811,811,0,0,0,0,1.16115906288533,1.46542964080291,0,0,0.183333333333333,0.65,1.55,5.10833333333333,13.1666666666667
12,"D12","mapped_daily_metric","chest","duration_above_250","duration_above_250_full_day","baseline","all_available_keys","h",897,897,0,0,0,0,2.92207357859532,2.37475527373992,0,0,0.966666666666667,2.45,4.33333333333333,8.47666666666667,13.5333333333333
12,"D12","mapped_daily_metric","chest","duration_above_250","duration_above_250_full_day","current","all_available_keys","h",897,897,0,0,0,0,2.92051282051282,2.37242127330522,0,0,0.966666666666667,2.45,4.33333333333333,8.38666666666667,13.5333333333333
12,"D12","mapped_daily_metric","chest","duration_above_250","duration_above_250_full_day","baseline","matched_keys","h",897,897,0,0,0,0,2.92207357859532,2.37475527373992,0,0,0.966666666666667,2.45,4.33333333333333,8.47666666666667,13.5333333333333
12,"D12","mapped_daily_metric","chest","duration_above_250","duration_above_250_full_day","current","matched_keys","h",897,897,0,0,0,0,2.92051282051282,2.37242127330522,0,0,0.966666666666667,2.45,4.33333333333333,8.38666666666667,13.5333333333333
12,"D12","mapped_daily_metric","chest","duration_above_250","duration_above_250_full_day","baseline","paired_finite","h",897,897,0,0,0,0,2.92207357859532,2.37475527373992,0,0,0.966666666666667,2.45,4.33333333333333,8.47666666666667,13.5333333333333
12,"D12","mapped_daily_metric","chest","duration_above_250","duration_above_250_full_day","current","paired_finite","h",897,897,0,0,0,0,2.92051282051282,2.37242127330522,0,0,0.966666666666667,2.45,4.33333333333333,8.38666666666667,13.5333333333333
12,"D12","mapped_daily_metric","glasses","duration_above_250","duration_above_250_full_day","baseline","all_available_keys","h",811,811,0,0,0,0,3.03495684340321,2.59132676138703,0,0,0.875,2.35,4.65,8.925,14.5166666666667
12,"D12","mapped_daily_metric","glasses","duration_above_250","duration_above_250_full_day","current","all_available_keys","h",811,811,0,0,0,0,3.03425811755035,2.59022606959163,0,0,0.875,2.35,4.65,8.925,14.5166666666667
12,"D12","mapped_daily_metric","glasses","duration_above_250","duration_above_250_full_day","baseline","matched_keys","h",811,811,0,0,0,0,3.03495684340321,2.59132676138703,0,0,0.875,2.35,4.65,8.925,14.5166666666667
12,"D12","mapped_daily_metric","glasses","duration_above_250","duration_above_250_full_day","current","matched_keys","h",811,811,0,0,0,0,3.03425811755035,2.59022606959163,0,0,0.875,2.35,4.65,8.925,14.5166666666667
12,"D12","mapped_daily_metric","glasses","duration_above_250","duration_above_250_full_day","baseline","paired_finite","h",811,811,0,0,0,0,3.03495684340321,2.59132676138703,0,0,0.875,2.35,4.65,8.925,14.5166666666667
12,"D12","mapped_daily_metric","glasses","duration_above_250","duration_above_250_full_day","current","paired_finite","h",811,811,0,0,0,0,3.03425811755035,2.59022606959163,0,0,0.875,2.35,4.65,8.925,14.5166666666667
13,"D13","mapped_daily_metric","chest","period_above_250","longest_bout_above_250","baseline","all_available_keys","h",897,897,0,0,0,0,0.852861389817911,0.989215715043884,0,0,0.266666666666667,0.566666666666667,1.1,3.35333333333334,13.5333333333333
13,"D13","mapped_daily_metric","chest","period_above_250","longest_bout_above_250","current","all_available_keys","h",897,897,0,0,0,0,0.828688219992568,0.910196034631848,0,0,0.266666666666667,0.566666666666667,1.08333333333333,2.91,10.5166666666667
13,"D13","mapped_daily_metric","chest","period_above_250","longest_bout_above_250","baseline","matched_keys","h",897,897,0,0,0,0,0.852861389817911,0.989215715043884,0,0,0.266666666666667,0.566666666666667,1.1,3.35333333333334,13.5333333333333
13,"D13","mapped_daily_metric","chest","period_above_250","longest_bout_above_250","current","matched_keys","h",897,897,0,0,0,0,0.828688219992568,0.910196034631848,0,0,0.266666666666667,0.566666666666667,1.08333333333333,2.91,10.5166666666667
13,"D13","mapped_daily_metric","chest","period_above_250","longest_bout_above_250","baseline","paired_finite","h",897,897,0,0,0,0,0.852861389817911,0.989215715043884,0,0,0.266666666666667,0.566666666666667,1.1,3.35333333333334,13.5333333333333
13,"D13","mapped_daily_metric","chest","period_above_250","longest_bout_above_250","current","paired_finite","h",897,897,0,0,0,0,0.828688219992568,0.910196034631848,0,0,0.266666666666667,0.566666666666667,1.08333333333333,2.91,10.5166666666667
13,"D13","mapped_daily_metric","glasses","period_above_250","longest_bout_above_250","baseline","all_available_keys","h",811,811,0,0,0,0,0.937155774763666,1.08592904311387,0,0,0.283333333333333,0.633333333333333,1.21666666666667,3.97083333333333,14.5166666666667
13,"D13","mapped_daily_metric","glasses","period_above_250","longest_bout_above_250","current","all_available_keys","h",811,811,0,0,0,0,0.913131935881628,1.00395984185271,0,0,0.283333333333333,0.633333333333333,1.20833333333333,3.65,10.6666666666667
13,"D13","mapped_daily_metric","glasses","period_above_250","longest_bout_above_250","baseline","matched_keys","h",811,811,0,0,0,0,0.937155774763666,1.08592904311387,0,0,0.283333333333333,0.633333333333333,1.21666666666667,3.97083333333333,14.5166666666667
13,"D13","mapped_daily_metric","glasses","period_above_250","longest_bout_above_250","current","matched_keys","h",811,811,0,0,0,0,0.913131935881628,1.00395984185271,0,0,0.283333333333333,0.633333333333333,1.20833333333333,3.65,10.6666666666667
13,"D13","mapped_daily_metric","glasses","period_above_250","longest_bout_above_250","baseline","paired_finite","h",811,811,0,0,0,0,0.937155774763666,1.08592904311387,0,0,0.283333333333333,0.633333333333333,1.21666666666667,3.97083333333333,14.5166666666667
13,"D13","mapped_daily_metric","glasses","period_above_250","longest_bout_above_250","current","paired_finite","h",811,811,0,0,0,0,0.913131935881628,1.00395984185271,0,0,0.283333333333333,0.633333333333333,1.20833333333333,3.65,10.6666666666667
14,"D14","mapped_daily_metric","chest","mean_timing_above_250","mean_timing_above_250","baseline","all_available_keys","decimal_hour",897,867,0,30,0,0,13.313473984365,1.88970603831061,2.645,9.921375,12.20375,13.2563888888889,14.4311111111111,17.3761111111111,20.6722222222222
14,"D14","mapped_daily_metric","chest","mean_timing_above_250","mean_timing_above_250","current","all_available_keys","decimal_hour",897,810,87,0,0,0,13.3029021285533,1.97301015109139,2.15290629123364,9.52198939010698,12.0905949087892,13.2588342709751,14.493344378687,17.6089991556669,20.6722221830477
14,"D14","mapped_daily_metric","chest","mean_timing_above_250","mean_timing_above_250","baseline","matched_keys","decimal_hour",897,867,0,30,0,0,13.313473984365,1.88970603831061,2.645,9.921375,12.20375,13.2563888888889,14.4311111111111,17.3761111111111,20.6722222222222
14,"D14","mapped_daily_metric","chest","mean_timing_above_250","mean_timing_above_250","current","matched_keys","decimal_hour",897,810,87,0,0,0,13.3029021285533,1.97301015109139,2.15290629123364,9.52198939010698,12.0905949087892,13.2588342709751,14.493344378687,17.6089991556669,20.6722221830477
14,"D14","mapped_daily_metric","chest","mean_timing_above_250","mean_timing_above_250","baseline","paired_finite","decimal_hour",810,810,0,0,0,0,13.3205579561043,1.87943855720998,2.645,9.92340972222222,12.2240972222222,13.2590277777778,14.4245833333333,17.4138888888889,20.6722222222222
14,"D14","mapped_daily_metric","chest","mean_timing_above_250","mean_timing_above_250","current","paired_finite","decimal_hour",810,810,0,0,0,0,13.3029021285533,1.97301015109139,2.15290629123364,9.52198939010698,12.0905949087892,13.2588342709751,14.493344378687,17.6089991556669,20.6722221830477
14,"D14","mapped_daily_metric","glasses","mean_timing_above_250","mean_timing_above_250","baseline","all_available_keys","decimal_hour",811,778,0,33,0,0,13.5128895315624,1.81940721957295,8.14666666666667,9.64720138888889,12.4656944444444,13.4930555555556,14.5853472222222,17.4055625,19.8388888888889
14,"D14","mapped_daily_metric","glasses","mean_timing_above_250","mean_timing_above_250","current","all_available_keys","decimal_hour",811,714,97,0,0,0,13.5246794022253,1.87412179987466,5.56807256637865,9.63341653076717,12.4938452092736,13.4879033822993,14.6397735617933,17.2943635149297,22.4703918571408
14,"D14","mapped_daily_metric","glasses","mean_timing_above_250","mean_timing_above_250","baseline","matched_keys","decimal_hour",811,778,0,33,0,0,13.5128895315624,1.81940721957295,8.14666666666667,9.64720138888889,12.4656944444444,13.4930555555556,14.5853472222222,17.4055625,19.8388888888889
14,"D14","mapped_daily_metric","glasses","mean_timing_above_250","mean_timing_above_250","current","matched_keys","decimal_hour",811,714,97,0,0,0,13.5246794022253,1.87412179987466,5.56807256637865,9.63341653076717,12.4938452092736,13.4879033822993,14.6397735617933,17.2943635149297,22.4703918571408
14,"D14","mapped_daily_metric","glasses","mean_timing_above_250","mean_timing_above_250","baseline","paired_finite","decimal_hour",714,714,0,0,0,0,13.5074743230626,1.76230712546411,8.1875,9.78799305555555,12.4934027777778,13.4930555555556,14.5563194444444,17.0352083333333,19.8388888888889
14,"D14","mapped_daily_metric","glasses","mean_timing_above_250","mean_timing_above_250","current","paired_finite","decimal_hour",714,714,0,0,0,0,13.5246794022253,1.87412179987466,5.56807256637865,9.63341653076717,12.4938452092736,13.4879033822993,14.6397735617933,17.2943635149297,22.4703918571408
15,"D15","mapped_daily_metric","chest","first_timing_above_250","first_timing_above_250","baseline","all_available_keys","decimal_hour",897,867,30,0,0,0,9.25524798154556,2.43362549510876,0,5.86666666666667,7.73333333333333,8.88333333333333,10.3166666666667,15.2875,20.65
15,"D15","mapped_daily_metric","chest","first_timing_above_250","first_timing_above_250","current","all_available_keys","decimal_hour",897,786,111,0,0,0,9.27203138252757,2.46579871999617,0,5.83333333333333,7.74166666666667,8.925,10.3625,15.29375,20.65
15,"D15","mapped_daily_metric","chest","first_timing_above_250","first_timing_above_250","baseline","matched_keys","decimal_hour",897,867,30,0,0,0,9.25524798154556,2.43362549510876,0,5.86666666666667,7.73333333333333,8.88333333333333,10.3166666666667,15.2875,20.65
15,"D15","mapped_daily_metric","chest","first_timing_above_250","first_timing_above_250","current","matched_keys","decimal_hour",897,786,111,0,0,0,9.27203138252757,2.46579871999617,0,5.83333333333333,7.74166666666667,8.925,10.3625,15.29375,20.65
15,"D15","mapped_daily_metric","chest","first_timing_above_250","first_timing_above_250","baseline","paired_finite","decimal_hour",786,786,0,0,0,0,9.27203138252757,2.46579871999617,0,5.83333333333333,7.74166666666667,8.925,10.3625,15.29375,20.65
15,"D15","mapped_daily_metric","chest","first_timing_above_250","first_timing_above_250","current","paired_finite","decimal_hour",786,786,0,0,0,0,9.27203138252757,2.46579871999617,0,5.83333333333333,7.74166666666667,8.925,10.3625,15.29375,20.65
15,"D15","mapped_daily_metric","glasses","first_timing_above_250","first_timing_above_250","baseline","all_available_keys","decimal_hour",811,778,33,0,0,0,9.4563410454156,2.48246282692332,0,5.88791666666667,8.01666666666667,9.13333333333333,10.6625,15.0620833333333,18.5333333333333
15,"D15","mapped_daily_metric","glasses","first_timing_above_250","first_timing_above_250","current","all_available_keys","decimal_hour",811,717,94,0,0,0,9.4443049744305,2.4918641111774,0,5.55333333333333,8.03333333333333,9.13333333333333,10.6666666666667,15.0033333333333,18.5333333333333
15,"D15","mapped_daily_metric","glasses","first_timing_above_250","first_timing_above_250","baseline","matched_keys","decimal_hour",811,778,33,0,0,0,9.4563410454156,2.48246282692332,0,5.88791666666667,8.01666666666667,9.13333333333333,10.6625,15.0620833333333,18.5333333333333
15,"D15","mapped_daily_metric","glasses","first_timing_above_250","first_timing_above_250","current","matched_keys","decimal_hour",811,717,94,0,0,0,9.4443049744305,2.4918641111774,0,5.55333333333333,8.03333333333333,9.13333333333333,10.6666666666667,15.0033333333333,18.5333333333333
15,"D15","mapped_daily_metric","glasses","first_timing_above_250","first_timing_above_250","baseline","paired_finite","decimal_hour",717,717,0,0,0,0,9.4443049744305,2.4918641111774,0,5.55333333333333,8.03333333333333,9.13333333333333,10.6666666666667,15.0033333333333,18.5333333333333
15,"D15","mapped_daily_metric","glasses","first_timing_above_250","first_timing_above_250","current","paired_finite","decimal_hour",717,717,0,0,0,0,9.4443049744305,2.4918641111774,0,5.55333333333333,8.03333333333333,9.13333333333333,10.6666666666667,15.0033333333333,18.5333333333333
16,"D16","mapped_daily_metric","chest","last_timing_above_250","last_timing_above_250","baseline","all_available_keys","decimal_hour",897,867,30,0,0,0,17.8271049596309,2.38296608606559,7.75,12.6608333333333,16.525,17.7166666666667,19.4416666666667,22.09,23.9166666666667
16,"D16","mapped_daily_metric","chest","last_timing_above_250","last_timing_above_250","current","all_available_keys","decimal_hour",897,773,124,0,0,0,17.8999137559293,2.39165214706326,7.75,12.91,16.6166666666667,17.75,19.5333333333333,22.1133333333333,23.9166666666667
16,"D16","mapped_daily_metric","chest","last_timing_above_250","last_timing_above_250","baseline","matched_keys","decimal_hour",897,867,30,0,0,0,17.8271049596309,2.38296608606559,7.75,12.6608333333333,16.525,17.7166666666667,19.4416666666667,22.09,23.9166666666667
16,"D16","mapped_daily_metric","chest","last_timing_above_250","last_timing_above_250","current","matched_keys","decimal_hour",897,773,124,0,0,0,17.8999137559293,2.39165214706326,7.75,12.91,16.6166666666667,17.75,19.5333333333333,22.1133333333333,23.9166666666667
16,"D16","mapped_daily_metric","chest","last_timing_above_250","last_timing_above_250","baseline","paired_finite","decimal_hour",773,773,0,0,0,0,17.8999137559293,2.39165214706326,7.75,12.91,16.6166666666667,17.75,19.5333333333333,22.1133333333333,23.9166666666667
16,"D16","mapped_daily_metric","chest","last_timing_above_250","last_timing_above_250","current","paired_finite","decimal_hour",773,773,0,0,0,0,17.8999137559293,2.39165214706326,7.75,12.91,16.6166666666667,17.75,19.5333333333333,22.1133333333333,23.9166666666667
16,"D16","mapped_daily_metric","glasses","last_timing_above_250","last_timing_above_250","baseline","all_available_keys","decimal_hour",811,778,33,0,0,0,17.8253213367609,2.61455163292679,8.73333333333333,11.92375,16.225,18.0333333333333,19.6291666666667,22.3595833333333,23.9833333333333
16,"D16","mapped_daily_metric","glasses","last_timing_above_250","last_timing_above_250","current","all_available_keys","decimal_hour",811,679,132,0,0,0,17.9307805596465,2.6092199110469,8.73333333333333,11.9458333333333,16.45,18.15,19.7,22.42,23.9833333333333
16,"D16","mapped_daily_metric","glasses","last_timing_above_250","last_timing_above_250","baseline","matched_keys","decimal_hour",811,778,33,0,0,0,17.8253213367609,2.61455163292679,8.73333333333333,11.92375,16.225,18.0333333333333,19.6291666666667,22.3595833333333,23.9833333333333
16,"D16","mapped_daily_metric","glasses","last_timing_above_250","last_timing_above_250","current","matched_keys","decimal_hour",811,679,132,0,0,0,17.9307805596465,2.6092199110469,8.73333333333333,11.9458333333333,16.45,18.15,19.7,22.42,23.9833333333333
16,"D16","mapped_daily_metric","glasses","last_timing_above_250","last_timing_above_250","baseline","paired_finite","decimal_hour",679,679,0,0,0,0,17.9307805596465,2.6092199110469,8.73333333333333,11.9458333333333,16.45,18.15,19.7,22.42,23.9833333333333
16,"D16","mapped_daily_metric","glasses","last_timing_above_250","last_timing_above_250","current","paired_finite","decimal_hour",679,679,0,0,0,0,17.9307805596465,2.6092199110469,8.73333333333333,11.9458333333333,16.45,18.15,19.7,22.42,23.9833333333333
17,"D17","mapped_daily_metric","chest","dose","dose_observed_medi","baseline","all_available_keys","lx_h",897,897,0,0,0,0,12199.1727695404,18871.6380613487,0,200.617783333333,2138.17236111111,5927.72569444444,14273.5493611111,65035.0570000002,193950.303388889
17,"D17","mapped_daily_metric","chest","dose","dose_observed_medi","current","all_available_keys","lx_h",897,897,0,0,0,0,12041.1504399851,18246.1175999324,0,200.617783333333,2138.17236111111,5927.72569444444,14273.5493611111,61986.0880833334,170562.072861111
17,"D17","mapped_daily_metric","chest","dose","dose_observed_medi","baseline","matched_keys","lx_h",897,897,0,0,0,0,12199.1727695404,18871.6380613487,0,200.617783333333,2138.17236111111,5927.72569444444,14273.5493611111,65035.0570000002,193950.303388889
17,"D17","mapped_daily_metric","chest","dose","dose_observed_medi","current","matched_keys","lx_h",897,897,0,0,0,0,12041.1504399851,18246.1175999324,0,200.617783333333,2138.17236111111,5927.72569444444,14273.5493611111,61986.0880833334,170562.072861111
17,"D17","mapped_daily_metric","chest","dose","dose_observed_medi","baseline","paired_finite","lx_h",897,897,0,0,0,0,12199.1727695404,18871.6380613487,0,200.617783333333,2138.17236111111,5927.72569444444,14273.5493611111,65035.0570000002,193950.303388889
17,"D17","mapped_daily_metric","chest","dose","dose_observed_medi","current","paired_finite","lx_h",897,897,0,0,0,0,12041.1504399851,18246.1175999324,0,200.617783333333,2138.17236111111,5927.72569444444,14273.5493611111,61986.0880833334,170562.072861111
17,"D17","mapped_daily_metric","glasses","dose","dose_observed_medi","baseline","all_available_keys","lx_h",811,811,0,0,0,0,9774.73697773668,15757.9972958482,0,183.877951388889,1780.01676388889,4770.27155555556,11674.12675,51796.513875,167236.199944445
17,"D17","mapped_daily_metric","glasses","dose","dose_observed_medi","current","all_available_keys","lx_h",811,811,0,0,0,0,9701.66823164132,15305.3067764148,0,183.877951388889,1780.01676388889,4770.27155555556,11648.9521111111,50679.9886180556,144958.216611111
17,"D17","mapped_daily_metric","glasses","dose","dose_observed_medi","baseline","matched_keys","lx_h",811,811,0,0,0,0,9774.73697773668,15757.9972958482,0,183.877951388889,1780.01676388889,4770.27155555556,11674.12675,51796.513875,167236.199944445
17,"D17","mapped_daily_metric","glasses","dose","dose_observed_medi","current","matched_keys","lx_h",811,811,0,0,0,0,9701.66823164132,15305.3067764148,0,183.877951388889,1780.01676388889,4770.27155555556,11648.9521111111,50679.9886180556,144958.216611111
17,"D17","mapped_daily_metric","glasses","dose","dose_observed_medi","baseline","paired_finite","lx_h",811,811,0,0,0,0,9774.73697773668,15757.9972958482,0,183.877951388889,1780.01676388889,4770.27155555556,11674.12675,51796.513875,167236.199944445
17,"D17","mapped_daily_metric","glasses","dose","dose_observed_medi","current","paired_finite","lx_h",811,811,0,0,0,0,9701.66823164132,15305.3067764148,0,183.877951388889,1780.01676388889,4770.27155555556,11648.9521111111,50679.9886180556,144958.216611111
18,"D18","mapped_daily_metric","chest","dose","dose_time_sensitive_corrected_medi","baseline","all_available_keys","lx_h",897,897,0,0,0,0,12199.1727695404,18871.6380613487,0,200.617783333333,2138.17236111111,5927.72569444444,14273.5493611111,65035.0570000002,193950.303388889
18,"D18","mapped_daily_metric","chest","dose","dose_time_sensitive_corrected_medi","current","all_available_keys","lx_h",897,827,70,0,0,0,12596.29286729,19171.748684044,0,191.608070833333,2260.13095493713,6269.51669444443,14754.907625,65096.7544175932,175555.72085992
18,"D18","mapped_daily_metric","chest","dose","dose_time_sensitive_corrected_medi","baseline","matched_keys","lx_h",897,897,0,0,0,0,12199.1727695404,18871.6380613487,0,200.617783333333,2138.17236111111,5927.72569444444,14273.5493611111,65035.0570000002,193950.303388889
18,"D18","mapped_daily_metric","chest","dose","dose_time_sensitive_corrected_medi","current","matched_keys","lx_h",897,827,70,0,0,0,12596.29286729,19171.748684044,0,191.608070833333,2260.13095493713,6269.51669444443,14754.907625,65096.7544175932,175555.72085992
18,"D18","mapped_daily_metric","chest","dose","dose_time_sensitive_corrected_medi","baseline","paired_finite","lx_h",827,827,0,0,0,0,12407.1042953446,19267.440060877,0,191.608070833333,2203.67920833333,6019.89569444445,14447.5637361111,68330.1857833334,193950.303388889
18,"D18","mapped_daily_metric","chest","dose","dose_time_sensitive_corrected_medi","current","paired_finite","lx_h",827,827,0,0,0,0,12596.29286729,19171.748684044,0,191.608070833333,2260.13095493713,6269.51669444443,14754.907625,65096.7544175932,175555.72085992
18,"D18","mapped_daily_metric","glasses","dose","dose_time_sensitive_corrected_medi","baseline","all_available_keys","lx_h",811,811,0,0,0,0,9774.73697773668,15757.9972958482,0,183.877951388889,1780.01676388889,4770.27155555556,11674.12675,51796.513875,167236.199944445
18,"D18","mapped_daily_metric","glasses","dose","dose_time_sensitive_corrected_medi","current","all_available_keys","lx_h",811,736,75,0,0,0,10329.766626995,16268.1639863905,0,182.34453971147,1946.22189939849,4963.27504220174,12347.3805100362,53945.8159417518,151157.409833525
18,"D18","mapped_daily_metric","glasses","dose","dose_time_sensitive_corrected_medi","baseline","matched_keys","lx_h",811,811,0,0,0,0,9774.73697773668,15757.9972958482,0,183.877951388889,1780.01676388889,4770.27155555556,11674.12675,51796.513875,167236.199944445
18,"D18","mapped_daily_metric","glasses","dose","dose_time_sensitive_corrected_medi","current","matched_keys","lx_h",811,736,75,0,0,0,10329.766626995,16268.1639863905,0,182.34453971147,1946.22189939849,4963.27504220174,12347.3805100362,53945.8159417518,151157.409833525
18,"D18","mapped_daily_metric","glasses","dose","dose_time_sensitive_corrected_medi","baseline","paired_finite","lx_h",736,736,0,0,0,0,10108.5665402325,16238.8893582301,0,179.254104166667,1859.59720138889,4878.42965277778,12061.2497152778,52137.2697326389,167236.199944445
18,"D18","mapped_daily_metric","glasses","dose","dose_time_sensitive_corrected_medi","current","paired_finite","lx_h",736,736,0,0,0,0,10329.766626995,16268.1639863905,0,182.34453971147,1946.22189939849,4963.27504220174,12347.3805100362,53945.8159417518,151157.409833525
19,"D19","mapped_daily_metric","chest","duration_above_250_wake","duration_above_250_wake","baseline","all_available_keys","h",897,839,58,0,0,0,2.84161700437028,2.24406933271487,0,0.0158333333333334,0.95,2.36666666666667,4.28333333333333,8.05083333333333,11.35
19,"D19","mapped_daily_metric","chest","duration_above_250_wake","duration_above_250_wake","current","all_available_keys","h",897,798,99,0,0,0,2.90484544695071,2.2693323126395,0,0,0.966666666666667,2.49166666666667,4.375,8.05125,11.35
19,"D19","mapped_daily_metric","chest","duration_above_250_wake","duration_above_250_wake","baseline","matched_keys","h",897,839,58,0,0,0,2.84161700437028,2.24406933271487,0,0.0158333333333334,0.95,2.36666666666667,4.28333333333333,8.05083333333333,11.35
19,"D19","mapped_daily_metric","chest","duration_above_250_wake","duration_above_250_wake","current","matched_keys","h",897,798,99,0,0,0,2.90484544695071,2.2693323126395,0,0,0.966666666666667,2.49166666666667,4.375,8.05125,11.35
19,"D19","mapped_daily_metric","chest","duration_above_250_wake","duration_above_250_wake","baseline","paired_finite","h",783,783,0,0,0,0,2.91232439335888,2.26850923449273,0,0,0.975,2.5,4.36666666666667,8.08166666666666,11.35
