data_scenario,placement,sample_scenario,metric_order,metric_id,manuscript_name,abbreviation,statistic,degrees_freedom,p_raw,comparison_method,comparison_status,predictor,estimand,term,estimate_model,standard_error,conf_low_model,conf_high_model,interval_distribution,estimate_status,estimate_practical,conf_low_practical,conf_high_practical,practical_effect_type,practical_unit,estimate_model_per_year,conf_low_model_per_year,conf_high_model_per_year,estimate_minutes,conf_low_minutes,conf_high_minutes,estimate_practical_per_year,conf_low_practical_per_year,conf_high_practical_per_year,response_model_scale_sd,standardized_estimate,standardized_conf_low,standardized_conf_high,observations,participants,participant_days,contributing_participant_days,metric_support_valid_hours,metric_support_expected_hours,sites,female_participants,male_participants,age_min,age_max,final_converged,final_positive_definite_hessian,final_singular,final_max_gradient,final_convergence_message,reduced_formula,full_formula,reduced_warnings,full_ml_warnings,final_warnings,fit_errors,p_adjusted,raw_significant,adjusted_significant,p_raw_display,p_adjusted_display
primary,chest,preregistered_exclusions_applied,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,0.013469006167269981,1,0.9076081223478253,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.0020395401716690096,0.01645657718852564,-0.034293838769982675,0.030214758426644655,normal,ESTIMABLE,-0.0020395401716690096,-0.034293838769982675,0.030214758426644655,difference,dimensionless,,,,,,,,,,0.12178378082515835,-0.016747223298947515,-0.2815961085919758,0.2481016619940808,693,143,693,693,10582.35,16632,8,80,63,18,64,TRUE,TRUE,FALSE,1.48929757415317e-7,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.9076081223478253,FALSE,FALSE,0.908,0.908
primary,glasses,preregistered_exclusions_applied,1,interdaily_stability,Interdaily stability,IS,0.748269940264918,1,0.3886816045446432,nested partial F test,ESTIMABLE,age,per 10-year increase,age_decade,0.03689092409044735,0.04264718642747597,-0.04751315076726105,0.12129499894815575,t(125),ESTIMABLE,1.0375798397008527,0.953597932505696,1.1289579046431253,odds ratio,odds ratio,0.003689092409044735,-0.004751315076726105,0.012129499894815574,,,,1.0036959054858932,0.9952599545651485,1.012203360607737,0.44482450044165944,0.08293366047467915,-0.10681325043941144,0.2726805713887697,135,135,,782,18058.583333333332,18770,9,77,58,18,64,TRUE,TRUE,FALSE,,,response ~ site,response ~ site + age_decade,,,,,0.6607587277258934,FALSE,FALSE,0.389,0.661
primary,glasses,preregistered_exclusions_applied,2,intradaily_variability,Intradaily variability,IV,3.9060256404759066,1,0.05031515330433047,nested partial F test,ESTIMABLE,age,per 10-year increase,age_decade,-0.07645069297487257,0.0386824418588682,-0.15300804626914233,1.0666031939719767e-4,t(125),ESTIMABLE,-0.07645069297487257,-0.15300804626914233,1.0666031939719767e-4,difference,dimensionless,-0.007645069297487257,-0.015300804626914234,1.0666031939719767e-5,,,,-0.007645069297487257,-0.015300804626914234,1.0666031939719767e-5,0.3872180940141857,-0.19743574527297736,-0.39514694337485395,2.7545282889928735e-4,135,135,,782,18058.583333333332,18770,9,77,58,18,64,TRUE,TRUE,FALSE,,,response ~ site,response ~ site + age_decade,,,,,0.14255960102893633,FALSE,FALSE,0.050,0.143
primary,glasses,preregistered_exclusions_applied,3,daily_geometric_mean_medi,Mean melEDI,Mean,2.6147634236348836,1,0.10587331353108546,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.04968961063224703,0.03178955174612794,-0.012616765874836108,0.11199598713933016,normal,ESTIMABLE,1.1212168365252972,0.9713667515338202,1.29418388319628,ratio,ratio,0.004968961063224702,-0.0012616765874836108,0.011199598713933017,,,,1.0115071594690546,0.9970990980684883,1.0261234170596731,0.4384255973444337,0.11333647244417193,-0.028777438979969476,0.2554503838683133,782,135,782,782,18058.583333333332,18770,9,77,58,18,64,TRUE,TRUE,FALSE,1.3226326700532809e-5,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.2249807912535566,FALSE,FALSE,0.106,0.225
primary,glasses,preregistered_exclusions_applied,4,m10_mean_medi,Brightest 10 h mean,M10mean,7.956096638801682,1,0.00479256611179272,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.12429213412144365,0.045153443241684646,0.03579301158976826,0.21279125665311904,normal,ESTIMABLE,1.3313496674010274,1.0859079473828752,1.6322672111947185,ratio,ratio,0.012429213412144365,0.003579301158976826,0.021279125665311906,,,,1.029032789266327,1.0082757013466728,1.0502171975095085,0.6562298086947611,0.18940336521539655,0.05454341012176884,0.32426332030902427,782,135,782,782,,,9,77,58,18,64,TRUE,TRUE,FALSE,6.629079507547431e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.03987650812305571,TRUE,TRUE,0.005,0.040
primary,glasses,preregistered_exclusions_applied,5,l10_mean_medi,Darkest 10 h mean,L10mean,3.98028047006855,1,0.04603589720203032,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,-0.04644937018337767,0.02401469821364118,-0.09351731378171274,6.18573414957399e-4,normal,ESTIMABLE,0.8985673409611072,0.8062740574250273,1.0014253327467306,ratio,ratio,-0.004644937018337767,-0.009351731378171274,6.18573414957399e-5,,,,0.9893616292912764,0.978697026014443,1.0001424419363096,0.3358287455028578,-0.1383126691963967,-0.27846726950572176,0.001841931112928316,782,135,782,782,,,9,77,58,18,64,TRUE,TRUE,FALSE,2.6235653649564483e-5,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.14255960102893633,TRUE,FALSE,0.046,0.143
primary,glasses,preregistered_exclusions_applied,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,10.907123181329553,1,9.579517894659016e-4,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.24939090376387082,0.07399610417185606,0.10436120459075895,0.39442060293698267,normal,ESTIMABLE,1.283243559776566,1.110001320086618,1.4835243921867887,ratio,ratio,0.024939090376387082,0.010436120459075895,0.03944206029369827,,,,1.025252670868265,1.0104907666969956,1.040230226505083,1.4385255639629164,0.17336563910399846,0.07254734097547763,0.27418393723251927,782,135,782,782,18058.583333333332,18770,9,77,58,18,64,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.016285180420920326,TRUE,TRUE,<0.001,0.016
primary,glasses,preregistered_exclusions_applied,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,2.6228115167541546,1,0.1053376512054367,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.10567423973349482,0.06500766469564673,-0.0217384417890287,0.23308692125601835,normal,ESTIMABLE,1.1114597481024588,0.9784961352819346,1.2624912118799954,ratio,ratio,0.010567423973349482,-0.0021738441789028702,0.023308692125601833,,,,1.0106234563969252,0.9978285169091652,1.0235824626293426,2.469022513254278,0.04280003084873115,-0.008804472892544223,0.09440453459000653,707,135,707,707,8811.216666666667,9212.2,9,77,58,18,64,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.2249807912535566,FALSE,FALSE,0.105,0.225
primary,glasses,preregistered_exclusions_applied,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,0.11509261160131246,1,0.7344191307492808,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,-0.023994994825674344,0.07745509110367314,-0.17580418380814242,0.1278141941567937,normal,ESTIMABLE,-0.023994994825674344,-0.17580418380814242,0.1278141941567937,difference,h,-0.002399499482567434,-0.01758041838081424,0.012781419415679372,-1.4396996895404606,-10.548251028488545,7.668851649407623,-0.002399499482567434,-0.01758041838081424,0.012781419415679372,1.0328911905190568,-0.02323090277652207,-0.17020590883323913,0.12374410328019499,628,133,628,628,1848.7833333333333,1876.5166666666667,9,75,58,18,64,TRUE,TRUE,FALSE,5.76301317778416e-5,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.7803203264211108,FALSE,FALSE,0.734,0.780
primary,glasses,preregistered_exclusions_applied,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,0.1374381288837867,1,0.7108412594456441,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.007571450710296369,0.020416168148718817,-0.03244350356350629,0.04758640498409903,normal,ESTIMABLE,1.0076001866216218,0.9680771411950865,1.0487368132942338,ratio,ratio,7.571450710296369e-4,-0.0032443503563506287,0.004758640498409903,,,,1.000757431777714,0.9967609068613112,1.0047699808091248,1.9601766397727491,0.003862636946420378,-0.016551316297324915,0.024276590190165672,746,135,746,746,6006.5,6010.516666666666,9,77,58,18,64,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.7803203264211108,FALSE,FALSE,0.711,0.780
primary,glasses,preregistered_exclusions_applied,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,4.875346872950672,1,0.02724296499865263,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.056950844504327705,0.026572081350956185,0.004870522062185176,0.10903116694647023,normal,ESTIMABLE,1.14012073602131,1.0112779130138294,1.2853789012674675,ratio,ratio,0.0056950844504327705,4.870522062185176e-4,0.010903116694647023,,,,1.0131997744754093,1.0011221082424395,1.0254231472315232,0.39722405615610173,0.14337209346139668,0.01226139753296097,0.2744827893898324,782,135,782,782,18058.583333333332,18770,9,77,58,18,64,TRUE,TRUE,FALSE,7.341327545873355e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.11578260124427368,TRUE,FALSE,0.027,0.116
primary,glasses,preregistered_exclusions_applied,11,m10_midpoint,Midpoint of the brightest 10 hours,M10,0.19222217015158094,1,0.6610735243759873,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,2.672895018202783,6.416873106865017,-9.903945164616289,15.249735201021853,normal,ESTIMABLE,2.672895018202783,-9.903945164616289,15.249735201021853,difference,min,0.2672895018202783,-0.9903945164616289,1.5249735201021852,2.672895018202783,-9.903945164616289,15.249735201021853,0.2672895018202783,-0.9903945164616289,1.5249735201021852,112.13023369026125,0.023837415924648424,-0.08832537700736522,0.13600020885666206,782,135,782,782,,,9,77,58,18,64,TRUE,TRUE,FALSE,2.7557689463719726e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.7803203264211108,FALSE,FALSE,0.661,0.780
primary,glasses,preregistered_exclusions_applied,12,l10_midpoint,Midpoint of the darkest 10 hours,L10,0.359647385423159,1,0.5487021338348272,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,-3.7280860255848967,6.439439620023772,-16.349155761451776,8.892983710281982,normal,ESTIMABLE,-3.7280860255848967,-16.349155761451776,8.892983710281982,difference,min,-0.3728086025584897,-1.6349155761451777,0.8892983710281982,-3.7280860255848967,-16.349155761451776,8.892983710281982,-0.3728086025584897,-1.6349155761451777,0.8892983710281982,106.11775632210156,-0.035131594888502496,-0.15406616506126292,0.08380297528425792,782,135,782,782,,,9,77,58,18,64,TRUE,TRUE,FALSE,1.1132215149700642e-5,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.7803203264211108,FALSE,FALSE,0.549,0.780
primary,glasses,preregistered_exclusions_applied,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,0.15836564672645181,1,0.6906657049243586,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,2.246720785853772,6.017704569418942,-9.547763439809465,14.041205011517008,normal,ESTIMABLE,2.246720785853772,-9.547763439809465,14.041205011517008,difference,min,0.22467207858537722,-0.9547763439809465,1.4041205011517008,2.246720785853772,-9.547763439809465,14.041205011517008,0.22467207858537722,-0.9547763439809465,1.4041205011517008,113.98233084152297,0.019711132148872563,-0.08376529387773567,0.12318755817548079,713,135,713,713,16530.733333333334,17112,9,77,58,18,64,TRUE,TRUE,FALSE,8.731149137020111e-7,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.7803203264211108,FALSE,FALSE,0.691,0.780
primary,glasses,preregistered_exclusions_applied,14,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,0.25818736035398615,1,0.6113682061252537,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,-4.680159554873551,9.575936825568075,-23.448650851217785,14.088331741470682,normal,ESTIMABLE,-4.680159554873551,-23.448650851217785,14.088331741470682,difference,min,-0.46801595548735514,-2.3448650851217785,1.4088331741470683,-4.680159554873551,-23.448650851217785,14.088331741470682,-0.46801595548735514,-2.3448650851217785,1.4088331741470683,150.48284492586316,-0.031100950790631833,-0.1558227508442573,0.09362084926299363,703,134,703,703,16268.4,16872,9,76,58,18,64,TRUE,TRUE,FALSE,9.977156878449023e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.7803203264211108,FALSE,FALSE,0.611,0.780
primary,glasses,preregistered_exclusions_applied,15,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,0.010607417812934727,1,0.917969066931428,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,-1.0684994362221407,9.483686691043802,-19.656183791329823,17.519184918885543,normal,ESTIMABLE,-1.0684994362221407,-19.656183791329823,17.519184918885543,difference,min,-0.10684994362221407,-1.9656183791329824,1.7519184918885542,-1.0684994362221407,-19.656183791329823,17.519184918885543,-0.10684994362221407,-1.9656183791329824,1.7519184918885542,158.99400768142544,-0.006720375514799787,-0.12362845668193172,0.11018770565233214,659,135,659,659,15340.483333333334,15815,9,77,58,18,64,TRUE,TRUE,FALSE,5.4569682106375694e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.917969066931428,FALSE,FALSE,0.918,0.918
primary,glasses,preregistered_exclusions_applied,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,7.263492562083229,1,0.0070370308452451244,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.11239341980571248,0.04278187814838504,0.028542479443896693,0.19624436016752828,normal,ESTIMABLE,1.2953687621017458,1.067929244296481,1.5712466334175645,ratio,ratio,0.011239341980571247,0.002854247944389669,0.019624436016752827,,,,1.026217324222503,1.0065937927279718,1.046223416180946,0.6358413901414924,0.17676329592306314,0.04488930712350323,0.3086372847226231,729,135,729,729,16928.233333333334,17497,9,77,58,18,64,TRUE,TRUE,FALSE,1.0811618267325684e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.03987650812305571,TRUE,TRUE,0.007,0.040
primary,glasses,preregistered_exclusions_applied,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,1.2379181437947864,1,0.2658726558176628,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.009368712461883196,0.008723705763878969,-0.0077294366470440565,0.02646686157081045,normal,ESTIMABLE,0.009368712461883196,-0.0077294366470440565,0.02646686157081045,difference,dimensionless,9.368712461883197e-4,-7.729436647044057e-4,0.002646686157081045,,,,9.368712461883197e-4,-7.729436647044057e-4,0.002646686157081045,0.11343221679215525,0.08259304743245675,-0.06814145809392848,0.233327552958842,675,131,675,675,10555.683333333332,16200,9,74,57,18,64,TRUE,TRUE,FALSE,7.497646947740577e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.502203905433363,FALSE,FALSE,0.266,0.502
primary,glasses,preregistered_exclusions_applied,1,interdaily_stability,Interdaily stability,IS,0.4262228902886142,1,0.5150470903062254,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.04847429878248186,0.07424943453220341,-0.09847454721128465,0.19542314477624836,t(125),ESTIMABLE,1.0496683937179327,0.906218758115309,1.2158253478021577,odds ratio,odds ratio,,,,,,,,,,0.44482450044165944,0.10897398577270917,-0.22137842477990932,0.43932639632532766,135,135,,782,18058.583333333332,18770,9,77,58,18,64,TRUE,TRUE,FALSE,,,response ~ site,response ~ site + biological_sex,,,,,0.6254143239432737,FALSE,FALSE,0.515,0.625
primary,glasses,preregistered_exclusions_applied,2,intradaily_variability,Intradaily variability,IV,0.2876657980546631,1,0.59267345598622,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.03659201919728756,0.06822479828329733,-0.1716173623403356,0.09843332394576049,t(125),ESTIMABLE,-0.03659201919728756,-0.1716173623403356,0.09843332394576049,difference,dimensionless,,,,,,,,,,0.3872180940141857,-0.09449976579851409,-0.4432059477418129,0.2542064161447848,135,135,,782,18058.583333333332,18770,9,77,58,18,64,TRUE,TRUE,FALSE,,,response ~ site,response ~ site + biological_sex,,,,,0.6716965834510493,FALSE,FALSE,0.593,0.672
primary,glasses,preregistered_exclusions_applied,3,daily_geometric_mean_medi,Mean melEDI,Mean,5.10485370273102,1,0.02385899106663619,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.12042627154525008,0.05482995561379553,-0.22789100982221905,-0.01296153326828113,normal,ESTIMABLE,0.7578333763178198,0.591710110615453,0.970595931957137,ratio,ratio,,,,,,,,,,0.4384255973444337,-0.27467892448497117,-0.5197940339308803,-0.02956381503906205,782,135,782,782,18058.583333333332,18770,9,77,58,18,64,TRUE,TRUE,FALSE,1.9240360416006297e-5,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.13520094937760507,TRUE,FALSE,0.024,0.135
primary,glasses,preregistered_exclusions_applied,4,m10_mean_medi,Brightest 10 h mean,M10mean,5.210225631555431,1,0.022454420477194023,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.17641480993195577,0.07948482851844571,-0.33220221114545145,-0.020627408718460055,normal,ESTIMABLE,0.6661701826810751,0.4653693632008944,0.9536139406361422,ratio,ratio,,,,,,,,,,0.6562298086947611,-0.26883083882282677,-0.5062284686613071,-0.03143320898434636,782,135,782,782,,,9,77,58,18,64,TRUE,TRUE,FALSE,5.9321791923139244e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.13520094937760507,TRUE,FALSE,0.022,0.135
primary,glasses,preregistered_exclusions_applied,5,l10_mean_medi,Darkest 10 h mean,L10mean,2.967930693721925,1,0.08493042936693354,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.06990491705612031,0.041931872529073905,-0.1520898770174296,0.012280042905188984,normal,ESTIMABLE,0.8513244038447378,0.704547248191874,1.0286794000566752,ratio,ratio,,,,,,,,,,0.3358287455028578,-0.20815644280672646,-0.4528792697292655,0.03656638411581264,782,135,782,782,,,9,77,58,18,64,TRUE,TRUE,FALSE,2.5117259383478086e-5,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.20625961417683858,FALSE,FALSE,0.085,0.206
primary,glasses,preregistered_exclusions_applied,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,5.304953936735728,1,0.021264861960167268,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.31295706253837824,0.13439470189514366,-0.5763658379658567,-0.049548287110899814,normal,ESTIMABLE,0.731281311258024,0.5619368297614095,0.9516592041534488,ratio,ratio,,,,,,,,,,1.4385255639629164,-0.21755405004846054,-0.4006642998947183,-0.034443800202202814,782,135,782,782,18058.583333333332,18770,9,77,58,18,64,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.13520094937760507,TRUE,FALSE,0.021,0.135
primary,glasses,preregistered_exclusions_applied,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,3.831472233815475,1,0.05029873380760243,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.22373313883387957,0.11332705804516968,-0.44585009107629225,-0.001616186591466895,normal,ESTIMABLE,0.799528469002319,0.6402797485155758,0.9983851187347706,ratio,ratio,,,,,,,,,,2.469022513254278,-0.0906160788866156,-0.18057757216990405,-6.54585603327161e-4,707,135,707,707,8811.216666666667,9212.2,9,77,58,18,64,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.1506295405614292,FALSE,FALSE,0.050,0.151
primary,glasses,preregistered_exclusions_applied,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,0.014995674428746497,1,0.9025372358220469,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.01648080590095344,0.13320578112904646,-0.27755933944640965,0.24459772764450274,normal,ESTIMABLE,-0.01648080590095344,-0.27755933944640965,0.24459772764450274,difference,h,,,,-0.9888483540572065,-16.65356036678458,14.675863658670165,,,,1.0328911905190568,-0.015955994254023383,-0.2687207926586423,0.23680880415059552,628,133,628,628,1848.7833333333333,1876.5166666666667,9,75,58,18,64,TRUE,TRUE,FALSE,3.774403012357652e-7,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.9589458130609249,FALSE,FALSE,0.903,0.959
primary,glasses,preregistered_exclusions_applied,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,2.5684907226800533,1,0.10901169320011099,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.05643523924413227,0.03502162755226127,-0.012205889438275455,0.12507636792653998,normal,ESTIMABLE,1.0580580919396678,0.9878683002729639,1.1332349925690282,ratio,ratio,,,,,,,,,,1.9601766397727491,0.028790894707670336,-0.006226933425597058,0.06380872284093772,746,135,746,746,6006.5,6010.516666666666,9,77,58,18,64,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.23164984805023586,FALSE,FALSE,0.109,0.232
primary,glasses,preregistered_exclusions_applied,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,3.7537728741823457,1,0.05268845690104445,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.08732574444147498,0.04646263265278196,-0.1783908310678423,0.0037393421848923303,normal,ESTIMABLE,0.8178511252740909,0.6631460222380531,1.0086473275594574,ratio,ratio,,,,,,,,,,0.39722405615610173,-0.219840019978945,-0.44909372507323164,0.00941368511534165,782,135,782,782,18058.583333333332,18770,9,77,58,18,64,TRUE,TRUE,FALSE,1.3307044355315156e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.1506295405614292,FALSE,FALSE,0.053,0.151
primary,glasses,preregistered_exclusions_applied,11,m10_midpoint,Midpoint of the brightest 10 hours,M10,9.142817216343246e-4,1,0.9758779670528198,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.31043765142461993,11.176930454518066,-21.59594349713968,22.21681879998892,normal,ESTIMABLE,0.31043765142461993,-21.59594349713968,22.21681879998892,difference,min,,,,0.31043765142461993,-21.59594349713968,22.21681879998892,,,,112.13023369026125,0.002768545477949736,-0.19259697216715363,0.19813406312305312,782,135,782,782,,,9,77,58,18,64,TRUE,TRUE,FALSE,2.2646418074145913e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.9758779670528198,FALSE,FALSE,0.976,0.976
primary,glasses,preregistered_exclusions_applied,12,l10_midpoint,Midpoint of the darkest 10 hours,L10,0.5950879559768509,1,0.4404583546504282,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,8.290866309260956,11.192744522026802,-13.646509842069548,30.22824246059146,normal,ESTIMABLE,8.290866309260956,-13.646509842069548,30.22824246059146,difference,min,,,,8.290866309260956,-13.646509842069548,30.22824246059146,,,,106.11775632210156,0.07812892579537309,-0.1285977984744419,0.2848556500651881,782,135,782,782,,,9,77,58,18,64,TRUE,TRUE,FALSE,7.503331289626658e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.6107366417450641,FALSE,FALSE,0.440,0.611
primary,glasses,preregistered_exclusions_applied,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,0.6716803757371963,1,0.41246636437866957,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-8.348164180427034,10.50139351831997,-28.930517263816533,12.234188902962465,normal,ESTIMABLE,-8.348164180427034,-28.930517263816533,12.234188902962465,difference,min,,,,-8.348164180427034,-28.930517263816533,12.234188902962465,,,,113.98233084152297,-0.07324086214760803,-0.2538158068029027,0.10733408250768667,713,135,713,713,16530.733333333334,17112,9,77,58,18,64,TRUE,TRUE,FALSE,9.731593308970332e-7,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.6107366417450641,FALSE,FALSE,0.412,0.611
primary,glasses,preregistered_exclusions_applied,14,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,0.5289849925338785,1,0.4670339025109314,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,11.995404171973442,16.833817461964433,-20.9982717757983,44.98908011974518,normal,ESTIMABLE,11.995404171973442,-20.9982717757983,44.98908011974518,difference,min,,,,11.995404171973442,-20.9982717757983,44.98908011974518,,,,150.48284492586316,0.07971276844136682,-0.1395393061989445,0.2989648430816781,703,134,703,703,16268.4,16872,9,76,58,18,64,TRUE,TRUE,FALSE,1.0149960871785879e-5,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.6107366417450641,FALSE,FALSE,0.467,0.611
primary,glasses,preregistered_exclusions_applied,15,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,1.117490025180814,1,0.29045955904499593,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-16.7699273501417,16.43226039489712,-48.97656590872397,15.43671120844057,normal,ESTIMABLE,-16.7699273501417,-48.97656590872397,15.43671120844057,difference,min,,,,-16.7699273501417,-48.97656590872397,15.43671120844057,,,,158.99400768142544,-0.1054752162971036,-0.308040325688612,0.09708989309440479,659,135,659,659,15340.483333333334,15815,9,77,58,18,64,TRUE,TRUE,FALSE,4.583853296935558e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.548645833751659,FALSE,FALSE,0.290,0.549
primary,glasses,preregistered_exclusions_applied,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,3.7387762749292506,1,0.053163367256975,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.1417190135183885,0.07569519177710528,-0.29007886320436727,0.0066408361675902305,normal,ESTIMABLE,0.7215741832825052,0.5127682623382565,1.0154085972589815,ratio,ratio,,,,,,,,,,0.6358413901414924,-0.22288422193914126,-0.45621261481549136,0.01044417093720882,729,135,729,729,16928.233333333334,17497,9,77,58,18,64,TRUE,TRUE,FALSE,7.31915861251764e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.1506295405614292,FALSE,FALSE,0.053,0.151
