metric_slot,metric_id,manuscript_name,predictor_order,predictor_id,predictor,contrast,effect_scale,estimate_common_sample_predictor_specific,estimate_mutually_adjusted_joint,standard_error_common_sample_predictor_specific,standard_error_mutually_adjusted_joint,lower_95_common_sample_predictor_specific,lower_95_mutually_adjusted_joint,upper_95_common_sample_predictor_specific,upper_95_mutually_adjusted_joint,display_estimate_common_sample_predictor_specific,display_estimate_mutually_adjusted_joint,display_lower_95_common_sample_predictor_specific,display_lower_95_mutually_adjusted_joint,display_upper_95_common_sample_predictor_specific,display_upper_95_mutually_adjusted_joint,effect_status_common_sample_predictor_specific,effect_status_mutually_adjusted_joint,original_participant_days,original_participants,original_estimate,original_standard_error,original_display_estimate,original_display_lower_95,original_display_upper_95,common_participant_days,common_participants,common_sites,exact_source_zeros,sample_change_shift_in_original_se,sample_change_direction_reversal,covariate_shift_in_common_se,covariate_direction_reversal,covariate_stability,sample_stability,conditional_association_raw_p,conditional_association_bh_q,conditional_association_fdr_supported,conditional_association_status,conditional_heterogeneity_raw_p,conditional_heterogeneity_bh_q,conditional_heterogeneity_fdr_supported,conditional_heterogeneity_status
11,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,3,activity_status,Daily activity status,Active minus Sedentary,absolute clock-hour difference,0.016753955436224807,0.026073860637217647,0.15260024080883827,0.15234425375974425,-0.2823370205812375,-0.27251538998351166,0.31584493145368714,0.324663111257947,0.016753955436224807,0.026073860637217647,-0.2823370205812375,-0.27251538998351166,0.31584493145368714,0.324663111257947,ESTIMABLE,ESTIMABLE,676,137,0.010303517530026,0.15033162875266565,0.010303517530026,-0.2843410605624446,0.30494809562249664,658,137,9,0,0.04290805574129342,FALSE,0.06107398750876055,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,0.8768064149035859,0.9691194659409389,FALSE,ESTIMABLE_EXPLORATORY,0.8606613306116349,0.9221371399410373,FALSE,ESTIMABLE_EXPLORATORY
11,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,absolute clock-hour difference,0.09705449901033,0.08334092468385881,0.043374497601026206,0.04482732761701035,0.012042045864799691,-0.004519022968659178,0.18206695215586033,0.17120087233637682,0.09705449901033,0.08334092468385881,0.012042045864799691,-0.004519022968659178,0.18206695215586033,0.17120087233637682,ESTIMABLE,ESTIMABLE,715,141,0.1271197909944258,0.04242676029202755,0.1271197909944258,0.04396486884133777,0.21027471314751384,658,137,9,0,0.7086398248924369,FALSE,0.3161667589239521,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,0.06144566227444409,0.07680707784305511,FALSE,ESTIMABLE_EXPLORATORY,0.48307134488126496,0.7825399508990627,FALSE,ESTIMABLE_EXPLORATORY
12,first_timing_above_250,First light timing above 250 lx melEDI,1,work_free_day,Work/free day,Free day minus Work day,absolute clock-hour difference,1.179422754755375,0.915785381123856,0.18071607529432548,0.19363458052709598,0.822021968272802,0.532835766608958,1.536823541237948,1.298734995638754,1.179422754755375,0.915785381123856,0.822021968272802,0.532835766608958,1.536823541237948,1.298734995638754,ESTIMABLE,ESTIMABLE,701,140,1.232110241982381,0.18068938714659283,1.232110241982381,0.8748552106643294,1.5893652733004329,641,136,9,1,0.29159148779590904,FALSE,1.4588484903855,FALSE,SUBSTANTIAL_LIMITATION_1_TO_LT_2_SE,STABLE_LT_1_SE,5.5967848094023015e-6,2.098794303525863e-5,TRUE,ESTIMABLE_EXPLORATORY,0.1955605145612808,0.325934190935468,FALSE,ESTIMABLE_EXPLORATORY
12,first_timing_above_250,First light timing above 250 lx melEDI,3,activity_status,Daily activity status,Active minus Sedentary,absolute clock-hour difference,-0.217103321908134,-0.16482593656382458,0.2952916721147495,0.29363315898901154,-0.8010993813825368,-0.7455419674377555,0.36689273756626883,0.41589009431010626,-0.217103321908134,-0.16482593656382458,-0.8010993813825368,-0.7455419674377555,0.36689273756626883,0.41589009431010626,ESTIMABLE,ESTIMABLE,658,136,-0.2801465196611583,0.28672888927299256,-0.2801465196611583,-0.8472080296377416,0.28691499031542506,641,136,9,1,0.21987040759259277,FALSE,0.1770364364491613,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,0.5755012718508943,0.7847744616148558,FALSE,ESTIMABLE_EXPLORATORY,0.5979637906114827,0.6899582199363262,FALSE,ESTIMABLE_EXPLORATORY
12,first_timing_above_250,First light timing above 250 lx melEDI,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,absolute clock-hour difference,0.4226838305077737,0.35668111221326415,0.07239590625802513,0.07636058781318539,0.27950700579754123,0.20566336740967836,0.5658606552180061,0.5076988570168499,0.4226838305077737,0.35668111221326415,0.27950700579754123,0.20566336740967836,0.5658606552180061,0.5076988570168499,ESTIMABLE,ESTIMABLE,701,140,0.4703979146328984,0.07028260433154393,0.4703979146328984,0.3314367149294026,0.6093591143363943,641,136,9,1,0.67888895949335,FALSE,0.9116913055728632,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,7.156428538210912e-6,2.683660701829092e-5,TRUE,ESTIMABLE_EXPLORATORY,0.7957871307765948,0.949172610655661,FALSE,ESTIMABLE_EXPLORATORY
13,last_timing_above_250,Last light timing above 250 lx melEDI,1,work_free_day,Work/free day,Free day minus Work day,absolute clock-hour difference,-0.8366385354165157,-0.7730150253638232,0.2090395581320089,0.2353404028456493,-1.2500269663275858,-1.2384149751709557,-0.4232501045054455,-0.30761507555669054,-0.8366385354165157,-0.7730150253638232,-1.2500269663275858,-1.2384149751709557,-0.4232501045054455,-0.30761507555669054,ESTIMABLE,ESTIMABLE,661,141,-0.8192336050122341,0.19690983037457904,-0.8192336050122341,-1.2085349175913422,-0.4299322924331258,609,137,9,0,0.0883903580190609,FALSE,0.30436110093819724,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,0.001298541693745668,0.0020114477827922737,TRUE,ESTIMABLE_EXPLORATORY,0.41071386839199625,0.5640001137635198,FALSE,ESTIMABLE_EXPLORATORY
13,last_timing_above_250,Last light timing above 250 lx melEDI,3,activity_status,Daily activity status,Active minus Sedentary,absolute clock-hour difference,0.5239859124371106,0.49293160316934687,0.26377743452833824,0.2544307944298096,0.002350004172528841,-0.010220756243771778,1.0456218207016923,0.9960839625824656,0.5239859124371106,0.49293160316934687,0.002350004172528841,-0.010220756243771778,1.0456218207016923,0.9960839625824656,ESTIMABLE,ESTIMABLE,626,137,0.5135970726230595,0.2568172159471556,0.5135970726230595,0.00572541962090122,1.0214687256252175,609,137,9,0,0.040452271767437535,FALSE,0.11772921108013681,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,0.05477048467321386,0.11736532429974399,FALSE,ESTIMABLE_EXPLORATORY,0.4861000145639327,0.6076250182049159,FALSE,ESTIMABLE_EXPLORATORY
13,last_timing_above_250,Last light timing above 250 lx melEDI,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,absolute clock-hour difference,-0.11914139318963499,-0.05922462467625564,0.08370403195777558,0.08706828197271357,-0.28467120362916676,-0.23140744398786658,0.04638841724989681,0.11295819463535531,-0.11914139318963499,-0.05922462467625564,-0.28467120362916676,-0.23140744398786658,0.04638841724989681,0.11295819463535531,ESTIMABLE,ESTIMABLE,661,141,-0.12834602476879364,0.07556774894617582,-0.12834602476879364,-0.27774752390894375,0.02105547437135643,609,137,9,0,0.12180634870723465,FALSE,0.7158169936617188,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,0.4975284594655208,0.5330662065702009,FALSE,ESTIMABLE_EXPLORATORY,0.5216933005993751,0.7825399508990627,FALSE,ESTIMABLE_EXPLORATORY
14,dose_time_sensitive_corrected_medi,melEDI dose,1,work_free_day,Work/free day,Free day minus Work day,ratio for fitted dose + 0.1 lx h,-0.186744913257785,-0.13695960981298086,0.04022635486994523,0.03981986919258045,-0.265587120032205,-0.21500511929953456,-0.10790270648336496,-0.05891410032642716,0.650511661988648,0.7295253543018341,0.5425164109221193,0.6095297122914918,0.780004832782801,0.8731440516138486,ESTIMABLE,ESTIMABLE,729,141,-0.1732751995470897,0.04043956132333958,0.6710035231267947,0.5590681054778817,0.8053504101503138,667,137,9,0,0.3330825871971389,FALSE,1.2376290023235685,FALSE,SUBSTANTIAL_LIMITATION_1_TO_LT_2_SE,STABLE_LT_1_SE,5.592039894302943e-4,0.0011982942630649163,TRUE,ESTIMABLE_EXPLORATORY,5.859161304681729e-6,2.9295806523408646e-5,TRUE,ESTIMABLE_EXPLORATORY
14,dose_time_sensitive_corrected_medi,melEDI dose,3,activity_status,Daily activity status,Active minus Sedentary,ratio for fitted dose + 0.1 lx h,0.3414381811205148,0.32985229580493153,0.046802771689352166,0.0460604402375848,0.24970643423273375,0.23957549182720583,0.4331699280082959,0.4201290997826572,2.1950184808802202,2.1372350890702143,1.7770777701813303,1.7361030171053178,2.711252266080667,2.6310499900916136,ESTIMABLE,ESTIMABLE,686,137,0.32327118403288835,0.04632809789218496,2.105092500393462,1.707928873915892,2.594612985874859,667,137,9,0,0.392137771982455,FALSE,0.24754699128682456,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,1.994671928680231e-12,2.992007893020347e-11,TRUE,ESTIMABLE_EXPLORATORY,0.004488144187852619,0.05563393711314469,FALSE,ESTIMABLE_EXPLORATORY
14,dose_time_sensitive_corrected_medi,melEDI dose,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,ratio for fitted dose + 0.1 lx h,-0.05277228678710965,-0.04073176540795192,0.014519725788730503,0.014315404787109087,-0.08123042639841886,-0.06878944321479799,-0.02431414717580044,-0.01267408760110584,0.8855798233468979,0.9104754386603349,0.8294105850754608,0.853513818486727,0.9455529476366287,0.9712385510916254,ESTIMABLE,ESTIMABLE,729,141,-0.04279663703376176,0.01444723891513836,0.906156819044592,0.8489601304132732,0.9672069998166966,667,137,9,0,0.6904883218131754,FALSE,0.8292526700816204,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,0.004384355972582568,0.008645463790271698,TRUE,ESTIMABLE_EXPLORATORY,0.0066546524740846635,0.07523797224743732,FALSE,ESTIMABLE_EXPLORATORY
15,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,1,work_free_day,Work/free day,Free day minus Work day,absolute MDER difference,-0.0018518749698041175,-0.0034302136099024095,0.006488237045810048,0.00676521300947572,-0.014568585902750363,-0.016689787456216645,0.010864835963142128,0.009829360236411828,-0.0018518749698041175,-0.0034302136099024095,-0.014568585902750363,-0.016689787456216645,0.010864835963142128,0.009829360236411828,ESTIMABLE,ESTIMABLE,679,136,-0.00133676954522558,0.00617221086345378,-0.00133676954522558,-0.01343408054258187,0.0107605414521307,631,131,9,0,0.08345557790783259,FALSE,0.243261556098285,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,0.6253932719356046,0.721607621464159,FALSE,ESTIMABLE_EXPLORATORY,0.013274235950079805,0.03318558987519951,TRUE,ESTIMABLE_EXPLORATORY
15,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,3,activity_status,Daily activity status,Active minus Sedentary,absolute MDER difference,0.008608827057125215,0.00800426788104181,0.00798584720640619,0.008017198778127439,-0.007043145853470713,-0.007709152980986492,0.024260799967721146,0.023717688743070113,0.008608827057125215,0.00800426788104181,-0.007043145853470713,-0.007709152980986492,0.024260799967721146,0.023717688743070113,ESTIMABLE,ESTIMABLE,645,133,0.00827739903807779,0.00777349686215455,0.00827739903807779,-0.00695837484568025,0.02351317292183585,631,131,9,0,0.042635640680707035,FALSE,0.07570382458587897,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,0.3034219447516555,0.4640757734694896,FALSE,ESTIMABLE_EXPLORATORY,0.07506190675237907,0.3058807616552734,FALSE,ESTIMABLE_EXPLORATORY
15,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,absolute MDER difference,0.002496301544433048,0.002766480180782044,0.0024150786984879742,0.0025164980020202943,-0.0022371657244332484,-0.0021657652703447354,0.007229768813299344,0.007698725631908823,0.002496301544433048,0.002766480180782044,-0.0022371657244332484,-0.0021657652703447354,0.007229768813299344,0.007698725631908823,ESTIMABLE,ESTIMABLE,679,136,0.00173320154775092,0.00231749910107236,0.00173320154775092,-0.00280901322455486,0.00627541632005671,631,131,9,0,0.32927736469413266,FALSE,0.1118715661390863,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,0.28429342434665705,0.32803087424614275,FALSE,ESTIMABLE_EXPLORATORY,0.8226162625682396,0.949172610655661,FALSE,ESTIMABLE_EXPLORATORY
