relative_path,before_sha256,before_bytes,after_sha256,after_bytes,present_before,present_after,hash_identical,bytes_identical,byte_identical,status
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_pilot_component_diagnostics.csv,a980c5fd84d844e92021920f043a0dde78777e2604ec1411db1ebf4b7f7bd420,1183,a980c5fd84d844e92021920f043a0dde78777e2604ec1411db1ebf4b7f7bd420,1183,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_pilot_lag_by_site.csv,0097d77aa455276922195a8c2d78fd492cabee52dd5e500d241fff904b59e62f,946,0097d77aa455276922195a8c2d78fd492cabee52dd5e500d241fff904b59e62f,946,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_pilot_lag_overall.csv,940995b02aee48adec92b57a372e8f13a6c22f8907f99bd37459855914e99fc4,262,940995b02aee48adec92b57a372e8f13a6c22f8907f99bd37459855914e99fc4,262,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_pilot_registered_benchmark.csv,dbd9a09711a567e69e42466d6ab50e234a33113b3defb758684f559c8b161600,523,dbd9a09711a567e69e42466d6ab50e234a33113b3defb758684f559c8b161600,523,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_pilot_runtime_detail.csv,e3caae28291de56b5587ddd66b7f7df9b129f3b40ed7fcdecf8f0b7079ce78de,655,e3caae28291de56b5587ddd66b7f7df9b129f3b40ed7fcdecf8f0b7079ce78de,655,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_pilot_runtime_projection.csv,b7f76a53b516c7844ac150fa305e0c10eb60b9e7c39108e77b2a3ae93c90183d,328,b7f76a53b516c7844ac150fa305e0c10eb60b9e7c39108e77b2a3ae93c90183d,328,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_pilot_verdict.csv,75c9cb4e27f01a27f1d9e4deef797e83fd2aaa694264fbe9d895a4ef8464c325,363,75c9cb4e27f01a27f1d9e4deef797e83fd2aaa694264fbe9d895a4ef8464c325,363,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_positive_family_sensitivity.csv,bf6cd9819d30a55d2c621281f95b55a72926b1f39f867ed338ce3299d474b24b,9196,bf6cd9819d30a55d2c621281f95b55a72926b1f39f867ed338ce3299d474b24b,9196,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_positive_influence_pilot_50.csv,5735ecd4af114d4fe396460a916bff46b7b30912555fb85a708bb82e112f1f9d,6679,5735ecd4af114d4fe396460a916bff46b7b30912555fb85a708bb82e112f1f9d,6679,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_positive_influence_runtime.csv,9e5806db1e97dcf157c07367939153c142dba08c534ebf4313794962492f8a28,122,9e5806db1e97dcf157c07367939153c142dba08c534ebf4313794962492f8a28,122,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_positive_influence_runtime_projection.csv,699cacfbda35b6e9093ab6859240c1ffd95cf2d8953e6b759200dba899e1398a,496,699cacfbda35b6e9093ab6859240c1ffd95cf2d8953e6b759200dba899e1398a,496,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_positive_influence_summary.csv,94271f9a97c8eb7b7fb86d84f1ec69ceac03ebd1b8e39366d3f45343b58f3ba6,1156,94271f9a97c8eb7b7fb86d84f1ec69ceac03ebd1b8e39366d3f45343b58f3ba6,1156,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_positive_participant_deletion_influence.csv,0a5e7e0b04c230fa70aadf23628ac9e7993ae7cec5c235702bd78fcadc80f8d7,70859,0a5e7e0b04c230fa70aadf23628ac9e7993ae7cec5c235702bd78fcadc80f8d7,70859,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_positive_site_deletion_influence.csv,c45ff13c4181560c2f4da886113a9471f57496192dd0e069150f6a617fccbd2f,4425,c45ff13c4181560c2f4da886113a9471f57496192dd0e069150f6a617fccbd2f,4425,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_primary_verdict.csv,86b91f1b994447a26bef4431521694e198271343660896208cab5c0b393ebb99,1398,86b91f1b994447a26bef4431521694e198271343660896208cab5c0b393ebb99,1398,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_production_runtime.csv,73b50c10691aa0fb19a9f0aaf7e28b8268d15a8a61a40feda704b434a02bb900,3976,73b50c10691aa0fb19a9f0aaf7e28b8268d15a8a61a40feda704b434a02bb900,3976,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_protected_baseline.csv,89f816ed4769a637afdc8aae6eace238ba8bbb86569f3011069fad938f4195f7,65484,89f816ed4769a637afdc8aae6eace238ba8bbb86569f3011069fad938f4195f7,65484,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_protected_preservation_after_production.csv,b5e0160ef77a7f3f5bbce8a293a1f7d85f88e68c9338fc2e53f9969d548b2b68,86101,b5e0160ef77a7f3f5bbce8a293a1f7d85f88e68c9338fc2e53f9969d548b2b68,86101,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_protected_preservation_final.csv,107b6cff6d4fb47900aceec68a04660c12ab62d41283a6e10b67079fdd0a12f8,96769,107b6cff6d4fb47900aceec68a04660c12ab62d41283a6e10b67079fdd0a12f8,96769,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_registered_benchmark.csv,5919762ad58712fefc5f71cf6f47aa4302de42051d733a272ea09aedb1009899,4238,5919762ad58712fefc5f71cf6f47aa4302de42051d733a272ea09aedb1009899,4238,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_residual_lag.csv,c0a375586942b57edaa18cce3836a9965b9619ed74d477bda4e8f1317266849c,5005,c0a375586942b57edaa18cce3836a9965b9619ed74d477bda4e8f1317266849c,5005,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_sample_summary.csv,bff2a84948501133e7b454194c9f0dfa3a4f8f90834f4059dc2e366a02c1fd38,6330,bff2a84948501133e7b454194c9f0dfa3a4f8f90834f4059dc2e366a02c1fd38,6330,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_scenario_component_change_inventory.csv,729ad2329961a9a189a997bb976a33373e48ad2747b3ba632fb7dcf5b88d1574,12777,729ad2329961a9a189a997bb976a33373e48ad2747b3ba632fb7dcf5b88d1574,12777,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_site_residual_lag.csv,40def16464caf6563f2ce5c8aa877d0cb7315b4098cb2f3a8608ec4e0cc676ee,32738,40def16464caf6563f2ce5c8aa877d0cb7315b4098cb2f3a8608ec4e0cc676ee,32738,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_static_verdict.csv,98f2541ff573e3bb9e39e9147545b49b4edd0fba23a695ddad5dae2cb8570c01,326,98f2541ff573e3bb9e39e9147545b49b4edd0fba23a695ddad5dae2cb8570c01,326,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_exact_reuse_verification.csv,0db1ded05ec2f076e00e7691e6b936eedb61c802e6fa1f029a102766935b4843,2941,0db1ded05ec2f076e00e7691e6b936eedb61c802e6fa1f029a102766935b4843,2941,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_historical_preservation_after_pilot.csv,4110838ff78a96a45c4576c9997da5adee12569e1b46d97201991d7288400048,50958,4110838ff78a96a45c4576c9997da5adee12569e1b46d97201991d7288400048,50958,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_historical_preservation_baseline.csv,4c289cfc065144afb4f35468512dbf472c5b040ac4fd8c16f7bbfed91ab5429a,42000,4c289cfc065144afb4f35468512dbf472c5b040ac4fd8c16f7bbfed91ab5429a,42000,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_historical_preservation_final.csv,f215052bf42ed0e35626dc0064d4c15ac162d7ec36f88b70ce2dfc314ba386f9,55691,f215052bf42ed0e35626dc0064d4c15ac162d7ec36f88b70ce2dfc314ba386f9,55691,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_input_contract.csv,548ce7154ca9bb7ccb87d1f98816931517540745d5ea8b6ecdbbd687d45905c0,3728,548ce7154ca9bb7ccb87d1f98816931517540745d5ea8b6ecdbbd687d45905c0,3728,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_pilot_ar_counterparts.csv,d7a2289e337e32b713794f2084a44c8138af5d7a2fe5f624389baddc1ddc543a,2223,d7a2289e337e32b713794f2084a44c8138af5d7a2fe5f624389baddc1ddc543a,2223,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_pilot_diagnostics.csv,8109fcca6ea5b05c7a0bc20a4c23fcfd65e86455ffc651ab096e2b4c060e6fd0,2857,8109fcca6ea5b05c7a0bc20a4c23fcfd65e86455ffc651ab096e2b4c060e6fd0,2857,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_pilot_family_sensitivity.csv,81d5ad4e1a9fb9a2a34bb33c0286ead5ed57a72cc64a677f250f288e06b226f7,796,81d5ad4e1a9fb9a2a34bb33c0286ead5ed57a72cc64a677f250f288e06b226f7,796,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_pilot_model_provenance.csv,e9e6635960552e4c6612233356f62bda17d50e7ea06ff14b0ed30c642e76609f,3114,e9e6635960552e4c6612233356f62bda17d50e7ea06ff14b0ed30c642e76609f,3114,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_pilot_post_ar_site_residual_lag.csv,f514e4aa6892a76f5be09c8348c6834250b825064b42b99e05169dc6fe2c4035,2482,f514e4aa6892a76f5be09c8348c6834250b825064b42b99e05169dc6fe2c4035,2482,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_pilot_registered_benchmark.csv,da3c2d65a4f60e61de659df00fc603823e66259dbe06c5ad503c40dedd6b740f,1228,da3c2d65a4f60e61de659df00fc603823e66259dbe06c5ad503c40dedd6b740f,1228,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_pilot_residual_lag.csv,5adfbea14d4dfae6de061fe7da68defc5e10e683e9f4a7747b004410fda8e481,481,5adfbea14d4dfae6de061fe7da68defc5e10e683e9f4a7747b004410fda8e481,481,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_pilot_runtime.csv,6242a2d9804043338a9ac4f29ca06a83b83b2a696ed27e0dcf032a4243cf09cb,996,6242a2d9804043338a9ac4f29ca06a83b83b2a696ed27e0dcf032a4243cf09cb,996,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_pilot_runtime_projection.csv,9245f7db9de4247e2d03109373a26eee4802f4bb4bf0ab940cc1d29b8af055cd,986,9245f7db9de4247e2d03109373a26eee4802f4bb4bf0ab940cc1d29b8af055cd,986,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_pilot_site_residual_lag.csv,8051b18b01723ba4dc590418c18d2b637910d0e5cc6c5edb4bdff57ebf906a54,2484,8051b18b01723ba4dc590418c18d2b637910d0e5cc6c5edb4bdff57ebf906a54,2484,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_pilot_verdict.csv,b34c80411414c359dc8b682fdc6b16d01f993c98c38e423da94eadad09367fef,1360,b34c80411414c359dc8b682fdc6b16d01f993c98c38e423da94eadad09367fef,1360,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_pilot_zero_mass.csv,f29e8b1889df2f18a3602c9597424822d41935ed7614ff07b414241ad0774297,5111,f29e8b1889df2f18a3602c9597424822d41935ed7614ff07b414241ad0774297,5111,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_reference_registry.csv,f0dc4666de0e01a3322d37f8d4799b379a6c67df87a7b551211edbf53b899656,2220,f0dc4666de0e01a3322d37f8d4799b379a6c67df87a7b551211edbf53b899656,2220,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_static_verdict.csv,0e2d29c09f498fd152e7fb960ceb5ab1bc11be72cde77f91e4a368cb379fbf80,540,0e2d29c09f498fd152e7fb960ceb5ab1bc11be72cde77f91e4a368cb379fbf80,540,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_l10_zero_mass_family_pilot.csv,23a5bb3d4aa017e468ac81d96c7d206d801dd7ed1ff0c29caa4dcc09adbea7c9,446,23a5bb3d4aa017e468ac81d96c7d206d801dd7ed1ff0c29caa4dcc09adbea7c9,446,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_ar_counterparts.csv,524eb1f7386e2949cf3fceea225855259b79b95340efd436029412c34e692f0d,14268,524eb1f7386e2949cf3fceea225855259b79b95340efd436029412c34e692f0d,14268,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_category_cells.csv,84007674209f6fed65f16d3a05ef111ec0841371426e3c1a2e152ea04b2dacb6,1766,84007674209f6fed65f16d3a05ef111ec0841371426e3c1a2e152ea04b2dacb6,1766,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_diagnostic_contract.csv,a0236e452f46727c840df2f7105f865df765db2fac19b82fad403864d65c3634,684,a0236e452f46727c840df2f7105f865df765db2fac19b82fad403864d65c3634,684,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_distribution_summary.csv,3315ec5fb9379c7ae64068a70095685fda9d3ce83518bde7d4ad73491e82d6c9,1100,3315ec5fb9379c7ae64068a70095685fda9d3ce83518bde7d4ad73491e82d6c9,1100,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_family_pilot_diagnostics.csv,77aab3a60025105a93a41600b887b8f8c8a2790c76e4d4acc5ba5d4abe7099d0,2636,77aab3a60025105a93a41600b887b8f8c8a2790c76e4d4acc5ba5d4abe7099d0,2636,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_family_pilot_runtime.csv,2d09b92958617d86467076427cb83c01b397853e383bb8cf76b78018e58853a1,449,2d09b92958617d86467076427cb83c01b397853e383bb8cf76b78018e58853a1,449,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_family_pilot_verdict.csv,a64600116eba7d5b3fecc49879bae79c16b666a5e63b45a3253c86581066a088,1631,a64600116eba7d5b3fecc49879bae79c16b666a5e63b45a3253c86581066a088,1631,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_figure_readability_qa.csv,6f29a052dd67400d4063afd800354cc8f02f604e0b79da02f4afb34e9f9e7cf2,270,6f29a052dd67400d4063afd800354cc8f02f604e0b79da02f4afb34e9f9e7cf2,270,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_gap_refresh_frame_comparison.csv,459b757008230ad41d157f1e01e68aacd924ed872c011ca64172cbc8cfc476d5,21593,459b757008230ad41d157f1e01e68aacd924ed872c011ca64172cbc8cfc476d5,21593,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_gap_refresh_preservation.csv,7c643e16a4d0d6a0fab6b64bc0d7adcfbf7b5cf1bb536c1037dd8fd491ed8b3e,2792,7c643e16a4d0d6a0fab6b64bc0d7adcfbf7b5cf1bb536c1037dd8fd491ed8b3e,2792,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_gap_refresh_provenance.csv,d97e1d859a58b8dfead6ee821417d98d413fad9fb2f7f9818ba7baa4d5eaaa46,654,d97e1d859a58b8dfead6ee821417d98d413fad9fb2f7f9818ba7baa4d5eaaa46,654,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_influence_pilot_50.csv,64f77e9ff9599df2b202edb9eb1c4e9d19f3426db25e2df88dc0578eb013cc89,12610,64f77e9ff9599df2b202edb9eb1c4e9d19f3426db25e2df88dc0578eb013cc89,12610,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_influence_runtime_projection.csv,0dfb204f9b4bc7efe2322f0d9e6e047de36e3a0b6455458b56b95e1bbfb08be5,408,0dfb204f9b4bc7efe2322f0d9e6e047de36e3a0b6455458b56b95e1bbfb08be5,408,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_influence_summary.csv,21b497aff5a973103e2e48aea353fe6ae48e879700298bda56741e505c207926,956,21b497aff5a973103e2e48aea353fe6ae48e879700298bda56741e505c207926,956,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_input_contract.csv,be8e822fad7c428bab16100fa3e6858e8cade335d0856ce35f32e5989b8f0b6f,4208,be8e822fad7c428bab16100fa3e6858e8cade335d0856ce35f32e5989b8f0b6f,4208,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_missingness.csv,c8ec9f5abe5041d5b8eed8159a4a1094313d6a792eaeba38b205d336542ffb0d,1827,c8ec9f5abe5041d5b8eed8159a4a1094313d6a792eaeba38b205d336542ffb0d,1827,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_model_diagnostics.csv,099d7a651d12599d54480ade0edb1058459cee72fcc57266dc1ab305ceb3f52d,22423,099d7a651d12599d54480ade0edb1058459cee72fcc57266dc1ab305ceb3f52d,22423,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_participant_deletion_influence.csv,2425c64f107b44838aa6eee623b41c21e57ada42c3a93f3665b32a14f69b331d,106586,2425c64f107b44838aa6eee623b41c21e57ada42c3a93f3665b32a14f69b331d,106586,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_production_runtime.csv,c07dab3f35a6cf6c608b4bf5f4128f3ca9fd5354a74cf2098f7ad508b6965b54,4448,c07dab3f35a6cf6c608b4bf5f4128f3ca9fd5354a74cf2098f7ad508b6965b54,4448,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_production_verdict.csv,1e87780756b7d289060de13528e9dbc81122f563b58a2fb12c113f26b604abbe,1732,1e87780756b7d289060de13528e9dbc81122f563b58a2fb12c113f26b604abbe,1732,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_registered_benchmark.csv,56c16748ba851861f3d6b3da5bd61f73a9d15eaf7aa2e6521e5e00d0dffb71be,2005,56c16748ba851861f3d6b3da5bd61f73a9d15eaf7aa2e6521e5e00d0dffb71be,2005,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_site_deletion_influence.csv,10c7ce6f87d2bf3776913497c650b4e041756f36679240b0214a9bc9a3f2b62f,6950,10c7ce6f87d2bf3776913497c650b4e041756f36679240b0214a9bc9a3f2b62f,6950,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_site_residual_lag.csv,c4c892f3ff04027c22e0732aff03e1599db5ce3d2272b1fe09cc4466c1cfec0f,27965,c4c892f3ff04027c22e0732aff03e1599db5ce3d2272b1fe09cc4466c1cfec0f,27965,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_static_verdict.csv,6e6e471aad1b1a2044dd1455f08430dd99d2f23e021c488f12144ac5dc4aaf7d,1293,6e6e471aad1b1a2044dd1455f08430dd99d2f23e021c488f12144ac5dc4aaf7d,1293,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_support_failure_summary.csv,07a8d8e164f10cb412cb0d1d1f84881686b29fa1c039d774f6e19f3b15bfea6d,953,07a8d8e164f10cb412cb0d1d1f84881686b29fa1c039d774f6e19f3b15bfea6d,953,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_support_summary.csv,62f236b91f93ce3da2f3e3667b83facfec67a902362fe3785df9783af68bf152,565,62f236b91f93ce3da2f3e3667b83facfec67a902362fe3785df9783af68bf152,565,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_mder_metric010_upper_tail.csv,6d189356bba07574099c7904505954b0e27a79c79ff3cafc346e4a625794d9eb,4899,6d189356bba07574099c7904505954b0e27a79c79ff3cafc346e4a625794d9eb,4899,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_non_l10_pilot_deletion_checkpoint.csv,cc0be4e62c48576e3fa437148829d8975a3fa2cc82dd70956b4546b799b19c50,18770,cc0be4e62c48576e3fa437148829d8975a3fa2cc82dd70956b4546b799b19c50,18770,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_non_l10_pilot_deletion_runtime_by_class.csv,e80c1f9544519b4261d6972fec6722a13bb4a325b87d2d205ea9defbd6f699d2,539,e80c1f9544519b4261d6972fec6722a13bb4a325b87d2d205ea9defbd6f699d2,539,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_non_l10_pilot_preservation_baseline.csv,b362f35f6b0d69f709ff5864d789f31f4fb1d87e8325846532af85c62d035dfe,85680,b362f35f6b0d69f709ff5864d789f31f4fb1d87e8325846532af85c62d035dfe,85680,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_non_l10_pilot_preservation_final.csv,f785907fb8bbb0069e517075efc239cc5f57cb2e0ee0f2dee0da3a7322a57fb9,131372,f785907fb8bbb0069e517075efc239cc5f57cb2e0ee0f2dee0da3a7322a57fb9,131372,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_non_l10_pilot_reuse_verification.csv,dc61d7a0edf565b204133dd2c31de33b6de4bad1f2debdf8a0658cf5515996a4,1838,dc61d7a0edf565b204133dd2c31de33b6de4bad1f2debdf8a0658cf5515996a4,1838,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_non_l10_pilot_runtime_and_projection.csv,3623aa11cde5fe9844bbf6838088fd2452e549911338949bb4f59acf3216b35d,3052,3623aa11cde5fe9844bbf6838088fd2452e549911338949bb4f59acf3216b35d,3052,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_non_l10_pilot_source_reconciliation.csv,b3543ed1b0967c98187279c5ee6347ec014e963d0fd2bbeec5739a44d2546151,3458,b3543ed1b0967c98187279c5ee6347ec014e963d0fd2bbeec5739a44d2546151,3458,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_non_l10_pilot_timing_diagnostics.csv,df97d28e5692f644758b115d58c9a6b83de00012b7cf8581c00d121a5e6a4ae8,16335,df97d28e5692f644758b115d58c9a6b83de00012b7cf8581c00d121a5e6a4ae8,16335,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_non_l10_pilot_timing_lag_by_site.csv,bd11ac271ab37785837776885fe7a3062a75d532043ced65e24cd67409005158,17699,bd11ac271ab37785837776885fe7a3062a75d532043ced65e24cd67409005158,17699,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_non_l10_pilot_timing_model_counts.csv,196c4fb21ef37b318eafa2879339d59110e0d2941dd469d573f716e24f67dcb1,5695,196c4fb21ef37b318eafa2879339d59110e0d2941dd469d573f716e24f67dcb1,5695,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_non_l10_pilot_timing_post_ar_lag_by_site.csv,8f9cbf80664df2518559bd6457bd8aa11b5c5c08d6f9fc880122f6c2fece34a4,10616,8f9cbf80664df2518559bd6457bd8aa11b5c5c08d6f9fc880122f6c2fece34a4,10616,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
artifacts/08_diagnostics/H06_daily/H06_daily_non_l10_pilot_timing_registered_benchmarks.csv,537ef1a31defc6bcb0f1a521bd2fa2fab007a4c4593419109bbba3a2c580f588,3937,537ef1a31defc6bcb0f1a521bd2fa2fab007a4c4593419109bbba3a2c580f588,3937,TRUE,TRUE,TRUE,TRUE,TRUE,PASS
