"attribute","element","token","matches_in_document","status"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0009",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0009",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0009",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0009",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0009",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0009",1,"PASS"
"headers","td","tbl-h06-daily-primary-site-interactions--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0009",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0009",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0009",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0009",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0009",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0010",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0010",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0010",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0010",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0010",1,"PASS"
"headers","td","tbl-h06-daily-placement-work-free--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0007",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0008",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0009",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0009",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0009",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0009",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0009",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0010",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0010",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0010",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0010",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0010",1,"PASS"
"headers","td","tbl-h06-daily-placement-activity--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0002",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0003",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0004",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0005",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0006",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0001",1,"PASS"
"headers","td","tbl-h06-daily-placement-sleep--gt-0006",1,"PASS"
