"scope","path","expected_sha256","observed_sha256","expected_bytes","observed_bytes","exists","status"
"release manifest","audit/report_harmonization/report018_order72j_component_exports_release/independent_replay/input_rehash.csv","ff480fa036263992666d5958a519afef00b17a8c88f66e8c65cdbca5dd66f946","ff480fa036263992666d5958a519afef00b17a8c88f66e8c65cdbca5dd66f946",20078,20078,TRUE,"PASS"
"release manifest","audit/report_harmonization/report018_order72j_component_exports_release/independent_replay/manifest_rehash.csv","d6958c06de3247af1f5fd21d794d82d34161e38249cd6cecf9123d883e594fe8","d6958c06de3247af1f5fd21d794d82d34161e38249cd6cecf9123d883e594fe8",4066,4066,TRUE,"PASS"
"release manifest","audit/report_harmonization/report018_order72j_component_exports_release/independent_replay/prepare_release.R","f35d34f5f5265a60b58ca9a0e1b92478b866c132b20a1e1398fb8a3e2193a0d2","f35d34f5f5265a60b58ca9a0e1b92478b866c132b20a1e1398fb8a3e2193a0d2",8100,8100,TRUE,"PASS"
"release manifest","audit/report_harmonization/report018_order72j_component_exports_release/independent_replay/replay_comparison.csv","05fdf0c5c506bbfc5647ac8ca5e535563081cab9937d8fa13bdcf9a9ff7fee38","05fdf0c5c506bbfc5647ac8ca5e535563081cab9937d8fa13bdcf9a9ff7fee38",382,382,TRUE,"PASS"
"release manifest","audit/report_harmonization/report018_order72j_component_exports_release/independent_replay/replay/preflight_checks.csv","35237a29f9310c842bb712b33de28d7d8ddcba8ce47cb0e722daddf7e7ac386e","35237a29f9310c842bb712b33de28d7d8ddcba8ce47cb0e722daddf7e7ac386e",6750,6750,TRUE,"PASS"
"release manifest","audit/report_harmonization/report018_order72j_component_exports_release/independent_replay/replay/session_info.txt","06cd572bb82fa7ab1e253bd9c11c880873dfab50a0d67deca92a02308a24cf19","06cd572bb82fa7ab1e253bd9c11c880873dfab50a0d67deca92a02308a24cf19",706,706,TRUE,"PASS"
"release manifest","audit/report_harmonization/report018_order72j_component_exports_release/independent_replay/replay/source_authority_inventory.csv","73dc935990faa34d162a377d13662f7f4c0f6f16f3698b29a064c9e1bc4cf481","73dc935990faa34d162a377d13662f7f4c0f6f16f3698b29a064c9e1bc4cf481",20298,20298,TRUE,"PASS"
"release manifest","audit/report_harmonization/report018_order72j_component_exports_release/independent_replay/review_preflight.R","a02fe768d825b54c16c0cb179b1726c8e63b0a7fba07ea8ad57cac1ae6a49f4e","a02fe768d825b54c16c0cb179b1726c8e63b0a7fba07ea8ad57cac1ae6a49f4e",4080,4080,TRUE,"PASS"
"release manifest","audit/report_harmonization/report018_order72j_component_exports_release/installed_display_package_pins.csv","b0cbfb8dd22974f5e66b3c596b2bb8019ca7d91709cd560717b5a56b1e6d0ddf","b0cbfb8dd22974f5e66b3c596b2bb8019ca7d91709cd560717b5a56b1e6d0ddf",3053,3053,TRUE,"PASS"
"release manifest","audit/report_harmonization/report018_order72j_component_exports_release/owner_release_inventory.csv","fbaad5fc85548f488b4896d90b86d936e3f87d0042665a50a8674baccc0627e8","fbaad5fc85548f488b4896d90b86d936e3f87d0042665a50a8674baccc0627e8",308,308,TRUE,"PASS"
"release manifest","audit/report_harmonization/report018_order72j_component_exports_release/preflight_source_inventory.csv","73dc935990faa34d162a377d13662f7f4c0f6f16f3698b29a064c9e1bc4cf481","73dc935990faa34d162a377d13662f7f4c0f6f16f3698b29a064c9e1bc4cf481",20298,20298,TRUE,"PASS"
"release manifest","audit/report_harmonization/report018_order72j_component_exports_release/release_checks.csv","eb670dc8ffa25beac8f77ff87e435b99a747ffec8a8d56b0f38e961754b19465","eb670dc8ffa25beac8f77ff87e435b99a747ffec8a8d56b0f38e961754b19465",556,556,TRUE,"PASS"
"release manifest","manuscript/R0_NatHealth/_word_test/table_pngs_v2/supp_table_s2_part_04.png","dfae33faff53ee52c9ff894c9788e99bb0f456b9a85cff069ffd676356daa3b8","dfae33faff53ee52c9ff894c9788e99bb0f456b9a85cff069ffd676356daa3b8",842078,842078,TRUE,"PASS"
"release manifest","manuscript/R0_NatHealth/_word_test/table_pngs_v2/word_table_png_manifest.json","27e0df61120006cbd1b6e0f1eb79a17ff02d9a6bafbccde93a1516eb1591998d","27e0df61120006cbd1b6e0f1eb79a17ff02d9a6bafbccde93a1516eb1591998d",17397,17397,TRUE,"PASS"
"release manifest","manuscript/R0_NatHealth/display_assets/table_s8_person_level_synthesis.html","0318acf46a1d5694eb8ab84dfc998d691c6d3006f479a43584da2f7c3440c3d2","0318acf46a1d5694eb8ab84dfc998d691c6d3006f479a43584da2f7c3440c3d2",37081,37081,TRUE,"PASS"
"release manifest","manuscript/R0_NatHealth/editable_tables/README.md","5efe3c2bcf9fc22255030e331736020f0175b9e435c54ac753d39189d1795597","5efe3c2bcf9fc22255030e331736020f0175b9e435c54ac753d39189d1795597",1324,1324,TRUE,"PASS"
"release manifest","manuscript/R0_NatHealth/editable_tables/Table_S10.docx","fcd5d7eaf77bba2b4e4bcdfc82a01dd914de2c828a1579849d62e413418b0726","fcd5d7eaf77bba2b4e4bcdfc82a01dd914de2c828a1579849d62e413418b0726",57964,57964,TRUE,"PASS"
"release manifest","manuscript/R0_NatHealth/editable_tables/Table_S2.docx","dafc44b0f41e91537d24aefda9c78772ff4c5f6a403594a8e56b373275ffc675","dafc44b0f41e91537d24aefda9c78772ff4c5f6a403594a8e56b373275ffc675",1386349,1386349,TRUE,"PASS"
"release manifest","manuscript/R0_NatHealth/editable_tables/Table_S5.docx","2c572a23620b5c6851275901842f814db5768139ef3bdf509dd35f91dc858aa0","2c572a23620b5c6851275901842f814db5768139ef3bdf509dd35f91dc858aa0",57179,57179,TRUE,"PASS"
"release manifest","manuscript/R0_NatHealth/editable_tables/Table_S6.docx","2be5f95d9d762072e22ea6c629865b733a262d8ab8e7b11e81904ae9f7106dce","2be5f95d9d762072e22ea6c629865b733a262d8ab8e7b11e81904ae9f7106dce",57155,57155,TRUE,"PASS"
"release manifest","manuscript/R0_NatHealth/supplementary_information_outline.qmd","fbfdde52cd24a60a5ff19eefb7901d3b7dcb268d97c2c922e0e87e7c944c652e","fbfdde52cd24a60a5ff19eefb7901d3b7dcb268d97c2c922e0e87e7c944c652e",25590,25590,TRUE,"PASS"
"release manifest","manuscript/R0_NatHealth/ZaunerEtAl2026_NatHealth_phase3_brown.qmd","c6beb79ca34128c0b69d882c1e3ea332cb88664ce9a3c0883b39d1569db0a0d0","c6beb79ca34128c0b69d882c1e3ea332cb88664ce9a3c0883b39d1569db0a0d0",81599,81599,TRUE,"PASS"
"release manifest","notebooks/hypotheses/H07.qmd","c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca","c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca",45410,45410,TRUE,"PASS"
"release manifest","notebooks/hypotheses/H09.qmd","ae5b23d11e2c623b7150df7fe14292df4380e6417028630c30a30ae7dff1b34c","ae5b23d11e2c623b7150df7fe14292df4380e6417028630c30a30ae7dff1b34c",40160,40160,TRUE,"PASS"
"release manifest","notebooks/hypotheses/H11.qmd","a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5","a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5",58146,58146,TRUE,"PASS"
"release manifest","renv.lock","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,603493,TRUE,"PASS"
"release manifest","scripts/hypotheses/H01/refresh_h01_stage3_model_support_fdr_label.R","f87486c0975dc560887c92e98f9423baaa56a926a3d6533e6197b625e23c4353","f87486c0975dc560887c92e98f9423baaa56a926a3d6533e6197b625e23c4353",18143,18143,TRUE,"PASS"
"release manifest","scripts/hypotheses/H07/build_h07_stage2_paired_smooth_derivative_figures.R","cd0606469932e28ff6acd0f0d1f833ae8a92daeae9934f595cb447228ffbe770","cd0606469932e28ff6acd0f0d1f833ae8a92daeae9934f595cb447228ffbe770",8556,8556,TRUE,"PASS"
"release manifest","scripts/hypotheses/H07/h07_stage2_core.R","973267891574e73a27cfb49b4598fffaf355fc9f5bca1b1731a6be0ee05ac8b8","973267891574e73a27cfb49b4598fffaf355fc9f5bca1b1731a6be0ee05ac8b8",32355,32355,TRUE,"PASS"
"release manifest","scripts/hypotheses/H09/build_h09_stage3_observed_figure.R","5c9c1cf58267471157335382f1271cd499020d9a70d380ca655ba72f0cc11712","5c9c1cf58267471157335382f1271cd499020d9a70d380ca655ba72f0cc11712",27063,27063,TRUE,"PASS"
"release manifest","scripts/hypotheses/H09/refresh_h09_order56_figures.R","ceaf4771c8a8e3248f690930325cd7ecc2522e2bee464a321e783395029f1ffe","ceaf4771c8a8e3248f690930325cd7ecc2522e2bee464a321e783395029f1ffe",19346,19346,TRUE,"PASS"
"release manifest","scripts/hypotheses/H11/build_h11_stage3_figures.R","405b357920ce9ba15d4fadd3f34d4ebd33f19ab463b89d856d46ab125318fde2","405b357920ce9ba15d4fadd3f34d4ebd33f19ab463b89d856d46ab125318fde2",27841,27841,TRUE,"PASS"
"release manifest","scripts/manuscript_nature_health/capture_word_tables.mjs","9a38f12b93bd03f3332de2f3c862bedbd035659bd762b386b98166800a04af07","9a38f12b93bd03f3332de2f3c862bedbd035659bd762b386b98166800a04af07",14753,14753,TRUE,"PASS"
"release manifest","scripts/manuscript_nature_health/embed_accepted_svg_figures.py","2b5533b192013b7efabbbc6eb963d40f8a8ec1cfb9bd1286a4be30eb1f2197d6","2b5533b192013b7efabbbc6eb963d40f8a8ec1cfb9bd1286a4be30eb1f2197d6",8538,8538,TRUE,"PASS"
"release manifest","scripts/manuscript_nature_health/prepare_word_manuscript.py","830511ae26935cc596d242dcc04cc2db8ae168723718af4d26b6485f1fe9cf7e","830511ae26935cc596d242dcc04cc2db8ae168723718af4d26b6485f1fe9cf7e",50071,50071,TRUE,"PASS"
