placement,placement_label,metric_order,metric_id,manuscript_name,omitted_site,observations,participants,sites,estimate_model_per_point,conf_low_model_per_point,conf_high_model_per_point,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,estimate_change_from_full,relative_absolute_change,sign_reversal,converged,positive_definite_hessian,singular,warnings,error,refit_status,omitted_site_display_order,omitted_site_name
glasses,Near eye,2,m10_mean_medi,Brightest 10 h mean,FUSPCEU,687,118,8,-0.007447017262567331,-0.022249241308452544,0.007355206783317884,0.9093785648405776,0.7529094615815964,1.098364964698861,0.005162965375732244,0.4094347727372016,FALSE,TRUE,TRUE,FALSE,,,PASS,6,Madrid (ES)
glasses,Near eye,2,m10_mean_medi,Brightest 10 h mean,IZTECH,715,124,8,-0.01261723143763281,-0.028099805614426134,0.002865342739160514,0.8513390450410268,0.6987656737445693,1.0372263504693946,-7.2487993332346484e-06,5.748460994084391e-4,FALSE,TRUE,TRUE,FALSE,,,PASS,7,Izmir (TR)
glasses,Near eye,2,m10_mean_medi,Brightest 10 h mean,UCR,784,135,8,-0.01400248998052617,-0.027996832781178496,-8.147179873845e-6,0.8364277651220423,0.6996841171959508,0.9998960803495328,-0.0013925073422265954,0.1104289658573528,FALSE,TRUE,TRUE,FALSE,,,PASS,8,San José (CR)
glasses,Near eye,2,m10_mean_medi,Brightest 10 h mean,KNUST,735,126,8,-0.015720509993824027,-0.0289268356600942,-0.002514184327553853,0.8182968589208391,0.6914327529146309,0.9684379955925901,-0.003110527355524452,0.24667181904573177,FALSE,TRUE,TRUE,FALSE,,,PASS,9,Kumasi (GH)
glasses,Near eye,3,l10_mean_medi,Darkest 10 h mean,RISE,738,128,8,7.480447228880011e-4,-0.0069843656979798685,0.008480455143755871,1.0095876942211004,0.9147611861432182,1.1142441631351616,-0.0011264463333198879,0.6009344934398878,FALSE,TRUE,TRUE,FALSE,,,PASS,1,Borås (SE)
glasses,Near eye,3,l10_mean_medi,Darkest 10 h mean,THUAS,738,128,8,0.0014375298939913648,-0.006083050131830343,0.008958109919813073,1.0185062213253449,0.9253390142195574,1.1210539131470105,-4.369611622165241e-4,0.23310922757908495,FALSE,TRUE,TRUE,FALSE,,,PASS,2,Delft (NL)
glasses,Near eye,3,l10_mean_medi,Darkest 10 h mean,BAUA,709,123,8,0.001448067807170452,-0.006456108965541211,0.009352244579882114,1.0186431392889332,0.9209460445229923,1.1267042747958809,-4.2642324903743693e-4,0.22748748126869953,FALSE,TRUE,TRUE,FALSE,,,PASS,3,Dortmund (DE)
glasses,Near eye,3,l10_mean_medi,Darkest 10 h mean,MPI,666,115,8,0.0012062204881143409,-0.006964428309960234,0.009376869286188916,1.0155054744152636,0.9149938581607137,1.1270582412873813,-6.68270568093548e-4,0.3565077389301953,FALSE,TRUE,TRUE,FALSE,,,PASS,4,Tübingen (DE)
glasses,Near eye,3,l10_mean_medi,Darkest 10 h mean,TUM,756,131,8,0.002019888973807374,-0.005110282548695148,0.009150060496309897,1.026100413157604,0.936892690022986,1.1238021911093932,1.4539791759948534e-4,0.07756661047699345,FALSE,TRUE,TRUE,FALSE,,,PASS,5,Munich (DE)
glasses,Near eye,3,l10_mean_medi,Darkest 10 h mean,FUSPCEU,687,118,8,0.0043173464954860295,-0.0041077247186943775,0.012742417709666436,1.056616553784622,0.9489511594791862,1.1764973682569997,0.0024428554392781406,1.3032099732820586,FALSE,TRUE,TRUE,FALSE,,,PASS,6,Madrid (ES)
glasses,Near eye,3,l10_mean_medi,Darkest 10 h mean,IZTECH,715,124,8,2.3528029016538348e-4,-0.0069665515296509556,0.007437112109981722,1.0030057327066606,0.9149690770841028,1.0995131147475412,-0.0016392107660425054,0.8744831086890553,FALSE,TRUE,TRUE,FALSE,,,PASS,7,Izmir (TR)
glasses,Near eye,3,l10_mean_medi,Darkest 10 h mean,UCR,784,135,8,0.0032405503888523032,-0.004095694687104495,0.010576795464809101,1.0422025510165869,0.9490967915049199,1.1444419231711742,0.0013660593326444144,0.7287627903693303,FALSE,TRUE,TRUE,FALSE,,,PASS,8,San José (CR)
glasses,Near eye,3,l10_mean_medi,Darkest 10 h mean,KNUST,735,126,8,0.0020093804815822696,-0.005762369213744519,0.00978113017690906,1.0259628778821017,0.9291319500413694,1.132885191113337,1.348894253743807e-4,0.0719605596023825,FALSE,TRUE,TRUE,FALSE,,,PASS,9,Kumasi (GH)
glasses,Near eye,4,duration_above_1000,"Time above 1,000 lx melEDI",RISE,738,128,8,-0.015572566961282393,-0.042144713300504906,0.010999579377940119,0.9173469406947298,0.7917774025314799,1.0628307993022346,0.008402627865299547,0.3504717240496969,FALSE,TRUE,TRUE,FALSE,,,PASS,1,Borås (SE)
glasses,Near eye,4,duration_above_1000,"Time above 1,000 lx melEDI",THUAS,738,128,8,-0.022565333576055235,-0.04849134540657543,0.0033606782544649653,0.882489537398308,0.7644227441325391,1.018792009519866,0.0014098612505267054,0.05880499661106214,FALSE,TRUE,TRUE,FALSE,,,PASS,2,Delft (NL)
glasses,Near eye,4,duration_above_1000,"Time above 1,000 lx melEDI",BAUA,709,123,8,-0.02960601411126393,-0.0545468746450316,-0.004665153577496257,0.8487313344705236,0.7392042729535712,0.9744868968815606,-0.0056308192846819885,0.23486020970469648,FALSE,TRUE,TRUE,FALSE,,,PASS,3,Dortmund (DE)
glasses,Near eye,4,duration_above_1000,"Time above 1,000 lx melEDI",MPI,666,115,8,-0.021441620608056013,-0.046854303918031484,0.003971062701919461,0.8880003379453076,0.7713867851843045,1.02224281688022,0.0025335742185259268,0.10567481252402108,FALSE,TRUE,TRUE,FALSE,,,PASS,4,Tübingen (DE)
glasses,Near eye,4,duration_above_1000,"Time above 1,000 lx melEDI",TUM,756,131,8,-0.025679968441196396,-0.050252320342612296,-0.0011076165397804968,0.867393166420755,0.7570016598571344,0.9938827680977811,-0.0017047736146144563,0.07110572518577943,FALSE,TRUE,TRUE,FALSE,,,PASS,5,Munich (DE)
glasses,Near eye,4,duration_above_1000,"Time above 1,000 lx melEDI",FUSPCEU,687,118,8,-0.0300411443026636,-0.057370047303557076,-0.0027122413017701304,0.8466878875312779,0.7277331108166848,0.9850869339828063,-0.006065949476081661,0.2530093924140371,FALSE,TRUE,TRUE,FALSE,,,PASS,6,Madrid (ES)
glasses,Near eye,4,duration_above_1000,"Time above 1,000 lx melEDI",IZTECH,715,124,8,-0.020159436513949084,-0.04708549777924628,0.0067666247513481145,0.8943303435897147,0.770399443083383,1.0381974839755033,0.003815758312632856,0.15915442357124135,FALSE,TRUE,TRUE,FALSE,,,PASS,7,Izmir (TR)
glasses,Near eye,4,duration_above_1000,"Time above 1,000 lx melEDI",UCR,784,135,8,-0.027318919397507028,-0.05197757356762329,-0.002660265227390768,0.8595532920649598,0.7498009854991124,0.9853706199224309,-0.0033437245709250878,0.13946600205383153,FALSE,TRUE,TRUE,FALSE,,,PASS,8,San José (CR)
glasses,Near eye,4,duration_above_1000,"Time above 1,000 lx melEDI",KNUST,735,126,8,-0.023022101749997883,-0.04937967411046547,0.003335470610469706,0.8802592887052956,0.7606701088308385,1.0186497488943254,9.530930765840571e-4,0.039753298501972435,FALSE,TRUE,TRUE,FALSE,,,PASS,9,Kumasi (GH)
glasses,Near eye,5,duration_above_250_wake,Time above 250 lx melEDI during wake,RISE,664,128,8,-0.016642530655028576,-0.038919593461431964,0.005634532151374817,0.9119255161193514,0.806050941997291,1.0317066870350984,0.0023778205066994906,0.12501454292200656,FALSE,TRUE,TRUE,FALSE,,,PASS,1,Borås (SE)
glasses,Near eye,5,duration_above_250_wake,Time above 250 lx melEDI during wake,THUAS,673,128,8,-0.01937357522509098,-0.040595317816578595,0.001848167366396633,0.8982323395590589,0.7986027982361344,1.010291145500314,-3.532240633629148e-4,0.01857084868515241,FALSE,TRUE,TRUE,FALSE,,,PASS,2,Delft (NL)
glasses,Near eye,5,duration_above_250_wake,Time above 250 lx melEDI during wake,BAUA,647,123,8,-0.02239994166027326,-0.04305038485043073,-0.0017494984701157887,0.8832984843985286,0.7878147860028514,0.9903548732555952,-0.003379590498545193,0.1776828655690364,FALSE,TRUE,TRUE,FALSE,,,PASS,3,Dortmund (DE)
glasses,Near eye,5,duration_above_250_wake,Time above 250 lx melEDI during wake,MPI,596,115,8,-0.014545265679263621,-0.03472364020953001,0.005633108851002771,0.9225825241571155,0.825006986836233,1.0316985522076225,0.004475085482464445,0.2352788044980484,FALSE,TRUE,TRUE,FALSE,,,PASS,4,Tübingen (DE)
glasses,Near eye,5,duration_above_250_wake,Time above 250 lx melEDI during wake,TUM,683,131,8,-0.019826990467280228,-0.04001032908660751,3.5634815204705836e-4,0.8959789476709947,0.8011950637739784,1.0019760617198352,-8.066393055521613e-4,0.04240927513342899,FALSE,TRUE,TRUE,FALSE,,,PASS,5,Munich (DE)
glasses,Near eye,5,duration_above_250_wake,Time above 250 lx melEDI during wake,FUSPCEU,624,118,8,-0.02185587794389249,-0.04461135769978036,8.996018119953805e-4,0.8859647852510805,0.7810314974606603,1.0049960894752896,-0.002835526782164425,0.1490785715812624,FALSE,TRUE,TRUE,FALSE,,,PASS,6,Madrid (ES)
glasses,Near eye,5,duration_above_250_wake,Time above 250 lx melEDI during wake,IZTECH,643,124,8,-0.01740446888431991,-0.038940481924191014,0.004131544155551201,0.9080843762377903,0.8059576721870975,1.0231520374133836,0.001615882277408158,0.08495543871238123,FALSE,TRUE,TRUE,FALSE,,,PASS,7,Izmir (TR)
glasses,Near eye,5,duration_above_250_wake,Time above 250 lx melEDI during wake,UCR,707,135,8,-0.021262307388733886,-0.041666050190849936,-8.585645866178368e-4,0.888882886106027,0.7938797584974503,0.9952549825777145,-0.00224195622700582,0.11787144243251346,FALSE,TRUE,TRUE,FALSE,,,PASS,8,San José (CR)
glasses,Near eye,5,duration_above_250_wake,Time above 250 lx melEDI during wake,KNUST,659,126,8,-0.017423976805253892,-0.03846088864099595,0.0036129350304881618,0.9079862441646275,0.8081018442659094,1.0202167281787582,0.0015963743564741742,0.08392980460246866,FALSE,TRUE,TRUE,FALSE,,,PASS,9,Kumasi (GH)
glasses,Near eye,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,RISE,588,126,8,0.009482978026389949,-0.014876059478010118,0.03384201553079001,0.05253418448880592,-0.08241099482772307,0.18747936380533492,-0.001843275299733247,0.16274360520277822,FALSE,TRUE,TRUE,FALSE,,,PASS,1,Borås (SE)
glasses,Near eye,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,THUAS,605,127,8,0.010858280072561908,-0.012658968946952445,0.03437552909207626,0.06015313828373892,-0.07012866720207228,0.1904349437695501,-4.679732535612883e-4,0.04131756902187075,FALSE,TRUE,TRUE,FALSE,,,PASS,2,Delft (NL)
glasses,Near eye,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,BAUA,571,121,8,0.020645360421373344,-0.0038080521794482403,0.04509877302219493,0.11437200109459791,-0.021096001190913982,0.2498400033801098,0.009319107095250148,0.8227881565880477,FALSE,TRUE,TRUE,FALSE,,,PASS,3,Dortmund (DE)
glasses,Near eye,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,MPI,523,113,8,0.02282395941317081,-0.0019646780554626736,0.047612596881804296,0.12644109173719056,-0.010884002803713794,0.2637661862780949,0.011497706087047616,1.0151376413706885,FALSE,TRUE,TRUE,FALSE,,,PASS,4,Tübingen (DE)
glasses,Near eye,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TUM,603,129,8,0.009593574741659831,-0.01334367429839452,0.03253082378171418,0.05314687263673531,-0.0739218255488521,0.18021557082232273,-0.0017326785844633645,0.15297897147215178,FALSE,TRUE,TRUE,FALSE,,,PASS,5,Munich (DE)
glasses,Near eye,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,FUSPCEU,550,116,8,0.0010702449652831999,-0.02306855790172343,0.025209047832289826,0.005928986263380308,-0.1277961283182674,0.13965410084502802,-0.010256008360839996,0.9055075906862549,FALSE,TRUE,TRUE,FALSE,,,PASS,6,Madrid (ES)
glasses,Near eye,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,IZTECH,573,122,8,0.009135978995866179,-0.016202013534004037,0.03447397152573639,0.0506118652515112,-0.0897565686345394,0.19098029913756182,-0.002190274330257017,0.19338030566606745,FALSE,TRUE,TRUE,FALSE,,,PASS,7,Izmir (TR)
glasses,Near eye,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,UCR,630,133,8,0.0077382830059747314,-0.01529408834344989,0.03077065435539935,0.04286885258314017,-0.0847268080118879,0.17046451317816821,-0.0035879703201484644,0.31678351320935644,FALSE,TRUE,TRUE,FALSE,,,PASS,8,San José (CR)
glasses,Near eye,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,KNUST,597,125,8,0.012239742699986622,-0.010952117237957748,0.03543160263793099,0.06780622071539236,-0.06067298120071005,0.19628542263149476,9.134893738634263e-4,0.08065238764848462,FALSE,TRUE,TRUE,FALSE,,,PASS,9,Kumasi (GH)
glasses,Near eye,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,RISE,702,128,8,3.517973848179845e-4,-0.0064293691244130214,0.007132963894048991,1.0019508016966887,0.9650091665984285,1.040306604090938,7.459103954438496e-4,1.8926307311177526,TRUE,TRUE,TRUE,FALSE,,,PASS,1,Borås (SE)
glasses,Near eye,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,THUAS,710,128,8,-6.835295151269141e-4,-0.007276980568944913,0.005909921538691085,0.9962205158959329,0.9604884606735642,1.0332818736791245,-2.8941650450104903e-4,0.7343490234982236,FALSE,TRUE,TRUE,FALSE,,,PASS,2,Delft (NL)
glasses,Near eye,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,BAUA,683,123,8,-6.172781308841794e-4,-0.0076437314471384885,0.00640917518537013,0.9965862179409557,0.9585389776734675,1.036143665435995,-2.2316512025831437e-4,0.5662465187432418,FALSE,TRUE,TRUE,FALSE,,,PASS,3,Dortmund (DE)
glasses,Near eye,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,MPI,628,115,8,-1.056857135730074e-5,-0.007312719139915315,0.007291581997200714,0.9999414535156647,0.9602983162497218,1.0412211429921996,3.835444392685643e-4,0.97318390646247,FALSE,TRUE,TRUE,FALSE,,,PASS,4,Tübingen (DE)
glasses,Near eye,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TUM,718,131,8,5.7134675966463595e-5,-0.006255257958925306,0.006369527310858233,1.000316567081174,0.9659404133650329,1.0359161088324,4.5124768659232867e-4,1.144970286253001,TRUE,TRUE,TRUE,FALSE,,,PASS,5,Munich (DE)
glasses,Near eye,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,FUSPCEU,660,118,8,-0.001853175297132105,-0.008924086613848348,0.005217736019584138,0.989786223210716,0.9517641511427842,1.0293272408731033,-0.0014590622865062399,3.7021418912032327,FALSE,TRUE,TRUE,FALSE,,,PASS,6,Madrid (ES)
glasses,Near eye,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,IZTECH,679,124,8,0.0011758064389991306,-0.0054455207321375786,0.007797133610135841,1.0065350407793363,0.9702831764720297,1.0441413526310532,0.0015699194496249956,3.9834245693434713,TRUE,TRUE,TRUE,FALSE,,,PASS,7,Izmir (TR)
glasses,Near eye,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,UCR,747,135,8,-0.0013705069003386177,-0.007811849857630143,0.005070836056952908,0.9924363599314777,0.9576466587991733,1.0284899127085974,-9.763938897127527e-4,2.4774464769945186,FALSE,TRUE,TRUE,FALSE,,,PASS,8,San José (CR)
glasses,Near eye,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,KNUST,697,126,8,-4.5840984806775205e-4,-0.006638036978211981,0.0057212172820764766,0.997463704464511,0.9638942734577036,1.0322022540449545,-6.429683744188698e-5,0.16314314855980364,FALSE,TRUE,TRUE,FALSE,,,PASS,9,Kumasi (GH)
glasses,Near eye,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,RISE,738,128,8,-0.004891792689185029,-0.013559091229866576,0.0037755058514965176,0.9395074956763492,0.8411719827538505,1.0493387232683655,0.0019417080510125626,0.2841454365535662,FALSE,TRUE,TRUE,FALSE,,,PASS,1,Borås (SE)
glasses,Near eye,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,THUAS,738,128,8,-0.006575869212020188,-0.014867537516599822,0.0017157990925594467,0.9195402296833844,0.8272489326312525,1.0221279238362928,2.576315281774041e-4,0.03770125122865716,FALSE,TRUE,TRUE,FALSE,,,PASS,2,Delft (NL)
glasses,Near eye,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,BAUA,709,123,8,-0.008419108499479454,-0.016475848091278528,-3.6236890768037884e-4,0.8981719396292525,0.8104503826235115,0.9953883056060271,-0.0015856077592818624,0.23203447538311298,FALSE,TRUE,TRUE,FALSE,,,PASS,3,Dortmund (DE)
glasses,Near eye,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,MPI,666,115,8,-0.006291697103170793,-0.014511674708518364,0.0019282805021767794,0.9228795070640093,0.8310126572578957,1.0249020602996555,5.418036370267989e-4,0.07928639472293854,FALSE,TRUE,TRUE,FALSE,,,PASS,4,Tübingen (DE)
glasses,Near eye,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,TUM,756,131,8,-0.007256708150294293,-0.015171513176723064,6.580968761344778e-4,0.9115888305379797,0.824047486129609,1.0084299872870433,-4.232074100967015e-4,0.06193127449408374,FALSE,TRUE,TRUE,FALSE,,,PASS,5,Munich (DE)
glasses,Near eye,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,FUSPCEU,687,118,8,-0.008756217877454685,-0.017716186497040206,2.0375074213083502e-4,0.89431795635973,0.797728585844113,1.0026024154833741,-0.0019227171372570937,0.28136634652672887,FALSE,TRUE,TRUE,FALSE,,,PASS,6,Madrid (ES)
glasses,Near eye,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,IZTECH,715,124,8,-0.005142828592992052,-0.013997176063615656,0.003711518877631553,0.9365038142797252,0.8364844635292533,1.0484825868254783,0.0016906721472055401,0.2474093750016414,FALSE,TRUE,TRUE,FALSE,,,PASS,7,Izmir (TR)
glasses,Near eye,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,UCR,784,135,8,-0.0074365443517624185,-0.015575878728244792,7.027900247199544e-4,0.9095000586268414,0.8198079362456169,1.0090050609053864,-6.030436115648267e-4,0.08824812266682942,FALSE,TRUE,TRUE,FALSE,,,PASS,8,San José (CR)
glasses,Near eye,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,KNUST,735,126,8,-0.006663507643104269,-0.015163876743180867,0.0018368614569723276,0.9185128391990992,0.824127760499866,1.0237075805599287,1.6999309709332232e-4,0.024876429162193514,FALSE,TRUE,TRUE,FALSE,,,PASS,9,Kumasi (GH)
glasses,Near eye,9,dose_time_sensitive_corrected_medi,melEDI dose,RISE,690,128,8,-0.008700347778935488,-0.02292048784550553,0.005519792287634556,0.8949555428292966,0.7464902782435746,1.0729482311885352,0.004432269850309015,0.33750086810103797,FALSE,TRUE,TRUE,FALSE,,,PASS,1,Borås (SE)
glasses,Near eye,9,dose_time_sensitive_corrected_medi,melEDI dose,THUAS,687,128,8,-0.01149784952156725,-0.024467107239613362,0.0014714081964788614,0.8635823330460519,0.7319073889734284,1.0189464639717376,0.0016347681076772525,0.12448151266026755,FALSE,TRUE,TRUE,FALSE,,,PASS,2,Delft (NL)
glasses,Near eye,9,dose_time_sensitive_corrected_medi,melEDI dose,BAUA,664,123,8,-0.015387496075399465,-0.02907014995181196,-0.001704842198986969,0.821780303916775,0.6901698921211902,0.9784878703270992,-0.002254878446154962,0.17170060911037743,FALSE,TRUE,TRUE,FALSE,,,PASS,3,Dortmund (DE)
glasses,Near eye,9,dose_time_sensitive_corrected_medi,melEDI dose,MPI,624,115,8,-0.012564801824350729,-0.026846687777697914,0.0017170841289964565,0.8519086022847252,0.7100249914437197,1.0221446785570516,5.678158048937742e-4,0.04323706217025065,FALSE,TRUE,TRUE,FALSE,,,PASS,4,Tübingen (DE)
glasses,Near eye,9,dose_time_sensitive_corrected_medi,melEDI dose,TUM,706,131,8,-0.01334255613068228,-0.026746117409139056,6.100514777449689e-5,0.8434986054731004,0.7109364464149763,1.0007784817094123,-2.099385014377765e-4,0.01598603624689969,FALSE,TRUE,TRUE,FALSE,,,PASS,5,Munich (DE)
glasses,Near eye,9,dose_time_sensitive_corrected_medi,melEDI dose,FUSPCEU,636,118,8,-0.016314175969152918,-0.03109391972821758,-0.0015344322100882529,0.812123484575074,0.6725810831018547,0.9806171638914203,-0.003181558339908415,0.24226383724319586,FALSE,TRUE,TRUE,FALSE,,,PASS,6,Madrid (ES)
glasses,Near eye,9,dose_time_sensitive_corrected_medi,melEDI dose,IZTECH,665,124,8,-0.01139500528392423,-0.025956062545576593,0.003166051977728134,0.8647159897305019,0.7181374196405089,1.0412126181503092,0.0017376123453202736,0.13231271893966165,FALSE,TRUE,TRUE,FALSE,,,PASS,7,Izmir (TR)
glasses,Near eye,9,dose_time_sensitive_corrected_medi,melEDI dose,UCR,731,135,8,-0.014388826470000862,-0.02781076007367419,-9.668928663275362e-4,0.8323159135665888,0.7013468143002122,0.9877421068311194,-0.0012562088407563586,0.09565563212310067,FALSE,TRUE,TRUE,FALSE,,,PASS,8,San José (CR)
glasses,Near eye,9,dose_time_sensitive_corrected_medi,melEDI dose,KNUST,685,126,8,-0.014429944602172833,-0.027933741438800584,-9.261477655450791e-4,0.8318794775061558,0.7002474428018703,0.9882556119404744,-0.0012973269729283296,0.09878662499389032,FALSE,TRUE,TRUE,FALSE,,,PASS,9,Kumasi (GH)
