run_order,run_id,run_label,metric_order,metric_id,manuscript_name,analysis_unit,display_order,site,site_name,site_color,observations,participants,participant_days,represented_days
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,2,intradaily_variability,Intradaily variability,participant,3,BAUA,Dortmund (DE),#DDCC77,16,16,,95
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,2,intradaily_variability,Intradaily variability,participant,5,TUM,Munich (DE),#DDCC77,10,10,,60
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,2,intradaily_variability,Intradaily variability,participant,6,FUSPCEU,Madrid (ES),#CC6677,22,22,,124
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,2,intradaily_variability,Intradaily variability,participant,7,IZTECH,Izmir (TR),#332288,17,17,,101
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,2,intradaily_variability,Intradaily variability,participant,8,UCR,San José (CR),#44AA99,6,6,,32
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,2,intradaily_variability,Intradaily variability,participant,9,KNUST,Kumasi (GH),#AA4499,15,15,,81
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,3,daily_geometric_mean_medi,Mean melEDI,participant_day,1,RISE,Borås (SE),#88CCEE,78,13,78,78
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,3,daily_geometric_mean_medi,Mean melEDI,participant_day,2,THUAS,Delft (NL),#117733,77,13,77,77
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,3,daily_geometric_mean_medi,Mean melEDI,participant_day,3,BAUA,Dortmund (DE),#DDCC77,94,16,94,94
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,3,daily_geometric_mean_medi,Mean melEDI,participant_day,5,TUM,Munich (DE),#DDCC77,60,10,60,60
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,3,daily_geometric_mean_medi,Mean melEDI,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,123,22,123,123
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,3,daily_geometric_mean_medi,Mean melEDI,participant_day,7,IZTECH,Izmir (TR),#332288,101,17,101,101
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,3,daily_geometric_mean_medi,Mean melEDI,participant_day,8,UCR,San José (CR),#44AA99,32,6,32,32
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,3,daily_geometric_mean_medi,Mean melEDI,participant_day,9,KNUST,Kumasi (GH),#AA4499,78,15,78,78
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,4,m10_mean_medi,Brightest 10 h mean,participant_day,1,RISE,Borås (SE),#88CCEE,78,13,78,78
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,4,m10_mean_medi,Brightest 10 h mean,participant_day,2,THUAS,Delft (NL),#117733,77,13,77,77
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,4,m10_mean_medi,Brightest 10 h mean,participant_day,3,BAUA,Dortmund (DE),#DDCC77,94,16,94,94
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,4,m10_mean_medi,Brightest 10 h mean,participant_day,5,TUM,Munich (DE),#DDCC77,60,10,60,60
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,4,m10_mean_medi,Brightest 10 h mean,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,123,22,123,123
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,4,m10_mean_medi,Brightest 10 h mean,participant_day,7,IZTECH,Izmir (TR),#332288,101,17,101,101
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,4,m10_mean_medi,Brightest 10 h mean,participant_day,8,UCR,San José (CR),#44AA99,32,6,32,32
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,4,m10_mean_medi,Brightest 10 h mean,participant_day,9,KNUST,Kumasi (GH),#AA4499,78,15,78,78
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,5,l10_mean_medi,Darkest 10 h mean,participant_day,1,RISE,Borås (SE),#88CCEE,78,13,78,78
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,5,l10_mean_medi,Darkest 10 h mean,participant_day,2,THUAS,Delft (NL),#117733,77,13,77,77
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,5,l10_mean_medi,Darkest 10 h mean,participant_day,3,BAUA,Dortmund (DE),#DDCC77,94,16,94,94
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,5,l10_mean_medi,Darkest 10 h mean,participant_day,5,TUM,Munich (DE),#DDCC77,60,10,60,60
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,5,l10_mean_medi,Darkest 10 h mean,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,123,22,123,123
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,5,l10_mean_medi,Darkest 10 h mean,participant_day,7,IZTECH,Izmir (TR),#332288,101,17,101,101
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,5,l10_mean_medi,Darkest 10 h mean,participant_day,8,UCR,San José (CR),#44AA99,32,6,32,32
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,5,l10_mean_medi,Darkest 10 h mean,participant_day,9,KNUST,Kumasi (GH),#AA4499,78,15,78,78
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,1,RISE,Borås (SE),#88CCEE,78,13,78,78
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,2,THUAS,Delft (NL),#117733,77,13,77,77
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,3,BAUA,Dortmund (DE),#DDCC77,94,16,94,94
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,5,TUM,Munich (DE),#DDCC77,60,10,60,60
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,6,FUSPCEU,Madrid (ES),#CC6677,123,22,123,123
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,7,IZTECH,Izmir (TR),#332288,101,17,101,101
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,8,UCR,San José (CR),#44AA99,32,6,32,32
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,9,KNUST,Kumasi (GH),#AA4499,78,15,78,78
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,1,RISE,Borås (SE),#88CCEE,73,13,73,73
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,2,THUAS,Delft (NL),#117733,63,13,63,63
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,3,BAUA,Dortmund (DE),#DDCC77,78,16,78,78
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,5,TUM,Munich (DE),#DDCC77,54,10,54,54
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,111,22,111,111
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,7,IZTECH,Izmir (TR),#332288,94,17,94,94
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,8,UCR,San José (CR),#44AA99,30,6,30,30
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,9,KNUST,Kumasi (GH),#AA4499,75,15,75,75
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,1,RISE,Borås (SE),#88CCEE,67,13,67,67
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,2,THUAS,Delft (NL),#117733,49,12,49,49
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,3,BAUA,Dortmund (DE),#DDCC77,72,16,72,72
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,5,TUM,Munich (DE),#DDCC77,52,10,52,52
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,103,22,103,103
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,7,IZTECH,Izmir (TR),#332288,82,17,82,82
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,8,UCR,San José (CR),#44AA99,25,6,25,25
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,9,KNUST,Kumasi (GH),#AA4499,55,14,55,55
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,1,RISE,Borås (SE),#88CCEE,76,13,76,76
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,2,THUAS,Delft (NL),#117733,67,13,67,67
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,3,BAUA,Dortmund (DE),#DDCC77,82,16,82,82
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,5,TUM,Munich (DE),#DDCC77,60,10,60,60
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,115,22,115,115
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,7,IZTECH,Izmir (TR),#332288,99,17,99,99
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,8,UCR,San José (CR),#44AA99,31,6,31,31
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,9,KNUST,Kumasi (GH),#AA4499,78,15,78,78
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,1,RISE,Borås (SE),#88CCEE,78,13,78,78
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,2,THUAS,Delft (NL),#117733,77,13,77,77
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,3,BAUA,Dortmund (DE),#DDCC77,94,16,94,94
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,5,TUM,Munich (DE),#DDCC77,60,10,60,60
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,123,22,123,123
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,7,IZTECH,Izmir (TR),#332288,101,17,101,101
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,8,UCR,San José (CR),#44AA99,32,6,32,32
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,9,KNUST,Kumasi (GH),#AA4499,78,15,78,78
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,1,RISE,Borås (SE),#88CCEE,78,13,78,78
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,2,THUAS,Delft (NL),#117733,77,13,77,77
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,3,BAUA,Dortmund (DE),#DDCC77,94,16,94,94
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,5,TUM,Munich (DE),#DDCC77,60,10,60,60
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,123,22,123,123
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,7,IZTECH,Izmir (TR),#332288,101,17,101,101
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,8,UCR,San José (CR),#44AA99,32,6,32,32
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,9,KNUST,Kumasi (GH),#AA4499,78,15,78,78
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,1,RISE,Borås (SE),#88CCEE,78,13,78,78
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,2,THUAS,Delft (NL),#117733,77,13,77,77
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,3,BAUA,Dortmund (DE),#DDCC77,94,16,94,94
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,5,TUM,Munich (DE),#DDCC77,60,10,60,60
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,123,22,123,123
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,7,IZTECH,Izmir (TR),#332288,101,17,101,101
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,8,UCR,San José (CR),#44AA99,32,6,32,32
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,9,KNUST,Kumasi (GH),#AA4499,78,15,78,78
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,1,RISE,Borås (SE),#88CCEE,72,13,72,72
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,2,THUAS,Delft (NL),#117733,68,13,68,68
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,3,BAUA,Dortmund (DE),#DDCC77,79,16,79,79
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,5,TUM,Munich (DE),#DDCC77,52,10,52,52
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,112,22,112,112
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,7,IZTECH,Izmir (TR),#332288,93,17,93,93
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,8,UCR,San José (CR),#44AA99,30,6,30,30
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,9,KNUST,Kumasi (GH),#AA4499,67,15,67,67
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,1,RISE,Borås (SE),#88CCEE,74,13,74,74
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,2,THUAS,Delft (NL),#117733,65,13,65,65
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,3,BAUA,Dortmund (DE),#DDCC77,80,16,80,80
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,5,TUM,Munich (DE),#DDCC77,54,10,54,54
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,111,22,111,111
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,7,IZTECH,Izmir (TR),#332288,94,17,94,94
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,8,UCR,San José (CR),#44AA99,28,6,28,28
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,9,KNUST,Kumasi (GH),#AA4499,57,15,57,57
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,1,RISE,Borås (SE),#88CCEE,71,13,71,71
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,2,THUAS,Delft (NL),#117733,56,13,56,56
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,3,BAUA,Dortmund (DE),#DDCC77,75,16,75,75
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,5,TUM,Munich (DE),#DDCC77,50,10,50,50
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,101,22,101,101
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,7,IZTECH,Izmir (TR),#332288,85,17,85,85
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,8,UCR,San José (CR),#44AA99,24,6,24,24
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,9,KNUST,Kumasi (GH),#AA4499,62,15,62,62
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,1,RISE,Borås (SE),#88CCEE,71,13,71,71
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,2,THUAS,Delft (NL),#117733,73,13,73,73
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,3,BAUA,Dortmund (DE),#DDCC77,83,16,83,83
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,5,TUM,Munich (DE),#DDCC77,55,10,55,55
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,118,22,118,118
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,7,IZTECH,Izmir (TR),#332288,96,17,96,96
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,8,UCR,San José (CR),#44AA99,30,6,30,30
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,9,KNUST,Kumasi (GH),#AA4499,72,15,72,72
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,1,RISE,Borås (SE),#88CCEE,72,13,72,72
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,2,THUAS,Delft (NL),#117733,61,13,61,61
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,3,BAUA,Dortmund (DE),#DDCC77,76,16,76,76
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,5,TUM,Munich (DE),#DDCC77,48,10,48,48
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,71,21,71,71
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,7,IZTECH,Izmir (TR),#332288,93,17,93,93
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,8,UCR,San José (CR),#44AA99,31,6,31,31
3,main__glasses__paired_common_sample,Paired/common near-eye sensitivity,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,9,KNUST,Kumasi (GH),#AA4499,37,11,37,37
4,main__chest__paired_common_sample,Paired/common chest sensitivity,1,interdaily_stability,Interdaily stability,participant,1,RISE,Borås (SE),#88CCEE,13,13,,78
4,main__chest__paired_common_sample,Paired/common chest sensitivity,1,interdaily_stability,Interdaily stability,participant,2,THUAS,Delft (NL),#117733,13,13,,79
4,main__chest__paired_common_sample,Paired/common chest sensitivity,1,interdaily_stability,Interdaily stability,participant,3,BAUA,Dortmund (DE),#DDCC77,16,16,,94
4,main__chest__paired_common_sample,Paired/common chest sensitivity,1,interdaily_stability,Interdaily stability,participant,5,TUM,Munich (DE),#DDCC77,10,10,,60
4,main__chest__paired_common_sample,Paired/common chest sensitivity,1,interdaily_stability,Interdaily stability,participant,6,FUSPCEU,Madrid (ES),#CC6677,22,22,,123
4,main__chest__paired_common_sample,Paired/common chest sensitivity,1,interdaily_stability,Interdaily stability,participant,7,IZTECH,Izmir (TR),#332288,17,17,,102
4,main__chest__paired_common_sample,Paired/common chest sensitivity,1,interdaily_stability,Interdaily stability,participant,8,UCR,San José (CR),#44AA99,6,6,,32
4,main__chest__paired_common_sample,Paired/common chest sensitivity,1,interdaily_stability,Interdaily stability,participant,9,KNUST,Kumasi (GH),#AA4499,15,15,,84
4,main__chest__paired_common_sample,Paired/common chest sensitivity,2,intradaily_variability,Intradaily variability,participant,1,RISE,Borås (SE),#88CCEE,13,13,,78
4,main__chest__paired_common_sample,Paired/common chest sensitivity,2,intradaily_variability,Intradaily variability,participant,2,THUAS,Delft (NL),#117733,13,13,,79
4,main__chest__paired_common_sample,Paired/common chest sensitivity,2,intradaily_variability,Intradaily variability,participant,3,BAUA,Dortmund (DE),#DDCC77,16,16,,94
4,main__chest__paired_common_sample,Paired/common chest sensitivity,2,intradaily_variability,Intradaily variability,participant,5,TUM,Munich (DE),#DDCC77,10,10,,60
4,main__chest__paired_common_sample,Paired/common chest sensitivity,2,intradaily_variability,Intradaily variability,participant,6,FUSPCEU,Madrid (ES),#CC6677,22,22,,123
4,main__chest__paired_common_sample,Paired/common chest sensitivity,2,intradaily_variability,Intradaily variability,participant,7,IZTECH,Izmir (TR),#332288,17,17,,102
4,main__chest__paired_common_sample,Paired/common chest sensitivity,2,intradaily_variability,Intradaily variability,participant,8,UCR,San José (CR),#44AA99,6,6,,32
4,main__chest__paired_common_sample,Paired/common chest sensitivity,2,intradaily_variability,Intradaily variability,participant,9,KNUST,Kumasi (GH),#AA4499,15,15,,84
4,main__chest__paired_common_sample,Paired/common chest sensitivity,3,daily_geometric_mean_medi,Mean melEDI,participant_day,1,RISE,Borås (SE),#88CCEE,78,13,78,78
4,main__chest__paired_common_sample,Paired/common chest sensitivity,3,daily_geometric_mean_medi,Mean melEDI,participant_day,2,THUAS,Delft (NL),#117733,77,13,77,77
4,main__chest__paired_common_sample,Paired/common chest sensitivity,3,daily_geometric_mean_medi,Mean melEDI,participant_day,3,BAUA,Dortmund (DE),#DDCC77,94,16,94,94
4,main__chest__paired_common_sample,Paired/common chest sensitivity,3,daily_geometric_mean_medi,Mean melEDI,participant_day,5,TUM,Munich (DE),#DDCC77,60,10,60,60
4,main__chest__paired_common_sample,Paired/common chest sensitivity,3,daily_geometric_mean_medi,Mean melEDI,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,123,22,123,123
4,main__chest__paired_common_sample,Paired/common chest sensitivity,3,daily_geometric_mean_medi,Mean melEDI,participant_day,7,IZTECH,Izmir (TR),#332288,101,17,101,101
4,main__chest__paired_common_sample,Paired/common chest sensitivity,3,daily_geometric_mean_medi,Mean melEDI,participant_day,8,UCR,San José (CR),#44AA99,32,6,32,32
4,main__chest__paired_common_sample,Paired/common chest sensitivity,3,daily_geometric_mean_medi,Mean melEDI,participant_day,9,KNUST,Kumasi (GH),#AA4499,78,15,78,78
4,main__chest__paired_common_sample,Paired/common chest sensitivity,4,m10_mean_medi,Brightest 10 h mean,participant_day,1,RISE,Borås (SE),#88CCEE,78,13,78,78
4,main__chest__paired_common_sample,Paired/common chest sensitivity,4,m10_mean_medi,Brightest 10 h mean,participant_day,2,THUAS,Delft (NL),#117733,77,13,77,77
4,main__chest__paired_common_sample,Paired/common chest sensitivity,4,m10_mean_medi,Brightest 10 h mean,participant_day,3,BAUA,Dortmund (DE),#DDCC77,94,16,94,94
4,main__chest__paired_common_sample,Paired/common chest sensitivity,4,m10_mean_medi,Brightest 10 h mean,participant_day,5,TUM,Munich (DE),#DDCC77,60,10,60,60
4,main__chest__paired_common_sample,Paired/common chest sensitivity,4,m10_mean_medi,Brightest 10 h mean,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,123,22,123,123
