run_id,placement,site,display_name,display_order,color_hex,clock_bin,time_hour,eta,standard_error,pointwise_lower_eta,pointwise_upper_eta,estimate_melEDI_lx,pointwise_lower_melEDI_lx,pointwise_upper_melEDI_lx,paired_participants,paired_participant_days,paired_observations_30_minute,paired_sites
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,390,6.75,-0.02545776644565078,0.07863556601260882,-0.17958064373428598,0.1286651108429844,0.8430663167604538,0.5613317240154024,1.2448229466569716,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,390,6.75,-0.17991029015135163,0.11872728992268115,-0.4126115023818519,0.05279092207914865,0.5608299379556134,0.28671275581404043,1.0292521395607006,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,420,7.25,0.3659847452128724,0.0800104000802693,0.20916724266690395,0.5228022477588408,2.222655210625378,1.5187032648397774,3.2327462448648365,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,420,7.25,0.21442560433859964,0.12172244233411078,-0.024145998746510994,0.4529972074237103,1.5384213718275257,0.8459191139885937,2.737900780270692,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,450,7.75,0.7772936509947995,0.08218817821915551,0.6162077817302954,0.9383795202593036,5.888163517160313,4.032451657000429,8.5771982553034,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,450,7.75,0.637601761117289,0.12548187121741183,0.39166181281846857,0.8835417094161093,4.241119700809573,2.3641197681428903,7.547891348625466,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,480,8.25,1.1677482209331629,0.08508979620067998,1.0009752849279772,1.3345211569383486,14.614591873445018,9.922481999567104,21.503352743502692,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,480,8.25,1.04776884978347,0.12977894890348105,0.7934067839811834,1.3021309155857568,11.062689632530756,6.114508465845053,19.950763550656085,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,510,8.75,1.4966883353991145,0.08783973506447046,1.3245256182612124,1.6688510525370166,31.2825576571697,21.01181727001204,46.54993602916964,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,510,8.75,1.402771628525523,0.13378081947623963,1.1405660405298388,1.6649772165212071,25.17968327996684,13.721845703526126,46.13567651116248,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,540,9.25,1.739896889426867,0.08996670702162306,1.563565383856819,1.9162283949969148,54.84104168732257,36.50710490993906,82.35716423394548,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,540,9.25,1.6761116581232685,0.13700097016541785,1.4075946907520032,1.9446286254945337,47.33639296551321,25.461991773986217,87.92957912961126,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,570,9.75,1.9117694778337693,0.0921589501337229,1.7311412547186498,2.0923977009488888,81.5149046978161,53.74448837808111,123.60797586675828,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,570,9.75,1.8783442949473304,0.13989502072166113,1.6041550927163901,2.1525334971782706,75.46910782762284,40.09343216669474,141.9801795223374,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,600,10.25,2.032238673814799,0.09478564929820836,1.8464622149390664,2.2180151326905317,107.60569657269518,70.12022471525599,165.10193606969708,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,600,10.25,2.025775874337588,0.14270445530132408,1.746080281513587,2.3054714671615892,106.01477910160058,55.62887570331911,201.95586783640866,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,630,10.75,2.12123733190094,0.0973680396735199,1.9303994808955738,2.3120751829063058,132.10178890548497,85.0921308141637,205.05172965840046,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,630,10.75,2.135180128006973,0.14501061486129332,1.8509645455028296,2.419395710511117,136.41492285656193,70.85198425299741,262.5610708458906,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,660,11.25,2.197217722841471,0.09915086929434772,2.0028855899887112,2.3915498556942305,157.3772139832175,100.56664389323488,246.2484622594302,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,660,11.25,2.2225773069514334,0.14617226184032295,1.936084938205642,2.5090696756972246,166.84649552648506,86.21473434131862,322.80121242061045,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,690,11.75,2.2647180827312536,0.10042594856486992,2.0678868404308366,2.4615493250316707,183.8577473241287,116.81947064958784,289.33385231352196,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,690,11.75,2.29400824519526,0.14638801728128764,2.0070930035557093,2.5809234868348105,196.69236509016304,101.54663444105678,380.89869386464835,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,720,12.25,2.3206529249706005,0.10186848221483044,2.120994368669774,2.520311481271427,209.1439572989488,132.02785015631764,331.26869792648205,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,720,12.25,2.34996266404257,0.1461977281139425,2.063420382317664,2.636504945767476,223.75286857331017,115.6231861391064,432.916998929361,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,750,12.75,2.3618585891245503,0.10346467596568708,2.159071550559697,2.5646456276894036,229.96925656065545,144.13529614075077,366.88273051500227,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,750,12.75,2.390808389060203,0.14559544939611724,2.105446551930889,2.676170226189517,245.82823281759153,127.38132006512124,474.3279057189568,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,780,13.25,2.3851923144875213,0.10456232741674716,2.1802539186110117,2.590130710364031,242.66848856624767,151.34464398402852,389.0622542092398,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,780,13.25,2.4168795795043323,0.14402805198895127,2.1345897848425253,2.6991693741661393,261.0437158785046,136.2294820884572,500.1295856928749,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,810,13.75,2.3895605962820516,0.10493854248805493,2.183884832415338,2.5952363601487654,245.12265844461993,152.61610271441685,393.6643191897005,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,810,13.75,2.428874929219188,0.14128511673264785,2.1519611888716605,2.705788669566715,268.35712150880914,141.79307119665668,507.8122291243597,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,840,14.25,2.377610144649876,0.10532174486336142,2.171183317928771,2.5840369713709808,238.4668765924903,148.21439957258502,383.63991177601554,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,840,14.25,2.428180760818069,0.13800068774817612,2.1577043829898863,2.698657138646252,267.92836727613474,143.68195453052476,499.5399297761611,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,870,14.75,2.352385721730674,0.10611045698365616,2.1444130476596213,2.5603583958017264,225.00530069839212,139.3482433161122,363.27780381819065,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,870,14.75,2.4163105514701315,0.13457942488642183,2.1525397256326313,2.6800813773076317,260.7017801765017,141.98221718640252,478.6197855590735,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,900,15.25,2.316932089241361,0.1069464500850134,2.107320898800324,2.526543279682398,207.3589087970911,127.9326984238416,336.05786724108606,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,900,15.25,2.3947541030807593,0.13074776086967527,2.1384932007169404,2.6510150054445782,248.07275568031,137.4603273761163,447.6287735261108,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,930,15.75,2.273598097361929,0.10726488162378928,2.0633627925733498,2.483833402150508,187.65784732562145,115.60784165022544,304.572602388679,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,930,15.75,2.3642357711712467,0.12600896256065258,2.1172627428231117,2.611208799519382,231.23203120411432,130.8974201605324,408.41574477910564,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,960,16.25,2.219879505475408,0.10748550743948358,2.0092117820340083,2.4305472289168075,165.81265207519306,102.043746232967,269.392838610414,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,960,16.25,2.32091241673996,0.12084896432321109,2.084052799097501,2.5577720343824195,209.2690183151644,121.25363764719448,361.12020468554994,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,990,16.75,2.1512053448229955,0.10826887789440988,1.9390022435033873,2.3634084461426035,141.546335941798,86.79649182236089,230.79176634140867,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,990,16.75,2.258820544418054,0.11612535232858535,2.031219036162002,2.4864220526741057,181.37656253456933,107.35312148759324,306.3940533455424,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,1020,17.25,2.062996932466844,0.10959620019775106,1.8481923272368102,2.2778015376968774,115.51040763040704,70.40052112828371,189.48393694918005,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,1020,17.25,2.171770721422904,0.11206476054953587,1.9521278268097086,2.3914136160360995,148.41513742199044,89.46283389342939,246.1711940280717,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,1050,17.75,1.950794541889073,0.11088037155980238,1.7334730070394413,2.168116076738705,89.18829744512004,54.034360038961246,147.1706069658972,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,1050,17.75,2.0536356201108315,0.10824847797059614,1.8414725019071856,2.2657987383144773,113.04506600146684,69.31806470957969,184.31605962416924,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,1080,18.25,1.8159373670088472,0.11207781254478968,1.596268890955028,2.0356058430626662,65.3541770691333,39.37016036884731,108.44400528807809,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,1080,18.25,1.90521459736114,0.1048896918951647,1.6996345788971146,2.110794615825166,80.29232656034371,49.976570544571494,128.96087816122548,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,1110,18.75,1.6680567914392923,0.11394519688528149,1.4447283093328152,1.8913852735457695,46.46469808571746,27.7437874171566,77.77270730554379,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,1110,18.75,1.7373152707798931,0.10329325291949616,1.534864215211694,1.9397663263480922,54.51541911893083,34.16606348829792,86.94950910264707,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,1140,19.25,1.5174220446418858,0.11677187624108752,1.2885533728021858,1.7462907164815857,32.817136215068366,19.333605072566574,55.655885362255326,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,1140,19.25,1.5618047095565302,0.10423280948528171,1.3575121569579531,1.7660972621551072,36.35899638457949,22.677820016185205,58.25757839978763,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,1170,19.75,1.3743025017596322,0.12011052323227275,1.1388902020601162,1.6097148014591482,23.57568219889309,13.668613280462177,40.61128414786645,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,1170,19.75,1.3908409223837683,0.10738308151405286,1.1803739500672958,1.6013078947002408,24.494665617498676,15.048650643960055,39.83078928635478,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,1200,20.25,1.2458541722963437,0.12346481260102998,1.003867586240338,1.4878407583523494,17.51384508186516,9.989452178840711,30.649691169416226,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,1200,20.25,1.2336519708281366,0.11226632081332807,1.0136140253571941,1.453689916299079,17.02584349249652,10.218439576951099,28.324309038416477,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,1230,20.75,1.1228530734637878,0.1273096201133946,0.8733308031560584,1.3723753437715172,13.169454617341334,7.3701754682891565,23.470855408836496,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,1230,20.75,1.083062911440242,0.11962020088804916,0.8486116258762195,1.3175141970042643,12.007735122205762,6.956862019111777,20.673716333474026,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,1260,21.25,0.9907076067838282,0.1321379632927578,0.7317219577395473,1.249693255828109,9.68830755667118,5.291653297445359,17.670238466442697,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,1260,21.25,0.9264887213983912,0.1299626214236698,0.6717666640715849,1.1812107787251975,8.342843156113373,4.596417136667227,15.07786825241738,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,1290,21.75,0.8348230674712398,0.13778639181591135,0.5647667019523293,1.1048794329901503,6.736330769184831,3.570850536149135,12.631495855107882,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,1290,21.75,0.7512811130649817,0.14275996661935028,0.4714767200569149,1.0310855060730484,5.540026091159635,2.86126122554531,10.642008855738046,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,1320,22.25,0.6412220000852519,0.1437865339444803,0.3594055720922246,0.9230384280782791,4.2774581229264825,2.1877342393446466,8.2760339327982,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,1320,22.25,0.545258187522771,0.15718052231004703,0.23719002472388445,0.8533263503216575,3.409604574952651,1.6265931943032348,7.033889044141185,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,1350,22.75,0.4136844760265234,0.15005579295517069,0.1195805261627898,0.707788425890257,2.4922953213392636,1.2169840830892613,5.002563591561625,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,1350,22.75,0.3116827249706805,0.17320615377355814,-0.027795098326199696,0.6511605482675606,1.949664243876072,0.8380044563657616,4.378788436572098,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,1380,23.25,0.17598505880850912,0.1563247376678647,-0.13040579691317755,0.4823759145301958,1.399633242185392,0.6406178979190048,2.9365183819975864,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,1380,23.25,0.07122622052942293,0.19098247418561237,-0.30309255055272777,0.4455449916115737,1.0782195388604512,0.3976310257583997,2.6896196376359125,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,1410,23.75,-0.04703511222752382,0.16138805298433728,-0.36334988361186676,0.2692796591568191,0.797356241310315,0.33316176672296516,1.7590011531040421,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,1410,23.75,-0.15456596164238734,0.20975482645944896,-0.5656778670863563,0.25654594380158163,0.6005417748927294,0.17184549037225968,1.705285707325218,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,0,0.25,-0.6036796683716315,0.25925283568694757,-1.111805889207929,-0.0955534475353339,0.14906937538089948,0,0.702502792784241,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,0,0.25,-0.7117589977439182,0.23823595047657545,-1.1786928805006738,-0.24482511498716253,0.0941963228802206,0,0.4690820470067366,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,30,0.75,-0.7111212434095608,0.2304838527117637,-1.162861293742652,-0.2593811930764697,0.09448170648936575,0,0.4503244483555161,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,30,0.75,-0.7859494914212537,0.21431583468928608,-1.2060008087288943,-0.36589817411361314,0.06370068947511195,0,0.3306275647870859,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,60,1.25,-0.7924340679295601,0.20450045435890168,-1.1932475932950843,-0.3916205425640358,0.06127458464783511,0,0.30586299648158033,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,60,1.25,-0.8388831007637135,0.19419926875529936,-1.2195066733481148,-0.4582595281793123,0.04491618725888258,0,0.24812921581663763,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,90,1.75,-0.8660988559685691,0.1812362733547541,-1.2213154244361433,-0.5108822875009948,0.03611348198683781,0,0.2084023740163546,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,90,1.75,-0.8894787952546237,0.17720790285610474,-1.2367999026284615,-0.5421576878807859,0.02897965316193559,0,0.18697384201922876,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,120,2.25,-0.9423965150822292,0.1595705890735049,-1.2551491226581395,-0.629643907506319,0.01418353519633809,0,0.13461517147295188,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,120,2.25,-0.9486569860647984,0.16145633067528908,-1.2651055792643544,-0.6322083928652424,0.01254935589529283,0,0.1332338638980599,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,150,2.75,-1.012907441220518,0.13935739559926544,-1.2860429175743786,-0.7397719648666572,0,0,0.08206565803719817,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,150,2.75,-1.0091416799090838,0.14656203706988052,-1.2963979940668737,-0.7218853657512938,0,0,0.08972066325151701,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,180,3.25,-1.0546226556495848,0.12229021736180563,-1.2943070773402985,-0.814938233958871,0,0,0.05313052308232022,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,180,3.25,-1.0493402617312495,0.13425772917140075,-1.3124805755533275,-0.7861999479091715,0,0,0.06360631093366462,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,210,3.75,-1.0443832087336602,0.10990803527352946,-1.2597989994813357,-0.8289674179859846,0,0,0.048262931206459275,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,210,3.75,-1.0471862442972009,0.12574777317662855,-1.2936473508595046,-0.8007251377348972,0,0,0.058224911803319374,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,240,4.25,-0.9669435205972712,0.101769790203161,-1.166408644109664,-0.7674783970848784,0.00790870468980622,0,0.07081326848225436,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,240,4.25,-0.9881044874297178,0.12004468999605654,-1.2233877563572642,-0.7528212185021713,0.00277689962041939,0,0.0766764976789989,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,270,4.75,-0.8189792415042613,0.09683764428408052,-1.0087775366487601,-0.6291809463597625,0.05171228814735265,0,0.13486540634245364,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,270,4.75,-0.8684297903689892,0.11581822519867375,-1.095429340511739,-0.6414302402262393,0.0353848941141931,0,0.1283335662442964,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,300,5.25,-0.6069011983177398,0.09585984274744938,-0.7947830376664137,-0.41901935896906595,0.14722865244493297,0.06040465308775403,0.2810488375065958,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,300,5.25,-0.6920909865776921,0.11376718262823736,-0.9150705671516282,-0.469111406003756,0.10319312679262316,0.021598840244208148,0.2395381624762625,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,330,5.75,-0.34385391809994176,0.09946301466564386,-0.5387978446383829,-0.14890999156150064,0.3530499448772042,0.18920257490246703,0.609724844678369,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,330,5.75,-0.4687772490794267,0.11481511254424567,-0.6938107345470611,-0.24374376361179229,0.2397995120744831,0.10239010021883935,0.47050077193108153,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,360,6.25,-0.04162172819205409,0.10617657130519031,-0.249723983952176,0.1664805275680678,0.8086115890644358,0.46269883506114295,1.367170302018649,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,360,6.25,-0.20614990947686904,0.1180894377127787,-0.4376009543485012,0.02530113539476317,0.5220855170445872,0.2650892502114416,0.959988455679004,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,390,6.75,0.29555046615643077,0.11374236617256105,0.07261952494184423,0.5184814073710173,1.8749243574597456,1.0820055750432047,3.1997528100027988,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,390,6.75,0.0960893371300752,0.12179325193130336,-0.1426210502152927,0.3347997244754431,1.147640135338565,0.6200770173343079,2.061721412898466,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,420,7.25,0.649070444270526,0.12156959646856434,0.4107984135770722,0.8873424749639798,4.357285414541249,2.4751255837843957,7.615116261431065,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,420,7.25,0.42300554131116114,0.12564198329621362,0.17675177910439946,0.6692593035179228,2.5485339319373077,1.4022830911674176,4.56938091087225,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,450,7.75,0.9938503978239788,0.13007330893319974,0.7389113969649552,1.2487893986830023,9.759397987299163,5.381651190419616,17.63329336274634,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,450,7.75,0.7521063843168838,0.13039052550530317,0.4965456504012384,1.0076671182325292,5.550753781269265,3.0372248788743987,10.078109485089058,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,480,8.25,1.312100319806371,0.13889833769950982,1.03986458040285,1.584336059209892,20.416360415366594,10.861363509337277,38.300427495599976,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,480,8.25,1.067324547422513,0.13587336187448673,0.8010176516901415,1.3336314431548846,11.576818975068845,6.2243755597383865,21.45914051729211,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,510,8.75,1.5851900493785522,0.14692822561067795,1.297216018869248,1.8731640798878564,38.37601181102495,19.72512886134274,74.57308259311183,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,510,8.75,1.350481517670628,0.14088736091803217,1.074347364394389,1.6266156709468669,22.312046645008405,11.767175481818196,42.22682288954188,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,540,9.25,1.8022432197826097,0.15359995111512226,1.5011928475698573,2.103293591995362,63.32247994240656,31.609752154764465,126.75091142980088,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,540,9.25,1.588921285095955,0.14476836685036332,1.3051804999685608,1.8726620702233494,38.70800209795951,20.092054044673525,74.48681635375836,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,570,9.75,1.97835338218442,0.1594602875445287,1.6658169616327427,2.290889802736097,95.03786084758326,46.22516358964974,195.28436273706723,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,570,9.75,1.7928127374679368,0.14819194220449086,1.5023618679480935,2.08326360698778,61.960138071445435,31.69522246087375,121.03331624543165,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,600,10.25,2.1227075586117174,0.16484945043280916,1.7996085728921907,2.4458065443312442,132.55009294276414,62.93889224665966,279.0300184792881,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,600,10.25,1.965374256084847,0.15161726609617732,1.6682098751019139,2.2625386370677805,92.23668017225307,46.48111448356787,182.93689380898448,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,630,10.75,2.238561386123033,0.16928817351805614,1.9067626630190757,2.57036010922699,173.10538336666497,80.57940060302225,371.7434272312824,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,630,10.75,2.1038055148825308,0.1544673526014589,1.801055066996422,2.4065559627686395,126.900524595994,63.14920440347633,254.90926691136661,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,660,11.25,2.3290471183777424,0.17210624552134435,1.9917250756414995,2.6663691611139853,213.22763484340976,98.01266571819842,463.741028625135,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,660,11.25,2.206210412569816,0.15588764652519596,1.9006762397457215,2.5117445853939104,160.6719993186717,79.45660463151545,324.7961652479034,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,690,11.75,2.3907309329584687,0.1735428603981811,2.0505931768039716,2.730868689112966,245.78437560903967,112.2551999112084,538.0070588315155,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,690,11.75,2.269095893112119,0.1561577247437622,1.963032376706626,2.575159409517612,185.72147074153952,91.74010608427011,375.8753822242468,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,720,12.25,2.422302799382164,0.17422435432104075,2.080829339683179,2.7637762590811494,264.3251743515902,120.35625025945153,580.3652949121882,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,720,12.25,2.294589495776125,0.15606328572720318,1.9887110764418228,2.6004679151104266,196.95592417538683,97.33412210203446,398.43632808382415,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,750,12.75,2.430328953963369,0.17414286890969485,2.0890152027358875,2.7716427051908505,269.25742644316335,122.64821991486545,590.9751555534174,112,643,29786,8
main__chest__paired_common_sample,Chest,BAUA,Dortmund (DE),3,#DDCC77,750,12.75,2.294021177980454,0.15557975044660716,1.9890904703813745,2.5989518855795333,196.69822542545745,97.41927645730102,397.0475480293073,112,643,29786,8
main__glasses__paired_common_sample,Near eye,BAUA,Dortmund (DE),3,#DDCC77,780,13.25,2.4245795429360184,0.17269335985509957,2.086106777250808,2.7630523086212286,265.7150356849683,121.8289341071559,579.3984899491068,112,643,29786,8
