"path","sha256","bytes","observed_sha256","observed_bytes","pass"
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s6_part_01.html","a8a1472a6dcd754063473cbbe47f80601980e9b05be65f21600e77630275cf17",27286,"a8a1472a6dcd754063473cbbe47f80601980e9b05be65f21600e77630275cf17",27286,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s6_part_01.png","4aa092ae5b952c3508e049e4452e59ec68f34d94e68ae6c95b7ab9eb9688f5a4",170253,"4aa092ae5b952c3508e049e4452e59ec68f34d94e68ae6c95b7ab9eb9688f5a4",170253,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s6_source.html","786dad9d691f34eacda69965f32a8615684e7d7e751939cc86226a481669f8b1",27849,"786dad9d691f34eacda69965f32a8615684e7d7e751939cc86226a481669f8b1",27849,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/word_table_png_manifest.json","f96df63b5603967a9100dd564b6092caad30bd9e3684d127bea4559c0dc87e1d",37219,"f96df63b5603967a9100dd564b6092caad30bd9e3684d127bea4559c0dc87e1d",37219,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_s2_attempt2_command.json","7404fc887fa732c6618c35e0aed42a58b3db99bc0ae480faff2c92e876208c8d",7970,"7404fc887fa732c6618c35e0aed42a58b3db99bc0ae480faff2c92e876208c8d",7970,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_s2_attempt2.log","d75fc4aa3decec0cddb8cc4a9c7ab24a9d223e876b87c45be3009780254951e9",6800,"d75fc4aa3decec0cddb8cc4a9c7ab24a9d223e876b87c45be3009780254951e9",6800,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/checker_mechanical_correction.md","cd91522c1da844039b6d988c08ec2e94e965928e25d891876c8c4f4531b9e4b8",959,"cd91522c1da844039b6d988c08ec2e94e965928e25d891876c8c4f4531b9e4b8",959,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/copied_table_structure.csv","7bbe00b2703853a2e06db7b288d66fea1da75b70daae3354cc23d0ab9364962f",17296,"7bbe00b2703853a2e06db7b288d66fea1da75b70daae3354cc23d0ab9364962f",17296,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/correction_preflight/capture_word_tables_before.diff","ee3c9684b89d4bc5ecbe7865c08d3d7652fd953c4cfd1f0b3343032f923ca693",4280,"ee3c9684b89d4bc5ecbe7865c08d3d7652fd953c4cfd1f0b3343032f923ca693",4280,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/correction_preflight/capture_word_tables_before.mjs","b1a82debecaadd9f965ce1863d21349c825f2c2027e1da2a6916daaa5a272e1b",19588,"b1a82debecaadd9f965ce1863d21349c825f2c2027e1da2a6916daaa5a272e1b",19588,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/correction_preflight/correction_manifest.json","561fdb7c1567fb2a5b66e03d6e6df785f8b8bd67af5d35b7cffa63a91f9fcfd1",5817,"561fdb7c1567fb2a5b66e03d6e6df785f8b8bd67af5d35b7cffa63a91f9fcfd1",5817,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/correction_preflight/correction_source_snapshots.csv","fed6fca48a14d9cafc1bd1c5dbdd0748706a7ba699b93c7fed6c81f9b207fba6",1659,"fed6fca48a14d9cafc1bd1c5dbdd0748706a7ba699b93c7fed6c81f9b207fba6",1659,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/correction_preflight/lua_dependency_copies.csv","70a433699749c227d0000a657333d25d47d7941da4fbc9fd8d643c48582e2983",1978,"70a433699749c227d0000a657333d25d47d7941da4fbc9fd8d643c48582e2983",1978,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/correction_preflight/main_layout_before.css","010f64fe5b8fd787d0038b63ce3d130aaac40a7fce1c5a46512231e7277bd5e6",2263,"010f64fe5b8fd787d0038b63ce3d130aaac40a7fce1c5a46512231e7277bd5e6",2263,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/correction_preflight/main_layout_before.diff","a614c4ff1260db3bf9a38cd500e9dbe80c6ad58a001b9734fcd2fac7001ac9e1",1991,"a614c4ff1260db3bf9a38cd500e9dbe80c6ad58a001b9734fcd2fac7001ac9e1",1991,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/correction_preflight/original_429_identities.csv","e95b5d62445d5823055d439d1b412f7c3b4ff0f77ddef974b896454ba7c36a29",146625,"e95b5d62445d5823055d439d1b412f7c3b4ff0f77ddef974b896454ba7c36a29",146625,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/correction_preflight/selection_layout_before.css","010f64fe5b8fd787d0038b63ce3d130aaac40a7fce1c5a46512231e7277bd5e6",2263,"010f64fe5b8fd787d0038b63ce3d130aaac40a7fce1c5a46512231e7277bd5e6",2263,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/correction_preflight/selection_layout_before.diff","026c91e76878057706fb684a7f802716848115ccdad4012489a281095a7c13d1",2009,"026c91e76878057706fb684a7f802716848115ccdad4012489a281095a7c13d1",2009,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/correction_preflight/session.txt","31e17a6d76a7841405c0787e443078461786dd839741bf8abd423c92d54e62e3",688,"31e17a6d76a7841405c0787e443078461786dd839741bf8abd423c92d54e62e3",688,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/dependency_session.txt","fc925524e34dc98e861222a11024830f197360f93926409a680947ae90c50e49",694,"fc925524e34dc98e861222a11024830f197360f93926409a680947ae90c50e49",694,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/dry_run_manifest.json","3d873e9b44d10d41d9dd811bbd41430125d79f8454697f281bebc256d6878fc1",27748,"3d873e9b44d10d41d9dd811bbd41430125d79f8454697f281bebc256d6878fc1",27748,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/environment_recovery_001/execution_receipt.json","5e90c753a6b739aa03d41dce7f8a6ee3b826a6ee6d1e195dbc49cb036809e7c8",3093,"5e90c753a6b739aa03d41dce7f8a6ee3b826a6ee6d1e195dbc49cb036809e7c8",3093,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/environment_recovery_001/original_authority_rehash.csv","1c10dbece81d5c816d5dd91bf484901ef63b5ac0f0a98495ee8db2945fe065c7",116393,"1c10dbece81d5c816d5dd91bf484901ef63b5ac0f0a98495ee8db2945fe065c7",116393,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/environment_recovery_001/preflight_380_identities.csv","476da69a47bdfa452357a9bdeea27465f3402573ee6d752a38d88e13ea44cb12",90948,"476da69a47bdfa452357a9bdeea27465f3402573ee6d752a38d88e13ea44cb12",90948,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/environment_recovery_001/preflight_session.txt","c5d753260535ec7daf38e14d25c4361a12ed8808ca3dcee5316f88af2c06fd91",735,"c5d753260535ec7daf38e14d25c4361a12ed8808ca3dcee5316f88af2c06fd91",735,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/environment_recovery_001/render.log","3c86f58074fa8e3cec49b81048692402314a8e9ff1b2468f8cc4b0ad29c1a0e1",771,"3c86f58074fa8e3cec49b81048692402314a8e9ff1b2468f8cc4b0ad29c1a0e1",771,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/environment_recovery_001/verify_preflight.R","276e36d28a8a995dd2585fa5998e98b9bd648f09ca965477e9faa60648aabf05",2864,"276e36d28a8a995dd2585fa5998e98b9bd648f09ca965477e9faa60648aabf05",2864,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/environment_stop.md","0fbcfdbca14ec556beab60998af627d675789ecbe77fab81e8505cdcb709de55",1848,"0fbcfdbca14ec556beab60998af627d675789ecbe77fab81e8505cdcb709de55",1848,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/expanded_svg_manifest.json","1d68cd537f0aceea9e33a94efcdc531880d586b3d474c165d7b7b9907d34398d",12653,"1d68cd537f0aceea9e33a94efcdc531880d586b3d474c165d7b7b9907d34398d",12653,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/frozen_table_manifest_rebased.json","ad1c5fb0d27de8db953f55d7ab52c74e92d1b0123c7652a11486c89f03549935",18761,"ad1c5fb0d27de8db953f55d7ab52c74e92d1b0123c7652a11486c89f03549935",18761,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/helper_capture_word_tables.mjs.diff","b78fb0cd878abccaa5076f88c4a63e498a6dd57405979b85269ea5800fb5d84b",8718,"b78fb0cd878abccaa5076f88c4a63e498a6dd57405979b85269ea5800fb5d84b",8718,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/helper_embed_accepted_svg_figures.py.diff","a6ce2b4bc23a1a02f6d6f3a0c09e685fe6432317f0b466f95de14f9cbb7c046d",5183,"a6ce2b4bc23a1a02f6d6f3a0c09e685fe6432317f0b466f95de14f9cbb7c046d",5183,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/helper_prepare_word_manuscript.py.diff","e65e9baa6e156f3ebdf06575d060081757e6caf02b04e79c7cf2e59112c7d9e4",12767,"e65e9baa6e156f3ebdf06575d060081757e6caf02b04e79c7cf2e59112c7d9e4",12767,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/helpers/capture_word_tables.mjs","8dd21ba1d978e36d1cafa0669b7c2456306b66e996f013f44b86ebc2549e0174",21399,"8dd21ba1d978e36d1cafa0669b7c2456306b66e996f013f44b86ebc2549e0174",21399,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/helpers/check_rendered_html.R","3695e20fe449f5186e1072fb9557c8e7ba93761c27ef9ef37081ab947271e3ce",2468,"3695e20fe449f5186e1072fb9557c8e7ba93761c27ef9ef37081ab947271e3ce",2468,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/helpers/correction_preflight.R","277f0f79d8ef259ccefdded558913c4d4c794319e3b21afd9ee8bc825d48f005",2972,"277f0f79d8ef259ccefdded558913c4d4c794319e3b21afd9ee8bc825d48f005",2972,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/helpers/embed_accepted_svg_figures.py","23cf9ee0f46fc9b79962b76c19c6bc3af03d70af6fe580e0120294c2b5b726fe",9614,"23cf9ee0f46fc9b79962b76c19c6bc3af03d70af6fe580e0120294c2b5b726fe",9614,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/helpers/preflight_dependencies.R","a2a863ff148c2147699c1537d8ee93841745ffbfefea050a1ba88da5a19d6dc9",2913,"a2a863ff148c2147699c1537d8ee93841745ffbfefea050a1ba88da5a19d6dc9",2913,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/helpers/prepare_correction_manifest.py","8db76f863d48edf4722867d54378c4a43ec15e4e5391801eec1dad10d057ca86",3200,"8db76f863d48edf4722867d54378c4a43ec15e4e5391801eec1dad10d057ca86",3200,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/helpers/prepare_word_manuscript.py","e89329f60bb477bf726fb1ccc0f3acecd107bab81d4541a1fca2633cf54415aa",54987,"e89329f60bb477bf726fb1ccc0f3acecd107bab81d4541a1fca2633cf54415aa",54987,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/helpers/run_stage.py","f98800e8d15e78f985e944f2af06dc149ddb67ac4c76e869b014f4f36e0b0598",7455,"f98800e8d15e78f985e944f2af06dc149ddb67ac4c76e869b014f4f36e0b0598",7455,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/helpers/seal_stopped_return.R","f9dfa4884d76e4f0ce88342a82debd415aefdb7720a9c48b728a33e7e95d3f55",2391,"f9dfa4884d76e4f0ce88342a82debd415aefdb7720a9c48b728a33e7e95d3f55",2391,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/helpers/serve_preview.py","b089ebb9a03dfcb3e10bc38ae1f6055840245dc2f1f846caf51e25969224bf4c",2574,"b089ebb9a03dfcb3e10bc38ae1f6055840245dc2f1f846caf51e25969224bf4c",2574,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/helpers/stage_candidates.py","b76e2aa7a6801126387fc4d8eafaf56a0ee43723efcb7ac54f5dae1d911fc692",15537,"b76e2aa7a6801126387fc4d8eafaf56a0ee43723efcb7ac54f5dae1d911fc692",15537,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/helpers/stopped_final_rehash.R","388557fcf4e1c3ea3bdb6315d9cc5dc5be1a795f7ff2527c100f26900bcdc0b1",4656,"388557fcf4e1c3ea3bdb6315d9cc5dc5be1a795f7ff2527c100f26900bcdc0b1",4656,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/helpers/verify_candidates.R","4417fe1fa6ff1cde8595c73da2ab1d11a3cb864501daadffa0ed4e42b512ad0c",6572,"4417fe1fa6ff1cde8595c73da2ab1d11a3cb864501daadffa0ed4e42b512ad0c",6572,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/helpers/verify_input_pins.R","3346b6b60460687e703e5bb69d9885f5b8bb2c24704dbbb26a67fccc21222fbc",2459,"3346b6b60460687e703e5bb69d9885f5b8bb2c24704dbbb26a67fccc21222fbc",2459,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/html_initial_structure_checks.csv","6097dd8b3d54b91c0f7ce897c786bdd8d2c43ad0c866795566c9cdfcb469973b",484,"6097dd8b3d54b91c0f7ce897c786bdd8d2c43ad0c866795566c9cdfcb469973b",484,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/html_initial_structure_details.json","4f893d0150f07b05021a180ba57504385fdec8838ae23f2e8b5f9e702b88cd13",340,"4f893d0150f07b05021a180ba57504385fdec8838ae23f2e8b5f9e702b88cd13",340,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/input_identity_after.csv","63f1c5ac36c7da9b967512ffc9f328e1279cba5785c5693d2124116b4c8de226",113124,"63f1c5ac36c7da9b967512ffc9f328e1279cba5785c5693d2124116b4c8de226",113124,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/input_identity_before.csv","63f1c5ac36c7da9b967512ffc9f328e1279cba5785c5693d2124116b4c8de226",113124,"63f1c5ac36c7da9b967512ffc9f328e1279cba5785c5693d2124116b4c8de226",113124,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/input_identity_session_after.txt","8b1fcd82632a294f41a120f9e856484bbbc18008aae8c92361c7b8b223aa4068",683,"8b1fcd82632a294f41a120f9e856484bbbc18008aae8c92361c7b8b223aa4068",683,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/input_identity_session_before.txt","8b1fcd82632a294f41a120f9e856484bbbc18008aae8c92361c7b8b223aa4068",683,"8b1fcd82632a294f41a120f9e856484bbbc18008aae8c92361c7b8b223aa4068",683,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/main_docx_attempt1_command.json","a97ff114e512d1d22f112d4b0f3ce06fb5633413c4b58bbc9224a8b56659c384",6684,"a97ff114e512d1d22f112d4b0f3ce06fb5633413c4b58bbc9224a8b56659c384",6684,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/main_docx_attempt1.log","1998ae1179651862460c1a1a6dba58c49f8abf50be23555ed3e43280f36f6155",5361,"1998ae1179651862460c1a1a6dba58c49f8abf50be23555ed3e43280f36f6155",5361,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/main_html_attempt1_command.json","050f983778f9fe11175ff644c9d81fbcfc85f9a8c73e0fff28b0313400fb8f14",7153,"050f983778f9fe11175ff644c9d81fbcfc85f9a8c73e0fff28b0313400fb8f14",7153,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/main_html_attempt1.log","5644a4cc9b860ecc898205b5581a041efd378143bb23b31ed9f18e26ff0d53ab",5821,"5644a4cc9b860ecc898205b5581a041efd378143bb23b31ed9f18e26ff0d53ab",5821,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/main_source.diff","4166a6421cbf849eaf4105c2f298d59f28d68ed504ab2595708e0b79f096a465",12682,"4166a6421cbf849eaf4105c2f298d59f28d68ed504ab2595708e0b79f096a465",12682,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/original_dependency_inventory.csv","0133087e4c330a979147efbb9111cbe3ac4abb364a5730c2affcd4c64def24aa",37094,"0133087e4c330a979147efbb9111cbe3ac4abb364a5730c2affcd4c64def24aa",37094,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/preview_attempt1/main/resources/012453debcd7_H04_manuscript_figure3_selection_candidate.svg","012453debcd7994ab8b8437bd1b829a4935b26d97803963c6621ee2093bd72dd",226671,"012453debcd7994ab8b8437bd1b829a4935b26d97803963c6621ee2093bd72dd",226671,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/preview_attempt1/main/resources/2f9493540f12_figure4_exact_layout_replication.svg","2f9493540f12c9c660d213ee619bc726f1e3a0e34ce52c0e59bdf6bd8102a5cd",2982460,"2f9493540f12c9c660d213ee619bc726f1e3a0e34ce52c0e59bdf6bd8102a5cd",2982460,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/preview_attempt1/main/resources/4304aa487b3c_descriptive_overview.svg","4304aa487b3c7f6b27b533952315fc9b790d4d00334aeb519a97d28c50d98936",2463966,"4304aa487b3c7f6b27b533952315fc9b790d4d00334aeb519a97d28c50d98936",2463966,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/preview_attempt1/main/ZaunerEtAl2026_NatHealth_phase3_brown.html","5e6c34d6fbcf8ecdd0093514268443eff6835e56e4ffc16e335fa545e62246f8",27240043,"5e6c34d6fbcf8ecdd0093514268443eff6835e56e4ffc16e335fa545e62246f8",27240043,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/preview_attempt1/selection/linked_metadata/0e0618520fed_combined_accepted_svg_manifest.json","0e0618520fedb387ef030b685e11597e7332ae46fa7ad9ad76d865c24b1c91b2",5539,"0e0618520fedb387ef030b685e11597e7332ae46fa7ad9ad76d865c24b1c91b2",5539,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/preview_attempt1/selection/linked_metadata/30ff83aac8a9_selection_asset_manifest.csv","30ff83aac8a932d9702e7b7ec9c8c561729703da1a390c022099508067960640",7553,"30ff83aac8a932d9702e7b7ec9c8c561729703da1a390c022099508067960640",7553,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/preview_attempt1/selection/linked_metadata/3d1f52ae56b7_report018_final_corpus_independent_acceptance.md","3d1f52ae56b7961a3249bf3a764992ba1da3084aaa68d80845a4b35364dbf8fb",3959,"3d1f52ae56b7961a3249bf3a764992ba1da3084aaa68d80845a4b35364dbf8fb",3959,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/preview_attempt1/selection/linked_metadata/6321a3e31aca_planning_source_inventory.csv","6321a3e31acaba62f82330ebc48d8551d7482e77cbdb7532ac13e9b7aefdb270",4310,"6321a3e31acaba62f82330ebc48d8551d7482e77cbdb7532ac13e9b7aefdb270",4310,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/preview_attempt1/selection/linked_metadata/e35cf371377c_additional_figure_inventory.csv","e35cf371377c12646de817bd8f47dc0d47b9d90be703242d28f80a7ef1e9af15",3121,"e35cf371377c12646de817bd8f47dc0d47b9d90be703242d28f80a7ef1e9af15",3121,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/preview_attempt1/selection/linked_metadata/e52f8a9b5382_additional_descriptive_table_inventory.csv","e52f8a9b53827cd0e796d37179baa90e21983ae186b0bfb20b43f37e10e7c530",946,"e52f8a9b53827cd0e796d37179baa90e21983ae186b0bfb20b43f37e10e7c530",946,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/preview_attempt1/selection/linked_metadata/fcbf7cfdf649_accepted_output_inventory.csv","fcbf7cfdf6498612e97816dc14f99ea52bac28aba2576b7cf13ff609ce7bd8e2",21159,"fcbf7cfdf6498612e97816dc14f99ea52bac28aba2576b7cf13ff609ce7bd8e2",21159,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/preview_attempt1/selection/selection.html","1369a47617daa95ddb66fab443bc3553225893fb73e4f9fd1810cc78effb43e0",27085199,"1369a47617daa95ddb66fab443bc3553225893fb73e4f9fd1810cc78effb43e0",27085199,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/project/_quarto.yml","ad87adeeadccb613826ac150a1bb91e78427d3404b29dc1550d31df0b36a787a",472,"ad87adeeadccb613826ac150a1bb91e78427d3404b29dc1550d31df0b36a787a",472,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/project/.gitignore","a2c42d7579873fcc1885712af8e33d47a2d84452ca1214383e92b03ed98321c4",28,"a2c42d7579873fcc1885712af8e33d47a2d84452ca1214383e92b03ed98321c4",28,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/project/.quarto/project-cache/8e18d2883d6c67c467bb9551452cc47b","d41c53d63b5278e3ed8c347b782e2f6ed37d28ea1a3621adc91b4c313b8dfa61",28027,"d41c53d63b5278e3ed8c347b782e2f6ed37d28ea1a3621adc91b4c313b8dfa61",28027,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/project/.quarto/project-cache/deno-kv-file","9e01fa71ea645385a257342aea50db98b3216fba6bfee945f83d95099f64491a",36864,"9e01fa71ea645385a257342aea50db98b3216fba6bfee945f83d95099f64491a",36864,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/project/.quarto/xref/b24ea1e3","421c5057ace152812a53e675ce68115c117c6d6afa9a51b777e787b260d1478e",9279,"421c5057ace152812a53e675ce68115c117c6d6afa9a51b777e787b260d1478e",9279,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/project/.quarto/xref/INDEX","ea2f7f475a2bbcf3198cdce7d6470c34980c5ae91125e10245aae1495b8ccd3f",179,"ea2f7f475a2bbcf3198cdce7d6470c34980c5ae91125e10245aae1495b8ccd3f",179,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/project/order72k_layout.css","44b5a324d14ede154901a28005f042a7b1edc544a80e589a30ccaebe82a087c5",2492,"44b5a324d14ede154901a28005f042a7b1edc544a80e589a30ccaebe82a087c5",2492,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/project/render_html_attempt1/resources/012453debcd7_H04_manuscript_figure3_selection_candidate.svg","012453debcd7994ab8b8437bd1b829a4935b26d97803963c6621ee2093bd72dd",226671,"012453debcd7994ab8b8437bd1b829a4935b26d97803963c6621ee2093bd72dd",226671,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/project/render_html_attempt1/resources/2f9493540f12_figure4_exact_layout_replication.svg","2f9493540f12c9c660d213ee619bc726f1e3a0e34ce52c0e59bdf6bd8102a5cd",2982460,"2f9493540f12c9c660d213ee619bc726f1e3a0e34ce52c0e59bdf6bd8102a5cd",2982460,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/project/render_html_attempt1/resources/4304aa487b3c_descriptive_overview.svg","4304aa487b3c7f6b27b533952315fc9b790d4d00334aeb519a97d28c50d98936",2463966,"4304aa487b3c7f6b27b533952315fc9b790d4d00334aeb519a97d28c50d98936",2463966,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/project/render_html_attempt1/ZaunerEtAl2026_NatHealth_phase3_brown.html","5e6c34d6fbcf8ecdd0093514268443eff6835e56e4ffc16e335fa545e62246f8",27240043,"5e6c34d6fbcf8ecdd0093514268443eff6835e56e4ffc16e335fa545e62246f8",27240043,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/project/resources/012453debcd7_H04_manuscript_figure3_selection_candidate.svg","012453debcd7994ab8b8437bd1b829a4935b26d97803963c6621ee2093bd72dd",226671,"012453debcd7994ab8b8437bd1b829a4935b26d97803963c6621ee2093bd72dd",226671,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/project/resources/01c20a54f0bd_table_s10_visual_sensitivity.html","01c20a54f0bd1607ada3bb4d0e633ae899415e8d24b14c81466384a9a33ea14e",15991,"01c20a54f0bd1607ada3bb4d0e633ae899415e8d24b14c81466384a9a33ea14e",15991,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/project/resources/0318acf46a1d_table_s8_person_level_synthesis.html","0318acf46a1d5694eb8ab84dfc998d691c6d3006f479a43584da2f7c3440c3d2",37081,"0318acf46a1d5694eb8ab84dfc998d691c6d3006f479a43584da2f7c3440c3d2",37081,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/project/resources/07b54b298f8c_H06_reader_temporal_activity.svg","07b54b298f8c159432f08fc81b0ca2025915c1eb2128d6b02783f14987c58fb0",58495,"07b54b298f8c159432f08fc81b0ca2025915c1eb2128d6b02783f14987c58fb0",58495,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/project/resources/1147881a6495_tbl-plan-h02-glasses-variation-shapley-gt-candidate.html","1147881a649557c66e9f494193bbe521ef429eec533e5c3787e41b9817bb0a28",28712,"1147881a649557c66e9f494193bbe521ef429eec533e5c3787e41b9817bb0a28",28712,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/project/resources/134049139070_H10_age_site_significant_associations_selection_candidate.svg","1340491390703f642e30b0284bd4e0416a704015bc717dd2a6e56a8073901799",88725,"1340491390703f642e30b0284bd4e0416a704015bc717dd2a6e56a8073901799",88725,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/project/resources/15b1272a3c36_nature.csl","15b1272a3c360168e0b51ab9257534b08ced67190ed57be7a1c32cea8fc87be8",6444,"15b1272a3c360168e0b51ab9257534b08ced67190ed57be7a1c32cea8fc87be8",6444,TRUE
