"path","current_sha256","manifest_sha256","current_bytes","manifest_bytes","live_exact","classification","status"
"artifacts/06_model_data/H08/H08_response_contract_audit.csv","2ad711fab7bd3fe6bcd1f682f2901572657eb19f0b0828c14fcd755f2eb330a9","2ad711fab7bd3fe6bcd1f682f2901572657eb19f0b0828c14fcd755f2eb330a9",3341,3341,TRUE,"live exact","PASS"
"artifacts/06_model_data/H08/H08_run_registry.csv","b7a1e6ea8338e4224b4c934bf0446322c1058a16772196ae3ef393f0eebbc496","b7a1e6ea8338e4224b4c934bf0446322c1058a16772196ae3ef393f0eebbc496",1860,1860,TRUE,"live exact","PASS"
"artifacts/06_model_data/H08/H08_sensitivity_registry.csv","fa6312841b2099702d6af733abc93edc37f442fb67f8b387167224fa944e6cab","fa6312841b2099702d6af733abc93edc37f442fb67f8b387167224fa944e6cab",1142,1142,TRUE,"live exact","PASS"
"artifacts/06_model_data/H08/H08_v0_model_rows.csv","59537bbe3362e5bc8ef24db3ab1c4242fa1e313238e266f7282896c12d85e7d8","59537bbe3362e5bc8ef24db3ab1c4242fa1e313238e266f7282896c12d85e7d8",1417520,1417520,TRUE,"live exact","PASS"
"artifacts/07_models/H08/H08_model_bundles.rds","a5baac89dc6f20c706fd5a29c49123ca14c245969ea5b237376df759ffa887dc","a5baac89dc6f20c706fd5a29c49123ca14c245969ea5b237376df759ffa887dc",3799132,3799132,TRUE,"live exact","PASS"
"artifacts/07_models/H08/H08_model_fit_index.csv","8aca6db05b91283321bb2115f732c4b150faba954f99fbd72c7d2b35a9eff3a2","8aca6db05b91283321bb2115f732c4b150faba954f99fbd72c7d2b35a9eff3a2",130666,130666,TRUE,"live exact","PASS"
"artifacts/07_models/H08/H08_sensitivity_models.rds","fec750c73168fbe6b01603e0bc884ee033a0e5120feba788c62c293cc990eb9c","fec750c73168fbe6b01603e0bc884ee033a0e5120feba788c62c293cc990eb9c",1463096,1463096,TRUE,"live exact","PASS"
"artifacts/07_models/H08/H08_v0_models.rds","b2db39862b06780953090d9e6e85421ef4061fd9519bdf3340bba6a129b7ce61","b2db39862b06780953090d9e6e85421ef4061fd9519bdf3340bba6a129b7ce61",909144,909144,TRUE,"live exact","PASS"
"artifacts/09_tables/H08/H08_centered_predictions.csv","cd963f18ea179ebd7348b59e14fb62c983ea6db3eb8e55a9d8a727bb619c5f89","cd963f18ea179ebd7348b59e14fb62c983ea6db3eb8e55a9d8a727bb619c5f89",87686,87686,TRUE,"live exact","PASS"
"artifacts/09_tables/H08/H08_exactly_identified_longest_period_sensitivity.csv","435be3e82b4fb64f3d5bb673fe887e232328817e496823f6c7eff8085ee2c8a9","435be3e82b4fb64f3d5bb673fe887e232328817e496823f6c7eff8085ee2c8a9",3236,3236,TRUE,"live exact","PASS"
"artifacts/09_tables/H08/H08_family_audit.csv","d590f03a417948142d13a9649a67318013ba9605a5752a8822f57a320c7bb6d9","d590f03a417948142d13a9649a67318013ba9605a5752a8822f57a320c7bb6d9",1268,1268,TRUE,"live exact","PASS"
"artifacts/09_tables/H08/H08_gap_timing_unaware_sensitivity.csv","22309f1cfa3fff204f7098baf24c31a6a415187f435b6112b553d15751ab7db2","22309f1cfa3fff204f7098baf24c31a6a415187f435b6112b553d15751ab7db2",15731,15731,TRUE,"live exact","PASS"
"artifacts/09_tables/H08/H08_metric011_bh_recalculation.csv","cf6d4f1218773c7cf74b629692bfdb7cb32814643cd98a65df4ad5460c0bc3f1","cf6d4f1218773c7cf74b629692bfdb7cb32814643cd98a65df4ad5460c0bc3f1",9097,9097,TRUE,"live exact","PASS"
"artifacts/09_tables/H08/H08_metric011_display_invariance.csv","3de6dfddd442826e638ff39064ad30a3819ddfaab42739c354bd07259a1e137c","3de6dfddd442826e638ff39064ad30a3819ddfaab42739c354bd07259a1e137c",1202,1202,TRUE,"live exact","PASS"
"artifacts/09_tables/H08/H08_metric011_result_comparison.csv","b77e94084804c5a02755eab19dfad97fe1fc45ead573dbe9ebb6acf06ef9a75e","b77e94084804c5a02755eab19dfad97fe1fc45ead573dbe9ebb6acf06ef9a75e",2327,2327,TRUE,"live exact","PASS"
"artifacts/09_tables/H08/H08_model_effects.csv","b933dcab57421424d98706b1f27138e5cb1262372d8b268e880b719116ab9018","b933dcab57421424d98706b1f27138e5cb1262372d8b268e880b719116ab9018",58409,58409,TRUE,"live exact","PASS"
"artifacts/09_tables/H08/H08_model_results_master.csv","45d11175943af6637347a39e533a4f44c600ce29010dd0bbb4caa38ead82e575","45d11175943af6637347a39e533a4f44c600ce29010dd0bbb4caa38ead82e575",98459,98459,TRUE,"live exact","PASS"
"artifacts/09_tables/H08/H08_model_tests.csv","c16f4b52fc63dc4ac22bf905bcc03a100029ef866a6b325b6543109323831ea3","c16f4b52fc63dc4ac22bf905bcc03a100029ef866a6b325b6543109323831ea3",74177,74177,TRUE,"live exact","PASS"
"artifacts/09_tables/H08/H08_observed_dose_sensitivity.csv","d859f8cd51f1cf203a50919d29f3181aa43b0d5e34e9a6672e139362a6bdcdaf","d859f8cd51f1cf203a50919d29f3181aa43b0d5e34e9a6672e139362a6bdcdaf",3160,3160,TRUE,"live exact","PASS"
"artifacts/09_tables/H08/H08_participant_summary_sensitivity.csv","fc6961db006fe62d95348b62db2a2a276c40803e68d0844f725c0a80a60ce29a","fc6961db006fe62d95348b62db2a2a276c40803e68d0844f725c0a80a60ce29a",11085,11085,TRUE,"live exact","PASS"
"artifacts/09_tables/H08/H08_photoperiod_sensitivity.csv","f99d6deb929961993823f1420fea166134ea4314d8247ff16e40b158c44bcd0d","f99d6deb929961993823f1420fea166134ea4314d8247ff16e40b158c44bcd0d",11423,11423,TRUE,"live exact","PASS"
"artifacts/09_tables/H08/H08_site_specific_slopes.csv","47a8fd41e19baec4c33fb27a9e52b3c69a40aa2f706a3bd2c3db7e93dccc2242","47a8fd41e19baec4c33fb27a9e52b3c69a40aa2f706a3bd2c3db7e93dccc2242",430411,430411,TRUE,"live exact","PASS"
"artifacts/09_tables/H08/H08_v0_reproduction.csv","cff307130dd9b7b1320f8a6c49acb88390963ed2dd58dd8423092ba55b58b5a6","cff307130dd9b7b1320f8a6c49acb88390963ed2dd58dd8423092ba55b58b5a6",5327,5327,TRUE,"live exact","PASS"
"artifacts/09_tables/H08/H08_v0_to_new_comparison.csv","47376caeab4261d226462335d0ce4a922d128d6e702e04e920f3e4bef37c1ceb","47376caeab4261d226462335d0ce4a922d128d6e702e04e920f3e4bef37c1ceb",11823,11823,TRUE,"live exact","PASS"
