run_order,run_id,data_scenario_id,reader_scenario,placement,placement_label,sample_scenario,inferential_run,metric_order,metric_id,manuscript_name,participants,participant_days,sites,metric_support_valid_hours,metric_support_expected_hours,metric_support_missing_rows,site_levels,site_contrasts,score_center,score_participant_sd,row_key_hash
8,gap_timing_unaware__chest__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,paired_common_sample,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,112,615,8,,,615,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,f2e3fb2b13a2a9174a54bd39f8d3b6d460b424b792ee6be2d59c70964e650ba3
8,gap_timing_unaware__chest__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,paired_common_sample,FALSE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,112,621,8,,,621,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,1f1a4719b2b6f85697aa3a55bd075a00aa90b91501f864e4df6a1d5a1bb4e0c5
8,gap_timing_unaware__chest__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,paired_common_sample,FALSE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,112,640,8,,,640,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,764d389aea9d27a926994dbf1d9b46e443272175be3f7276ac73e23251e74af7
8,gap_timing_unaware__chest__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,paired_common_sample,FALSE,9,dose_time_sensitive_corrected_medi,melEDI dose,112,640,8,,,640,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,764d389aea9d27a926994dbf1d9b46e443272175be3f7276ac73e23251e74af7
9,main__glasses__main_gap_common_sample,main,Primary dataset,glasses,Near eye,main_gap_common_sample,FALSE,1,daily_geometric_mean_medi,Mean melEDI,141,809,9,18713.766666666666,19418,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.597826086956523,5.53984036898639,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60
9,main__glasses__main_gap_common_sample,main,Primary dataset,glasses,Near eye,main_gap_common_sample,FALSE,2,m10_mean_medi,Brightest 10 h mean,141,809,9,,,809,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.597826086956523,5.53984036898639,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60
9,main__glasses__main_gap_common_sample,main,Primary dataset,glasses,Near eye,main_gap_common_sample,FALSE,3,l10_mean_medi,Darkest 10 h mean,141,809,9,,,809,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.597826086956523,5.53984036898639,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60
9,main__glasses__main_gap_common_sample,main,Primary dataset,glasses,Near eye,main_gap_common_sample,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",141,809,9,18713.766666666666,19418,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.597826086956523,5.53984036898639,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60
9,main__glasses__main_gap_common_sample,main,Primary dataset,glasses,Near eye,main_gap_common_sample,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,140,719,9,8944.666666666666,9344.9,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.597826086956523,5.53984036898639,487838b79c56de5ec9d4018148d95f87ba7403db3c27dc53d7e093cb49ee6be5
9,main__glasses__main_gap_common_sample,main,Primary dataset,glasses,Near eye,main_gap_common_sample,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,139,653,9,1920.4666666666667,1948.5,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.597826086956523,5.53984036898639,30860cb14cfa1a0380cd9f6e85ca6fb419e6e7047876156324d53ece69f8bbad
9,main__glasses__main_gap_common_sample,main,Primary dataset,glasses,Near eye,main_gap_common_sample,FALSE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,141,771,9,6221.883333333333,6225.9,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.597826086956523,5.53984036898639,96bfe1b74f38a7947cfed2ff2764099d6039ddc4e5c0b7c317c18db5f0c4b230
9,main__glasses__main_gap_common_sample,main,Primary dataset,glasses,Near eye,main_gap_common_sample,FALSE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,141,809,9,18713.766666666666,19418,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.597826086956523,5.53984036898639,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60
9,main__glasses__main_gap_common_sample,main,Primary dataset,glasses,Near eye,main_gap_common_sample,FALSE,9,dose_time_sensitive_corrected_medi,melEDI dose,141,757,9,17601.066666666666,18169,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.597826086956523,5.53984036898639,6fd158f13e1ee47e142818f79c89ce27de5622ff4623af8484644e27825f9a2d
10,main__chest__main_gap_common_sample,main,Primary dataset,chest,Chest,main_gap_common_sample,FALSE,1,daily_geometric_mean_medi,Mean melEDI,154,894,8,20734.066666666666,21456,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d
10,main__chest__main_gap_common_sample,main,Primary dataset,chest,Chest,main_gap_common_sample,FALSE,2,m10_mean_medi,Brightest 10 h mean,154,894,8,,,894,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d
10,main__chest__main_gap_common_sample,main,Primary dataset,chest,Chest,main_gap_common_sample,FALSE,3,l10_mean_medi,Darkest 10 h mean,154,894,8,,,894,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d
10,main__chest__main_gap_common_sample,main,Primary dataset,chest,Chest,main_gap_common_sample,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",154,894,8,20734.066666666666,21456,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d
10,main__chest__main_gap_common_sample,main,Primary dataset,chest,Chest,main_gap_common_sample,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,153,800,8,10061.483333333334,10476.1,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,41fc6dc744f173fe8847f1de44c27e0a60cebd1a4a697932da5be93f0160494d
10,main__chest__main_gap_common_sample,main,Primary dataset,chest,Chest,main_gap_common_sample,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,153,740,8,2171.0333333333333,2195.75,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,ba2d480b26573b4d58d04f198d396f2257e85c118ec7a67c9d93938c48d30da6
10,main__chest__main_gap_common_sample,main,Primary dataset,chest,Chest,main_gap_common_sample,FALSE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,154,853,8,6801.45,6803.9,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,75e4aafe14768c22016def3e25ff8de8b92aa0dc3a64376ad608d7d442ae9e31
10,main__chest__main_gap_common_sample,main,Primary dataset,chest,Chest,main_gap_common_sample,FALSE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,154,894,8,20734.066666666666,21456,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d
10,main__chest__main_gap_common_sample,main,Primary dataset,chest,Chest,main_gap_common_sample,FALSE,9,dose_time_sensitive_corrected_medi,melEDI dose,154,847,8,19736.066666666666,20328,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,4191db606baf26b4b445175f54d82b81dd6e1e140e4772dbe2673930533be54b
11,gap_timing_unaware__glasses__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,main_gap_common_sample,FALSE,1,daily_geometric_mean_medi,Mean melEDI,141,809,9,,,809,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.597826086956523,5.53984036898639,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60
11,gap_timing_unaware__glasses__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,main_gap_common_sample,FALSE,2,m10_mean_medi,Brightest 10 h mean,141,809,9,,,809,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.597826086956523,5.53984036898639,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60
11,gap_timing_unaware__glasses__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,main_gap_common_sample,FALSE,3,l10_mean_medi,Darkest 10 h mean,141,809,9,,,809,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.597826086956523,5.53984036898639,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60
11,gap_timing_unaware__glasses__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,main_gap_common_sample,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",141,809,9,,,809,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.597826086956523,5.53984036898639,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60
11,gap_timing_unaware__glasses__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,main_gap_common_sample,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,140,719,9,,,719,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.597826086956523,5.53984036898639,487838b79c56de5ec9d4018148d95f87ba7403db3c27dc53d7e093cb49ee6be5
11,gap_timing_unaware__glasses__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,main_gap_common_sample,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,139,653,9,,,653,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.597826086956523,5.53984036898639,30860cb14cfa1a0380cd9f6e85ca6fb419e6e7047876156324d53ece69f8bbad
11,gap_timing_unaware__glasses__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,main_gap_common_sample,FALSE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,141,771,9,,,771,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.597826086956523,5.53984036898639,96bfe1b74f38a7947cfed2ff2764099d6039ddc4e5c0b7c317c18db5f0c4b230
11,gap_timing_unaware__glasses__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,main_gap_common_sample,FALSE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,141,809,9,,,809,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.597826086956523,5.53984036898639,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60
11,gap_timing_unaware__glasses__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,main_gap_common_sample,FALSE,9,dose_time_sensitive_corrected_medi,melEDI dose,141,757,9,,,757,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.597826086956523,5.53984036898639,6fd158f13e1ee47e142818f79c89ce27de5622ff4623af8484644e27825f9a2d
12,gap_timing_unaware__chest__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,main_gap_common_sample,FALSE,1,daily_geometric_mean_medi,Mean melEDI,154,894,8,,,894,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d
12,gap_timing_unaware__chest__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,main_gap_common_sample,FALSE,2,m10_mean_medi,Brightest 10 h mean,154,894,8,,,894,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d
12,gap_timing_unaware__chest__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,main_gap_common_sample,FALSE,3,l10_mean_medi,Darkest 10 h mean,154,894,8,,,894,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d
12,gap_timing_unaware__chest__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,main_gap_common_sample,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",154,894,8,,,894,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d
12,gap_timing_unaware__chest__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,main_gap_common_sample,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,153,800,8,,,800,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,41fc6dc744f173fe8847f1de44c27e0a60cebd1a4a697932da5be93f0160494d
12,gap_timing_unaware__chest__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,main_gap_common_sample,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,153,740,8,,,740,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,ba2d480b26573b4d58d04f198d396f2257e85c118ec7a67c9d93938c48d30da6
12,gap_timing_unaware__chest__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,main_gap_common_sample,FALSE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,154,853,8,,,853,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,75e4aafe14768c22016def3e25ff8de8b92aa0dc3a64376ad608d7d442ae9e31
12,gap_timing_unaware__chest__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,main_gap_common_sample,FALSE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,154,894,8,,,894,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d
12,gap_timing_unaware__chest__main_gap_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,main_gap_common_sample,FALSE,9,dose_time_sensitive_corrected_medi,melEDI dose,154,847,8,,,847,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.597826086956523,5.53984036898639,4191db606baf26b4b445175f54d82b81dd6e1e140e4772dbe2673930533be54b
