placement,locally_sparse,support_status,model_sites,light_source_code,local_hour,hours,participants,participant_days,sites,category_order,short_label,light_source
Chest,FALSE,Supported,168,daylight_outdoor,15,150,79,150,8,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,FALSE,Supported,168,daylight_outdoor,16,153,88,153,8,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,FALSE,Supported,168,daylight_outdoor,17,162,89,162,8,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,FALSE,Supported,168,daylight_outdoor,18,111,63,111,8,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,FALSE,Supported,168,daylight_outdoor,19,78,46,78,7,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,FALSE,Supported,168,daylight_outdoor,20,51,30,51,7,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,FALSE,Supported,168,daylight_outdoor,21,28,16,28,4,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,TRUE,Locally sparse,168,daylight_outdoor,22,13,9,13,3,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,TRUE,Locally sparse,168,daylight_outdoor,23,7,7,7,4,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,FALSE,Supported,168,display,0,46,20,46,7,5,Emissive display,Emissive display light
Chest,TRUE,Locally sparse,168,display,1,16,13,16,6,5,Emissive display,Emissive display light
Chest,TRUE,Locally sparse,168,display,2,4,3,4,3,5,Emissive display,Emissive display light
Chest,TRUE,Locally sparse,168,display,3,5,4,5,3,5,Emissive display,Emissive display light
Chest,TRUE,Locally sparse,168,display,4,4,4,4,3,5,Emissive display,Emissive display light
Chest,TRUE,Locally sparse,168,display,5,4,3,4,2,5,Emissive display,Emissive display light
Chest,TRUE,Locally sparse,168,display,6,2,2,2,1,5,Emissive display,Emissive display light
Chest,TRUE,Locally sparse,168,display,7,7,6,7,4,5,Emissive display,Emissive display light
Chest,TRUE,Locally sparse,168,display,8,13,11,13,6,5,Emissive display,Emissive display light
Chest,FALSE,Supported,168,display,9,33,23,33,7,5,Emissive display,Emissive display light
Chest,FALSE,Supported,168,display,10,41,28,41,8,5,Emissive display,Emissive display light
Chest,FALSE,Supported,168,display,11,44,27,44,8,5,Emissive display,Emissive display light
Chest,FALSE,Supported,168,display,12,33,23,33,8,5,Emissive display,Emissive display light
Chest,FALSE,Supported,168,display,13,36,24,36,8,5,Emissive display,Emissive display light
Chest,FALSE,Supported,168,display,14,35,25,35,7,5,Emissive display,Emissive display light
Chest,FALSE,Supported,168,display,15,36,29,36,7,5,Emissive display,Emissive display light
Chest,FALSE,Supported,168,display,16,46,32,46,7,5,Emissive display,Emissive display light
Chest,FALSE,Supported,168,display,17,46,30,46,7,5,Emissive display,Emissive display light
Chest,FALSE,Supported,168,display,18,41,31,41,7,5,Emissive display,Emissive display light
Chest,FALSE,Supported,168,display,19,51,34,51,7,5,Emissive display,Emissive display light
Chest,FALSE,Supported,168,display,20,70,39,70,7,5,Emissive display,Emissive display light
Chest,FALSE,Supported,168,display,21,93,55,93,8,5,Emissive display,Emissive display light
Chest,FALSE,Supported,168,display,22,88,49,88,8,5,Emissive display,Emissive display light
Chest,FALSE,Supported,168,display,23,67,36,67,8,5,Emissive display,Emissive display light
Chest,FALSE,Supported,168,sleep_darkness,0,555,121,555,8,6,Sleep darkness,Darkness during sleep
Chest,FALSE,Supported,168,sleep_darkness,1,650,129,650,8,6,Sleep darkness,Darkness during sleep
Chest,FALSE,Supported,168,sleep_darkness,2,694,130,694,8,6,Sleep darkness,Darkness during sleep
Chest,FALSE,Supported,168,sleep_darkness,3,698,131,698,8,6,Sleep darkness,Darkness during sleep
Chest,FALSE,Supported,168,sleep_darkness,4,675,130,675,8,6,Sleep darkness,Darkness during sleep
Chest,FALSE,Supported,168,sleep_darkness,5,596,123,596,8,6,Sleep darkness,Darkness during sleep
Chest,FALSE,Supported,168,sleep_darkness,6,443,106,443,8,6,Sleep darkness,Darkness during sleep
Chest,FALSE,Supported,168,sleep_darkness,7,277,82,277,8,6,Sleep darkness,Darkness during sleep
Chest,FALSE,Supported,168,sleep_darkness,8,159,58,159,8,6,Sleep darkness,Darkness during sleep
Chest,FALSE,Supported,168,sleep_darkness,9,69,36,69,8,6,Sleep darkness,Darkness during sleep
Chest,TRUE,Locally sparse,168,sleep_darkness,10,16,15,16,6,6,Sleep darkness,Darkness during sleep
Chest,TRUE,Locally sparse,168,sleep_darkness,11,4,4,4,2,6,Sleep darkness,Darkness during sleep
Chest,FALSE,No observations,168,sleep_darkness,12,0,0,0,0,6,Sleep darkness,Darkness during sleep
Chest,FALSE,No observations,168,sleep_darkness,13,0,0,0,0,6,Sleep darkness,Darkness during sleep
Chest,FALSE,No observations,168,sleep_darkness,14,0,0,0,0,6,Sleep darkness,Darkness during sleep
Chest,TRUE,Locally sparse,168,sleep_darkness,15,2,1,2,1,6,Sleep darkness,Darkness during sleep
Chest,FALSE,No observations,168,sleep_darkness,16,0,0,0,0,6,Sleep darkness,Darkness during sleep
Chest,FALSE,No observations,168,sleep_darkness,17,0,0,0,0,6,Sleep darkness,Darkness during sleep
Chest,TRUE,Locally sparse,168,sleep_darkness,18,3,2,3,2,6,Sleep darkness,Darkness during sleep
Chest,TRUE,Locally sparse,168,sleep_darkness,19,5,3,5,3,6,Sleep darkness,Darkness during sleep
Chest,TRUE,Locally sparse,168,sleep_darkness,20,18,11,18,4,6,Sleep darkness,Darkness during sleep
Chest,FALSE,Supported,168,sleep_darkness,21,69,31,69,7,6,Sleep darkness,Darkness during sleep
Chest,FALSE,Supported,168,sleep_darkness,22,200,66,200,8,6,Sleep darkness,Darkness during sleep
Chest,FALSE,Supported,168,sleep_darkness,23,407,109,407,8,6,Sleep darkness,Darkness during sleep
Chest,FALSE,Supported,168,sleep_external_light,0,31,15,31,6,7,External light during sleep,Light entering from outside during sleep
Chest,FALSE,Supported,168,sleep_external_light,1,40,16,40,5,7,External light during sleep,Light entering from outside during sleep
Chest,FALSE,Supported,168,sleep_external_light,2,43,15,43,5,7,External light during sleep,Light entering from outside during sleep
Chest,FALSE,Supported,168,sleep_external_light,3,48,15,48,5,7,External light during sleep,Light entering from outside during sleep
Chest,FALSE,Supported,168,sleep_external_light,4,65,19,65,5,7,External light during sleep,Light entering from outside during sleep
Chest,FALSE,Supported,168,sleep_external_light,5,104,33,104,6,7,External light during sleep,Light entering from outside during sleep
Chest,FALSE,Supported,168,sleep_external_light,6,105,36,105,7,7,External light during sleep,Light entering from outside during sleep
Chest,FALSE,Supported,168,sleep_external_light,7,91,37,91,7,7,External light during sleep,Light entering from outside during sleep
Chest,FALSE,Supported,168,sleep_external_light,8,61,33,61,6,7,External light during sleep,Light entering from outside during sleep
Chest,FALSE,Supported,168,sleep_external_light,9,32,19,32,7,7,External light during sleep,Light entering from outside during sleep
Chest,TRUE,Locally sparse,168,sleep_external_light,10,16,11,16,5,7,External light during sleep,Light entering from outside during sleep
Chest,TRUE,Locally sparse,168,sleep_external_light,11,11,8,11,4,7,External light during sleep,Light entering from outside during sleep
Chest,TRUE,Locally sparse,168,sleep_external_light,12,4,2,4,2,7,External light during sleep,Light entering from outside during sleep
Chest,TRUE,Locally sparse,168,sleep_external_light,13,4,4,4,3,7,External light during sleep,Light entering from outside during sleep
Chest,TRUE,Locally sparse,168,sleep_external_light,14,9,9,9,5,7,External light during sleep,Light entering from outside during sleep
Chest,TRUE,Locally sparse,168,sleep_external_light,15,3,3,3,3,7,External light during sleep,Light entering from outside during sleep
Chest,TRUE,Locally sparse,168,sleep_external_light,16,2,2,2,2,7,External light during sleep,Light entering from outside during sleep
Chest,TRUE,Locally sparse,168,sleep_external_light,17,3,3,3,3,7,External light during sleep,Light entering from outside during sleep
Chest,TRUE,Locally sparse,168,sleep_external_light,18,5,5,5,3,7,External light during sleep,Light entering from outside during sleep
Chest,TRUE,Locally sparse,168,sleep_external_light,19,7,7,7,4,7,External light during sleep,Light entering from outside during sleep
Chest,TRUE,Locally sparse,168,sleep_external_light,20,9,8,9,5,7,External light during sleep,Light entering from outside during sleep
Chest,TRUE,Locally sparse,168,sleep_external_light,21,15,8,15,5,7,External light during sleep,Light entering from outside during sleep
Chest,FALSE,Supported,168,sleep_external_light,22,28,12,28,6,7,External light during sleep,Light entering from outside during sleep
Chest,FALSE,Supported,168,sleep_external_light,23,23,13,23,5,7,External light during sleep,Light entering from outside during sleep
