objectID,href,page_exists,fragment_exists,affected_entrypoint
notebooks/hypotheses/H08.html#dataset-sensitivity,notebooks/hypotheses/H08.html#dataset-sensitivity,True,True,False
notebooks/hypotheses/H08.html#other-structured-sensitivities,notebooks/hypotheses/H08.html#other-structured-sensitivities,True,True,False
notebooks/hypotheses/H08.html#interpretation,notebooks/hypotheses/H08.html#interpretation,True,True,False
notebooks/hypotheses/H08.html#reproducibility,notebooks/hypotheses/H08.html#reproducibility,True,False,False
notebooks/hypotheses/H11.html,notebooks/hypotheses/H11.html,True,True,False
notebooks/hypotheses/H11.html#question,notebooks/hypotheses/H11.html#question,True,True,False
notebooks/hypotheses/H11.html#what-was-analysed,notebooks/hypotheses/H11.html#what-was-analysed,True,True,False
notebooks/hypotheses/H11.html#primary-near-eye-result,notebooks/hypotheses/H11.html#primary-near-eye-result,True,True,False
notebooks/hypotheses/H11.html#complementary-chest-result,notebooks/hypotheses/H11.html#complementary-chest-result,True,True,False
notebooks/hypotheses/H11.html#data-preparation-sensitivity,notebooks/hypotheses/H11.html#data-preparation-sensitivity,True,True,False
notebooks/hypotheses/H11.html#diagnostics,notebooks/hypotheses/H11.html#diagnostics,True,False,False
notebooks/hypotheses/H11.html#interpretation,notebooks/hypotheses/H11.html#interpretation,True,True,False
notebooks/hypotheses/H11.html#source-data,notebooks/hypotheses/H11.html#source-data,True,False,False
audit/hypotheses/H08/H08_analysis_preparation.html,audit/hypotheses/H08/H08_analysis_preparation.html,True,True,False
audit/hypotheses/H08/H08_analysis_preparation.html#purpose,audit/hypotheses/H08/H08_analysis_preparation.html#purpose,True,True,False
audit/hypotheses/H08/H08_analysis_preparation.html#analysis-map,audit/hypotheses/H08/H08_analysis_preparation.html#analysis-map,True,True,False
audit/hypotheses/H08/H08_analysis_preparation.html#what-is-calculated-when-this-page-opens,audit/hypotheses/H08/H08_analysis_preparation.html#what-is-calculated-when-this-page-opens,True,False,False
audit/hypotheses/H08/H08_analysis_preparation.html#verified-inputs,audit/hypotheses/H08/H08_analysis_preparation.html#verified-inputs,True,True,False
audit/hypotheses/H08/H08_analysis_preparation.html#vlsq-8-predictor,audit/hypotheses/H08/H08_analysis_preparation.html#vlsq-8-predictor,True,True,False
audit/hypotheses/H08/H08_analysis_preparation.html#metrics-and-analytical-samples,audit/hypotheses/H08/H08_analysis_preparation.html#metrics-and-analytical-samples,True,True,False
audit/hypotheses/H08/H08_analysis_preparation.html#model-construction-and-inference,audit/hypotheses/H08/H08_analysis_preparation.html#model-construction-and-inference,True,True,False
audit/hypotheses/H08/H08_analysis_preparation.html#diagnostics-and-influence,audit/hypotheses/H08/H08_analysis_preparation.html#diagnostics-and-influence,True,False,False
audit/hypotheses/H08/H08_analysis_preparation.html#sensitivity-analyses,audit/hypotheses/H08/H08_analysis_preparation.html#sensitivity-analyses,True,True,False
audit/hypotheses/H08/H08_analysis_preparation.html#code-map-and-execution-order,audit/hypotheses/H08/H08_analysis_preparation.html#code-map-and-execution-order,True,False,False
audit/hypotheses/H08/H08_analysis_preparation.html#output-and-claim-provenance,audit/hypotheses/H08/H08_analysis_preparation.html#output-and-claim-provenance,True,False,False
audit/hypotheses/H08/H08_analysis_preparation.html#how-to-examine-or-reproduce-h08,audit/hypotheses/H08/H08_analysis_preparation.html#how-to-examine-or-reproduce-h08,True,False,False
audit/hypotheses/H08/H08_analysis_preparation.html#environment,audit/hypotheses/H08/H08_analysis_preparation.html#environment,True,True,False
notebooks/hypotheses/H11.html#exploratory-activity-context-sensitivity,notebooks/hypotheses/H11.html#exploratory-activity-context-sensitivity,True,True,False
notebooks/hypotheses/H07.html,notebooks/hypotheses/H07.html,True,True,False
notebooks/hypotheses/H07.html#question,notebooks/hypotheses/H07.html#question,True,False,False
notebooks/hypotheses/H07.html#what-was-analysed,notebooks/hypotheses/H07.html#what-was-analysed,True,False,False
notebooks/hypotheses/H07.html#model-and-plateau-rule,notebooks/hypotheses/H07.html#model-and-plateau-rule,True,False,False
notebooks/hypotheses/H07.html#primary-near-eye-result,notebooks/hypotheses/H07.html#primary-near-eye-result,True,True,False
notebooks/hypotheses/H07.html#complementary-chest-result,notebooks/hypotheses/H07.html#complementary-chest-result,True,False,False
notebooks/hypotheses/H07.html#model-checks,notebooks/hypotheses/H07.html#model-checks,True,True,False
notebooks/hypotheses/H07.html#sensitivity-analyses,notebooks/hypotheses/H07.html#sensitivity-analyses,True,True,False
notebooks/hypotheses/H07.html#site-influence-and-support,notebooks/hypotheses/H07.html#site-influence-and-support,True,True,False
notebooks/hypotheses/H07.html#interpretation,notebooks/hypotheses/H07.html#interpretation,True,False,False
notebooks/hypotheses/H03.html,notebooks/hypotheses/H03.html,True,True,False
notebooks/hypotheses/H03.html#question,notebooks/hypotheses/H03.html#question,True,True,False
notebooks/hypotheses/H03.html#what-was-analysed,notebooks/hypotheses/H03.html#what-was-analysed,True,True,False
notebooks/hypotheses/H03.html#primary-near-eye-result,notebooks/hypotheses/H03.html#primary-near-eye-result,True,False,False
notebooks/hypotheses/H03.html#model-assessment,notebooks/hypotheses/H03.html#model-assessment,True,False,False
notebooks/hypotheses/H03.html#sensitivity-analyses,notebooks/hypotheses/H03.html#sensitivity-analyses,True,True,False
notebooks/hypotheses/H03.html#exploratory-time-of-day-context,notebooks/hypotheses/H03.html#exploratory-time-of-day-context,True,False,False
notebooks/hypotheses/H03.html#interpretation,notebooks/hypotheses/H03.html#interpretation,True,True,False
notebooks/hypotheses/H03.html#category-summaries-from-the-heterogeneity-model,notebooks/hypotheses/H03.html#category-summaries-from-the-heterogeneity-model,True,False,False
notebooks/hypotheses/H03.html#exploratory-linear-latitude-replacement,notebooks/hypotheses/H03.html#exploratory-linear-latitude-replacement,True,False,False
notebooks/hypotheses/H09.html,notebooks/hypotheses/H09.html,True,True,False
notebooks/hypotheses/H09.html#hypothesis-and-analytical-question,notebooks/hypotheses/H09.html#hypothesis-and-analytical-question,True,True,False
notebooks/hypotheses/H09.html#chronotype-constructs-and-timing-outcomes,notebooks/hypotheses/H09.html#chronotype-constructs-and-timing-outcomes,True,True,False
notebooks/hypotheses/H09.html#statistical-approach,notebooks/hypotheses/H09.html#statistical-approach,True,True,False
notebooks/hypotheses/H09.html#exact-fitted-samples,notebooks/hypotheses/H09.html#exact-fitted-samples,True,True,False
notebooks/hypotheses/H09.html#primary-near-eye-results,notebooks/hypotheses/H09.html#primary-near-eye-results,True,True,False
notebooks/hypotheses/H09.html#complementary-chest-results,notebooks/hypotheses/H09.html#complementary-chest-results,True,True,False
notebooks/hypotheses/H09.html#site-specific-heterogeneity,notebooks/hypotheses/H09.html#site-specific-heterogeneity,True,False,False
notebooks/hypotheses/H09.html#placement-matched-evidence,notebooks/hypotheses/H09.html#placement-matched-evidence,True,False,False
notebooks/hypotheses/H09.html#model-adequacy-dependence-and-influence,notebooks/hypotheses/H09.html#model-adequacy-dependence-and-influence,True,False,False
notebooks/hypotheses/H09.html#dataset-sensitivity,notebooks/hypotheses/H09.html#dataset-sensitivity,True,True,False
notebooks/hypotheses/H09.html#other-structured-sensitivities,notebooks/hypotheses/H09.html#other-structured-sensitivities,True,False,False
notebooks/hypotheses/H09.html#interpretation,notebooks/hypotheses/H09.html#interpretation,True,True,False
notebooks/hypotheses/H09.html#reproducibility,notebooks/hypotheses/H09.html#reproducibility,True,False,False
notebooks/hypotheses/H10.html,notebooks/hypotheses/H10.html,True,True,False
notebooks/hypotheses/H10.html#data-outcomes-and-estimands,notebooks/hypotheses/H10.html#data-outcomes-and-estimands,True,True,False
notebooks/hypotheses/H10.html#models-and-multiplicity,notebooks/hypotheses/H10.html#models-and-multiplicity,True,True,False
notebooks/hypotheses/H10.html#age,notebooks/hypotheses/H10.html#age,True,True,False
notebooks/hypotheses/H10.html#measured-biological-sex,notebooks/hypotheses/H10.html#measured-biological-sex,True,True,False
notebooks/hypotheses/H10.html#age-1,notebooks/hypotheses/H10.html#age-1,True,True,False
notebooks/hypotheses/H10.html#measured-biological-sex-1,notebooks/hypotheses/H10.html#measured-biological-sex-1,True,True,False
notebooks/hypotheses/H10.html#placement-matched-evidence,notebooks/hypotheses/H10.html#placement-matched-evidence,True,False,False
notebooks/hypotheses/H10.html#remaining-gap-timing-and-exact-common-samples,notebooks/hypotheses/H10.html#remaining-gap-timing-and-exact-common-samples,True,True,False
notebooks/hypotheses/H10.html#exclusions-and-metric-specific-checks,notebooks/hypotheses/H10.html#exclusions-and-metric-specific-checks,True,True,False
notebooks/hypotheses/H10.html#stability-of-retained-findings,notebooks/hypotheses/H10.html#stability-of-retained-findings,True,True,False
notebooks/hypotheses/H10.html#core-residual-diagnostics,notebooks/hypotheses/H10.html#core-residual-diagnostics,True,False,False
audit/hypotheses/H10/H10_analysis_preparation.html,audit/hypotheses/H10/H10_analysis_preparation.html,True,True,False
audit/hypotheses/H10/H10_analysis_preparation.html#purpose,audit/hypotheses/H10/H10_analysis_preparation.html#purpose,True,True,False
audit/hypotheses/H10/H10_analysis_preparation.html#analysis-map,audit/hypotheses/H10/H10_analysis_preparation.html#analysis-map,True,True,False
audit/hypotheses/H10/H10_analysis_preparation.html#what-is-calculated-when-this-page-opens,audit/hypotheses/H10/H10_analysis_preparation.html#what-is-calculated-when-this-page-opens,True,True,False
audit/hypotheses/H10/H10_analysis_preparation.html#verified-analytical-inputs,audit/hypotheses/H10/H10_analysis_preparation.html#verified-analytical-inputs,True,False,False
audit/hypotheses/H10/H10_analysis_preparation.html#demographic-provenance-and-site-support,audit/hypotheses/H10/H10_analysis_preparation.html#demographic-provenance-and-site-support,True,False,False
audit/hypotheses/H10/H10_analysis_preparation.html#metrics-transformations-and-model-frames,audit/hypotheses/H10/H10_analysis_preparation.html#metrics-transformations-and-model-frames,True,False,False
audit/hypotheses/H10/H10_analysis_preparation.html#model-construction-and-inference,audit/hypotheses/H10/H10_analysis_preparation.html#model-construction-and-inference,True,True,False
audit/hypotheses/H10/H10_analysis_preparation.html#diagnostics-and-influence,audit/hypotheses/H10/H10_analysis_preparation.html#diagnostics-and-influence,True,False,False
audit/hypotheses/H10/H10_analysis_preparation.html#sensitivity-branches,audit/hypotheses/H10/H10_analysis_preparation.html#sensitivity-branches,True,False,False
audit/hypotheses/H10/H10_analysis_preparation.html#code-in-execution-order,audit/hypotheses/H10/H10_analysis_preparation.html#code-in-execution-order,True,True,False
audit/hypotheses/H10/H10_analysis_preparation.html#stored-outputs-and-checksums,audit/hypotheses/H10/H10_analysis_preparation.html#stored-outputs-and-checksums,True,True,False
audit/hypotheses/H10/H10_analysis_preparation.html#computational-environment,audit/hypotheses/H10/H10_analysis_preparation.html#computational-environment,True,True,False
audit/hypotheses/H10/H10_analysis_preparation.html#reproducibility-boundary,audit/hypotheses/H10/H10_analysis_preparation.html#reproducibility-boundary,True,True,False
notebooks/hypotheses/H06.html,notebooks/hypotheses/H06.html,True,True,False
notebooks/hypotheses/H06.html#outcome-predictors-and-fitted-samples,notebooks/hypotheses/H06.html#outcome-predictors-and-fitted-samples,True,False,False
notebooks/hypotheses/H06.html#model-and-inference,notebooks/hypotheses/H06.html#model-and-inference,True,False,False
notebooks/hypotheses/H06.html#required-data-sensitivity,notebooks/hypotheses/H06.html#required-data-sensitivity,True,False,False
notebooks/hypotheses/H06.html#chest-and-paired-day-results,notebooks/hypotheses/H06.html#chest-and-paired-day-results,True,False,False
notebooks/hypotheses/H06.html#working-variance-and-targeted-influence,notebooks/hypotheses/H06.html#working-variance-and-targeted-influence,True,False,False
notebooks/hypotheses/H06.html#additional-diary-measures,notebooks/hypotheses/H06.html#additional-diary-measures,True,True,False
notebooks/hypotheses/H06.html#time-of-day,notebooks/hypotheses/H06.html#time-of-day,True,False,False
notebooks/hypotheses/H04.html,notebooks/hypotheses/H04.html,True,True,False
notebooks/hypotheses/H04.html#question,notebooks/hypotheses/H04.html#question,True,True,False
notebooks/hypotheses/H04.html#what-was-analysed,notebooks/hypotheses/H04.html#what-was-analysed,True,True,False
notebooks/hypotheses/H04.html#model-and-estimand,notebooks/hypotheses/H04.html#model-and-estimand,True,True,False
notebooks/hypotheses/H04.html#activity-associated-meledi,notebooks/hypotheses/H04.html#activity-associated-meledi,True,False,False
notebooks/hypotheses/H04.html#site-specific-context,notebooks/hypotheses/H04.html#site-specific-context,True,True,False
notebooks/hypotheses/H04.html#model-assessment,notebooks/hypotheses/H04.html#model-assessment,True,False,False
notebooks/hypotheses/H04.html#sensitivity-analyses,notebooks/hypotheses/H04.html#sensitivity-analyses,True,True,False
notebooks/hypotheses/H04.html#exploratory-time-of-day-context,notebooks/hypotheses/H04.html#exploratory-time-of-day-context,True,True,False
notebooks/hypotheses/H04.html#interpretation,notebooks/hypotheses/H04.html#interpretation,True,True,False
notebooks/hypotheses/H04.html#category-summaries-from-the-heterogeneity-model,notebooks/hypotheses/H04.html#category-summaries-from-the-heterogeneity-model,True,False,False
notebooks/hypotheses/H05.html#mder-results-and-current-estimand-checks,notebooks/hypotheses/H05.html#mder-results-and-current-estimand-checks,True,False,False
audit/hypotheses/H06/H06_analysis_preparation.html,audit/hypotheses/H06/H06_analysis_preparation.html,True,True,False
audit/hypotheses/H06/H06_analysis_preparation.html#analysis-path,audit/hypotheses/H06/H06_analysis_preparation.html#analysis-path,True,True,False
audit/hypotheses/H06/H06_analysis_preparation.html#verified-inputs-and-provenance,audit/hypotheses/H06/H06_analysis_preparation.html#verified-inputs-and-provenance,True,True,False
audit/hypotheses/H06/H06_analysis_preparation.html#constructing-the-fitted-samples,audit/hypotheses/H06/H06_analysis_preparation.html#constructing-the-fitted-samples,True,True,False
audit/hypotheses/H06/H06_analysis_preparation.html#observed-response-and-predictor-support,audit/hypotheses/H06/H06_analysis_preparation.html#observed-response-and-predictor-support,True,True,False
audit/hypotheses/H06/H06_analysis_preparation.html#temporal-ordering-and-repeated-hours,audit/hypotheses/H06/H06_analysis_preparation.html#temporal-ordering-and-repeated-hours,True,False,False
audit/hypotheses/H06/H06_analysis_preparation.html#primary-model-and-estimands,audit/hypotheses/H06/H06_analysis_preparation.html#primary-model-and-estimands,True,True,False
audit/hypotheses/H06/H06_analysis_preparation.html#diagnostics-influence-and-sensitivity,audit/hypotheses/H06/H06_analysis_preparation.html#diagnostics-influence-and-sensitivity,True,False,False
audit/hypotheses/H06/H06_analysis_preparation.html#exploratory-local-clock-analysis,audit/hypotheses/H06/H06_analysis_preparation.html#exploratory-local-clock-analysis,True,False,False
audit/hypotheses/H06/H06_analysis_preparation.html#code-and-stored-outputs,audit/hypotheses/H06/H06_analysis_preparation.html#code-and-stored-outputs,True,True,False
audit/hypotheses/H06/H06_analysis_preparation.html#how-to-examine-the-chain,audit/hypotheses/H06/H06_analysis_preparation.html#how-to-examine-the-chain,True,False,False
notebooks/preregistration_deviations.html,notebooks/preregistration_deviations.html,True,True,False
notebooks/preregistration_deviations.html#statistical-terms-used-across-entries,notebooks/preregistration_deviations.html#statistical-terms-used-across-entries,True,True,False
notebooks/preregistration_deviations.html#light-exposure-measures-named-in-entries,notebooks/preregistration_deviations.html#light-exposure-measures-named-in-entries,True,True,False
notebooks/preregistration_deviations.html#study-population-samples-placement-and-context,notebooks/preregistration_deviations.html#study-population-samples-placement-and-context,True,True,False
notebooks/preregistration_deviations.html#data-preparation-timing-state-and-support,notebooks/preregistration_deviations.html#data-preparation-timing-state-and-support,True,True,False
notebooks/preregistration_deviations.html#metric-and-outcome-definitions,notebooks/preregistration_deviations.html#metric-and-outcome-definitions,True,True,False
notebooks/preregistration_deviations.html#hypothesis-models-estimands-and-inference,notebooks/preregistration_deviations.html#hypothesis-models-estimands-and-inference,True,True,False
notebooks/preregistration_deviations.html#entries,notebooks/preregistration_deviations.html#entries,True,True,False
notebooks/preregistration_deviations.html#entries-1,notebooks/preregistration_deviations.html#entries-1,True,True,False
notebooks/preregistration_deviations.html#entries-2,notebooks/preregistration_deviations.html#entries-2,True,True,False
index.html,index.html,True,True,True
index.html#a-unique-dataset-capturing-exposure-to-light-around-the-world,index.html#a-unique-dataset-capturing-exposure-to-light-around-the-world,True,False,True
index.html#research-question-1-sites-differ-but-individual-patterns-dominate,index.html#research-question-1-sites-differ-but-individual-patterns-dominate,True,False,True
index.html#research-question-2-behaviour-and-micro-environment-shape-exposure,index.html#research-question-2-behaviour-and-micro-environment-shape-exposure,True,False,True
index.html#research-question-3-participant-characteristics-showed-limited-associations,index.html#research-question-3-participant-characteristics-showed-limited-associations,True,False,True
index.html#chest-level-analysis-were-broadly-consistent-with-eye-level-findings-but-larger-sample-in-costa-rica-makes-a-difference,index.html#chest-level-analysis-were-broadly-consistent-with-eye-level-findings-but-larger-sample-in-costa-rica-makes-a-difference,True,False,True
index.html#research-questions-and-hypotheses,index.html#research-questions-and-hypotheses,True,False,True
index.html#study-design,index.html#study-design,True,False,True
index.html#inclusion-and-exclusion-criteria,index.html#inclusion-and-exclusion-criteria,True,False,True
index.html#data-collection-procedures,index.html#data-collection-procedures,True,False,True
index.html#wearable-light-logger,index.html#wearable-light-logger,True,False,True
index.html#surveys,index.html#surveys,True,False,True
index.html#primary-and-co-variates,index.html#primary-and-co-variates,True,False,True
index.html#transformation-of-variables-and-preprocessing-steps,index.html#transformation-of-variables-and-preprocessing-steps,True,False,True
index.html#statistical-analysis,index.html#statistical-analysis,True,False,True
index.html#sec-preregdev,index.html#sec-preregdev,True,False,True
index.html#acknowledgements,index.html#acknowledgements,True,True,True
index.html#funding-statement,index.html#funding-statement,True,False,True
index.html#statement-of-author-contributions,index.html#statement-of-author-contributions,True,False,True
index.html#statement-of-data-availability,index.html#statement-of-data-availability,True,False,True
index.html#statement-of-ai-use,index.html#statement-of-ai-use,True,False,True
index.html#statement-of-competing-interests,index.html#statement-of-competing-interests,True,False,True
index.html#figures,index.html#figures,True,False,True
index.html#tables,index.html#tables,True,False,True
notebooks/placement_decision.html,notebooks/placement_decision.html,True,True,False
notebooks/placement_decision.html#why-the-sensor-positions-stay-separate,notebooks/placement_decision.html#why-the-sensor-positions-stay-separate,True,True,False
notebooks/placement_decision.html#how-the-positions-are-compared,notebooks/placement_decision.html#how-the-positions-are-compared,True,True,False
notebooks/placement_decision.html#what-sleep-period-measurements-represent,notebooks/placement_decision.html#what-sleep-period-measurements-represent,True,True,False
notebooks/descriptives.html#study-sample-and-sites,notebooks/descriptives.html#study-sample-and-sites,True,True,False
notebooks/descriptives.html#data-coverage-and-measurement-placements,notebooks/descriptives.html#data-coverage-and-measurement-placements,True,True,False
notebooks/descriptives.html#main-descriptive-figure-and-table,notebooks/descriptives.html#main-descriptive-figure-and-table,True,True,False
notebooks/descriptives.html#light-distributions-and-temporal-context,notebooks/descriptives.html#light-distributions-and-temporal-context,True,True,False
notebooks/descriptives.html#data-quality-and-denominator-qualifications,notebooks/descriptives.html#data-quality-and-denominator-qualifications,True,True,False
notebooks/descriptives.html#source-data-and-technical-provenance,notebooks/descriptives.html#source-data-and-technical-provenance,True,True,False
notebooks/preparation/03_reference_profiles.html#how-the-reference-profiles-are-defined,notebooks/preparation/03_reference_profiles.html#how-the-reference-profiles-are-defined,True,True,False
notebooks/preparation/03_reference_profiles.html#limitation-of-current-independent-verification,notebooks/preparation/03_reference_profiles.html#limitation-of-current-independent-verification,True,True,False
notebooks/preparation/03_reference_profiles.html#technical-provenance-and-file-checks,notebooks/preparation/03_reference_profiles.html#technical-provenance-and-file-checks,True,True,False
notebooks/preparation/04_metric_derivation.html#limitation-of-current-independent-verification,notebooks/preparation/04_metric_derivation.html#limitation-of-current-independent-verification,True,True,False
notebooks/preparation/04_metric_derivation.html#technical-provenance-and-version-specific-verification,notebooks/preparation/04_metric_derivation.html#technical-provenance-and-version-specific-verification,True,True,False
notebooks/preparation/05_model_input_acquisition.html#files-acquired-and-why,notebooks/preparation/05_model_input_acquisition.html#files-acquired-and-why,True,True,False
notebooks/preparation/05_model_input_acquisition.html#access-privacy-and-acquired-contents,notebooks/preparation/05_model_input_acquisition.html#access-privacy-and-acquired-contents,True,True,False
notebooks/preparation/05_model_input_acquisition.html#technical-provenance,notebooks/preparation/05_model_input_acquisition.html#technical-provenance,True,True,False
notebooks/preparation/06_model_ready_datasets.html#limitations-carried-into-the-model-ready-inputs,notebooks/preparation/06_model_ready_datasets.html#limitations-carried-into-the-model-ready-inputs,True,True,False
notebooks/preparation/06_model_ready_datasets.html#technical-provenance-and-stored-artifact-handoff,notebooks/preparation/06_model_ready_datasets.html#technical-provenance-and-stored-artifact-handoff,True,True,False
notebooks/preparation/07_example_days.html#inputs-and-selection-requirements,notebooks/preparation/07_example_days.html#inputs-and-selection-requirements,True,True,False
notebooks/preparation/07_example_days.html#how-to-read-the-one-minute-profiles,notebooks/preparation/07_example_days.html#how-to-read-the-one-minute-profiles,True,True,False
notebooks/preparation/07_example_days.html#technical-provenance-and-checks-on-the-current-stored-bundle,notebooks/preparation/07_example_days.html#technical-provenance-and-checks-on-the-current-stored-bundle,True,True,False
notebooks/hypotheses/H01.html#matched-near-eye-and-chest-evidence,notebooks/hypotheses/H01.html#matched-near-eye-and-chest-evidence,True,True,False
notebooks/hypotheses/H01.html#model-checks,notebooks/hypotheses/H01.html#model-checks,True,True,False
notebooks/hypotheses/H01.html#technical-formula-and-implementation-details,notebooks/hypotheses/H01.html#technical-formula-and-implementation-details,True,False,False
notebooks/hypotheses/H04.html#data-and-activity-representation,notebooks/hypotheses/H04.html#data-and-activity-representation,True,False,False
notebooks/hypotheses/H04.html#principal-activity-category-estimates,notebooks/hypotheses/H04.html#principal-activity-category-estimates,True,True,False
notebooks/hypotheses/H04.html#supporting-contrasts-and-omnibus-tests,notebooks/hypotheses/H04.html#supporting-contrasts-and-omnibus-tests,True,True,False
notebooks/hypotheses/H04.html#model-checks,notebooks/hypotheses/H04.html#model-checks,True,True,False
notebooks/hypotheses/H04.html#sources-and-technical-details,notebooks/hypotheses/H04.html#sources-and-technical-details,True,False,False
audit/hypotheses/H04/H04_analysis_preparation.html,audit/hypotheses/H04/H04_analysis_preparation.html,True,True,False
audit/hypotheses/H04/H04_analysis_preparation.html#purpose,audit/hypotheses/H04/H04_analysis_preparation.html#purpose,True,False,False
audit/hypotheses/H04/H04_analysis_preparation.html#analysis-map,audit/hypotheses/H04/H04_analysis_preparation.html#analysis-map,True,True,False
audit/hypotheses/H04/H04_analysis_preparation.html#verified-inputs-and-activity-representation,audit/hypotheses/H04/H04_analysis_preparation.html#verified-inputs-and-activity-representation,True,True,False
audit/hypotheses/H04/H04_analysis_preparation.html#model-frames-outcome-and-support,audit/hypotheses/H04/H04_analysis_preparation.html#model-frames-outcome-and-support,True,True,False
audit/hypotheses/H04/H04_analysis_preparation.html#population-mean-and-activity-by-site-models,audit/hypotheses/H04/H04_analysis_preparation.html#population-mean-and-activity-by-site-models,True,True,False
audit/hypotheses/H04/H04_analysis_preparation.html#model-checks-influence-and-sensitivities,audit/hypotheses/H04/H04_analysis_preparation.html#model-checks-influence-and-sensitivities,True,True,False
audit/hypotheses/H04/H04_analysis_preparation.html#exploratory-nonlinear-time-of-day-context,audit/hypotheses/H04/H04_analysis_preparation.html#exploratory-nonlinear-time-of-day-context,True,True,False
audit/hypotheses/H04/H04_analysis_preparation.html#technical-provenance-and-reproduction,audit/hypotheses/H04/H04_analysis_preparation.html#technical-provenance-and-reproduction,True,True,False
notebooks/hypotheses/H01.html#detailed-analysis-record,notebooks/hypotheses/H01.html#detailed-analysis-record,True,True,False
notebooks/hypotheses/H01.html#analysis-record-and-source-data,notebooks/hypotheses/H01.html#analysis-record-and-source-data,True,True,False
audit/hypotheses/H01/H01_analysis_preparation.html#about-this-analysis-record,audit/hypotheses/H01/H01_analysis_preparation.html#about-this-analysis-record,True,True,False
audit/hypotheses/H01/H01_analysis_preparation.html#render-boundary,audit/hypotheses/H01/H01_analysis_preparation.html#render-boundary,True,True,False
audit/hypotheses/H01/H01_analysis_preparation.html#bootstrap-model-checks-and-influence,audit/hypotheses/H01/H01_analysis_preparation.html#bootstrap-model-checks-and-influence,True,True,False
audit/hypotheses/H01/H01_analysis_preparation.html#limitations-and-qualifications,audit/hypotheses/H01/H01_analysis_preparation.html#limitations-and-qualifications,True,True,False
audit/hypotheses/H01/H01_analysis_preparation.html#technical-provenance-and-reproduction,audit/hypotheses/H01/H01_analysis_preparation.html#technical-provenance-and-reproduction,True,True,False
notebooks/hypotheses/H02.html#model-checks,notebooks/hypotheses/H02.html#model-checks,True,True,False
notebooks/hypotheses/H02.html#detailed-analysis-record,notebooks/hypotheses/H02.html#detailed-analysis-record,True,True,False
supplementary_information.html,supplementary_information.html,True,True,True
supplementary_information.html#h01,supplementary_information.html#h01,True,True,True
supplementary_information.html#h02,supplementary_information.html#h02,True,True,True
supplementary_information.html#h03,supplementary_information.html#h03,True,True,True
supplementary_information.html#h04,supplementary_information.html#h04,True,True,True
supplementary_information.html#h05,supplementary_information.html#h05,True,True,True
supplementary_information.html#h06,supplementary_information.html#h06,True,True,True
supplementary_information.html#h07,supplementary_information.html#h07,True,True,True
supplementary_information.html#h08,supplementary_information.html#h08,True,True,True
supplementary_information.html#h09,supplementary_information.html#h09,True,True,True
supplementary_information.html#h10,supplementary_information.html#h10,True,True,True
supplementary_information.html#h11,supplementary_information.html#h11,True,True,True
audit/hypotheses/H02/H02_analysis_preparation.html#about-this-analysis-record,audit/hypotheses/H02/H02_analysis_preparation.html#about-this-analysis-record,True,True,False
audit/hypotheses/H02/H02_analysis_preparation.html#render-boundary,audit/hypotheses/H02/H02_analysis_preparation.html#render-boundary,True,True,False
audit/hypotheses/H02/H02_analysis_preparation.html#fitted-samples-and-model-frames,audit/hypotheses/H02/H02_analysis_preparation.html#fitted-samples-and-model-frames,True,True,False
audit/hypotheses/H02/H02_analysis_preparation.html#response-transformation-and-nonlinear-model-construction,audit/hypotheses/H02/H02_analysis_preparation.html#response-transformation-and-nonlinear-model-construction,True,True,False
audit/hypotheses/H02/H02_analysis_preparation.html#model-checks-and-influence-assessment,audit/hypotheses/H02/H02_analysis_preparation.html#model-checks-and-influence-assessment,True,True,False
audit/hypotheses/H02/H02_analysis_preparation.html#sensitivity-analyses-and-limitations,audit/hypotheses/H02/H02_analysis_preparation.html#sensitivity-analyses-and-limitations,True,True,False
audit/hypotheses/H02/H02_analysis_preparation.html#technical-provenance-and-reproduction,audit/hypotheses/H02/H02_analysis_preparation.html#technical-provenance-and-reproduction,True,True,False
notebooks/hypotheses/H03.html#principal-results,notebooks/hypotheses/H03.html#principal-results,True,True,False
notebooks/hypotheses/H03.html#model-checks,notebooks/hypotheses/H03.html#model-checks,True,True,False
notebooks/hypotheses/H03.html#exploratory-nonlinear-time-of-day-context,notebooks/hypotheses/H03.html#exploratory-nonlinear-time-of-day-context,True,True,False
notebooks/hypotheses/H03.html#exploratory-linear-latitude-context,notebooks/hypotheses/H03.html#exploratory-linear-latitude-context,True,True,False
notebooks/hypotheses/H03.html#detailed-analysis-record,notebooks/hypotheses/H03.html#detailed-analysis-record,True,True,False
audit/hypotheses/H03/H03_analysis_preparation.html,audit/hypotheses/H03/H03_analysis_preparation.html,True,True,False
audit/hypotheses/H03/H03_analysis_preparation.html#about-this-analysis-record,audit/hypotheses/H03/H03_analysis_preparation.html#about-this-analysis-record,True,True,False
audit/hypotheses/H03/H03_analysis_preparation.html#analysis-map,audit/hypotheses/H03/H03_analysis_preparation.html#analysis-map,True,True,False
audit/hypotheses/H03/H03_analysis_preparation.html#verified-inputs,audit/hypotheses/H03/H03_analysis_preparation.html#verified-inputs,True,True,False
audit/hypotheses/H03/H03_analysis_preparation.html#model-frames-and-support,audit/hypotheses/H03/H03_analysis_preparation.html#model-frames-and-support,True,True,False
