"endpoint","table_id","row","column","expected","actual","exact_value"
"tbl-main-compact-adherence","compact",11,"free_daytime","-11.8 pp (-15.8 pp to -7.8 pp) p = <0.001 9.7% (6.0% to 13.4%)","-11.8 pp (-15.8 pp to -7.8 pp) p = <0.001 9.7% (6.0% to 13.4%)",TRUE
"tbl-main-compact-adherence","compact",11,"free_pre","+15.5 pp (+9.0 pp to +22.0 pp) p = <0.001 83.4% (77.2% to 89.6%)","+15.5 pp (+9.0 pp to +22.0 pp) p = <0.001 83.4% (77.2% to 89.6%)",TRUE
"tbl-main-compact-adherence","compact",11,"free_sleep","+13.9 pp (+11.3 pp to +16.4 pp) p = <0.001 97.8% (96.5% to 99.1%)","+13.9 pp (+11.3 pp to +16.4 pp) p = <0.001 97.8% (96.5% to 99.1%)",TRUE
"tbl-main-endpoint-calibration","endpoints",1,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-endpoint-calibration","endpoints",1,"Window","Sleep","Sleep",TRUE
"tbl-main-endpoint-calibration","endpoints",1,"Endpoint","all-no period","all-no period",TRUE
"tbl-main-endpoint-calibration","endpoints",1,"Observed periods","7","7",TRUE
"tbl-main-endpoint-calibration","endpoints",1,"Predicted median","6.0","6.0",TRUE
"tbl-main-endpoint-calibration","endpoints",1,"95% predictive envelope","2.0 to 12.0","2.0 to 12.0",TRUE
"tbl-main-endpoint-calibration","endpoints",1,"In envelope","Yes","Yes",TRUE
"tbl-main-endpoint-calibration","endpoints",1,"Applicable to endpoint check","Yes","Yes",TRUE
"tbl-main-endpoint-calibration","endpoints",2,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-endpoint-calibration","endpoints",2,"Window","Sleep","Sleep",TRUE
"tbl-main-endpoint-calibration","endpoints",2,"Endpoint","all-yes period","all-yes period",TRUE
"tbl-main-endpoint-calibration","endpoints",2,"Observed periods","308","308",TRUE
"tbl-main-endpoint-calibration","endpoints",2,"Predicted median","302.0","302.0",TRUE
"tbl-main-endpoint-calibration","endpoints",2,"95% predictive envelope","280.0 to 326.0","280.0 to 326.0",TRUE
"tbl-main-endpoint-calibration","endpoints",2,"In envelope","Yes","Yes",TRUE
"tbl-main-endpoint-calibration","endpoints",2,"Applicable to endpoint check","Yes","Yes",TRUE
"tbl-main-endpoint-calibration","endpoints",3,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-endpoint-calibration","endpoints",3,"Window","Daytime","Daytime",TRUE
"tbl-main-endpoint-calibration","endpoints",3,"Endpoint","all-no period","all-no period",TRUE
"tbl-main-endpoint-calibration","endpoints",3,"Observed periods","28","28",TRUE
"tbl-main-endpoint-calibration","endpoints",3,"Predicted median","27.0","27.0",TRUE
"tbl-main-endpoint-calibration","endpoints",3,"95% predictive envelope","18.0 to 37.0","18.0 to 37.0",TRUE
"tbl-main-endpoint-calibration","endpoints",3,"In envelope","Yes","Yes",TRUE
"tbl-main-endpoint-calibration","endpoints",3,"Applicable to endpoint check","Yes","Yes",TRUE
"tbl-main-endpoint-calibration","endpoints",4,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-endpoint-calibration","endpoints",4,"Window","Daytime","Daytime",TRUE
"tbl-main-endpoint-calibration","endpoints",4,"Endpoint","all-yes period","all-yes period",TRUE
"tbl-main-endpoint-calibration","endpoints",4,"Observed periods","1","1",TRUE
"tbl-main-endpoint-calibration","endpoints",4,"Predicted median","0.0","0.0",TRUE
"tbl-main-endpoint-calibration","endpoints",4,"95% predictive envelope","0.0 to 0.0","0.0 to 0.0",TRUE
"tbl-main-endpoint-calibration","endpoints",4,"In envelope","No","No",TRUE
"tbl-main-endpoint-calibration","endpoints",4,"Applicable to endpoint check","No","No",TRUE
"tbl-main-endpoint-calibration","endpoints",5,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-endpoint-calibration","endpoints",5,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-main-endpoint-calibration","endpoints",5,"Endpoint","all-no period","all-no period",TRUE
"tbl-main-endpoint-calibration","endpoints",5,"Observed periods","16","16",TRUE
"tbl-main-endpoint-calibration","endpoints",5,"Predicted median","11.0","11.0",TRUE
"tbl-main-endpoint-calibration","endpoints",5,"95% predictive envelope","5.0 to 18.0","5.0 to 18.0",TRUE
"tbl-main-endpoint-calibration","endpoints",5,"In envelope","Yes","Yes",TRUE
"tbl-main-endpoint-calibration","endpoints",5,"Applicable to endpoint check","Yes","Yes",TRUE
"tbl-main-endpoint-calibration","endpoints",6,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-endpoint-calibration","endpoints",6,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-main-endpoint-calibration","endpoints",6,"Endpoint","all-yes period","all-yes period",TRUE
"tbl-main-endpoint-calibration","endpoints",6,"Observed periods","88","88",TRUE
"tbl-main-endpoint-calibration","endpoints",6,"Predicted median","80.0","80.0",TRUE
"tbl-main-endpoint-calibration","endpoints",6,"95% predictive envelope","65.0 to 96.0","65.0 to 96.0",TRUE
"tbl-main-endpoint-calibration","endpoints",6,"In envelope","Yes","Yes",TRUE
"tbl-main-endpoint-calibration","endpoints",6,"Applicable to endpoint check","Yes","Yes",TRUE
"tbl-main-endpoint-calibration","endpoints",7,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-endpoint-calibration","endpoints",7,"Window","Sleep","Sleep",TRUE
"tbl-main-endpoint-calibration","endpoints",7,"Endpoint","all-no period","all-no period",TRUE
"tbl-main-endpoint-calibration","endpoints",7,"Observed periods","6","6",TRUE
"tbl-main-endpoint-calibration","endpoints",7,"Predicted median","6.0","6.0",TRUE
"tbl-main-endpoint-calibration","endpoints",7,"95% predictive envelope","1.2 to 10.8","1.2 to 10.8",TRUE
"tbl-main-endpoint-calibration","endpoints",7,"In envelope","Yes","Yes",TRUE
"tbl-main-endpoint-calibration","endpoints",7,"Applicable to endpoint check","Yes","Yes",TRUE
"tbl-main-endpoint-calibration","endpoints",8,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-endpoint-calibration","endpoints",8,"Window","Sleep","Sleep",TRUE
"tbl-main-endpoint-calibration","endpoints",8,"Endpoint","all-yes period","all-yes period",TRUE
"tbl-main-endpoint-calibration","endpoints",8,"Observed periods","282","282",TRUE
"tbl-main-endpoint-calibration","endpoints",8,"Predicted median","278.0","278.0",TRUE
"tbl-main-endpoint-calibration","endpoints",8,"95% predictive envelope","256.2 to 300.8","256.2 to 300.8",TRUE
"tbl-main-endpoint-calibration","endpoints",8,"In envelope","Yes","Yes",TRUE
"tbl-main-endpoint-calibration","endpoints",8,"Applicable to endpoint check","Yes","Yes",TRUE
"tbl-main-endpoint-calibration","endpoints",9,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-endpoint-calibration","endpoints",9,"Window","Daytime","Daytime",TRUE
"tbl-main-endpoint-calibration","endpoints",9,"Endpoint","all-no period","all-no period",TRUE
"tbl-main-endpoint-calibration","endpoints",9,"Observed periods","25","25",TRUE
"tbl-main-endpoint-calibration","endpoints",9,"Predicted median","25.0","25.0",TRUE
"tbl-main-endpoint-calibration","endpoints",9,"95% predictive envelope","16.2 to 34.8","16.2 to 34.8",TRUE
"tbl-main-endpoint-calibration","endpoints",9,"In envelope","Yes","Yes",TRUE
"tbl-main-endpoint-calibration","endpoints",9,"Applicable to endpoint check","Yes","Yes",TRUE
"tbl-main-endpoint-calibration","endpoints",10,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-endpoint-calibration","endpoints",10,"Window","Daytime","Daytime",TRUE
"tbl-main-endpoint-calibration","endpoints",10,"Endpoint","all-yes period","all-yes period",TRUE
"tbl-main-endpoint-calibration","endpoints",10,"Observed periods","1","1",TRUE
"tbl-main-endpoint-calibration","endpoints",10,"Predicted median","0.0","0.0",TRUE
"tbl-main-endpoint-calibration","endpoints",10,"95% predictive envelope","0.0 to 0.0","0.0 to 0.0",TRUE
"tbl-main-endpoint-calibration","endpoints",10,"In envelope","No","No",TRUE
"tbl-main-endpoint-calibration","endpoints",10,"Applicable to endpoint check","No","No",TRUE
"tbl-main-endpoint-calibration","endpoints",11,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-endpoint-calibration","endpoints",11,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-main-endpoint-calibration","endpoints",11,"Endpoint","all-no period","all-no period",TRUE
"tbl-main-endpoint-calibration","endpoints",11,"Observed periods","9","9",TRUE
"tbl-main-endpoint-calibration","endpoints",11,"Predicted median","8.0","8.0",TRUE
"tbl-main-endpoint-calibration","endpoints",11,"95% predictive envelope","3.0 to 14.0","3.0 to 14.0",TRUE
"tbl-main-endpoint-calibration","endpoints",11,"In envelope","Yes","Yes",TRUE
"tbl-main-endpoint-calibration","endpoints",11,"Applicable to endpoint check","Yes","Yes",TRUE
"tbl-main-endpoint-calibration","endpoints",12,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-endpoint-calibration","endpoints",12,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-main-endpoint-calibration","endpoints",12,"Endpoint","all-yes period","all-yes period",TRUE
"tbl-main-endpoint-calibration","endpoints",12,"Observed periods","60","60",TRUE
"tbl-main-endpoint-calibration","endpoints",12,"Predicted median","55.0","55.0",TRUE
"tbl-main-endpoint-calibration","endpoints",12,"95% predictive envelope","40.0 to 70.5","40.0 to 70.5",TRUE
"tbl-main-endpoint-calibration","endpoints",12,"In envelope","Yes","Yes",TRUE
"tbl-main-endpoint-calibration","endpoints",12,"Applicable to endpoint check","Yes","Yes",TRUE
"tbl-main-coverage-gate","coverage",1,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-main-coverage-gate","coverage",1,"Any valid period","+5.9 pp (+1.4 pp to +10.5 pp)","+5.9 pp (+1.4 pp to +10.5 pp)",TRUE
"tbl-main-coverage-gate","coverage",1,"At least 80%","+4.1 pp (-0.9 pp to +9.1 pp)","+4.1 pp (-0.9 pp to +9.1 pp)",TRUE
"tbl-main-coverage-gate","coverage",1,"Absolute shift (pp)","1.80","1.80",TRUE
"tbl-main-coverage-gate","coverage",1,"Direction retained","Yes","Yes",TRUE
"tbl-main-coverage-gate","coverage",1,"CI conclusion retained","No","No",TRUE
"tbl-main-coverage-gate","coverage",1,"Coverage criterion met","No","No",TRUE
"tbl-main-coverage-gate","coverage",2,"Window","Sleep","Sleep",TRUE
"tbl-main-coverage-gate","coverage",2,"Any valid period","-6.5 pp (-9.1 pp to -3.8 pp)","-6.5 pp (-9.1 pp to -3.8 pp)",TRUE
"tbl-main-coverage-gate","coverage",2,"At least 80%","-6.3 pp (-9.0 pp to -3.6 pp)","-6.3 pp (-9.0 pp to -3.6 pp)",TRUE
"tbl-main-coverage-gate","coverage",2,"Absolute shift (pp)","0.22","0.22",TRUE
"tbl-main-coverage-gate","coverage",2,"Direction retained","Yes","Yes",TRUE
"tbl-main-coverage-gate","coverage",2,"CI conclusion retained","Yes","Yes",TRUE
"tbl-main-coverage-gate","coverage",2,"Coverage criterion met","Yes","Yes",TRUE
"tbl-main-coverage-gate","coverage",3,"Window","Daytime","Daytime",TRUE
"tbl-main-coverage-gate","coverage",3,"Any valid period","-5.1 pp (-7.8 pp to -2.4 pp)","-5.1 pp (-7.8 pp to -2.4 pp)",TRUE
"tbl-main-coverage-gate","coverage",3,"At least 80%","-5.7 pp (-8.5 pp to -2.9 pp)","-5.7 pp (-8.5 pp to -2.9 pp)",TRUE
"tbl-main-coverage-gate","coverage",3,"Absolute shift (pp)","0.59","0.59",TRUE
"tbl-main-coverage-gate","coverage",3,"Direction retained","Yes","Yes",TRUE
"tbl-main-coverage-gate","coverage",3,"CI conclusion retained","Yes","Yes",TRUE
"tbl-main-coverage-gate","coverage",3,"Coverage criterion met","Yes","Yes",TRUE
"tbl-main-random-effects","random",1,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-random-effects","random",1,"Retained random effect","Mean participant intercept","Mean participant intercept",TRUE
"tbl-main-random-effects","random",1,"SD (logit scale)","0.319","0.319",TRUE
"tbl-main-random-effects","random",2,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-random-effects","random",2,"Retained random effect","Mean participant intercept","Mean participant intercept",TRUE
"tbl-main-random-effects","random",2,"SD (logit scale)","0.303","0.303",TRUE
"tbl-main-r2-partition","r2",1,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-r2-partition","r2",1,"Reference","global","global",TRUE
"tbl-main-r2-partition","r2",1,"Fixed share / marginal R² (%)","57.96","57.96",TRUE
"tbl-main-r2-partition","r2",1,"Participant increment (pp of explained variance)","2.27","2.27",TRUE
"tbl-main-r2-partition","r2",1,"Observation and distribution share (%)","39.77","39.77",TRUE
"tbl-main-r2-partition","r2",1,"Conditional R² (%)","60.23","60.23",TRUE
"tbl-main-r2-partition","r2",2,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-r2-partition","r2",2,"Reference","Daytime","Daytime",TRUE
"tbl-main-r2-partition","r2",2,"Fixed share / marginal R² (%)","13.96","13.96",TRUE
"tbl-main-r2-partition","r2",2,"Participant increment (pp of explained variance)","7.69","7.69",TRUE
"tbl-main-r2-partition","r2",2,"Observation and distribution share (%)","78.35","78.35",TRUE
"tbl-main-r2-partition","r2",2,"Conditional R² (%)","21.65","21.65",TRUE
"tbl-main-r2-partition","r2",3,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-r2-partition","r2",3,"Reference","Pre-sleep","Pre-sleep",TRUE
"tbl-main-r2-partition","r2",3,"Fixed share / marginal R² (%)","5.34","5.34",TRUE
"tbl-main-r2-partition","r2",3,"Participant increment (pp of explained variance)","4.51","4.51",TRUE
"tbl-main-r2-partition","r2",3,"Observation and distribution share (%)","90.15","90.15",TRUE
"tbl-main-r2-partition","r2",3,"Conditional R² (%)","9.85","9.85",TRUE
"tbl-main-r2-partition","r2",4,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-r2-partition","r2",4,"Reference","Sleep","Sleep",TRUE
"tbl-main-r2-partition","r2",4,"Fixed share / marginal R² (%)","16.97","16.97",TRUE
"tbl-main-r2-partition","r2",4,"Participant increment (pp of explained variance)","2.84","2.84",TRUE
"tbl-main-r2-partition","r2",4,"Observation and distribution share (%)","80.20","80.20",TRUE
"tbl-main-r2-partition","r2",4,"Conditional R² (%)","19.80","19.80",TRUE
"tbl-main-r2-partition","r2",5,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-r2-partition","r2",5,"Reference","global","global",TRUE
"tbl-main-r2-partition","r2",5,"Fixed share / marginal R² (%)","58.28","58.28",TRUE
"tbl-main-r2-partition","r2",5,"Participant increment (pp of explained variance)","2.10","2.10",TRUE
"tbl-main-r2-partition","r2",5,"Observation and distribution share (%)","39.62","39.62",TRUE
"tbl-main-r2-partition","r2",5,"Conditional R² (%)","60.38","60.38",TRUE
"tbl-main-r2-partition","r2",6,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-r2-partition","r2",6,"Reference","Daytime","Daytime",TRUE
"tbl-main-r2-partition","r2",6,"Fixed share / marginal R² (%)","14.27","14.27",TRUE
"tbl-main-r2-partition","r2",6,"Participant increment (pp of explained variance)","6.91","6.91",TRUE
"tbl-main-r2-partition","r2",6,"Observation and distribution share (%)","78.82","78.82",TRUE
"tbl-main-r2-partition","r2",6,"Conditional R² (%)","21.18","21.18",TRUE
"tbl-main-r2-partition","r2",7,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-r2-partition","r2",7,"Reference","Pre-sleep","Pre-sleep",TRUE
"tbl-main-r2-partition","r2",7,"Fixed share / marginal R² (%)","5.59","5.59",TRUE
"tbl-main-r2-partition","r2",7,"Participant increment (pp of explained variance)","4.26","4.26",TRUE
"tbl-main-r2-partition","r2",7,"Observation and distribution share (%)","90.15","90.15",TRUE
"tbl-main-r2-partition","r2",7,"Conditional R² (%)","9.85","9.85",TRUE
"tbl-main-r2-partition","r2",8,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-r2-partition","r2",8,"Reference","Sleep","Sleep",TRUE
"tbl-main-r2-partition","r2",8,"Fixed share / marginal R² (%)","17.73","17.73",TRUE
"tbl-main-r2-partition","r2",8,"Participant increment (pp of explained variance)","2.63","2.63",TRUE
"tbl-main-r2-partition","r2",8,"Observation and distribution share (%)","79.64","79.64",TRUE
"tbl-main-r2-partition","r2",8,"Conditional R² (%)","20.36","20.36",TRUE
"tbl-main-shapley-global","shapley_global",1,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-shapley-global","shapley_global",1,"Reference","global","global",TRUE
"tbl-main-shapley-global","shapley_global",1,"Predictor","Recommendation window","Recommendation window",TRUE
"tbl-main-shapley-global","shapley_global",1,"Absolute R² contribution (pp)","54.61","54.61",TRUE
"tbl-main-shapley-global","shapley_global",1,"Relative fixed-effect weight (%)","94.23","94.23",TRUE
"tbl-main-shapley-global","shapley_global",2,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-shapley-global","shapley_global",2,"Reference","global","global",TRUE
"tbl-main-shapley-global","shapley_global",2,"Predictor","Site","Site",TRUE
"tbl-main-shapley-global","shapley_global",2,"Absolute R² contribution (pp)","2.76","2.76",TRUE
"tbl-main-shapley-global","shapley_global",2,"Relative fixed-effect weight (%)","4.76","4.76",TRUE
"tbl-main-shapley-global","shapley_global",3,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-shapley-global","shapley_global",3,"Reference","global","global",TRUE
"tbl-main-shapley-global","shapley_global",3,"Predictor","Day type","Day type",TRUE
"tbl-main-shapley-global","shapley_global",3,"Absolute R² contribution (pp)","0.59","0.59",TRUE
"tbl-main-shapley-global","shapley_global",3,"Relative fixed-effect weight (%)","1.01","1.01",TRUE
"tbl-main-shapley-global","shapley_global",4,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-shapley-global","shapley_global",4,"Reference","global","global",TRUE
"tbl-main-shapley-global","shapley_global",4,"Predictor","Recommendation window","Recommendation window",TRUE
"tbl-main-shapley-global","shapley_global",4,"Absolute R² contribution (pp)","54.75","54.75",TRUE
"tbl-main-shapley-global","shapley_global",4,"Relative fixed-effect weight (%)","93.94","93.94",TRUE
"tbl-main-shapley-global","shapley_global",5,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-shapley-global","shapley_global",5,"Reference","global","global",TRUE
"tbl-main-shapley-global","shapley_global",5,"Predictor","Site","Site",TRUE
"tbl-main-shapley-global","shapley_global",5,"Absolute R² contribution (pp)","2.95","2.95",TRUE
"tbl-main-shapley-global","shapley_global",5,"Relative fixed-effect weight (%)","5.07","5.07",TRUE
"tbl-main-shapley-global","shapley_global",6,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-shapley-global","shapley_global",6,"Reference","global","global",TRUE
"tbl-main-shapley-global","shapley_global",6,"Predictor","Day type","Day type",TRUE
"tbl-main-shapley-global","shapley_global",6,"Absolute R² contribution (pp)","0.58","0.58",TRUE
"tbl-main-shapley-global","shapley_global",6,"Relative fixed-effect weight (%)","0.99","0.99",TRUE
"tbl-main-shapley-within","shapley_within",1,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-shapley-within","shapley_within",1,"Reference","Daytime","Daytime",TRUE
"tbl-main-shapley-within","shapley_within",1,"Predictor","Site","Site",TRUE
"tbl-main-shapley-within","shapley_within",1,"Absolute R² contribution (pp)","10.98","10.98",TRUE
"tbl-main-shapley-within","shapley_within",1,"Relative fixed-effect weight (%)","78.68","78.68",TRUE
"tbl-main-shapley-within","shapley_within",2,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-shapley-within","shapley_within",2,"Reference","Daytime","Daytime",TRUE
"tbl-main-shapley-within","shapley_within",2,"Predictor","Day type","Day type",TRUE
"tbl-main-shapley-within","shapley_within",2,"Absolute R² contribution (pp)","2.98","2.98",TRUE
"tbl-main-shapley-within","shapley_within",2,"Relative fixed-effect weight (%)","21.32","21.32",TRUE
"tbl-main-shapley-within","shapley_within",3,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-shapley-within","shapley_within",3,"Reference","Pre-sleep","Pre-sleep",TRUE
"tbl-main-shapley-within","shapley_within",3,"Predictor","Site","Site",TRUE
"tbl-main-shapley-within","shapley_within",3,"Absolute R² contribution (pp)","4.11","4.11",TRUE
"tbl-main-shapley-within","shapley_within",3,"Relative fixed-effect weight (%)","76.91","76.91",TRUE
"tbl-main-shapley-within","shapley_within",4,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-shapley-within","shapley_within",4,"Reference","Pre-sleep","Pre-sleep",TRUE
"tbl-main-shapley-within","shapley_within",4,"Predictor","Day type","Day type",TRUE
"tbl-main-shapley-within","shapley_within",4,"Absolute R² contribution (pp)","1.23","1.23",TRUE
"tbl-main-shapley-within","shapley_within",4,"Relative fixed-effect weight (%)","23.09","23.09",TRUE
"tbl-main-shapley-within","shapley_within",5,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-shapley-within","shapley_within",5,"Reference","Sleep","Sleep",TRUE
"tbl-main-shapley-within","shapley_within",5,"Predictor","Site","Site",TRUE
"tbl-main-shapley-within","shapley_within",5,"Absolute R² contribution (pp)","14.09","14.09",TRUE
"tbl-main-shapley-within","shapley_within",5,"Relative fixed-effect weight (%)","83.04","83.04",TRUE
"tbl-main-shapley-within","shapley_within",6,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-shapley-within","shapley_within",6,"Reference","Sleep","Sleep",TRUE
"tbl-main-shapley-within","shapley_within",6,"Predictor","Day type","Day type",TRUE
"tbl-main-shapley-within","shapley_within",6,"Absolute R² contribution (pp)","2.88","2.88",TRUE
"tbl-main-shapley-within","shapley_within",6,"Relative fixed-effect weight (%)","16.96","16.96",TRUE
"tbl-main-shapley-within","shapley_within",7,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-shapley-within","shapley_within",7,"Reference","Daytime","Daytime",TRUE
"tbl-main-shapley-within","shapley_within",7,"Predictor","Site","Site",TRUE
"tbl-main-shapley-within","shapley_within",7,"Absolute R² contribution (pp)","11.06","11.06",TRUE
"tbl-main-shapley-within","shapley_within",7,"Relative fixed-effect weight (%)","77.47","77.47",TRUE
"tbl-main-shapley-within","shapley_within",8,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-shapley-within","shapley_within",8,"Reference","Daytime","Daytime",TRUE
"tbl-main-shapley-within","shapley_within",8,"Predictor","Day type","Day type",TRUE
"tbl-main-shapley-within","shapley_within",8,"Absolute R² contribution (pp)","3.22","3.22",TRUE
"tbl-main-shapley-within","shapley_within",8,"Relative fixed-effect weight (%)","22.53","22.53",TRUE
"tbl-main-shapley-within","shapley_within",9,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-shapley-within","shapley_within",9,"Reference","Pre-sleep","Pre-sleep",TRUE
"tbl-main-shapley-within","shapley_within",9,"Predictor","Site","Site",TRUE
"tbl-main-shapley-within","shapley_within",9,"Absolute R² contribution (pp)","4.76","4.76",TRUE
"tbl-main-shapley-within","shapley_within",9,"Relative fixed-effect weight (%)","85.22","85.22",TRUE
"tbl-main-shapley-within","shapley_within",10,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-shapley-within","shapley_within",10,"Reference","Pre-sleep","Pre-sleep",TRUE
"tbl-main-shapley-within","shapley_within",10,"Predictor","Day type","Day type",TRUE
"tbl-main-shapley-within","shapley_within",10,"Absolute R² contribution (pp)","0.83","0.83",TRUE
"tbl-main-shapley-within","shapley_within",10,"Relative fixed-effect weight (%)","14.78","14.78",TRUE
"tbl-main-shapley-within","shapley_within",11,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-shapley-within","shapley_within",11,"Reference","Sleep","Sleep",TRUE
"tbl-main-shapley-within","shapley_within",11,"Predictor","Site","Site",TRUE
"tbl-main-shapley-within","shapley_within",11,"Absolute R² contribution (pp)","15.00","15.00",TRUE
"tbl-main-shapley-within","shapley_within",11,"Relative fixed-effect weight (%)","84.60","84.60",TRUE
"tbl-main-shapley-within","shapley_within",12,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-shapley-within","shapley_within",12,"Reference","Sleep","Sleep",TRUE
"tbl-main-shapley-within","shapley_within",12,"Predictor","Day type","Day type",TRUE
"tbl-main-shapley-within","shapley_within",12,"Absolute R² contribution (pp)","2.73","2.73",TRUE
"tbl-main-shapley-within","shapley_within",12,"Relative fixed-effect weight (%)","15.40","15.40",TRUE
"tbl-main-placement","chest",1,"Window","Daytime","Daytime",TRUE
"tbl-main-placement","chest",1,"Near-eye reference (95% CI)","-5.1 pp (-7.8 pp to -2.4 pp)","-5.1 pp (-7.8 pp to -2.4 pp)",TRUE
"tbl-main-placement","chest",1,"Chest comparison (95% CI)","-5.5 pp (-7.6 pp to -3.3 pp)","-5.5 pp (-7.6 pp to -3.3 pp)",TRUE
"tbl-main-placement","chest",1,"Difference in point estimates (pp)","-0.37","-0.37",TRUE
"tbl-main-placement","chest",1,"Direction retained","Yes","Yes",TRUE
"tbl-main-placement","chest",1,"CI conclusion retained","Yes","Yes",TRUE
"tbl-main-placement","chest",2,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-main-placement","chest",2,"Near-eye reference (95% CI)","+5.9 pp (+1.4 pp to +10.5 pp)","+5.9 pp (+1.4 pp to +10.5 pp)",TRUE
"tbl-main-placement","chest",2,"Chest comparison (95% CI)","+4.8 pp (+0.9 pp to +8.8 pp)","+4.8 pp (+0.9 pp to +8.8 pp)",TRUE
"tbl-main-placement","chest",2,"Difference in point estimates (pp)","-1.08","-1.08",TRUE
"tbl-main-placement","chest",2,"Direction retained","Yes","Yes",TRUE
"tbl-main-placement","chest",2,"CI conclusion retained","Yes","Yes",TRUE
"tbl-main-grouping-sensitivity","grouping",1,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-grouping-sensitivity","grouping",1,"Window","Daytime","Daytime",TRUE
"tbl-main-grouping-sensitivity","grouping",1,"Wake-anchored grouping (95% CI)","-5.1 pp (-7.8 pp to -2.4 pp)","-5.1 pp (-7.8 pp to -2.4 pp)",TRUE
"tbl-main-grouping-sensitivity","grouping",1,"Diary-indexed grouping (95% CI)","-4.9 pp (-7.6 pp to -2.2 pp)","-4.9 pp (-7.6 pp to -2.2 pp)",TRUE
"tbl-main-grouping-sensitivity","grouping",1,"Point-estimate difference (pp)","-0.16","-0.16",TRUE
"tbl-main-grouping-sensitivity","grouping",1,"Direction retained","Yes","Yes",TRUE
"tbl-main-grouping-sensitivity","grouping",1,"CI conclusion retained","Yes","Yes",TRUE
"tbl-main-grouping-sensitivity","grouping",2,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-grouping-sensitivity","grouping",2,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-main-grouping-sensitivity","grouping",2,"Wake-anchored grouping (95% CI)","+5.9 pp (+1.4 pp to +10.5 pp)","+5.9 pp (+1.4 pp to +10.5 pp)",TRUE
"tbl-main-grouping-sensitivity","grouping",2,"Diary-indexed grouping (95% CI)","+8.0 pp (+3.3 pp to +12.7 pp)","+8.0 pp (+3.3 pp to +12.7 pp)",TRUE
"tbl-main-grouping-sensitivity","grouping",2,"Point-estimate difference (pp)","-2.06","-2.06",TRUE
"tbl-main-grouping-sensitivity","grouping",2,"Direction retained","Yes","Yes",TRUE
"tbl-main-grouping-sensitivity","grouping",2,"CI conclusion retained","Yes","Yes",TRUE
"tbl-main-grouping-sensitivity","grouping",3,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-grouping-sensitivity","grouping",3,"Window","Sleep","Sleep",TRUE
"tbl-main-grouping-sensitivity","grouping",3,"Wake-anchored grouping (95% CI)","-6.5 pp (-9.1 pp to -3.8 pp)","-6.5 pp (-9.1 pp to -3.8 pp)",TRUE
