run_id,data_scenario_id,placement,sample_scenario,analytical_role,family_id,inferential_family,family_n,metric_order,metric_id,manuscript_name,analysis_unit,response_family,response_transform,effect_scale,factor_order,factor_id,factor_label,model_name,formula,engine,observations,log_likelihood,aic,converged,positive_definite_hessian,singular,max_gradient,warnings,error,status
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,gaussian,clock_hours_midnight_after_16,difference,4,leba_f5,Using light in the morning and during daytime,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,gaussian,clock_hours_midnight_after_16,difference,4,leba_f5,Using light in the morning and during daytime,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,640,-1255.9527877944229,2533.9055755888457,TRUE,TRUE,FALSE,1.4279066817834973e-6,,,FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,1,leba_f2,Spending time outdoors,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,1,leba_f2,Spending time outdoors,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,1,leba_f2,Spending time outdoors,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,603,-1158.3987332524948,2338.7974665049896,TRUE,TRUE,FALSE,1.8894752429332584e-6,,,FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,603,-1157.7154708548833,2337.4309417097666,TRUE,TRUE,FALSE,3.049080987693742e-6,,,FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,3,leba_f4,Controlling and using ambient light before bedtime,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,3,leba_f4,Controlling and using ambient light before bedtime,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,3,leba_f4,Controlling and using ambient light before bedtime,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,603,-1158.5478310721055,2339.095662144211,TRUE,TRUE,FALSE,1.971329766092822e-6,,,FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,4,leba_f5,Using light in the morning and during daytime,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,4,leba_f5,Using light in the morning and during daytime,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,4,leba_f5,Using light in the morning and during daytime,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,603,-1158.107293005527,2338.214586011054,TRUE,TRUE,FALSE,3.1604940886609256e-7,,,FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,1,leba_f2,Spending time outdoors,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,1,leba_f2,Spending time outdoors,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,1,leba_f2,Spending time outdoors,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,603,-1307.8973444419998,2637.7946888839997,TRUE,TRUE,FALSE,6.573372957063839e-6,,,FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,603,-1306.1467326615416,2634.293465323083,TRUE,TRUE,FALSE,1.1550582712516189e-6,,,FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,3,leba_f4,Controlling and using ambient light before bedtime,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,3,leba_f4,Controlling and using ambient light before bedtime,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,3,leba_f4,Controlling and using ambient light before bedtime,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,603,-1307.46709101335,2636.9341820267,TRUE,TRUE,FALSE,1.0390976967755705e-6,,,FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,4,leba_f5,Using light in the morning and during daytime,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,4,leba_f5,Using light in the morning and during daytime,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,4,leba_f5,Using light in the morning and during daytime,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,603,-1307.306835751039,2636.613671502078,TRUE,TRUE,FALSE,1.0322764865122736e-06,,,FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,1,leba_f2,Spending time outdoors,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,1,leba_f2,Spending time outdoors,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,1,leba_f2,Spending time outdoors,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,603,-1273.1712803458988,2568.3425606917976,TRUE,TRUE,FALSE,9.43600753089413e-7,,,FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,603,-1273.268702541492,2568.537405082984,TRUE,TRUE,FALSE,9.595169103704393e-7,,,FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,3,leba_f4,Controlling and using ambient light before bedtime,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,3,leba_f4,Controlling and using ambient light before bedtime,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,3,leba_f4,Controlling and using ambient light before bedtime,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,603,-1273.8107866971902,2569.6215733943804,TRUE,TRUE,FALSE,1.3301360013429075e-6,,,FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,4,leba_f5,Using light in the morning and during daytime,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,4,leba_f5,Using light in the morning and during daytime,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,4,leba_f5,Using light in the morning and during daytime,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,603,-1273.6861084817374,2569.372216963475,TRUE,TRUE,FALSE,1.3096723705530167e-6,,,FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,640,-717.3143289581602,1456.6286579163204,TRUE,TRUE,FALSE,1.5495515981456265e-6,,,FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,640,-717.7777532155918,1457.5555064311836,TRUE,TRUE,FALSE,0.013933089348938665,,,FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,640,-719.2221127291357,1460.4442254582714,TRUE,TRUE,FALSE,4.52700987807475e-6,,,FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,640,-718.3178060271377,1458.6356120542755,TRUE,TRUE,FALSE,1.6007106751203537e-6,,,FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,gaussian,identity,difference,1,leba_f2,Spending time outdoors,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,gaussian,identity,difference,1,leba_f2,Spending time outdoors,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,gaussian,identity,difference,1,leba_f2,Spending time outdoors,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,478,465.28918604278203,-908.5783720855641,TRUE,TRUE,FALSE,2.90754087473033e-6,,,FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,478,465.2762944435243,-908.5525888870486,TRUE,TRUE,FALSE,2.9388047551037744e-6,,,FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,478,464.76945238717997,-907.5389047743599,TRUE,TRUE,FALSE,2.8819613362429664e-6,,,FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_sensitivity,,FALSE,,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,478,466.34366941663984,-910.6873388332797,TRUE,TRUE,FALSE,8.16612555354368e-6,,,FITTED
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,H05-F3-alternative-preprocessing,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,1,leba_f2,Spending time outdoors,comparison_full,response_value ~ site + leba_centered,lm,141,-73.13786542232431,168.27573084464862,TRUE,TRUE,FALSE,,,,FITTED
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,H05-F3-alternative-preprocessing,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,1,leba_f2,Spending time outdoors,comparison_reduced,response_value ~ site,lm,141,-73.28792896064836,166.57585792129672,TRUE,TRUE,FALSE,,,,FITTED
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,H05-F3-alternative-preprocessing,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,1,leba_f2,Spending time outdoors,final_full,response_value ~ site + leba_centered,lm,141,-73.13786542232431,168.27573084464862,TRUE,TRUE,FALSE,,,,FITTED
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,H05-F3-alternative-preprocessing,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_full,response_value ~ site + leba_centered,lm,141,-71.23490391572739,164.46980783145477,TRUE,TRUE,FALSE,,,,FITTED
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,H05-F3-alternative-preprocessing,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_reduced,response_value ~ site,lm,141,-73.28792896064836,166.57585792129672,TRUE,TRUE,FALSE,,,,FITTED
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,H05-F3-alternative-preprocessing,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,final_full,response_value ~ site + leba_centered,lm,141,-71.23490391572739,164.46980783145477,TRUE,TRUE,FALSE,,,,FITTED
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,H05-F3-alternative-preprocessing,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,comparison_full,response_value ~ site + leba_centered,lm,141,-73.104958313541,168.209916627082,TRUE,TRUE,FALSE,,,,FITTED
