site,Id,position,source_modality,source_commit,source_doi,source_sha256,stream_epoch_seconds,expected_subepochs_per_minute,required_finite_subepochs_per_signal,minute_rows,source_observations,implicit_source_observations,complete_native_minute_schedules,incomplete_native_minute_schedules,finite_medi_minutes,finite_light_minutes
IZTECH,IZTECH_S017,glasses,light_glasses,15b1150ce0c62339d299de24359b4257218560d8,10.5281/zenodo.16568109,e78582d1c1de6be748dbca679a5aae333131c0e08373569300a84058e7537ab5,10,6,6,11520,69120,8394,11520,0,10120,10120
IZTECH,IZTECH_S001,chest,light_chest,15b1150ce0c62339d299de24359b4257218560d8,10.5281/zenodo.16568109,9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800,10,6,6,12960,77760,9792,12960,0,11328,11328
IZTECH,IZTECH_S002,chest,light_chest,15b1150ce0c62339d299de24359b4257218560d8,10.5281/zenodo.16568109,9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800,10,6,6,11520,69120,8760,11520,0,10060,10060
IZTECH,IZTECH_S003,chest,light_chest,15b1150ce0c62339d299de24359b4257218560d8,10.5281/zenodo.16568109,9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800,10,6,6,11520,69120,8753,11520,0,10061,10061
IZTECH,IZTECH_S004,chest,light_chest,15b1150ce0c62339d299de24359b4257218560d8,10.5281/zenodo.16568109,9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800,10,6,6,11520,69120,8556,11520,0,10094,10094
IZTECH,IZTECH_S005,chest,light_chest,15b1150ce0c62339d299de24359b4257218560d8,10.5281/zenodo.16568109,9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800,10,6,6,11520,69120,8550,11520,0,10095,10095
IZTECH,IZTECH_S006,chest,light_chest,15b1150ce0c62339d299de24359b4257218560d8,10.5281/zenodo.16568109,9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800,10,6,6,11520,69120,9204,11520,0,9986,9986
IZTECH,IZTECH_S007,chest,light_chest,15b1150ce0c62339d299de24359b4257218560d8,10.5281/zenodo.16568109,9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800,10,6,6,11520,69120,9810,11520,0,9885,9885
IZTECH,IZTECH_S008,chest,light_chest,15b1150ce0c62339d299de24359b4257218560d8,10.5281/zenodo.16568109,9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800,10,6,6,11520,69120,10428,11520,0,9782,9782
IZTECH,IZTECH_S009,chest,light_chest,15b1150ce0c62339d299de24359b4257218560d8,10.5281/zenodo.16568109,9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800,10,6,6,15840,95040,9012,15840,0,14338,14338
IZTECH,IZTECH_S010,chest,light_chest,15b1150ce0c62339d299de24359b4257218560d8,10.5281/zenodo.16568109,9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800,10,6,6,11520,69120,8958,11520,0,10027,10027
IZTECH,IZTECH_S011,chest,light_chest,15b1150ce0c62339d299de24359b4257218560d8,10.5281/zenodo.16568109,9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800,10,6,6,11520,69120,10290,11520,0,9805,9805
IZTECH,IZTECH_S012,chest,light_chest,15b1150ce0c62339d299de24359b4257218560d8,10.5281/zenodo.16568109,9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800,10,6,6,11520,69120,9714,11520,0,9901,9901
IZTECH,IZTECH_S013,chest,light_chest,15b1150ce0c62339d299de24359b4257218560d8,10.5281/zenodo.16568109,9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800,10,6,6,11520,69120,9648,11520,0,9912,9912
IZTECH,IZTECH_S014,chest,light_chest,15b1150ce0c62339d299de24359b4257218560d8,10.5281/zenodo.16568109,9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800,10,6,6,11520,69120,9636,11520,0,9914,9914
IZTECH,IZTECH_S015,chest,light_chest,15b1150ce0c62339d299de24359b4257218560d8,10.5281/zenodo.16568109,9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800,10,6,6,11520,69120,11171,11520,0,9658,9658
IZTECH,IZTECH_S016,chest,light_chest,15b1150ce0c62339d299de24359b4257218560d8,10.5281/zenodo.16568109,9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800,10,6,6,11520,69120,10146,11520,0,9829,9829
IZTECH,IZTECH_S017,chest,light_chest,15b1150ce0c62339d299de24359b4257218560d8,10.5281/zenodo.16568109,9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800,10,6,6,11520,69120,8394,11520,0,10121,10121
KNUST,KNUST_S001,glasses,light_glasses,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9,10,6,6,11520,69120,9000,11520,0,10020,10020
KNUST,KNUST_S002,glasses,light_glasses,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9,10,6,6,11520,69120,12231,11520,0,9480,9480
KNUST,KNUST_S003,glasses,light_glasses,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9,10,6,6,11520,69120,10605,11520,0,9692,9704
KNUST,KNUST_S004,glasses,light_glasses,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9,10,6,6,11520,69120,26998,11520,0,6636,6636
KNUST,KNUST_S005,glasses,light_glasses,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9,10,6,6,10080,60480,9092,10080,0,7480,7481
KNUST,KNUST_S006,glasses,light_glasses,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9,10,6,6,11520,69120,10355,11520,0,9794,9794
KNUST,KNUST_S007,glasses,light_glasses,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9,10,6,6,11520,69120,9672,11520,0,9908,9908
KNUST,KNUST_S008,glasses,light_glasses,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9,10,6,6,11520,69120,10595,11520,0,9753,9753
KNUST,KNUST_S009,glasses,light_glasses,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9,10,6,6,11520,69120,9842,11520,0,9879,9879
KNUST,KNUST_S010,glasses,light_glasses,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9,10,6,6,11520,69120,10069,11520,0,9841,9841
KNUST,KNUST_S011,glasses,light_glasses,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9,10,6,6,11520,69120,10606,11520,0,9751,9751
KNUST,KNUST_S012,glasses,light_glasses,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9,10,6,6,11520,69120,10288,11520,0,9804,9804
KNUST,KNUST_S013,glasses,light_glasses,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9,10,6,6,11520,69120,10247,11520,0,9812,9812
KNUST,KNUST_S014,glasses,light_glasses,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9,10,6,6,11520,69120,10171,11520,0,9824,9824
KNUST,KNUST_S015,glasses,light_glasses,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9,10,6,6,11520,69120,9719,11520,0,9899,9899
KNUST,KNUST_S001,chest,light_chest,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,10,6,6,11520,69120,9000,11520,0,10020,10020
KNUST,KNUST_S002,chest,light_chest,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,10,6,6,11520,69120,12180,11520,0,9490,9490
KNUST,KNUST_S003,chest,light_chest,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,10,6,6,11520,69120,10496,11520,0,9770,9770
KNUST,KNUST_S004,chest,light_chest,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,10,6,6,11520,69120,11773,11520,0,9556,9556
KNUST,KNUST_S005,chest,light_chest,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,10,6,6,11520,69120,9857,11520,0,9876,9876
KNUST,KNUST_S006,chest,light_chest,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,10,6,6,11520,69120,10505,11520,0,9715,9715
KNUST,KNUST_S007,chest,light_chest,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,10,6,6,11520,69120,10533,11520,0,9660,9660
KNUST,KNUST_S008,chest,light_chest,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,10,6,6,11520,69120,10535,11520,0,9763,9763
KNUST,KNUST_S009,chest,light_chest,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,10,6,6,11520,69120,10034,11520,0,9835,9835
KNUST,KNUST_S010,chest,light_chest,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,10,6,6,11520,69120,9998,11520,0,9853,9853
KNUST,KNUST_S011,chest,light_chest,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,10,6,6,11520,69120,10593,11520,0,9754,9754
KNUST,KNUST_S012,chest,light_chest,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,10,6,6,11520,69120,10270,11520,0,9807,9807
KNUST,KNUST_S013,chest,light_chest,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,10,6,6,8640,51840,9596,8640,0,6859,6859
KNUST,KNUST_S014,chest,light_chest,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,10,6,6,11520,69120,10214,11520,0,9812,9812
KNUST,KNUST_S015,chest,light_chest,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,10,6,6,11520,69120,18073,11520,0,8430,8430
MPI,MPI_S201,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,9942,11520,0,9863,9863
MPI,MPI_S202,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,10188,11520,0,9822,9822
MPI,MPI_S204,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,8364,11520,0,10126,10126
MPI,MPI_S205,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,10644,11520,0,9746,9746
MPI,MPI_S206,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,10494,11520,0,9771,9771
MPI,MPI_S208,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,10254,11520,0,9811,9811
MPI,MPI_S209,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,10716,11520,0,9734,9734
MPI,MPI_S210,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,11142,11520,0,9663,9663
MPI,MPI_S212,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,10434,11520,0,9781,9781
MPI,MPI_S213,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,10812,11520,0,9718,9718
MPI,MPI_S214,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,10764,11520,0,9726,9726
MPI,MPI_S215,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,9450,11520,0,9945,9945
MPI,MPI_S216,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,9366,11520,0,9959,9959
MPI,MPI_S218,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,9696,11520,0,9904,9904
MPI,MPI_S219,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,9960,11520,0,9860,9860
MPI,MPI_S221,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11580,69480,9852,11580,0,9938,9938
MPI,MPI_S222,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11580,69480,10464,11580,0,9836,9836
MPI,MPI_S223,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,10284,11520,0,9806,9806
MPI,MPI_S224,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,10224,11520,0,9816,9816
MPI,MPI_S225,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,10830,11520,0,9715,9715
MPI,MPI_S226,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,11364,11520,0,9626,9626
MPI,MPI_S227,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,11784,11520,0,9556,9556
MPI,MPI_S228,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,9798,11520,0,9887,9887
MPI,MPI_S229,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,9912,11520,0,9868,9868
MPI,MPI_S230,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,10452,11520,0,9778,9778
MPI,MPI_S231,glasses,light_glasses,cd0099b0eed758692bdc9f23071d4a052ff8f72f,10.5281/zenodo.16895188,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,10,6,6,11520,69120,11298,11520,0,9637,9637
RISE,RISE_S001,glasses,light_glasses,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,ad5ff229ea7d0431196771d8cb85c799f625d878c88c4035873622ee473f958b,10,6,6,11520,69120,10377,11520,0,9790,9790
RISE,RISE_S002,glasses,light_glasses,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,ad5ff229ea7d0431196771d8cb85c799f625d878c88c4035873622ee473f958b,10,6,6,11520,69120,10402,11520,0,9786,9786
RISE,RISE_S003,glasses,light_glasses,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,ad5ff229ea7d0431196771d8cb85c799f625d878c88c4035873622ee473f958b,10,6,6,11520,69120,10431,11520,0,9781,9781
RISE,RISE_S004,glasses,light_glasses,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,ad5ff229ea7d0431196771d8cb85c799f625d878c88c4035873622ee473f958b,10,6,6,11460,68760,10785,11460,0,9662,9662
RISE,RISE_S005,glasses,light_glasses,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,ad5ff229ea7d0431196771d8cb85c799f625d878c88c4035873622ee473f958b,10,6,6,11520,69120,9970,11520,0,9856,9856
RISE,RISE_S006,glasses,light_glasses,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,ad5ff229ea7d0431196771d8cb85c799f625d878c88c4035873622ee473f958b,10,6,6,11520,69120,9906,11520,0,9869,9869
RISE,RISE_S007,glasses,light_glasses,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,ad5ff229ea7d0431196771d8cb85c799f625d878c88c4035873622ee473f958b,10,6,6,11520,69120,10481,11520,0,9773,9773
RISE,RISE_S008,glasses,light_glasses,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,ad5ff229ea7d0431196771d8cb85c799f625d878c88c4035873622ee473f958b,10,6,6,11520,69120,9110,11520,0,10001,10001
RISE,RISE_S009,glasses,light_glasses,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,ad5ff229ea7d0431196771d8cb85c799f625d878c88c4035873622ee473f958b,10,6,6,11520,69120,10940,11520,0,9696,9696
RISE,RISE_S010,glasses,light_glasses,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,ad5ff229ea7d0431196771d8cb85c799f625d878c88c4035873622ee473f958b,10,6,6,11520,69120,10041,11520,0,9846,9846
RISE,RISE_S011,glasses,light_glasses,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,ad5ff229ea7d0431196771d8cb85c799f625d878c88c4035873622ee473f958b,1,60,60,2880,172800,69676,2880,0,1717,1717
RISE,RISE_S012,glasses,light_glasses,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,ad5ff229ea7d0431196771d8cb85c799f625d878c88c4035873622ee473f958b,10,6,6,12960,77760,8940,12960,0,11469,11469
RISE,RISE_S013,glasses,light_glasses,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,ad5ff229ea7d0431196771d8cb85c799f625d878c88c4035873622ee473f958b,10,6,6,11520,69120,10033,11520,0,9847,9847
RISE,RISE_S016,glasses,light_glasses,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,ad5ff229ea7d0431196771d8cb85c799f625d878c88c4035873622ee473f958b,10,6,6,11520,69120,10245,11520,0,9811,9811
RISE,RISE_S001,chest,light_chest,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72,10,6,6,11520,69120,10378,11520,0,9789,9789
RISE,RISE_S002,chest,light_chest,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72,10,6,6,11520,69120,10403,11520,0,9785,9785
RISE,RISE_S003,chest,light_chest,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72,10,6,6,11520,69120,10432,11520,0,9781,9781
RISE,RISE_S004,chest,light_chest,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72,10,6,6,11460,68760,10786,11460,0,9662,9662
RISE,RISE_S005,chest,light_chest,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72,10,6,6,11520,69120,9958,11520,0,9859,9859
RISE,RISE_S006,chest,light_chest,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72,10,6,6,11520,69120,9907,11520,0,9868,9868
RISE,RISE_S007,chest,light_chest,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72,10,6,6,11520,69120,10482,11520,0,9772,9772
RISE,RISE_S008,chest,light_chest,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72,10,6,6,11520,69120,9111,11520,0,10001,10001
RISE,RISE_S009,chest,light_chest,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72,10,6,6,11520,69120,10945,11520,0,9695,9695
RISE,RISE_S010,chest,light_chest,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72,10,6,6,11520,69120,10042,11520,0,9845,9845
RISE,RISE_S011,chest,light_chest,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72,10,6,6,11520,69120,9547,11520,0,9928,9928
RISE,RISE_S012,chest,light_chest,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72,10,6,6,12960,77760,8941,12960,0,11469,11469
RISE,RISE_S013,chest,light_chest,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72,10,6,6,11520,69120,10034,11520,0,9847,9847
RISE,RISE_S014,chest,light_chest,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72,10,6,6,11520,69120,8695,11520,0,10070,10070
RISE,RISE_S015,chest,light_chest,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72,10,6,6,11520,69120,8054,11520,0,10177,10177
RISE,RISE_S016,chest,light_chest,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72,10,6,6,11520,69120,10246,11520,0,9811,9811
RISE,RISE_S017,chest,light_chest,12ca7139b78949ab84e0be92822d03910c1e47c8,10.5281/zenodo.18925834,070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72,10,6,6,11520,69120,10389,11520,0,9788,9788
THUAS,THUAS_S001,glasses,light_glasses,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,51025e37bad8516558845d177ac0d00a1c3bf8357b518448aa24d4ff8d6f56e7,10,6,6,15840,95040,9978,15840,0,14177,14177
THUAS,THUAS_S002,glasses,light_glasses,19bf83f353e1cbdd33cd22621b2484bc3ead0c7d,10.5281/zenodo.17979893,51025e37bad8516558845d177ac0d00a1c3bf8357b518448aa24d4ff8d6f56e7,10,6,6,11520,69120,8745,11520,0,10062,10062
