"source","line","kind","label","content"
"notebooks/hypotheses/H01.qmd",1336,"table","tbl-h01-primary-publication-summary","#| label: tbl-h01-primary-publication-summary"
"notebooks/hypotheses/H01.qmd",1337,"table",,"#| tbl-cap: ""Publication summary of the primary near-eye H01 results. Exact fitted samples report italic n with participant and participant-day subscripts. For participant-day models, participant-days equal observations; the two participant-level dynamics models use one observation per participant and report participant-days as contributing-day support. All models include nine sites."""
"notebooks/hypotheses/H01.qmd",1345,"table","tbl-h01-primary-tests","#| label: tbl-h01-primary-tests"
"notebooks/hypotheses/H01.qmd",1346,"table",,"#| tbl-cap: ""Primary near-eye model-level tests with raw and vector-wide BH-adjusted p-values."""
"notebooks/hypotheses/H01.qmd",1354,"table","tbl-h01-primary-effects","#| label: tbl-h01-primary-effects"
"notebooks/hypotheses/H01.qmd",1355,"table",,"#| tbl-cap: ""Primary near-eye photoperiod and latitude effects, 95% confidence intervals, raw and BH-adjusted p-values, and exact fitted samples."""
"notebooks/hypotheses/H01.qmd",1362,"figure",,"![Primary near-eye site differences or ratios relative to the equally weighted overall site mean. Only metrics with a supported overall site test are shown. Panel A contains ratios and panel B contains differences. Every metric facet uses a symmetric scale around its null, placing 1 for ratios and 0 for differences at the same horizontal position. Filled circles with thicker 95% confidence intervals denote within-metric adjusted p below 0.050; open circles with thinner intervals denote adjusted p at least 0.050. Site labels give exact fitted observations as n.](../../artifacts/10_figures/H01/stage3/H01_stage3_site_contrasts_near_eye.png){#fig-h01-site-contrasts-near-eye fig-alt=""Two-panel near-eye forest plot. Panel A groups four ratio metrics and panel B groups four difference metrics. Within every metric facet, the dashed null line is horizontally centred: one for ratios and zero for differences. Each facet displays the nine study sites in registered north-to-south order, with the exact metric-and-site fitted observation count appended to each site label as n. Coloured filled circles with thicker horizontal 95 percent confidence intervals indicate within-metric adjusted p below 0.050; coloured open circles with thinner intervals indicate adjusted p at least 0.050."" width=""100%""}"
"notebooks/hypotheses/H01.qmd",1367,"table","tbl-h01-primary-site-deviation-matrix","#| label: tbl-h01-primary-site-deviation-matrix"
"notebooks/hypotheses/H01.qmd",1368,"table",,"#| tbl-cap: ""Primary near-eye site-specific deviations for metrics with a supported overall site test."""
"notebooks/hypotheses/H01.qmd",1374,"table","tbl-h01-primary-site-contrasts","#| label: tbl-h01-primary-site-contrasts"
"notebooks/hypotheses/H01.qmd",1375,"table",,"#| tbl-cap: ""Primary near-eye site contrasts after a supported overall site test."""
"notebooks/hypotheses/H01.qmd",1390,"table","tbl-h01-primary-r2","#| label: tbl-h01-primary-r2"
"notebooks/hypotheses/H01.qmd",1391,"table",,"#| tbl-cap: ""Primary near-eye R² and part-R² summaries with 95% joint-bootstrap intervals."""
"notebooks/hypotheses/H01.qmd",1405,"table","tbl-h01-chest-tests","#| label: tbl-h01-chest-tests"
"notebooks/hypotheses/H01.qmd",1406,"table",,"#| tbl-cap: ""Complementary chest model-level tests with raw and vector-wide BH-adjusted p-values."""
"notebooks/hypotheses/H01.qmd",1414,"table","tbl-h01-chest-effects","#| label: tbl-h01-chest-effects"
"notebooks/hypotheses/H01.qmd",1415,"table",,"#| tbl-cap: ""Complementary chest photoperiod and latitude effects, 95% confidence intervals, raw and BH-adjusted p-values, and exact fitted samples."""
"notebooks/hypotheses/H01.qmd",1422,"figure",,"![Complementary chest site differences or ratios relative to the equally weighted overall site mean. Only metrics with a supported overall site test are shown. Panel A contains ratios and panel B contains differences. Every metric facet uses a symmetric scale around its null, placing 1 for ratios and 0 for differences at the same horizontal position. Filled circles with thicker 95% confidence intervals denote within-metric adjusted p below 0.050; open circles with thinner intervals denote adjusted p at least 0.050. Site labels give exact fitted observations as n.](../../artifacts/10_figures/H01/stage3/H01_stage3_site_contrasts_chest.png){#fig-h01-site-contrasts-chest fig-alt=""Two-panel complementary chest forest plot. Panel A groups seven ratio metrics and panel B groups six difference metrics. Within every metric facet, the dashed null line is horizontally centred: one for ratios and zero for differences. Each facet displays the available study sites in registered north-to-south order, with the exact metric-and-site fitted observation count appended to each site label as n. Coloured filled circles with thicker horizontal 95 percent confidence intervals indicate within-metric adjusted p below 0.050; coloured open circles with thinner intervals indicate adjusted p at least 0.050."" width=""100%""}"
"notebooks/hypotheses/H01.qmd",1427,"table","tbl-h01-chest-site-contrasts","#| label: tbl-h01-chest-site-contrasts"
"notebooks/hypotheses/H01.qmd",1428,"table",,"#| tbl-cap: ""Complementary chest site contrasts after a supported overall site test."""
"notebooks/hypotheses/H01.qmd",1436,"table","tbl-h01-chest-r2","#| label: tbl-h01-chest-r2"
"notebooks/hypotheses/H01.qmd",1437,"table",,"#| tbl-cap: ""Complementary chest R² and part-R² summaries with 95% joint-bootstrap intervals."""
"notebooks/hypotheses/H01.qmd",1442,"figure",,"![Marginal R², conditional R², participant-associated share, and unrepresented share for near-eye and chest models. Points are estimates and horizontal lines are 95% intervals from 1,000 successful joint bootstrap refits.](../../artifacts/10_figures/H01/stage3/H01_stage3_r2_intervals.png){#fig-h01-r2-intervals fig-alt=""Two-panel forest plot for near-eye and chest models. Rows are the 17 metrics; coloured symbols and horizontal intervals show marginal R squared, conditional R squared, participant-associated share, and unrepresented share. Intervals are based on 1,000 successful joint bootstrap refits per target."" width=""100%""}"
"notebooks/hypotheses/H01.qmd",1465,"table","tbl-h01-samples-primary-near-eye","#| label: tbl-h01-samples-primary-near-eye"
"notebooks/hypotheses/H01.qmd",1466,"table",,"#| tbl-cap: ""Exact fitted samples: primary dataset, near eye, all available."""
"notebooks/hypotheses/H01.qmd",1474,"table","tbl-h01-samples-primary-chest","#| label: tbl-h01-samples-primary-chest"
"notebooks/hypotheses/H01.qmd",1475,"table",,"#| tbl-cap: ""Exact fitted samples: primary dataset, chest, all available."""
"notebooks/hypotheses/H01.qmd",1483,"table","tbl-h01-samples-primary-near-eye-matched","#| label: tbl-h01-samples-primary-near-eye-matched"
"notebooks/hypotheses/H01.qmd",1484,"table",,"#| tbl-cap: ""Exact fitted samples: primary dataset, near eye, paired/common sample."""
"notebooks/hypotheses/H01.qmd",1492,"table","tbl-h01-samples-primary-chest-matched","#| label: tbl-h01-samples-primary-chest-matched"
"notebooks/hypotheses/H01.qmd",1493,"table",,"#| tbl-cap: ""Exact fitted samples: primary dataset, chest, paired/common sample."""
"notebooks/hypotheses/H01.qmd",1501,"table","tbl-h01-samples-gap-near-eye","#| label: tbl-h01-samples-gap-near-eye"
"notebooks/hypotheses/H01.qmd",1502,"table",,"#| tbl-cap: ""Exact fitted samples: gap-timing-unaware dataset, near eye, all available."""
"notebooks/hypotheses/H01.qmd",1512,"table","tbl-h01-samples-gap-chest","#| label: tbl-h01-samples-gap-chest"
"notebooks/hypotheses/H01.qmd",1513,"table",,"#| tbl-cap: ""Exact fitted samples: gap-timing-unaware dataset, chest, all available."""
"notebooks/hypotheses/H01.qmd",1523,"table","tbl-h01-samples-gap-near-eye-matched","#| label: tbl-h01-samples-gap-near-eye-matched"
"notebooks/hypotheses/H01.qmd",1524,"table",,"#| tbl-cap: ""Exact fitted samples: gap-timing-unaware dataset, near eye, paired/common sample."""
"notebooks/hypotheses/H01.qmd",1534,"table","tbl-h01-samples-gap-chest-matched","#| label: tbl-h01-samples-gap-chest-matched"
"notebooks/hypotheses/H01.qmd",1535,"table",,"#| tbl-cap: ""Exact fitted samples: gap-timing-unaware dataset, chest, paired/common sample."""
"notebooks/hypotheses/H01.qmd",1566,"figure",,"![Model diagnostic assessment for each primary near-eye and complementary chest metric. P denotes pass, R denotes review, and a dash denotes a non-applicable check.](../../artifacts/10_figures/H01/stage3/H01_stage3_diagnostic_assessment.png){#fig-h01-diagnostic-assessment fig-alt=""Two-panel diagnostic matrix for near-eye and chest models. Rows are the 17 metrics and columns are convergence and Hessian, random-effect singularity, residual distribution, prediction bounds, construct audit, and clock-time cut. Blue P cells pass, yellow R cells require review, and grey dashes mark non-applicable checks. Convergence and Hessian checks pass throughout; review signals are concentrated in residual distribution and a small number of prediction-bound checks."" width=""100%""}"
"notebooks/hypotheses/H01.qmd",1571,"table","tbl-h01-diagnostic-assessment","#| label: tbl-h01-diagnostic-assessment"
"notebooks/hypotheses/H01.qmd",1572,"table",,"#| tbl-cap: ""Overall diagnostic assessment for each primary near-eye and complementary chest model."""
"notebooks/hypotheses/H01.qmd",1614,"table","tbl-h01-representative-diagnostics","#| label: tbl-h01-representative-diagnostics"
"notebooks/hypotheses/H01.qmd",1615,"table",,"#| tbl-cap: ""Stored diagnostic values for four representative primary near-eye review signals."""
"notebooks/hypotheses/H01.qmd",1624,"figure",,"![Residual-versus-fitted and normal Q–Q diagnostics for the primary near-eye mean melEDI Gaussian model.](../../artifacts/08_diagnostics/H01/main/glasses/all_available/daily_geometric_mean_medi_diagnostics.png){#fig-h01-diagnostic-mean-mel-edi fig-alt=""Two diagnostic panels for the primary near-eye mean melEDI Gaussian model. The residual-versus-fitted panel shows a curved smooth and increasing residual spread at higher fitted values. The normal Q–Q panel shows departures in both tails, especially the upper tail."" width=""88%""}"
"notebooks/hypotheses/H01.qmd",1630,"figure",,"![Residual-versus-fitted and normal Q–Q diagnostics for the primary near-eye calendar-day cumulative time below 10 lx melEDI before sleep Gaussian model.](../../artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_10_pre_sleep_diagnostics.png){#fig-h01-diagnostic-pre-sleep fig-alt=""Two diagnostic panels for the primary near-eye Gaussian model of calendar-day cumulative time below 10 lx melEDI before sleep. The residual-versus-fitted panel shows mild curvature and changing spread. The normal Q–Q panel shows modest departures in the tails."" width=""88%""}"
"notebooks/hypotheses/H01.qmd",1636,"figure",,"![Residual-versus-fitted and Q–Q diagnostics for the primary near-eye time above 250 lx melEDI during wake Tweedie model.](../../artifacts/08_diagnostics/H01/main/glasses/all_available/duration_above_250_wake_diagnostics.png){#fig-h01-diagnostic-wake-250 fig-alt=""Two descriptive Pearson-residual panels for the primary near-eye Tweedie model of time above 250 lx melEDI during wake. The residual-versus-fitted panel shows residual structure across the fitted range. The Q–Q panel shows tail departures; the formal review decision uses the stored simulation diagnostics in the adjacent table."" width=""88%""}"
"notebooks/hypotheses/H01.qmd",1642,"figure",,"![Residual-versus-fitted and Q–Q diagnostics for the primary near-eye time below 1 lx melEDI during sleep Tweedie model.](../../artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_1_sleep_environment_diagnostics.png){#fig-h01-diagnostic-sleep-below-1 fig-alt=""Two descriptive Pearson-residual panels for the primary near-eye Tweedie model of time below 1 lx melEDI during sleep. Residual structure and upper-tail departures are visible. The stored simulation diagnostics show the strong review signal, and some fitted predictions crossed the verified physical upper bound."" width=""88%""}"
"notebooks/hypotheses/H01.qmd",1659,"table","tbl-h01-sensitivity-classification","#| label: tbl-h01-sensitivity-classification"
"notebooks/hypotheses/H01.qmd",1660,"table",,"#| tbl-cap: ""Support-level sensitivity classification relative to the primary near-eye analysis."""
"notebooks/hypotheses/H01.qmd",1682,"table","tbl-h01-sensitivity-support","#| label: tbl-h01-sensitivity-support"
"notebooks/hypotheses/H01.qmd",1683,"table",,"#| tbl-cap: ""Supported metrics in each complete 17-test family across placement, data, and common-sample analyses."""
"notebooks/hypotheses/H01.qmd",1709,"table","tbl-h01-paired-placement","#| label: tbl-h01-paired-placement"
"notebooks/hypotheses/H01.qmd",1710,"table",,"#| tbl-cap: ""Matched paired/common-sample near-eye and chest estimands with component 95% confidence intervals and exact samples."""
"notebooks/hypotheses/H01.qmd",1760,"table","tbl-h01-l10-noon-support","#| label: tbl-h01-l10-noon-support"
"notebooks/hypotheses/H01.qmd",1761,"table",,"#| tbl-cap: ""Primary strict-after-16:00 and noon-cut sensitivity for the darkest-10-hour midpoint."""
"notebooks/hypotheses/H01.qmd",1797,"table","tbl-h01-l10-noon-effects","#| label: tbl-h01-l10-noon-effects"
"notebooks/hypotheses/H01.qmd",1798,"table",,"#| tbl-cap: ""Photoperiod and latitude effects under the darkest-10-hour midpoint clock-cut sensitivity."""
"notebooks/hypotheses/H01.qmd",1839,"table","tbl-h01-period-sensitivity","#| label: tbl-h01-period-sensitivity"
"notebooks/hypotheses/H01.qmd",1840,"table",,"#| tbl-cap: ""Exactly identified continuous-period sensitivity for the longest period above 250 lx melEDI."""
"notebooks/hypotheses/H01.qmd",1875,"table","tbl-h01-scope-sensitivity","#| label: tbl-h01-scope-sensitivity"
"notebooks/hypotheses/H01.qmd",1876,"table",,"#| tbl-cap: ""Preregistered-scope sensitivity with raw and BH-adjusted p-values."""
"notebooks/hypotheses/H01.qmd",1916,"table","tbl-h01-marginalization","#| label: tbl-h01-marginalization"
"notebooks/hypotheses/H01.qmd",1917,"table",,"#| tbl-cap: ""Equal-site and observed-sample marginalization for primary and complementary models."""
"notebooks/hypotheses/H01.qmd",1936,"table","tbl-h01-influence","#| label: tbl-h01-influence"
"notebooks/hypotheses/H01.qmd",1937,"table",,"#| tbl-cap: ""Participant-deletion influence summary for primary and complementary models."""
"notebooks/hypotheses/H01.qmd",1956,"table","tbl-h01-latitude-loo","#| label: tbl-h01-latitude-loo"
"notebooks/hypotheses/H01.qmd",1957,"table",,"#| tbl-cap: ""Leave-one-site-out latitude sensitivity for primary and complementary models."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",280,"table","tbl-h01-prep-boundary","#| label: tbl-h01-prep-boundary"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",281,"table",,"#| tbl-cap: ""Calculations performed when this page is rendered."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",292,"table",,"  gt::gt() |>"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",315,"table","tbl-h01-prep-inputs","#| label: tbl-h01-prep-inputs"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",316,"table",,"#| tbl-cap: ""Verified model-data inputs entering the H01 implementation."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",327,"table",,"  gt::gt() |>"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",379,"table","tbl-h01-prep-exclusions","#| label: tbl-h01-prep-exclusions"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",380,"table",,"#| tbl-cap: ""Reasons prepared primary-dataset records did not enter an all-available fitted model frame."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",421,"table",,"  gt::gt(groupname_col = ""Placement"") |>"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",441,"table","tbl-h01-prep-metric-contract","#| label: tbl-h01-prep-metric-contract"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",442,"table",,"#| tbl-cap: ""Outcome contract applied to the 17 H01 metrics."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",484,"table",,"  gt::gt(groupname_col = ""Category"", rowname_col = ""Metric"") |>"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",499,"table","tbl-h01-prep-construct-rules","#| label: tbl-h01-prep-construct-rules"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",500,"table",,"#| tbl-cap: ""Metric-specific rules needed to preserve the intended response constructs."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",509,"table",,"  gt::gt() |>"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",530,"table","tbl-h01-prep-scenarios","#| label: tbl-h01-prep-scenarios"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",531,"table",,"#| tbl-cap: ""H01 model-row scenarios created before fitting."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",582,"table",,"  gt::gt(groupname_col = ""Dataset"") |>"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",651,"table","tbl-h01-prep-primary-near-samples","#| label: tbl-h01-prep-primary-near-samples"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",652,"table",,"#| tbl-cap: ""Exact fitted sample for each primary near-eye outcome."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",655,"table",,"  gt::gt(rowname_col = ""Metric"") |>"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",676,"table","tbl-h01-prep-primary-chest-samples","#| label: tbl-h01-prep-primary-chest-samples"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",677,"table",,"#| tbl-cap: ""Exact fitted sample for each complementary chest outcome."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",680,"table",,"  gt::gt(rowname_col = ""Metric"") |>"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",701,"figure","fig-h01-prep-sample-support","#| label: fig-h01-prep-sample-support"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",702,"figure",,"#| fig-cap: ""Contributing participant-days for each primary near-eye and complementary chest model. Participant-level dynamics outcomes use all contributing days to form one fitted observation per participant."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",703,"figure",,"#| fig-alt: ""A horizontal dot plot shows contributing participant-days for all 17 metrics. Near-eye values range from 655 to 816 days and chest values from 743 to 902 days, with lower support for several sleep, wake, and timing metrics."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",759,"figure","fig-h01-prep-model-frame-retention","#| label: fig-h01-prep-model-frame-retention"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",760,"figure",,"#| fig-cap: ""Percentage of prepared metric rows retained in the complete site-plus-photoperiod model frame. Losses reflect outcome-specific availability and complete-case predictors; they are not post-fit exclusions."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",761,"figure",,"#| fig-alt: ""A horizontal dot plot shows model-frame retention for all 17 outcomes. Many outcomes retain all prepared rows, while sleep, wake, dose, and timing metrics retain smaller percentages. Near-eye and chest patterns are similar but not identical."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",813,"table","tbl-h01-prep-site-sample-ranges","#| label: tbl-h01-prep-site-sample-ranges"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",814,"table",,"#| tbl-cap: ""Range of fitted sample support across the 17 primary-dataset outcomes at each site."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",852,"table",,"  gt::gt(groupname_col = ""Placement"", rowname_col = ""Site"") |>"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",874,"table","tbl-h01-prep-formulas","#| label: tbl-h01-prep-formulas"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",875,"table",,"#| tbl-cap: ""Exact Wilkinson formulas supplied to the H01 fitted and comparison models."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",889,"table",,"  gt::gt(groupname_col = ""Model unit"") |>"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",905,"table","tbl-h01-prep-model-settings","#| label: tbl-h01-prep-model-settings"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",906,"table",,"#| tbl-cap: ""Model settings shared across the H01 analysis scenarios."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",920,"table",,"  gt::gt() |>"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",932,"table","tbl-h01-prep-estimands","#| label: tbl-h01-prep-estimands"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",933,"table",,"#| tbl-cap: ""H01 estimands and the operation that produces each reported quantity."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",944,"table",,"  gt::gt() |>"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",959,"table","tbl-h01-prep-multiplicity","#| label: tbl-h01-prep-multiplicity"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",960,"table",,"#| tbl-cap: ""Multiplicity families fixed for the H01 response package."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",970,"table",,"  gt::gt() |>"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",987,"table","tbl-h01-prep-bootstrap-audit","#| label: tbl-h01-prep-bootstrap-audit"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",988,"table",,"#| tbl-cap: ""Stored production-bootstrap audit across the eight H01 analysis scenarios."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1033,"table",,"  gt::gt(groupname_col = ""Dataset"") |>"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1065,"table","tbl-h01-prep-diagnostic-map","#| label: tbl-h01-prep-diagnostic-map"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1066,"table",,"#| tbl-cap: ""Stored diagnostic outputs and the question each addresses."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1077,"table",,"  gt::gt() |>"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1095,"table","tbl-h01-prep-sensitivity-map","#| label: tbl-h01-prep-sensitivity-map"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1096,"table",,"#| tbl-cap: ""H01 sensitivity analyses and what each branch changes."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1109,"table",,"  gt::gt() |>"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1124,"table","tbl-h01-prep-module-map","#| label: tbl-h01-prep-module-map"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1125,"table",,"#| tbl-cap: ""H01 function modules used by the executable analysis scripts."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1134,"table",,"  gt::gt() |>"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1146,"table","tbl-h01-prep-script-map","#| label: tbl-h01-prep-script-map"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1147,"table",,"#| tbl-cap: ""Executable H01 scripts in analytical order."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1165,"table",,"  gt::gt() |>"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1210,"table","tbl-h01-prep-manifests","#| label: tbl-h01-prep-manifests"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1211,"table",,"#| tbl-cap: ""Manifests linking H01 code to stored scientific and reporting outputs."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1236,"table",,"  gt::gt() |>"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1277,"table","tbl-h01-prep-environment","#| label: tbl-h01-prep-environment"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1278,"table",,"#| tbl-cap: ""Environment used to render this page."""
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1302,"table",,"  gt::gt() |>"
"notebooks/hypotheses/H02.qmd",792,"table","tbl-h02-model-deviations","#| label: tbl-h02-model-deviations"
"notebooks/hypotheses/H02.qmd",793,"table",,"#| tbl-cap: ""H02 estimand and model deviations from preregistration."""
"notebooks/hypotheses/H02.qmd",796,"table",,"  gt::gt(rowname_col = ""Aspect"") |>"
"notebooks/hypotheses/H02.qmd",811,"table","tbl-h02-data-deviations","#| label: tbl-h02-data-deviations"
"notebooks/hypotheses/H02.qmd",812,"table",,"#| tbl-cap: ""H02 data and implementation deviations or clarifications."""
"notebooks/hypotheses/H02.qmd",815,"table",,"  gt::gt(rowname_col = ""Aspect"") |>"
"notebooks/hypotheses/H02.qmd",905,"table","tbl-h02-near-sample","#| label: tbl-h02-near-sample"
"notebooks/hypotheses/H02.qmd",906,"table",,"#| tbl-cap: ""Exact fitted near-eye sample, overall and by site."""
"notebooks/hypotheses/H02.qmd",909,"table",,"  gt::gt(rowname_col = ""Site"") |>"
"notebooks/hypotheses/H02.qmd",930,"table","tbl-h02-near-variation","#| label: tbl-h02-near-variation"
"notebooks/hypotheses/H02.qmd",931,"table",,"#| tbl-cap: ""Near-eye fitted-curve variation and participant-to-site ratios."""
"notebooks/hypotheses/H02.qmd",934,"table",,"  gt::gt(rowname_col = ""Quantity"", groupname_col = ""Section"") |>"
"notebooks/hypotheses/H02.qmd",956,"table","tbl-h02-near-dominance","#| label: tbl-h02-near-dominance"
"notebooks/hypotheses/H02.qmd",957,"table",,"#| tbl-cap: ""Near-eye conditional Shapley allocation of in-sample model fit."""
"notebooks/hypotheses/H02.qmd",960,"table",,"  gt::gt(rowname_col = ""Component"") |>"
"notebooks/hypotheses/H02.qmd",977,"table","tbl-h02-near-relevance","#| label: tbl-h02-near-relevance"
"notebooks/hypotheses/H02.qmd",978,"table",,"#| tbl-cap: ""Near-eye participant-versus-site comparisons from the Shapley allocation."""
"notebooks/hypotheses/H02.qmd",981,"table",,"  gt::gt(rowname_col = ""Comparison"") |>"
"notebooks/hypotheses/H02.qmd",1016,"figure","fig-h02-near-patterns","#| label: fig-h02-near-patterns"
"notebooks/hypotheses/H02.qmd",1017,"figure",,"#| fig-cap: ""Daily near-eye melEDI patterns and site departures."""
"notebooks/hypotheses/H02.qmd",1018,"figure",,"#| fig-alt: ""Four-panel near-eye daily-pattern figure. Panel A shows the global time effect for 816 participant-days. Panel B shows participant curves. Panel C shows nine site curves with a participant-day count inside each site facet. Panel D shows site-to-global-time-effect factors with pointwise intervals."""
"notebooks/hypotheses/H02.qmd",1022,"figure",,"knitr::include_graphics(file.path("
"notebooks/hypotheses/H02.qmd",1032,"table","tbl-h02-near-windows","#| label: tbl-h02-near-windows"
"notebooks/hypotheses/H02.qmd",1033,"table",,"#| tbl-cap: ""Near-eye clock windows whose pointwise conditional 95% interval excludes the global time effect."""
"notebooks/hypotheses/H02.qmd",1036,"table",,"  gt::gt(rowname_col = ""Site"") |>"
"notebooks/hypotheses/H02.qmd",1049,"figure","fig-h02-near-diagnostics","#| label: fig-h02-near-diagnostics"
"notebooks/hypotheses/H02.qmd",1050,"figure",,"#| fig-cap: ""Near-eye model diagnostics."""
"notebooks/hypotheses/H02.qmd",1051,"figure",,"#| fig-alt: ""Five-panel diagnostic figure for the near-eye GAMM. Panels A to D show a normal QQ plot, residuals versus linear predictor, residual histogram, and observed versus fitted values using Pearson residuals. Panel E shows residual autocorrelation before and after the boundary-aware AR1 correction."""
"notebooks/hypotheses/H02.qmd",1055,"figure",,"knitr::include_graphics(file.path("
"notebooks/hypotheses/H02.qmd",1065,"table","tbl-h02-near-diagnostics","#| label: tbl-h02-near-diagnostics"
"notebooks/hypotheses/H02.qmd",1066,"table",,"#| tbl-cap: ""Near-eye fit and diagnostic summary."""
"notebooks/hypotheses/H02.qmd",1069,"table",,"  gt::gt(rowname_col = ""Check"") |>"
"notebooks/hypotheses/H02.qmd",1108,"table","tbl-h02-chest-sample","#| label: tbl-h02-chest-sample"
"notebooks/hypotheses/H02.qmd",1109,"table",,"#| tbl-cap: ""Exact fitted chest sample, overall and by site."""
"notebooks/hypotheses/H02.qmd",1112,"table",,"  gt::gt(rowname_col = ""Site"") |>"
"notebooks/hypotheses/H02.qmd",1133,"table","tbl-h02-chest-variation","#| label: tbl-h02-chest-variation"
"notebooks/hypotheses/H02.qmd",1134,"table",,"#| tbl-cap: ""Chest fitted-curve variation and participant-to-site ratios."""
"notebooks/hypotheses/H02.qmd",1137,"table",,"  gt::gt(rowname_col = ""Quantity"", groupname_col = ""Section"") |>"
"notebooks/hypotheses/H02.qmd",1158,"table","tbl-h02-chest-dominance","#| label: tbl-h02-chest-dominance"
"notebooks/hypotheses/H02.qmd",1159,"table",,"#| tbl-cap: ""Chest conditional Shapley allocation of in-sample model fit."""
"notebooks/hypotheses/H02.qmd",1162,"table",,"  gt::gt(rowname_col = ""Component"") |>"
"notebooks/hypotheses/H02.qmd",1179,"table","tbl-h02-chest-relevance","#| label: tbl-h02-chest-relevance"
"notebooks/hypotheses/H02.qmd",1180,"table",,"#| tbl-cap: ""Chest participant-versus-site comparisons from the Shapley allocation."""
"notebooks/hypotheses/H02.qmd",1183,"table",,"  gt::gt(rowname_col = ""Comparison"") |>"
"notebooks/hypotheses/H02.qmd",1199,"figure","fig-h02-chest-patterns","#| label: fig-h02-chest-patterns"
"notebooks/hypotheses/H02.qmd",1200,"figure",,"#| fig-cap: ""Daily chest melEDI patterns and site departures."""
"notebooks/hypotheses/H02.qmd",1201,"figure",,"#| fig-alt: ""Four-panel chest daily-pattern figure. Panel A shows the global time effect for 902 participant-days. Panel B shows participant curves. Panel C shows eight site curves with a participant-day count inside each site facet. Panel D shows site-to-global-time-effect factors with pointwise intervals."""
"notebooks/hypotheses/H02.qmd",1205,"figure",,"knitr::include_graphics(file.path("
