"document","manuscript_role","label","caption","source_qmd","source_line","render_html","render_anchor","html_exists","anchor_count","rendered_table_count","rendered_gt_table_count","rendered_non_gt_table_count","caption_count","figcaption_count","table_caption_count","rendered_caption","caption_matches_source","reference_resolved","aria_describedby_count","caption_relation_valid","render_locator","identifier_conforms","thead_count","tbody_count","column_header_count","body_row_count","body_cell_count","stub_cell_count","row_group_count","spanner_count","footnote_block_count","source_note_block_count","semantic_core_present","quarto_caption_owned","current_implementation","native_gt_current","publication_structure_current","manual_visual_accessibility_review_required","manual_review_scope","target_implementation","conversion_required","required_action","evidence"
"H01","supplemental-table candidate","tbl-h01-diagnostic-assessment","Overall diagnostic assessment for each primary near-eye and complementary chest model.","notebooks/hypotheses/H01.qmd",1571,"_build/nathealth/notebooks/hypotheses/H01.html","tbl-h01-diagnostic-assessment",TRUE,1,1,1,0,1,1,0,"Table 25: Overall diagnostic assessment for each primary near-eye and complementary chest model.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,36,138,34,2,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H01","supplemental-table candidate","tbl-h01-representative-diagnostics","Stored diagnostic values for four representative primary near-eye review signals.","notebooks/hypotheses/H01.qmd",1614,"_build/nathealth/notebooks/hypotheses/H01.html","tbl-h01-representative-diagnostics",TRUE,1,1,1,0,1,1,0,"Table 26: Stored diagnostic values for four representative primary near-eye review signals.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,4,20,4,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H01","supplemental-table candidate","tbl-h01-sensitivity-classification","Support-level sensitivity classification relative to the primary near-eye analysis.","notebooks/hypotheses/H01.qmd",1659,"_build/nathealth/notebooks/hypotheses/H01.html","tbl-h01-sensitivity-classification",TRUE,1,1,1,0,1,1,0,"Table 27: Support-level sensitivity classification relative to the primary near-eye analysis.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,7,35,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H01","supplemental-table candidate","tbl-h01-sensitivity-support","Supported metrics in each complete 17-test family across placement, data, and common-sample analyses.","notebooks/hypotheses/H01.qmd",1682,"_build/nathealth/notebooks/hypotheses/H01.html","tbl-h01-sensitivity-support",TRUE,1,1,1,0,1,1,0,"Table 28: Supported metrics in each complete 17-test family across placement, data, and common-sample analyses.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,40,168,0,8,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H01","supplemental-table candidate","tbl-h01-paired-placement","Matched paired/common-sample near-eye and chest estimands with component 95% confidence intervals and exact samples.","notebooks/hypotheses/H01.qmd",1709,"_build/nathealth/notebooks/hypotheses/H01.html","tbl-h01-paired-placement",TRUE,1,1,1,0,1,1,0,"Table 29: Matched paired/common-sample near-eye and chest estimands with component 95% confidence intervals and exact samples.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,8,32,242,0,2,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H01","supplemental-table candidate","tbl-h01-l10-noon-support","Primary strict-after-16:00 and noon-cut sensitivity for the darkest-10-hour midpoint.","notebooks/hypotheses/H01.qmd",1760,"_build/nathealth/notebooks/hypotheses/H01.html","tbl-h01-l10-noon-support",TRUE,1,1,1,0,1,1,0,"Table 30: Primary strict-after-16:00 and noon-cut sensitivity for the darkest-10-hour midpoint.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,18,82,0,2,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H01","supplemental-table candidate","tbl-h01-l10-noon-effects","Photoperiod and latitude effects under the darkest-10-hour midpoint clock-cut sensitivity.","notebooks/hypotheses/H01.qmd",1797,"_build/nathealth/notebooks/hypotheses/H01.html","tbl-h01-l10-noon-effects",TRUE,1,1,1,0,1,1,0,"Table 31: Photoperiod and latitude effects under the darkest-10-hour midpoint clock-cut sensitivity.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,6,18,0,2,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H01","supplemental-table candidate","tbl-h01-period-sensitivity","Exactly identified continuous-period sensitivity for the longest period above 250 lx melEDI.","notebooks/hypotheses/H01.qmd",1839,"_build/nathealth/notebooks/hypotheses/H01.html","tbl-h01-period-sensitivity",TRUE,1,1,1,0,1,1,0,"Table 32: Exactly identified continuous-period sensitivity for the longest period above 250 lx melEDI.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,9,8,72,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H01","supplemental-table candidate","tbl-h01-scope-sensitivity","Preregistered-scope sensitivity with raw and BH-adjusted p-values.","notebooks/hypotheses/H01.qmd",1875,"_build/nathealth/notebooks/hypotheses/H01.html","tbl-h01-scope-sensitivity",TRUE,1,1,1,0,1,1,0,"Table 33: Preregistered-scope sensitivity with raw and BH-adjusted p-values.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,57,281,0,1,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H01","supplemental-table candidate","tbl-h01-marginalization","Equal-site and observed-sample marginalization for primary and complementary models.","notebooks/hypotheses/H01.qmd",1916,"_build/nathealth/notebooks/hypotheses/H01.html","tbl-h01-marginalization",TRUE,1,1,1,0,1,1,0,"Table 34: Equal-site and observed-sample marginalization for primary and complementary models.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,36,138,34,2,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H01","supplemental-table candidate","tbl-h01-influence","Participant-deletion influence summary for primary and complementary models.","notebooks/hypotheses/H01.qmd",1936,"_build/nathealth/notebooks/hypotheses/H01.html","tbl-h01-influence",TRUE,1,1,1,0,1,1,0,"Table 35: Participant-deletion influence summary for primary and complementary models.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,36,206,34,2,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H01","supplemental-table candidate","tbl-h01-latitude-loo","Leave-one-site-out latitude sensitivity for primary and complementary models.","notebooks/hypotheses/H01.qmd",1956,"_build/nathealth/notebooks/hypotheses/H01.html","tbl-h01-latitude-loo",TRUE,1,1,1,0,1,1,0,"Table 36: Leave-one-site-out latitude sensitivity for primary and complementary models.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,36,206,34,2,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H02","supplemental-table candidate","tbl-h02-model-deviations","H02 estimand and model deviations from preregistration.","notebooks/hypotheses/H02.qmd",792,"_build/nathealth/notebooks/hypotheses/H02.html","tbl-h02-model-deviations",TRUE,1,1,1,0,1,1,0,"Table 1: H02 estimand and model deviations from preregistration.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,7,28,7,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H02","supplemental-table candidate","tbl-h02-data-deviations","H02 data and implementation deviations or clarifications.","notebooks/hypotheses/H02.qmd",811,"_build/nathealth/notebooks/hypotheses/H02.html","tbl-h02-data-deviations",TRUE,1,1,1,0,1,1,0,"Table 2: H02 data and implementation deviations or clarifications.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,6,24,6,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H02","supplemental-table candidate","tbl-h02-near-sample","Exact fitted near-eye sample, overall and by site.","notebooks/hypotheses/H02.qmd",905,"_build/nathealth/notebooks/hypotheses/H02.html","tbl-h02-near-sample",TRUE,1,1,1,0,1,1,0,"Table 3: Exact fitted near-eye sample, overall and by site.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,10,60,10,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H02","main-table component","tbl-h02-near-variation","Near-eye fitted-curve variation and participant-to-site ratios.","notebooks/hypotheses/H02.qmd",930,"_build/nathealth/notebooks/hypotheses/H02.html","tbl-h02-near-variation",TRUE,1,1,1,0,1,1,0,"Table 4: Near-eye fitted-curve variation and participant-to-site ratios.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,3,8,20,6,2,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H02","supplemental-table candidate","tbl-h02-near-dominance","Near-eye conditional Shapley allocation of in-sample model fit.","notebooks/hypotheses/H02.qmd",956,"_build/nathealth/notebooks/hypotheses/H02.html","tbl-h02-near-dominance",TRUE,1,1,1,0,1,1,0,"Table 5: Near-eye conditional Shapley allocation of in-sample model fit.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,3,4,12,4,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H02","supplemental-table candidate","tbl-h02-near-relevance","Near-eye participant-versus-site comparisons from the Shapley allocation.","notebooks/hypotheses/H02.qmd",977,"_build/nathealth/notebooks/hypotheses/H02.html","tbl-h02-near-relevance",TRUE,1,1,1,0,1,1,0,"Table 6: Near-eye participant-versus-site comparisons from the Shapley allocation.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,2,3,6,3,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H02","supplemental-table candidate","tbl-h02-near-windows","Near-eye clock windows whose pointwise conditional 95% interval excludes the global time effect.","notebooks/hypotheses/H02.qmd",1032,"_build/nathealth/notebooks/hypotheses/H02.html","tbl-h02-near-windows",TRUE,1,1,1,0,1,1,0,"Table 7: Near-eye clock windows whose pointwise conditional 95% interval excludes the global time effect.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,2,9,18,9,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H02","supplemental-table candidate","tbl-h02-near-diagnostics","Near-eye fit and diagnostic summary.","notebooks/hypotheses/H02.qmd",1065,"_build/nathealth/notebooks/hypotheses/H02.html","tbl-h02-near-diagnostics",TRUE,1,1,1,0,1,1,0,"Table 8: Near-eye fit and diagnostic summary.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,3,8,24,8,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H02","supplemental-table candidate","tbl-h02-chest-sample","Exact fitted chest sample, overall and by site.","notebooks/hypotheses/H02.qmd",1108,"_build/nathealth/notebooks/hypotheses/H02.html","tbl-h02-chest-sample",TRUE,1,1,1,0,1,1,0,"Table 9: Exact fitted chest sample, overall and by site.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,9,54,9,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H02","supplemental-table candidate","tbl-h02-chest-variation","Chest fitted-curve variation and participant-to-site ratios.","notebooks/hypotheses/H02.qmd",1133,"_build/nathealth/notebooks/hypotheses/H02.html","tbl-h02-chest-variation",TRUE,1,1,1,0,1,1,0,"Table 10: Chest fitted-curve variation and participant-to-site ratios.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,3,8,20,6,2,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H02","supplemental-table candidate","tbl-h02-chest-dominance","Chest conditional Shapley allocation of in-sample model fit.","notebooks/hypotheses/H02.qmd",1158,"_build/nathealth/notebooks/hypotheses/H02.html","tbl-h02-chest-dominance",TRUE,1,1,1,0,1,1,0,"Table 11: Chest conditional Shapley allocation of in-sample model fit.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,3,4,12,4,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H02","supplemental-table candidate","tbl-h02-chest-relevance","Chest participant-versus-site comparisons from the Shapley allocation.","notebooks/hypotheses/H02.qmd",1179,"_build/nathealth/notebooks/hypotheses/H02.html","tbl-h02-chest-relevance",TRUE,1,1,1,0,1,1,0,"Table 12: Chest participant-versus-site comparisons from the Shapley allocation.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,2,3,6,3,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H02","supplemental-table candidate","tbl-h02-chest-windows","Chest clock windows whose pointwise conditional 95% interval excludes the global time effect.","notebooks/hypotheses/H02.qmd",1215,"_build/nathealth/notebooks/hypotheses/H02.html","tbl-h02-chest-windows",TRUE,1,1,1,0,1,1,0,"Table 13: Chest clock windows whose pointwise conditional 95% interval excludes the global time effect.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,2,8,16,8,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H02","supplemental-table candidate","tbl-h02-chest-diagnostics","Chest fit and diagnostic summary.","notebooks/hypotheses/H02.qmd",1248,"_build/nathealth/notebooks/hypotheses/H02.html","tbl-h02-chest-diagnostics",TRUE,1,1,1,0,1,1,0,"Table 14: Chest fit and diagnostic summary.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,3,8,24,8,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H02","supplemental-table candidate","tbl-h02-sensitivity","Sensitivity of participant-to-site fitted-curve dispersion ratios.","notebooks/hypotheses/H02.qmd",1385,"_build/nathealth/notebooks/hypotheses/H02.html","tbl-h02-sensitivity",TRUE,1,1,1,0,1,1,0,"Table 15: Sensitivity of participant-to-site fitted-curve dispersion ratios.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,6,30,6,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H03","supplemental-table candidate","tbl-h03-overall-samples","Exact fitted samples for the primary and complementary models.","notebooks/hypotheses/H03.qmd",406,"_build/nathealth/notebooks/hypotheses/H03.html","tbl-h03-overall-samples",TRUE,1,1,1,0,1,1,0,"Table 1: Exact fitted samples for the primary and complementary models.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,2,12,0,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H03","supplemental-table candidate","tbl-h03-category-support","Exact fitted support for every light-source category.","notebooks/hypotheses/H03.qmd",424,"_build/nathealth/notebooks/hypotheses/H03.html","tbl-h03-category-support",TRUE,1,1,1,0,1,1,0,"Table 2: Exact fitted support for every light-source category.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,16,72,0,2,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H03","supplemental-table candidate","tbl-h03-formulas","Exact formulas supplied to the primary, heterogeneity, and exploratory temporal models.","notebooks/hypotheses/H03.qmd",471,"_build/nathealth/notebooks/hypotheses/H03.html","tbl-h03-formulas",TRUE,1,1,1,0,1,1,0,"Table 3: Exact formulas supplied to the primary, heterogeneity, and exploratory temporal models.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,2,5,10,0,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H03","main-table component","tbl-h03-primary-results","Heterogeneity-model site-standardized category means and ratios to indoor electric light.","notebooks/hypotheses/H03.qmd",521,"_build/nathealth/notebooks/hypotheses/H03.html","tbl-h03-primary-results",TRUE,1,1,1,0,1,1,0,"Table 4: Heterogeneity-model site-standardized category means and ratios to indoor electric light.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,3,16,44,0,2,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H03","supplemental-table candidate","tbl-h03-omnibus","Category-association and site-heterogeneity omnibus tests.","notebooks/hypotheses/H03.qmd",599,"_build/nathealth/notebooks/hypotheses/H03.html","tbl-h03-omnibus",TRUE,1,1,1,0,1,1,0,"Table 5: Category-association and site-heterogeneity omnibus tests.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,3,6,14,0,2,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H03","supplemental-table candidate","tbl-h03-near-site-factorization","Near-eye category effects and site-specific deviations in one factorized display.","notebooks/hypotheses/H03.qmd",652,"_build/nathealth/notebooks/hypotheses/H03.html","tbl-h03-near-site-factorization",TRUE,1,1,1,0,1,1,0,"Table 6: Near-eye category effects and site-specific deviations in one factorized display.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,8,11,88,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H03","supplemental-table candidate","tbl-h03-fixed-r2","Descriptive R² and hierarchy-respecting allocation for the heterogeneity model.","notebooks/hypotheses/H03.qmd",861,"_build/nathealth/notebooks/hypotheses/H03.html","tbl-h03-fixed-r2",TRUE,1,1,1,0,1,1,0,"Table 7: Descriptive R² and hierarchy-respecting allocation for the heterogeneity model.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,8,38,0,2,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
