"source","line","text","target","target_kind"
"notebooks/hypotheses/H05.qmd",1740,"leave-one-site-out analysis","../../artifacts/09_tables/H05/H05_leave_one_site_out_summary.csv","other"
"notebooks/hypotheses/H05.qmd",1741,"gap-timing-unaware dataset","../../artifacts/11_source_data/H05/H05_gap_timing_unaware_dataset.csv","other"
"notebooks/hypotheses/H05.qmd",1742,"gap-timing-unaware matched MDER placement comparison","../../artifacts/09_tables/H05/H05_mder_metric010_gap_paired_placement_comparison.csv","other"
"notebooks/hypotheses/H05.qmd",1743,"exactly identified longest-period analysis","../../artifacts/09_tables/H05/H05_exactly_identified_longest_bout_sensitivity.csv","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",241,"H05 results report","../../../notebooks/hypotheses/H05.html","internal_html"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",558,"figure source data","../../../artifacts/11_source_data/H05/H05_preparation_leba_score_distribution.csv","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",700,"exact table source","../../../artifacts/11_source_data/H05/H05_preparation_sample_support.csv","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",759,"paired source data","../../../artifacts/11_source_data/H05/H05_preparation_sample_support.csv","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",854,"exact source data","../../../artifacts/11_source_data/H05/H05_preparation_site_support_summary.csv","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",856,"metric-by-site source","../../../artifacts/11_source_data/H05/H05_preparation_site_support.csv","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1067,"numerical-zero decision","../../../audit/decisions/l10_numerical_zero_normalization.md","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1152,"L10 artifact-update manifest","../../../artifacts/12_manifests/H05/H05_metric011_artifact_update_manifest.csv","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1382,"upper-tail summary","../../../artifacts/08_diagnostics/H05/H05_mder_metric010_upper_tail_summary.csv","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1383,"influence-refit record","../../../artifacts/08_diagnostics/H05/H05_mder_metric010_influence_refits.csv","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1384,"bounded reconciliation","../../../artifacts/12_manifests/H05/H05_metric010_reconciliation.csv","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1390,"gap influence record","../../../artifacts/08_diagnostics/H05/H05_mder_metric010_gap_influence_refits.csv","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1390,"paired/common comparison","../../../artifacts/09_tables/H05/H05_mder_metric010_gap_paired_placement_comparison.csv","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1390,"16-check reseal reconciliation","../../../artifacts/12_manifests/H05/H05_metric010_gap_reseal_reconciliation.csv","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1579,"H05_paired_effect_comparison_data.csv","../../../artifacts/11_source_data/H05/H05_paired_effect_comparison_data.csv","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1585,"paired/common placement comparison","../../../artifacts/09_tables/H05/H05_paired_placement_comparison.csv","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1586,"random-site analysis","../../../artifacts/09_tables/H05/H05_random_site_sensitivity.csv","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1587,"leave-one-site-out analysis","../../../artifacts/09_tables/H05/H05_leave_one_site_out_summary.csv","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1588,"gap-timing-unaware analysis","../../../artifacts/09_tables/H05/H05_manuscript_prepared_comparison.csv","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1589,"gap-timing-unaware matched MDER placement comparison","../../../artifacts/09_tables/H05/H05_mder_metric010_gap_paired_placement_comparison.csv","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1590,"exactly identified longest-period analysis","../../../artifacts/09_tables/H05/H05_exactly_identified_longest_bout_sensitivity.csv","other"
"audit/hypotheses/H05/H05_analysis_preparation.qmd",1753,"H05 results report","../../../notebooks/hypotheses/H05.html","internal_html"
"notebooks/hypotheses/H06.qmd",664,"Source CSV","../../artifacts/11_source_data/H06/H06_reader_primary_effects_figure.csv","other"
"notebooks/hypotheses/H06.qmd",678,"Source CSV","../../artifacts/11_source_data/H06/H06_stage3_site_specific_significance_screen_figure.csv","other"
"notebooks/hypotheses/H06.qmd",991,"Site-specific results CSV","../../artifacts/09_tables/H06/H06_stage3_site_specific_significance_screen.csv","other"
"notebooks/hypotheses/H06.qmd",993,"Site-to-average deviation source CSV","../../artifacts/11_source_data/H06/H06_primary_work_free_site_deviations.csv","other"
"notebooks/hypotheses/H06.qmd",1074,"Source CSV","../../artifacts/11_source_data/H06/H06_paired_placement_effects_figure.csv","other"
"notebooks/hypotheses/H06.qmd",1240,"Source CSV","../../artifacts/11_source_data/H06/H06_primary_residual_clock_figure.csv","other"
"notebooks/hypotheses/H06.qmd",1350,"Curve source CSV","../../artifacts/11_source_data/H06/H06_reader_temporal_day_type_curves.csv","other"
"notebooks/hypotheses/H06.qmd",1351,"Ratio source CSV","../../artifacts/11_source_data/H06/H06_reader_temporal_day_type_ratios.csv","other"
"notebooks/hypotheses/H06.qmd",1352,"Support source CSV","../../artifacts/11_source_data/H06/H06_reader_temporal_day_type_support.csv","other"
"notebooks/hypotheses/H06.qmd",1365,"Curve source CSV","../../artifacts/11_source_data/H06/H06_reader_temporal_activity_curves.csv","other"
"notebooks/hypotheses/H06.qmd",1366,"Ratio source CSV","../../artifacts/11_source_data/H06/H06_reader_temporal_activity_ratios.csv","other"
"notebooks/hypotheses/H06.qmd",1367,"Support source CSV","../../artifacts/11_source_data/H06/H06_reader_temporal_activity_support.csv","other"
"audit/hypotheses/H06/H06_analysis_preparation.qmd",276,"H06 results","../../../notebooks/hypotheses/H06.html","internal_html"
"audit/hypotheses/H06/H06_analysis_preparation.qmd",692,"Response-distribution source CSV","../../../artifacts/11_source_data/H06/H06_preparation_response_distribution.csv","other"
"audit/hypotheses/H06/H06_analysis_preparation.qmd",776,"Site-by-category source CSV","../../../artifacts/11_source_data/H06/H06_preparation_site_day_activity_support.csv","other"
"audit/hypotheses/H06/H06_analysis_preparation.qmd",879,"Clock-support source CSV","../../../artifacts/11_source_data/H06/H06_preparation_clock_day_activity_support.csv","other"
"audit/hypotheses/H06/H06_analysis_preparation.qmd",910,"Participant-day support CSV","../../../artifacts/11_source_data/H06/H06_preparation_participant_day_support.csv","other"
"audit/hypotheses/H06/H06_analysis_preparation.qmd",1407,"H06 results","../../../notebooks/hypotheses/H06.html","internal_html"
"notebooks/hypotheses/H07.qmd",774,"source data","../../artifacts/09_tables/H07/H07_main_samples.csv","other"
"notebooks/hypotheses/H07.qmd",811,"smooth source data","../../artifacts/09_tables/H07/H07_main_curve_points.csv","other"
"notebooks/hypotheses/H07.qmd",812,"derivative source data","../../artifacts/09_tables/H07/H07_revised_derivative_points.csv","other"
"notebooks/hypotheses/H07.qmd",813,"figure settings","../../artifacts/09_tables/H07/H07_revised_paired_figure_settings.csv","other"
"notebooks/hypotheses/H07.qmd",1107,"H07 analysis preparation and provenance companion","../../audit/hypotheses/H07/H07_analysis_preparation.html","internal_html"
"audit/hypotheses/H07/H07_analysis_preparation.qmd",420,"H07 results report","../../../notebooks/hypotheses/H07.html","internal_html"
"audit/hypotheses/H07/H07_analysis_preparation.qmd",539,"METRIC-011 reconciliation summary","../../../artifacts/12_manifests/H07/H07_METRIC-011_reconciliation_summary.csv","other"
"audit/hypotheses/H07/H07_analysis_preparation.qmd",568,"Input-identity source data","../../../artifacts/11_source_data/H07/preparation/H07_preparation_input_identities.csv","other"
"audit/hypotheses/H07/H07_analysis_preparation.qmd",592,"Frame-integrity source data","../../../artifacts/11_source_data/H07/preparation/H07_preparation_frame_integrity.csv","other"
"audit/hypotheses/H07/H07_analysis_preparation.qmd",659,"Metric-sample source data","../../../artifacts/11_source_data/H07/preparation/H07_preparation_sample_support.csv","other"
"audit/hypotheses/H07/H07_analysis_preparation.qmd",682,"Site-range source data","../../../artifacts/11_source_data/H07/preparation/H07_preparation_site_photoperiod_ranges.csv","other"
"audit/hypotheses/H07/H07_analysis_preparation.qmd",717,"All metric-specific site-support source data","../../../artifacts/11_source_data/H07/preparation/H07_preparation_site_support.csv","other"
"audit/hypotheses/H07/H07_analysis_preparation.qmd",823,"Formula-registry source data","../../../artifacts/11_source_data/H07/preparation/H07_preparation_formula_registry.csv","other"
"audit/hypotheses/H07/H07_analysis_preparation.qmd",1236,"H07 results report","../../../notebooks/hypotheses/H07.html","internal_html"
"notebooks/hypotheses/H08.qmd",297,"METRIC-011","../../audit/decisions/l10_numerical_zero_normalization.md","other"
"notebooks/hypotheses/H08.qmd",303,"reconciliation","../../artifacts/12_manifests/H08/H08_metric011_reconciliation.csv","other"
"notebooks/hypotheses/H08.qmd",479,"source data","../../artifacts/06_model_data/H08/H08_model_frame_index.csv","other"
"notebooks/hypotheses/H08.qmd",480,"site-specific cells","../../artifacts/06_model_data/H08/H08_model_frame_by_site.csv","other"
"notebooks/hypotheses/H08.qmd",519,"figure source data","../../artifacts/11_source_data/H08/H08_near_eye_effects_data.csv","other"
"notebooks/hypotheses/H08.qmd",520,"complete numerical result table","../../artifacts/09_tables/H08/H08_model_results_master.csv","other"
"notebooks/hypotheses/H08.qmd",594,"Chest figure source data","../../artifacts/11_source_data/H08/H08_chest_effects_data.csv","other"
"notebooks/hypotheses/H08.qmd",641,"site-slope source table","../../artifacts/09_tables/H08/H08_site_specific_slopes.csv","other"
"notebooks/hypotheses/H08.qmd",701,"Paired-placement figure and table source data","../../artifacts/11_source_data/H08/H08_paired_placement_effects_data.csv","other"
"notebooks/hypotheses/H08.qmd",812,"complete diagnostic table","../../artifacts/08_diagnostics/H08/H08_model_diagnostics.csv","other"
"notebooks/hypotheses/H08.qmd",813,"adequacy-figure source data","../../artifacts/11_source_data/H08/H08_near_eye_model_adequacy_data.csv","other"
"notebooks/hypotheses/H08.qmd",851,"participant-influence screen","../../artifacts/08_diagnostics/H08/H08_participant_influence_screen.csv","other"
"notebooks/hypotheses/H08.qmd",969,"Dataset-sensitivity figure source data","../../artifacts/11_source_data/H08/H08_gap_common_sample_effects_data.csv","other"
"notebooks/hypotheses/H08.qmd",970,"complete comparison table","../../artifacts/09_tables/H08/H08_gap_timing_unaware_sensitivity.csv","other"
"notebooks/hypotheses/H08.qmd",1069,"photoperiod-adjusted","../../artifacts/09_tables/H08/H08_photoperiod_sensitivity.csv","other"
"notebooks/hypotheses/H08.qmd",1071,"participant-summary","../../artifacts/09_tables/H08/H08_participant_summary_sensitivity.csv","other"
"notebooks/hypotheses/H08.qmd",1127,"longest-period","../../artifacts/09_tables/H08/H08_exactly_identified_longest_period_sensitivity.csv","other"
"notebooks/hypotheses/H08.qmd",1128,"observed-dose","../../artifacts/09_tables/H08/H08_observed_dose_sensitivity.csv","other"
"notebooks/hypotheses/H08.qmd",1149,"H08 analysis preparation and provenance companion","../../audit/hypotheses/H08/H08_analysis_preparation.html","internal_html"
"notebooks/hypotheses/H08.qmd",1155,"master result table","../../artifacts/09_tables/H08/H08_model_results_master.csv","other"
"notebooks/hypotheses/H08.qmd",1156,"METRIC-011 result comparison","../../artifacts/09_tables/H08/H08_metric011_result_comparison.csv","other"
"notebooks/hypotheses/H08.qmd",1157,"complete-family recalculation record","../../artifacts/09_tables/H08/H08_metric011_bh_recalculation.csv","other"
"notebooks/hypotheses/H08.qmd",1158,"figure manifest and alt text","../../artifacts/12_manifests/H08/H08_figure_manifest.csv","other"
"audit/hypotheses/H08/H08_analysis_preparation.qmd",236,"H08 results report","../../../notebooks/hypotheses/H08.html","internal_html"
"audit/hypotheses/H08/H08_analysis_preparation.qmd",463,"METRIC-011 decision","../../decisions/l10_numerical_zero_normalization.md","other"
"audit/hypotheses/H08/H08_analysis_preparation.qmd",492,"result comparison","../../../artifacts/09_tables/H08/H08_metric011_result_comparison.csv","other"
"audit/hypotheses/H08/H08_analysis_preparation.qmd",493,"BH recalculation","../../../artifacts/09_tables/H08/H08_metric011_bh_recalculation.csv","other"
"audit/hypotheses/H08/H08_analysis_preparation.qmd",494,"protected-scope reconciliation","../../../artifacts/12_manifests/H08/H08_metric011_reconciliation.csv","other"
"audit/hypotheses/H08/H08_analysis_preparation.qmd",562,"figure source data","../../../artifacts/11_source_data/H08/H08_preparation_vlsq_score_distribution.csv","other"
"audit/hypotheses/H08/H08_analysis_preparation.qmd",564,"site-specific score support","../../../artifacts/11_source_data/H08/H08_preparation_vlsq_site_support.csv","other"
"audit/hypotheses/H08/H08_analysis_preparation.qmd",660,"availability source","../../../artifacts/11_source_data/H08/H08_preparation_metric_availability.csv","other"
"audit/hypotheses/H08/H08_analysis_preparation.qmd",710,"exact table source","../../../artifacts/11_source_data/H08/H08_preparation_sample_support.csv","other"
"audit/hypotheses/H08/H08_analysis_preparation.qmd",767,"exact source data","../../../artifacts/11_source_data/H08/H08_preparation_sample_support.csv","other"
"audit/hypotheses/H08/H08_analysis_preparation.qmd",865,"exact source data","../../../artifacts/11_source_data/H08/H08_preparation_site_support_summary.csv","other"
"audit/hypotheses/H08/H08_analysis_preparation.qmd",867,"metric-by-site source","../../../artifacts/11_source_data/H08/H08_preparation_site_support.csv","other"
"audit/hypotheses/H08/H08_analysis_preparation.qmd",1068,"complete diagnostic table","../../../artifacts/08_diagnostics/H08/H08_model_diagnostics.csv","other"
"audit/hypotheses/H08/H08_analysis_preparation.qmd",1069,"participant-influence screen","../../../artifacts/08_diagnostics/H08/H08_participant_influence_screen.csv","other"
"audit/hypotheses/H08/H08_analysis_preparation.qmd",1131,"preparation comparison","../../../artifacts/09_tables/H08/H08_gap_timing_unaware_sensitivity.csv","other"
"audit/hypotheses/H08/H08_analysis_preparation.qmd",1132,"photoperiod adjustment","../../../artifacts/09_tables/H08/H08_photoperiod_sensitivity.csv","other"
"audit/hypotheses/H08/H08_analysis_preparation.qmd",1133,"participant summaries","../../../artifacts/09_tables/H08/H08_participant_summary_sensitivity.csv","other"
"audit/hypotheses/H08/H08_analysis_preparation.qmd",1134,"exactly identified longest period","../../../artifacts/09_tables/H08/H08_exactly_identified_longest_period_sensitivity.csv","other"
"audit/hypotheses/H08/H08_analysis_preparation.qmd",1135,"observed melEDI dose","../../../artifacts/09_tables/H08/H08_observed_dose_sensitivity.csv","other"
"audit/hypotheses/H08/H08_analysis_preparation.qmd",1283,"H08 results report","../../../notebooks/hypotheses/H08.html","internal_html"
"notebooks/hypotheses/H09.qmd",470,"Primary effect figure source data","../../artifacts/11_source_data/H09/H09_primary_effects_data.csv","other"
"notebooks/hypotheses/H09.qmd",471,"complete numerical results","../../artifacts/09_tables/H09/H09_model_results_master.csv","other"
"notebooks/hypotheses/H09.qmd",536,"descriptive site-specific slopes and 95% intervals","../../artifacts/09_tables/H09/H09_site_specific_slopes.csv","other"
"notebooks/hypotheses/H09.qmd",599,"Paired-placement source data","../../artifacts/11_source_data/H09/H09_paired_placement_effects_data.csv","other"
"notebooks/hypotheses/H09.qmd",693,"complete assessment registry","../../artifacts/08_diagnostics/H09/H09_diagnostic_assessment_registry.csv","other"
"notebooks/hypotheses/H09.qmd",694,"visual-adjudication mapping","../../artifacts/08_diagnostics/H09/H09_diagnostic_author_adjudication.csv","other"
"notebooks/hypotheses/H09.qmd",695,"participant-influence summary","../../artifacts/08_diagnostics/H09/H09_participant_influence_summary.csv","other"
"notebooks/hypotheses/H09.qmd",696,"leave-one-site-out summary","../../artifacts/08_diagnostics/H09/H09_leave_one_site_out_summary.csv","other"
"notebooks/hypotheses/H09.qmd",753,"complete dataset-sensitivity table","../../artifacts/09_tables/H09/H09_gap_timing_unaware_sensitivity.csv","other"
"notebooks/hypotheses/H09.qmd",858,"Photoperiod","../../artifacts/09_tables/H09/H09_photoperiod_sensitivity.csv","other"
"notebooks/hypotheses/H09.qmd",859,"participant-summary","../../artifacts/09_tables/H09/H09_participant_summary_sensitivity.csv","other"
"notebooks/hypotheses/H09.qmd",860,"continuous-time AR(1)","../../artifacts/09_tables/H09/H09_ar1_sensitivity.csv","other"
"notebooks/hypotheses/H09.qmd",861,"L10 clock-cut","../../artifacts/09_tables/H09/H09_l10_cut_sensitivity.csv","other"
"notebooks/hypotheses/H09.qmd",862,"mean-timing","../../artifacts/09_tables/H09/H09_fifth_outcome_sensitivity.csv","other"
"notebooks/hypotheses/H09.qmd",894,"analysis-preparation and provenance companion","../../audit/hypotheses/H09/H09_analysis_preparation.html","internal_html"
"notebooks/hypotheses/H09.qmd",896,"master result table","../../artifacts/09_tables/H09/H09_model_results_master.csv","other"
"notebooks/hypotheses/H09.qmd",897,"complete diagnostic registry","../../artifacts/08_diagnostics/H09/H09_diagnostic_assessment_registry.csv","other"
"notebooks/hypotheses/H09.qmd",898,"figure manifest and alt text","../../artifacts/12_manifests/H09/H09_figure_manifest.csv","other"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",220,"H09 results report","../../../notebooks/hypotheses/H09.html","internal_html"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",617,"model-frame index","../../../artifacts/06_model_data/H09/H09_model_frame_index.csv","other"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",807,"diagnostic registry","../../../artifacts/08_diagnostics/H09/H09_diagnostic_assessment_registry.csv","other"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",808,"screen-to-final mapping","../../../artifacts/08_diagnostics/H09/H09_diagnostic_author_adjudication.csv","other"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",809,"participant-influence summary","../../../artifacts/08_diagnostics/H09/H09_participant_influence_summary.csv","other"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",810,"leave-one-site-out summary","../../../artifacts/08_diagnostics/H09/H09_leave_one_site_out_summary.csv","other"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",854,"dataset preparation","../../../artifacts/09_tables/H09/H09_gap_timing_unaware_sensitivity.csv","other"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",855,"paired placement","../../../artifacts/09_tables/H09/H09_paired_placement_effects.csv","other"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",856,"within-site photoperiod","../../../artifacts/09_tables/H09/H09_photoperiod_sensitivity.csv","other"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",857,"participant summaries","../../../artifacts/09_tables/H09/H09_participant_summary_sensitivity.csv","other"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",858,"continuous-time AR(1)","../../../artifacts/09_tables/H09/H09_ar1_sensitivity.csv","other"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",859,"L10 clock cut","../../../artifacts/09_tables/H09/H09_l10_cut_sensitivity.csv","other"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",860,"registered midpoint and mean-timing estimands","../../../artifacts/09_tables/H09/H09_fifth_outcome_sensitivity.csv","other"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",1004,"figure manifest","../../../artifacts/12_manifests/H09/H09_figure_manifest.csv","other"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",1007,"reader-report manifest","../../../artifacts/12_manifests/H09/H09_stage3_artifacts.csv","other"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",1061,"package-version record","../../../artifacts/12_manifests/H09/H09_package_versions.csv","other"
"notebooks/hypotheses/H10.qmd",410,"source-data file","../../artifacts/11_source_data/H10/H10_age_site_significant_associations_data.csv","other"
"notebooks/hypotheses/H10.qmd",438,"source data","../../artifacts/11_source_data/H10/H10_primary_age_associations_data.csv","other"
"notebooks/hypotheses/H10.qmd",438,"here","../../artifacts/09_tables/H10/H10_primary_main_results.csv","other"
"notebooks/hypotheses/H10.qmd",464,"source data","../../artifacts/11_source_data/H10/H10_primary_biological_sex_associations_data.csv","other"
"notebooks/hypotheses/H10.qmd",581,"source data","../../artifacts/09_tables/H10/H10_primary_interaction_results.csv","other"
"notebooks/hypotheses/H10.qmd",581,"here","../../artifacts/09_tables/H10/H10_site_specific_effects.csv","other"
"notebooks/hypotheses/H10.qmd",628,"source data","../../artifacts/11_source_data/H10/H10_diagnostic_assessment_data.csv","other"
"notebooks/hypotheses/H10.qmd",628,"here","../../artifacts/08_diagnostics/H10/H10_primary_diagnostic_assessment.csv","other"
"notebooks/hypotheses/H10.qmd",652,"source data","../../artifacts/11_source_data/H10/H10_retained_age_core_diagnostic_data.csv","other"
"notebooks/hypotheses/H10.qmd",667,"source data","../../artifacts/11_source_data/H10/H10_retained_biological_sex_core_diagnostic_data.csv","other"
"notebooks/hypotheses/H10.qmd",667,"68-page diagnostic appendix","../../artifacts/10_figures/H10/H10_all_primary_model_core_diagnostics.pdf","other"
"notebooks/hypotheses/H10.qmd",667,"page and assessment index","../../artifacts/11_source_data/H10/H10_all_primary_core_diagnostic_index.csv","other"
"notebooks/hypotheses/H10.qmd",667,"plot data","../../artifacts/11_source_data/H10/H10_all_primary_core_diagnostic_data.csv","other"
"notebooks/hypotheses/H10.qmd",696,"source data","../../artifacts/11_source_data/H10/H10_paired_placement_effects_data.csv","other"
"notebooks/hypotheses/H10.qmd",696,"here","../../artifacts/08_diagnostics/H10/sensitivity/H10_paired_placement_main_effects.csv","other"
"notebooks/hypotheses/H10.qmd",717,"source data","../../artifacts/11_source_data/H10/H10_gap_common_sample_effects_data.csv","other"
"notebooks/hypotheses/H10.qmd",717,"here","../../artifacts/08_diagnostics/H10/sensitivity/H10_primary_gap_common_sample_effects.csv","other"
"notebooks/hypotheses/H10.qmd",721,"source data","../../artifacts/08_diagnostics/H10/sensitivity/H10_preregistered_exclusion_effects.csv","other"
"notebooks/hypotheses/H10.qmd",901,"H10 analysis preparation and provenance companion","../../audit/hypotheses/H10/H10_analysis_preparation.html","internal_html"
"audit/hypotheses/H10/H10_analysis_preparation.qmd",552,"H10 results report","../../../notebooks/hypotheses/H10.html","internal_html"
"audit/hypotheses/H10/H10_analysis_preparation.qmd",681,"input audit","../../../artifacts/06_model_data/H10/H10_input_audit.csv","other"
"audit/hypotheses/H10/H10_analysis_preparation.qmd",829,"paired source-data CSV","../../../artifacts/11_source_data/H10/H10_preparation_age_distribution_data.csv","other"
"audit/hypotheses/H10/H10_analysis_preparation.qmd",939,"paired source-data CSV","../../../artifacts/11_source_data/H10/H10_preparation_sample_support_data.csv","other"
"audit/hypotheses/H10/H10_analysis_preparation.qmd",1161,"diagnostic assessment","../../../artifacts/08_diagnostics/H10/H10_primary_diagnostic_assessment.csv","other"
"audit/hypotheses/H10/H10_analysis_preparation.qmd",1162,"participant-deletion","../../../artifacts/08_diagnostics/H10/H10_participant_deletion_influence.csv","other"
"audit/hypotheses/H10/H10_analysis_preparation.qmd",1163,"leave-one-site-out","../../../artifacts/08_diagnostics/H10/H10_leave_one_site_out_summary.csv","other"
"audit/hypotheses/H10/H10_analysis_preparation.qmd",1168,"68-page appendix","../../../artifacts/10_figures/H10/H10_all_primary_model_core_diagnostics.pdf","other"
"audit/hypotheses/H10/H10_analysis_preparation.qmd",1170,"page and assessment index","../../../artifacts/11_source_data/H10/H10_all_primary_core_diagnostic_index.csv","other"
"audit/hypotheses/H10/H10_analysis_preparation.qmd",1171,"plot data","../../../artifacts/11_source_data/H10/H10_all_primary_core_diagnostic_data.csv","other"
"audit/hypotheses/H10/H10_analysis_preparation.qmd",1345,"complete result inventory","../../../artifacts/12_manifests/H10/H10_stage3_artifacts.csv","other"
"audit/hypotheses/H10/H10_analysis_preparation.qmd",1377,"H10 results report","../../../notebooks/hypotheses/H10.html","internal_html"
"notebooks/hypotheses/H11.qmd",1136,"Residual-distribution diagnostic source data","../../artifacts/08_diagnostics/H11/stage3/H11_reader_primary_residual_summary.csv","other"
"notebooks/hypotheses/H11.qmd",1194,"H11 analysis preparation and provenance","../../audit/hypotheses/H11/H11_analysis_preparation.html","internal_html"
"notebooks/hypotheses/H11.qmd",1197,"fitted samples","../../artifacts/09_tables/H11/stage3/H11_reader_samples.csv","other"
"notebooks/hypotheses/H11.qmd",1198,"global tests","../../artifacts/09_tables/H11/stage3/H11_reader_global_tests.csv","other"
"notebooks/hypotheses/H11.qmd",1199,"level and shape decomposition","../../artifacts/09_tables/H11/stage3/H11_reader_level_shape_decomposition.csv","other"
"notebooks/hypotheses/H11.qmd",1200,"effect-size summaries","../../artifacts/09_tables/H11/stage3/H11_reader_curve_variation_effect_size.csv","other"
"notebooks/hypotheses/H11.qmd",1201,"sex-specific curves","../../artifacts/11_source_data/H11/stage3/H11_reader_sex_specific_curves.csv","other"
"notebooks/hypotheses/H11.qmd",1202,"Female-minus-Male contrasts","../../artifacts/11_source_data/H11/stage3/H11_reader_female_minus_male_contrasts.csv","other"
"notebooks/hypotheses/H11.qmd",1203,"activity-context samples","../../artifacts/09_tables/H11/stage3/H11_reader_activity_samples.csv","other"
"notebooks/hypotheses/H11.qmd",1204,"activity-context global comparisons","../../artifacts/09_tables/H11/stage3/H11_reader_activity_global_comparison.csv","other"
"notebooks/hypotheses/H11.qmd",1205,"activity-context pointwise contrasts","../../artifacts/11_source_data/H11/stage3/H11_reader_activity_female_minus_male_contrasts.csv","other"
"notebooks/hypotheses/H11.qmd",1206,"accepted-model diagnostics","../../artifacts/08_diagnostics/H11/stage3/H11_reader_diagnostic_assessment.csv","other"
"notebooks/hypotheses/H11.qmd",1207,"residual-distribution diagnostics","../../artifacts/08_diagnostics/H11/stage3/H11_reader_primary_residual_summary.csv","other"
"notebooks/hypotheses/H11.qmd",1208,"activity-context diagnostics","../../artifacts/08_diagnostics/H11/stage3/H11_reader_activity_diagnostic_assessment.csv","other"
"audit/hypotheses/H11/H11_analysis_preparation.qmd",230,"H11 results report","../../../notebooks/hypotheses/H11.html","internal_html"
"audit/hypotheses/H11/H11_analysis_preparation.qmd",320,"Full-precision input identity source data","../../../artifacts/11_source_data/H11/preparation/H11_preparation_input_identities.csv","other"
"audit/hypotheses/H11/H11_analysis_preparation.qmd",492,"Paired site-support source data","../../../artifacts/11_source_data/H11/preparation/H11_preparation_site_sex_support.csv","other"
"audit/hypotheses/H11/H11_analysis_preparation.qmd",534,"Paired untransformed distribution source data","../../../artifacts/11_source_data/H11/preparation/H11_preparation_melEDI_distribution.csv","other"
"audit/hypotheses/H11/H11_analysis_preparation.qmd",588,"Paired activity-attrition source data","../../../artifacts/11_source_data/H11/preparation/H11_preparation_activity_attrition.csv","other"
"notebooks/sensitivity_battery.qmd",25,"`manuscript_prepared_data_sensitivity.md`","../audit/decisions/manuscript_prepared_data_sensitivity.md","other"
"audit/hypotheses/implementation_result_comparison_contract.qmd",17,"`H03-H11_gated_workflow.qmd`","H03-H11_gated_workflow.qmd","dynamic_qmd"
"audit/hypotheses/implementation_result_comparison_contract.qmd",41,"`manuscript_prepared_data_sensitivity.md`","../decisions/manuscript_prepared_data_sensitivity.md","other"
"audit/hypotheses/implementation_result_comparison_contract.qmd",58,"`site_display_conventions.md`","../decisions/site_display_conventions.md","other"
"audit/hypotheses/implementation_result_comparison_contract.qmd",90,"`hypothesis_implementation_audit.csv`","../ledgers/hypothesis_implementation_audit.csv","other"
"audit/hypotheses/implementation_result_comparison_contract.qmd",97,"`hypothesis_result_comparisons.csv`","../ledgers/hypothesis_result_comparisons.csv","other"
"audit/hypotheses/implementation_result_comparison_contract.qmd",102,"`hypothesis_data_sensitivity_comparisons.csv`","../ledgers/hypothesis_data_sensitivity_comparisons.csv","other"
"audit/hypotheses/implementation_result_comparison_contract.qmd",108,"`hypothesis_comparison_status.csv`","../ledgers/hypothesis_comparison_status.csv","other"
"audit/hypotheses/implementation_result_comparison_contract.qmd",113,"`result_differences.csv`","../ledgers/result_differences.csv","other"
