"source","line","category","term","in_code","content"
"notebooks/preparation/03_reference_profiles.qmd",1222,"internal_workflow","\bartifact(s)?\b",TRUE,"      ""Every listed file is covered by the current 11-file artifact "","
"notebooks/preparation/03_reference_profiles.qmd",1223,"internal_workflow","\bmanifest\b",TRUE,"      ""manifest. Rendering writes none of them."""
"notebooks/preparation/03_reference_profiles.qmd",1226,"internal_workflow","\bartifact(s)?\b",TRUE,"  gt::fmt_markdown(columns = `Stored artifact`) |>"
"notebooks/preparation/03_reference_profiles.qmd",1228,"internal_workflow","\bartifact(s)?\b",TRUE,"    `Stored artifact` ~ gt::pct(38),"
"notebooks/preparation/03_reference_profiles.qmd",1240,"internal_workflow","\bproduction\b",TRUE,"      ""The production artifacts record R 4.6.1. This page was rendered "","
"notebooks/preparation/03_reference_profiles.qmd",1240,"internal_workflow","\bartifact(s)?\b",TRUE,"      ""The production artifacts record R 4.6.1. This page was rendered "","
"notebooks/preparation/03_reference_profiles.qmd",1254,"specialist","\bdiagnostic(s)?\b",FALSE,"36,288 metric-relevance rows, together with their support diagnostics,"
"notebooks/preparation/03_reference_profiles.qmd",1255,"internal_workflow","\bmanifest\b",FALSE,"settings, input fingerprints, and artifact manifest. Preparation 04 may read"
"notebooks/preparation/03_reference_profiles.qmd",1255,"internal_workflow","\bartifact(s)?\b",FALSE,"settings, input fingerprints, and artifact manifest. Preparation 04 may read"
"notebooks/preparation/04_metric_derivation.qmd",96,"placement_sample","\bnear[- ]eye\b",TRUE,"  dplyr::recode(value, glasses = ""Near-eye"", chest = ""Chest"")"
"notebooks/preparation/04_metric_derivation.qmd",96,"placement_sample","\bchest\b",TRUE,"  dplyr::recode(value, glasses = ""Near-eye"", chest = ""Chest"")"
"notebooks/preparation/04_metric_derivation.qmd",114,"internal_workflow","SHA-?256",TRUE,"check_manifest <- function(path, family, expected_sha256) {"
"notebooks/preparation/04_metric_derivation.qmd",116,"internal_workflow","\bmanifest\b",TRUE,"  manifest <- read_stored_csv(path)"
"notebooks/preparation/04_metric_derivation.qmd",118,"internal_workflow","\bmanifest\b",TRUE,"    manifest,"
"notebooks/preparation/04_metric_derivation.qmd",119,"internal_workflow","SHA-?256",TRUE,"    c(""path"", ""sha256"", ""bytes"", ""producer"", ""artifact_type""),"
"notebooks/preparation/04_metric_derivation.qmd",120,"internal_workflow","\bmanifest\b",TRUE,"    paste(family, ""manifest"")"
"notebooks/preparation/04_metric_derivation.qmd",123,"internal_workflow","SHA-?256",TRUE,"  manifest_sha256 <- digest::digest("
"notebooks/preparation/04_metric_derivation.qmd",125,"internal_workflow","SHA-?256",TRUE,"    algo = ""sha256"""
"notebooks/preparation/04_metric_derivation.qmd",127,"internal_workflow","SHA-?256",TRUE,"  stopifnot(identical(manifest_sha256, expected_sha256))"
"notebooks/preparation/04_metric_derivation.qmd",129,"internal_workflow","\bmanifest\b",TRUE,"  listed_paths <- absolute_path(manifest$path)"
"notebooks/preparation/04_metric_derivation.qmd",132,"internal_workflow","SHA-?256",TRUE,"  current_sha256 <- rep(NA_character_, length(listed_paths))"
"notebooks/preparation/04_metric_derivation.qmd",134,"internal_workflow","SHA-?256",TRUE,"  current_sha256[present] <- vapply("
"notebooks/preparation/04_metric_derivation.qmd",136,"internal_workflow","SHA-?256",TRUE,"    function(file) digest::digest(file = file, algo = ""sha256""),"
"notebooks/preparation/04_metric_derivation.qmd",142,"internal_workflow","\bmanifest\b",TRUE,"    `Manifest path` = path,"
"notebooks/preparation/04_metric_derivation.qmd",143,"internal_workflow","\bmanifest\b",TRUE,"    `Manifest SHA-256` = manifest_sha256,"
"notebooks/preparation/04_metric_derivation.qmd",143,"internal_workflow","SHA-?256",TRUE,"    `Manifest SHA-256` = manifest_sha256,"
"notebooks/preparation/04_metric_derivation.qmd",144,"internal_workflow","\bmanifest\b",TRUE,"    `Files listed` = nrow(manifest),"
"notebooks/preparation/04_metric_derivation.qmd",146,"internal_workflow","\bmanifest\b",TRUE,"    `Size checks` = sum(present & current_bytes == manifest$bytes),"
"notebooks/preparation/04_metric_derivation.qmd",147,"internal_workflow","\bmanifest\b",TRUE,"    `SHA-256 checks` = sum(present & current_sha256 == manifest$sha256),"
"notebooks/preparation/04_metric_derivation.qmd",147,"internal_workflow","SHA-?256",TRUE,"    `SHA-256 checks` = sum(present & current_sha256 == manifest$sha256),"
"notebooks/preparation/04_metric_derivation.qmd",151,"internal_workflow","\bmanifest\b",TRUE,"          current_bytes == manifest$bytes &"
"notebooks/preparation/04_metric_derivation.qmd",152,"internal_workflow","\bmanifest\b",TRUE,"          current_sha256 == manifest$sha256"
"notebooks/preparation/04_metric_derivation.qmd",152,"internal_workflow","SHA-?256",TRUE,"          current_sha256 == manifest$sha256"
"notebooks/preparation/04_metric_derivation.qmd",160,"internal_workflow","\bmanifest\b",TRUE,"  list(data = manifest, summary = summary)"
"notebooks/preparation/04_metric_derivation.qmd",163,"internal_workflow","SHA-?256",TRUE,"check_file_hash <- function(path, expected_sha256) {"
"notebooks/preparation/04_metric_derivation.qmd",166,"internal_workflow","SHA-?256",TRUE,"    algo = ""sha256"""
"notebooks/preparation/04_metric_derivation.qmd",168,"internal_workflow","SHA-?256",TRUE,"  stopifnot(identical(observed, expected_sha256))"
"notebooks/preparation/04_metric_derivation.qmd",172,"internal_workflow","SHA-?256",TRUE,"current_metric_manifest_sha256 <-"
"notebooks/preparation/04_metric_derivation.qmd",174,"internal_workflow","SHA-?256",TRUE,"mder_audit_metric_manifest_sha256 <-"
"notebooks/preparation/04_metric_derivation.qmd",176,"internal_workflow","SHA-?256",TRUE,"current_mder_audit_sha256 <-"
"notebooks/preparation/04_metric_derivation.qmd",178,"internal_workflow","SHA-?256",TRUE,"current_gap_manifest_sha256 <-"
"notebooks/preparation/04_metric_derivation.qmd",180,"internal_workflow","SHA-?256",TRUE,"current_gap_participant_day_rds_sha256 <-"
"notebooks/preparation/04_metric_derivation.qmd",182,"internal_workflow","SHA-?256",TRUE,"current_gap_support_rds_sha256 <-"
"notebooks/preparation/04_metric_derivation.qmd",184,"internal_workflow","SHA-?256",TRUE,"current_gap_repair_evidence_sha256 <-"
"notebooks/preparation/04_metric_derivation.qmd",186,"internal_workflow","SHA-?256",TRUE,"current_state_manifest_sha256 <-"
"notebooks/preparation/04_metric_derivation.qmd",188,"internal_workflow","SHA-?256",TRUE,"historical_mder_gate_sha256 <-"
"notebooks/preparation/04_metric_derivation.qmd",190,"internal_workflow","SHA-?256",TRUE,"mder_decision_sha256 <-"
"notebooks/preparation/04_metric_derivation.qmd",192,"internal_workflow","SHA-?256",TRUE,"l10_zero_decision_sha256 <-"
"notebooks/preparation/04_metric_derivation.qmd",194,"internal_workflow","SHA-?256",TRUE,"l10_zero_evidence_sha256 <-"
"notebooks/preparation/04_metric_derivation.qmd",198,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/12_manifests/metric_artifacts.csv"","
"notebooks/preparation/04_metric_derivation.qmd",200,"internal_workflow","SHA-?256",TRUE,"  current_metric_manifest_sha256"
"notebooks/preparation/04_metric_derivation.qmd",203,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/12_manifests/state_support_gate_artifacts.csv"","
"notebooks/preparation/04_metric_derivation.qmd",204,"internal_workflow","\bgate\b",TRUE,"  ""Diary-period support gate"","
"notebooks/preparation/04_metric_derivation.qmd",205,"internal_workflow","SHA-?256",TRUE,"  current_state_manifest_sha256"
"notebooks/preparation/04_metric_derivation.qmd",208,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/12_manifests/manuscript_prepared_data_artifacts.csv"","
"notebooks/preparation/04_metric_derivation.qmd",210,"internal_workflow","SHA-?256",TRUE,"  current_gap_manifest_sha256"
"notebooks/preparation/04_metric_derivation.qmd",217,"internal_workflow","\bartifact(s)?\b",TRUE,"mder_audit_path <- ""artifacts/08_diagnostics/mder_METRIC-010/audit_manifest.csv"""
"notebooks/preparation/04_metric_derivation.qmd",221,"internal_workflow","SHA-?256",TRUE,"  c(""role"", ""path"", ""sha256"", ""bytes"", ""decision_id"", ""r_version""),"
"notebooks/preparation/04_metric_derivation.qmd",222,"internal_workflow","\bmanifest\b",TRUE,"  ""METRIC-010 MDER audit manifest"""
"notebooks/preparation/04_metric_derivation.qmd",222,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"  ""METRIC-010 MDER audit manifest"""
"notebooks/preparation/04_metric_derivation.qmd",226,"internal_workflow","SHA-?256",TRUE,"    digest::digest(file = absolute_path(mder_audit_path), algo = ""sha256""),"
"notebooks/preparation/04_metric_derivation.qmd",227,"internal_workflow","SHA-?256",TRUE,"    current_mder_audit_sha256"
"notebooks/preparation/04_metric_derivation.qmd",229,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"  all(mder_audit_manifest$decision_id == ""METRIC-010""),"
"notebooks/preparation/04_metric_derivation.qmd",233,"legacy_history","\bhistorical\b",TRUE,"# The independent audit records its exact historical input snapshot. During"
"notebooks/preparation/04_metric_derivation.qmd",241,"internal_workflow","SHA-?256",TRUE,"mder_output_sha256 <- rep(NA_character_, length(mder_output_paths))"
"notebooks/preparation/04_metric_derivation.qmd",244,"internal_workflow","SHA-?256",TRUE,"mder_output_sha256[mder_output_present] <- vapply("
"notebooks/preparation/04_metric_derivation.qmd",246,"internal_workflow","SHA-?256",TRUE,"  function(file) digest::digest(file = file, algo = ""sha256""),"
"notebooks/preparation/04_metric_derivation.qmd",252,"internal_workflow","SHA-?256",TRUE,"  all(mder_output_sha256 == mder_audit_outputs$sha256)"
"notebooks/preparation/04_metric_derivation.qmd",257,"internal_workflow","\bmanifest\b",TRUE,"  `Manifest path` = mder_audit_path,"
"notebooks/preparation/04_metric_derivation.qmd",258,"internal_workflow","\bmanifest\b",TRUE,"  `Manifest SHA-256` = current_mder_audit_sha256,"
"notebooks/preparation/04_metric_derivation.qmd",258,"internal_workflow","SHA-?256",TRUE,"  `Manifest SHA-256` = current_mder_audit_sha256,"
"notebooks/preparation/04_metric_derivation.qmd",262,"internal_workflow","SHA-?256",TRUE,"  `SHA-256 checks` = sum(mder_output_sha256 == mder_audit_outputs$sha256),"
"notebooks/preparation/04_metric_derivation.qmd",272,"internal_workflow","SHA-?256",TRUE,"    ""artifact"", ""path"", ""sha256"", ""bytes"", ""producer"", ""r_version"","
"notebooks/preparation/04_metric_derivation.qmd",272,"internal_workflow","\bartifact(s)?\b",TRUE,"    ""artifact"", ""path"", ""sha256"", ""bytes"", ""producer"", ""r_version"","
"notebooks/preparation/04_metric_derivation.qmd",275,"internal_workflow","\bmanifest\b",TRUE,"  ""gap-timing-unaware MDER repair evidence manifest"""
"notebooks/preparation/04_metric_derivation.qmd",281,"internal_workflow","SHA-?256",TRUE,"      current_gap_repair_evidence_sha256"
"notebooks/preparation/04_metric_derivation.qmd",283,"internal_workflow","SHA-?256",TRUE,"    current_gap_repair_evidence_sha256"
"notebooks/preparation/04_metric_derivation.qmd",291,"internal_workflow","SHA-?256",TRUE,"gap_repair_sha256 <- rep(NA_character_, length(gap_repair_paths))"
"notebooks/preparation/04_metric_derivation.qmd",294,"internal_workflow","SHA-?256",TRUE,"gap_repair_sha256[gap_repair_present] <- vapply("
"notebooks/preparation/04_metric_derivation.qmd",296,"internal_workflow","SHA-?256",TRUE,"  function(file) digest::digest(file = file, algo = ""sha256""),"
"notebooks/preparation/04_metric_derivation.qmd",302,"internal_workflow","SHA-?256",TRUE,"  all(gap_repair_sha256 == gap_repair_manifest$sha256)"
"notebooks/preparation/04_metric_derivation.qmd",306,"internal_workflow","\bmanifest\b",TRUE,"  `Manifest path` = gap_repair_manifest_path,"
"notebooks/preparation/04_metric_derivation.qmd",307,"internal_workflow","\bmanifest\b",TRUE,"  `Manifest SHA-256` = current_gap_repair_evidence_sha256,"
"notebooks/preparation/04_metric_derivation.qmd",307,"internal_workflow","SHA-?256",TRUE,"  `Manifest SHA-256` = current_gap_repair_evidence_sha256,"
"notebooks/preparation/04_metric_derivation.qmd",311,"internal_workflow","SHA-?256",TRUE,"  `SHA-256 checks` = sum(gap_repair_sha256 == gap_repair_manifest$sha256),"
"notebooks/preparation/04_metric_derivation.qmd",321,"internal_workflow","SHA-?256",TRUE,"    ""artifact"", ""path"", ""sha256"", ""bytes"", ""producer"", ""r_version"","
"notebooks/preparation/04_metric_derivation.qmd",321,"internal_workflow","\bartifact(s)?\b",TRUE,"    ""artifact"", ""path"", ""sha256"", ""bytes"", ""producer"", ""r_version"","
"notebooks/preparation/04_metric_derivation.qmd",324,"internal_workflow","\bmanifest\b",TRUE,"  ""METRIC-011 numerical-zero evidence manifest"""
"notebooks/preparation/04_metric_derivation.qmd",324,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"  ""METRIC-011 numerical-zero evidence manifest"""
"notebooks/preparation/04_metric_derivation.qmd",328,"internal_workflow","SHA-?256",TRUE,"    check_file_hash(l10_zero_manifest_path, l10_zero_evidence_sha256),"
"notebooks/preparation/04_metric_derivation.qmd",329,"internal_workflow","SHA-?256",TRUE,"    l10_zero_evidence_sha256"
"notebooks/preparation/04_metric_derivation.qmd",337,"internal_workflow","SHA-?256",TRUE,"l10_zero_sha256 <- rep(NA_character_, length(l10_zero_paths))"
"notebooks/preparation/04_metric_derivation.qmd",340,"internal_workflow","SHA-?256",TRUE,"l10_zero_sha256[l10_zero_present] <- vapply("
"notebooks/preparation/04_metric_derivation.qmd",342,"internal_workflow","SHA-?256",TRUE,"  function(file) digest::digest(file = file, algo = ""sha256""),"
"notebooks/preparation/04_metric_derivation.qmd",348,"internal_workflow","SHA-?256",TRUE,"  all(l10_zero_sha256 == l10_zero_manifest$sha256)"
"notebooks/preparation/04_metric_derivation.qmd",352,"internal_workflow","\bmanifest\b",TRUE,"  `Manifest path` = l10_zero_manifest_path,"
"notebooks/preparation/04_metric_derivation.qmd",353,"internal_workflow","\bmanifest\b",TRUE,"  `Manifest SHA-256` = l10_zero_evidence_sha256,"
"notebooks/preparation/04_metric_derivation.qmd",353,"internal_workflow","SHA-?256",TRUE,"  `Manifest SHA-256` = l10_zero_evidence_sha256,"
"notebooks/preparation/04_metric_derivation.qmd",357,"internal_workflow","SHA-?256",TRUE,"  `SHA-256 checks` = sum(l10_zero_sha256 == l10_zero_manifest$sha256),"
"notebooks/preparation/04_metric_derivation.qmd",362,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/06_model_data/scenarios/manuscript_prepared_data/participant_day_metrics.rds"","
"notebooks/preparation/04_metric_derivation.qmd",363,"internal_workflow","SHA-?256",TRUE,"  current_gap_participant_day_rds_sha256"
"notebooks/preparation/04_metric_derivation.qmd",366,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/06_model_data/scenarios/manuscript_prepared_data/mder_support.rds"","
"notebooks/preparation/04_metric_derivation.qmd",367,"internal_workflow","SHA-?256",TRUE,"  current_gap_support_rds_sha256"
"notebooks/preparation/04_metric_derivation.qmd",374,"internal_workflow","\bartifact(s)?\b",TRUE,"        ""artifacts/12_manifests/mder_support_gate_artifacts.csv"""
"notebooks/preparation/04_metric_derivation.qmd",376,"internal_workflow","SHA-?256",TRUE,"      algo = ""sha256"""
"notebooks/preparation/04_metric_derivation.qmd",378,"internal_workflow","SHA-?256",TRUE,"    historical_mder_gate_sha256"
"notebooks/preparation/04_metric_derivation.qmd",385,"internal_workflow","SHA-?256",TRUE,"      algo = ""sha256"""
"notebooks/preparation/04_metric_derivation.qmd",387,"internal_workflow","SHA-?256",TRUE,"    mder_decision_sha256"
"notebooks/preparation/04_metric_derivation.qmd",392,"internal_workflow","SHA-?256",TRUE,"      l10_zero_decision_sha256"
"notebooks/preparation/04_metric_derivation.qmd",394,"internal_workflow","SHA-?256",TRUE,"    l10_zero_decision_sha256"
"notebooks/preparation/04_metric_derivation.qmd",409,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/05_metrics/metric_derivation_settings.csv"""
"notebooks/preparation/04_metric_derivation.qmd",412,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/05_metrics/state_support_candidate_diagnostics.csv"""
"notebooks/preparation/04_metric_derivation.qmd",415,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/05_metrics/metric_state_interval_inputs.csv"""
"notebooks/preparation/04_metric_derivation.qmd",418,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/08_diagnostics/mder_METRIC-010/verification_summary.csv"""
"notebooks/preparation/04_metric_derivation.qmd",421,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/08_diagnostics/mder_METRIC-010/distribution_summary.csv"""
"notebooks/preparation/04_metric_derivation.qmd",424,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/08_diagnostics/mder_METRIC-010/non_mder_invariance.csv"""
"notebooks/preparation/04_metric_derivation.qmd",462,"internal_workflow","SHA-?256",TRUE,"    ""placement"", ""coverage_path"", ""coverage_sha256"","
"notebooks/preparation/04_metric_derivation.qmd",463,"internal_workflow","SHA-?256",TRUE,"    ""coverage_settings_path"", ""coverage_settings_sha256"","
"notebooks/preparation/04_metric_derivation.qmd",464,"internal_workflow","SHA-?256",TRUE,"    ""state_interval_manifest_path"", ""state_interval_manifest_sha256"","
"notebooks/preparation/04_metric_derivation.qmd",465,"internal_workflow","SHA-?256",TRUE,"    ""reference_profiles_path"", ""reference_profiles_sha256"","
"notebooks/preparation/04_metric_derivation.qmd",467,"internal_workflow","SHA-?256",TRUE,"    ""timing_exceedance_distributions_sha256"", ""relevance_maps_path"","
"notebooks/preparation/04_metric_derivation.qmd",468,"internal_workflow","SHA-?256",TRUE,"    ""relevance_maps_sha256"", ""verified_minimum_hour_coverage"","
"notebooks/preparation/04_metric_derivation.qmd",506,"internal_workflow","SHA-?256",TRUE,"    ""minimum_viable_ratio_fraction"", ""metric_manifest_sha256"","
"notebooks/preparation/04_metric_derivation.qmd",559,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"  ""METRIC-011 numerical-zero reclassifications"""
"notebooks/preparation/04_metric_derivation.qmd",569,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"  ""METRIC-011 positive-roundoff reclassifications"""
"notebooks/preparation/04_metric_derivation.qmd",574,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"  ""METRIC-011 primary scientific cell changes"""
"notebooks/preparation/04_metric_derivation.qmd",579,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"  ""METRIC-011 invariance summary"""
"notebooks/preparation/04_metric_derivation.qmd",583,"internal_workflow","SHA-?256",TRUE,"  c(""artifact"", ""path"", ""sha256_before"", ""sha256_after"", ""changed""),"
"notebooks/preparation/04_metric_derivation.qmd",583,"internal_workflow","\bartifact(s)?\b",TRUE,"  c(""artifact"", ""path"", ""sha256_before"", ""sha256_after"", ""changed""),"
"notebooks/preparation/04_metric_derivation.qmd",584,"internal_workflow","\bmanifest\b",TRUE,"  ""METRIC-011 manifest transition"""
"notebooks/preparation/04_metric_derivation.qmd",584,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"  ""METRIC-011 manifest transition"""
"notebooks/preparation/04_metric_derivation.qmd",589,"placement_sample","\bchest\b",TRUE,"  setequal(settings$placement, c(""glasses"", ""chest"")),"
"notebooks/preparation/04_metric_derivation.qmd",594,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"  all(settings$mder_support_decision_id == ""METRIC-010""),"
"notebooks/preparation/04_metric_derivation.qmd",613,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"  all(settings$numerical_zero_decision_id == ""METRIC-011""),"
"notebooks/preparation/04_metric_derivation.qmd",647,"internal_workflow","SHA-?256",TRUE,"    mder_verification$metric_manifest_sha256 =="
"notebooks/preparation/04_metric_derivation.qmd",648,"internal_workflow","SHA-?256",TRUE,"      mder_audit_metric_manifest_sha256"
"notebooks/preparation/04_metric_derivation.qmd",673,"placement_sample","\bchest\b",TRUE,"      levels = c(""glasses"", ""chest"")"
"notebooks/preparation/04_metric_derivation.qmd",679,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"  all(l10_zero_reclassifications$numerical_zero_decision_id == ""METRIC-011""),"
"notebooks/preparation/04_metric_derivation.qmd",684,"placement_sample","\bchest\b",TRUE,"      levels = c(""glasses"", ""chest"")"
"notebooks/preparation/04_metric_derivation.qmd",726,"internal_workflow","SHA-?256",TRUE,"    l10_manifest_transition$sha256_after["
"notebooks/preparation/04_metric_derivation.qmd",727,"internal_workflow","\bartifact(s)?\b",TRUE,"      l10_manifest_transition$artifact == ""metric"""
"notebooks/preparation/04_metric_derivation.qmd",729,"internal_workflow","SHA-?256",TRUE,"    current_metric_manifest_sha256"
"notebooks/preparation/04_metric_derivation.qmd",732,"internal_workflow","SHA-?256",TRUE,"    l10_manifest_transition$sha256_after["
"notebooks/preparation/04_metric_derivation.qmd",733,"internal_workflow","\bartifact(s)?\b",TRUE,"      l10_manifest_transition$artifact == ""manuscript_prepared"""
"notebooks/preparation/04_metric_derivation.qmd",735,"internal_workflow","SHA-?256",TRUE,"    current_gap_manifest_sha256"
"notebooks/preparation/04_metric_derivation.qmd",740,"internal_workflow","\bartifact(s)?\b",TRUE,"  read_stored_csv(""artifacts/05_metrics/metrics_glasses_30_minute.csv"") |>"
"notebooks/preparation/04_metric_derivation.qmd",742,"internal_workflow","\bartifact(s)?\b",TRUE,"  read_stored_csv(""artifacts/05_metrics/metrics_chest_30_minute.csv"") |>"
"notebooks/preparation/04_metric_derivation.qmd",743,"placement_sample","\bchest\b",TRUE,"    dplyr::mutate(placement = ""chest"", grid = ""30-minute""),"
"notebooks/preparation/04_metric_derivation.qmd",744,"internal_workflow","\bartifact(s)?\b",TRUE,"  read_stored_csv(""artifacts/05_metrics/metrics_glasses_one_hour.csv"") |>"
"notebooks/preparation/04_metric_derivation.qmd",746,"internal_workflow","\bartifact(s)?\b",TRUE,"  read_stored_csv(""artifacts/05_metrics/metrics_chest_one_hour.csv"") |>"
"notebooks/preparation/04_metric_derivation.qmd",747,"placement_sample","\bchest\b",TRUE,"    dplyr::mutate(placement = ""chest"", grid = ""One hour"")"
"notebooks/preparation/04_metric_derivation.qmd",759,"internal_workflow","\bartifact(s)?\b",TRUE,"  read_stored_csv(""artifacts/05_metrics/metrics_glasses_admissibility.csv"") |>"
"notebooks/preparation/04_metric_derivation.qmd",761,"internal_workflow","\bartifact(s)?\b",TRUE,"  read_stored_csv(""artifacts/05_metrics/metrics_chest_admissibility.csv"") |>"
"notebooks/preparation/04_metric_derivation.qmd",762,"placement_sample","\bchest\b",TRUE,"    dplyr::mutate(placement = ""chest"")"
"notebooks/preparation/04_metric_derivation.qmd",774,"internal_workflow","\bartifact(s)?\b",TRUE,"  read_stored_csv(""artifacts/05_metrics/metrics_glasses_gap_diagnostics.csv"") |>"
"notebooks/preparation/04_metric_derivation.qmd",776,"internal_workflow","\bartifact(s)?\b",TRUE,"  read_stored_csv(""artifacts/05_metrics/metrics_chest_gap_diagnostics.csv"") |>"
"notebooks/preparation/04_metric_derivation.qmd",777,"placement_sample","\bchest\b",TRUE,"    dplyr::mutate(placement = ""chest"")"
"notebooks/preparation/04_metric_derivation.qmd",788,"specialist","\bdiagnostic(s)?\b",TRUE,"  ""gap and daylight-saving diagnostics"""
"notebooks/preparation/04_metric_derivation.qmd",806,"placement_sample","\bnear[- ]eye\b",TRUE,"  dplyr::arrange(factor(.data$Placement, levels = c(""Near-eye"", ""Chest"")))"
"notebooks/preparation/04_metric_derivation.qmd",806,"placement_sample","\bchest\b",TRUE,"  dplyr::arrange(factor(.data$Placement, levels = c(""Near-eye"", ""Chest"")))"
"notebooks/preparation/04_metric_derivation.qmd",834,"placement_sample","\bnear[- ]eye\b",TRUE,"    factor(.data$Placement, levels = c(""Near-eye"", ""Chest"")),"
"notebooks/preparation/04_metric_derivation.qmd",834,"placement_sample","\bchest\b",TRUE,"    factor(.data$Placement, levels = c(""Near-eye"", ""Chest"")),"
"notebooks/preparation/04_metric_derivation.qmd",882,"placement_sample","\bnear[- ]eye\b",TRUE,"    factor(.data$Placement, levels = c(""Near-eye"", ""Chest"")),"
"notebooks/preparation/04_metric_derivation.qmd",882,"placement_sample","\bchest\b",TRUE,"    factor(.data$Placement, levels = c(""Near-eye"", ""Chest"")),"
"notebooks/preparation/04_metric_derivation.qmd",928,"placement_sample","\bnear[- ]eye\b",TRUE,"    factor(.data$Placement, levels = c(""Near-eye"", ""Chest""))"
"notebooks/preparation/04_metric_derivation.qmd",928,"placement_sample","\bchest\b",TRUE,"    factor(.data$Placement, levels = c(""Near-eye"", ""Chest""))"
"notebooks/preparation/04_metric_derivation.qmd",961,"placement_sample","\bchest\b",TRUE,"      match(c(""glasses"", ""chest""), gap_mder_summary$position)"
"notebooks/preparation/04_metric_derivation.qmd",979,"placement_sample","\bnear[- ]eye\b",TRUE,"    Placement = factor(.data$Placement, levels = c(""Near-eye"", ""Chest"")),"
"notebooks/preparation/04_metric_derivation.qmd",979,"placement_sample","\bchest\b",TRUE,"    Placement = factor(.data$Placement, levels = c(""Near-eye"", ""Chest"")),"
"notebooks/preparation/04_metric_derivation.qmd",1056,"placement_sample","\bchest\b",TRUE,"  dplyr::arrange(factor(.data$placement, levels = c(""glasses"", ""chest"")))"
"notebooks/preparation/04_metric_derivation.qmd",1058,"placement_sample","\bchest\b",TRUE,"  identical(l10_availability$placement, c(""glasses"", ""chest"")),"
"notebooks/preparation/04_metric_derivation.qmd",1064,"placement_sample","\bnear[- ]eye\b",TRUE,"  Placement = c(""Near-eye"", ""Chest"", ""Total""),"
"notebooks/preparation/04_metric_derivation.qmd",1064,"placement_sample","\bchest\b",TRUE,"  Placement = c(""Near-eye"", ""Chest"", ""Total""),"
"notebooks/preparation/04_metric_derivation.qmd",1103,"placement_sample","\bnear[- ]eye\b",TRUE,"  dplyr::arrange(factor(.data$Placement, levels = c(""Near-eye"", ""Chest"")))"
"notebooks/preparation/04_metric_derivation.qmd",1103,"placement_sample","\bchest\b",TRUE,"  dplyr::arrange(factor(.data$Placement, levels = c(""Near-eye"", ""Chest"")))"
"notebooks/preparation/04_metric_derivation.qmd",1125,"internal_workflow","SHA-?256",TRUE,"path_hash_markdown <- function(path, sha256) {"
"notebooks/preparation/04_metric_derivation.qmd",1128,"internal_workflow","SHA-?256",TRUE,"    ""<br>SHA-256: "","
"notebooks/preparation/04_metric_derivation.qmd",1129,"internal_workflow","SHA-?256",TRUE,"    wrap_hash(sha256)"
"notebooks/preparation/04_metric_derivation.qmd",1134,"placement_sample","\bchest\b",TRUE,"  dplyr::arrange(factor(.data$placement, levels = c(""glasses"", ""chest""))) |>"
"notebooks/preparation/04_metric_derivation.qmd",1138,"internal_workflow","SHA-?256",TRUE,"      path_hash_markdown(.data$coverage_path, .data$coverage_sha256)"
"notebooks/preparation/04_metric_derivation.qmd",1146,"internal_workflow","\bartifact(s)?\b",TRUE,"  `Input and exact stored artifact` = c("
"notebooks/preparation/04_metric_derivation.qmd",1152,"internal_workflow","SHA-?256",TRUE,"        first_settings$state_interval_manifest_sha256"
"notebooks/preparation/04_metric_derivation.qmd",1155,"internal_workflow","\bartifact(s)?\b",TRUE,"      ""artifacts/05_metrics/metric_state_interval_inputs.csv."""
"notebooks/preparation/04_metric_derivation.qmd",1161,"internal_workflow","SHA-?256",TRUE,"        first_settings$reference_profiles_sha256"
"notebooks/preparation/04_metric_derivation.qmd",1168,"internal_workflow","SHA-?256",TRUE,"        first_settings$timing_exceedance_distributions_sha256"
"notebooks/preparation/04_metric_derivation.qmd",1175,"internal_workflow","SHA-?256",TRUE,"        first_settings$relevance_maps_sha256"
