ordinal,timestamp,call_id,within_call_index,observation_id_if_unambiguous,image_path,metadata_path,bytes,sha256,mime_type
68,2026-09-14T15:30:25.190Z,call_KtnCvhlbM5wBWmcZIapXNvZM,2,I708-S15,browser_captures/2026-09-14T153025190Z_call_KtnCvhlbM5wBWmcZIapXNvZM_2.jpg,browser_captures/2026-09-14T153025190Z_call_KtnCvhlbM5wBWmcZIapXNvZM.json,87811,646374ea7b5dfc0581748235b8e92c35e0b394905dd6cc27b2a6b137949aa1fb,image/jpeg
69,2026-09-14T15:30:25.190Z,call_KtnCvhlbM5wBWmcZIapXNvZM,3,I708-S16,browser_captures/2026-09-14T153025190Z_call_KtnCvhlbM5wBWmcZIapXNvZM_3.jpg,browser_captures/2026-09-14T153025190Z_call_KtnCvhlbM5wBWmcZIapXNvZM.json,111509,0137b22af6ff095c49a2a61efc0ee2918ed098135c6dbb224875f040c3ea8ee1,image/jpeg
70,2026-09-14T15:30:25.190Z,call_KtnCvhlbM5wBWmcZIapXNvZM,4,I708-S17,browser_captures/2026-09-14T153025190Z_call_KtnCvhlbM5wBWmcZIapXNvZM_4.jpg,browser_captures/2026-09-14T153025190Z_call_KtnCvhlbM5wBWmcZIapXNvZM.json,78846,8285ef233259ea80203859381eb17f040a4680a211a2c211ed6e3bcfe2ca0aea,image/jpeg
71,2026-09-14T15:30:54.339Z,call_8SSgSxXlJhGmwzur6dOGsQuj,1,I708-S17-bottom,browser_captures/2026-09-14T153054339Z_call_8SSgSxXlJhGmwzur6dOGsQuj_1.jpg,browser_captures/2026-09-14T153054339Z_call_8SSgSxXlJhGmwzur6dOGsQuj.json,76197,e70e0cbfa63f4cffda7fc3786d66d6615dcc55b45be16e129739fa79ad24df1f,image/jpeg
72,2026-09-14T15:30:54.339Z,call_8SSgSxXlJhGmwzur6dOGsQuj,2,I708-S18,browser_captures/2026-09-14T153054339Z_call_8SSgSxXlJhGmwzur6dOGsQuj_2.jpg,browser_captures/2026-09-14T153054339Z_call_8SSgSxXlJhGmwzur6dOGsQuj.json,78623,1b400af34deea0d4f34b6cb3fd9e81fcc81f2b65b10ff88fe65acd0861551580,image/jpeg
73,2026-09-14T15:30:54.339Z,call_8SSgSxXlJhGmwzur6dOGsQuj,3,I708-S8-top,browser_captures/2026-09-14T153054339Z_call_8SSgSxXlJhGmwzur6dOGsQuj_3.jpg,browser_captures/2026-09-14T153054339Z_call_8SSgSxXlJhGmwzur6dOGsQuj.json,107452,56d2e6b92c9f914208cf711b97fa2b8381009da265b83d0f9311e3e2a5f8c2f2,image/jpeg
74,2026-09-14T15:30:54.339Z,call_8SSgSxXlJhGmwzur6dOGsQuj,4,I708-S8-bottom,browser_captures/2026-09-14T153054339Z_call_8SSgSxXlJhGmwzur6dOGsQuj_4.jpg,browser_captures/2026-09-14T153054339Z_call_8SSgSxXlJhGmwzur6dOGsQuj.json,102050,b36da9316a74dfbed66bdaba1a4d9f25d564664c452a4e68b771f5aa73bc8e0b,image/jpeg
75,2026-09-14T15:31:30.673Z,call_93vS1DFXk8zRNsHkWkG3X8nY,1,I708-T2-left,browser_captures/2026-09-14T153130673Z_call_93vS1DFXk8zRNsHkWkG3X8nY_1.jpg,browser_captures/2026-09-14T153130673Z_call_93vS1DFXk8zRNsHkWkG3X8nY.json,125042,8275e95f2ee103fc6f83821d85c6e8ce01a320bfe9fd7afe524c332dd0fa2fb8,image/jpeg
76,2026-09-14T15:31:30.673Z,call_93vS1DFXk8zRNsHkWkG3X8nY,2,I708-T2-right,browser_captures/2026-09-14T153130673Z_call_93vS1DFXk8zRNsHkWkG3X8nY_2.jpg,browser_captures/2026-09-14T153130673Z_call_93vS1DFXk8zRNsHkWkG3X8nY.json,71674,df0353dab970889a60ea3a091a0dd8df6b0a0a7a75e40ee8347086eec813c86b,image/jpeg
77,2026-09-14T15:31:30.673Z,call_93vS1DFXk8zRNsHkWkG3X8nY,3,I708-S2-left,browser_captures/2026-09-14T153130673Z_call_93vS1DFXk8zRNsHkWkG3X8nY_3.jpg,browser_captures/2026-09-14T153130673Z_call_93vS1DFXk8zRNsHkWkG3X8nY.json,101851,7a07e65f934c88c762ac181cbe2c7eb8b2708edfafed28ad48dff750ea4b7c9c,image/jpeg
78,2026-09-14T15:31:30.673Z,call_93vS1DFXk8zRNsHkWkG3X8nY,4,I708-S2-right,browser_captures/2026-09-14T153130673Z_call_93vS1DFXk8zRNsHkWkG3X8nY_4.jpg,browser_captures/2026-09-14T153130673Z_call_93vS1DFXk8zRNsHkWkG3X8nY.json,95604,2e259390c24b0e7e36754e2081efd1b0324812427d0b4d5f2478371be6ab4ee3,image/jpeg
79,2026-09-14T15:32:00.083Z,call_EZz61hV5rS8tkIwjjRoWw1zj,1,I708-S2-notes-right,browser_captures/2026-09-14T153200083Z_call_EZz61hV5rS8tkIwjjRoWw1zj_1.jpg,browser_captures/2026-09-14T153200083Z_call_EZz61hV5rS8tkIwjjRoWw1zj.json,90854,dfa34ba22c61165e4d34a95a6631c440df7e7a432ee3f91f10d1f5ff7c6d00d8,image/jpeg
80,2026-09-14T15:32:00.083Z,call_EZz61hV5rS8tkIwjjRoWw1zj,2,I708-S2-notes-left,browser_captures/2026-09-14T153200083Z_call_EZz61hV5rS8tkIwjjRoWw1zj_2.jpg,browser_captures/2026-09-14T153200083Z_call_EZz61hV5rS8tkIwjjRoWw1zj.json,114930,ee1839cd3b1ad9c7f0ab8806819ff6a29bc57773b7e67bdc27b9a8d5474bffb6,image/jpeg
81,2026-09-14T15:32:00.083Z,call_EZz61hV5rS8tkIwjjRoWw1zj,3,I390-S15,browser_captures/2026-09-14T153200083Z_call_EZz61hV5rS8tkIwjjRoWw1zj_3.jpg,browser_captures/2026-09-14T153200083Z_call_EZz61hV5rS8tkIwjjRoWw1zj.json,47743,d9c4fa29f69f25b3106fb4d9fb308871cb3b79b46aca6cc2445fe47af0d6009e,image/jpeg
82,2026-09-14T15:32:00.083Z,call_EZz61hV5rS8tkIwjjRoWw1zj,4,I390-S16,browser_captures/2026-09-14T153200083Z_call_EZz61hV5rS8tkIwjjRoWw1zj_4.jpg,browser_captures/2026-09-14T153200083Z_call_EZz61hV5rS8tkIwjjRoWw1zj.json,54656,e16af80572a38998781944505c28ea1f92803be0597e4d173f8d643ef3468bcb,image/jpeg
83,2026-09-14T15:32:34.596Z,call_Sczzl04y8cQt9mgXidtZOPOF,1,I390-S17,browser_captures/2026-09-14T153234596Z_call_Sczzl04y8cQt9mgXidtZOPOF_1.jpg,browser_captures/2026-09-14T153234596Z_call_Sczzl04y8cQt9mgXidtZOPOF.json,42530,d70c0be52999c3565819221454155b1b4fd4523b6fc8f7fcf8c8dd416275c7b4,image/jpeg
84,2026-09-14T15:32:34.596Z,call_Sczzl04y8cQt9mgXidtZOPOF,2,I390-S18,browser_captures/2026-09-14T153234596Z_call_Sczzl04y8cQt9mgXidtZOPOF_2.jpg,browser_captures/2026-09-14T153234596Z_call_Sczzl04y8cQt9mgXidtZOPOF.json,45400,d7cf5132ce602ee4a05efa59a548db2981f1ae03f098940cbfbefe80badd5b5e,image/jpeg
85,2026-09-14T15:32:34.596Z,call_Sczzl04y8cQt9mgXidtZOPOF,3,I390-S8-top,browser_captures/2026-09-14T153234596Z_call_Sczzl04y8cQt9mgXidtZOPOF_3.jpg,browser_captures/2026-09-14T153234596Z_call_Sczzl04y8cQt9mgXidtZOPOF.json,53722,56b3c77a4f40b64968b685952063cd91f2042044194a6e73f1528831016e43c2,image/jpeg
86,2026-09-14T15:32:34.596Z,call_Sczzl04y8cQt9mgXidtZOPOF,4,I390-S8-caption,browser_captures/2026-09-14T153234596Z_call_Sczzl04y8cQt9mgXidtZOPOF_4.jpg,browser_captures/2026-09-14T153234596Z_call_Sczzl04y8cQt9mgXidtZOPOF.json,49993,2fb54939a1244e430cb784e2958730850229e18cbeca5857207c9f6f8f37df3b,image/jpeg
87,2026-09-14T15:33:03.390Z,call_xL3nXisWiaAL6uge5WbmXr3a,1,I390-S4-left,browser_captures/2026-09-14T153303390Z_call_xL3nXisWiaAL6uge5WbmXr3a_1.jpg,browser_captures/2026-09-14T153303390Z_call_xL3nXisWiaAL6uge5WbmXr3a.json,60754,f49a44a325367b93d4c56eba93cc886bc23e2ad5ef5f50d1bc5449e4c9e66424,image/jpeg
88,2026-09-14T15:33:03.390Z,call_xL3nXisWiaAL6uge5WbmXr3a,2,I390-S4-right,browser_captures/2026-09-14T153303390Z_call_xL3nXisWiaAL6uge5WbmXr3a_2.jpg,browser_captures/2026-09-14T153303390Z_call_xL3nXisWiaAL6uge5WbmXr3a.json,57104,dc3d85189312f6090e83aa8454d63c2ba188e1bc3ec8093de00b01ede991e57e,image/jpeg
89,2026-09-14T15:33:03.390Z,call_xL3nXisWiaAL6uge5WbmXr3a,3,I390-S4-caption-right,browser_captures/2026-09-14T153303390Z_call_xL3nXisWiaAL6uge5WbmXr3a_3.jpg,browser_captures/2026-09-14T153303390Z_call_xL3nXisWiaAL6uge5WbmXr3a.json,56000,4573da3045d927e2a445e250ba0c0ba44871ce2d8c1db6dd169b446bc8b571d5,image/jpeg
90,2026-09-14T15:33:03.390Z,call_xL3nXisWiaAL6uge5WbmXr3a,4,I390-S4-notes-left,browser_captures/2026-09-14T153303390Z_call_xL3nXisWiaAL6uge5WbmXr3a_4.jpg,browser_captures/2026-09-14T153303390Z_call_xL3nXisWiaAL6uge5WbmXr3a.json,55020,e0420b28c1f3940bbd639e3915093569a27aeb41305e620b21b60185021b4896,image/jpeg
91,2026-09-14T15:33:31.307Z,call_YyE8WO3uPX7mv4owPlhZjrJo,1,I390-S4-true-left,browser_captures/2026-09-14T153331307Z_call_YyE8WO3uPX7mv4owPlhZjrJo_1.jpg,browser_captures/2026-09-14T153331307Z_call_YyE8WO3uPX7mv4owPlhZjrJo.json,56796,64cda8b8f317046013bc889bc2f8ae451060eef24c8f85c7be56d32e963cf52f,image/jpeg
92,2026-09-14T15:33:31.307Z,call_YyE8WO3uPX7mv4owPlhZjrJo,2,I390-S7-left,browser_captures/2026-09-14T153331307Z_call_YyE8WO3uPX7mv4owPlhZjrJo_2.jpg,browser_captures/2026-09-14T153331307Z_call_YyE8WO3uPX7mv4owPlhZjrJo.json,39204,3fdef9810f1adfb4f292fbca8c769a3ee9511780586b8381b812d434cd91eef3,image/jpeg
93,2026-09-14T15:33:31.307Z,call_YyE8WO3uPX7mv4owPlhZjrJo,3,I390-S7-right,browser_captures/2026-09-14T153331307Z_call_YyE8WO3uPX7mv4owPlhZjrJo_3.jpg,browser_captures/2026-09-14T153331307Z_call_YyE8WO3uPX7mv4owPlhZjrJo.json,38622,df1d6a8fe70c1502ed70305ff0a22b55ff769850f5741b8e2e78b4158d83db42,image/jpeg
94,2026-09-14T15:33:31.307Z,call_YyE8WO3uPX7mv4owPlhZjrJo,4,I390-S7-notes-right,browser_captures/2026-09-14T153331307Z_call_YyE8WO3uPX7mv4owPlhZjrJo_4.jpg,browser_captures/2026-09-14T153331307Z_call_YyE8WO3uPX7mv4owPlhZjrJo.json,32218,6eb1d62ea70fc28e76c3fa32f98657b29d02e32330c6c8c64408de6a495b87e7,image/jpeg
95,2026-09-14T15:34:01.775Z,call_qtrWgfUzDi4dETkVlVaKijo3,1,I390-S7-notes-middle,browser_captures/2026-09-14T153401775Z_call_qtrWgfUzDi4dETkVlVaKijo3_1.jpg,browser_captures/2026-09-14T153401775Z_call_qtrWgfUzDi4dETkVlVaKijo3.json,36494,68c173eb7955727dd16ba6f2b792defe4678906eeb7b84678b9141687d181aec,image/jpeg
96,2026-09-14T15:34:01.775Z,call_qtrWgfUzDi4dETkVlVaKijo3,2,I390-S7-notes-left,browser_captures/2026-09-14T153401775Z_call_qtrWgfUzDi4dETkVlVaKijo3_2.jpg,browser_captures/2026-09-14T153401775Z_call_qtrWgfUzDi4dETkVlVaKijo3.json,55126,3be8dc226a46b365c4ca9fe3fb5eb47efa22042b782b4eb190887139efe82039,image/jpeg
97,2026-09-14T15:34:01.775Z,call_qtrWgfUzDi4dETkVlVaKijo3,3,I390-T2-caption,browser_captures/2026-09-14T153401775Z_call_qtrWgfUzDi4dETkVlVaKijo3_3.jpg,browser_captures/2026-09-14T153401775Z_call_qtrWgfUzDi4dETkVlVaKijo3.json,58821,3761bdf1f5381bdd4afab94a06437d7a3146a55c0096b1813d82068c741a08c2,image/jpeg
98,2026-09-14T15:34:01.775Z,call_qtrWgfUzDi4dETkVlVaKijo3,4,I390-T2-left,browser_captures/2026-09-14T153401775Z_call_qtrWgfUzDi4dETkVlVaKijo3_4.jpg,browser_captures/2026-09-14T153401775Z_call_qtrWgfUzDi4dETkVlVaKijo3.json,57566,e2a9af941435eb814cac1bbb9e379fa32025fecb539c8c6366f2f8fdf6325aca,image/jpeg
99,2026-09-14T15:34:41.621Z,call_yV8ABBOnZNDtic62QjdPHUwa,1,I390-T2-middle,browser_captures/2026-09-14T153441621Z_call_yV8ABBOnZNDtic62QjdPHUwa_1.jpg,browser_captures/2026-09-14T153441621Z_call_yV8ABBOnZNDtic62QjdPHUwa.json,51152,8742806d627e40182a7da55d50126521c54ccbafaeaba8d12905929f204d0723,image/jpeg
100,2026-09-14T15:34:41.621Z,call_yV8ABBOnZNDtic62QjdPHUwa,2,I390-T2-right,browser_captures/2026-09-14T153441621Z_call_yV8ABBOnZNDtic62QjdPHUwa_2.jpg,browser_captures/2026-09-14T153441621Z_call_yV8ABBOnZNDtic62QjdPHUwa.json,47309,a8b1ef9449d611f74748750f1b03103b6159ebbb393e5d3a7ed8790337b9e32d,image/jpeg
101,2026-09-14T15:34:41.621Z,call_yV8ABBOnZNDtic62QjdPHUwa,3,I390-S2-left,browser_captures/2026-09-14T153441621Z_call_yV8ABBOnZNDtic62QjdPHUwa_3.jpg,browser_captures/2026-09-14T153441621Z_call_yV8ABBOnZNDtic62QjdPHUwa.json,46096,5b95b3ed349fbf7c314bc3b658e3edd84c3bfc36d122b6d8d17dc6e3986305e8,image/jpeg
102,2026-09-14T15:34:41.621Z,call_yV8ABBOnZNDtic62QjdPHUwa,4,I390-S2-right,browser_captures/2026-09-14T153441621Z_call_yV8ABBOnZNDtic62QjdPHUwa_4.jpg,browser_captures/2026-09-14T153441621Z_call_yV8ABBOnZNDtic62QjdPHUwa.json,39336,e5085c49fc348cd0e3b04f40ef2565a5de5cdbdd513d707fad491a61fe172b2c,image/jpeg
103,2026-09-14T15:35:11.529Z,call_5oxrp9GNrjtDjeTkokvyEhTL,1,I390-S2-notes-right,browser_captures/2026-09-14T153511529Z_call_5oxrp9GNrjtDjeTkokvyEhTL_1.jpg,browser_captures/2026-09-14T153511529Z_call_5oxrp9GNrjtDjeTkokvyEhTL.json,44562,99183719ee102ceb8e4caef98c33dc9b1fd47d1ff2df38ebc064c3625173b94b,image/jpeg
104,2026-09-14T15:35:11.529Z,call_5oxrp9GNrjtDjeTkokvyEhTL,2,I390-S2-notes-left,browser_captures/2026-09-14T153511529Z_call_5oxrp9GNrjtDjeTkokvyEhTL_2.jpg,browser_captures/2026-09-14T153511529Z_call_5oxrp9GNrjtDjeTkokvyEhTL.json,57303,b02d868ef061361df6b03844760f5f69646b7ac930b306573359c297f54bcfbb,image/jpeg
105,2026-09-14T15:35:11.529Z,call_5oxrp9GNrjtDjeTkokvyEhTL,3,I390-downloads-top,browser_captures/2026-09-14T153511529Z_call_5oxrp9GNrjtDjeTkokvyEhTL_3.jpg,browser_captures/2026-09-14T153511529Z_call_5oxrp9GNrjtDjeTkokvyEhTL.json,42080,186c0f7e799af64f53c5e0cab1e2b1ca9bc06dbdd47da20a728d5eb64fe252cc,image/jpeg
106,2026-09-14T15:35:11.529Z,call_5oxrp9GNrjtDjeTkokvyEhTL,4,I390-downloads-bottom,browser_captures/2026-09-14T153511529Z_call_5oxrp9GNrjtDjeTkokvyEhTL_4.jpg,browser_captures/2026-09-14T153511529Z_call_5oxrp9GNrjtDjeTkokvyEhTL.json,50308,360d77811e87fd4037b2c172ffb0f745c35eb45075e81ef2e83bba98a7bc88bf,image/jpeg
107,2026-09-14T15:35:49.423Z,call_DgWfZUvDxMgG6GHMXFkQJ7tf,1,I390-menu,browser_captures/2026-09-14T153549423Z_call_DgWfZUvDxMgG6GHMXFkQJ7tf_1.jpg,browser_captures/2026-09-14T153549423Z_call_DgWfZUvDxMgG6GHMXFkQJ7tf.json,33440,befbe1cbbe2e11ec8900fa827686e9b13f3e930b8c8ed51c1b85c4ac9c8aecf6,image/jpeg
108,2026-09-14T15:36:10.082Z,call_yFLOE5DA1P3oFdXeOHNQtlve,1,I390-search-results,browser_captures/2026-09-14T153610082Z_call_yFLOE5DA1P3oFdXeOHNQtlve_1.jpg,browser_captures/2026-09-14T153610082Z_call_yFLOE5DA1P3oFdXeOHNQtlve.json,57959,2fb87922c4bf4a46ce92ce78c0942dfc5b5fa81210386db846892d96fb172ade,image/jpeg
109,2026-09-14T15:36:30.791Z,call_TzPwv8VWWarCHj20tqi1m85r,1,I390-search-destination,browser_captures/2026-09-14T153630791Z_call_TzPwv8VWWarCHj20tqi1m85r_1.jpg,browser_captures/2026-09-14T153630791Z_call_TzPwv8VWWarCHj20tqi1m85r.json,48162,e420ac86131cc50cb721d401fc559d6803ecf157918b14ede440a6760110bb5a,image/jpeg
110,2026-09-14T15:37:09.166Z,call_3NcRDJMPed78fYcxeomNZyuR,1,I390-Contents,browser_captures/2026-09-14T153709166Z_call_3NcRDJMPed78fYcxeomNZyuR_1.jpg,browser_captures/2026-09-14T153709166Z_call_3NcRDJMPed78fYcxeomNZyuR.json,36015,3f32c5a0598a94c9da59dd6b73f9e16ce2cdaffd0f9bdf3a49e37a9a58f48e4a,image/jpeg
111,2026-09-14T15:37:09.166Z,call_3NcRDJMPed78fYcxeomNZyuR,2,S390-S15,browser_captures/2026-09-14T153709166Z_call_3NcRDJMPed78fYcxeomNZyuR_2.jpg,browser_captures/2026-09-14T153709166Z_call_3NcRDJMPed78fYcxeomNZyuR.json,50326,fcb9d73130d3fd9ae4a8ee8012aa55c6a688e9c76b69c12b1e03cfc7bf737f91,image/jpeg
112,2026-09-14T15:37:40.640Z,call_RbW8P65V4LZSXMXe2RxGsuhY,1,S390-S15-full,browser_captures/2026-09-14T153740640Z_call_RbW8P65V4LZSXMXe2RxGsuhY_1.jpg,browser_captures/2026-09-14T153740640Z_call_RbW8P65V4LZSXMXe2RxGsuhY.json,46782,518feed398c87f32b0f5c14eb97a14ce69c17b4759a8376a802869e24172439f,image/jpeg
113,2026-09-14T15:37:40.640Z,call_RbW8P65V4LZSXMXe2RxGsuhY,2,S390-S16,browser_captures/2026-09-14T153740640Z_call_RbW8P65V4LZSXMXe2RxGsuhY_2.jpg,browser_captures/2026-09-14T153740640Z_call_RbW8P65V4LZSXMXe2RxGsuhY.json,54413,212d149919e663aaaacdf89582d3e51e1d6709d88c9c84d27191ebec1b4100df,image/jpeg
114,2026-09-14T15:37:40.640Z,call_RbW8P65V4LZSXMXe2RxGsuhY,3,S390-S17,browser_captures/2026-09-14T153740640Z_call_RbW8P65V4LZSXMXe2RxGsuhY_3.jpg,browser_captures/2026-09-14T153740640Z_call_RbW8P65V4LZSXMXe2RxGsuhY.json,42701,ab4a47413792135f98887c3f79ba1585cf41923d6ab4180ff861a5d969944c56,image/jpeg
115,2026-09-14T15:37:40.640Z,call_RbW8P65V4LZSXMXe2RxGsuhY,4,S390-S18,browser_captures/2026-09-14T153740640Z_call_RbW8P65V4LZSXMXe2RxGsuhY_4.jpg,browser_captures/2026-09-14T153740640Z_call_RbW8P65V4LZSXMXe2RxGsuhY.json,45428,b77a7fd575a8a6282236aa7ace4a180b1eb0c55ed67e413ee4b88dd866f4beb4,image/jpeg
116,2026-09-14T15:40:31.430Z,call_f7345Imn61sBvaPtta0oALyk,1,S390-S8-top,browser_captures/2026-09-14T154031430Z_call_f7345Imn61sBvaPtta0oALyk_1.jpg,browser_captures/2026-09-14T154031430Z_call_f7345Imn61sBvaPtta0oALyk.json,54104,653dace63dd6a7a087f2716c08e697eeeedd2d9d16079841c2aeb5e192f361e8,image/jpeg
117,2026-09-14T15:40:31.430Z,call_f7345Imn61sBvaPtta0oALyk,2,S390-S8-caption,browser_captures/2026-09-14T154031430Z_call_f7345Imn61sBvaPtta0oALyk_2.jpg,browser_captures/2026-09-14T154031430Z_call_f7345Imn61sBvaPtta0oALyk.json,50257,f71ecdd277ad22cbe4ab76e2a6cb0ff0540fe6578dc93edf3ed9c861403bf2b4,image/jpeg
118,2026-09-14T15:40:31.430Z,call_f7345Imn61sBvaPtta0oALyk,3,S390-S4-left,browser_captures/2026-09-14T154031430Z_call_f7345Imn61sBvaPtta0oALyk_3.jpg,browser_captures/2026-09-14T154031430Z_call_f7345Imn61sBvaPtta0oALyk.json,56672,9ab7d4c6d1ff94d6ae2cecf0669f1a240926afc63b2b135d8628bb697b6a60dc,image/jpeg
119,2026-09-14T15:40:31.430Z,call_f7345Imn61sBvaPtta0oALyk,4,S390-S4-right,browser_captures/2026-09-14T154031430Z_call_f7345Imn61sBvaPtta0oALyk_4.jpg,browser_captures/2026-09-14T154031430Z_call_f7345Imn61sBvaPtta0oALyk.json,57132,80468281435f5a4f14c91e30fa6aeca95757549ae9aa650a95d3446d09988776,image/jpeg
120,2026-09-14T15:41:03.528Z,call_OQd64pml67iCDpJvDdM2z2BE,1,S390-S4-caption-right,browser_captures/2026-09-14T154103528Z_call_OQd64pml67iCDpJvDdM2z2BE_1.jpg,browser_captures/2026-09-14T154103528Z_call_OQd64pml67iCDpJvDdM2z2BE.json,55431,24ed0092e241cb6d2f109a35e1c3e0bd9ed3b36511a9a7a1a6cb8501b4a1d65e,image/jpeg
121,2026-09-14T15:41:03.528Z,call_OQd64pml67iCDpJvDdM2z2BE,2,S390-S4-notes-left,browser_captures/2026-09-14T154103528Z_call_OQd64pml67iCDpJvDdM2z2BE_2.jpg,browser_captures/2026-09-14T154103528Z_call_OQd64pml67iCDpJvDdM2z2BE.json,54364,89341c1aee1696a90aada55b220091abcd964f5022251624678ff09728a944f4,image/jpeg
122,2026-09-14T15:41:03.528Z,call_OQd64pml67iCDpJvDdM2z2BE,3,S390-S7-left,browser_captures/2026-09-14T154103528Z_call_OQd64pml67iCDpJvDdM2z2BE_3.jpg,browser_captures/2026-09-14T154103528Z_call_OQd64pml67iCDpJvDdM2z2BE.json,39249,b923e1852f19ee4711cd738ec099cad209709a218aa08c169d02d876465b15cd,image/jpeg
123,2026-09-14T15:41:03.528Z,call_OQd64pml67iCDpJvDdM2z2BE,4,S390-S7-right,browser_captures/2026-09-14T154103528Z_call_OQd64pml67iCDpJvDdM2z2BE_4.jpg,browser_captures/2026-09-14T154103528Z_call_OQd64pml67iCDpJvDdM2z2BE.json,38630,0c36db6be76193658aba476986903b790d05d7d48735b3b855dcb46328db0d1b,image/jpeg
124,2026-09-14T15:41:50.118Z,call_LYh2V5Sdc6UJRFysTTvyKxux,1,S390-S7-notes-right,browser_captures/2026-09-14T154150118Z_call_LYh2V5Sdc6UJRFysTTvyKxux_1.jpg,browser_captures/2026-09-14T154150118Z_call_LYh2V5Sdc6UJRFysTTvyKxux.json,32456,b92498043aa8136dc274db6ec78fcf8202c56bcb873cec1ba8d0d62f0225fedb,image/jpeg
125,2026-09-14T15:41:50.118Z,call_LYh2V5Sdc6UJRFysTTvyKxux,2,S390-S7-notes-middle,browser_captures/2026-09-14T154150118Z_call_LYh2V5Sdc6UJRFysTTvyKxux_2.jpg,browser_captures/2026-09-14T154150118Z_call_LYh2V5Sdc6UJRFysTTvyKxux.json,36808,e36dffc4f4bd0cd77d9040e2a11d13ba513e07ea11ed7a1251d1f27a27ca679b,image/jpeg
126,2026-09-14T15:41:50.118Z,call_LYh2V5Sdc6UJRFysTTvyKxux,3,S390-S7-notes-left,browser_captures/2026-09-14T154150118Z_call_LYh2V5Sdc6UJRFysTTvyKxux_3.jpg,browser_captures/2026-09-14T154150118Z_call_LYh2V5Sdc6UJRFysTTvyKxux.json,55551,000f42e69772b8fff43ba0dd3b559837329e0f1014acd58b3c92e4a76a491fb4,image/jpeg
127,2026-09-14T15:44:10.849Z,call_0dO0ekoJoKtlA6fBN01G2Mja,1,S390-S2-left,browser_captures/2026-09-14T154410849Z_call_0dO0ekoJoKtlA6fBN01G2Mja_1.jpg,browser_captures/2026-09-14T154410849Z_call_0dO0ekoJoKtlA6fBN01G2Mja.json,46040,158f1a49ca92fa3378c1be5e2ea73599ebac91ebc78f24f5a3406f80d7d86b8c,image/jpeg
128,2026-09-14T15:44:10.849Z,call_0dO0ekoJoKtlA6fBN01G2Mja,2,S390-S2-right,browser_captures/2026-09-14T154410849Z_call_0dO0ekoJoKtlA6fBN01G2Mja_2.jpg,browser_captures/2026-09-14T154410849Z_call_0dO0ekoJoKtlA6fBN01G2Mja.json,39415,0daee0af9a4e7d3d61121d8ae114762ab7bf93c87868f6f4bc70cf3349b09a8a,image/jpeg
129,2026-09-14T15:44:10.849Z,call_0dO0ekoJoKtlA6fBN01G2Mja,3,S390-S2-notes-right,browser_captures/2026-09-14T154410849Z_call_0dO0ekoJoKtlA6fBN01G2Mja_3.jpg,browser_captures/2026-09-14T154410849Z_call_0dO0ekoJoKtlA6fBN01G2Mja.json,44276,5d9ac59df567698e76e3aca54cb710e75016cc10142ebedd29d5d1655dc00ba1,image/jpeg
130,2026-09-14T15:44:10.849Z,call_0dO0ekoJoKtlA6fBN01G2Mja,4,S390-S2-notes-left,browser_captures/2026-09-14T154410849Z_call_0dO0ekoJoKtlA6fBN01G2Mja_4.jpg,browser_captures/2026-09-14T154410849Z_call_0dO0ekoJoKtlA6fBN01G2Mja.json,56951,37b31adbf36df07a69c4f7a8c18f162de18e5ec09a5070e15eb4e4225d41c346,image/jpeg
131,2026-09-14T15:49:55.175Z,call_T0lfJsfecKAu3CO6bwMPHaVE,1,S390-utility-top,browser_captures/2026-09-14T154955175Z_call_T0lfJsfecKAu3CO6bwMPHaVE_1.jpg,browser_captures/2026-09-14T154955175Z_call_T0lfJsfecKAu3CO6bwMPHaVE.json,42080,186c0f7e799af64f53c5e0cab1e2b1ca9bc06dbdd47da20a728d5eb64fe252cc,image/jpeg
