"site","Id","raw_state","period_source_start","period_source_end","behavior_source_row","expected_minutes","projected_minutes","valid_minutes","brown_yes","timestamp_and_count_exact"
"KNUST","KNUST_S003","wake",16,17,16,720,720,681,106,TRUE
"KNUST","KNUST_S003","wake",17,18,17,670,670,585,19,TRUE
"KNUST","KNUST_S003","wake",18,19,18,805,805,771,105,TRUE
"KNUST","KNUST_S003","wake",19,20,19,750,750,612,43,TRUE
"KNUST","KNUST_S003","wake",20,21,20,630,630,580,40,TRUE
"KNUST","KNUST_S004","wake",22,23,22,837,837,837,192,TRUE
"KNUST","KNUST_S004","wake",23,24,23,858,858,783,252,TRUE
"KNUST","KNUST_S004","wake",24,25,24,780,780,677,112,TRUE
"KNUST","KNUST_S004","wake",25,26,25,790,790,790,159,TRUE
"KNUST","KNUST_S004","wake",26,27,26,774,774,731,395,TRUE
"KNUST","KNUST_S004","wake",27,28,27,783,783,728,99,TRUE
"KNUST","KNUST_S005","wake",29,30,29,700,700,700,4,TRUE
"KNUST","KNUST_S005","wake",30,31,30,648,648,648,93,TRUE
"KNUST","KNUST_S005","wake",31,32,31,695,695,687,69,TRUE
"KNUST","KNUST_S005","wake",32,33,32,540,540,540,0,TRUE
"KNUST","KNUST_S005","wake",33,34,33,620,620,610,25,TRUE
"KNUST","KNUST_S005","wake",34,35,34,750,750,740,86,TRUE
"KNUST","KNUST_S006","wake",36,37,36,860,860,784,210,TRUE
"KNUST","KNUST_S006","wake",37,38,37,840,840,794,2,TRUE
"KNUST","KNUST_S006","wake",38,39,38,900,900,780,45,TRUE
"KNUST","KNUST_S006","wake",39,40,39,840,840,738,44,TRUE
"KNUST","KNUST_S006","wake",40,41,40,896,896,761,63,TRUE
"KNUST","KNUST_S006","wake",41,42,41,868,868,714,74,TRUE
"KNUST","KNUST_S007","wake",43,44,43,655,655,532,24,TRUE
"KNUST","KNUST_S007","wake",44,45,44,616,616,613,61,TRUE
"KNUST","KNUST_S007","wake",45,46,45,629,629,607,254,TRUE
"KNUST","KNUST_S007","wake",46,47,46,626,626,600,257,TRUE
"KNUST","KNUST_S008","wake",49,50,49,768,768,0,0,TRUE
"KNUST","KNUST_S008","wake",50,51,50,842,842,594,92,TRUE
"KNUST","KNUST_S008","wake",51,52,51,748,748,679,70,TRUE
"KNUST","KNUST_S008","wake",52,53,52,802,802,647,99,TRUE
"KNUST","KNUST_S008","wake",53,54,53,750,750,750,55,TRUE
"KNUST","KNUST_S008","wake",54,55,54,905,905,866,129,TRUE
"KNUST","KNUST_S009","wake",56,57,56,706,706,649,74,TRUE
"KNUST","KNUST_S009","wake",57,58,57,1035,1035,1005,160,TRUE
"KNUST","KNUST_S009","wake",58,59,58,780,780,700,346,TRUE
"KNUST","KNUST_S009","wake",59,60,59,749,749,715,108,TRUE
"KNUST","KNUST_S009","wake",60,61,60,713,713,672,17,TRUE
"KNUST","KNUST_S009","wake",61,62,61,930,930,885,84,TRUE
"KNUST","KNUST_S010","wake",63,64,63,715,715,665,13,TRUE
"KNUST","KNUST_S010","wake",64,65,64,789,789,637,26,TRUE
"KNUST","KNUST_S010","wake",65,66,65,878,878,878,126,TRUE
"KNUST","KNUST_S010","wake",66,67,66,840,840,840,48,TRUE
"KNUST","KNUST_S010","wake",67,68,67,880,880,813,52,TRUE
"KNUST","KNUST_S010","wake",68,69,68,894,894,823,40,TRUE
"KNUST","KNUST_S011","wake",70,71,70,710,710,699,337,TRUE
"KNUST","KNUST_S011","wake",71,72,71,875,875,827,252,TRUE
"KNUST","KNUST_S011","wake",72,73,72,875,875,803,111,TRUE
"KNUST","KNUST_S011","wake",73,74,73,815,815,793,97,TRUE
"KNUST","KNUST_S011","wake",74,75,74,795,795,795,0,TRUE
"KNUST","KNUST_S011","wake",75,76,75,927,927,927,0,TRUE
"KNUST","KNUST_S012","wake",77,78,77,780,780,780,46,TRUE
"KNUST","KNUST_S012","wake",78,79,78,801,801,754,199,TRUE
"KNUST","KNUST_S012","wake",79,80,79,859,859,859,7,TRUE
"KNUST","KNUST_S012","wake",80,81,80,741,741,741,162,TRUE
"KNUST","KNUST_S012","wake",81,82,81,820,820,820,127,TRUE
"KNUST","KNUST_S012","wake",82,83,82,809,809,809,375,TRUE
"KNUST","KNUST_S013","wake",84,85,84,1020,1020,862,127,TRUE
"KNUST","KNUST_S013","wake",85,86,85,990,990,990,163,TRUE
"KNUST","KNUST_S013","wake",86,87,86,956,956,956,83,TRUE
"KNUST","KNUST_S013","wake",87,88,87,820,820,818,237,TRUE
"KNUST","KNUST_S013","wake",88,89,88,836,836,0,0,TRUE
"KNUST","KNUST_S014","wake",91,92,91,913,913,888,65,TRUE
"KNUST","KNUST_S014","wake",92,93,92,765,765,765,80,TRUE
"KNUST","KNUST_S014","wake",93,94,93,900,900,860,93,TRUE
"KNUST","KNUST_S014","wake",94,95,94,813,813,788,18,TRUE
"KNUST","KNUST_S014","wake",95,96,95,740,740,739,49,TRUE
"KNUST","KNUST_S014","wake",96,97,96,870,870,870,34,TRUE
"KNUST","KNUST_S015","wake",98,99,98,947,947,947,146,TRUE
"KNUST","KNUST_S015","wake",99,100,99,870,870,857,232,TRUE
"KNUST","KNUST_S015","wake",100,101,100,816,816,816,93,TRUE
"KNUST","KNUST_S015","wake",101,102,101,845,845,805,236,TRUE
"KNUST","KNUST_S015","wake",102,103,102,707,707,616,162,TRUE
"KNUST","KNUST_S015","wake",103,104,103,830,830,0,0,TRUE
"RISE","RISE_S001","wake",1,2,1,855,855,835,202,TRUE
"RISE","RISE_S001","wake",2,3,2,830,830,796,56,TRUE
"RISE","RISE_S001","wake",3,4,3,874,874,833,186,TRUE
"RISE","RISE_S001","wake",4,5,4,828,828,708,264,TRUE
"RISE","RISE_S001","wake",5,6,5,860,860,681,160,TRUE
"RISE","RISE_S001","wake",6,7,6,845,845,845,245,TRUE
"RISE","RISE_S002","wake",8,9,8,878,878,878,327,TRUE
"RISE","RISE_S002","wake",9,10,9,955,955,955,204,TRUE
"RISE","RISE_S002","wake",10,11,10,914,914,914,345,TRUE
"RISE","RISE_S002","wake",11,12,11,955,955,955,166,TRUE
"RISE","RISE_S002","wake",12,13,12,935,935,935,134,TRUE
"RISE","RISE_S002","wake",13,14,13,843,843,808,89,TRUE
"RISE","RISE_S003","wake",15,16,15,770,770,770,241,TRUE
"RISE","RISE_S003","wake",16,17,16,860,860,860,117,TRUE
"RISE","RISE_S003","wake",17,18,17,739,739,662,190,TRUE
"RISE","RISE_S003","wake",18,19,18,915,915,914,233,TRUE
"RISE","RISE_S003","wake",19,20,19,780,780,669,192,TRUE
"RISE","RISE_S003","wake",20,21,20,605,605,605,18,TRUE
"RISE","RISE_S004","wake",22,23,22,825,825,825,175,TRUE
"RISE","RISE_S004","wake",23,24,23,855,855,805,508,TRUE
"RISE","RISE_S004","wake",24,25,24,850,850,850,70,TRUE
"RISE","RISE_S004","wake",25,26,25,853,853,847,121,TRUE
"RISE","RISE_S004","wake",26,27,26,829,829,829,375,TRUE
"RISE","RISE_S004","wake",27,28,27,685,685,685,76,TRUE
"RISE","RISE_S005","wake",29,30,29,765,765,723,236,TRUE
"RISE","RISE_S005","wake",30,31,30,805,805,790,233,TRUE
"RISE","RISE_S005","wake",31,32,31,830,830,828,303,TRUE
"RISE","RISE_S005","wake",32,33,32,895,895,895,158,TRUE
"RISE","RISE_S005","wake",33,34,33,760,760,760,227,TRUE
"RISE","RISE_S005","wake",34,35,34,800,800,710,174,TRUE
"RISE","RISE_S006","wake",36,37,36,796,796,767,222,TRUE
"RISE","RISE_S006","wake",37,38,37,735,735,735,110,TRUE
"RISE","RISE_S006","wake",38,39,38,810,810,810,277,TRUE
"RISE","RISE_S006","wake",39,40,39,660,660,660,301,TRUE
"RISE","RISE_S006","wake",40,41,40,833,833,671,21,TRUE
"RISE","RISE_S006","wake",41,42,41,800,800,800,102,TRUE
"RISE","RISE_S007","wake",43,44,43,870,870,870,635,TRUE
"RISE","RISE_S007","wake",44,45,44,845,845,807,478,TRUE
"RISE","RISE_S007","wake",45,46,45,818,818,809,400,TRUE
"RISE","RISE_S007","wake",46,47,46,663,663,663,374,TRUE
"RISE","RISE_S007","wake",47,48,47,775,775,734,226,TRUE
"RISE","RISE_S007","wake",48,49,48,780,780,770,236,TRUE
"RISE","RISE_S008","wake",51,52,51,810,810,810,373,TRUE
"RISE","RISE_S008","wake",52,53,52,760,760,760,340,TRUE
"RISE","RISE_S008","wake",53,54,53,788,788,788,411,TRUE
"RISE","RISE_S009","wake",55,56,55,880,880,880,156,TRUE
"RISE","RISE_S009","wake",56,57,56,885,885,712,146,TRUE
"RISE","RISE_S009","wake",57,58,57,750,750,674,404,TRUE
"RISE","RISE_S009","wake",58,59,58,895,895,766,226,TRUE
"RISE","RISE_S009","wake",59,60,59,825,825,744,285,TRUE
"RISE","RISE_S009","wake",60,61,60,825,825,709,134,TRUE
"RISE","RISE_S010","wake",62,63,62,855,855,786,259,TRUE
"RISE","RISE_S010","wake",63,64,63,868,868,784,396,TRUE
"RISE","RISE_S010","wake",64,65,64,835,835,755,517,TRUE
"RISE","RISE_S010","wake",65,66,65,680,680,569,41,TRUE
"RISE","RISE_S010","wake",66,67,66,927,927,924,274,TRUE
"RISE","RISE_S010","wake",67,68,67,815,815,0,0,TRUE
"RISE","RISE_S011","wake",69,74,69,741,741,0,0,TRUE
"RISE","RISE_S011","wake",74,70,74,800,800,0,0,TRUE
"RISE","RISE_S011","wake",70,75,70,755,755,0,0,TRUE
"RISE","RISE_S011","wake",75,71,75,835,835,0,0,TRUE
"RISE","RISE_S011","wake",71,72,71,769,769,0,0,TRUE
"RISE","RISE_S011","wake",72,73,72,553,553,0,0,TRUE
"RISE","RISE_S012","wake",76,83,76,660,660,660,208,TRUE
"RISE","RISE_S012","wake",83,77,83,686,686,682,379,TRUE
"RISE","RISE_S012","wake",77,78,77,726,726,719,430,TRUE
"RISE","RISE_S012","wake",78,79,78,735,735,720,480,TRUE
"RISE","RISE_S012","wake",79,80,79,762,762,749,484,TRUE
"RISE","RISE_S012","wake",80,81,80,680,680,680,264,TRUE
"RISE","RISE_S012","wake",81,82,81,671,671,671,337,TRUE
"RISE","RISE_S013","wake",84,85,84,664,664,662,337,TRUE
"RISE","RISE_S013","wake",85,86,85,636,636,568,381,TRUE
"RISE","RISE_S013","wake",86,87,86,660,660,660,502,TRUE
"RISE","RISE_S013","wake",87,88,87,682,682,606,131,TRUE
"RISE","RISE_S013","wake",88,89,88,858,858,858,235,TRUE
"RISE","RISE_S013","wake",89,90,89,540,540,535,375,TRUE
"RISE","RISE_S014","wake",91,92,91,730,730,715,38,TRUE
"RISE","RISE_S014","wake",92,93,92,815,815,800,256,TRUE
"RISE","RISE_S014","wake",93,94,93,690,690,675,58,TRUE
"RISE","RISE_S014","wake",94,95,94,870,870,855,191,TRUE
"RISE","RISE_S014","wake",95,96,95,650,650,650,17,TRUE
"RISE","RISE_S014","wake",96,97,96,480,480,442,14,TRUE
"RISE","RISE_S015","wake",98,99,98,875,875,875,56,TRUE
"RISE","RISE_S015","wake",99,100,99,795,795,778,114,TRUE
"RISE","RISE_S015","wake",100,101,100,860,860,758,18,TRUE
"RISE","RISE_S015","wake",101,102,101,745,745,745,72,TRUE
"RISE","RISE_S015","wake",102,103,102,710,710,710,135,TRUE
"RISE","RISE_S015","wake",103,104,103,640,640,640,62,TRUE
"RISE","RISE_S016","wake",105,106,105,832,832,832,32,TRUE
"RISE","RISE_S016","wake",106,107,106,800,800,620,49,TRUE
"RISE","RISE_S016","wake",107,108,107,844,844,666,31,TRUE
"RISE","RISE_S016","wake",108,109,108,760,760,760,13,TRUE
"RISE","RISE_S016","wake",109,110,109,675,675,543,53,TRUE
"RISE","RISE_S016","wake",110,111,110,630,630,630,65,TRUE
"RISE","RISE_S017","wake",112,113,112,745,745,745,60,TRUE
"RISE","RISE_S017","wake",113,114,113,730,730,730,12,TRUE
"RISE","RISE_S017","wake",114,115,114,739,739,739,46,TRUE
"RISE","RISE_S017","wake",115,116,115,740,740,740,18,TRUE
"THUAS","THUAS_S001","wake",1,2,1,770,770,562,116,TRUE
"THUAS","THUAS_S001","wake",2,3,2,746,746,746,12,TRUE
"THUAS","THUAS_S001","wake",3,4,3,700,700,685,0,TRUE
"THUAS","THUAS_S001","wake",4,5,4,657,657,657,355,TRUE
"THUAS","THUAS_S001","wake",5,6,5,810,810,727,3,TRUE
"THUAS","THUAS_S001","wake",6,7,6,625,625,526,50,TRUE
"THUAS","THUAS_S001","wake",7,8,7,664,664,0,0,TRUE
"THUAS","THUAS_S001","wake",8,9,8,560,560,560,0,TRUE
"THUAS","THUAS_S002","wake",10,11,10,823,823,805,249,TRUE
"THUAS","THUAS_S002","wake",13,14,13,701,701,0,0,TRUE
"THUAS","THUAS_S003","wake",15,16,15,908,908,749,353,TRUE
"THUAS","THUAS_S003","wake",16,17,16,907,907,907,331,TRUE
"THUAS","THUAS_S003","wake",17,18,17,748,748,702,214,TRUE
"THUAS","THUAS_S003","wake",18,19,18,656,656,656,46,TRUE
"THUAS","THUAS_S003","wake",19,20,19,856,856,856,475,TRUE
"THUAS","THUAS_S005","wake",21,22,21,751,751,641,268,TRUE
"THUAS","THUAS_S005","wake",22,23,22,830,830,830,317,TRUE
"THUAS","THUAS_S005","wake",23,24,23,738,738,656,216,TRUE
"THUAS","THUAS_S005","wake",24,25,24,734,734,734,236,TRUE
"THUAS","THUAS_S005","wake",25,26,25,734,734,703,145,TRUE
"THUAS","THUAS_S006","wake",27,28,27,794,794,763,152,TRUE
"THUAS","THUAS_S006","wake",28,29,28,723,723,723,169,TRUE
"THUAS","THUAS_S006","wake",29,30,29,1060,1060,948,134,TRUE
"THUAS","THUAS_S006","wake",30,31,30,710,710,0,0,TRUE
"THUAS","THUAS_S006","wake",31,32,31,895,895,895,286,TRUE
"THUAS","THUAS_S006","wake",32,33,32,675,675,675,120,TRUE
"THUAS","THUAS_S007","wake",34,35,34,750,750,750,118,TRUE
"THUAS","THUAS_S007","wake",35,36,35,720,720,624,406,TRUE
"THUAS","THUAS_S007","wake",36,37,36,765,765,674,235,TRUE
"THUAS","THUAS_S007","wake",37,38,37,810,810,810,0,TRUE
"THUAS","THUAS_S007","wake",38,39,38,720,720,512,136,TRUE
"THUAS","THUAS_S007","wake",39,40,39,781,781,694,142,TRUE
"THUAS","THUAS_S010","wake",41,42,41,869,869,869,266,TRUE
"THUAS","THUAS_S010","wake",42,43,42,656,656,0,0,TRUE
"THUAS","THUAS_S010","wake",43,44,43,676,676,485,294,TRUE
"THUAS","THUAS_S010","wake",44,45,44,950,950,853,660,TRUE
"THUAS","THUAS_S010","wake",45,46,45,744,744,688,483,TRUE
"THUAS","THUAS_S010","wake",46,47,46,593,593,593,215,TRUE
"THUAS","THUAS_S010","wake",47,48,47,725,725,689,378,TRUE
"THUAS","THUAS_S011","wake",49,50,49,730,730,730,170,TRUE
"THUAS","THUAS_S011","wake",50,51,50,729,729,729,180,TRUE
"THUAS","THUAS_S011","wake",51,52,51,870,870,850,162,TRUE
"THUAS","THUAS_S011","wake",52,53,52,720,720,645,138,TRUE
"THUAS","THUAS_S011","wake",53,54,53,915,915,915,336,TRUE
"THUAS","THUAS_S011","wake",54,55,54,675,675,657,115,TRUE
"THUAS","THUAS_S014","wake",56,57,56,676,676,633,222,TRUE
"THUAS","THUAS_S014","wake",57,58,57,784,784,763,220,TRUE
"THUAS","THUAS_S014","wake",58,59,58,781,781,645,33,TRUE
"THUAS","THUAS_S014","wake",59,60,59,657,657,511,178,TRUE
"THUAS","THUAS_S014","wake",60,61,60,720,720,720,243,TRUE
"THUAS","THUAS_S015","wake",62,63,62,776,776,776,358,TRUE
"THUAS","THUAS_S015","wake",63,64,63,635,635,595,140,TRUE
"THUAS","THUAS_S015","wake",64,65,64,774,774,774,455,TRUE
"THUAS","THUAS_S015","wake",65,66,65,790,790,790,129,TRUE
"THUAS","THUAS_S015","wake",66,67,66,823,823,823,384,TRUE
"THUAS","THUAS_S015","wake",67,68,67,694,694,694,2,TRUE
"THUAS","THUAS_S016","wake",69,70,69,615,615,615,166,TRUE
"THUAS","THUAS_S016","wake",70,71,70,690,690,690,221,TRUE
"THUAS","THUAS_S016","wake",71,72,71,743,743,743,333,TRUE
"THUAS","THUAS_S016","wake",72,73,72,910,910,910,269,TRUE
"THUAS","THUAS_S016","wake",73,74,73,750,750,750,272,TRUE
"THUAS","THUAS_S016","wake",74,75,74,540,540,540,79,TRUE
"THUAS","THUAS_S018","wake",78,79,78,810,810,0,0,TRUE
"THUAS","THUAS_S018","wake",79,80,79,785,785,698,336,TRUE
"THUAS","THUAS_S018","wake",80,81,80,785,785,688,340,TRUE
"THUAS","THUAS_S018","wake",81,82,81,790,790,640,297,TRUE
"THUAS","THUAS_S018","wake",82,83,82,820,820,677,272,TRUE
"THUAS","THUAS_S018","wake",83,84,83,790,790,640,176,TRUE
"THUAS","THUAS_S018","wake",84,85,84,765,765,660,272,TRUE
"THUAS","THUAS_S019","wake",86,87,86,745,745,0,0,TRUE
"THUAS","THUAS_S019","wake",87,88,87,800,800,800,277,TRUE
"THUAS","THUAS_S019","wake",88,89,88,740,740,740,370,TRUE
"THUAS","THUAS_S019","wake",89,90,89,957,957,957,170,TRUE
"THUAS","THUAS_S019","wake",90,91,90,645,645,645,63,TRUE
"THUAS","THUAS_S019","wake",91,92,91,712,712,712,107,TRUE
"THUAS","THUAS_S019","wake",92,93,92,625,625,625,100,TRUE
"THUAS","THUAS_S020","wake",94,95,94,840,840,840,374,TRUE
"THUAS","THUAS_S020","wake",95,96,95,867,867,867,257,TRUE
"THUAS","THUAS_S020","wake",96,97,96,870,870,870,226,TRUE
"THUAS","THUAS_S020","wake",97,98,97,860,860,860,337,TRUE
"THUAS","THUAS_S020","wake",98,99,98,860,860,860,128,TRUE
"THUAS","THUAS_S020","wake",99,100,99,855,855,855,116,TRUE
"THUAS","THUAS_S020","wake",100,101,100,830,830,830,110,TRUE
"TUM","TUM_S001","wake",1,2,1,697,697,697,172,TRUE
"TUM","TUM_S001","wake",2,3,2,810,810,713,307,TRUE
"TUM","TUM_S001","wake",3,4,3,735,735,683,348,TRUE
"TUM","TUM_S001","wake",4,5,4,720,720,557,167,TRUE
"TUM","TUM_S001","wake",5,6,5,1020,1020,969,274,TRUE
"TUM","TUM_S001","wake",6,7,6,640,640,621,265,TRUE
"TUM","TUM_S002","wake",8,9,8,805,805,662,120,TRUE
"TUM","TUM_S002","wake",9,10,9,815,815,641,82,TRUE
"TUM","TUM_S002","wake",10,11,10,840,840,750,289,TRUE
"TUM","TUM_S002","wake",11,12,11,825,825,785,46,TRUE
"TUM","TUM_S002","wake",12,13,12,705,705,705,59,TRUE
"TUM","TUM_S002","wake",13,14,13,635,635,594,176,TRUE
"TUM","TUM_S003","wake",15,16,15,646,646,621,191,TRUE
"TUM","TUM_S003","wake",16,17,16,508,508,375,44,TRUE
"TUM","TUM_S003","wake",17,18,17,672,672,621,170,TRUE
"TUM","TUM_S003","wake",18,19,18,674,674,553,13,TRUE
"TUM","TUM_S003","wake",19,20,19,594,594,594,92,TRUE
"TUM","TUM_S003","wake",20,21,20,615,615,615,99,TRUE
"TUM","TUM_S004","wake",22,23,22,915,915,904,424,TRUE
"TUM","TUM_S004","wake",23,24,23,930,930,930,235,TRUE
"TUM","TUM_S004","wake",24,25,24,820,820,820,319,TRUE
"TUM","TUM_S004","wake",25,26,25,840,840,822,19,TRUE
"TUM","TUM_S004","wake",26,27,26,870,870,848,0,TRUE
"TUM","TUM_S004","wake",27,28,27,840,840,823,169,TRUE
"TUM","TUM_S005","wake",29,30,29,813,813,808,111,TRUE
"TUM","TUM_S005","wake",30,31,30,660,660,597,42,TRUE
"TUM","TUM_S005","wake",31,32,31,609,609,551,0,TRUE
"TUM","TUM_S005","wake",32,33,32,735,735,671,9,TRUE
"TUM","TUM_S005","wake",33,34,33,787,787,701,54,TRUE
"TUM","TUM_S005","wake",34,35,34,565,565,510,1,TRUE
"TUM","TUM_S006","wake",36,37,36,810,810,787,225,TRUE
"TUM","TUM_S006","wake",37,38,37,825,825,812,147,TRUE
"TUM","TUM_S006","wake",38,39,38,915,915,804,528,TRUE
"TUM","TUM_S006","wake",39,40,39,895,895,895,306,TRUE
"TUM","TUM_S006","wake",40,41,40,820,820,796,197,TRUE
"TUM","TUM_S006","wake",41,42,41,700,700,682,66,TRUE
"TUM","TUM_S007","wake",43,44,43,915,915,915,8,TRUE
"TUM","TUM_S007","wake",44,45,44,720,720,671,71,TRUE
"TUM","TUM_S007","wake",45,46,45,795,795,718,80,TRUE
"TUM","TUM_S007","wake",46,47,46,960,960,960,70,TRUE
"TUM","TUM_S007","wake",47,48,47,900,900,900,55,TRUE
"TUM","TUM_S007","wake",48,49,48,840,840,786,3,TRUE
"TUM","TUM_S008","wake",50,51,50,794,794,597,283,TRUE
"TUM","TUM_S008","wake",51,52,51,710,710,657,257,TRUE
"TUM","TUM_S008","wake",52,53,52,805,805,630,201,TRUE
"TUM","TUM_S008","wake",53,54,53,785,785,715,240,TRUE
"TUM","TUM_S008","wake",54,55,54,789,789,725,423,TRUE
"TUM","TUM_S008","wake",55,56,55,728,728,616,272,TRUE
"TUM","TUM_S009","wake",57,58,57,790,790,790,467,TRUE
"TUM","TUM_S009","wake",58,59,58,740,740,740,408,TRUE
"TUM","TUM_S009","wake",59,60,59,720,720,720,631,TRUE
"TUM","TUM_S009","wake",60,61,60,812,812,812,310,TRUE
"TUM","TUM_S009","wake",61,62,61,760,760,703,262,TRUE
"TUM","TUM_S009","wake",62,63,62,714,714,701,45,TRUE
"TUM","TUM_S010","wake",64,65,64,791,791,636,76,TRUE
"TUM","TUM_S010","wake",65,66,65,720,720,701,194,TRUE
"TUM","TUM_S010","wake",66,67,66,751,751,580,95,TRUE
"TUM","TUM_S010","wake",67,68,67,790,790,681,25,TRUE
"TUM","TUM_S010","wake",68,69,68,657,657,657,82,TRUE
"TUM","TUM_S010","wake",69,70,69,540,540,540,0,TRUE
"UCR","UCR_S001","wake",1,2,1,714,714,631,111,TRUE
"UCR","UCR_S001","wake",2,3,2,770,770,749,226,TRUE
"UCR","UCR_S001","wake",3,4,3,780,780,751,235,TRUE
"UCR","UCR_S001","wake",4,5,4,916,916,0,0,TRUE
"UCR","UCR_S001","wake",5,6,5,880,880,0,0,TRUE
"UCR","UCR_S001","wake",6,7,6,748,748,692,204,TRUE
"UCR","UCR_S002","wake",8,9,8,693,693,672,296,TRUE
"UCR","UCR_S002","wake",9,10,9,839,839,828,70,TRUE
"UCR","UCR_S002","wake",10,11,10,810,810,810,90,TRUE
"UCR","UCR_S002","wake",11,12,11,760,760,760,40,TRUE
"UCR","UCR_S002","wake",12,13,12,856,856,856,101,TRUE
"UCR","UCR_S003","wake",14,15,14,880,880,831,119,TRUE
"UCR","UCR_S003","wake",15,16,15,1050,1050,1050,13,TRUE
"UCR","UCR_S003","wake",16,17,16,750,750,750,114,TRUE
"UCR","UCR_S003","wake",17,18,17,750,750,523,28,TRUE
"UCR","UCR_S003","wake",18,19,18,600,600,0,0,TRUE
"UCR","UCR_S004","wake",20,21,20,865,865,818,109,TRUE
"UCR","UCR_S004","wake",21,22,21,805,805,677,93,TRUE
"UCR","UCR_S004","wake",22,23,22,890,890,855,186,TRUE
"UCR","UCR_S004","wake",23,24,23,830,830,698,37,TRUE
"UCR","UCR_S004","wake",24,25,24,740,740,675,24,TRUE
"UCR","UCR_S004","wake",25,26,25,730,730,730,49,TRUE
"UCR","UCR_S005","wake",27,28,27,885,885,854,0,TRUE
"UCR","UCR_S005","wake",28,29,28,970,970,970,12,TRUE
"UCR","UCR_S005","wake",29,30,29,775,775,775,104,TRUE
"UCR","UCR_S005","wake",30,31,30,730,730,635,95,TRUE
"UCR","UCR_S006","wake",33,34,33,735,735,683,177,TRUE
"UCR","UCR_S006","wake",34,35,34,815,815,690,175,TRUE
"UCR","UCR_S006","wake",35,36,35,885,885,791,96,TRUE
"UCR","UCR_S006","wake",36,37,36,829,829,740,33,TRUE
"UCR","UCR_S006","wake",37,38,37,865,865,787,92,TRUE
"UCR","UCR_S006","wake",38,39,38,691,691,605,115,TRUE
"UCR","UCR_S007","wake",40,41,40,795,795,763,330,TRUE
"UCR","UCR_S007","wake",41,42,41,735,735,735,14,TRUE
"UCR","UCR_S007","wake",42,43,42,735,735,668,31,TRUE
"UCR","UCR_S007","wake",43,44,43,885,885,860,135,TRUE
"UCR","UCR_S007","wake",44,45,44,660,660,660,1,TRUE
"UCR","UCR_S008","wake",46,47,46,810,810,596,226,TRUE
"UCR","UCR_S008","wake",47,48,47,845,845,679,99,TRUE
"UCR","UCR_S008","wake",48,49,48,825,825,634,156,TRUE
"UCR","UCR_S008","wake",49,50,49,790,790,710,101,TRUE
"UCR","UCR_S008","wake",50,51,50,855,855,816,136,TRUE
"UCR","UCR_S008","wake",51,52,51,747,747,747,478,TRUE
"UCR","UCR_S009","wake",53,54,53,721,721,721,154,TRUE
"UCR","UCR_S009","wake",54,55,54,986,986,986,295,TRUE
"UCR","UCR_S009","wake",55,56,55,912,912,912,147,TRUE
"UCR","UCR_S009","wake",56,57,56,885,885,885,175,TRUE
"UCR","UCR_S009","wake",57,58,57,760,760,760,6,TRUE
"UCR","UCR_S010","wake",59,60,59,740,740,710,130,TRUE
"UCR","UCR_S010","wake",60,61,60,735,735,712,134,TRUE
"UCR","UCR_S010","wake",61,62,61,725,725,620,146,TRUE
"UCR","UCR_S010","wake",62,63,62,730,730,712,211,TRUE
"UCR","UCR_S010","wake",63,64,63,700,700,700,483,TRUE
"UCR","UCR_S010","wake",64,65,64,790,790,782,163,TRUE
"UCR","UCR_S011","wake",66,67,66,740,740,616,284,TRUE
"UCR","UCR_S011","wake",67,68,67,725,725,627,289,TRUE
"UCR","UCR_S011","wake",68,69,68,765,765,682,98,TRUE
"UCR","UCR_S011","wake",69,70,69,785,785,580,230,TRUE
"UCR","UCR_S011","wake",70,71,70,720,720,683,189,TRUE
"UCR","UCR_S011","wake",71,72,71,645,645,552,41,TRUE
"UCR","UCR_S012","wake",73,74,73,825,825,714,254,TRUE
"UCR","UCR_S012","wake",74,75,74,829,829,772,291,TRUE
"UCR","UCR_S012","wake",75,76,75,883,883,703,99,TRUE
"UCR","UCR_S012","wake",76,77,76,855,855,855,19,TRUE
"UCR","UCR_S012","wake",77,78,77,816,816,816,11,TRUE
"UCR","UCR_S012","wake",78,79,78,766,766,766,41,TRUE
"UCR","UCR_S013","wake",80,81,80,875,875,848,477,TRUE
"UCR","UCR_S013","wake",81,82,81,885,885,840,553,TRUE
"UCR","UCR_S013","wake",82,83,82,645,645,645,294,TRUE
"UCR","UCR_S013","wake",83,84,83,840,840,840,6,TRUE
"UCR","UCR_S014","wake",86,87,86,815,815,791,201,TRUE
"UCR","UCR_S014","wake",87,88,87,870,870,865,242,TRUE
"UCR","UCR_S014","wake",88,89,88,785,785,769,193,TRUE
"UCR","UCR_S014","wake",89,90,89,932,932,842,142,TRUE
"UCR","UCR_S014","wake",90,91,90,810,810,755,171,TRUE
"UCR","UCR_S014","wake",91,92,91,700,700,685,318,TRUE
"UCR","UCR_S015","wake",93,94,93,773,773,703,337,TRUE
"UCR","UCR_S015","wake",94,95,94,828,828,738,100,TRUE
"UCR","UCR_S015","wake",95,96,95,935,935,935,321,TRUE
"UCR","UCR_S015","wake",96,97,96,858,858,844,33,TRUE
"UCR","UCR_S015","wake",97,98,97,842,842,842,408,TRUE
"UCR","UCR_S015","wake",98,99,98,720,720,720,476,TRUE
"UCR","UCR_S016","wake",100,101,100,780,780,722,439,TRUE
"UCR","UCR_S016","wake",101,102,101,805,805,743,306,TRUE
"UCR","UCR_S016","wake",102,103,102,720,720,720,172,TRUE
