route,attribute,token,matches
notebooks/descriptives.html,headers,stub_1_2,8
notebooks/descriptives.html,headers,KNUST,3
notebooks/descriptives.html,headers,Site,0
notebooks/descriptives.html,headers,specifics,0
notebooks/descriptives.html,headers,stub_1_3,8
notebooks/descriptives.html,headers,Overall,3
notebooks/descriptives.html,headers,Site,0
notebooks/descriptives.html,headers,specifics,0
notebooks/descriptives.html,headers,stub_1_3,8
notebooks/descriptives.html,headers,RISE,3
notebooks/descriptives.html,headers,Site,0
notebooks/descriptives.html,headers,specifics,0
notebooks/descriptives.html,headers,stub_1_3,8
notebooks/descriptives.html,headers,THUAS,3
notebooks/descriptives.html,headers,Site,0
notebooks/descriptives.html,headers,specifics,0
notebooks/descriptives.html,headers,stub_1_3,8
notebooks/descriptives.html,headers,BAUA,3
notebooks/descriptives.html,headers,Site,0
notebooks/descriptives.html,headers,specifics,0
notebooks/descriptives.html,headers,stub_1_3,8
notebooks/descriptives.html,headers,MPI,3
notebooks/descriptives.html,headers,Site,0
notebooks/descriptives.html,headers,specifics,0
notebooks/descriptives.html,headers,stub_1_3,8
notebooks/descriptives.html,headers,TUM,3
notebooks/descriptives.html,headers,Site,0
notebooks/descriptives.html,headers,specifics,0
notebooks/descriptives.html,headers,stub_1_3,8
notebooks/descriptives.html,headers,FUSPCEU,3
notebooks/descriptives.html,headers,Site,0
notebooks/descriptives.html,headers,specifics,0
notebooks/descriptives.html,headers,stub_1_3,8
notebooks/descriptives.html,headers,IZTECH,3
notebooks/descriptives.html,headers,Site,0
notebooks/descriptives.html,headers,specifics,0
notebooks/descriptives.html,headers,stub_1_3,8
notebooks/descriptives.html,headers,UCR,3
notebooks/descriptives.html,headers,Site,0
notebooks/descriptives.html,headers,specifics,0
notebooks/descriptives.html,headers,stub_1_3,8
notebooks/descriptives.html,headers,KNUST,3
notebooks/descriptives.html,headers,Site,0
notebooks/descriptives.html,headers,specifics,0
notebooks/descriptives.html,headers,stub_1_4,8
notebooks/descriptives.html,headers,Overall,3
notebooks/descriptives.html,headers,Site,0
notebooks/descriptives.html,headers,specifics,0
notebooks/descriptives.html,headers,stub_1_4,8
notebooks/descriptives.html,headers,RISE,3
notebooks/descriptives.html,headers,Site,0
notebooks/descriptives.html,headers,specifics,0
notebooks/descriptives.html,headers,stub_1_4,8
notebooks/descriptives.html,headers,THUAS,3
notebooks/descriptives.html,headers,Site,0
notebooks/descriptives.html,headers,specifics,0
notebooks/descriptives.html,headers,stub_1_4,8
notebooks/descriptives.html,headers,BAUA,3
notebooks/descriptives.html,headers,Site,0
notebooks/descriptives.html,headers,specifics,0
notebooks/descriptives.html,headers,stub_1_4,8
notebooks/descriptives.html,headers,MPI,3
notebooks/descriptives.html,headers,Site,0
notebooks/descriptives.html,headers,specifics,0
notebooks/descriptives.html,headers,stub_1_4,8
notebooks/descriptives.html,headers,TUM,3
notebooks/descriptives.html,headers,Site,0
notebooks/descriptives.html,headers,specifics,0
notebooks/descriptives.html,headers,stub_1_4,8
notebooks/descriptives.html,headers,FUSPCEU,3
notebooks/descriptives.html,headers,Site,0
notebooks/descriptives.html,headers,specifics,0
notebooks/descriptives.html,headers,stub_1_4,8
notebooks/descriptives.html,headers,IZTECH,3
notebooks/descriptives.html,headers,Site,0
notebooks/descriptives.html,headers,specifics,0
notebooks/descriptives.html,headers,stub_1_4,8
notebooks/descriptives.html,headers,UCR,3
notebooks/descriptives.html,headers,Site,0
notebooks/descriptives.html,headers,specifics,0
notebooks/descriptives.html,headers,stub_1_4,8
notebooks/descriptives.html,headers,KNUST,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_5,8
notebooks/descriptives.html,headers,Overall,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_5,8
notebooks/descriptives.html,headers,RISE,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_5,8
notebooks/descriptives.html,headers,THUAS,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_5,8
notebooks/descriptives.html,headers,BAUA,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_5,8
notebooks/descriptives.html,headers,MPI,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_5,8
notebooks/descriptives.html,headers,TUM,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_5,8
notebooks/descriptives.html,headers,FUSPCEU,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_5,8
notebooks/descriptives.html,headers,IZTECH,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_5,8
notebooks/descriptives.html,headers,UCR,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_5,8
notebooks/descriptives.html,headers,KNUST,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_6,8
notebooks/descriptives.html,headers,Overall,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_6,8
notebooks/descriptives.html,headers,RISE,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_6,8
notebooks/descriptives.html,headers,THUAS,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_6,8
notebooks/descriptives.html,headers,BAUA,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_6,8
notebooks/descriptives.html,headers,MPI,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_6,8
notebooks/descriptives.html,headers,TUM,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_6,8
notebooks/descriptives.html,headers,FUSPCEU,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_6,8
notebooks/descriptives.html,headers,IZTECH,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_6,8
notebooks/descriptives.html,headers,UCR,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_6,8
notebooks/descriptives.html,headers,KNUST,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_7,6
notebooks/descriptives.html,headers,Overall,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_7,6
notebooks/descriptives.html,headers,RISE,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_7,6
notebooks/descriptives.html,headers,THUAS,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_7,6
notebooks/descriptives.html,headers,BAUA,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_7,6
notebooks/descriptives.html,headers,MPI,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_7,6
notebooks/descriptives.html,headers,TUM,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_7,6
notebooks/descriptives.html,headers,FUSPCEU,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_7,6
notebooks/descriptives.html,headers,IZTECH,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_7,6
notebooks/descriptives.html,headers,UCR,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_7,6
notebooks/descriptives.html,headers,KNUST,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_8,6
notebooks/descriptives.html,headers,Overall,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_8,6
notebooks/descriptives.html,headers,RISE,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_8,6
notebooks/descriptives.html,headers,THUAS,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_8,6
notebooks/descriptives.html,headers,BAUA,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_8,6
notebooks/descriptives.html,headers,MPI,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_8,6
notebooks/descriptives.html,headers,TUM,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_8,6
notebooks/descriptives.html,headers,FUSPCEU,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_8,6
notebooks/descriptives.html,headers,IZTECH,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_8,6
notebooks/descriptives.html,headers,UCR,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_8,6
notebooks/descriptives.html,headers,KNUST,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_9,5
notebooks/descriptives.html,headers,Overall,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_9,5
notebooks/descriptives.html,headers,RISE,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_9,5
notebooks/descriptives.html,headers,THUAS,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_9,5
notebooks/descriptives.html,headers,BAUA,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_9,5
notebooks/descriptives.html,headers,MPI,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_9,5
notebooks/descriptives.html,headers,TUM,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_9,5
notebooks/descriptives.html,headers,FUSPCEU,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_9,5
notebooks/descriptives.html,headers,IZTECH,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_9,5
notebooks/descriptives.html,headers,UCR,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_9,5
notebooks/descriptives.html,headers,KNUST,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_10,5
notebooks/descriptives.html,headers,Overall,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_10,5
notebooks/descriptives.html,headers,RISE,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_10,5
notebooks/descriptives.html,headers,THUAS,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_10,5
notebooks/descriptives.html,headers,BAUA,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_10,5
notebooks/descriptives.html,headers,MPI,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_10,5
notebooks/descriptives.html,headers,TUM,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_10,5
notebooks/descriptives.html,headers,FUSPCEU,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_10,5
notebooks/descriptives.html,headers,IZTECH,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_10,5
notebooks/descriptives.html,headers,UCR,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_10,5
notebooks/descriptives.html,headers,KNUST,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_11,4
notebooks/descriptives.html,headers,Overall,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_11,4
notebooks/descriptives.html,headers,RISE,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_11,4
notebooks/descriptives.html,headers,THUAS,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_11,4
notebooks/descriptives.html,headers,BAUA,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_11,4
notebooks/descriptives.html,headers,MPI,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_11,4
notebooks/descriptives.html,headers,TUM,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_11,4
notebooks/descriptives.html,headers,FUSPCEU,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_11,4
notebooks/descriptives.html,headers,IZTECH,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_11,4
notebooks/descriptives.html,headers,UCR,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_11,4
notebooks/descriptives.html,headers,KNUST,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_12,3
notebooks/descriptives.html,headers,Overall,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_12,3
notebooks/descriptives.html,headers,RISE,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_12,3
notebooks/descriptives.html,headers,THUAS,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_12,3
notebooks/descriptives.html,headers,BAUA,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_12,3
notebooks/descriptives.html,headers,MPI,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_12,3
notebooks/descriptives.html,headers,TUM,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_12,3
notebooks/descriptives.html,headers,FUSPCEU,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_12,3
notebooks/descriptives.html,headers,IZTECH,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_12,3
notebooks/descriptives.html,headers,UCR,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_12,3
notebooks/descriptives.html,headers,KNUST,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_13,3
notebooks/descriptives.html,headers,Overall,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_13,3
notebooks/descriptives.html,headers,RISE,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_13,3
notebooks/descriptives.html,headers,THUAS,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_13,3
notebooks/descriptives.html,headers,BAUA,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_13,3
notebooks/descriptives.html,headers,MPI,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_13,3
notebooks/descriptives.html,headers,TUM,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_13,3
notebooks/descriptives.html,headers,FUSPCEU,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_13,3
notebooks/descriptives.html,headers,IZTECH,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_13,3
notebooks/descriptives.html,headers,UCR,3
notebooks/descriptives.html,headers,Data,0
notebooks/descriptives.html,headers,collection,0
notebooks/descriptives.html,headers,stub_1_13,3
notebooks/descriptives.html,headers,KNUST,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_14,3
notebooks/descriptives.html,headers,Overall,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_14,3
notebooks/descriptives.html,headers,RISE,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_14,3
notebooks/descriptives.html,headers,THUAS,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_14,3
notebooks/descriptives.html,headers,BAUA,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_14,3
notebooks/descriptives.html,headers,MPI,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_14,3
notebooks/descriptives.html,headers,TUM,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_14,3
notebooks/descriptives.html,headers,FUSPCEU,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_14,3
notebooks/descriptives.html,headers,IZTECH,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_14,3
notebooks/descriptives.html,headers,UCR,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_14,3
notebooks/descriptives.html,headers,KNUST,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_15,3
notebooks/descriptives.html,headers,Overall,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_15,3
notebooks/descriptives.html,headers,RISE,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_15,3
notebooks/descriptives.html,headers,THUAS,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_15,3
notebooks/descriptives.html,headers,BAUA,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_15,3
notebooks/descriptives.html,headers,MPI,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_15,3
notebooks/descriptives.html,headers,TUM,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_15,3
notebooks/descriptives.html,headers,FUSPCEU,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_15,3
notebooks/descriptives.html,headers,IZTECH,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_15,3
notebooks/descriptives.html,headers,UCR,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_15,3
notebooks/descriptives.html,headers,KNUST,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_16,2
notebooks/descriptives.html,headers,Overall,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_16,2
notebooks/descriptives.html,headers,RISE,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_16,2
notebooks/descriptives.html,headers,THUAS,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_16,2
notebooks/descriptives.html,headers,BAUA,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_16,2
notebooks/descriptives.html,headers,MPI,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_16,2
notebooks/descriptives.html,headers,TUM,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_16,2
notebooks/descriptives.html,headers,FUSPCEU,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_16,2
notebooks/descriptives.html,headers,IZTECH,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_16,2
notebooks/descriptives.html,headers,UCR,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_16,2
notebooks/descriptives.html,headers,KNUST,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_17,2
notebooks/descriptives.html,headers,Overall,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_17,2
notebooks/descriptives.html,headers,RISE,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_17,2
notebooks/descriptives.html,headers,THUAS,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_17,2
notebooks/descriptives.html,headers,BAUA,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_17,2
notebooks/descriptives.html,headers,MPI,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_17,2
notebooks/descriptives.html,headers,TUM,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_17,2
notebooks/descriptives.html,headers,FUSPCEU,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_17,2
notebooks/descriptives.html,headers,IZTECH,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_17,2
notebooks/descriptives.html,headers,UCR,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_17,2
notebooks/descriptives.html,headers,KNUST,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_18,1
notebooks/descriptives.html,headers,Overall,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_18,1
notebooks/descriptives.html,headers,RISE,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_18,1
notebooks/descriptives.html,headers,THUAS,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_18,1
notebooks/descriptives.html,headers,BAUA,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_18,1
notebooks/descriptives.html,headers,MPI,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_18,1
notebooks/descriptives.html,headers,TUM,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_18,1
notebooks/descriptives.html,headers,FUSPCEU,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_18,1
notebooks/descriptives.html,headers,IZTECH,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_18,1
notebooks/descriptives.html,headers,UCR,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_18,1
notebooks/descriptives.html,headers,KNUST,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_19,1
notebooks/descriptives.html,headers,Overall,3
notebooks/descriptives.html,headers,Participant,0
notebooks/descriptives.html,headers,information,0
notebooks/descriptives.html,headers,stub_1_19,1
notebooks/descriptives.html,headers,RISE,3
