run_id,placement,family_id,metric_order,metric_id,manuscript_name,analysis_unit,response_family,response_transform,effect_scale,factor_order,factor_id,factor_label,estimate_model_per_point,conf_low_model_per_point,conf_high_model_per_point,estimate_model_per_sd,conf_low_model_per_sd,conf_high_model_per_sd,effect_type,estimate_practical_per_point,conf_low_practical_per_point,conf_high_practical_per_point,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,interval_method,p_raw,p_adjusted,family_rank,family_observed_tests,model_adequacy,specified_limitations,reader_inference_status,observations,participants,participant_days,represented_days,sites,leba_participant_mean,leba_participant_sd,model_frame_hash
main__glasses__all_available,glasses,H05-F1-primary,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,gaussian,clock_hours,difference,1,leba_f2,Spending time outdoors,0.01254573459552398,-0.03389043811220657,0.05898190730325455,0.04877270116164541,-0.13175220611422894,0.22929760843751976,difference,0.01254573459552398,-0.03389043811220657,0.05898190730325455,0.04877270116164541,-0.13175220611422894,0.22929760843751976,wald_normal,0.5841877883179435,0.7469260819378851,52,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,816,141,816,816,9,16.148936170212767,3.88759229603393,c86ae408869398a2d17e571af4a6761174ed1a535603f89363183b67ed5eeef0
main__glasses__all_available,glasses,H05-F1-primary,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,gaussian,clock_hours,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,0.04268189239218527,-0.01344165558929245,0.09880544037366298,0.13346895121006394,-0.04203289904639357,0.30897080146652145,difference,0.04268189239218527,-0.01344165558929245,0.09880544037366298,0.13346895121006394,-0.04203289904639357,0.30897080146652145,wald_normal,0.1239294039921033,0.3749765590462693,22,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,816,141,816,816,9,14.00709219858156,3.1270626424825787,946b003ac076d745045357e816d625a8d274b6ecc603d79271050c63a47b25f9
main__glasses__all_available,glasses,H05-F1-primary,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,gaussian,clock_hours,difference,3,leba_f4,Controlling and using ambient light before bedtime,0.00706938611747216,-0.0358815688368705,0.05002034107181482,0.0300742955200449,-0.15264591394376137,0.21279450498385116,difference,0.00706938611747216,-0.0358815688368705,0.05002034107181482,0.0300742955200449,-0.15264591394376137,0.21279450498385116,wald_normal,0.7404091950297595,0.8680659527935112,58,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,816,141,816,816,9,12.872340425531917,4.254159416432996,cba581055b54c8b8a12eb765d80ea94b34da64e94ff892178a2bd0425a01adf1
main__glasses__all_available,glasses,H05-F1-primary,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,gaussian,clock_hours,difference,4,leba_f5,Using light in the morning and during daytime,-0.02164908810077856,-0.07075043438957926,0.02745225818802212,-0.08274458198627851,-0.27041393575846845,0.10492477178591143,difference,-0.02164908810077856,-0.07075043438957926,0.02745225818802212,-0.08274458198627851,-0.27041393575846845,0.10492477178591143,wald_normal,0.3714153468093668,0.601339132929451,42,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,816,141,816,816,9,12.141843971631207,3.822081632311467,7f6958e4602566a5a983a91e5b901284c70abd8f117732909eef65f888069537
main__glasses__all_available,glasses,H05-F1-primary,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,gaussian,clock_hours_midnight_after_16,difference,1,leba_f2,Spending time outdoors,-0.03501629159787388,-0.08147672511612417,0.01144414192037641,-0.1361290654515721,-0.3167482888675185,0.04449015796437428,difference,-0.03501629159787388,-0.08147672511612417,0.01144414192037641,-0.1361290654515721,-0.3167482888675185,0.04449015796437428,wald_normal,0.12683030673623816,0.3749765590462693,23,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,816,141,816,816,9,16.148936170212767,3.88759229603393,ac236d4e5060b5dcd60e0406cc0ac39559d7319d5e15cb0e0faa7702921e62bf
main__glasses__all_available,glasses,H05-F1-primary,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,gaussian,clock_hours_midnight_after_16,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,0.02571050129959381,-0.03114448405872757,0.08256548665791519,0.08039834813345959,-0.0973907526194412,0.25818744888636036,difference,0.02571050129959381,-0.03114448405872757,0.08256548665791519,0.08039834813345959,-0.0973907526194412,0.25818744888636036,wald_normal,0.35794905615041706,0.5936716053226428,41,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,816,141,816,816,9,14.00709219858156,3.1270626424825787,f8e2ce50c02ab2019be8244e5b4c89bf085b4a62674bf6750146095d90b83f6b
main__glasses__all_available,glasses,H05-F1-primary,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,gaussian,clock_hours_midnight_after_16,difference,3,leba_f4,Controlling and using ambient light before bedtime,-0.00473032697685522,-0.0480195591475245,0.03855890519381404,-0.0201235650513957,-0.20428285972040255,0.16403572961761118,difference,-0.00473032697685522,-0.0480195591475245,0.03855890519381404,-0.0201235650513957,-0.20428285972040255,0.16403572961761118,wald_normal,0.8246608026000938,0.9346155762801064,60,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,816,141,816,816,9,12.872340425531917,4.254159416432996,d380884fa87d822dc94be0ac155d6bc432f28f677b7fa0b3203be782563279d4
main__glasses__all_available,glasses,H05-F1-primary,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,gaussian,clock_hours_midnight_after_16,difference,4,leba_f5,Using light in the morning and during daytime,0.03448811480266307,-0.01477486182623175,0.0837510914315579,0.13181639012030777,-0.05647072800598026,0.3201035082465958,difference,0.03448811480266307,-0.01477486182623175,0.0837510914315579,0.13181639012030777,-0.05647072800598026,0.3201035082465958,wald_normal,0.15604570845335744,0.3789681491010109,28,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,816,141,816,816,9,12.141843971631207,3.822081632311467,382f102dabf76a1fba5295c5e97cccb6f0e2b261180d25f77ca30ecd0805f33a
main__glasses__all_available,glasses,H05-F1-primary,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,1,leba_f2,Spending time outdoors,0.00511064300789346,-0.0391872994786024,0.04940858549438932,0.0198680963852663,-0.15234424355538914,0.19208043632592173,difference,0.00511064300789346,-0.0391872994786024,0.04940858549438932,0.0198680963852663,-0.15234424355538914,0.19208043632592173,wald_normal,0.8192628040452935,0.9346155762801064,59,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,742,141,742,742,9,16.148936170212767,3.88759229603393,ff9570b09a55582c575d3f1f03372c175b26fd03976e2b131297b88168192fd4
main__glasses__all_available,glasses,H05-F1-primary,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,0.02758466100816948,-0.02586477047595095,0.0810340924922899,0.08625896294419261,-0.08088075751173257,0.2533986834001178,difference,0.02758466100816948,-0.02586477047595095,0.0810340924922899,0.08625896294419261,-0.08088075751173257,0.2533986834001178,wald_normal,0.29520136670979585,0.5576025815629477,36,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,742,141,742,742,9,14.00709219858156,3.1270626424825787,e2ebbc6f58535b2ed66ce6dc999d821ab8e8424af801b5126e3f15c9d3324e30
main__glasses__all_available,glasses,H05-F1-primary,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,3,leba_f4,Controlling and using ambient light before bedtime,-0.02272785707500412,-0.06275322341934425,0.01729750926933601,-0.09668792719097208,-0.266962216320927,0.07358636193898282,difference,-0.02272785707500412,-0.06275322341934425,0.01729750926933601,-0.09668792719097208,-0.266962216320927,0.07358636193898282,wald_normal,0.24734581082569823,0.5096822768529539,33,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,742,141,742,742,9,12.872340425531917,4.254159416432996,8a421cd40122c63dee47fdfbb6c1d918fe6696a696f8d25e06d7384fdf938f99
main__glasses__all_available,glasses,H05-F1-primary,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,4,leba_f5,Using light in the morning and during daytime,-0.04334312832243799,-0.08875458470426446,0.00206832805938848,-0.1656609746481092,-0.3392272679816015,0.00790531868538316,difference,-0.04334312832243799,-0.08875458470426446,0.00206832805938848,-0.1656609746481092,-0.3392272679816015,0.00790531868538316,wald_normal,0.05318623440644286,0.3013886616365095,12,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,742,141,742,742,9,12.141843971631207,3.822081632311467,cda8aba814408f9bb3ae3dd8c812da4501e6d74f238e79a0d3be8dc6e1e2723c
main__glasses__all_available,glasses,H05-F1-primary,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,1,leba_f2,Spending time outdoors,-0.05623956858448502,-0.12575255895733964,0.0132734217883696,-0.2185207904322387,-0.4886159206743173,0.05157433980983986,difference,-0.05623956858448502,-0.12575255895733964,0.0132734217883696,-0.2185207904322387,-0.4886159206743173,0.05157433980983986,wald_normal,0.1012221151441631,0.3622686226212153,19,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,727,140,727,727,9,16.178571428571427,3.885534614369761,5558d149777b7b1f0f93b5ea3b0e8657a0aa37d9c52fca0207a1f2bb1c50abd1
main__glasses__all_available,glasses,H05-F1-primary,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,0.1031768335039913,0.01974031519955046,0.18661335180843217,0.3236780943464228,0.06192773502145759,0.5854284536713881,difference,0.1031768335039913,0.01974031519955046,0.18661335180843217,0.3236780943464228,0.06192773502145759,0.5854284536713881,wald_normal,0.01317669233020818,0.17920301569083125,5,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,727,140,727,727,9,14.014285714285714,3.137119868423774,21888e9dc5f6d2dffed574ffd67f1df684016551fe882fa1f417d411a613f093
main__glasses__all_available,glasses,H05-F1-primary,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,3,leba_f4,Controlling and using ambient light before bedtime,0.00457215940075559,-0.05955878379457547,0.06870310259608667,0.01937431294610189,-0.25237757802902316,0.29112620392122696,difference,0.00457215940075559,-0.05955878379457547,0.06870310259608667,0.01937431294610189,-0.25237757802902316,0.29112620392122696,wald_normal,0.8865346436839144,0.9582440023143596,62,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,727,140,727,727,9,12.82857142857143,4.237453519861991,587a605689a0a6df2bc6af0896ad7c2d63e6f145315da16fcffb3ef0d86766a1
main__glasses__all_available,glasses,H05-F1-primary,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,4,leba_f5,Using light in the morning and during daytime,-0.02600156212624062,-0.10139369917918892,0.04939057492670767,-0.09732107089300504,-0.3795057903833941,0.1848636485973839,difference,-0.02600156212624062,-0.10139369917918892,0.04939057492670767,-0.09732107089300504,-0.3795057903833941,0.1848636485973839,wald_normal,0.48559008033539847,0.6790322081711593,48,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,727,140,727,727,9,12.071428571428571,3.7428932315873897,aa7db3b0cc0ece4e0573afd1bba710277b9a3a02248dfb48e4587dd93cb186ed
main__glasses__all_available,glasses,H05-F1-primary,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,1,leba_f2,Spending time outdoors,0.07916412559813898,0.01095598163225831,0.14737226956401966,0.30775784479758755,0.04259238978905668,0.5729232998061184,difference,0.07916412559813898,0.01095598163225831,0.14737226956401966,0.30775784479758755,0.04259238978905668,0.5729232998061184,wald_normal,0.01960996079009789,0.20172301598712664,6,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,687,141,687,687,9,16.148936170212767,3.88759229603393,3889b512b8cacf4b51b53f50c49e0ec810458cf704ca6c952a0dfdf71d0e0ecf
main__glasses__all_available,glasses,H05-F1-primary,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.02116698987121069,-0.10489810511937886,0.06256412537695746,-0.06619050328007009,-0.32802294578602015,0.19564193922587997,difference,-0.02116698987121069,-0.10489810511937886,0.06256412537695746,-0.06619050328007009,-0.32802294578602015,0.19564193922587997,wald_normal,0.6148278337234334,0.7601507762398813,55,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,687,141,687,687,9,14.00709219858156,3.1270626424825787,e9b467e6cf403a343fb1158f30f7379d334eff0556fca25ea0740697b56fd1fc
main__glasses__all_available,glasses,H05-F1-primary,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,3,leba_f4,Controlling and using ambient light before bedtime,-0.00255863039638321,-0.06589729512402284,0.06078003433125641,-0.01088482159394535,-0.28033759856932594,0.25856795538143523,difference,-0.00255863039638321,-0.06589729512402284,0.06078003433125641,-0.01088482159394535,-0.28033759856932594,0.25856795538143523,wald_normal,0.9269305819845878,0.9582440023143596,65,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,687,141,687,687,9,12.872340425531917,4.254159416432996,1d46d2912738179e6f8733d8af9229899d675b4d4ee88540f54d04a49533427b
main__glasses__all_available,glasses,H05-F1-primary,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,gaussian,clock_hours,difference,4,leba_f5,Using light in the morning and during daytime,-0.02107259454820897,-0.09434857706507,0.05220338796865206,-0.08054117656785628,-0.360607963435127,0.19952561029941449,difference,-0.02107259454820897,-0.09434857706507,0.05220338796865206,-0.08054117656785628,-0.360607963435127,0.19952561029941449,wald_normal,0.5575011323173664,0.7433348430898219,51,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,687,141,687,687,9,12.141843971631207,3.822081632311467,235495a19b98514501cef5ba9cacd08cf5bc60b4eab25ec85a4c324b59b010d2
main__glasses__all_available,glasses,H05-F1-primary,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,0.02744547429295273,0.00854016419058341,0.04635078439532204,0.1066968144222803,0.03320067651417691,0.18019295233038368,ratio,1.065235114917512,1.0198590737462885,1.1126300478801372,1.278488466204387,1.0794453914691882,1.5142338566964944,wald_normal,0.00366175964456253,0.12449982791512602,2,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,761,141,761,761,9,16.148936170212767,3.88759229603393,b910dc62dcd2f3530ca5f49d4d9e36537bbf9e5309496974d3a1da30cdb74830
main__glasses__all_available,glasses,H05-F1-primary,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.01693872462813697,-0.0403599584754945,0.00648250921922056,-0.05296845299594673,-0.126208118400867,0.02027121240897354,ratio,0.9617479635221649,0.9112552460082106,1.0150384860782435,0.8851799066641328,0.7478110558519039,1.047782673217251,wald_normal,0.14256002676736385,0.3789681491010109,24,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,761,141,761,761,9,14.00709219858156,3.1270626424825787,f5d9fabf434e2560e6fca55482d5da340dbdc95a422a2d1b7727b85caf990e07
main__glasses__all_available,glasses,H05-F1-primary,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.01399085323882583,-0.03180764310515953,0.00382593662750786,-0.05951932004988299,-0.13531478443035447,0.0162761443305885,ratio,0.9682982495656464,0.9293779339583292,1.0088484628837058,0.871928111778985,0.7322935612249576,1.0381883337042177,wald_normal,0.1123645104274194,0.3749765590462693,20,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,761,141,761,761,9,12.872340425531917,4.254159416432996,128d81f2847f0e184f5a7eba1e1e5cc2ba1013249ec9139b7a8f6871bc4331fd
main__glasses__all_available,glasses,H05-F1-primary,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,-0.01443197942888015,-0.03485499296873188,0.00599103411097157,-0.05516020349301977,-0.13321862842013546,0.02289822143409592,ratio,0.967315218745704,0.922879516908852,1.013890454033625,0.8807239297201477,0.7358365763513677,1.0541398257584154,wald_normal,0.15336907832085164,0.3789681491010109,27,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,761,141,761,761,9,12.141843971631207,3.822081632311467,23abcb8bbd24e8c288c3fad6372ba5cd519afac31d95633ca3c45d9d16a357a7
main__glasses__all_available,glasses,H05-F1-primary,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,gaussian,identity,difference,1,leba_f2,Spending time outdoors,0.00105487240429822,-0.00293665768697993,0.00504640249557638,0.00406028204700244,-0.01130341303464924,0.01942397712865413,difference,0.00105487240429822,-0.00293665768697993,0.00504640249557638,0.00406028204700244,-0.01130341303464924,0.01942397712865413,wald_normal,0.5861519812129078,0.7469260819378851,53,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,702,137,702,702,9,16.124087591240876,3.8490740969791783,6d0d242c860126c606bdcb86edc3fff7143f92284d894320a96638c51c0d8301
main__glasses__all_available,glasses,H05-F1-primary,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.00123431975800001,-0.00591967497065066,0.00345103545465064,-0.00388244559590362,-0.01861982348579025,0.010854932293983,difference,-0.00123431975800001,-0.00591967497065066,0.00345103545465064,-0.00388244559590362,-0.01861982348579025,0.010854932293983,wald_normal,0.5931471827153794,0.7469260819378851,54,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,702,137,702,702,9,13.94160583941606,3.145413148205944,7b7d78d8845035e136bd2d28f7c6f1514c1ceeed9e64d47e9d307791f2423154
main__glasses__all_available,glasses,H05-F1-primary,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,-0.00242799930909951,-0.00595539160107416,0.00109939298287513,-0.0104326104756662,-0.02558908504265738,0.00472386409132497,difference,-0.00242799930909951,-0.00595539160107416,0.00109939298287513,-0.0104326104756662,-0.02558908504265738,0.00472386409132497,wald_normal,0.16221651932458736,0.3803697694507565,29,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,702,137,702,702,9,12.875912408759126,4.296793016607325,1d50f95c6052fb6773af344a40a2062fea8e12cfd44c69dad47282363733ac80
main__glasses__all_available,glasses,H05-F1-primary,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,-0.00513651828906044,-0.00914514415019378,-0.00112789242792711,-0.01971173371410767,-0.03509510452823153,-0.00432836289998381,difference,-0.00513651828906044,-0.00914514415019378,-0.00112789242792711,-0.01971173371410767,-0.03509510452823153,-0.00432836289998381,wald_normal,0.00994223190602255,0.16901794240238335,4,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,702,137,702,702,9,12.211678832116789,3.837567123257194,51216bbebe2f67177208b5ab74ce81b82dda82e88f0850aee2b5a48db5885451
